SAL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
SAL50317,0,0,0,0,0,0,0,0,0,0,5,0,4,16,10,4,5,0,0,45,4,3,7,18,13,4,10,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50318,3,4,0,10,5,13,0,0,0,37,77,98,107,177,234,247,51,3,0,994,0,0,4,0,0,0,0,0,0,7,5,5,13,25,40,26,8,0,0,109,4,6,9,12,26,30,6,0,0,86,0,0,3,6,6,13,0,0,0,31,12,18,30,48,56,51,13,0,0,226,0,5,3,10,16,9,0,0,0,52,37,26,16,27,21,39,4,0,0,173,66,28,5,12,5,5,0,0,0,122,0,4,8,4,13,17,4,0,0,46,0,0,0,3,0,5,4,0,0,14,0,0,11,15,17,22,4,0,0,68,0,3,0,0,8,7,0,0,0,24,0,11,16,29,43,46,9,6,0,160,0,6,3,11,15,10,5,0,0,57,3,8,10,21,34,37,9,0,0,122,8,20,22,52,63,76,8,0,0,242,7,21,36,44,68,76,21,0,0,270,7,7,0,8,0,5,0,0,0,33
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50320,3,3,0,8,4,0,0,0,0,28,55,47,96,115,138,122,42,4,0,624,0,0,0,0,0,3,0,0,0,6,0,11,17,25,28,19,4,0,0,101,0,0,14,20,26,21,4,0,0,88,0,3,3,5,3,9,0,0,0,28,5,7,26,22,20,21,3,0,0,116,0,0,3,0,3,0,4,0,0,14,25,17,33,15,27,16,5,0,0,135,39,13,17,16,11,8,4,0,0,106,0,0,3,10,21,15,12,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,16,0,0,5,0,6,0,0,0,0,12,0,4,8,3,7,5,3,0,0,31,0,8,9,13,12,9,8,0,0,54,0,0,12,12,14,6,6,0,0,55,0,4,16,23,26,24,0,0,0,91,0,12,23,30,45,51,21,0,0,175,0,3,4,0,5,3,4,0,0,21
SAL50321,4,3,4,10,13,8,4,0,0,45,99,121,200,237,301,260,61,4,0,1285,0,3,0,7,9,4,7,0,0,32,3,8,32,33,35,20,11,0,0,143,3,11,27,29,47,54,14,3,0,181,0,0,3,9,6,9,0,0,0,32,10,22,59,63,46,55,15,0,0,272,6,0,6,13,21,29,4,0,0,80,62,49,29,29,58,43,11,0,0,281,59,21,14,18,12,10,3,0,0,128,4,3,10,20,36,37,6,0,0,118,0,3,3,0,3,0,0,0,0,7,0,8,10,19,24,10,5,0,0,70,0,3,4,4,8,9,11,0,0,39,5,17,28,40,36,35,6,3,0,172,5,7,4,11,16,19,6,0,0,64,0,13,16,24,31,43,14,0,0,146,9,11,44,60,79,54,23,0,0,276,6,35,60,80,73,71,12,0,0,340,3,4,4,13,5,4,0,0,0,37
SAL50322,0,0,0,0,3,0,0,0,0,3,13,11,19,25,37,24,0,0,0,131,5,4,10,0,10,10,4,3,0,45,0,3,0,11,4,3,0,0,0,22,3,4,5,8,11,6,0,0,0,33,0,0,0,4,3,0,0,0,0,7,3,0,4,9,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,13,0,0,4,0,3,3,0,0,0,13,0,0,0,0,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,6,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,4,0,4,3,0,0,0,16,0,0,0,3,8,13,0,0,0,31,0,0,0,0,0,0,0,0,0,3
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,14,27,24,13,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50324,0,7,11,6,8,3,0,0,0,40,49,147,420,310,253,184,37,10,0,1402,0,0,0,4,3,0,0,0,0,8,0,3,54,20,16,8,0,0,0,106,6,11,40,43,36,29,8,0,0,177,3,0,6,7,7,3,4,0,0,33,5,29,67,66,40,29,5,0,0,239,0,8,23,9,16,13,3,0,0,76,35,48,65,33,27,20,3,0,0,230,26,41,53,29,12,8,0,0,0,171,0,11,35,24,35,23,7,0,0,137,0,0,5,6,0,3,0,0,0,21,0,0,15,17,13,0,0,0,0,42,0,0,7,5,3,0,0,0,0,32,0,12,71,52,29,10,0,0,0,178,4,5,22,22,18,9,0,0,0,93,0,12,55,49,37,27,14,4,0,194,3,32,95,69,75,46,12,0,0,328,6,37,132,101,74,79,11,0,0,439,3,9,17,8,12,6,0,0,0,65
SAL50325,0,0,4,6,0,0,0,0,0,17,31,42,66,100,113,60,25,0,0,433,0,0,0,0,0,0,0,4,0,3,0,0,4,6,18,9,0,0,0,41,3,0,0,4,3,8,0,0,0,19,0,0,0,6,0,0,0,0,0,12,0,4,9,18,20,17,3,0,0,72,0,0,5,3,8,0,0,0,0,20,14,11,9,9,11,10,9,0,0,75,11,18,3,6,9,0,0,0,0,40,0,0,0,0,4,0,0,0,0,15,0,5,6,6,0,5,0,0,0,21,0,0,10,4,15,5,4,0,0,39,0,6,0,11,4,6,3,0,0,28,0,10,23,44,40,28,4,0,0,159,0,3,4,9,8,0,0,0,0,22,0,0,9,7,23,12,3,0,0,58,4,13,15,9,31,7,0,0,0,79,0,12,19,32,31,29,14,0,0,132,5,6,0,6,7,0,3,0,0,25
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50327,0,0,0,0,3,3,0,0,0,11,3,4,16,22,42,29,13,0,0,134,0,0,0,0,0,0,0,0,0,0,0,11,40,36,33,23,3,0,0,149,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,11,6,5,11,8,0,0,35,0,0,0,0,6,0,0,0,0,3,4,0,5,11,3,4,3,0,0,27,3,0,0,4,7,4,0,0,0,22,0,0,5,4,3,13,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,11,0,0,0,0,7,4,0,0,0,5,0,0,5,3,12,12,0,0,0,31,0,0,8,0,4,5,0,0,0,27,0,0,0,3,10,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50329,0,6,7,7,10,9,0,0,0,43,76,98,209,221,255,249,47,4,0,1172,0,7,7,6,3,0,0,0,0,19,0,10,34,22,35,27,0,0,0,129,12,17,39,28,52,49,9,0,0,208,0,0,9,6,4,10,0,0,0,33,11,22,55,60,52,49,7,0,0,251,6,14,13,14,9,11,0,0,0,73,41,32,49,52,46,39,14,0,0,281,55,25,29,33,11,17,0,0,0,173,0,9,18,16,31,35,15,0,0,117,0,8,5,4,4,0,0,0,0,14,0,0,0,11,11,9,0,0,0,31,0,3,3,5,0,8,4,0,0,22,0,4,23,22,20,18,3,0,0,87,0,18,25,23,36,15,3,0,0,120,0,12,46,30,28,47,11,4,0,187,6,10,31,20,48,50,9,0,0,179,6,24,56,60,86,97,24,0,0,349,7,6,14,3,4,4,0,0,0,35
SAL50330,0,0,0,0,0,0,0,0,0,4,11,7,14,18,23,11,4,0,0,91,0,0,0,5,4,0,8,0,0,20,0,5,5,10,9,3,0,0,0,30,0,9,4,4,5,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,5,0,0,0,23,0,0,0,0,0,0,0,0,0,4,3,5,0,0,4,0,0,0,0,15,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,0,8,0,5,0,0,0,0,14,5,5,0,6,0,0,0,0,0,14
SAL50331,0,0,0,0,0,0,0,0,0,0,0,4,4,9,4,0,3,0,0,32,0,4,7,16,10,3,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,8,0,0,0,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50333,0,0,0,0,0,5,0,0,0,5,0,0,5,6,9,14,0,0,0,31,0,0,0,4,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL50334,0,0,0,0,0,0,0,0,0,3,6,0,12,14,31,31,4,0,0,100,0,0,0,0,0,4,3,0,0,6,0,0,0,3,14,7,0,0,0,29,5,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,0,0,31,3,0,0,0,0,9,4,0,0,13,3,0,0,3,4,5,0,0,0,20,0,0,0,0,3,0,0,0,0,11,0,0,0,0,5,3,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,8,6,0,0,0,18,0,0,0,0,3,7,0,0,0,15,0,0,0,8,7,11,0,0,0,24,0,0,0,0,0,5,0,0,0,4
SAL50335,0,0,0,0,0,0,0,0,0,0,0,5,9,4,4,6,3,5,0,42,0,6,5,8,0,9,7,5,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,18,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,0,15,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50338,0,0,3,0,0,0,0,0,0,10,10,39,52,58,24,55,14,0,0,250,0,0,0,3,3,15,9,0,0,33,0,0,6,6,4,9,0,0,0,27,0,0,4,7,3,3,0,0,0,16,0,0,5,0,0,0,0,0,0,8,0,0,8,8,6,17,7,0,0,51,0,0,0,0,0,0,0,0,0,3,0,5,6,6,3,3,0,0,0,30,0,13,25,17,4,10,3,0,0,72,0,10,8,11,8,12,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,8,17,6,8,3,0,0,36,0,6,13,7,4,6,0,0,0,40,0,0,9,10,4,4,3,0,0,29,0,0,0,8,6,8,6,0,0,24,3,0,6,16,4,8,4,0,0,50,0,0,5,0,0,3,0,0,0,12
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50340,0,0,0,0,0,0,0,0,0,4,3,9,34,30,24,29,19,3,0,152,0,3,15,3,14,14,10,5,0,63,6,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,3,6,7,5,0,0,0,24,0,3,10,4,4,4,5,0,0,27,0,6,3,0,4,10,0,0,0,29,4,0,8,0,3,0,0,0,0,20,0,3,9,5,9,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,6,5,7,4,0,3,0,0,26,0,0,6,10,3,5,0,0,0,22,0,0,5,4,7,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0
SAL50341,0,0,0,0,0,0,0,0,0,0,4,13,12,8,12,5,0,0,0,55,0,4,4,3,0,0,0,0,0,12,0,16,44,44,35,23,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,4,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
