SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50400,6,11,8,7,4,4,0,0,0,35,3,4,4,4,7,8,5,0,0,25,51,36,81,103,124,79,23,0,0,499
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,10,6,10,0,0,30
SAL50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,15,9,12,4,0,0,48
SAL50403,0,0,19,7,8,9,0,0,0,36,0,0,9,4,7,3,0,0,0,27,16,47,203,153,159,245,58,13,0,896
SAL50404,5,4,4,16,4,6,0,0,0,35,4,0,4,3,12,8,4,0,0,35,70,43,133,230,239,205,73,18,0,1014
SAL50405,0,4,15,5,16,12,0,0,0,52,0,3,17,4,3,8,10,0,0,49,34,86,263,212,242,290,121,8,0,1254
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,7,9,0,0,37
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,4,0,0,0,17
SAL50409,12,51,108,117,118,84,34,15,0,540,16,60,106,121,105,75,31,10,0,528,594,1131,2386,2456,2637,2071,650,98,10,12028
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SAL50411,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,4,6,5,22,22,29,7,0,0,93
SAL50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,20,15,9,0,0,73
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,22
SAL50414,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,17,5,6,12,0,0,0,61
SAL50415,4,3,22,19,10,0,0,0,0,61,5,5,17,23,17,7,0,0,0,79,89,105,414,488,371,225,47,3,0,1733
SAL50416,0,4,0,3,0,0,0,0,0,12,0,3,0,4,5,15,0,0,0,27,33,37,82,120,125,153,45,7,0,598
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,9,0,0,0,37
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50419,4,0,11,11,11,11,3,0,0,46,3,4,8,4,14,18,6,3,0,66,90,76,197,264,276,251,62,8,0,1221
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,0,0,0,17
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,10,10,8,0,0,45
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,6,7,49,37,19,28,6,0,0,148,8,15,49,51,37,31,5,0,0,195,260,393,1244,1195,1013,677,170,18,0,4980
SAL50424,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,17,18,40,44,28,26,3,0,187
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,5,4,0,0,19
SAL50426,0,0,6,4,4,5,0,0,0,27,3,0,6,3,3,3,3,0,0,29,63,54,186,157,185,109,32,0,0,783
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4
SAL50428,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,5,15,18,16,10,0,0,73
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,0,0,0,20
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,5,5,0,0,37
SAL50431,0,11,24,15,19,21,0,0,0,97,6,15,12,14,23,30,9,3,6,120,152,231,392,421,578,599,152,29,3,2556
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,10
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,14
SAL50435,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,8,13,12,26,35,9,0,0,113
SAL50436,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,4,13,11,19,27,9,0,0,106
SAL50437,0,5,0,0,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,5,24,18,22,35,8,3,0,117
SAL50438,17,34,37,54,64,38,14,0,0,262,25,18,39,69,71,47,12,7,0,284,550,546,972,1911,2004,1250,448,63,3,7744
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7
SAL50441,6,0,22,21,29,17,11,0,0,105,8,17,16,34,33,19,13,0,0,128,195,122,507,816,712,440,168,17,0,2986
SAL50442,0,0,0,0,0,5,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,18,83,86,61,60,16,0,0,320
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,3,0,0,17
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,3,0,0,14
SAL50446,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,12,14,8,43,36,57,50,26,3,0,230
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,9,3,8,8,0,0,37
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,11
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,0,19
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,7,11,6,3,5,0,51
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,4,0,17
SAL50452,3,14,16,15,14,11,10,0,0,84,5,0,6,15,14,16,4,0,0,67,115,182,358,316,378,333,108,10,0,1792
SAL50453,5,24,27,32,20,12,7,0,0,126,8,15,82,42,30,9,8,3,0,196,118,402,1087,798,473,309,72,4,0,3271
SAL50454,3,4,3,6,3,4,0,0,0,25,0,0,0,5,3,3,8,0,0,22,15,17,65,84,86,87,28,4,0,388
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,20
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50457,7,16,26,16,31,16,7,0,0,124,7,15,20,28,43,28,12,3,0,142,247,309,585,735,971,797,241,36,0,3932
SAL50458,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,19,8,0,0,42
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,3,0,0,31
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,0,0,27
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8
SAL50464,3,25,71,38,26,19,9,0,0,194,7,37,120,81,42,42,11,4,0,334,126,674,2731,1628,1007,870,276,53,3,7359
SAL50465,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,8,13,17,28,21,9,3,0,115
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,7
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,8,16,37,14,0,0,81
SAL50468,9,21,63,38,42,17,10,0,0,198,0,17,55,57,38,24,10,0,0,210,219,602,1790,1424,1055,656,159,20,0,5935
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,8,0,6,0,12
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,16
SAL50471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,9,8,12,15,10,4,0,67
SAL50472,5,13,36,45,33,14,3,5,0,160,4,22,36,28,26,19,4,0,0,145,269,364,771,836,812,624,127,17,0,3810
SAL50473,0,16,26,12,18,10,3,0,0,91,0,0,20,23,26,11,0,0,0,84,87,137,414,423,334,287,68,9,0,1758
SAL50474,3,5,19,20,19,14,9,0,0,92,3,8,20,17,19,18,3,0,0,85,117,165,428,549,481,450,133,11,0,2328
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,5,3,0,0,30
SAL50476,0,14,41,18,9,4,0,0,0,87,0,10,26,16,13,0,0,0,0,77,77,183,645,437,295,132,37,0,0,1805
SAL50477,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,22,28,22,29,66,28,0,0,206
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,10,15,16,7,0,0,64
SAL50481,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,5,0,0,11,9,3,17,19,37,41,32,0,0,165
SAL50482,34,69,120,138,89,43,10,4,0,512,40,73,153,148,125,49,20,4,0,610,843,1098,2492,2967,2394,1309,254,18,5,11385
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,7,0,0,23
SAL50484,0,3,19,26,10,9,0,0,0,62,0,14,31,18,15,10,0,0,0,95,68,153,488,473,331,211,42,4,0,1780
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,3,0,0,0,22
SAL50486,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,7,15,15,23,34,20,0,0,113
SAL50487,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,6,19,19,19,9,0,0,77
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50491,4,4,21,8,14,9,3,0,0,74,5,11,14,11,11,9,10,0,0,62,95,132,295,303,322,381,117,12,0,1657
SAL50492,0,6,14,8,7,10,5,0,0,50,0,4,6,5,12,13,0,0,0,46,52,83,214,195,219,234,47,6,0,1062
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,9,5,0,0,24
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,0,0,13
SAL50497,7,3,20,13,20,13,3,0,0,76,4,16,42,25,17,21,4,4,0,135,118,180,612,542,469,412,129,19,5,2492
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,9,24,11,31,44,3,0,0,131
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,5,0,0,26
SAL50500,11,8,15,21,19,14,3,0,0,83,10,5,16,18,17,11,6,7,0,89,132,193,360,343,469,458,124,12,0,2098
SAL50501,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,3,4,0,11,14,30,32,9,7,0,115
SAL50502,0,0,20,23,19,13,3,0,0,78,0,14,23,16,17,10,11,0,0,95,95,190,465,495,371,320,103,6,0,2046
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4
SAL50508,0,0,4,8,3,3,0,0,0,21,0,0,7,0,4,5,0,0,0,9,11,37,148,103,101,95,34,5,0,524
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,8,18,16,12,29,20,5,0,0,112,15,14,18,25,31,26,9,3,0,144,336,331,455,874,1226,878,212,30,6,4337
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,28,20,25,36,17,3,0,137
SAL50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,11,8,14,5,3,0,43
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,3,0,0,0,16
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,68,55,43,42,6,0,0,232
SAL50517,0,0,10,5,0,0,0,0,0,22,0,0,10,9,8,12,3,0,0,40,32,40,89,83,107,105,26,3,0,484
SAL50518,16,35,77,64,52,43,10,0,0,289,9,39,73,63,54,47,13,0,3,306,300,579,1411,1458,1226,987,292,11,3,6276
SAL50519,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,16,4,49,158,158,152,130,22,0,0,682
SAL50520,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,13,28,48,50,37,21,3,0,206
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,49,34,60,21,8,0,0,191
SAL50522,4,14,39,26,26,22,0,0,0,142,9,15,62,45,49,41,8,5,0,232,160,483,1298,1047,948,844,270,42,6,5098
SAL50523,6,0,0,3,4,3,0,0,0,17,0,5,0,0,0,4,0,0,0,12,16,35,49,44,70,73,28,0,0,312
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7
SAL50525,0,0,6,0,4,0,0,0,0,13,0,0,6,8,8,0,0,0,0,22,15,18,35,46,75,63,8,3,0,272
SAL50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,4,0,0,19
SAL50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,15,12,4,0,0,57
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,24,0,12,68,91,108,62,7,0,0,345
SAL50529,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,185,190,72,35,6,0,0,0,514
SAL50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,4,15,4,0,0,39
SAL50531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,10,0,0,0,26
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,0,16
SAL50533,6,3,6,9,19,18,0,0,0,63,0,3,5,0,6,8,0,0,0,35,104,72,114,183,315,252,65,5,0,1100
SAL50534,4,9,8,7,19,14,8,0,0,68,0,4,15,10,9,14,11,0,0,63,89,99,207,262,383,354,108,8,0,1519
SAL50535,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,11,3,0,0,33
SAL50536,5,16,4,12,5,11,3,0,0,65,6,8,6,5,7,3,4,0,0,40,105,138,281,249,278,283,89,13,0,1442
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5
SAL50538,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,13,14,17,4,0,0,51
SAL50539,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,16,16,11,31,27,38,34,15,0,0,175
SAL50540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,16,10,0,0,0,70
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,7,3,4,15,17,20,3,0,0,77,0,12,6,11,16,20,4,0,0,63,105,108,123,221,424,314,93,28,5,1420
SAL50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,13,4,0,0,43
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14
SAL50545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,14,7,0,0,27
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,8,0,0,0,15,19,27,65,93,78,70,23,9,0,379
SAL50549,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,0,18
SAL50550,3,26,52,39,34,13,5,0,0,175,11,32,56,73,72,32,12,3,0,285,156,395,892,843,719,467,125,13,0,3618
SAL50551,0,3,5,3,4,4,3,0,0,24,4,0,0,5,10,0,0,0,0,17,47,44,85,90,119,97,29,5,0,509
SAL50552,0,4,10,9,15,11,0,0,0,64,0,14,5,12,16,10,6,0,0,57,101,94,159,256,355,296,79,11,0,1352
SAL50553,3,13,20,15,6,8,0,0,0,62,4,0,24,16,17,7,0,0,0,68,86,125,385,310,280,238,44,5,0,1468
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,0,0,0,18
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,14
SAL50556,0,0,10,10,3,0,0,0,0,37,0,3,34,23,7,5,4,0,0,84,28,157,630,475,148,71,33,0,0,1542
SAL50557,5,3,5,5,8,7,0,0,0,21,0,0,0,5,0,0,3,0,0,17,43,28,115,92,104,80,24,0,0,498
SAL50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,16,14,20,3,0,0,69
SAL50559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,9,5,9,3,4,0,52
SAL50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,3,3,0,0,0,18
SAL50561,6,10,4,0,8,4,3,0,0,37,0,4,6,4,5,7,7,0,0,30,53,77,61,82,116,178,53,9,0,622
SAL50562,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,12,27,12,49,62,84,62,13,0,0,298
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,15
SAL50564,0,0,0,0,0,0,0,0,0,8,0,5,8,3,0,0,0,0,0,14,3,20,53,51,35,41,30,3,0,242
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,5,0,0,0,16
SAL50566,5,9,38,26,23,12,0,0,0,112,16,14,30,35,25,13,4,0,0,141,223,314,671,663,535,291,55,5,0,2753
SAL50567,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,9,8,3,11,12,15,33,15,5,0,93
SAL50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,18
SAL50569,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,10,6,15,25,38,25,49,29,8,0,196
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12
SAL50571,5,7,5,11,18,15,6,0,0,61,4,8,12,7,19,9,8,0,0,63,93,100,160,305,417,345,129,25,0,1570
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,17
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,16,34,90,103,76,52,25,0,0,399,31,64,134,132,111,73,17,4,0,559,428,858,1780,1998,1666,1291,351,31,0,8401
SAL50575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,18,25,22,22,13,0,0,116
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,3,0,6,0,0,24
SAL50577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,16,20,15,6,7,0,69
SAL50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,5,12,11,18,4,0,0,66
SAL50579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19,37,14,5,0,91
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,7,4,0,0,31
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,7,3,3,0,34
SAL50582,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,9,5,13,25,31,32,38,4,0,0,146
SAL50583,14,14,33,15,22,27,5,0,0,134,10,21,34,28,26,26,5,0,0,150,210,335,622,602,725,668,147,13,0,3329
SAL50584,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,7,4,4,0,0,0,21
SAL50585,5,3,7,14,13,6,0,0,0,62,6,6,5,13,18,18,6,4,0,69,81,92,192,256,259,240,58,17,0,1199
SAL50586,0,0,4,6,0,0,0,0,0,5,0,0,5,3,5,4,0,0,0,13,8,6,18,31,43,38,5,0,0,165
SAL50587,6,19,44,51,44,25,26,4,0,219,13,4,40,44,41,34,9,3,0,190,303,323,900,1223,1101,695,275,32,0,4851
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SAL50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,6,3,15,3,0,0,36
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,17
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,7,29,19,5,10,3,0,0,85
SAL50594,0,0,5,5,5,5,7,0,0,30,3,0,4,0,9,0,0,0,0,20,64,67,140,184,237,188,55,11,0,953
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,13
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,0,0,21
SAL50598,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,7,13,9,0,0,0,37
SAL50599,5,5,14,18,24,9,5,0,0,86,3,8,5,27,31,21,0,5,0,105,177,170,317,689,714,393,112,17,0,2580
SAL50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,7,3,0,0,18
SAL50601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,3,6,3,0,0,31
SAL50602,0,0,8,3,0,4,0,0,0,9,0,0,4,8,6,4,3,0,0,28,5,34,123,100,96,89,19,0,0,474
