SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL50467,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,198,83,131,7,5,3,0,234,336,3,3,231,342,0,..,239,342
SAL50468,2910,7258,574,1171,117,247,691,1422,497,1005,274,470,64,92,0,0,0,0,831,1566,0,0,0,0,7,10,0,6,9,7,8,19,4447,10272,358,..,4809,10272
SAL50469,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,5,..,12,22
SAL50470,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,3,..,18,49
SAL50471,56,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,121,17,..,67,121
SAL50472,2998,7554,303,493,3,5,302,493,17,20,0,0,0,0,0,0,0,3,18,22,9,11,68,94,0,0,0,0,75,111,0,3,3400,8191,266,..,3662,8191
SAL50473,1260,3220,191,372,4,11,191,386,4,9,0,0,0,0,0,0,3,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,1462,3618,107,..,1572,3618
SAL50474,1683,4373,71,110,4,9,79,120,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,5,3,1762,4506,68,..,1831,4506
SAL50475,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,71,6,..,31,71
SAL50476,1279,3529,9,24,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1287,3567,91,..,1375,3567
SAL50477,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,637,0,0,3,5,0,0,317,640,16,29,341,691,4,..,346,691
SAL50478,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,..,9,21
SAL50479,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,..,6,11
SAL50480,55,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,135,3,..,53,135
SAL50481,145,334,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,339,20,..,163,339
SAL50482,7476,22095,630,1195,137,249,768,1445,26,53,101,180,0,0,0,0,4,3,133,238,0,0,0,0,3,3,0,0,3,3,7,14,8391,23795,509,..,8901,23795
SAL50483,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,10,21,0,0,26,53,0,..,27,53
SAL50484,1246,3095,141,319,14,26,149,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1402,3442,106,..,1510,3442
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50486,85,162,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,37,63,13,22,0,0,0,0,55,87,5,9,146,255,71,..,215,255
SAL50487,74,126,16,22,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,7,3,4,96,152,40,..,131,152
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50489,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SAL50490,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,..,4,3
SAL50491,2041,4280,392,552,105,173,498,729,0,0,47,82,0,0,0,0,0,0,47,82,0,0,0,0,0,0,0,0,0,0,0,3,2583,5098,278,..,2863,5098
SAL50492,637,1369,259,358,37,59,293,414,95,118,0,3,0,0,0,0,0,0,99,124,35,63,17,32,18,13,4,7,66,114,11,20,1105,2038,253,..,1351,2038
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50494,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,6,14,0,3,25,53,3,..,31,53
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50496,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,..,7,18
SAL50497,1013,2827,29,62,13,27,42,85,69,96,0,0,0,0,0,0,0,0,69,96,534,1133,45,104,13,27,11,42,596,1310,11,24,1738,4337,240,..,1980,4337
SAL50498,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,175,346,9,13,3,0,0,0,178,365,5,16,192,398,0,..,193,398
SAL50499,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,9,14,53,3,..,21,53
SAL50500,2267,4985,85,142,12,20,97,165,0,0,0,0,0,0,0,0,3,6,3,6,31,47,0,0,0,0,0,0,31,49,0,0,2396,5205,946,..,3340,5205
SAL50501,95,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,210,25,..,116,210
SAL50502,1460,3622,311,542,15,37,322,569,0,0,0,0,0,0,0,0,6,13,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1786,4203,145,..,1928,4203
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,9,8,6,13,0,..,6,13
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50507,4,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,..,6,17
SAL50508,341,965,54,85,9,13,60,101,0,0,0,0,0,0,0,0,0,0,0,0,101,191,0,0,12,18,0,5,105,214,18,27,532,1302,63,..,595,1302
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50510,2591,7840,35,82,39,102,80,183,5,7,132,247,86,147,0,0,6,7,228,408,0,0,0,0,0,0,0,0,0,0,0,4,2902,8431,185,..,3087,8431
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50512,118,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,9,0,0,121,239,51,..,165,239
SAL50513,29,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,76,0,..,33,76
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50515,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,3,..,16,32
SAL50516,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SAL50517,359,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,22,8,26,0,0,369,996,36,..,402,996
SAL50518,4673,11817,463,729,22,42,486,775,0,0,0,0,0,0,0,0,9,16,9,16,23,50,110,156,61,80,0,0,197,287,5,9,5366,12908,329,..,5695,12908
SAL50519,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,3,9,0,0,18,37,12,12,34,70,8,..,45,70
SAL50520,159,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,8,163,339,61,..,230,339
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,6,8,11,16,15,0,..,15,15
SAL50522,1679,4028,654,1200,731,1351,1387,2551,244,335,306,458,663,973,69,97,6,14,1282,1876,0,0,6,11,77,74,5,13,89,97,22,38,4461,8590,679,..,5137,8590
SAL50523,422,876,6,11,0,0,6,11,0,0,0,0,0,0,0,0,3,11,3,11,73,100,19,30,0,0,0,5,93,131,0,0,526,1030,51,..,580,1030
SAL50524,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,..,7,10
SAL50525,285,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,0,284,694,92,..,380,694
SAL50526,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,17,..,42,42
SAL50527,41,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,95,19,..,53,95
SAL50528,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,18,0,..,11,18
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50530,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,54,0,0,3,4,0,5,31,65,8,23,51,124,0,..,51,124
SAL50531,21,73,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,7,4,6,29,95,24,..,53,95
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,11,0,..,6,11
SAL50533,736,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,12,747,2072,50,..,786,2072
SAL50534,1358,3160,90,160,38,75,132,238,0,0,0,0,0,0,0,0,6,11,6,11,0,0,0,0,0,0,0,5,4,6,0,3,1499,3417,425,..,1922,3417
SAL50535,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,4,..,34,70
SAL50536,900,2014,355,564,111,187,471,754,72,99,0,0,4,7,0,0,0,0,75,105,0,8,0,0,46,45,3,11,55,63,11,12,1505,2943,244,..,1752,2943
SAL50537,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,..,6,15
SAL50538,31,83,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,25,53,0,6,9,20,0,0,35,74,0,0,63,159,21,..,90,159
SAL50539,140,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,143,361,23,..,163,361
SAL50540,54,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,61,273,3,..,63,273
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,..,5,6
SAL50542,955,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,0,0,0,0,3,8,0,0,5,10,3,14,967,2658,134,..,1101,2658
SAL50543,27,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,31,84,4,..,41,84
SAL50544,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,..,8,21
SAL50545,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,7,..,20,45
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50548,324,834,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,332,847,68,..,400,847
SAL50549,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,..,16,24
SAL50550,2614,7202,594,1129,193,399,790,1533,9,15,0,0,0,0,0,0,3,9,21,27,0,0,0,0,16,12,0,0,16,12,6,21,3440,8798,235,..,3676,8798
SAL50551,387,1033,3,26,0,4,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,397,1067,30,..,426,1067
SAL50552,996,2592,16,23,0,0,16,23,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,4,4,1016,2623,82,..,1098,2623
SAL50553,1084,2899,45,82,0,0,45,82,15,35,0,0,0,0,0,0,0,0,15,35,0,0,0,0,3,4,0,0,3,4,0,5,1144,3020,117,..,1257,3020
SAL50554,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48,0,..,16,48
SAL50555,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,..,8,25
SAL50556,87,211,97,159,337,765,430,927,424,889,123,256,0,0,136,248,0,0,684,1399,0,0,0,0,0,0,0,0,0,0,0,0,1202,2533,148,..,1353,2533
SAL50557,355,936,8,9,0,0,8,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,368,951,41,..,405,951
SAL50558,38,89,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,102,18,..,58,102
SAL50559,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,40,96,10,..,46,96
SAL50560,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,0,..,15,38
SAL50561,376,1075,101,143,26,38,125,185,0,0,0,0,0,0,0,0,6,26,6,26,0,0,0,0,0,0,0,0,0,0,0,4,511,1291,29,..,540,1291
SAL50562,168,441,0,0,0,3,0,0,13,33,0,0,0,0,0,0,0,0,18,38,0,0,0,0,0,0,0,0,0,0,0,0,191,483,125,..,311,483
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,0,0,0,3,0,0,28,55,15,29,42,81,0,..,42,81
SAL50564,219,543,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,546,70,..,290,546
SAL50565,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,17,24,13,..,27,24
SAL50566,1952,5316,37,73,7,13,44,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,64,2020,5465,196,..,2222,5465
SAL50567,126,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,234,53,..,178,234
SAL50568,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,6,..,20,28
SAL50569,220,438,29,41,0,0,28,46,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,11,10,0,0,253,492,44,..,299,492
SAL50570,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,0,..,7,19
SAL50571,1229,3189,33,49,0,0,33,49,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,4,1274,3246,81,..,1357,3246
SAL50572,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,5,..,14,33
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50574,6689,17600,1219,2191,103,201,1324,2392,250,453,0,0,0,0,0,0,9,22,259,474,3,4,0,0,21,18,10,19,37,40,6,10,8318,20512,618,..,8936,20512
SAL50575,78,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,4,0,4,0,0,14,20,0,0,90,213,136,..,227,213
SAL50576,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,9,11,0,0,15,34,4,..,23,34
SAL50577,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,115,13,..,61,115
SAL50578,68,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,143,11,..,79,143
SAL50579,150,267,7,13,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,13,16,0,0,168,292,204,..,370,292
SAL50580,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,56,8,..,31,56
SAL50581,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,3,..,22,56
SAL50582,175,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,352,33,..,206,352
SAL50583,3268,7981,846,1265,69,118,917,1379,11,19,0,0,0,0,0,0,15,20,26,36,0,0,0,0,8,4,0,0,8,4,4,6,4211,9410,418,..,4628,9410
SAL50584,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,3,..,20,42
SAL50585,928,2362,59,90,0,0,59,90,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,991,2457,79,..,1068,2457
SAL50586,129,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,129,350,19,..,149,350
SAL50587,3473,9026,271,534,8,14,278,550,0,0,0,0,0,0,0,0,4,9,4,9,0,0,0,0,4,3,0,0,4,3,0,0,3761,9587,189,..,3948,9587
SAL50588,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,5,..,13,17
SAL50589,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,0,0,0,0,0,0,20,43,0,0,40,77,42,..,83,77
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,0,0,3,5,78,..,77,5
SAL50591,36,135,9,14,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,151,0,..,48,151
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50593,77,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,73,153,357,..,434,153
SAL50594,595,1457,87,124,9,14,102,141,3,11,17,32,0,0,0,0,0,0,26,39,0,0,0,0,0,0,9,19,13,24,0,0,728,1659,72,..,797,1659
SAL50595,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,..,11,5
SAL50596,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,23,8,..,18,23
SAL50597,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,0,..,18,43
SAL50598,37,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,35,81,11,..,48,81
SAL50599,1562,4485,112,213,51,93,160,315,60,75,0,0,0,0,0,0,0,0,59,77,72,139,28,55,16,33,0,0,113,229,0,5,1895,5101,75,..,1970,5101
SAL50600,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,3,..,26,53
SAL50601,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51,0,..,22,51
SAL50602,395,1259,57,123,20,16,71,137,10,27,0,0,0,0,0,0,0,0,10,27,94,189,0,0,8,14,5,15,107,216,19,25,600,1661,106,..,709,1661
SAL50603,4901,12482,336,511,135,245,470,754,12,22,3,9,59,110,26,48,0,3,109,180,0,0,0,0,6,12,0,0,6,12,0,0,5486,13433,1218,..,6701,13433
SAL50604,105,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,105,263,12,..,119,263
SAL50605,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,25,0,0,0,0,9,25,0,5,28,65,27,..,52,65
SAL50606,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,3,4,0,0,0,0,33,69,11,7,46,87,0,..,45,87
SAL50607,1833,4686,183,386,6,16,192,398,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,3,0,0,0,3,0,0,2028,5091,109,..,2139,5091
SAL50608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,8,5,12,0,..,5,12
SAL50609,3410,7986,1026,1792,260,529,1296,2323,140,191,142,203,40,61,0,0,20,43,340,492,0,0,0,0,10,16,0,0,10,16,6,0,5054,10816,448,..,5507,10816
SAL50610,2035,6020,196,424,160,337,351,762,12,23,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,2404,6809,118,..,2519,6809
SAL50611,759,2083,117,215,21,47,143,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,897,2349,119,..,1018,2349
SAL50612,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,37,86,3,..,38,86
SAL50613,3597,11330,52,135,0,6,51,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3654,11479,140,..,3794,11479
SAL50614,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,..,21,41
SAL50615,1267,3093,84,151,9,29,93,178,0,5,0,0,0,0,0,0,0,0,0,5,31,38,0,0,4,0,4,5,39,51,4,8,1398,3334,147,..,1549,3334
SAL50616,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,0,..,15,37
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50618,74,153,107,280,3,5,109,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,442,38,..,226,442
SAL50619,782,2374,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,784,2380,42,..,830,2380
SAL50620,357,830,10,23,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,21,38,13,13,0,5,0,0,32,56,10,14,414,926,42,..,456,926
SAL50621,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,83,9,..,46,83
SAL50622,2516,6332,189,352,27,40,220,388,0,0,0,0,0,0,0,0,3,9,3,9,0,0,0,0,19,19,0,0,19,19,0,0,2767,6752,169,..,2934,6752
SAL50623,1439,3813,81,124,4,4,86,131,0,7,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,4,1525,3956,104,..,1635,3956
SAL50624,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,17,0,0,19,25,0,0,39,56,0,..,39,56
