SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL50001,5,0,5,5,0,5,4,0,4,6,0,7,6,0,6,0,0,0,26,4,25
SAL50002,13,86,103,159,30,195,53,3,60,93,5,98,32,0,35,7,3,8,361,126,490
SAL50003,0,6,6,9,3,7,4,0,4,4,0,4,6,0,6,0,0,0,15,16,34
SAL50004,0,0,0,3,0,3,0,0,0,4,0,4,4,0,4,0,0,0,9,0,13
SAL50005,0,13,13,4,8,10,4,0,0,0,0,0,3,0,3,0,0,3,7,25,26
SAL50006,18,255,274,211,37,245,65,9,72,39,4,41,8,0,8,10,0,8,346,303,654
SAL50007,0,7,7,5,0,7,0,0,0,3,0,3,0,0,0,0,0,0,10,3,15
SAL50008,33,486,517,799,65,861,478,13,491,453,11,465,230,3,236,134,3,133,2122,581,2701
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
SAL50010,17,252,272,336,35,366,155,13,166,199,0,204,66,3,71,17,0,21,792,302,1097
SAL50011,115,673,785,929,85,1016,750,23,774,682,19,698,244,9,251,93,0,94,2816,817,3629
SAL50012,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9
SAL50013,0,51,51,77,10,86,31,0,30,30,0,28,14,0,14,4,0,4,157,60,227
SAL50014,0,12,12,17,5,29,4,0,7,3,0,6,0,0,3,0,0,0,34,22,54
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL50016,4,21,25,56,5,57,24,3,27,35,0,37,21,0,19,4,0,4,148,32,175
SAL50017,0,7,14,11,4,13,7,4,5,4,0,4,3,0,3,0,0,0,14,18,35
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50019,0,21,22,27,3,35,12,3,17,13,0,13,9,0,9,5,0,5,76,28,99
SAL50020,0,6,6,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,12,3,20
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,55,710,763,942,100,1040,392,37,429,424,16,441,155,5,161,57,0,60,2028,864,2887
SAL50023,3,3,4,8,0,8,5,3,7,0,0,0,0,0,0,0,0,0,19,3,21
SAL50024,31,342,374,508,50,556,289,23,309,315,11,326,110,6,121,32,0,32,1290,428,1717
SAL50025,8,23,36,91,5,97,23,0,26,35,0,33,12,0,12,10,0,6,176,37,216
SAL50026,104,2190,2302,1525,334,1860,686,98,777,469,42,515,227,26,251,180,25,200,3189,2713,5902
SAL50027,0,6,6,4,0,6,3,0,3,0,0,3,5,0,5,0,0,0,10,10,22
SAL50028,0,6,6,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16
SAL50029,0,4,11,10,5,16,0,0,0,0,0,5,0,0,0,0,0,0,18,7,28
SAL50030,0,9,10,11,7,15,6,0,6,6,0,6,0,0,0,0,0,0,20,8,28
SAL50031,30,338,371,438,85,522,164,16,188,117,14,125,47,4,51,20,0,20,811,454,1271
SAL50032,28,353,387,329,23,350,171,6,178,167,3,168,58,3,57,25,0,30,777,393,1168
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,13,169,188,150,31,187,79,12,96,73,4,75,17,3,22,12,7,20,351,232,585
SAL50035,48,535,579,724,68,791,361,14,375,432,10,442,184,3,189,57,0,57,1803,632,2438
SAL50036,83,438,522,736,66,802,586,23,607,751,16,766,281,7,290,89,0,93,2533,554,3088
SAL50037,46,265,317,454,52,506,425,14,437,605,11,617,200,0,203,64,0,64,1805,342,2142
SAL50038,11,261,274,273,67,344,65,4,72,27,5,36,11,4,16,5,0,5,394,346,740
SAL50039,158,1208,1362,1833,177,2004,881,48,929,973,35,1010,354,20,370,188,5,192,4383,1493,5870
SAL50040,141,757,902,1251,147,1394,914,41,954,970,17,989,351,6,360,198,8,205,3822,975,4801
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50043,0,0,7,7,9,14,0,0,3,5,0,5,0,0,0,0,0,0,11,12,23
SAL50044,0,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10
SAL50045,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14
SAL50046,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SAL50048,3,12,14,19,5,23,3,4,7,3,0,9,4,0,3,0,0,0,36,25,58
SAL50049,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7
SAL50050,0,0,0,8,0,10,6,0,7,4,0,4,0,0,0,0,0,0,15,7,20
SAL50051,16,85,101,169,23,185,56,3,60,65,3,74,22,5,30,22,0,20,346,126,474
SAL50052,0,12,14,17,4,21,11,0,13,3,0,3,4,0,4,0,0,0,39,20,55
SAL50053,77,1648,1728,1313,211,1529,653,56,708,532,36,562,169,15,183,72,3,77,2817,1970,4783
SAL50054,401,2133,2533,3343,384,3726,2273,137,2407,2464,100,2563,1052,35,1086,505,19,528,10039,2806,12845
SAL50055,92,1818,1908,1304,355,1658,818,142,968,602,77,678,282,35,325,166,22,189,3270,2449,5715
SAL50056,6,99,102,103,20,122,17,0,18,16,0,14,14,0,14,0,0,3,154,119,271
SAL50057,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11
SAL50058,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
SAL50059,5,14,17,9,0,15,4,0,4,3,0,3,0,0,0,0,0,0,23,17,45
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50061,106,1116,1219,1769,187,1952,1127,54,1182,1110,35,1148,487,24,513,332,11,338,4930,1423,6349
SAL50062,0,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13
SAL50063,0,24,25,14,0,17,3,0,3,0,0,0,0,0,0,0,0,0,14,24,36
SAL50064,4,0,4,13,5,19,0,0,0,0,0,0,0,0,3,0,0,0,17,12,25
SAL50065,0,3,7,11,0,14,0,0,0,4,0,4,0,0,4,0,0,0,18,8,27
SAL50066,11,23,29,48,9,59,12,0,12,20,0,22,12,0,9,4,0,4,104,39,140
SAL50067,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
SAL50068,12,57,65,151,10,161,85,4,90,73,3,76,34,5,40,27,5,28,382,78,455
SAL50069,101,654,755,895,110,1007,780,24,811,744,23,769,308,12,313,190,4,192,3013,828,3851
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,3,8,7,0,8,7,0,7,3,0,3,0,0,0,0,0,0,22,10,26
SAL50072,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SAL50073,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6
SAL50074,0,0,0,3,5,4,0,0,0,3,0,3,0,0,0,0,0,0,8,10,18
SAL50075,6,54,56,103,11,114,42,5,45,47,0,56,28,0,28,16,0,16,242,69,309
SAL50076,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7
SAL50077,3,18,21,49,10,51,12,0,9,20,0,20,4,0,4,4,0,4,93,22,114
SAL50078,93,1434,1528,1293,183,1478,656,55,709,593,25,618,170,11,179,55,6,67,2869,1721,4586
SAL50079,17,211,230,391,33,428,219,12,230,253,8,257,110,4,116,38,3,42,1036,266,1299
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,43,313,358,265,197,465,198,57,261,283,45,331,151,18,172,78,13,90,1019,648,1666
SAL50082,27,289,314,457,44,497,182,15,199,163,0,166,64,4,65,34,0,40,926,349,1277
SAL50083,146,1782,1930,1830,283,2108,983,65,1052,866,28,899,225,13,240,67,5,75,4121,2181,6298
SAL50084,14,296,312,173,40,217,71,10,87,46,7,48,15,0,14,8,4,15,330,359,686
SAL50085,0,18,18,25,5,30,4,0,7,4,0,4,0,0,0,0,0,0,34,22,56
SAL50086,53,602,649,658,98,757,299,28,327,286,12,299,98,7,109,39,0,39,1429,742,2171
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,3,3,4,0,4,7,0,4,0,0,4,4,0,4,0,0,0,16,7,26
SAL50089,0,3,3,3,0,3,9,0,9,3,0,3,0,0,0,0,0,0,11,3,17
SAL50090,47,821,867,866,159,1021,541,61,603,465,40,504,220,15,232,149,10,152,2283,1109,3386
SAL50091,53,542,589,648,80,731,383,29,414,369,14,386,109,6,116,29,6,39,1595,675,2263
SAL50092,23,85,111,337,18,358,171,0,173,171,4,180,95,3,98,61,0,59,860,110,970
SAL50093,67,804,867,903,120,1017,537,48,578,483,33,511,212,15,227,156,3,160,2354,1019,3370
SAL50094,0,13,11,12,0,12,8,0,8,7,0,7,5,0,5,0,0,0,36,15,46
SAL50095,0,5,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11
SAL50096,0,0,0,4,0,3,0,3,6,0,0,0,0,0,0,0,0,0,7,8,20
SAL50097,0,12,10,20,0,16,5,0,6,7,0,7,4,0,4,0,0,0,30,10,45
SAL50098,74,515,589,813,93,907,536,20,555,608,23,631,243,4,247,86,3,89,2358,662,3015
SAL50099,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SAL50100,0,5,5,8,0,17,0,0,4,3,0,6,0,0,0,5,0,5,27,12,39
SAL50101,4,11,10,27,0,29,10,0,9,3,0,6,4,0,8,0,0,0,45,15,62
SAL50102,53,365,416,489,44,535,284,13,294,224,9,227,84,0,88,29,3,35,1161,431,1596
SAL50103,0,14,14,29,0,28,21,0,21,15,0,15,4,0,4,8,0,8,78,16,93
SAL50104,15,230,249,197,47,243,79,3,82,61,9,70,19,0,20,15,0,15,392,287,681
SAL50105,70,1029,1090,751,195,949,416,70,487,277,39,318,116,18,132,63,0,63,1689,1349,3040
SAL50106,0,42,44,28,5,28,7,0,6,3,0,3,3,5,3,0,0,0,47,48,96
SAL50107,0,15,19,17,5,22,13,0,13,11,0,11,3,0,3,0,0,0,44,15,63
SAL50108,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SAL50109,0,14,16,17,4,17,9,0,14,9,0,9,4,0,5,0,0,0,38,21,57
SAL50110,31,215,249,342,42,380,322,17,345,389,14,401,193,5,198,176,0,180,1452,294,1746
SAL50111,43,1378,1425,623,239,858,336,168,511,274,121,392,107,61,174,91,42,133,1476,2014,3492
SAL50112,19,241,257,217,41,256,67,15,80,55,3,60,16,0,15,9,0,9,377,292,676
SAL50113,0,0,0,6,0,10,0,0,0,3,0,3,0,0,0,0,0,0,14,4,15
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,51,355,403,408,54,460,369,27,396,421,13,436,205,9,215,109,5,113,1569,457,2017
SAL50116,13,179,192,169,33,200,47,6,53,30,9,34,12,3,21,9,3,14,286,227,513
SAL50117,56,541,594,727,63,795,367,22,390,343,11,352,118,0,118,50,4,58,1662,643,2307
SAL50118,8,34,37,88,4,88,37,0,41,46,0,46,24,0,24,10,0,10,206,33,241
SAL50119,57,874,934,843,100,944,372,16,386,390,4,392,139,4,142,41,0,41,1839,1000,2842
SAL50120,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9
SAL50121,3,55,56,38,4,38,3,0,3,7,0,10,4,0,4,0,0,0,55,55,114
SAL50122,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
SAL50123,19,127,146,111,49,160,84,19,101,97,19,115,44,4,49,23,0,25,370,225,594
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,6,0,5,4,0,7,4,0,4,3,0,3,0,0,0,0,0,0,17,4,22
SAL50126,14,123,136,186,22,203,58,10,71,37,5,39,24,0,25,11,0,11,329,155,482
SAL50127,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,18,150,165,197,22,215,50,3,55,62,0,66,35,3,31,0,0,3,361,177,537
SAL50130,0,3,3,12,3,10,4,0,4,0,0,0,0,0,0,0,0,0,16,12,22
SAL50131,0,7,7,14,3,14,7,0,7,0,0,6,0,0,0,0,0,0,24,10,34
SAL50132,7,212,221,197,30,223,60,3,69,44,5,47,13,0,12,11,6,17,336,247,587
SAL50133,3,15,14,15,4,17,0,0,0,7,0,5,0,0,0,0,0,0,27,18,42
SAL50134,0,9,9,11,0,12,0,0,0,3,0,3,0,0,0,0,0,0,11,9,16
SAL50135,0,0,6,6,0,6,6,0,6,5,0,5,0,0,0,0,0,0,10,0,17
SAL50136,0,8,8,4,3,9,5,0,5,0,0,0,0,0,0,0,0,0,7,9,17
SAL50137,18,128,145,131,20,150,59,13,70,53,3,54,27,0,26,9,0,9,290,171,463
SAL50138,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15
SAL50139,0,3,3,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,14,3,18
SAL50140,5,21,26,19,3,22,12,0,12,0,0,0,0,0,0,0,0,0,33,24,55
SAL50141,0,3,3,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,9,3,18
SAL50142,0,12,14,34,10,45,10,4,11,10,0,10,3,0,3,3,0,3,57,32,84
SAL50143,7,22,25,12,3,18,6,3,6,8,4,17,3,0,3,0,0,5,37,34,72
SAL50144,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SAL50145,0,13,13,17,3,18,7,0,7,12,0,12,3,0,3,0,0,0,43,14,56
SAL50146,0,3,3,0,4,6,0,0,4,3,0,3,0,0,0,0,0,0,4,5,11
SAL50147,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50148,42,569,616,607,64,672,317,17,332,353,14,364,145,8,152,44,0,44,1514,667,2180
SAL50149,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,27,27,22,8,28,3,0,3,3,0,3,4,0,4,0,0,0,37,36,68
SAL50152,0,3,8,4,0,10,0,0,0,3,0,3,0,0,0,0,0,3,11,7,21
SAL50153,0,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17
SAL50154,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SAL50155,0,4,4,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,14,4,20
SAL50156,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,11,3,7
SAL50157,0,16,16,16,0,19,8,0,8,5,0,5,0,0,0,0,0,3,33,20,49
SAL50158,0,12,13,5,0,6,5,0,5,5,0,4,0,0,0,0,0,0,16,13,31
SAL50159,37,648,690,442,220,663,214,56,269,199,50,252,101,22,123,63,10,74,1062,1006,2066
SAL50160,0,5,5,10,0,10,3,0,3,0,0,0,4,0,4,0,0,0,14,9,26
SAL50161,14,115,132,173,4,176,44,4,43,37,0,37,9,0,9,11,0,11,279,126,406
SAL50162,5,9,18,54,7,61,28,0,32,31,0,37,11,0,11,5,0,5,140,21,155
SAL50163,0,11,11,9,0,8,0,0,0,0,0,0,4,0,4,0,0,0,18,12,30
SAL50164,0,5,5,7,3,10,5,0,7,4,0,4,0,0,0,0,0,0,21,8,30
SAL50165,7,12,18,22,3,28,0,0,0,3,0,3,3,0,3,0,0,0,34,20,52
SAL50166,0,6,6,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,6,6,12
SAL50167,0,3,3,8,0,13,5,0,5,3,0,3,4,0,4,0,0,0,26,5,30
SAL50168,4,62,59,89,5,94,41,0,39,34,0,35,18,0,18,5,0,5,188,73,260
SAL50169,14,100,111,174,26,199,71,7,81,56,5,62,39,4,39,10,0,10,365,134,497
SAL50170,0,4,6,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,8,12
SAL50171,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14
SAL50172,8,120,133,146,31,179,38,5,46,36,9,39,9,0,13,6,0,8,245,167,411
SAL50173,70,454,523,690,89,781,601,25,622,584,11,592,224,5,234,148,3,150,2315,589,2908
SAL50174,3,9,10,10,5,18,0,6,6,5,0,9,0,0,0,0,3,5,25,21,47
SAL50175,0,5,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18
SAL50176,0,5,5,5,0,5,3,0,3,0,0,3,0,0,0,0,0,0,11,4,12
SAL50177,7,64,73,69,20,90,10,0,14,12,3,18,5,0,8,4,0,7,109,91,200
SAL50178,9,275,287,214,26,240,127,19,142,139,4,148,42,0,45,15,0,18,553,323,878
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,36,415,459,495,74,572,143,16,152,116,9,120,55,7,58,24,0,23,865,519,1380
SAL50181,16,26,42,108,8,120,43,0,43,76,0,76,30,0,30,19,0,19,289,39,327
SAL50182,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12
SAL50183,54,456,507,606,96,697,189,13,204,191,15,198,63,8,65,19,0,19,1116,581,1704
SAL50184,10,14,23,63,6,70,43,5,46,54,0,54,24,0,24,20,0,20,208,20,225
SAL50185,6,150,164,107,27,136,45,15,59,37,16,59,13,3,17,8,5,7,215,226,439
SAL50186,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11
SAL50187,15,214,222,247,42,279,183,16,197,149,10,158,86,0,89,66,9,74,741,289,1026
SAL50188,0,24,24,33,4,37,3,0,9,17,0,17,3,0,9,9,0,9,66,28,94
SAL50189,6,97,105,105,12,113,24,7,30,25,7,32,7,0,11,8,0,8,177,126,299
SAL50190,33,452,485,248,268,515,166,84,246,127,58,190,79,22,99,70,6,78,723,892,1613
SAL50191,0,8,8,18,0,17,5,0,5,6,0,6,3,0,3,0,0,0,33,15,42
SAL50192,3,30,31,40,8,40,9,0,7,11,0,10,6,0,8,0,0,0,58,40,98
SAL50193,5,14,17,18,3,24,12,0,13,4,3,10,7,0,7,0,0,0,45,21,62
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,19,19,18,60,78,7,0,7,6,0,8,0,0,3,0,0,0,38,80,121
SAL50196,6,100,105,92,21,108,28,0,28,29,0,30,19,4,22,7,0,7,172,124,291
SAL50197,15,116,131,160,27,186,59,6,64,58,0,59,30,7,29,11,0,9,328,155,474
SAL50198,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
SAL50199,0,5,3,9,0,8,3,0,3,0,0,0,0,0,0,0,0,0,8,6,21
SAL50200,38,297,325,228,100,323,135,34,168,158,41,196,67,3,72,27,3,33,644,477,1126
SAL50201,48,651,700,847,68,918,467,24,488,523,8,529,207,7,207,85,0,85,2177,754,2931
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,15,0,15,8,0,8,3,0,3,0,0,0,0,0,0,28,0,26
SAL50204,0,21,19,23,8,40,6,0,14,5,0,5,3,0,3,0,0,0,50,32,84
SAL50205,0,13,20,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,16,20
SAL50206,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50207,65,341,405,618,71,699,309,25,333,292,16,313,130,4,136,78,4,78,1495,468,1961
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50209,0,0,0,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,13,0,13
SAL50210,38,758,798,570,132,699,173,23,197,135,10,138,44,7,46,9,0,12,963,930,1883
SAL50211,0,4,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,4,6
SAL50212,0,5,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14
SAL50213,0,5,5,5,0,5,0,0,0,0,0,0,7,0,3,0,0,0,12,5,20
SAL50214,0,3,5,3,3,10,6,0,6,0,0,0,0,0,0,0,0,0,12,7,21
SAL50215,0,0,5,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,6,0,13
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,13,51,69,82,8,90,39,4,42,57,0,57,17,0,17,8,0,8,227,65,292
SAL50218,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SAL50219,0,10,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,22,84,109,398,14,409,252,0,252,340,0,339,110,0,112,53,0,53,1177,97,1278
SAL50222,0,20,19,31,11,42,20,0,21,17,3,16,8,0,8,4,0,9,83,35,115
SAL50223,0,10,10,12,4,13,4,0,3,8,0,9,0,0,0,0,0,0,27,11,36
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6
SAL50225,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50226,30,503,532,466,88,548,162,26,188,67,8,79,7,5,14,6,3,6,748,628,1373
SAL50227,14,41,47,106,6,113,48,0,54,29,0,29,11,0,11,4,0,4,212,48,265
SAL50228,23,417,440,304,58,358,67,14,82,51,4,57,18,4,22,6,0,7,467,499,964
SAL50229,118,1022,1141,1199,164,1359,873,39,915,776,27,805,370,4,373,195,8,204,3537,1263,4796
SAL50230,143,927,1068,1518,175,1690,1173,43,1210,1242,25,1262,544,13,558,330,12,343,4945,1191,6142
SAL50231,71,519,591,425,811,1237,273,102,373,255,83,338,152,39,190,107,22,129,1278,1568,2853
SAL50232,0,0,0,13,0,10,0,0,0,0,0,0,3,0,3,0,0,0,17,3,17
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50234,4,31,32,21,0,24,11,0,8,10,0,10,6,0,6,5,0,5,49,36,82
SAL50235,10,372,384,224,44,270,97,7,107,63,7,69,32,0,32,22,3,24,438,431,876
SAL50236,0,4,4,11,0,14,5,0,5,0,0,0,0,0,0,0,0,0,17,7,23
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50238,3,37,36,30,14,41,21,0,21,21,0,21,14,0,17,23,0,27,104,47,154
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL50240,25,461,485,452,72,523,286,22,310,190,10,209,81,11,88,84,5,88,1129,577,1708
SAL50241,0,0,0,3,0,12,0,0,0,0,0,0,3,0,3,0,0,0,11,0,14
SAL50242,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7
SAL50243,0,0,0,6,5,16,3,0,3,0,0,0,0,0,0,3,0,3,15,9,25
SAL50244,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7
SAL50245,184,1243,1430,2763,202,2965,2081,86,2161,2467,51,2517,976,28,1004,553,13,563,9022,1624,10643
SAL50246,57,781,838,659,190,845,414,107,518,300,40,341,119,18,139,80,10,91,1623,1144,2772
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,5,100,108,90,15,109,22,0,28,20,0,20,0,0,0,5,0,5,150,117,271
SAL50249,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
SAL50250,0,8,8,0,97,102,0,3,3,0,12,12,0,0,0,0,0,0,0,123,123
SAL50251,37,230,268,326,60,393,166,12,172,99,5,106,62,0,58,23,3,27,720,310,1022
SAL50252,0,6,10,22,0,21,6,0,4,4,0,4,3,0,3,0,0,0,39,15,54
SAL50253,0,5,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
SAL50254,0,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SAL50255,4,20,22,39,4,41,18,0,18,28,0,33,15,0,14,11,0,10,113,29,143
SAL50256,5,4,6,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,4,7,8,16,4,18,8,0,8,3,0,3,0,0,0,0,0,0,34,15,52
SAL50259,0,10,11,15,4,20,8,0,12,7,0,7,0,0,0,0,0,0,31,18,48
SAL50260,10,34,39,125,5,131,57,0,55,79,0,82,32,0,33,28,0,28,324,43,366
SAL50261,55,933,987,642,165,808,243,42,282,186,20,207,58,10,72,40,7,48,1223,1177,2404
SAL50262,28,369,395,852,39,889,380,3,383,566,5,574,189,3,186,59,0,61,2064,425,2491
SAL50263,60,1008,1070,748,198,951,423,84,511,294,25,317,86,6,93,34,4,33,1635,1333,2968
SAL50264,0,8,8,13,0,16,4,4,6,0,0,0,3,0,3,0,0,0,27,14,40
SAL50265,0,26,28,84,6,88,35,0,35,41,0,41,20,0,20,14,0,14,197,27,223
SAL50266,0,76,81,60,12,71,14,5,20,17,0,20,3,0,3,3,0,8,96,103,198
SAL50267,0,57,60,22,93,112,7,3,11,10,9,11,3,0,6,0,0,0,39,164,198
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,79,248,326,613,47,660,475,12,488,557,7,570,189,3,194,93,6,99,2008,320,2330
SAL50270,0,6,6,7,0,8,0,0,3,0,0,0,0,0,0,0,0,0,13,4,18
SAL50271,0,3,3,4,0,4,3,0,3,5,0,5,5,0,5,0,0,0,20,3,19
SAL50272,0,6,6,7,0,7,6,0,6,10,4,12,0,0,0,0,0,0,25,13,37
SAL50273,41,427,467,464,99,567,174,27,204,184,16,202,90,13,109,36,3,42,993,585,1578
SAL50274,3,33,34,90,9,96,34,3,43,50,10,54,21,0,18,14,0,14,207,52,266
SAL50275,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6
SAL50276,3,21,22,24,3,30,7,0,7,8,0,8,6,0,6,5,0,5,50,20,73
