SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL51518,6,35,43,56,23,79,11,10,15,8,0,12,9,0,12,7,0,4,95,71,162
SAL51519,45,218,262,441,35,475,321,15,339,304,0,305,94,4,95,37,0,44,1249,271,1518
SAL51520,0,8,8,10,0,8,3,0,3,4,0,4,0,0,0,0,0,0,16,10,21
SAL51521,53,222,279,417,52,468,245,14,257,248,14,263,127,6,130,71,4,71,1149,312,1465
SAL51522,5,15,12,26,4,30,5,4,9,0,0,0,0,0,0,3,0,7,38,18,55
SAL51523,0,10,7,8,0,4,0,0,0,4,0,4,0,0,0,0,0,0,8,8,19
SAL51524,0,12,12,14,4,13,4,0,4,8,0,8,0,0,0,5,0,5,32,14,47
SAL51525,62,321,386,631,51,682,208,9,218,218,0,217,81,0,82,26,0,28,1220,389,1612
SAL51526,130,1206,1332,1357,159,1524,732,47,778,663,21,689,246,7,251,112,9,119,3247,1453,4696
SAL51527,0,0,3,8,0,8,6,0,3,0,0,0,0,0,0,0,0,0,18,3,20
SAL51528,0,17,17,4,8,13,4,0,0,8,0,8,3,0,3,13,0,13,30,22,53
SAL51529,0,13,13,22,4,29,6,0,6,4,0,4,3,0,3,0,0,0,42,8,53
SAL51530,0,56,55,20,7,26,15,0,21,14,0,15,18,0,18,28,0,28,99,63,161
SAL51531,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SAL51532,0,6,3,3,0,4,4,0,4,4,0,4,0,0,0,0,0,0,13,8,22
SAL51533,0,40,40,6,11,16,12,0,15,3,0,3,11,0,11,38,0,38,70,57,125
SAL51534,107,925,1031,1223,154,1380,646,38,681,572,30,602,218,8,233,144,9,154,2917,1163,4082
SAL51535,0,3,8,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,17,3,19
SAL51536,27,328,353,397,41,438,132,8,140,120,9,129,59,0,59,31,0,33,765,394,1157
SAL51537,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SAL51538,0,4,4,10,5,16,3,0,3,4,0,3,0,0,0,0,0,0,18,13,33
SAL51539,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,5,6
SAL51540,6,39,47,84,10,93,40,0,40,56,0,53,20,0,20,12,0,12,221,51,271
SAL51541,30,358,382,517,50,562,254,13,269,205,6,213,67,0,71,36,0,38,1111,427,1537
SAL51542,0,27,27,14,35,49,6,4,7,0,6,3,0,3,3,3,0,3,17,71,94
SAL51543,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,10,0,10
SAL51544,13,116,134,278,36,308,154,13,167,144,9,150,52,7,65,23,7,35,667,189,856
SAL51545,0,23,24,17,4,20,8,0,4,5,0,5,4,0,4,0,0,0,38,29,65
SAL51546,6,132,142,215,24,240,71,0,69,72,0,72,33,0,33,3,0,4,400,161,565
SAL51547,0,21,20,14,0,16,6,0,6,5,0,5,3,0,7,5,0,5,31,19,51
SAL51548,0,4,4,8,0,7,3,0,3,0,0,0,4,0,4,3,0,3,15,5,17
SAL51549,49,215,260,424,48,471,339,20,360,518,18,537,224,7,232,109,6,117,1663,308,1972
SAL51550,4,47,52,57,9,67,17,0,19,17,0,17,8,0,12,8,0,8,117,61,178
SAL51551,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,7,4,10
SAL51552,0,16,16,13,0,15,12,3,12,4,0,4,5,0,5,3,0,3,35,16,58
SAL51553,0,5,5,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15
SAL51554,0,4,6,7,3,9,3,0,7,0,0,0,6,0,6,0,0,0,23,7,29
SAL51555,0,29,29,5,7,14,6,7,17,0,0,0,0,0,4,0,5,5,17,51,66
SAL51556,0,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8
SAL51557,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51558,129,761,887,1155,176,1329,927,42,971,896,27,924,412,11,425,205,15,215,3720,1031,4751
SAL51559,0,4,4,0,0,6,4,0,4,0,0,0,0,0,0,0,0,0,7,9,16
SAL51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51561,0,6,4,22,3,28,10,0,10,3,0,7,3,0,3,3,0,3,42,10,59
SAL51562,0,9,9,13,0,14,4,0,3,5,0,3,0,0,0,0,0,0,16,10,27
SAL51563,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18
SAL51564,85,1562,1644,1308,194,1507,597,42,638,773,18,790,281,11,286,52,0,56,3097,1822,4925
SAL51565,38,472,510,690,71,759,369,17,388,543,10,556,145,0,148,32,3,39,1820,571,2391
SAL51566,0,0,0,3,0,4,3,0,3,3,0,3,0,0,0,0,0,0,13,0,13
SAL51567,12,123,139,187,22,208,88,9,95,73,6,78,25,0,27,12,0,14,400,159,560
SAL51568,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SAL51569,77,1229,1306,1223,189,1416,429,24,453,389,17,403,148,11,157,88,0,95,2347,1480,3824
SAL51570,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL51571,0,0,0,6,0,8,0,0,0,4,0,4,0,0,0,0,0,0,9,4,9
SAL51572,0,14,9,27,3,29,10,0,8,10,0,9,3,0,3,4,0,4,48,19,65
SAL51573,6,168,173,81,72,161,19,11,29,5,0,7,0,6,4,4,0,4,116,259,374
SAL51574,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8
SAL51575,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,7,4,10
SAL51576,0,10,10,3,0,3,5,3,6,0,0,0,0,0,0,0,0,0,7,10,15
SAL51577,11,136,144,111,22,131,74,11,86,74,6,77,35,0,37,26,4,27,336,175,505
SAL51578,51,651,707,575,96,675,228,36,261,199,19,216,59,3,56,10,0,10,1125,802,1925
SAL51579,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL51580,68,1474,1538,833,293,1128,252,75,331,100,23,126,28,3,30,4,0,4,1287,1871,3155
SAL51581,0,9,9,16,0,19,5,0,5,3,0,3,0,0,0,0,0,0,26,13,35
SAL51582,0,19,22,47,4,55,13,0,16,28,0,28,14,0,14,13,0,13,116,20,138
SAL51583,0,6,7,8,0,12,4,0,4,0,0,0,0,0,0,0,0,0,18,6,26
SAL51584,0,10,10,8,0,10,3,0,3,0,0,0,0,0,0,0,0,0,15,9,30
SAL51585,0,54,56,83,16,94,30,0,30,30,0,28,15,0,15,4,0,4,156,71,227
SAL51586,8,45,53,83,9,96,31,6,35,9,7,12,7,0,7,3,0,3,149,65,213
SAL51587,0,7,10,12,0,12,6,0,6,5,0,5,5,0,5,0,0,0,25,7,31
SAL51588,64,939,1002,737,209,943,464,67,527,316,17,338,125,8,136,61,0,61,1770,1237,3010
SAL51589,0,26,26,27,3,29,0,0,3,3,0,3,0,0,0,0,0,0,32,37,70
SAL51590,0,3,3,3,0,9,0,0,0,3,0,3,0,0,0,0,0,0,5,7,12
SAL51591,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15
SAL51592,11,47,52,98,10,105,66,5,68,57,0,61,32,3,38,8,0,8,274,65,335
SAL51593,31,398,433,354,80,441,195,25,217,200,6,212,43,4,51,11,5,17,841,515,1360
SAL51594,3,11,17,56,7,63,31,6,42,34,4,38,17,0,17,11,0,11,151,30,184
SAL51595,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL51596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL51597,0,0,3,4,0,3,4,0,4,0,0,0,0,0,0,0,0,0,12,4,15
SAL51598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51600,0,50,51,45,18,61,8,3,16,12,0,12,10,4,13,0,0,0,87,64,150
SAL51601,7,154,164,112,42,153,88,16,109,88,24,109,67,14,80,27,7,35,396,258,648
SAL51602,0,9,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
SAL51603,0,0,0,6,4,6,0,0,5,0,0,0,0,0,4,0,0,0,6,7,15
SAL51604,0,3,3,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13
SAL51605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL51606,0,7,10,13,0,10,0,0,0,3,0,3,3,0,3,6,0,3,14,10,30
SAL51607,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL51608,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL51609,0,0,0,3,0,3,8,0,8,6,0,6,0,0,0,0,0,0,11,0,14
SAL51610,48,713,759,573,116,688,273,30,300,314,27,337,104,12,110,26,7,36,1331,899,2230
SAL51611,0,27,24,4,45,49,7,0,7,5,3,8,4,0,3,3,0,3,22,73,98
SAL51612,78,864,945,1499,121,1618,1162,43,1209,1582,24,1602,593,11,607,265,5,269,5180,1065,6249
SAL51613,5,13,17,16,6,21,4,5,13,4,0,7,3,0,3,0,0,0,40,28,64
SAL51614,8,105,117,122,34,159,45,10,48,43,9,48,24,0,27,13,0,13,252,152,406
SAL51615,0,21,23,17,4,24,0,0,0,5,0,6,6,0,6,0,0,0,27,32,55
SAL51616,0,42,42,73,4,78,31,0,35,31,0,29,21,0,21,11,0,11,162,52,215
SAL51617,37,691,727,664,136,795,334,76,411,309,59,367,148,28,180,65,11,72,1563,990,2550
SAL51618,0,63,63,24,22,49,7,9,19,0,0,0,7,0,11,10,0,8,49,103,144
SAL51619,0,18,23,20,11,33,8,0,15,5,0,12,8,0,5,0,0,0,47,32,81
SAL51620,4,9,12,11,5,16,8,0,8,6,0,6,0,0,3,0,0,0,32,10,41
SAL51621,0,10,10,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18
SAL51622,0,5,10,28,9,30,10,0,10,11,0,9,9,0,9,3,0,3,52,18,68
SAL51623,31,196,227,669,30,700,384,16,400,404,4,413,167,0,169,91,0,93,1751,248,1999
SAL51624,9,31,38,51,9,57,25,3,35,27,0,26,13,0,13,3,0,0,129,44,176
SAL51625,31,508,541,370,74,446,152,28,177,123,4,127,46,3,48,28,4,28,743,625,1370
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51628,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9
SAL51629,3,8,14,25,18,42,9,4,14,16,0,16,11,3,10,0,0,0,57,27,89
SAL51630,0,5,5,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17
SAL51631,0,4,8,3,0,7,5,0,5,0,0,0,0,0,0,0,0,0,12,4,19
SAL51632,13,143,154,129,29,154,31,5,32,32,3,32,21,0,18,6,0,6,224,179,410
SAL51633,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,9,0,9
SAL51634,0,12,12,40,0,41,9,3,8,5,0,5,3,0,3,0,0,0,55,17,72
SAL51635,14,324,337,216,42,254,84,13,96,59,7,71,26,0,25,17,3,17,411,388,801
SAL51636,0,34,36,28,3,33,0,0,6,9,0,9,3,0,0,3,0,3,49,47,97
SAL51637,19,157,178,163,20,185,74,5,80,57,0,59,11,0,13,9,0,9,337,187,521
SAL51638,32,457,481,443,45,491,237,12,246,308,8,316,130,4,128,34,0,34,1177,520,1694
SAL51639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51640,10,37,48,78,14,91,30,5,40,31,3,31,14,0,12,13,0,13,168,57,228
SAL51641,63,521,585,1141,43,1190,615,15,631,736,4,745,232,0,232,57,0,57,2843,583,3428
SAL51642,0,7,14,15,3,16,3,0,3,5,0,5,0,0,0,0,0,0,32,12,47
SAL51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51644,0,4,9,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,10,3,14
SAL51645,0,19,19,9,48,56,0,0,0,0,0,0,0,3,6,0,0,0,11,78,82
SAL51646,10,61,67,108,12,120,41,3,50,38,0,41,18,0,14,4,0,4,217,72,294
SAL51647,29,76,98,158,16,172,80,4,79,67,3,74,27,3,32,17,0,18,373,99,475
SAL51648,0,3,11,6,3,11,3,0,3,10,0,10,0,0,0,0,0,0,16,3,30
SAL51649,0,5,3,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,6,18
SAL51650,4,13,14,7,0,8,3,0,3,0,0,0,3,0,3,0,0,0,18,19,35
SAL51651,11,144,154,180,33,212,65,4,68,59,3,62,30,5,39,16,0,21,363,195,553
SAL51652,0,19,19,29,8,36,17,0,22,12,0,12,6,0,6,17,0,20,87,27,110
SAL51653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51654,4,99,95,43,19,65,16,3,26,12,0,12,0,0,0,0,0,0,76,122,193
SAL51655,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,9
SAL51656,5,135,136,66,90,156,32,16,47,35,3,42,17,6,25,24,0,24,182,251,428
SAL51657,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3
SAL51658,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL51659,3,8,14,24,3,26,8,4,8,10,0,10,4,0,4,0,0,0,45,18,62
SAL51660,20,409,429,376,36,414,153,13,167,126,6,131,61,5,63,32,0,32,767,463,1231
SAL51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51662,0,33,36,8,16,23,6,3,9,0,0,0,0,0,0,9,0,9,24,54,75
SAL51663,0,12,12,17,4,24,3,0,6,5,0,3,0,0,0,0,0,0,19,17,43
SAL51664,15,84,100,144,68,211,66,22,80,53,10,57,38,3,41,7,5,12,320,186,503
SAL51665,6,14,19,43,8,51,14,0,14,20,3,19,4,0,4,6,0,4,88,28,114
SAL51666,37,174,209,340,22,362,206,8,213,179,8,182,60,0,65,25,0,25,837,211,1052
SAL51667,119,745,864,1120,125,1249,668,42,718,585,26,613,290,17,306,148,3,149,2926,965,3896
SAL51668,0,6,6,6,0,4,5,0,5,0,0,0,0,0,0,0,0,0,8,4,13
SAL51669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51670,71,639,704,818,98,917,475,29,504,500,5,512,159,15,171,73,5,82,2102,785,2887
SAL51671,0,17,20,23,5,28,6,0,9,7,0,7,0,0,0,0,0,0,40,23,61
SAL51672,0,3,3,6,23,26,0,0,0,0,0,0,0,0,0,0,0,0,6,30,37
SAL51673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8
SAL51674,0,3,3,7,0,11,4,0,3,4,0,0,0,0,0,0,0,0,16,10,23
SAL51675,5,54,58,76,11,89,26,0,29,24,0,19,6,0,6,5,0,12,148,67,212
SAL51676,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10
SAL51677,0,3,9,13,0,13,3,0,3,4,0,4,0,0,0,0,0,0,25,9,29
SAL51678,0,12,21,9,0,12,5,0,5,0,0,0,4,0,4,0,0,0,23,17,46
SAL51679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51680,0,15,18,12,4,18,3,0,3,6,0,6,0,0,0,0,0,0,25,18,42
SAL51681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51683,0,5,5,10,0,10,5,0,0,5,0,5,5,0,5,0,0,0,17,9,26
SAL51684,0,8,13,8,0,12,4,0,4,0,0,0,0,0,0,0,0,0,15,16,33
SAL51685,0,5,5,6,6,10,3,0,3,0,0,0,0,0,0,0,0,0,4,10,18
SAL51686,0,3,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,3,13
SAL51687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51688,104,1974,2082,1645,271,1918,749,90,837,598,30,624,161,14,169,73,3,74,3325,2380,5702
SAL51689,4,3,6,17,0,17,4,0,4,4,0,4,0,0,0,0,0,0,28,4,36
SAL51690,27,394,417,375,75,448,114,15,124,68,7,73,36,0,35,19,0,19,633,488,1120
SAL51691,0,9,9,8,0,13,0,0,0,6,0,6,0,0,0,0,0,0,13,11,23
SAL51692,0,9,11,13,0,12,4,0,4,5,0,5,0,0,3,0,0,0,23,11,36
SAL51693,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,5
SAL51694,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SAL51695,3,29,29,44,4,50,17,0,23,11,0,18,3,0,3,8,0,7,88,42,130
SAL51696,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL51697,0,3,3,7,0,7,0,0,0,0,0,0,0,0,6,0,0,0,4,7,16
SAL51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL59797,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
