SAL_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
SAL50560,11,15,30,9,9,17,0,6,6,0,0,0,0,0,0,9,11,18,4,5,3,0,0,0,78.6,71.4,75,78.6,71.4,75,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,0,0,0,0,0,0,4,5,8,16,14,24,0,3,3,9,9,21,4,8,11
SAL50561,567,574,1137,230,126,356,82,145,227,20,11,36,18,12,28,351,299,649,208,254,460,5.1,3.7,4.5,62.1,52.1,57.1,58.9,50.2,54.5,13,14,26,9,11,18,48,79,124,42,46,87,178,57,233,7,11,23,5,18,21,190,87,279,527,525,1054,91,89,181,396,382,781,212,214,427
SAL50562,191,217,410,90,51,136,43,90,134,7,17,26,3,0,3,150,154,298,17,38,52,2.1,0,1,75.6,71,73.2,74.1,71,72.4,18,4,20,7,16,23,33,65,97,19,32,53,45,12,50,0,4,9,0,4,5,45,17,65,187,208,397,24,29,50,118,120,233,85,103,188
SAL50563,41,34,78,5,0,5,0,0,0,9,4,10,0,0,0,12,4,15,32,34,67,0,0,0,22.2,11.1,17.3,22.2,11.1,17.3,0,0,0,0,0,0,5,0,6,8,0,10,15,0,15,0,0,4,0,4,4,14,8,22,36,27,64,8,5,15,27,25,57,15,7,21
SAL50564,231,214,444,114,39,152,28,52,78,4,5,13,10,5,19,147,108,255,63,88,150,5.5,7.4,6.3,63.8,50.2,57.2,60.3,46.5,53.6,3,8,8,4,0,7,12,20,32,9,11,21,59,27,87,3,0,3,0,5,5,68,31,98,222,218,442,42,26,65,152,149,301,103,84,184
SAL50565,14,8,23,12,0,15,0,4,4,0,0,0,0,0,0,12,9,20,0,0,6,0,11.1,5.6,81.8,90,85.7,81.8,80,81,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,11,18,0,0,0,8,0,7,11,7,17
SAL50566,1895,2142,4033,989,624,1619,267,668,936,109,89,201,85,87,171,1454,1469,2923,367,590,956,5.7,5.9,5.8,76.7,68.6,72.4,72.3,64.6,68.2,31,34,58,19,52,71,123,289,413,148,256,406,649,498,1145,52,56,106,25,52,75,720,609,1329,2135,2223,4358,368,434,800,1099,1149,2253,1171,1341,2519
SAL50567,100,110,214,25,24,47,20,23,43,8,5,3,0,0,0,42,51,93,55,59,118,0,0,0,42.7,44.1,43.5,42.7,44.1,43.5,11,10,23,9,7,11,32,30,61,9,15,26,16,13,27,0,0,6,0,0,0,19,15,36,99,107,206,6,8,19,74,75,145,28,39,69
SAL50568,21,7,26,17,0,15,0,5,5,0,0,0,0,0,0,17,5,18,0,4,3,0,0,0,77.8,50,69.2,77.8,50,69.2,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,20,0,0,3,16,9,13,3,0,3
SAL50569,218,211,438,74,39,107,25,48,69,8,8,16,4,5,9,110,96,205,79,83,166,3.7,6.2,4.9,48.9,45.1,47,47.1,42.3,44.7,0,5,5,3,0,5,11,15,27,4,14,18,40,28,68,6,0,9,0,3,3,44,34,77,194,192,385,19,16,36,150,155,301,50,52,103
SAL50570,12,6,14,4,3,8,0,0,4,0,0,0,0,0,0,5,6,12,3,0,3,0,0,0,55.6,100,71.4,55.6,100,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,0,0,7,9,13,0,0,0
SAL50571,1320,1359,2678,593,310,901,200,395,599,23,41,67,36,31,64,852,779,1629,437,555,1003,3.8,3.6,3.7,64.6,57.2,60.8,62.1,55.1,58.6,100,82,186,42,60,99,252,303,552,172,192,356,287,109,395,9,25,44,14,37,53,313,176,490,1401,1466,2870,138,145,286,1054,1121,2174,431,439,876
SAL50572,17,12,21,5,0,11,0,4,10,0,0,0,0,0,0,9,9,17,6,0,0,0,0,0,66.7,70,68,66.7,70,68,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,30,0,0,0,11,12,23,0,0,0
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,8006,8485,16486,3360,1694,5054,1046,1814,2861,264,226,487,440,407,842,5116,4132,9248,2372,3790,6161,8.7,9.8,9.1,63.9,48.7,56.1,58.4,43.9,51,186,187,372,51,105,158,532,871,1404,546,729,1276,1950,1245,3197,144,202,352,108,204,312,2203,1651,3855,8241,8464,16701,1235,1308,2544,5431,5541,10975,3394,3566,6963
SAL50575,102,87,190,37,26,61,19,26,42,4,3,9,4,0,4,61,56,122,24,23,46,6.3,0,3.4,62.4,64.4,63.3,58.4,64.4,61.2,9,10,9,4,3,7,17,24,42,7,12,25,17,4,24,0,0,0,4,0,4,16,4,25,90,77,167,11,15,22,65,50,117,36,33,65
SAL50576,26,13,35,4,0,6,7,0,11,5,0,5,0,0,0,18,5,24,0,0,0,0,0,0,66.7,60,64.7,66.7,60,64.7,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,4,0,4,8,3,13,9,0,7,10,3,9,6,0,8
SAL50577,54,44,90,40,16,55,0,17,15,0,0,0,0,0,0,42,32,69,6,10,19,0,0,0,86,65.1,76.3,86,65.1,76.3,0,0,0,0,0,0,3,3,7,0,0,7,11,9,23,0,0,4,0,3,3,13,13,30,54,52,104,3,3,8,39,33,73,16,13,28
SAL50578,62,67,123,17,13,32,9,20,37,0,0,5,5,3,9,29,42,75,23,21,44,9.7,5,7,52.5,62.5,57.7,47.5,59.4,53.7,0,0,0,0,0,0,4,7,8,4,4,9,18,9,31,0,0,0,0,3,4,22,12,37,56,64,120,6,5,15,47,48,97,16,20,34
SAL50579,138,140,271,26,20,46,10,28,41,8,5,9,3,8,9,51,48,99,78,83,161,9.6,10,9.8,38.5,36,37.2,34.8,32.4,33.6,4,3,5,0,0,0,5,10,20,8,13,26,49,15,66,3,0,0,6,6,12,53,23,75,129,121,248,10,19,27,110,95,205,29,45,73
SAL50580,24,19,43,14,0,20,3,12,11,0,0,0,0,0,0,22,15,31,6,3,12,0,0,0,73.1,66.7,70.5,73.1,66.7,70.5,0,0,0,0,0,0,3,0,6,4,0,3,9,4,12,0,0,0,0,0,0,9,4,17,29,25,51,0,0,7,20,17,36,9,5,17
SAL50581,21,20,40,9,7,20,4,11,13,3,0,3,0,0,0,20,16,36,3,0,5,5.3,0,2.8,82.6,85,83.7,78.3,85,81.4,0,0,0,0,0,0,0,3,9,5,0,8,5,3,7,0,6,6,0,0,0,5,8,10,26,27,50,0,0,0,18,16,35,12,9,20
SAL50582,165,139,315,66,34,101,8,31,36,3,4,12,6,0,6,88,68,155,68,69,133,9,0,5.2,52.7,46.2,49.7,47.9,46.2,47.1,3,4,11,0,0,0,9,8,21,5,10,19,44,28,71,8,3,9,0,0,3,51,30,86,159,142,299,19,16,41,113,106,222,58,49,104
SAL50583,3628,4300,7921,1143,604,1750,403,920,1318,129,133,259,196,148,346,1872,1800,3676,1535,2188,3722,10.5,8.2,9.4,51.6,41.9,46.4,46.2,38.5,42,32,50,83,18,49,73,153,319,472,211,357,570,1054,661,1716,65,103,167,49,95,146,1166,856,2026,3578,4157,7736,572,656,1229,2502,2856,5361,1435,1742,3177
SAL50584,18,23,36,13,3,16,0,8,8,0,0,0,0,0,0,11,13,23,6,4,7,9.1,0,4.2,64.7,65,64.9,58.8,65,62.2,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,0,0,0,0,0,0,3,8,11,20,13,35,0,3,8,19,18,37,5,0,7
SAL50585,1014,1111,2132,441,274,717,139,272,417,35,28,66,25,21,48,638,604,1247,294,390,687,4.1,4,4,63,54.5,58.6,60.4,52.4,56.2,33,33,60,8,33,46,103,160,263,86,117,204,290,159,444,9,23,28,16,20,42,314,200,511,1021,1093,2117,149,142,289,713,759,1479,388,396,785
SAL50586,138,147,283,61,39,92,19,38,59,9,4,11,3,4,9,87,81,170,38,40,78,5.7,2.4,4.1,62.9,56.9,59.9,59.3,55.6,57.4,0,0,0,5,0,0,11,25,35,14,7,23,38,17,55,6,0,10,4,3,8,48,21,69,137,130,266,20,23,36,97,93,184,53,57,108
SAL50587,3697,3924,7627,1817,1030,2845,522,1210,1728,119,159,276,140,104,248,2596,2502,5099,996,1314,2310,5.5,4.2,4.8,70.2,63.7,66.8,66.3,61,63.6,146,179,327,56,173,232,560,808,1368,373,399,775,1050,473,1526,42,68,114,57,135,189,1152,681,1829,4071,4191,8258,439,455,891,3042,3062,6106,1192,1334,2528
SAL50588,9,10,14,4,0,8,0,0,0,0,0,0,0,0,0,9,0,7,0,0,5,0,0,0,62.5,50,57.1,62.5,50,57.1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,8,14,0,0,5,0,0,0,4,6,11
SAL50589,45,35,79,13,9,18,7,9,12,10,0,10,0,0,0,23,15,36,18,19,40,0,0,0,56.1,38.2,48,56.1,38.2,48,0,0,0,0,0,0,8,9,10,0,4,11,14,3,12,0,0,0,0,0,0,14,0,12,37,25,64,9,5,12,27,25,51,17,13,24
SAL50590,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,20,50,28.6,20,50,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,3
SAL50591,46,60,107,3,6,7,4,5,9,0,0,0,10,6,19,22,13,33,27,40,70,52.6,42.9,48.5,38.8,25,31.4,18.4,14.3,16.2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,3,0,0,0,6,6,15,67,70,135,5,4,12,49,49,97,18,14,33
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,77,89,164,29,17,38,11,21,32,3,7,11,0,5,6,42,45,87,32,37,66,2.4,6.5,4.6,52.6,53.5,53,51.3,50,50.6,3,3,4,0,7,8,9,3,8,5,4,7,19,8,27,0,0,4,0,4,4,18,13,28,56,52,103,22,33,55,39,31,75,39,46,83
SAL50594,832,836,1674,331,231,561,126,225,349,19,22,44,19,15,34,490,499,990,308,300,610,3.7,3.6,3.6,59,59.1,59.1,56.8,57,56.9,57,54,111,23,39,61,152,204,354,74,96,165,132,66,203,4,13,19,7,21,29,155,95,248,812,818,1632,140,141,284,538,557,1099,379,365,745
SAL50595,4,5,5,4,0,0,0,3,7,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,60,75,66.7,60,75,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,8,4,8,0,0,0,5,0,7,0,0,3
SAL50596,9,7,21,9,0,16,0,3,3,0,0,0,0,0,0,9,3,13,0,4,4,0,0,0,100,62.5,83.3,100,62.5,83.3,0,0,0,0,0,0,0,0,5,0,4,4,0,0,5,0,0,0,0,0,0,0,0,5,7,9,22,0,0,3,7,4,14,0,6,6
SAL50597,13,14,29,9,9,15,0,3,3,0,0,0,0,0,0,12,13,21,0,9,7,0,0,0,85.7,60,72.4,85.7,60,72.4,0,0,0,0,4,3,0,0,4,0,3,3,6,0,10,0,0,0,0,0,0,6,0,10,19,26,40,0,0,0,16,22,36,5,0,4
SAL50598,35,29,63,17,13,23,0,7,13,0,0,0,0,0,0,17,20,37,13,10,24,0,0,0,54.5,54.5,54.5,54.5,54.5,54.5,0,0,0,0,3,3,5,5,3,0,9,8,10,3,17,0,4,4,0,0,0,12,5,19,35,36,69,0,0,0,23,26,44,13,11,24
SAL50599,1974,2234,4206,1020,504,1524,255,676,935,54,70,126,35,38,70,1367,1289,2657,533,843,1379,2.5,2.9,2.7,69.3,57.7,63.1,67.5,56,61.4,155,144,302,59,102,158,461,560,1015,234,252,481,338,153,485,13,27,36,28,59,90,378,232,613,2221,2388,4612,265,261,519,1491,1601,3096,823,906,1729
SAL50600,17,19,43,3,3,7,0,0,4,0,4,3,0,0,0,12,13,20,6,4,12,0,9.1,4.8,50,55,52.5,50,50,50,0,0,0,0,0,0,3,4,6,0,4,4,6,0,5,0,0,0,0,0,0,6,0,5,20,15,41,7,0,6,16,20,38,3,0,7
SAL50601,22,15,44,6,7,11,3,3,9,3,0,7,0,0,0,15,11,31,7,3,13,0,0,0,66.7,63.2,65.1,66.7,63.2,65.1,0,0,0,0,0,0,3,5,9,3,5,8,11,0,11,0,0,0,0,0,0,11,3,9,27,24,47,3,8,9,19,12,32,3,10,10
SAL50602,728,763,1489,182,157,335,29,36,62,40,37,68,34,21,55,280,246,525,294,393,689,11.8,8.1,10.1,38.3,32.6,35.4,33.8,30,31.9,23,14,34,3,14,20,40,86,126,29,22,51,107,68,175,10,12,22,4,7,12,125,87,211,657,713,1362,106,115,224,488,533,1022,209,235,443
SAL50603,5081,5815,10895,2173,1230,3406,662,1611,2276,239,201,439,201,210,414,3276,3249,6529,1643,2365,4013,6.2,6.4,6.3,64.5,55.9,59.9,60.5,52.3,56.1,155,129,289,59,154,209,441,799,1244,460,679,1143,1562,878,2439,94,120,211,80,160,233,1737,1156,2894,5300,5843,11145,849,997,1840,3464,3774,7235,2354,2713,5065
SAL50604,107,117,226,48,27,75,18,40,63,9,6,15,5,3,6,81,77,157,19,31,55,3.8,5.2,4.5,73.4,65.3,69.2,70.6,61.9,66.1,0,4,4,0,0,0,3,7,15,0,11,9,40,21,62,0,3,3,3,0,3,42,30,73,114,105,216,20,21,34,79,85,164,36,33,72
SAL50605,30,27,55,8,3,16,11,5,14,0,0,0,0,0,0,17,12,31,4,10,12,0,0,0,66.7,46.4,56.4,66.7,46.4,56.4,0,0,0,0,0,0,9,4,8,0,8,6,7,3,15,0,0,0,0,0,0,7,3,14,20,25,47,4,8,12,17,17,31,5,13,20
SAL50606,61,62,122,15,12,26,6,10,11,15,7,20,0,3,3,32,27,57,22,31,57,0,7.1,3.5,48.3,46.7,47.5,48.3,43.3,45.8,4,0,6,3,4,5,5,11,18,5,11,14,18,9,23,4,0,3,0,0,3,21,13,31,53,55,100,12,13,23,36,40,79,25,18,43
SAL50607,1976,2088,4068,954,560,1512,267,598,869,64,84,150,65,56,119,1356,1296,2653,569,747,1318,4.9,4.1,4.5,68.4,62,65.2,65.1,59.5,62.2,84,86,169,48,83,128,328,467,797,221,277,496,553,232,785,11,34,50,25,41,63,591,314,901,2194,2259,4453,227,244,470,1576,1634,3214,671,727,1394
SAL50608,651,148,801,181,30,210,7,7,12,6,8,13,0,0,0,194,40,236,9,3,10,0.5,0,0.4,29.8,29.1,29.7,29.6,29.1,29.5,9,0,9,0,0,4,17,9,28,25,9,33,81,3,79,0,0,0,3,0,3,82,3,86,151,45,196,48,10,56,94,24,116,105,33,137
SAL50609,4372,4868,9243,1827,1235,3060,653,1319,1973,138,151,288,191,187,377,2808,2900,5699,1265,1652,2917,6.8,6.4,6.6,64.1,59.5,61.7,59.8,55.7,57.6,185,273,453,79,180,262,543,956,1497,335,498,830,1047,523,1570,65,67,128,71,104,179,1180,693,1877,4079,4420,8494,735,885,1618,2599,2810,5409,1957,2264,4220
SAL50610,2318,2541,4861,1616,950,2558,253,865,1115,95,139,234,65,69,131,2022,2023,4048,243,466,706,3.1,3.6,3.3,87.3,79.5,83.2,84.6,76.7,80.5,150,171,323,45,98,143,417,609,1027,226,312,543,650,373,1018,43,54,93,29,44,76,720,468,1190,2673,2724,5394,523,575,1100,1380,1419,2801,1508,1612,3123
SAL50611,866,878,1747,598,369,970,70,216,284,30,37,65,9,14,30,708,636,1344,118,208,329,1.4,2.7,2,81.6,72.4,77,80.5,70.5,75.4,44,38,80,9,31,42,80,157,236,57,82,139,301,130,429,16,30,42,13,29,36,324,186,512,881,856,1736,230,226,458,509,489,994,512,523,1035
SAL50612,43,37,74,19,8,28,5,16,11,0,0,0,0,0,3,26,22,48,11,12,24,7.4,4.5,6.1,67.5,61.1,64.5,62.5,58.3,60.5,0,0,0,0,0,0,0,3,8,4,3,7,17,5,20,0,0,3,4,0,3,20,10,30,29,33,64,9,10,17,30,26,59,8,9,19
SAL50613,3849,4220,8060,2499,1390,3892,523,1367,1888,125,173,297,124,162,280,3268,3093,6362,516,1046,1563,3.8,5.1,4.4,85,73.3,78.9,81.8,69.6,75.4,384,427,812,76,145,213,841,1085,1923,475,468,948,746,511,1254,35,64,93,49,67,113,823,641,1462,4613,4927,9540,759,768,1532,2682,2817,5496,2208,2411,4623
SAL50614,19,20,36,12,5,18,0,6,6,0,0,0,0,0,0,16,6,19,0,9,8,0,0,0,70,42.1,56.4,70,42.1,56.4,0,0,0,0,0,0,0,3,3,0,6,3,3,0,6,0,0,0,0,0,0,9,0,10,22,14,37,0,0,0,16,19,30,0,0,0
SAL50615,1414,1418,2824,641,314,954,146,321,465,50,22,76,32,35,64,870,688,1564,434,640,1079,3.9,4.8,4.3,61.7,48.8,55.3,59.3,46.5,52.9,11,14,28,7,28,33,112,153,270,70,102,168,337,216,550,18,28,49,16,28,45,370,275,646,1383,1354,2736,199,220,418,930,933,1867,556,546,1103
SAL50616,18,12,26,8,4,21,0,3,3,0,0,0,0,0,0,14,7,20,0,4,5,7.1,0,4.5,87.5,61.5,75.9,81.3,61.5,72.4,0,0,0,0,0,0,0,6,3,0,0,0,3,0,5,0,0,0,0,0,0,5,0,9,16,15,33,0,0,0,10,7,18,4,8,12
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,181,190,375,60,38,99,41,49,89,3,10,16,0,3,5,106,109,215,62,71,137,1.9,1.9,1.9,58.7,55.5,57.1,57.6,54.5,56,7,9,21,4,5,7,18,32,55,9,28,41,59,22,80,0,0,3,6,4,6,58,34,91,168,174,344,32,33,63,111,108,220,81,93,174
SAL50619,818,892,1709,519,317,827,106,263,368,34,46,82,38,36,68,693,659,1353,108,213,319,5.2,5.3,5.3,84.7,74,79.1,80.3,70,75,33,47,75,10,23,27,108,190,300,99,104,206,215,162,379,12,20,33,14,21,35,244,203,448,940,1003,1945,157,165,318,299,275,571,698,791,1491
SAL50620,406,407,816,142,90,230,57,93,154,17,15,33,19,13,40,242,213,453,142,171,314,8.3,7.5,7.9,59.1,52.3,55.7,54.2,48.4,51.3,8,17,26,0,3,6,38,51,85,21,31,57,131,53,182,8,7,17,0,14,21,144,80,219,360,343,702,71,87,154,248,231,476,164,187,349
SAL50621,28,30,66,10,8,16,6,10,17,0,0,5,0,0,0,19,18,38,7,11,15,5.3,0,2.6,63.3,57.6,60.3,60,57.6,58.7,0,0,0,0,0,0,0,5,11,4,6,6,5,0,7,0,0,4,0,0,0,8,5,13,30,35,61,7,5,14,20,22,44,11,10,22
SAL50622,2647,2685,5336,1354,708,2056,333,843,1178,112,138,246,105,81,186,1910,1766,3673,621,837,1452,5.7,4.4,5.1,72.1,65.7,68.9,68,62.8,65.4,73,80,154,31,89,115,282,464,741,211,318,526,876,414,1296,20,50,70,44,68,102,939,533,1473,2718,2766,5482,459,459,915,1831,1867,3698,1133,1162,2293
SAL50623,1512,1723,3232,790,426,1218,183,519,697,60,67,130,42,29,70,1078,1037,2118,405,641,1043,3.5,3,3.3,71.1,60.5,65.5,68.6,58.7,63.3,42,51,94,37,50,83,144,249,395,141,210,346,464,225,694,23,37,60,29,51,76,516,312,827,1565,1717,3282,248,283,528,1146,1269,2417,559,631,1188
SAL50624,41,14,59,13,0,20,0,0,0,0,0,0,0,0,0,15,5,24,4,5,10,11.8,0,8.7,41.5,37.5,40.4,36.6,37.5,36.8,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,0,0,4,0,4,4,12,3,17,15,11,29,3,0,7,10,5,20,10,3,12
SAL50625,947,1007,1952,471,249,719,146,300,445,28,30,59,25,33,60,674,609,1284,251,369,621,3.9,5.6,4.7,70.9,60.8,65.7,68.2,57.4,62.6,16,17,32,10,29,40,70,124,195,70,108,178,320,140,461,15,14,26,21,19,44,356,174,529,997,1040,2036,151,137,292,756,790,1545,333,346,675
SAL50626,65,61,126,37,11,50,7,18,24,0,6,6,0,3,3,44,39,82,14,22,36,0,7.9,3.6,70.3,61.3,65.9,70.3,56.5,63.5,6,0,4,0,6,3,9,17,22,4,9,15,18,7,25,3,5,8,3,0,5,26,10,39,69,59,137,12,9,22,47,56,104,25,22,42
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,613,640,1252,272,128,406,81,199,279,31,26,53,15,20,33,396,371,770,192,238,434,3,4.9,3.9,64.9,57.7,61.2,63,54.9,58.9,7,16,19,7,11,17,44,74,113,48,68,115,194,83,282,0,10,6,8,19,31,203,119,318,640,654,1296,76,70,151,522,513,1037,159,178,337
SAL50629,178,177,356,62,29,93,16,51,66,16,10,28,10,13,22,105,109,210,72,71,140,7.6,10.5,9,58.7,58.3,58.5,54.2,52.2,53.2,10,9,17,0,4,4,14,25,43,9,16,26,65,35,105,0,4,8,3,0,7,73,44,117,170,172,348,35,30,58,136,126,259,57,70,129
SAL50630,41,36,80,18,7,26,6,10,14,0,0,0,0,0,0,26,21,41,15,24,35,0,5.6,2.4,58.5,45,51.9,58.5,42.5,50.6,0,0,0,0,0,0,0,0,4,0,12,13,11,8,15,0,0,3,0,0,4,16,6,20,53,44,96,4,4,8,29,28,55,19,19,36
SAL50631,43,38,92,22,11,29,6,12,18,6,3,8,3,0,3,32,31,64,11,10,19,5.9,6.9,6.3,72.3,70.7,71.6,68.1,65.9,67,4,0,4,0,0,6,6,11,17,0,4,3,18,4,22,3,0,3,0,0,0,18,4,23,52,50,98,7,11,20,27,29,59,28,27,56
SAL50632,55,12,64,46,5,56,0,0,6,6,0,6,0,0,0,51,8,60,4,5,6,0,0,0,96.2,80,93.7,96.2,80,93.7,0,0,0,0,0,0,9,0,8,5,0,8,12,0,12,0,0,0,0,0,0,15,0,15,34,10,50,12,4,15,24,8,32,27,3,34
SAL50633,4559,4953,9512,2394,1367,3760,592,1343,1934,181,188,375,163,160,323,3331,3060,6390,1070,1704,2768,4.9,5.2,5.1,73.1,61.8,67.2,69.5,58.6,63.8,58,82,140,43,98,142,318,582,906,311,504,816,1426,805,2240,73,111,182,79,130,205,1581,1046,2627,4794,4960,9752,692,802,1500,3440,3603,7035,1709,1899,3605
SAL50634,88,96,184,45,22,65,10,27,35,0,3,3,0,0,0,53,50,108,29,34,67,0,3.8,1.9,59.6,55.8,57.6,59.6,53.7,56.5,0,3,3,0,0,5,5,12,16,3,7,11,17,13,35,0,4,4,0,4,6,20,17,45,99,102,201,3,9,12,78,79,156,19,25,39
SAL50635,1032,974,2005,537,396,928,187,238,425,28,36,65,29,33,57,777,700,1480,182,218,395,3.7,4.6,4.1,75.6,71.9,73.8,72.8,68.6,70.7,134,114,249,31,51,78,291,283,577,95,107,204,139,77,216,5,16,23,9,11,20,157,101,261,794,742,1536,254,274,524,385,372,756,638,609,1248
SAL50636,1371,1534,2904,916,548,1459,142,418,559,63,108,166,39,47,96,1162,1117,2278,157,360,518,3.6,4.5,4,84.8,72.9,78.5,81.7,69.7,75.4,33,62,93,12,29,41,137,258,389,132,190,316,426,301,726,27,38,63,23,22,45,473,366,840,1563,1679,3238,270,285,559,637,652,1291,1022,1139,2162
SAL50637,47,43,85,28,18,42,6,9,21,5,0,8,0,0,0,37,28,61,13,5,16,2.7,0,1.5,75.5,71.8,73.9,73.5,71.8,72.7,0,0,0,0,0,0,0,11,9,3,6,8,8,7,21,0,0,0,0,0,3,11,8,23,51,37,87,9,10,14,32,29,60,23,18,38
SAL50638,4322,4577,8900,2104,1129,3230,701,1558,2263,112,122,235,160,98,255,3073,2908,5981,1149,1575,2721,5.2,3.4,4.3,71.1,63.5,67.2,67.4,61.4,64.3,318,250,567,102,201,306,917,1087,2002,475,554,1030,915,408,1322,37,64,101,69,102,170,1021,575,1593,4616,4835,9449,555,607,1155,3387,3509,6891,1590,1705,3293
SAL50639,704,737,1443,282,130,410,74,178,250,17,22,35,29,40,67,401,361,758,267,337,607,7.1,11.3,9.1,56.3,49.3,52.7,52.3,43.8,48,4,4,11,0,3,3,24,50,70,35,62,98,232,140,377,17,22,38,9,11,20,256,176,430,746,748,1495,93,97,187,555,547,1105,236,243,481
