SAL_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,9,0,0,22,0,0
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0
SAL50309,0,0,3,0,3,0,0,0,10,0,0,0,4,3,0,0,0,4,4,29,18,9,13,12,0,0,77,0,3,10,12,5,3,3,0,31,11,39,40,43,29,31,8,3,202,9,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,10,15,44,39,47,29,32,8,3,213,0,0,10,4,0,0,0,0,12,6,8,3,6,0,15,10,5,55,33,82,77,84,51,57,21,12,406,0,4,0,3,4,0,0,0,12,0,3,3,10,7,0,0,0,19,5,23,24,20,6,5,5,0,93,0,9,11,11,11,9,9,4,62,27,16,21,24,15,7,0,0,116,4,4,0,0,0,0,0,0,15,0,0,3,0,4,0,0,0,10,33,22,26,30,21,7,0,0,140,0,0,0,0,0,0,0,0,3,14,15,4,11,6,7,11,6,70,55,65,68,79,57,32,20,10,388,0,0
SAL50310,0,3,0,5,3,0,0,0,14,0,0,4,0,3,3,0,0,11,4,3,23,6,14,11,4,0,78,0,12,19,15,23,18,10,4,94,79,185,165,177,173,114,70,8,970,24,11,5,0,0,0,0,0,46,0,3,12,8,11,15,0,0,46,103,201,178,188,192,127,70,8,1065,0,0,4,0,4,8,0,0,29,36,42,52,50,43,49,41,26,339,149,267,279,267,285,218,127,35,1626,0,3,8,3,7,0,0,0,17,0,9,3,4,11,3,0,0,42,8,33,45,37,26,26,9,0,175,3,33,39,48,38,30,12,0,203,72,129,116,111,71,30,10,0,539,26,18,15,12,8,3,4,0,81,4,10,3,11,12,15,6,0,60,107,155,132,132,87,51,13,0,678,0,0,0,9,0,5,0,0,19,40,40,49,33,45,48,39,37,331,159,276,274,257,213,162,80,41,1468,0,4
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,11,0,0
SAL50312,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,10,7,9,0,0,0,26,0,4,4,3,0,3,3,0,18,11,20,20,9,15,9,7,0,95,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,20,19,10,16,9,7,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,19,34,32,27,28,12,8,3,165,0,0,5,0,0,0,0,0,7,0,0,6,0,0,0,0,0,10,0,9,5,12,6,0,4,0,34,0,9,9,11,0,4,0,0,36,3,11,12,3,10,4,0,0,44,4,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,9,12,14,5,10,4,3,0,60,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,4,19,17,34,41,31,22,14,11,0,163,0,0
SAL50313,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,5,4,3,3,3,8,0,0,25,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,3,3,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,12,3,8,4,10,13,17,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,3,0,5,0,0,0,16,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,7,12,4,10,7,5,0,49,0,0
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,0
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0
SAL50316,11,192,173,114,64,59,25,9,641,0,50,30,25,31,33,6,0,177,129,497,369,218,189,149,61,20,1631,31,91,96,82,75,85,36,19,509,90,188,122,95,117,103,46,20,771,29,8,4,0,0,0,3,0,51,0,8,9,6,9,12,9,4,51,114,202,137,96,123,113,59,22,873,5,6,7,3,11,7,5,3,43,34,75,55,33,35,38,69,69,402,315,1114,869,577,524,489,256,140,4280,11,220,194,88,63,38,14,0,638,13,85,77,49,58,36,11,3,326,202,656,436,262,196,137,60,17,1961,51,97,107,103,106,102,50,24,632,99,117,80,65,66,36,8,11,485,27,9,12,10,10,9,5,0,76,4,11,15,18,28,22,22,9,119,129,139,101,95,101,62,36,16,681,7,8,8,10,15,14,9,5,66,27,57,55,45,49,85,106,183,607,436,1252,975,642,587,471,288,250,4909,21,412
SAL50317,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,5,5,0,12,7,7,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,7,7,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,19,5,7,15,10,8,11,3,0,64,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,9,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,10,4,3,17,7,5,7,0,0,42,0,0
SAL50318,0,10,10,18,29,10,4,0,88,0,4,7,5,12,5,0,0,26,9,27,46,52,39,41,4,0,218,5,10,16,21,47,28,10,4,139,30,41,57,72,103,65,29,4,419,6,6,0,0,3,0,0,0,18,0,0,6,4,12,8,4,0,41,40,54,68,78,125,74,34,4,471,0,0,0,4,0,4,0,0,13,0,5,18,17,20,10,7,6,77,64,100,161,199,271,170,62,10,1035,0,4,17,22,18,5,0,0,67,4,3,15,15,10,9,0,0,54,24,54,71,50,52,30,8,0,286,10,10,38,45,68,43,10,4,227,24,24,25,35,42,20,7,0,180,3,0,3,3,11,0,0,0,22,5,0,8,13,20,6,5,0,56,29,24,41,56,73,35,14,0,260,0,0,5,3,3,4,0,4,20,4,6,7,16,15,8,3,6,68,75,108,181,214,242,118,35,7,977,0,12
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50320,0,0,7,0,4,3,0,0,23,0,0,0,3,0,3,0,0,12,5,11,3,6,3,6,7,4,47,4,9,14,11,9,25,6,0,78,25,67,57,59,84,71,54,17,431,7,3,4,0,0,0,0,0,16,0,3,0,5,8,7,3,0,21,33,73,59,60,94,74,53,17,473,0,0,4,0,0,0,0,3,4,22,23,12,17,15,33,23,8,149,60,114,98,114,126,148,97,34,790,0,0,8,0,3,0,0,0,19,3,4,3,5,0,12,0,0,27,3,15,18,34,20,18,5,0,115,9,20,22,24,36,34,12,6,158,33,48,49,42,49,30,6,0,252,11,7,6,3,0,5,0,0,37,0,5,3,6,8,4,6,5,42,48,60,52,52,56,43,20,5,333,0,0,0,0,6,0,0,0,11,25,16,18,29,21,32,39,19,204,82,120,125,135,154,141,78,32,875,0,0
SAL50321,0,11,31,21,27,9,0,0,96,0,0,5,8,5,0,0,0,30,19,50,59,46,40,23,7,0,249,13,15,44,38,42,42,14,5,204,38,78,98,115,141,109,45,8,637,10,6,0,7,0,3,0,0,23,0,3,5,5,7,8,4,0,32,54,91,104,125,156,120,45,8,694,0,0,0,4,4,3,0,0,14,8,13,10,10,19,31,24,10,130,94,170,247,255,291,226,98,27,1413,0,21,27,18,11,9,0,0,93,0,13,26,16,20,3,0,0,76,31,80,101,85,46,32,13,4,387,12,28,49,46,60,31,7,3,244,32,38,39,61,45,32,6,0,256,6,3,3,4,4,4,0,0,24,6,3,0,15,18,10,4,0,55,39,44,49,75,66,42,16,0,334,0,0,0,3,5,4,7,0,20,10,20,15,24,30,37,27,6,169,96,207,268,269,241,159,65,10,1316,3,28
SAL50322,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,9,0,0,3,3,8,8,0,0,22,3,8,15,15,17,4,0,0,70,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,11,15,22,15,5,0,0,76,0,0,0,0,0,0,0,0,0,5,3,0,3,4,5,4,0,17,12,16,20,21,35,20,6,4,131,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,19,0,0,0,6,7,3,0,0,21,8,3,13,15,12,5,0,0,49,0,3,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,9,13,11,10,7,0,0,57,0,0,0,0,0,5,0,0,5,5,0,0,0,9,0,4,0,21,13,15,22,28,26,15,4,0,134,0,0
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,13,0,5,6,0,0,0,0,0,8,6,11,8,11,10,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,11,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,8,19,21,14,3,0,0,58,8,24,39,35,22,3,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,14,0,6,8,4,10,0,0,0,27,0,0
SAL50324,5,43,31,19,19,8,0,0,117,0,10,11,3,5,4,0,0,35,26,125,74,47,23,10,4,3,312,4,40,34,24,21,18,3,0,145,47,135,114,74,76,47,31,3,520,11,9,5,4,0,0,0,0,32,0,7,7,4,4,0,0,0,25,59,144,127,80,77,52,31,7,579,0,0,4,4,6,0,0,0,17,21,39,34,22,6,20,18,7,173,120,398,321,207,157,110,58,18,1383,0,45,45,25,10,12,0,0,139,3,30,28,17,6,7,0,0,97,44,190,122,77,47,15,13,6,501,17,46,51,53,36,16,6,4,233,44,82,57,43,38,18,8,4,292,19,16,9,8,0,0,0,0,53,4,9,4,15,9,7,5,0,40,61,98,67,67,47,34,13,4,394,0,0,6,0,3,3,0,0,15,12,30,22,32,13,21,24,9,167,134,446,339,267,162,110,63,25,1542,4,84
SAL50325,3,11,13,20,14,5,6,0,72,0,0,3,11,10,0,0,0,22,20,32,29,53,45,24,7,6,222,4,8,11,17,15,6,5,0,57,7,4,9,8,14,11,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,7,9,8,13,11,0,3,64,0,0,0,3,0,0,0,0,9,0,3,9,4,0,0,0,0,16,37,55,75,111,92,50,18,7,462,0,15,20,16,4,7,0,0,60,0,0,7,13,10,3,0,0,33,18,28,53,53,25,16,8,3,211,0,6,17,12,18,14,5,0,80,6,9,15,15,7,4,0,0,47,4,0,4,0,0,0,0,0,14,3,0,0,3,5,0,0,0,17,14,11,19,18,9,4,0,3,77,0,0,0,0,0,3,0,0,6,0,4,4,3,0,4,4,3,18,27,67,117,117,71,51,16,11,486,3,23
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0
SAL50327,0,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,3,0,7,0,9,0,4,0,0,17,0,0,3,0,6,6,0,0,11,3,26,32,22,21,16,0,3,121,4,0,0,3,0,0,0,0,8,0,6,0,0,0,0,0,0,7,6,27,32,23,24,18,0,3,129,0,0,0,0,0,0,0,0,0,11,33,36,26,30,13,0,0,145,21,68,65,54,63,41,3,3,318,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,19,0,6,6,3,6,10,0,0,25,0,0,8,7,7,0,0,0,28,3,0,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,7,4,3,8,15,11,6,0,0,45,0,0,0,4,0,0,0,0,4,8,7,15,12,14,10,5,0,72,17,26,35,35,30,24,4,0,164,0,8
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,5,0,0
SAL50329,0,3,3,4,8,0,3,0,16,0,5,0,0,6,4,0,0,15,3,25,14,17,20,14,0,0,93,8,26,16,33,43,31,8,0,176,68,140,117,120,144,104,60,12,781,24,16,3,3,5,0,0,0,50,5,10,11,11,5,9,3,0,45,98,163,132,132,154,116,69,13,880,4,0,0,3,4,3,0,0,18,26,40,32,28,30,37,32,21,242,142,264,205,224,267,199,106,37,1439,0,12,13,7,3,5,0,0,36,7,10,6,15,3,9,0,0,43,16,37,29,36,19,16,13,6,174,13,41,49,55,63,26,7,3,250,59,105,88,92,93,30,13,0,468,21,20,3,4,5,0,6,0,62,9,3,6,9,19,13,10,0,61,84,128,94,109,113,42,22,0,591,0,4,5,3,4,0,0,0,23,37,50,39,35,32,42,45,39,315,144,276,237,255,238,131,85,53,1427,0,10
SAL50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,10,7,5,13,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,13,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,14,4,8,19,8,18,10,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,11,0,4,0,4,0,0,3,0,12,0,11,9,3,7,3,0,0,32,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,11,11,5,7,3,0,0,40,0,0,3,0,0,0,0,0,7,0,0,6,0,3,3,0,0,9,7,17,20,11,10,9,3,0,80,0,0
SAL50331,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,3,7,5,4,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,5,6,3,9,5,0,0,0,28,0,0
