SAL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50458,0,0,0,5,0,0,7,0,0,0,0,3,0,0,0,4,0,4,5,7,7,8,0,0,21,0,0,0,0,0,4,0,0,10,0,0,5,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,6,8,22,21,0,0,58
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,9,3,0,3,3,3,0,0,22
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,12,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,11,0,0,10,4,4,12,4,0,30
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50464,437,183,144,85,22,6,1537,14,92,68,40,44,21,7,0,288,272,1355,756,350,297,185,45,17,3279,122,292,203,159,189,112,40,10,1125,136,289,185,176,164,103,32,0,1081,25,29,14,9,15,0,0,0,92,12,26,23,28,25,11,4,7,127,168,345,219,213,200,117,39,9,1300,12,27,19,17,7,17,6,5,116,131,402,356,259,213,137,59,17,1581,749,3158,2052,1220,1101,685,219,58,9233
SAL50465,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,0,4,3,0,0,0,12,0,4,0,4,3,0,0,0,17,3,8,8,4,7,3,0,0,27,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,6,8,5,5,5,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,11,16,16,5,5,0,81
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,12
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,0,10,3,0,0,17,0,0,3,5,15,23,5,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,0,3,6,24,25,5,0,68,0,0,0,0,0,0,0,0,0,0,9,4,8,15,20,14,0,83,5,11,11,16,55,51,20,0,172
SAL50468,258,158,91,40,12,0,856,6,94,82,78,52,19,6,0,344,163,834,631,375,187,110,33,8,2348,87,176,186,144,120,55,21,4,801,134,249,210,176,157,91,32,4,1054,49,20,15,11,11,7,4,0,114,7,20,23,36,23,19,3,8,142,194,287,249,222,185,116,43,10,1311,3,11,19,14,9,7,8,0,72,88,182,121,79,65,50,30,11,626,552,1887,1551,1075,712,395,150,36,6362
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,4,5,0,0,0,14
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,8,0,0,5,3,0,5,0,0,17
SAL50471,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,10,0,0,6,0,3,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,16,3,11,3,10,16,6,3,0,51
SAL50472,13,8,0,11,0,0,54,0,18,18,23,11,11,0,0,77,17,107,118,109,57,39,22,12,476,23,80,113,92,95,51,41,16,505,187,376,355,274,234,166,66,15,1669,78,32,28,15,20,8,0,3,187,14,11,24,32,23,19,11,8,141,278,416,404,327,276,194,78,27,1997,0,4,4,0,5,5,9,5,39,43,61,52,71,59,71,101,98,550,366,698,730,627,506,380,247,154,3706
SAL50473,41,19,4,4,0,0,100,0,17,14,17,17,3,0,0,57,28,133,109,61,36,28,7,3,414,15,46,59,40,47,18,8,0,241,59,129,135,92,87,71,32,7,611,15,13,8,0,5,0,0,0,45,0,3,9,8,23,7,7,0,56,78,145,153,107,108,80,41,3,713,0,4,0,0,0,0,3,0,12,15,48,27,19,20,27,22,9,185,141,421,398,258,239,174,82,15,1725
SAL50474,52,54,42,20,3,0,208,0,20,37,29,25,11,3,0,129,40,140,194,113,104,54,23,6,667,21,55,84,78,72,55,23,0,390,64,121,119,127,133,96,39,3,700,14,7,5,3,10,11,5,0,54,3,6,7,11,10,17,0,0,61,81,134,133,135,150,125,44,4,815,3,0,6,5,5,3,8,0,28,9,10,28,10,29,23,36,37,185,156,391,531,431,431,301,146,53,2427
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,21,0,9,6,4,9,0,0,0,35
SAL50476,17,10,3,5,0,0,44,0,10,12,9,0,0,0,0,36,23,107,97,49,21,8,0,0,313,22,113,77,62,23,12,6,0,325,64,262,146,89,43,25,4,0,634,18,14,11,3,5,0,0,0,49,3,18,12,12,8,4,0,0,51,86,297,168,99,55,28,4,0,740,3,5,4,3,0,0,0,0,27,21,38,34,21,18,13,5,0,146,160,586,419,257,115,65,14,0,1619
SAL50477,3,0,9,4,0,0,22,0,0,0,3,4,6,0,0,9,3,4,5,8,19,22,6,0,64,3,9,10,5,23,31,5,0,81,6,10,9,5,45,66,17,0,165,0,0,0,0,0,6,0,0,9,0,0,0,5,3,12,0,0,23,6,8,12,15,54,76,17,0,193,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,13,0,59,12,23,30,31,117,163,43,4,428
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,7,0,0,0,0,12
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,8,0,0,3,0,0,0,0,0,7,6,5,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,7,4,7,15,8,3,6,0,49
SAL50481,0,0,4,0,0,0,3,0,3,0,0,4,0,0,0,8,0,0,0,12,3,5,0,0,27,0,3,0,5,9,9,0,0,30,4,8,12,9,23,21,4,0,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,7,6,8,12,10,19,23,6,0,91,0,0,0,0,0,0,0,0,4,0,0,0,6,7,9,0,0,22,8,18,17,38,48,48,7,6,191
SAL50482,159,95,36,21,3,4,413,6,53,77,46,24,10,6,0,226,109,452,537,368,164,59,31,12,1742,95,369,543,366,191,102,60,14,1736,507,956,936,710,454,239,96,34,3929,152,96,78,44,26,14,8,0,409,31,50,90,89,47,30,10,8,342,698,1099,1096,846,518,279,112,39,4681,16,21,38,31,22,8,10,10,150,169,221,214,165,101,82,93,55,1108,1097,2303,2665,1917,1060,561,323,135,10060
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,6,0,4,0,14,6,0,27
SAL50484,50,27,5,16,4,0,152,0,22,13,18,9,4,0,0,66,32,198,157,84,35,16,8,5,542,17,66,69,39,36,22,9,0,273,43,114,104,74,60,46,33,12,483,15,14,7,8,7,5,0,0,47,0,4,15,12,9,9,0,0,46,63,131,124,88,76,56,30,12,581,0,0,4,4,5,4,0,3,17,24,36,41,30,24,17,24,22,213,143,495,458,296,195,133,74,43,1837
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,5,0,0,22
SAL50486,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,5,5,3,6,4,10,7,0,0,31,0,0,3,8,6,17,5,0,41,5,6,4,5,13,8,4,9,55,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,8,6,4,9,10,14,6,9,68,0,0,0,0,0,0,0,0,3,3,3,4,5,9,17,8,8,50,18,14,13,23,45,51,18,19,209
SAL50487,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,10,0,3,3,0,5,3,0,0,10,0,0,8,8,7,3,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,8,8,14,8,0,0,35,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,3,0,14,9,10,11,18,22,11,6,0,83
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,12,5,12,8,9,0,54,0,5,3,5,10,11,14,5,54,12,61,80,44,55,83,48,15,381,9,43,35,52,99,91,77,17,413,70,122,107,124,154,197,136,30,935,18,11,0,6,7,7,7,6,60,9,15,6,3,14,28,27,0,95,93,146,118,134,178,230,168,32,1092,0,3,0,4,4,15,13,5,48,14,15,14,20,28,82,88,28,295,123,280,263,261,384,522,409,100,2344
SAL50492,16,6,6,0,0,0,45,0,5,0,13,11,0,0,0,37,8,63,40,35,30,12,13,5,207,5,13,31,25,31,22,14,11,148,41,86,62,66,70,34,33,0,393,10,4,6,3,3,0,5,0,32,4,0,3,8,10,0,6,0,31,49,91,72,76,83,34,39,5,453,0,3,0,0,4,0,4,0,9,35,51,32,53,50,54,58,25,360,103,235,192,203,220,124,135,47,1258
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,6,0,0,0,5,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,4,10,10,0,0,32
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SAL50497,30,30,19,20,3,0,138,0,19,12,23,21,23,0,0,93,36,193,144,81,82,83,14,3,637,12,65,68,67,87,79,29,5,408,77,221,170,141,165,151,51,3,994,14,12,8,8,7,5,3,0,65,4,7,9,12,17,26,8,0,86,93,246,187,166,190,185,64,7,1142,0,0,0,5,5,10,4,0,31,40,58,41,44,54,76,37,12,360,180,620,487,411,460,473,159,23,2814
SAL50498,5,4,5,5,6,0,12,0,3,0,0,6,4,0,0,11,0,10,9,7,13,14,0,0,58,0,7,3,5,12,22,0,0,47,11,10,10,12,25,34,6,0,97,0,0,0,0,0,6,0,0,4,0,0,0,0,3,0,0,0,7,8,10,10,14,28,38,5,0,108,0,0,0,0,0,0,0,0,3,4,5,0,3,3,11,0,0,24,15,28,24,24,71,88,18,0,266
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,13,0,4,3,3,6,3,0,0,28
SAL50500,8,13,18,9,5,0,68,0,13,10,21,25,20,6,0,93,19,61,78,86,81,80,22,9,443,16,46,61,86,109,71,42,12,439,93,161,141,167,202,163,75,21,1023,24,16,14,14,12,7,4,0,91,8,9,6,18,15,27,12,0,102,125,187,162,202,235,204,90,19,1221,0,6,0,8,10,8,7,0,33,29,40,32,42,32,42,43,13,272,190,356,358,458,507,439,210,57,2566
SAL50501,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,7,12,7,10,3,0,33,0,0,0,4,5,6,3,0,14,0,6,6,5,5,4,3,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,6,9,5,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,16,0,11,11,32,24,23,17,0,118
SAL50502,59,25,22,10,6,0,163,0,16,31,21,12,5,8,0,92,39,190,161,97,60,61,17,3,643,19,56,91,44,54,61,21,5,346,66,103,115,112,110,104,41,21,673,31,11,3,3,6,8,0,0,68,5,5,11,6,12,8,8,3,64,99,123,127,125,128,117,49,21,799,0,5,5,6,7,3,8,6,36,17,24,25,19,23,32,43,48,228,180,452,506,337,299,298,157,87,2316
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,3,0,11,0,0,17
SAL50508,18,7,12,9,5,0,54,0,9,4,11,10,0,0,0,29,12,44,20,20,20,21,0,0,140,0,7,13,8,9,20,0,0,63,8,32,28,23,22,14,0,0,134,3,4,6,4,5,4,0,0,25,0,6,4,4,5,0,0,0,21,21,45,36,29,32,16,0,0,179,0,0,0,0,0,0,0,0,0,43,56,35,47,42,41,9,0,272,76,166,125,127,120,102,14,0,731
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SAL50510,239,283,196,87,35,15,957,0,20,69,100,84,40,21,4,333,138,255,464,640,432,240,94,23,2277,22,34,73,121,156,98,40,25,576,62,36,69,71,77,51,33,7,397,17,0,5,6,9,0,5,0,38,0,4,6,27,24,16,10,8,96,76,37,83,98,113,64,45,15,530,3,3,7,4,3,7,10,5,43,17,12,23,24,19,33,33,9,176,274,454,952,1266,1008,566,274,89,4890
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,8,0,12,11,3,10,6,0,0,52,0,3,4,6,3,3,0,0,24,7,10,10,4,8,9,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,13,10,4,7,9,0,0,50,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,16,9,32,19,22,33,28,9,0,150
SAL50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,0,6,5,4,4,5,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,9,5,4,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,16,7,8,7,0,0,50
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,4,4,0,0,17
SAL50516,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,14,7,6,4,0,0,0,32,0,11,5,4,0,0,0,0,25,7,24,24,19,17,3,0,0,102,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,31,26,21,17,3,0,0,106,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,17,61,41,27,28,3,0,0,176
SAL50517,4,4,3,0,0,0,16,0,0,4,6,4,0,0,0,11,0,25,24,12,17,6,4,0,92,4,14,11,10,9,5,3,0,61,25,27,23,41,39,18,9,0,189,7,0,0,0,3,0,0,0,13,0,0,0,0,3,3,0,0,10,28,27,30,45,48,25,13,3,214,0,0,0,0,4,0,0,0,5,12,7,14,9,3,13,3,0,59,51,86,82,85,86,48,17,3,462
SAL50518,88,30,28,14,9,5,221,9,25,32,26,22,14,3,4,131,45,302,312,167,112,74,29,18,1065,56,154,215,183,151,117,27,10,917,258,548,483,407,364,268,96,27,2456,99,35,37,21,13,10,0,0,220,10,19,33,43,40,42,7,9,206,372,610,546,472,411,321,109,39,2882,0,9,10,12,9,15,5,0,59,100,105,148,90,98,97,65,35,736,583,1255,1354,981,829,651,248,105,6011
