SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL50605,0,0,0,0,10,0,0,17,0,4,0,4,5,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,3,0,6,39,11,0,55
SAL50606,0,4,0,9,20,3,0,33,0,0,0,0,27,0,0,33,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,12,6,0,23,91,4,8,125
SAL50607,28,77,0,109,392,8,0,507,3,161,0,162,460,14,0,640,0,35,0,37,300,5,3,347,0,0,0,0,69,4,0,78,957,354,44,1362,2599,109,3,4072
SAL50608,3,3,0,6,21,95,0,128,0,0,0,0,4,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,5,68,183,551,5,803
SAL50609,70,116,8,195,981,76,0,1259,14,188,0,201,814,86,5,1102,3,30,0,33,520,73,0,620,0,0,0,0,242,65,0,309,1619,559,105,2286,6293,665,13,9258
SAL50610,16,80,0,96,283,4,3,393,4,53,0,59,152,4,4,217,6,8,0,6,44,3,0,60,0,0,0,0,12,0,0,15,1693,297,83,2071,2655,134,15,4879
SAL50611,10,32,0,47,172,3,0,226,0,19,0,18,101,8,0,131,0,3,0,3,44,7,0,58,0,0,0,0,10,0,0,12,501,104,21,629,1031,81,4,1749
SAL50612,0,3,0,3,12,0,0,17,0,4,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,19,52,5,0,74
SAL50613,47,139,4,194,545,20,12,772,12,115,3,129,314,13,16,472,4,10,0,15,112,0,3,132,0,0,0,0,27,0,0,27,3071,499,96,3667,4222,178,40,8103
SAL50614,0,0,0,0,6,3,0,9,0,4,0,4,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,5,0,18,20,3,0,36
SAL50615,14,63,0,84,296,37,0,409,0,52,0,52,316,23,0,391,0,4,0,4,260,25,0,286,0,0,0,0,122,14,0,139,461,203,20,681,1950,194,10,2839
SAL50616,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,16,0,0,26
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,7,0,13,76,6,0,90,0,10,0,10,61,8,0,83,0,0,0,0,29,3,0,38,0,0,0,0,4,0,0,4,70,24,6,100,238,35,0,375
SAL50619,3,13,0,21,81,0,0,105,0,13,0,16,48,4,3,70,0,4,0,4,15,0,0,17,0,0,0,0,0,0,0,3,534,90,29,647,1007,50,3,1710
SAL50620,8,25,0,25,98,6,0,136,0,20,0,24,121,6,0,149,0,0,0,0,66,4,0,74,0,0,0,0,23,0,0,22,113,68,3,184,575,55,0,816
SAL50621,5,0,0,5,12,0,0,11,0,7,0,7,16,3,0,17,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,9,4,3,23,33,5,0,66
SAL50622,23,126,0,150,530,16,5,706,6,114,0,117,450,18,0,583,0,17,0,19,197,10,0,227,0,0,0,0,62,6,0,71,1254,411,72,1739,3364,234,10,5342
SAL50623,29,84,8,115,378,14,0,509,6,108,0,119,376,16,0,500,3,14,0,15,270,9,0,305,0,0,0,0,57,0,0,57,685,294,33,1008,2143,79,3,3241
SAL50624,0,0,0,0,3,7,0,16,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,24,23,0,59
SAL50625,16,74,0,92,255,8,0,352,4,37,0,41,170,0,0,221,0,16,0,16,92,0,0,104,0,0,0,0,21,0,0,21,392,203,22,616,1285,57,8,1961
SAL50626,0,3,0,3,23,0,0,28,0,12,0,12,12,0,0,24,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,26,19,0,43,73,3,0,126
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,13,27,0,41,169,4,0,218,0,43,0,47,163,11,0,221,0,5,0,5,92,7,0,111,0,0,0,0,26,0,0,32,230,105,15,349,845,60,0,1252
SAL50629,3,5,0,4,70,0,0,80,0,4,0,3,46,0,0,47,0,0,0,0,39,0,0,41,0,0,0,0,0,0,0,0,52,25,6,79,275,3,0,356
SAL50630,0,0,0,0,15,0,0,17,0,0,0,0,16,0,0,15,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,19,0,0,24,58,9,0,80
SAL50631,0,0,0,0,12,0,0,16,0,7,0,7,16,0,0,17,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,28,8,0,33,52,4,0,92
SAL50632,0,0,0,0,14,0,0,16,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,53,0,0,64
SAL50633,51,227,0,280,1095,50,5,1433,13,182,4,197,789,25,5,1015,6,35,0,42,592,31,0,663,0,0,0,0,217,13,0,235,2083,731,88,2902,6236,373,10,9521
SAL50634,0,7,0,7,30,0,0,41,0,3,0,3,26,0,0,25,0,0,0,0,16,0,0,20,0,0,0,0,0,0,0,0,36,19,0,52,119,12,0,184
SAL50635,8,21,0,31,184,10,0,225,0,20,0,20,128,8,0,156,0,9,0,8,61,3,0,76,0,0,0,0,20,0,0,22,225,108,10,333,1544,120,5,2011
SAL50636,10,42,0,54,183,9,0,251,0,31,0,29,85,8,7,131,0,6,0,6,32,0,0,41,0,0,0,0,7,0,0,11,898,203,47,1147,1635,122,8,2917
SAL50637,0,6,0,6,12,0,0,14,0,0,0,0,15,0,0,17,0,0,0,0,11,5,0,18,0,0,0,0,0,0,0,0,20,6,0,29,58,3,0,85
SAL50638,95,290,4,387,1241,28,0,1662,28,425,3,456,894,29,0,1386,4,75,0,78,441,19,0,533,0,0,0,0,160,4,0,164,1917,972,95,2980,5694,223,5,8907
SAL50639,12,31,0,42,168,6,0,219,0,36,0,35,182,10,0,226,0,6,0,9,102,9,0,118,0,0,0,0,34,0,0,34,256,114,11,384,963,89,0,1443
SAL50640,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,7,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,12,6,0,17,22,10,0,51
SAL50641,26,36,0,60,360,19,0,447,3,61,0,67,242,24,0,332,0,9,0,13,163,43,0,214,0,0,0,0,98,81,0,174,755,185,51,995,2106,308,8,3412
SAL50642,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,22,3,0,31
SAL50643,0,0,0,0,15,0,0,16,0,0,0,0,13,0,0,13,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,4,39,6,0,54
SAL50644,4,5,0,3,3,0,0,15,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,4,14,0,0,21,42,0,0,54
SAL50645,31,120,0,154,452,12,7,630,4,74,3,79,346,11,3,433,0,13,0,13,153,10,0,177,0,0,0,0,33,0,0,34,1426,352,65,1839,3181,158,17,5203
SAL50646,0,0,0,0,30,5,0,32,0,3,0,3,13,0,0,19,0,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,12,3,0,20,88,10,0,117
SAL50647,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,0,4,0,3,21,0,0,25
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,4,0,0,7,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,14,5,0,25
SAL50650,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,20,5,0,35
SAL50651,0,0,0,0,6,6,0,12,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,17,9,0,34
SAL50652,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,8,0,44
SAL50653,6,6,0,11,32,0,0,50,0,9,0,10,25,4,0,38,0,0,0,0,17,6,0,26,0,0,0,0,4,0,0,4,51,21,0,72,159,16,0,250
SAL50654,0,16,0,17,141,16,0,172,0,3,0,3,122,16,0,142,0,3,0,3,74,15,0,87,0,0,0,0,12,6,0,16,146,35,10,188,614,97,0,895
SAL50655,0,9,0,9,41,8,0,58,0,0,0,0,36,10,0,51,0,0,0,0,20,3,0,24,0,0,0,0,3,0,0,5,23,16,4,40,139,32,0,218
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50657,4,13,0,24,99,6,0,126,0,14,0,14,71,5,0,87,0,0,0,0,47,0,0,55,0,0,0,0,8,0,0,8,83,45,4,140,405,26,5,565
SAL50658,0,3,0,3,16,0,0,20,0,0,0,0,23,0,0,27,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,11,9,0,19,77,5,0,107
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,12,0,0,18
SAL50660,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,11,5,0,22
SAL50661,47,133,4,183,689,20,0,891,14,151,0,164,520,16,7,708,0,15,0,19,208,15,0,246,0,0,0,0,68,6,0,76,1688,539,85,2314,4244,255,20,6829
SAL50662,0,6,0,12,44,16,0,74,0,10,0,10,41,6,0,55,0,0,0,0,21,0,0,25,0,0,0,0,9,5,0,12,54,22,3,85,224,62,3,367
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,0,0,15
SAL50664,49,199,0,250,783,14,0,1051,0,153,0,155,346,5,3,511,0,19,0,15,143,0,5,167,0,0,0,0,42,0,0,44,940,475,35,1456,3052,91,9,4607
SAL50665,3,0,0,3,3,3,0,8,0,0,0,0,9,0,0,9,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,5,0,0,4,49,5,0,55
SAL50666,0,0,0,0,11,0,0,7,0,0,0,0,19,0,0,19,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,5,0,4,45,0,0,49
SAL50667,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12
SAL50668,45,67,3,114,594,29,0,733,0,105,0,110,359,37,0,506,0,29,0,32,164,36,0,226,0,0,0,0,93,30,0,122,965,309,40,1308,3211,221,12,4747
SAL50669,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,13
SAL50670,38,104,0,143,679,46,3,861,9,125,0,133,546,52,0,736,3,39,0,39,380,82,5,508,0,0,0,3,214,114,0,329,1425,440,43,1913,5528,554,19,8010
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,16
SAL50672,0,3,0,3,13,0,0,20,0,4,0,4,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,0,25,46,3,0,72
SAL50673,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,4,55,40,17,0,113
SAL50674,0,0,0,0,15,0,0,15,0,0,0,0,16,3,0,13,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,49,3,0,52
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,5,0,0,10,0,0,0,0,7,3,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,11,28,3,0,46
SAL50677,0,3,0,3,9,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,13,31,0,0,43
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,21,10,10,0,45
SAL50679,4,0,0,3,30,8,0,43,0,0,0,0,24,3,0,33,0,0,0,0,19,11,0,23,0,0,0,0,3,0,0,3,12,12,0,24,95,39,0,157
SAL50680,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,22,6,0,34
SAL50681,0,5,0,5,47,0,0,50,0,12,0,11,38,0,0,56,0,0,0,0,25,0,0,29,0,0,0,0,0,0,0,0,38,28,0,67,183,5,5,260
SAL50682,14,64,0,75,281,12,0,367,4,80,0,85,245,6,0,337,0,8,0,10,104,12,0,125,0,0,0,0,28,0,0,29,398,202,19,616,1411,51,0,2084
SAL50683,27,84,3,113,413,3,0,530,0,61,0,61,188,3,0,252,0,8,0,8,109,3,0,123,0,0,0,0,30,0,0,30,659,253,23,941,1881,46,7,2877
SAL50684,0,0,0,0,24,0,0,26,0,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,4,0,29,89,0,0,122
SAL50685,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,24,0,0,27
SAL50686,5,31,0,33,147,8,0,188,0,12,0,16,75,3,0,93,0,0,0,0,56,4,0,66,0,0,0,0,13,0,0,18,200,79,11,287,568,52,0,908
SAL50687,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13
SAL50688,0,0,0,0,7,0,0,15,0,5,0,5,17,0,0,28,0,5,0,5,11,0,0,16,0,0,0,0,0,0,0,0,19,10,0,33,72,7,0,118
SAL50689,0,0,0,0,5,0,0,4,0,0,0,0,10,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,0,15,20,0,0,42
SAL50690,0,0,0,0,4,0,0,3,0,0,0,0,14,5,0,17,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,15,3,0,20,27,4,0,48
SAL50691,0,0,0,4,65,23,0,86,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,58,18,0,81,370,112,5,579
SAL50692,0,7,0,10,45,4,0,60,0,3,0,3,18,7,0,31,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,59,18,4,83,147,43,7,283
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,16,7,0,27
SAL50694,0,6,0,8,11,4,0,25,0,4,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,32,122,79,14,4,208
SAL50695,0,0,0,0,8,3,0,11,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4,0,0,8,22,3,0,35
SAL50696,13,118,0,135,345,8,4,487,0,51,0,55,155,9,0,213,0,0,0,0,60,0,0,67,0,0,0,0,12,0,0,12,715,277,36,1034,1998,88,7,3120
SAL50697,0,0,0,4,10,3,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,15,3,0,13,36,13,0,62
SAL50698,0,8,0,6,11,4,0,26,0,0,0,0,7,0,0,9,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,26,11,0,38,54,8,0,96
SAL50699,0,4,0,4,10,0,0,14,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,16,34,0,0,44
SAL50700,5,20,0,26,87,4,3,110,0,45,0,47,130,9,0,188,0,18,0,18,191,13,0,225,0,0,0,0,149,10,0,154,147,112,10,262,1006,41,7,1320
SAL50701,38,174,3,216,969,80,0,1273,8,159,0,164,663,76,3,906,0,35,0,35,348,116,0,503,0,0,0,0,220,110,0,331,1209,558,36,1806,5621,754,15,8199
SAL50702,20,50,0,72,430,23,0,521,8,81,0,85,268,13,0,367,0,15,0,19,215,9,0,241,0,3,0,3,149,15,0,168,818,238,44,1100,3110,201,11,4428
SAL50703,0,5,0,6,55,15,0,80,0,0,0,0,51,6,0,62,0,0,0,0,29,5,0,35,0,0,0,0,4,0,0,4,42,8,0,49,228,44,0,319
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,23,0,0,34
SAL50705,4,25,0,30,293,21,0,336,0,23,0,23,349,35,0,404,0,5,0,5,121,22,0,146,0,0,0,0,31,10,0,43,224,84,14,327,1219,152,11,1707
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,16,0,0,23
SAL50707,52,141,0,199,713,14,0,928,16,271,0,286,677,26,0,986,5,78,0,76,600,40,0,723,0,3,0,3,265,20,0,284,1018,617,53,1686,3916,186,0,5786
SAL50708,3,7,0,3,18,5,0,28,0,0,0,0,12,0,0,15,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,19,4,0,26,74,23,0,121
SAL50709,3,44,0,50,380,73,3,510,0,42,0,43,498,69,0,608,0,6,0,10,191,27,0,224,0,0,0,0,29,6,0,38,222,120,6,353,1539,303,13,2206
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,4,11,0,18,95,3,0,118,0,9,0,13,88,3,0,109,0,0,0,0,53,0,0,53,0,0,0,0,7,0,0,7,134,51,0,184,482,31,0,697
SAL50712,28,42,0,66,407,98,3,585,3,25,0,28,186,48,5,270,0,9,0,9,99,24,0,140,0,0,0,0,45,21,0,68,557,152,29,734,2357,635,29,3758
SAL50713,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,6,0,18,53,4,0,68
SAL50714,33,107,4,146,534,9,4,693,6,206,4,214,468,12,0,696,0,47,0,46,271,16,0,333,0,0,0,0,106,12,0,119,856,465,29,1350,2831,101,6,4290
SAL50715,0,4,0,0,3,0,0,7,0,3,0,3,6,5,0,14,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,14,3,0,19,23,18,0,63
SAL50716,0,16,0,16,19,10,0,47,0,3,0,3,14,7,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36,120,3,159,105,35,0,301
SAL50717,4,8,0,8,75,66,0,144,0,3,0,3,33,26,0,66,0,0,0,0,11,8,0,17,0,0,0,0,0,0,0,4,130,43,10,181,353,484,3,1021
SAL50718,3,32,0,36,166,26,0,225,0,9,0,6,85,13,0,115,0,0,0,0,27,7,0,34,0,0,0,0,8,0,0,11,255,69,9,331,734,217,0,1282
SAL50719,0,9,0,11,74,4,0,92,0,10,0,6,82,9,0,93,0,0,0,0,35,3,0,40,0,0,0,0,3,0,0,3,67,27,6,93,297,17,0,414
SAL50720,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,16
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,9,0,8,30,0,0,40,0,4,0,6,64,0,0,75,0,0,0,0,12,4,0,14,0,0,0,0,8,0,0,8,22,9,3,35,155,7,0,195
SAL50723,0,0,0,0,5,0,0,8,0,0,0,0,10,4,0,13,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,5,3,3,14,37,4,0,56
SAL50724,20,15,0,33,152,9,0,195,3,24,0,30,117,9,0,160,0,10,0,10,47,3,0,67,0,0,0,0,14,0,0,14,222,84,0,306,1149,112,9,1578
SAL50725,57,207,4,267,1014,34,0,1317,18,260,0,280,766,20,0,1068,0,49,0,50,507,18,0,579,0,3,0,3,174,10,0,183,1286,648,34,1973,5457,238,22,7692
SAL50726,0,3,0,3,61,0,0,69,0,0,0,0,50,0,0,51,0,0,0,0,12,3,0,15,0,0,0,0,3,0,0,3,18,14,0,32,230,27,4,289
SAL50727,0,0,0,4,6,0,0,13,0,4,0,4,6,3,0,9,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,5,14,5,0,26,36,11,0,76
SAL50728,0,3,0,4,14,3,0,29,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,13,4,87,87,8,0,182
SAL50729,0,0,0,3,8,0,0,9,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,7,22,0,0,29
SAL50730,0,0,0,3,51,19,0,72,0,0,0,3,33,7,0,44,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,46,10,0,54,212,102,0,372
SAL50731,11,31,0,44,134,6,0,185,0,20,0,23,97,8,0,130,0,9,0,9,36,3,0,43,0,0,0,0,9,0,0,15,442,118,22,585,826,63,0,1471
SAL50732,0,17,0,16,29,0,0,49,0,14,0,18,42,0,0,60,0,0,0,0,23,0,0,26,0,0,0,0,7,0,0,7,74,44,5,123,185,0,0,311
SAL50733,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,0,53
SAL50734,0,8,0,10,23,0,0,31,0,5,0,8,14,3,0,20,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,27,13,0,40,103,9,0,144
SAL50735,3,0,0,5,15,12,0,32,0,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,35,114,77,0,229
SAL50736,0,3,0,4,6,0,0,13,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,5,0,17,45,0,0,67
SAL50737,0,4,0,5,31,11,0,44,0,0,0,0,26,0,0,28,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,22,14,0,36,172,34,3,249
SAL50738,0,5,0,0,67,33,0,104,0,0,0,0,63,0,0,63,0,0,0,0,15,3,0,18,0,0,0,0,0,0,0,0,43,7,3,51,317,200,20,596
SAL50739,0,5,0,3,34,7,0,52,0,6,0,6,27,3,0,39,0,3,0,3,9,3,0,14,0,0,0,0,0,0,0,0,43,33,5,75,171,19,0,267
SAL50740,60,129,4,191,808,10,3,1015,16,266,0,284,616,13,4,914,4,81,0,87,585,36,0,704,0,0,0,0,280,18,0,295,1899,604,87,2585,4859,180,20,7641
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,18,43,0,54,371,31,0,457,0,41,0,41,293,38,0,374,0,3,0,3,185,25,0,213,0,0,0,0,70,22,0,92,446,156,28,626,1985,343,3,2955
SAL50743,0,0,0,5,13,0,0,11,0,0,0,0,15,0,0,13,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,10,3,0,11,39,5,0,61
SAL50744,0,0,0,0,13,0,0,13,0,0,0,0,14,0,0,14,0,0,0,0,5,4,0,5,0,0,0,0,0,0,0,0,7,0,0,7,42,6,0,57
SAL50745,0,14,0,12,56,0,0,73,0,10,0,10,52,6,0,67,0,4,0,4,23,0,0,33,0,0,0,0,4,0,0,4,251,50,13,314,444,24,0,782
SAL50746,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,13,0,0,30
SAL50747,4,15,0,19,117,16,0,147,0,9,0,9,107,9,0,119,0,4,0,4,74,12,0,89,0,0,0,0,35,7,0,37,76,38,6,123,548,80,0,746
SAL50748,48,178,3,226,972,70,0,1266,12,176,0,188,861,52,5,1103,5,25,0,32,488,63,3,588,0,5,0,5,174,63,0,236,1408,638,91,2147,5676,593,11,8425
SAL50749,4,18,0,27,143,14,0,178,0,13,0,17,165,12,0,195,0,4,0,3,81,9,0,92,0,0,0,0,6,5,0,7,127,48,3,179,592,79,0,855
SAL50750,0,0,0,0,5,0,0,5,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,13,8,0,0,17
SAL50751,0,0,0,0,10,0,0,8,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,31,3,0,36
SAL50752,40,49,0,86,378,13,5,480,0,65,0,65,292,17,4,373,0,13,0,13,119,14,0,148,0,0,0,0,42,13,0,55,840,210,41,1096,2321,152,3,3573
SAL50753,0,0,0,0,24,4,0,30,0,3,0,3,14,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,15,3,0,22,71,4,0,93
SAL50754,29,69,4,100,478,35,0,614,13,61,0,70,346,15,0,437,0,12,0,15,196,17,0,227,0,0,0,0,47,0,0,48,875,258,34,1171,2954,284,5,4420
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,39,91,6,128,548,32,0,712,10,86,0,91,432,21,3,550,0,24,0,24,312,21,0,357,0,0,0,0,133,3,0,137,1180,352,35,1571,3964,279,16,5830
SAL50757,0,3,0,4,42,6,0,52,0,0,0,0,37,6,0,41,0,0,0,0,19,0,0,19,0,0,0,0,3,0,0,3,32,11,0,41,166,16,0,228
