SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,13,8,6,3,9,6,0,45,0,4,3,7,4,0,0,23,3,3,4,7,5,0,0,28,0,0,0,0,7,0,0,11,30,35,21,31,53,47,0,220
SAL51431,4,0,0,0,18,4,0,24,3,7,3,0,7,0,0,21,6,3,0,0,11,6,0,20,0,0,0,0,0,0,0,4,21,16,5,6,49,16,0,115
SAL51432,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,19
SAL51433,8,14,4,6,14,10,0,45,12,11,5,0,5,5,0,29,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,3,93,123,111,32,64,41,5,473
SAL51434,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,4,0,17
SAL51435,159,294,97,69,175,15,0,809,79,139,74,58,170,11,0,531,29,74,34,32,114,19,0,306,7,10,6,4,39,8,0,70,1585,2089,754,546,1776,206,6,6972
SAL51436,36,70,31,29,33,18,0,212,32,55,13,20,26,6,0,152,5,12,9,11,18,4,0,59,0,5,0,0,9,0,0,19,228,344,129,117,197,61,4,1078
SAL51437,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,7,0,0,11
SAL51438,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,21
SAL51439,3,4,0,3,3,0,0,13,3,4,0,3,0,0,0,23,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,11,26,11,16,9,8,0,85
SAL51440,17,26,15,4,54,51,0,172,5,3,5,0,8,5,0,24,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,162,211,95,50,360,372,5,1252
SAL51441,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,14,0,12,5,0,0,48
SAL51442,6,6,10,5,0,3,0,32,8,3,3,8,8,7,0,42,6,0,0,3,3,3,0,23,0,3,0,0,0,0,0,0,27,47,33,34,18,29,0,184
SAL51443,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,4,0,0,20
SAL51444,8,0,0,0,0,0,0,12,5,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,5,3,5,8,0,41
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,138,227,123,85,162,19,5,755,51,131,72,62,123,9,0,459,20,46,47,23,75,4,0,208,6,3,4,0,13,0,0,32,978,1259,575,450,1011,117,11,4386
SAL51447,6,7,0,0,3,0,0,17,3,0,9,0,6,0,0,14,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,19,15,12,9,13,0,0,66
SAL51448,457,797,377,310,717,85,10,2746,296,580,400,321,713,72,13,2398,140,250,186,168,414,39,6,1209,48,58,37,20,142,27,0,335,3715,4688,2092,1770,5602,797,42,18717
SAL51449,7,11,3,7,7,11,0,59,4,12,7,7,20,3,0,58,4,8,0,6,19,10,0,42,0,0,0,0,4,0,0,6,37,72,34,27,85,75,0,328
SAL51450,0,5,0,3,0,0,0,9,0,3,0,3,4,0,0,7,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,8,13,12,11,14,4,0,62
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51452,0,0,0,0,0,4,0,7,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,10,14,0,34
SAL51453,4,8,3,0,0,0,0,15,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,25,3,6,5,0,0,46
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51455,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,15,4,0,35
SAL51456,71,101,45,21,99,67,6,416,30,49,27,15,61,42,3,226,7,8,0,4,18,6,0,48,0,0,0,0,0,0,0,6,488,669,285,212,524,432,17,2625
SAL51457,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,14
SAL51458,27,79,32,28,35,25,0,231,23,74,53,46,55,27,0,271,11,20,22,16,40,10,0,122,11,8,7,3,7,3,0,38,162,307,166,151,230,113,0,1134
SAL51459,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,5,0,0,18
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,18
SAL51462,12,18,15,12,15,6,0,74,0,12,7,10,4,0,0,35,0,3,0,0,7,4,0,18,0,0,0,0,0,0,0,8,35,64,51,39,45,94,0,338
SAL51463,3,6,0,3,0,8,0,22,0,0,0,5,3,4,0,20,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,4,17,4,13,12,329,0,384
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,11,0,0,8,3,0,22,0,9,3,4,10,3,0,19,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,9,26,6,13,28,19,0,99
SAL51467,46,68,32,22,61,12,5,243,20,81,43,31,61,17,4,264,20,20,8,7,39,30,0,120,6,0,0,0,22,20,0,55,712,923,354,281,821,156,15,3262
SAL51468,3,0,5,3,3,0,0,19,4,0,0,0,6,0,0,14,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,3,15,30,20,17,19,3,0,101
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,55,152,60,22,41,9,4,346,43,120,60,24,51,8,0,310,17,51,41,25,41,10,0,193,5,12,13,14,28,6,0,72,539,703,347,188,368,79,6,2240
SAL51471,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,3,0,25
SAL51472,151,232,67,44,195,34,0,730,73,157,85,56,191,27,0,583,27,77,37,26,100,4,0,276,23,35,15,5,65,9,0,162,1429,1896,576,370,1732,356,16,6379
SAL51473,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13
SAL51474,3,10,0,0,0,0,0,15,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,5,3,12,0,0,50
SAL51475,68,152,60,61,91,36,0,469,39,85,65,58,91,20,0,356,16,34,38,22,56,11,0,177,3,4,3,6,16,8,0,30,481,706,377,327,653,206,11,2759
SAL51476,4,3,0,0,4,0,0,10,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,5,6,7,3,0,45
SAL51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,7,0,7,0,0,0,19
SAL51478,3,12,3,4,11,0,0,41,8,17,6,7,0,0,0,42,0,3,5,0,8,0,0,14,0,0,0,0,0,0,0,0,43,88,37,40,58,15,0,274
SAL51479,0,0,0,0,13,22,0,39,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,47,136,3,220
SAL51480,0,12,3,3,0,0,0,21,8,7,7,7,8,0,0,32,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,35,33,21,19,23,3,0,134
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,12,25,14,9,15,5,0,72,9,34,22,20,23,5,0,113,5,9,4,7,18,0,0,45,0,0,0,0,3,0,0,7,94,134,61,52,106,18,0,461
SAL51483,0,3,0,4,0,0,0,11,0,3,3,4,4,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,20,7,9,8,5,0,56
SAL51484,9,16,6,3,0,0,0,33,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,12,19,24,10,0,138
SAL51485,34,82,48,30,62,15,0,273,22,52,23,43,85,15,0,237,3,17,8,11,30,5,0,81,0,3,0,0,6,4,0,19,306,429,190,165,487,111,0,1693
SAL51486,22,52,18,17,44,15,0,168,7,35,19,19,31,0,0,115,3,7,3,7,37,6,0,64,0,0,0,0,0,0,0,0,175,256,108,84,323,138,3,1087
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL51488,4,4,0,0,4,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,11,4,3,3,4,0,40
SAL51489,44,102,45,40,60,4,0,293,32,63,47,38,44,7,0,239,9,20,30,15,35,0,0,108,0,0,0,0,10,0,0,15,418,566,289,237,379,56,3,1952
SAL51490,208,292,93,55,211,47,5,904,115,191,108,65,184,43,0,703,40,59,30,22,92,13,4,257,12,22,9,0,49,3,0,90,1976,2309,735,446,1878,451,28,7830
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51492,13,32,10,0,30,9,0,95,0,12,5,4,13,3,0,37,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,115,146,51,45,180,54,0,597
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,31,66,22,17,29,9,0,174,24,31,14,9,28,3,0,99,8,17,10,10,26,5,0,79,0,7,3,8,12,5,0,32,249,306,113,101,227,49,0,1043
SAL51495,5,6,0,0,4,8,0,14,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,19,24,9,5,4,12,0,75
SAL51496,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,5,3,0,24
SAL51497,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,9,0,9,0,3,0,22
SAL51498,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,4,6,5,0,40
SAL51499,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,11,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,8,12,5,11,13,4,0,49
SAL51500,46,93,49,26,62,25,0,310,30,69,42,46,79,29,0,287,14,10,14,16,30,16,0,103,5,0,0,4,13,4,0,31,335,545,253,224,438,235,5,2030
SAL51501,33,62,36,23,48,11,0,223,26,43,36,36,57,21,0,219,21,25,21,17,44,14,0,141,8,4,4,0,21,5,0,44,214,272,147,123,273,119,3,1150
SAL51502,221,494,249,170,426,73,4,1636,140,274,169,159,323,38,0,1103,64,96,87,53,188,51,0,541,13,32,10,12,69,45,0,180,1782,2471,1170,953,2573,542,17,9499
SAL51503,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,6,4,0,5,0,0,28
SAL51504,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,0,8,4,0,47
SAL51505,5,11,12,6,8,0,0,40,4,8,5,4,0,0,0,25,0,4,4,3,5,0,0,10,0,0,0,0,0,0,0,3,31,49,26,29,35,10,0,172
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10
SAL51508,19,27,19,10,22,4,0,110,13,30,26,13,22,0,0,106,7,11,11,8,13,8,0,53,3,6,4,0,11,0,0,23,157,221,118,85,136,32,0,754
SAL51509,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,3,0,3,3,0,40
SAL51510,17,26,17,14,14,17,0,106,12,23,12,11,18,5,0,89,4,3,5,17,15,3,0,51,0,0,0,0,0,0,0,9,64,109,56,58,82,38,0,409
SAL51511,0,3,0,0,0,0,0,9,0,4,0,5,0,3,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,15,8,3,4,13,0,62
SAL51512,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,9,5,0,0,26
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,3,0,0,24
SAL51515,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,17
SAL51516,3,0,3,0,6,5,0,21,0,0,4,0,5,0,0,7,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,7,21,27,0,18,28,0,106
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,4,3,0,13
SAL51518,15,17,12,10,3,16,0,59,0,14,7,9,5,14,0,52,9,4,3,3,10,7,0,35,0,0,0,0,0,0,0,4,41,66,37,40,54,80,0,319
SAL51519,38,100,55,40,76,10,0,326,29,63,45,49,51,4,0,243,12,11,7,13,20,0,0,64,0,3,0,0,8,0,0,16,672,953,378,329,724,60,5,3124
SAL51520,7,0,0,0,0,0,0,7,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,11,11,4,3,4,0,0,47
SAL51521,56,133,58,38,75,8,0,371,37,74,42,36,62,9,0,265,23,36,24,16,45,17,5,168,8,6,6,5,8,9,0,40,621,910,390,349,613,152,9,3030
SAL51522,0,7,6,8,4,4,0,25,4,6,4,5,8,7,0,37,0,3,0,0,9,0,0,8,0,0,0,0,0,0,0,4,4,27,14,7,30,22,0,113
SAL51523,0,0,0,0,4,3,0,9,0,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,7,7,3,0,35
SAL51524,0,10,6,3,7,0,0,19,0,7,0,0,5,0,0,15,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,32,6,18,12,8,0,94
SAL51525,96,180,82,66,121,4,0,553,78,150,119,92,177,22,3,642,29,53,31,41,79,5,0,247,12,8,8,3,27,4,0,49,613,849,425,391,786,78,9,3153
SAL51526,258,422,217,135,332,43,0,1408,165,317,244,193,379,43,0,1340,85,151,98,73,293,62,0,760,24,43,25,16,173,82,0,370,1867,2555,1194,865,2590,464,18,9553
SAL51527,0,4,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,7,15,3,0,47
SAL51528,8,7,5,0,4,5,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36,50,26,5,17,33,0,163
SAL51529,3,6,6,3,0,4,0,33,0,0,3,10,3,0,0,21,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,22,31,16,22,19,7,0,118
SAL51530,19,14,12,0,5,3,0,48,0,10,0,0,10,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,111,144,85,0,38,26,0,409
SAL51531,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,19
SAL51532,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,15,4,5,7,0,0,44
SAL51533,5,16,0,0,3,0,0,32,9,6,3,5,4,3,0,26,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,100,136,33,8,60,36,6,383
SAL51534,216,460,232,171,319,46,3,1444,112,191,154,133,234,29,3,861,70,76,70,75,191,24,0,511,17,20,15,9,63,12,0,142,1565,2181,1051,878,2133,367,12,8188
SAL51535,0,4,0,0,0,0,0,5,0,0,5,5,4,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,10,9,8,11,0,0,41
SAL51536,57,124,64,61,83,17,0,399,49,88,61,74,91,21,0,387,20,50,24,34,60,30,0,213,9,7,8,5,24,30,0,93,375,563,297,321,520,172,0,2248
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12
SAL51538,5,0,0,4,3,5,0,19,0,0,0,0,0,0,0,7,5,0,0,0,0,3,0,10,0,0,0,0,0,5,0,6,5,7,4,3,17,21,0,65
SAL51539,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,17
SAL51540,14,29,22,10,14,0,0,93,12,27,18,16,14,5,0,90,4,4,3,9,9,5,0,43,0,0,0,0,5,0,0,8,129,170,90,70,109,19,0,594
SAL51541,78,158,58,39,75,4,0,410,55,142,79,71,112,4,0,468,31,80,55,35,90,12,0,306,12,19,11,0,34,0,0,79,676,986,405,282,689,79,4,3117
SAL51542,11,12,6,5,13,3,0,47,3,7,3,5,4,4,0,27,0,3,4,0,4,4,0,14,0,0,0,0,0,4,0,4,30,55,21,13,43,22,0,187
SAL51543,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,22
SAL51544,54,122,59,42,57,9,0,337,39,100,59,49,51,11,0,318,29,40,18,24,48,3,0,162,0,4,8,0,15,0,0,31,422,553,254,195,543,75,20,2060
SAL51545,3,6,0,0,4,4,0,21,3,0,8,8,5,4,0,28,0,5,0,0,0,4,0,10,0,0,0,0,0,0,0,3,24,27,12,13,28,20,0,119
SAL51546,39,83,32,14,26,0,0,183,30,72,49,21,36,7,0,217,12,38,24,17,33,10,0,125,5,10,9,0,17,0,0,32,268,350,177,88,177,45,0,1107
SAL51547,4,7,0,3,0,6,0,17,3,4,0,0,5,0,0,14,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,24,28,15,13,18,12,0,110
SAL51548,0,0,0,0,6,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,3,10,3,5,0,44
SAL51549,100,154,82,49,131,22,3,541,32,62,59,52,100,12,0,321,21,25,21,18,22,9,0,101,3,3,3,0,20,0,0,33,990,1182,563,499,1173,222,8,4638
SAL51550,11,26,8,5,26,4,0,81,17,12,11,9,17,0,0,63,7,9,0,7,6,0,0,32,0,5,0,0,8,0,0,11,69,91,32,33,131,24,0,379
SAL51551,0,0,0,0,0,3,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,4,6,0,21
SAL51552,4,9,5,3,4,0,0,20,0,4,0,4,4,0,0,12,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,14,28,15,19,33,7,0,110
SAL51553,0,3,0,3,0,4,0,17,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,5,4,0,27
SAL51554,0,4,4,0,4,0,0,11,0,0,0,0,5,0,0,13,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,12,10,6,15,3,0,61
SAL51555,3,4,0,0,12,19,0,33,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,9,36,36,3,131
SAL51556,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,9,6,6,0,27
SAL51557,5,3,6,3,25,0,0,41,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,58,14,11,159,7,3,264
SAL51558,133,287,127,79,241,32,9,899,58,119,76,66,129,17,9,480,17,37,30,20,76,5,0,192,0,6,0,0,21,3,0,36,2078,2781,1078,957,2726,391,26,10031
SAL51559,0,5,3,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,3,4,0,0,29
SAL51560,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL51561,4,15,4,9,5,0,0,40,3,0,5,7,3,0,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,25,37,11,23,14,5,3,118
SAL51562,0,0,5,3,6,0,0,14,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,7,9,11,3,8,0,56
SAL51563,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,12,7,0,24
SAL51564,228,445,168,75,136,22,6,1080,124,299,162,89,190,24,8,894,65,114,68,55,179,10,3,498,48,40,28,14,225,20,3,381,2250,2827,1175,726,2156,271,37,9438
SAL51565,155,318,119,62,77,9,0,741,77,181,124,69,93,10,0,560,55,119,90,77,104,7,0,445,34,41,19,22,55,3,0,177,1251,1662,765,484,920,91,12,5188
SAL51566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,12,0,0,30
SAL51567,47,68,30,20,29,4,0,197,19,45,36,29,23,0,0,142,10,24,17,11,20,5,0,91,7,3,0,8,3,0,0,20,268,355,174,107,162,52,3,1117
SAL51568,0,0,0,0,3,0,0,9,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,0,6,4,0,18
SAL51569,236,414,170,99,224,64,0,1203,143,296,198,158,292,51,0,1132,68,159,102,98,228,54,0,715,42,43,31,18,100,43,0,276,1434,1981,952,692,1615,400,7,7082
SAL51570,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9
SAL51571,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,22
SAL51572,12,11,8,0,5,0,0,36,0,6,4,3,6,0,0,20,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,6,30,52,11,14,31,7,0,147
SAL51573,22,33,18,9,26,0,0,105,27,33,18,16,72,8,0,174,8,21,8,14,51,9,0,106,3,5,3,4,8,0,0,28,97,145,58,50,205,39,4,600
SAL51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,16
SAL51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,21
SAL51576,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,13,4,0,24
SAL51577,26,52,8,3,34,11,0,134,14,15,19,12,23,10,0,87,3,9,4,3,9,0,0,25,0,3,0,0,3,0,0,8,209,294,114,81,245,62,0,999
SAL51578,113,204,48,33,51,14,0,460,77,136,58,27,79,23,0,396,21,33,25,11,45,35,0,164,15,6,0,4,26,45,0,97,964,1209,338,217,616,200,8,3545
SAL51579,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,15
SAL51580,145,183,51,50,126,46,0,603,73,123,35,35,130,29,5,438,44,48,25,16,125,14,0,262,10,14,8,0,82,3,0,114,1511,1702,386,257,1493,365,45,5757
