SA3_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
50901,..,168,21,3,0,0,188,..,..,76,94,72,49,299,..,73,93,53,27,21,273,..,9,0,0,0,0,18,..,250,193,156,103,73,767,..,..,..,4,7,27,37,..,250,193,164,105,91,804,178,..,..,..,..,..,178,..,19,8,0,0,0,26,178,276,197,165,105,91,1014,..,7012,205,33,3,0,7255,..,..,1844,2244,1008,435,5524,..,915,624,241,83,24,1891,..,128,23,3,0,0,162,..,8050,2700,2518,1097,464,14827,..,..,..,67,57,121,243,..,8050,2700,2587,1154,578,15074,6640,..,..,..,..,..,6640,..,425,78,18,6,7,531,6640,8480,2778,2600,1153,579,22245
50902,..,189,30,0,0,0,218,..,..,76,96,55,52,274,..,73,79,54,33,30,270,..,16,3,0,0,0,16,..,277,191,151,87,83,785,..,..,..,15,12,28,50,..,277,191,167,104,107,835,191,..,..,..,..,..,191,..,32,0,5,0,0,34,191,306,186,165,104,107,1063,..,6513,217,21,0,5,6742,..,..,1557,1780,934,352,4620,..,727,435,161,67,23,1412,..,125,17,0,0,0,139,..,7357,2221,1960,998,379,12917,..,..,..,76,56,119,250,..,7357,2221,2032,1050,498,13169,5724,..,..,..,..,..,5724,..,384,42,14,5,0,443,5724,7743,2264,2052,1057,502,19335
50903,..,63,9,0,0,0,66,..,..,24,30,18,26,93,..,26,25,11,12,4,78,..,5,5,0,0,0,11,..,93,63,37,30,32,252,..,..,..,7,0,0,12,..,93,63,46,33,32,265,84,..,..,..,..,..,84,..,12,3,0,0,0,12,84,102,62,48,33,32,356,..,2288,53,5,0,0,2339,..,..,538,658,367,107,1663,..,256,135,55,27,12,481,..,43,4,0,0,0,46,..,2584,728,717,393,119,4531,..,..,..,13,14,17,44,..,2584,728,732,407,136,4576,2128,..,..,..,..,..,2128,..,115,16,7,0,0,146,2128,2697,741,736,409,137,6851
51001,..,418,50,16,8,6,495,..,..,284,336,287,241,1143,..,298,295,216,104,103,1011,..,102,45,13,3,0,168,..,820,680,581,399,346,2817,..,..,..,52,69,306,429,..,820,680,636,465,655,3249,748,..,..,..,..,..,748,..,54,14,7,0,0,71,748,876,686,637,470,653,4073,..,1608,92,16,11,0,1731,..,..,518,705,276,78,1581,..,173,128,56,16,3,375,..,26,3,8,3,0,45,..,1815,743,783,309,85,3726,..,..,..,13,13,31,63,..,1815,743,796,319,118,3785,1854,..,..,..,..,..,1854,..,220,72,22,10,7,326,1854,2035,811,822,323,122,5971
51002,..,200,25,11,5,0,234,..,..,102,149,109,103,463,..,91,92,54,32,16,288,..,29,8,4,0,0,40,..,315,230,218,141,120,1024,..,..,..,10,16,84,110,..,315,230,228,160,209,1140,267,..,..,..,..,..,267,..,33,6,0,0,0,42,267,352,238,228,160,209,1441,..,1220,44,9,0,0,1276,..,..,596,733,350,138,1817,..,125,109,38,6,3,288,..,37,10,0,0,0,41,..,1383,761,784,356,141,3431,..,..,..,7,9,14,37,..,1383,761,787,367,164,3466,1432,..,..,..,..,..,1432,..,139,28,4,0,0,168,1432,1520,789,798,372,161,5068
51003,..,174,22,4,0,0,201,..,..,103,149,96,64,414,..,49,61,44,24,7,187,..,20,8,0,0,0,31,..,251,193,199,121,68,833,..,..,..,11,7,25,37,..,251,193,209,124,96,868,218,..,..,..,..,..,218,..,25,5,3,0,0,38,218,269,200,211,126,101,1125,..,1647,69,11,3,6,1736,..,..,824,1277,595,148,2839,..,159,126,64,9,5,367,..,26,4,0,0,0,34,..,1836,1022,1353,605,158,4977,..,..,..,12,14,31,54,..,1836,1022,1362,620,183,5031,1518,..,..,..,..,..,1518,..,152,41,3,4,3,206,1518,1996,1068,1371,618,189,6761
51101,..,60,3,0,0,0,67,..,..,29,27,17,10,85,..,24,18,9,15,10,75,..,4,0,0,0,0,6,..,91,51,37,33,16,232,..,..,..,4,6,4,5,..,91,51,42,35,21,242,46,..,..,..,..,..,46,..,11,0,0,0,0,11,46,99,50,42,35,21,296,..,1629,47,6,0,0,1680,..,..,464,595,265,101,1429,..,234,132,51,23,11,449,..,43,0,0,0,0,50,..,1907,647,651,286,110,3604,..,..,..,18,11,24,51,..,1907,647,670,295,129,3652,1678,..,..,..,..,..,1678,..,127,18,4,0,0,148,1678,2028,665,672,299,129,5482
51102,..,79,4,4,4,0,87,..,..,22,38,14,24,102,..,36,32,22,10,5,107,..,5,3,0,0,0,12,..,127,66,61,24,26,302,..,..,..,4,0,15,17,..,127,66,66,31,43,319,121,..,..,..,..,..,121,..,6,4,3,0,0,9,121,129,61,68,31,43,451,..,817,41,16,4,0,883,..,..,214,309,120,28,677,..,95,58,11,5,4,179,..,18,4,0,0,0,23,..,928,314,344,128,31,1754,..,..,..,10,9,12,29,..,928,314,353,134,47,1784,901,..,..,..,..,..,901,..,93,28,14,12,4,155,901,1023,345,368,144,50,2841
51103,..,201,25,8,0,0,236,..,..,102,120,100,82,400,..,79,100,56,35,31,307,..,26,13,0,0,0,35,..,301,240,184,139,111,973,..,..,..,15,24,75,112,..,301,240,202,161,187,1093,250,..,..,..,..,..,250,..,37,3,5,0,3,46,250,338,247,208,161,191,1387,..,2644,123,23,0,0,2796,..,..,1136,1352,607,233,3324,..,458,294,126,35,21,932,..,96,18,4,0,0,121,..,3197,1571,1503,645,256,7177,..,..,..,34,22,49,111,..,3197,1571,1531,671,306,7282,3235,..,..,..,..,..,3235,..,293,64,10,9,4,376,3235,3493,1636,1546,675,304,10891
51104,..,279,31,10,0,0,317,..,..,132,157,111,87,489,..,131,158,123,54,52,522,..,41,19,0,0,0,59,..,447,333,291,168,137,1382,..,..,..,17,23,62,109,..,447,333,310,192,202,1486,370,..,..,..,..,..,370,..,51,8,0,0,0,60,370,501,341,310,193,198,1919,..,5393,212,14,0,0,5617,..,..,1521,1806,807,263,4390,..,814,501,179,44,22,1562,..,125,16,0,0,0,144,..,6334,2244,2004,849,285,11709,..,..,..,59,52,68,180,..,6334,2244,2061,899,350,11893,5256,..,..,..,..,..,5256,..,370,48,6,0,0,430,5256,6702,2298,2071,903,350,17576
59797,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,0,0,0,0,3
59999,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
