SA3_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
50502,1184,1266,2453,95066,101627,196695,4790,4218,9005,101037,107110,208149,134,105,236,6100,5729,11824,224,223,445,6456,6054,12510,242,199,436,11140,10658,21795,439,409,849,11814,11263,23082,233,215,444,10536,10444,20985,451,433,883,11221,11088,22308,315,386,702,29949,31816,61765,1929,1495,3427,32198,33695,65893,205,283,490,22278,23633,45914,1099,813,1916,23587,24733,48312,54,82,138,15065,19346,34413,646,849,1489,15764,20280,36040,1091,1181,2272,91243,98523,189766,3453,3526,6977,95789,103232,199021,8,0,4,105,117,228,4,9,16,111,130,247,4,0,4,50,59,104,9,7,7,58,63,115,4,0,3,68,64,130,3,3,9,69,68,141,0,0,0,43,17,66,14,3,16,59,23,77,0,0,0,19,16,33,4,0,3,21,16,38,63,88,158,1689,1717,3410,120,126,242,1872,1934,3805,0,0,0,17,20,35,4,0,7,19,22,45,0,0,0,9,8,12,4,0,5,6,11,17,0,0,0,12,10,17,0,0
50503,1910,2061,3969,96132,100611,196744,4478,3316,7794,102522,105984,208506,279,282,569,6946,6763,13714,238,192,422,7469,7240,14706,521,487,1004,15101,14173,29271,529,492,1014,16146,15144,31290,376,359,734,13043,12573,25611,529,393,920,13944,13322,27267,448,537,981,26789,29516,56309,1511,1002,2513,28742,31063,59800,233,310,545,23161,24576,47743,1281,764,2052,24680,25655,50337,61,85,143,11093,13006,24095,397,467,870,11549,13564,25111,1814,1970,3782,92011,97997,190009,2745,2785,5527,96567,102753,199325,4,0,4,109,95,204,0,5,11,119,104,213,0,0,0,23,19,50,0,0,0,23,19,50,0,3,3,21,29,53,0,0,0,21,34,56,0,0,0,24,21,48,0,5,3,26,26,55,0,0,0,8,8,19,0,0,0,8,8,19,78,59,136,1411,1385,2799,65,48,111,1556,1492,3041,0,0,0,8,5,17,0,0,0,5,5,16,0,0,0,7,6,14,0,0,0,7,8,15,0,0,0,0,4,7,0,0
50601,1366,1417,2785,42882,44187,87071,2352,1973,4327,46604,47583,94184,193,171,367,3521,3342,6866,134,138,271,3850,3656,7505,333,376,707,6812,6430,13247,332,300,630,7481,7107,14584,238,247,486,4880,4859,9736,275,254,528,5390,5363,10747,363,351,718,13248,14256,27503,807,637,1443,14416,15243,29661,183,202,389,9353,9619,18970,609,399,1013,10150,10226,20372,46,65,112,5067,5687,10752,203,240,439,5315,5989,11309,1266,1348,2610,41244,43055,84303,1708,1725,3433,44221,46123,90345,3,6,8,47,55,103,7,7,18,65,71,130,0,0,0,14,11,29,0,0,0,13,14,30,0,0,0,10,11,23,0,0,0,10,11,23,0,0,0,7,10,16,0,0,0,7,14,22,0,0,0,3,7,15,0,0,0,3,7,15,63,53,115,682,685,1370,80,86,174,832,827,1656,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,4,0,0
50602,854,865,1717,34930,34404,69329,2393,1881,4266,38172,37142,75312,76,65,146,2009,2052,4064,81,105,189,2174,2222,4390,146,138,288,3328,3172,6498,185,163,345,3661,3475,7133,178,153,333,4003,4000,8006,285,222,506,4467,4376,8848,239,243,483,13136,12567,25702,997,760,1758,14372,13571,27939,169,186,350,8075,7568,15646,610,401,1018,8854,8157,17012,41,74,118,4375,5045,9418,227,226,454,4647,5342,9985,783,802,1585,33363,33201,66568,1758,1579,3332,35907,35578,71485,3,4,5,53,44,103,6,5,7,62,53,109,4,0,4,38,36,80,19,4,21,64,41,107,0,0,0,61,21,82,20,3,18,80,26,106,3,0,7,77,18,96,32,0,39,114,23,136,4,0,4,54,8,59,33,4,44,89,18,102,61,74,133,1003,956,1960,294,310,604,1360,1336,2698,0,0,0,28,16,39,10,11,20,42,25,64,0,0,0,12,6,14,0,3,6,13,7,22,0,0,0,0,0,0,0,0
50603,618,689,1301,46884,47516,94392,1894,1542,3438,49396,49742,99139,63,63,126,2651,2462,5113,89,65,153,2805,2590,5394,130,146,276,6058,5630,11688,135,160,298,6324,5940,12261,141,146,288,6972,6438,13406,277,205,485,7391,6787,14178,149,175,322,14163,13930,28098,728,540,1275,15041,14647,29688,99,109,213,10368,10906,21274,451,299,751,10919,11320,22232,34,46,76,6674,8146,14818,208,272,481,6910,8468,15384,587,667,1248,45330,46313,91644,1350,1320,2674,47267,48298,95563,3,0,0,48,56,105,0,0,0,54,55,111,0,0,0,22,29,49,0,0,0,22,28,50,0,0,0,24,14,36,4,0,4,27,20,42,0,0,0,21,7,26,5,0,5,22,7,32,0,0,0,9,5,14,4,0,4,10,5,17,52,45,99,671,692,1365,43,24,63,767,769,1529,0,0,0,5,4,7,0,0,0,5,4,7,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,4,3,0,0
50604,1777,1667,3448,58902,58843,117744,2807,2375,5182,63485,62887,126376,187,187,373,3997,3834,7832,158,153,307,4340,4170,8513,354,341,699,8393,7968,16358,351,351,702,9091,8659,17753,340,280,622,7801,7203,15007,317,309,620,8462,7794,16250,558,483,1044,17382,17367,34748,946,743,1691,18891,18593,37484,255,279,532,13667,13752,27418,726,492,1215,14651,14517,29167,84,94,180,7662,8719,16383,311,332,646,8056,9150,17208,1672,1584,3257,56980,57451,114434,2139,2104,4240,60787,61142,121933,4,13,15,82,80,160,5,0,6,94,90,181,0,0,0,19,23,40,4,0,4,23,19,48,0,0,0,22,29,54,0,0,0,22,29,54,0,0,3,22,12,35,0,0,0,21,17,36,0,3,3,9,4,12,3,0,3,10,5,17,140,76,217,879,876,1751,53,60,112,1073,1010,2085,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,5,0,0
50605,663,688,1350,27228,28031,55263,1216,938,2152,29108,29654,58762,64,77,141,1637,1460,3100,49,29,77,1755,1562,3318,192,153,344,3796,3649,7445,137,111,248,4125,3917,8038,134,136,266,3297,2984,6281,127,97,222,3553,3217,6770,156,163,322,6500,6938,13440,383,273,659,7044,7381,14421,92,122,214,6988,7303,14293,369,229,596,7449,7649,15105,24,34,58,4999,5695,10701,161,189,352,5181,5924,11107,618,664,1281,25950,27144,53102,726,730,1456,27304,28535,55838,0,0,0,38,34,73,3,0,3,41,34,75,0,0,0,9,6,12,0,0,0,8,6,12,0,0,0,10,6,18,6,0,6,17,6,24,0,0,0,13,3,18,5,0,3,15,7,22,0,0,0,8,3,15,0,0,0,7,3,14,42,39,82,550,516,1061,25,14,38,614,573,1188,0,0,0,0,6,6,0,0,0,0,10,10,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
50606,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242,80,62,145,1289,1283,2577,35,26,59,1405,1370,2778,130,120,252,2499,2320,4820,98,81,183,2723,2529,5249,63,79,142,1688,1743,3435,80,59,140,1832,1883,3719,127,119,247,4307,4691,9000,255,177,428,4686,4991,9678,53,58,108,3483,3520,7002,232,135,363,3763,3713,7478,12,6,27,1598,1561,3162,74,75,151,1688,1646,3339,444,425,871,14121,14655,28777,453,448,895,15023,15520,30550,0,0,3,18,15,31,0,0,0,22,20,32,0,0,0,3,9,12,0,0,0,3,9,12,0,0,0,10,13,15,0,0,0,10,9,20,0,0,4,4,6,12,0,0,0,6,11,10,0,0,0,0,5,6,0,0,0,0,5,6,9,6,21,229,276,504,13,17,33,248,305,553,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50607,335,312,644,20063,21010,41076,877,856,1733,21275,22177,43448,23,29,48,990,924,1920,29,39,67,1042,987,2031,84,59,147,2135,1813,3951,59,65,125,2280,1939,4216,104,69,170,2899,2679,5585,97,88,185,3102,2835,5938,59,72,136,5751,5908,11656,290,244,532,6105,6226,12327,49,67,116,4647,5254,9897,226,192,424,4919,5511,10434,17,15,30,3645,4424,8069,170,229,408,3827,4676,8505,311,293,602,19143,20155,39293,574,678,1252,20026,21122,41150,0,0,0,32,39,71,0,0,3,33,43,71,0,0,0,26,13,37,0,0,0,25,13,41,0,0,0,22,20,42,0,3,3,23,20,48,0,0,3,16,14,35,6,0,8,26,14,41,0,0,0,6,7,14,3,0,3,13,7,13,29,28,58,549,552,1105,57,65,128,637,651,1287,0,0,0,4,8,9,0,0,0,9,8,12,0,0,0,4,4,4,0,0,0,4,3,5,0,0,0,9,4,8,4,5
50701,1111,1113,2224,53471,55707,109180,2471,1954,4424,57054,58771,115824,158,116,274,3803,3484,7283,100,109,208,4061,3708,7765,282,235,519,7017,6849,13870,228,207,435,7528,7292,14818,211,219,434,6406,6374,12783,258,218,478,6881,6818,13694,262,308,572,16391,17415,33807,933,622,1551,17586,18352,35933,151,182,336,12991,13706,26699,634,440,1070,13775,14329,28104,42,53,98,6860,7872,14734,320,355,672,7225,8282,15510,1048,1064,2113,51201,54085,105290,1615,1625,3236,53865,56769,110635,0,0,0,56,48,107,0,0,3,59,46,108,0,0,0,24,17,47,0,0,0,24,17,47,0,0,0,29,32,60,6,3,3,33,35,69,0,0,0,25,23,42,0,0,0,25,23,42,0,5,5,14,11,19,0,0,0,14,11,25,40,51,96,891,877,1772,36,49,85,964,982,1948,0,0,0,7,10,23,0,0,0,11,15,23,0,0,0,0,4,8,0,0,0,5,4,13,0,0,0,4,0,7,0,0
50702,301,321,621,17864,19332,37197,1163,933,2092,19324,20592,39910,31,25,52,997,927,1925,44,40,82,1073,994,2065,61,65,121,1801,1818,3615,89,77,165,1951,1953,3907,53,63,111,1819,2005,3825,96,99,202,1971,2169,4136,64,91,159,4759,5134,9891,398,299,701,5224,5528,10748,71,58,128,4997,5402,10400,340,219,561,5416,5677,11087,17,20,46,3492,4045,7539,186,197,381,3694,4270,7965,277,301,582,16773,18368,35142,840,772,1613,17891,19444,37330,0,0,0,25,33,58,5,0,3,23,32,62,4,0,4,109,51,166,27,14,42,144,65,210,0,0,0,55,33,93,5,0,5,59,33,93,0,0,0,42,12,54,13,0,13,55,12,69,0,0,0,19,8,20,6,0,6,14,8,28,56,26,79,665,615,1276,207,158,364,919,793,1719,0,0,0,8,13,21,0,3,3,8,16,26,0,0,0,5,3,12,0,0,0,6,5,15,0,0,0,3,3,8,0,0
50703,1267,751,2016,21030,20712,41740,1194,912,2107,23482,22379,45867,102,86,192,1748,1714,3464,86,70,160,1932,1871,3809,215,163,372,3093,2840,5934,155,139,295,3457,3141,6600,258,139,395,2599,2400,4999,137,105,246,2998,2648,5642,510,216,726,7035,7034,14071,465,303,765,8007,7559,15567,142,116,258,4561,4517,9076,272,194,469,4979,4823,9801,41,33,66,1992,2205,4202,77,97,171,2110,2339,4445,1219,724,1941,20140,20133,40274,840,794,1632,22201,21652,43850,0,0,0,16,15,38,0,0,0,16,15,38,0,0,0,8,11,15,0,4,3,12,9,20,0,0,0,0,9,10,0,0,0,4,9,11,0,0,0,5,3,12,0,0,0,5,3,12,0,0,0,10,0,13,0,0,7,14,9,18,27,37,63,333,326,661,36,21,54,395,389,785,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
50704,445,481,927,48779,53262,102037,1693,1469,3163,50918,55210,106127,41,38,89,2495,2416,4914,51,45,98,2593,2505,5099,85,90,175,6549,6268,12826,141,125,262,6775,6489,13260,109,102,211,6271,6304,12574,137,146,292,6518,6551,13069,117,127,238,11370,12470,23844,474,360,839,11962,12953,24919,76,94,169,12418,14063,26483,502,356,863,13000,14521,27518,20,24,46,9667,11740,21400,384,431,814,10071,12193,22261,412,452,867,46754,51665,98417,1027,1177,2207,48201,53292,101495,0,0,0,56,67,125,0,0,3,63,68,127,0,0,0,25,26,52,3,0,7,29,30,59,0,0,0,29,39,77,0,0,0,29,39,77,0,0,0,16,13,31,0,0,0,16,18,29,0,0,0,3,5,8,0,0,0,5,5,10,35,17,48,751,931,1678,372,486,856,1151,1431,2590,0,0,0,7,4,14,3,0,3,10,4,18,0,0,0,6,15,21,0,0,0,9,15,26,0,0,0,4,8,14,0,0
50705,1771,1829,3605,61083,63892,124966,4230,2872,7108,67085,68591,135678,220,235,459,4402,3930,8331,191,168,355,4816,4335,9148,493,478,974,9404,9040,18448,430,432,860,10329,9951,20284,318,320,634,7810,7516,15330,553,383,937,8679,8217,16896,450,460,913,15847,17586,33433,1513,853,2363,17806,18897,36703,226,265,493,15174,16079,31247,1105,599,1706,16506,16940,33449,60,76,131,8445,9734,18183,440,445,877,8948,10253,19198,1652,1739,3389,57476,61629,119110,2563,2398,4965,61693,65770,127467,9,0,12,109,77,190,15,7,27,135,87,225,3,0,3,71,31,100,23,8,25,94,34,130,0,0,0,24,20,50,6,0,6,35,25,55,3,0,0,31,27,64,8,5,13,43,34,77,0,0,0,20,9,27,3,0,3,27,9,33,51,63,120,1246,1211,2460,220,135,357,1523,1410,2938,0,0,0,12,17,30,0,0,0,11,20,31,0,3,3,7,8,14,9,0,9,19,11,31,0,0,0,16,0,21,9,0
50901,1295,1202,2497,27449,27968,55412,2090,1882,3973,30830,31049,61880,127,114,242,1469,1371,2839,104,90,195,1701,1572,3273,251,272,517,3502,3297,6804,267,250,516,4016,3819,7838,246,198,440,2842,2573,5412,207,178,383,3292,2944,6236,366,259,624,5736,5985,11726,500,398,896,6605,6644,13247,243,265,506,7491,7983,15475,597,522,1119,8328,8770,17097,60,103,166,6406,6754,13164,420,434,857,6895,7296,14188,1205,1126,2330,25284,26134,51418,1627,1611,3236,28114,28873,56986,5,0,5,96,89,186,3,6,7,99,94,194,0,0,0,33,37,66,9,4,7,39,40,76,0,0,4,31,21,49,8,4,11,43,28,67,0,0,0,22,22,41,0,0,0,23,18,45,0,0,0,11,14,23,3,0,3,18,15,33,72,69,142,1460,1302,2765,274,186,460,1799,1564,3366,0,0,0,10,12,22,0,0,0,7,14,23,0,0,0,3,3,8,0,0,0,3,3,5,0,0,0,0,0,0,0,0
50902,1315,1285,2597,24376,23233,47606,3185,2547,5732,28873,27059,55937,129,109,243,1162,1109,2270,117,113,231,1411,1336,2745,300,313,614,2706,2597,5297,326,316,639,3328,3223,6546,258,192,446,2198,1904,4103,301,218,519,2756,2308,5065,252,257,508,4976,4916,9891,736,550,1283,5961,5722,11682,271,297,570,7223,7090,14308,1042,754,1797,8536,8141,16673,110,122,222,6114,5613,11730,659,603,1259,6883,6331,13213,1187,1188,2374,22305,21723,44026,2577,2296,4869,26069,25208,51270,13,11,26,115,77,188,4,3,16,136,93,223,0,3,3,33,27,55,5,3,9,33,30,67,0,0,0,62,36,96,13,0,19,80,38,115,0,0,0,41,34,74,11,3,15,56,40,92,3,4,7,54,33,86,20,6,26,80,39,122,91,68,163,1808,1085,2892,637,220,862,2541,1372,3907,0,0,0,26,20,42,8,11,12,29,32,57,0,0,0,10,10,13,4,0,4,11,13,19,0,0,0,0,3,6,0,0
50903,398,435,829,8497,8078,16571,1019,936,1954,9908,9448,19357,28,39,67,456,442,898,39,51,92,525,532,1060,106,91,196,1008,964,1975,139,135,272,1252,1187,2443,59,74,136,754,642,1399,103,93,195,916,806,1721,69,93,164,1770,1781,3553,227,229,452,2068,2104,4169,89,97,188,2475,2377,4853,301,240,544,2864,2716,5581,43,38,83,2032,1866,3897,206,193,401,2281,2101,4386,369,399,767,7780,7482,15262,882,847,1729,9032,8731,17754,0,3,7,51,25,72,0,0,3,51,32,82,0,0,0,3,5,15,0,0,0,6,5,18,0,0,0,8,5,19,0,0,0,8,5,19,0,0,0,14,10,26,3,0,3,20,13,29,0,0,0,10,6,16,0,0,0,10,6,16,55,45,96,941,404,1341,120,44,159,1113,490,1601,0,0,0,3,8,7,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51001,7073,7331,14408,7952,8138,16096,2283,2310,4590,17306,17780,35092,733,673,1410,491,455,952,154,130,286,1380,1264,2642,1522,1459,2984,969,917,1878,350,361,709,2839,2731,5567,1223,1260,2478,663,751,1418,253,258,510,2140,2270,4411,2041,2158,4198,2561,3120,5688,655,798,1448,5255,6073,11328,1222,1367,2591,2357,2257,4615,663,562,1227,4241,4187,8432,334,412,750,907,634,1544,213,197,410,1449,1250,2704,6618,6897,13516,7331,7563,14900,1989,2093,4083,15943,16554,32497,59,61,127,51,57,107,28,34,62,144,159,299,24,9,31,599,591,1186,80,70,151,701,669,1366,14,9,19,956,970,1931,116,124,240,1092,1100,2194,14,12,27,576,556,1136,64,49,114,661,615,1275,4,0,9,343,333,673,39,38,75,384,378,759,396,364,760,4512,4303,8816,1023,853,1879,5933,5520,11456,0,0,3,108,92,203,19,14,37,132,109,239,18,18,35,127,103,227,30,19,47,171,140,314,3,0,3,50,52,99,10,4
51002,2351,2310,4657,9176,7125,16301,2960,1528,4486,14487,10955,25443,259,222,480,678,649,1328,81,82,167,1020,959,1973,487,472,958,1056,1056,2114,210,199,407,1748,1731,3480,410,384,789,763,675,1441,268,191,456,1435,1248,2682,710,680,1388,3779,3043,6823,1384,647,2029,5873,4369,10243,401,419,825,2561,1466,4032,927,362,1292,3899,2244,6141,90,126,216,333,235,564,86,44,133,508,406,918,2204,2150,4355,8670,6700,15363,2829,1413,4241,13699,10263,23961,7,16,19,30,18,58,11,5,17,49,39,94,8,0,8,186,87,268,88,13,103,279,100,381,0,0,0,204,94,294,113,23,131,314,122,433,14,0,18,348,89,435,217,28,243,579,123,700,0,3,3,146,54,200,68,15,88,221,74,294,327,212,538,6127,1752,7876,4056,807,4864,10506,2772,13278,0,3,4,61,24,81,23,5,29,86,29,108,3,4,9,38,10,42,23,9,25,58,14,76,0,0,0,13,6,23,3,0
51003,1806,1565,3365,11623,9796,21416,2907,1900,4809,16330,13262,29594,184,164,348,987,908,1892,172,114,284,1345,1184,2527,345,334,680,1804,1675,3483,345,334,678,2498,2341,4843,317,244,562,1062,872,1929,302,206,508,1678,1325,3005,581,456,1036,4449,3973,8419,1232,784,2015,6262,5212,11474,314,291,600,2927,2078,5005,751,419,1166,3993,2783,6774,51,79,136,401,290,690,99,50,154,556,420,978,1690,1437,3127,10985,9237,20226,2725,1781,4504,15403,12454,27859,8,10,22,21,10,30,3,0,5,31,24,55,14,6,20,232,131,369,101,14,115,348,156,508,3,0,3,236,174,414,84,34,119,324,209,532,14,10,28,350,115,467,217,26,244,578,147,733,0,0,3,166,85,252,83,19,101,246,103,357,217,134,349,5668,2085,7757,3772,901,4671,9653,3122,12778,0,0,5,40,22,59,20,6,25,64,29,90,3,0,11,29,7,37,11,0,11,48,8,58,0,0,0,7,5,8,3,0
51101,347,339,684,6894,6797,13686,854,742,1600,8093,7881,15970,57,38,91,396,398,793,38,41,81,490,479,969,75,63,135,890,870,1764,119,122,240,1081,1061,2145,71,66,135,703,624,1325,99,68,172,872,760,1632,59,78,132,1591,1659,3254,189,182,370,1839,1915,3757,58,72,128,1988,1858,3837,256,185,440,2298,2110,4410,29,27,57,1324,1383,2709,151,143,295,1508,1560,3062,318,304,625,6280,6267,12546,714,661,1377,7314,7235,14551,3,6,3,26,25,57,5,5,9,31,35,70,3,0,3,36,28,58,11,8,18,45,35,80,0,0,0,22,18,41,0,3,8,30,19,47,0,0,0,29,19,47,9,0,6,38,15,58,0,0,0,19,8,27,0,0,4,20,14,35,61,65,123,805,379,1186,216,68,285,1082,503,1590,0,0,0,3,0,8,0,4,4,5,6,14,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,7,0,0
51102,563,577,1139,3656,3403,7057,735,608,1339,4954,4578,9537,69,43,110,212,199,412,49,39,97,325,284,619,106,118,223,387,325,712,98,87,184,593,532,1127,77,86,158,328,323,649,93,79,166,490,486,976,102,109,214,993,1107,2096,208,182,391,1306,1401,2704,145,146,293,1088,939,2023,196,147,341,1430,1232,2662,64,74,135,653,513,1162,92,62,156,813,646,1455,531,535,1062,3336,3159,6496,642,552,1200,4511,4249,8759,7,4,9,24,21,49,0,0,0,33,31,60,0,3,3,187,190,379,18,15,34,206,205,415,0,0,0,261,274,531,30,29,58,287,306,588,3,3,5,138,127,261,14,19,32,156,143,305,0,0,0,128,122,245,13,9,23,135,134,270,36,44,78,3412,3168,6578,352,308,657,3801,3511,7315,0,0,3,54,44,106,5,3,7,61,53,112,0,6,7,17,10,26,0,4,5,24,21,42,0,0,0,15,11,30,3,4
51103,2240,2153,4397,15496,13611,29109,2909,1851,4761,20641,17624,38267,215,199,420,1073,1014,2085,135,99,236,1429,1310,2736,457,403,861,1982,1866,3852,275,258,533,2711,2525,5240,401,370,772,1813,1583,3386,320,257,574,2532,2207,4738,644,589,1233,4847,4330,9182,1083,623,1701,6573,5546,12119,419,441,859,4239,3538,7776,837,458,1290,5489,4433,9921,105,147,252,1546,1286,2829,257,167,422,1907,1602,3509,2090,1991,4084,14634,12962,27595,2595,1700,4296,19327,16652,35975,17,19,35,53,25,85,27,11,35,101,53,154,0,0,3,87,36,125,47,16,62,142,50,190,0,0,0,108,69,171,74,39,109,180,99,285,0,0,3,138,51,193,103,22,120,245,77,316,11,16,25,81,39,124,45,19,64,137,71,207,220,178,400,3763,1142,4905,3266,732,3997,7251,2057,9307,0,0,6,36,15,52,22,9,25,54,24,80,6,0,3,18,7,29,14,0,16,34,15,46,0,0,0,5,0,9,0,0
