SA3_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
50101,530,497,1030,25647,27131,52780,1905,1627,3529,28080,29249,57332,85,41,127,1348,1372,2721,89,77,167,1521,1488,3016,128,133,261,3760,3517,7275,219,247,471,4106,3896,8006,102,84,186,2391,2081,4472,133,137,270,2627,2305,4932,108,122,229,5660,6496,12158,559,419,976,6322,7035,13356,79,79,161,6861,7567,14430,572,406,976,7514,8049,15563,31,35,63,5630,6091,11723,333,343,677,5989,6469,12463,483,471,952,23125,25137,48259,1232,1328,2559,24836,26928,51762,0,0,0,98,92,190,0,3,4,96,99,198,0,3,3,30,28,56,0,0,0,30,28,58,0,0,0,23,27,58,5,3,6,28,31,62,0,0,0,39,33,71,15,10,26,53,46,97,0,0,0,19,17,38,10,8,19,29,28,55,52,38,89,1641,1760,3399,293,307,600,1986,2106,4094,0,0,0,13,15,22,3,0,3,17,17,31,0,0,0,7,6,15,0,0,3,7,14,21,0,0,0,5,4,11,0,5
50102,1838,1848,3689,48327,49863,98185,3116,2567,5680,53276,54279,107549,207,192,396,2843,2615,5457,115,127,244,3167,2935,6104,456,406,857,6825,6318,13143,335,292,630,7610,7019,14629,356,369,725,5375,5200,10568,311,277,586,6043,5841,11881,444,448,897,11482,12225,23703,852,616,1469,12780,13287,26064,294,338,627,12745,13703,26448,943,633,1585,13979,14677,28655,83,102,188,9061,9802,18864,553,612,1168,9696,10522,20218,1717,1726,3443,45008,47396,92404,2059,2106,4170,48790,51236,100025,4,0,6,128,127,253,8,4,6,142,130,272,0,0,0,29,22,50,3,3,7,33,27,62,0,0,0,48,43,89,7,6,12,52,47,102,0,0,0,38,22,60,6,0,6,45,22,64,0,0,0,21,13,28,0,5,0,22,14,34,82,88,170,1709,1274,2984,314,187,500,2107,1550,3658,0,3,3,15,14,32,0,0,3,18,18,33,0,0,0,5,5,10,0,0,3,9,8,14,0,0,0,0,0,0,0,0
50103,306,301,611,10630,10787,21419,977,857,1830,11911,11949,23863,27,20,50,496,507,1004,34,23,57,565,556,1116,69,80,141,1282,1170,2446,120,107,232,1469,1355,2822,61,60,124,960,859,1816,73,88,167,1097,1007,2098,52,49,94,1939,2167,4108,203,170,366,2195,2382,4573,75,71,150,3140,3332,6468,312,276,587,3525,3683,7207,22,27,46,2818,2756,5572,229,194,424,3069,2978,6039,286,287,579,9746,10031,19778,764,736,1504,10799,11063,21856,0,0,0,39,35,70,0,0,0,39,37,76,0,0,0,11,10,19,0,0,0,11,10,19,0,0,0,11,13,26,4,0,3,17,15,31,0,0,0,14,6,24,0,0,3,17,10,29,0,0,0,4,3,7,4,0,4,9,3,11,22,15,36,714,534,1243,112,69,176,845,612,1461,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
50201,1508,1590,3097,47282,51523,98809,3187,2541,5733,51979,55660,107641,186,192,376,2537,2509,5049,145,101,243,2866,2800,5672,397,400,796,5910,5819,11728,295,336,632,6601,6562,13159,293,306,598,5032,5065,10099,317,283,598,5634,5660,11296,336,360,697,9587,11030,20614,901,582,1484,10823,11967,22791,220,243,465,11919,13522,25447,935,630,1569,13077,14399,27481,75,93,166,12293,13581,25878,603,600,1208,12973,14273,27246,1383,1492,2880,43582,48835,92421,1819,1966,3782,46784,52294,99072,3,5,10,135,128,267,7,13,24,146,150,303,0,0,0,27,36,60,0,0,4,31,35,62,0,0,0,40,39,77,3,3,3,44,39,82,0,0,0,12,18,25,4,0,6,16,16,28,0,0,0,11,4,17,0,0,0,12,4,21,53,55,108,1130,1232,2361,115,130,241,1295,1415,2715,0,0,0,10,15,18,0,0,0,8,10,23,0,0,0,15,8,18,0,0,0,15,8,18,0,0,0,0,0,0,0,0
50301,215,261,479,33413,35348,68763,1278,1218,2495,34905,36829,71735,12,26,36,1469,1365,2840,35,32,73,1518,1422,2941,38,49,92,4743,4430,9173,92,107,202,4879,4588,9464,84,93,176,5362,5297,10652,154,184,340,5598,5573,11171,39,44,86,6662,7247,13915,371,268,635,7071,7559,14627,32,34,67,8679,9530,18206,308,264,572,9021,9821,18840,13,10,21,6502,7478,13979,304,369,675,6824,7859,14679,198,241,439,31867,33896,65761,857,952,1808,32922,35088,68010,5,0,6,50,59,106,0,0,0,53,65,113,0,0,0,42,40,81,4,3,13,49,46,94,0,0,0,29,56,89,0,0,5,37,60,92,0,0,0,11,11,20,6,0,6,15,10,27,0,0,0,5,6,11,0,0,0,5,6,11,51,62,114,1038,1182,2215,280,333,616,1368,1573,2944,0,0,0,11,15,27,0,0,0,11,15,27,3,4,0,13,10,22,3,0,8,18,8,30,0,0,0,4,6,12,0,0
50302,461,474,937,51284,52397,103684,3370,2538,5908,55115,55410,110530,34,18,52,2592,2401,4994,90,83,172,2716,2504,5222,54,60,117,4761,4624,9389,143,126,276,4959,4816,9772,78,100,174,5370,6053,11419,330,338,663,5770,6495,12269,168,168,333,19974,19808,39781,1575,1109,2684,21714,21086,42802,102,95,196,11780,11683,23466,798,489,1295,12684,12272,24953,32,33,59,6814,7821,14631,429,388,814,7278,8241,15510,414,438,855,48814,50296,99110,2502,2063,4562,51726,52797,104528,0,3,9,102,97,200,14,20,35,120,115,234,3,3,6,174,72,245,94,16,108,272,90,362,0,0,0,166,89,255,52,15,67,220,108,325,5,4,10,161,45,206,97,17,116,261,66,329,0,0,0,78,18,98,45,7,54,127,28,153,169,178,343,1960,1865,3824,843,629,1471,2966,2672,5633,0,0,0,25,28,52,13,13,26,44,35,77,0,3,3,26,24,57,13,4,23,42,35,75,0,0,0,15,17,33,12,10
50401,733,740,1472,39129,40380,79511,1929,1553,3483,41790,42676,84462,86,78,163,2425,2290,4714,82,67,148,2589,2428,5021,164,116,284,4238,3889,8128,178,142,317,4578,4150,8733,155,152,304,4216,3998,8213,186,142,330,4555,4293,8849,187,200,387,12371,12656,25025,694,517,1212,13250,13377,26621,111,143,254,9544,9920,19467,486,334,820,10143,10397,20539,25,56,81,6333,7631,13966,308,346,653,6669,8031,14702,680,702,1382,37554,39120,76673,1360,1267,2627,39594,41089,80681,0,3,3,56,55,108,0,0,0,56,58,111,4,0,4,22,16,40,4,0,4,24,19,49,0,0,0,18,19,35,3,0,4,22,19,41,0,0,0,8,3,9,0,0,0,7,3,11,0,0,0,5,3,4,0,0,0,4,3,11,51,39,90,732,698,1424,51,40,87,834,773,1604,0,0,0,4,3,12,0,0,0,7,3,9,0,0,5,7,5,12,0,0,0,7,4,14,0,0,0,0,0,0,0,0
50402,1207,592,1802,20325,19720,40043,1103,839,1948,22643,21152,43792,69,65,134,1018,956,1972,29,36,67,1121,1054,2177,149,132,279,2462,2273,4741,118,97,214,2729,2507,5232,221,112,337,2372,2064,4437,105,84,187,2697,2263,4959,539,124,667,4830,4432,9261,322,203,522,5698,4760,10450,191,121,318,5761,5778,11544,358,222,578,6310,6126,12439,33,36,69,3879,4208,8088,171,198,369,4088,4446,8528,1172,560,1730,19201,18956,38155,641,678,1320,21013,20193,41207,3,0,3,37,34,69,3,3,5,40,37,76,0,0,0,6,4,9,0,0,0,6,4,9,0,0,0,10,9,18,0,0,0,10,10,20,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,7,0,0,0,6,0,6,21,14,35,360,443,802,20,37,60,392,502,895,0,0,0,3,8,8,0,0,0,3,8,8,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
50403,2392,2542,4939,67818,69449,137271,3457,2654,6111,73672,74650,148324,319,269,585,5222,4825,10042,170,164,332,5705,5254,10956,651,607,1253,10017,9362,19375,399,361,759,11064,10330,21396,428,436,865,8802,8227,17032,350,336,687,9582,9004,18584,586,742,1329,20104,21437,41539,1214,824,2043,21903,23001,44910,343,388,733,16019,17128,33142,965,603,1572,17329,18123,35452,71,105,174,7660,8476,16131,358,364,716,8086,8936,17026,2246,2415,4666,64880,67516,132397,2201,2191,4391,69331,72124,141457,7,6,12,103,97,197,4,3,10,116,103,218,3,4,10,24,16,44,0,0,0,28,22,50,3,6,4,40,39,81,11,0,10,58,46,97,0,0,0,28,18,51,4,0,4,38,18,58,0,0,0,17,11,31,6,0,6,23,15,36,281,278,561,1432,1333,2761,140,128,265,1848,1735,3582,0,0,0,8,8,19,0,0,0,8,8,19,4,0,4,12,4,19,0,0,0,17,4,25,0,0,0,0,3,6,0,0
50501,706,682,1384,76182,78542,154724,2619,1915,4536,79502,81136,160641,75,73,141,4280,4023,8302,67,71,136,4418,4166,8584,167,176,343,10651,9986,20642,201,198,404,11018,10364,21390,119,104,228,9815,8877,18694,259,195,452,10188,9178,19371,174,172,346,17605,18614,36219,794,475,1270,18572,19257,37836,121,115,242,20665,22387,43048,873,473,1342,21660,22978,44638,39,34,79,13163,14662,27821,432,494,927,13637,15193,28827,654,649,1303,72777,76166,148937,1364,1436,2795,74792,78246,153042,0,0,0,78,86,161,0,0,0,78,85,167,0,0,0,19,27,48,0,3,7,23,29,54,0,3,5,46,52,95,3,3,3,49,59,108,0,0,0,20,23,36,0,0,5,16,20,41,0,0,0,4,5,7,0,0,0,0,5,5,50,38,86,1313,1295,2603,219,224,443,1574,1555,3128,0,0,0,3,11,18,0,0,0,3,13,17,0,0,0,0,9,12,0,0,0,0,9,12,0,0,0,0,7,11,0,0
