SA3_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
50101,70,4,0,0,3,0,0,4,0,78,157,6,0,0,0,0,0,0,0,162,78,5,0,0,0,0,0,0,0,85,51,12,0,0,0,0,0,0,0,59,50,3,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,9,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,189,24,0,4,0,0,0,5,0,216,4,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,19,430,35,0,8,0,0,0,8,0,483,6735,386,33,68,100,3,5,176,12,7345,7073,262,14,8,5,3,3,16,5,7378,1876,277,10,0,4,0,0,4,4,2169,267,237,10,0,0,0,0,0,0,515,1434,116,19,0,10,0,0,15,10,1593,30,66,0,0,0,0,0,0,0,97,181,14,5,35,47,3,3,100,5,301,14,8,0,0,0,0,0,0,0,25
50102,165,13,0,4,5,0,0,6,0,187,578,6,0,0,0,0,0,0,0,588,262,38,13,0,0,0,0,0,0,313,157,55,6,0,0,0,0,0,0,217,151,9,3,0,0,0,0,0,0,163,16,7,0,0,0,0,0,0,0,27,16,3,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,609,111,17,0,0,0,0,3,0,743,14,0,0,0,0,0,0,0,0,10,39,3,0,0,0,0,0,0,0,45,1403,137,16,10,5,0,0,18,0,1575,11547,710,112,140,65,7,5,213,16,12594,14807,429,64,5,4,6,3,20,17,15333,3487,794,280,5,4,0,4,13,8,4576,386,525,59,0,0,0,0,0,0,969,2280,355,62,4,3,3,6,16,3,2719,67,191,74,0,0,0,0,0,4,333,260,63,14,58,25,3,8,94,3,436,43,19,5,0,0,0,0,0,0,62
50103,62,5,0,0,0,0,0,0,0,65,107,3,0,0,0,0,0,0,0,113,51,8,0,0,0,0,0,0,0,66,20,0,0,0,0,0,0,0,0,20,36,3,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,123,11,3,0,0,0,0,0,0,133,10,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,10,293,22,5,4,0,0,0,3,0,327,3800,27,3,15,3,8,8,38,17,3882,2803,14,0,3,0,6,0,16,13,2845,534,80,12,0,0,0,0,0,0,624,143,67,6,0,0,0,0,0,0,216,544,18,6,0,0,0,0,0,0,569,16,42,17,0,0,0,0,0,0,72,131,3,4,0,0,0,0,4,8,149,7,4,0,0,0,0,0,0,0,8
50201,143,7,4,4,4,0,0,4,0,157,515,9,4,0,0,0,0,0,0,526,337,37,18,0,0,0,0,0,0,385,54,35,0,0,0,0,0,0,0,94,144,8,0,0,0,0,0,0,0,158,14,8,3,0,0,0,0,0,0,25,10,0,0,4,0,0,0,4,0,15,4,0,0,0,0,0,0,0,0,4,567,90,20,4,0,0,0,4,0,678,13,6,0,0,0,0,0,0,0,18,33,3,0,0,0,0,0,0,0,38,1275,110,29,6,6,0,0,8,0,1418,12182,1231,294,159,102,0,0,264,11,13979,14031,535,161,11,3,7,0,20,5,14746,4144,923,316,5,0,5,4,12,3,5391,267,372,37,0,0,0,0,0,5,675,2220,346,72,10,0,0,0,9,3,2658,164,156,67,0,0,0,0,0,9,396,180,105,8,31,18,0,6,52,5,338,41,26,6,0,0,0,0,0,0,76
50301,27,3,4,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,37,16,13,15,0,0,0,0,0,0,44,0,7,8,0,0,0,0,0,0,19,11,0,7,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,37,19,38,0,0,0,0,0,0,96,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,100,29,42,0,0,0,0,0,0,173,8575,1209,970,0,0,0,0,0,5,10756,6029,713,542,0,0,0,0,0,3,7292,1562,741,1891,0,0,0,0,0,3,4196,59,171,128,0,0,0,0,0,0,363,619,291,504,0,0,0,0,0,0,1420,12,51,42,0,0,0,0,0,0,106,180,39,62,0,0,0,0,0,0,285,4,10,8,0,0,0,0,0,0,21
50302,47,13,10,0,0,0,0,0,0,62,52,12,33,0,0,0,0,0,0,90,45,40,157,0,0,0,0,0,0,245,3,19,33,0,0,0,0,0,0,58,21,11,39,0,0,0,0,0,0,75,0,0,10,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,81,78,237,0,0,0,0,0,5,404,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,10,180,102,290,0,0,0,0,0,5,573,6896,1681,2497,0,0,0,8,14,9,11090,6753,2142,3995,0,0,0,18,18,12,12919,2095,2285,10585,0,0,0,28,28,16,15004,41,346,848,0,0,0,0,0,0,1235,1136,776,2371,0,0,0,14,14,10,4314,14,63,287,0,0,0,0,0,5,363,62,79,281,0,0,0,0,0,3,428,10,21,59,0,0,0,0,0,0,85
50401,63,8,4,0,0,0,0,0,0,78,127,18,11,0,0,0,0,0,0,162,138,59,30,0,0,0,0,0,0,224,57,55,8,0,0,0,0,0,0,119,52,23,9,0,0,0,0,0,0,83,8,5,6,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,6,266,139,49,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,24,477,175,67,0,0,0,0,0,0,720,8550,1168,329,0,0,0,0,0,6,10048,9954,1819,610,0,0,0,4,4,10,12394,3017,1638,1217,0,0,0,5,5,3,5874,293,499,150,0,0,0,0,0,0,948,1723,634,349,0,0,0,0,0,4,2715,60,108,19,0,0,0,0,0,0,188,164,85,39,0,0,0,0,0,3,293,20,25,12,0,0,0,0,0,0,49
50402,74,3,0,0,0,0,0,0,0,73,256,0,0,0,0,0,0,0,0,262,58,7,0,0,0,0,0,0,0,62,41,22,0,0,0,0,0,0,0,60,42,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,145,35,0,0,0,0,0,0,0,177,3,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,487,38,0,0,0,0,0,0,0,525,5353,177,7,7,0,0,0,7,7,5547,6958,86,5,0,0,0,6,0,0,7059,724,99,0,0,0,0,0,0,0,822,65,163,3,0,0,0,0,0,0,223,588,63,0,0,0,0,3,4,4,656,15,42,0,0,0,0,0,0,0,53,45,20,0,0,0,0,0,0,0,66,5,9,0,0,0,0,0,0,0,19
50403,156,7,0,0,4,0,0,4,0,167,833,27,0,0,0,0,0,0,0,860,355,73,24,0,0,0,0,0,0,448,174,75,5,0,0,0,0,0,0,255,118,20,0,0,0,0,0,0,0,142,27,4,0,0,0,0,0,0,0,28,13,4,0,0,4,0,0,4,0,21,3,4,0,0,0,0,0,0,0,13,697,177,34,0,0,0,0,3,0,917,22,0,0,0,0,0,0,0,0,19,37,9,3,0,0,0,0,0,0,52,1733,214,48,0,6,0,0,9,3,2012,9906,785,67,40,105,0,5,160,5,10922,25456,1089,116,10,0,0,3,10,24,26689,4212,1134,512,0,0,0,3,3,11,5873,415,464,81,0,0,0,0,0,4,964,2273,382,58,0,0,0,6,6,9,2720,92,86,19,0,0,0,0,4,0,204,279,44,5,9,18,0,0,32,3,363,40,7,0,0,0,0,0,0,0,55
50501,128,3,0,0,0,0,0,0,0,136,288,13,0,0,0,0,0,0,0,301,117,17,8,0,0,0,0,0,0,148,21,4,0,0,0,0,0,0,0,27,49,6,0,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,204,28,9,0,0,0,0,0,0,246,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,13,630,53,17,0,0,0,0,0,0,703,18837,1631,250,74,3,0,3,79,6,20799,24441,1332,269,0,0,0,3,6,3,26041,4162,839,620,0,0,0,6,6,6,5630,121,184,24,0,0,0,0,0,0,326,2181,440,186,0,0,0,6,5,6,2819,29,58,14,0,0,0,0,0,0,99,119,22,20,3,0,0,5,8,0,169,30,14,3,0,0,0,0,0,0,50
50502,93,22,0,0,0,0,0,0,0,120,201,77,15,0,0,0,0,0,0,292,190,125,37,0,0,0,0,0,0,350,126,138,14,0,0,0,0,0,0,275,83,47,10,0,0,0,0,0,0,138,9,22,4,0,0,0,0,0,0,27,7,4,4,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,414,338,59,0,0,0,0,0,0,814,7,8,0,0,0,0,0,0,0,13,15,25,5,0,0,0,0,0,0,41,730,471,73,0,0,0,0,0,0,1281,18347,5353,829,33,0,3,0,37,10,24580,19083,8464,1055,0,0,0,0,8,4,28615,5784,6938,2363,0,0,0,0,0,12,15098,644,1706,348,0,0,0,0,0,5,2701,2970,2719,596,0,0,0,0,0,8,6294,88,290,112,0,0,0,0,0,0,489,429,314,79,3,0,0,0,4,0,829,68,83,17,0,0,0,0,0,0,172
50503,178,12,0,0,0,0,0,0,0,189,679,18,3,0,0,0,0,0,0,703,367,34,3,0,0,0,0,0,0,399,134,45,0,0,0,0,0,0,0,180,143,7,0,0,0,0,0,0,0,158,22,10,0,0,0,0,0,0,0,27,17,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,4,685,105,4,0,0,0,0,0,0,800,16,0,0,0,0,0,0,0,0,16,27,6,0,0,0,0,0,0,0,31,1588,142,9,0,0,0,0,0,0,1739,13578,999,53,71,8,26,5,110,4,14736,36309,1207,73,0,0,5,3,10,15,37614,7865,898,122,0,0,0,0,0,0,8886,563,600,8,0,0,0,0,0,0,1171,3529,333,30,12,0,0,3,18,0,3903,110,142,0,0,0,0,0,0,0,259,402,61,3,24,0,5,0,29,3,498,53,17,0,0,0,0,0,0,0,73
