SA3_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
50101,0,4,0,4,0,0,176,186,0,5,0,6,0,0,212,223,0,3,0,3,0,0,192,198,0,3,3,3,0,0,176,187,0,0,0,4,0,0,286,297,0,15,7,21,5,4,1173,1222,0,0,9,103,68,14,116,313,8,77,58,203,60,18,72,499,185,724,337,580,61,56,272,2213,374,1148,538,779,72,97,333,3347,331,863,601,697,79,123,308,3007,266,607,583,548,73,135,332,2541,264,707,676,373,73,174,882,3144,1430,4130,2797,3288,489,618,2323,15067,0,0,0,6,11,0,6,25,0,0,0,16,7,0,0,30,7,6,0,41,3,0,3,61,8,12,11,40,0,0,3,77,8,5,16,26,0,3,7,56,3,4,0,18,0,0,3,31,0,0,3,11,0,0,5,24,25,31,33,164,28,5,27,308,0,0,12,171,141,16,96,446,8,108,74,498,120,30,39,883,270,1059,521,1529,108,78,171,3737
50102,0,0,0,0,4,0,318,326,0,0,3,4,0,0,267,276,0,0,0,3,0,0,289,296,4,5,3,6,0,0,295,311,0,3,4,3,0,4,533,546,6,15,12,21,0,8,1960,2021,3,0,23,412,191,27,210,860,34,192,111,821,204,46,186,1590,317,1129,601,1712,263,99,473,4594,441,1376,781,1651,190,160,472,5081,417,1166,813,1482,159,262,499,4805,361,798,889,1109,131,246,574,4103,257,755,852,639,107,238,1496,4347,1831,5424,4070,7830,1244,1080,3915,25385,0,0,0,31,26,0,22,78,0,0,10,88,20,6,9,142,5,17,23,141,22,8,29,241,6,17,18,98,12,9,24,178,3,27,22,74,10,6,22,171,8,20,17,49,12,8,20,124,5,13,12,26,0,4,27,86,23,87,100,509,103,45,150,1022,6,0,31,618,342,37,115,1151,39,271,173,1532,390,66,104,2580,441,1637,889,3985,386,139,282,7768
50103,0,0,0,0,0,0,52,59,0,0,0,0,0,0,106,112,0,5,0,3,0,0,123,130,3,0,0,3,0,0,137,139,0,0,0,0,0,0,174,179,3,6,0,11,0,3,670,691,0,0,4,60,52,6,71,198,3,36,20,94,40,5,32,235,57,183,101,239,41,20,75,721,93,280,177,272,29,29,143,1021,100,261,170,279,33,46,158,1049,97,234,225,291,34,66,224,1173,104,277,304,184,39,67,457,1430,453,1279,1003,1425,267,242,1167,5831,0,0,0,6,6,0,3,16,0,0,0,19,8,0,0,30,0,0,3,11,9,0,3,27,0,0,4,21,3,0,3,35,0,3,3,19,0,4,3,37,0,5,5,16,0,0,4,39,4,3,7,9,0,0,10,26,7,11,23,107,24,7,24,207,0,0,11,104,78,12,41,242,3,42,29,221,67,7,12,384,71,271,144,585,70,29,53,1220
50201,0,0,0,0,0,0,273,280,0,0,3,0,0,0,282,293,0,6,5,4,0,0,299,310,4,0,3,9,0,0,278,294,0,3,9,11,3,3,485,514,0,10,18,18,5,9,1899,1964,5,0,23,279,134,36,198,676,28,226,184,635,180,48,225,1520,255,950,641,1452,177,112,449,4038,373,1110,847,1390,150,173,493,4542,400,965,928,1346,110,210,524,4472,336,688,992,1161,122,247,613,4166,288,858,1104,851,153,372,2164,5787,1686,4797,4712,7116,1038,1201,4661,25208,3,0,3,20,17,4,14,63,0,10,13,47,19,6,9,101,4,15,20,136,9,6,16,200,6,15,16,97,5,9,8,150,7,11,16,69,3,0,16,121,14,8,27,58,0,4,12,129,0,12,12,30,0,5,12,74,27,62,101,450,58,33,93,837,0,0,41,469,285,49,132,984,37,335,264,1260,316,61,118,2401,334,1326,904,3309,276,162,287,6594
50301,0,0,0,0,0,0,152,153,0,4,0,0,0,0,106,110,4,4,0,0,0,0,109,119,5,4,6,0,0,0,124,137,3,14,10,0,0,5,327,351,10,30,11,3,0,5,991,1051,0,0,11,121,61,12,115,326,92,894,97,123,29,13,125,1380,898,1641,182,148,13,15,209,3118,1215,1915,287,167,16,33,209,3842,1426,2246,507,160,19,95,231,4692,1051,1546,661,165,28,108,253,3822,989,1967,1121,187,47,271,948,5530,5673,10217,2878,1082,222,549,2091,22718,0,0,0,9,10,0,3,19,0,8,0,14,3,0,4,34,11,14,5,12,0,0,0,36,4,7,0,5,0,0,0,20,9,16,4,5,0,0,3,31,0,3,0,4,0,0,0,8,3,5,0,4,0,0,0,13,28,53,13,50,11,6,12,163,0,3,24,207,100,17,61,421,181,1715,202,263,54,24,78,2520,1666,3098,358,441,36,23,142,5769
50302,0,6,0,0,0,0,697,706,0,0,0,0,0,0,395,402,0,3,0,3,0,0,250,262,6,3,0,0,0,0,212,223,0,11,0,0,0,3,351,369,10,25,6,7,0,3,2237,2290,0,6,35,148,101,11,85,378,182,1289,419,425,89,33,351,2792,2746,5316,1021,749,66,87,966,10949,2265,3640,876,511,55,103,570,8020,1511,2215,786,459,47,146,410,5576,1001,1519,809,364,51,178,416,4332,832,1423,855,297,73,225,1112,4824,8535,15403,4799,2955,480,790,3911,36876,0,0,0,9,7,0,0,15,0,10,9,32,9,0,0,66,19,45,19,36,9,0,6,137,8,28,13,31,3,0,8,89,18,14,12,21,0,5,6,75,11,13,7,6,0,0,7,48,4,15,0,9,0,0,8,35,61,130,67,131,30,10,43,470,0,6,49,238,169,21,29,514,309,2200,699,833,156,63,174,4427,4972,9733,1915,2036,152,157,541,19499
50401,0,0,0,3,0,0,265,273,0,0,0,0,0,0,231,239,0,0,0,4,0,0,178,185,0,0,0,0,0,4,132,141,0,5,0,0,0,0,308,315,3,9,7,9,5,4,1258,1296,0,3,18,106,61,13,88,289,60,509,220,359,115,30,139,1436,1036,2507,719,901,99,68,444,5774,1149,2071,738,744,80,125,403,5320,724,1244,696,664,70,160,322,3870,429,751,636,517,70,178,332,2918,325,699,663,421,72,230,908,3326,3729,7784,3677,3715,571,802,2633,22919,0,0,4,8,3,0,4,21,4,10,5,27,9,0,11,69,4,32,10,68,10,4,8,139,9,13,10,41,3,0,9,94,7,12,14,30,4,3,11,77,0,8,8,14,0,0,10,50,0,9,6,4,0,3,5,30,29,85,59,196,29,19,51,484,0,3,32,201,136,24,47,447,113,840,423,749,207,50,124,2497,1694,4355,1367,2280,173,119,341,10332
50402,0,0,0,0,0,0,96,105,0,0,0,0,0,0,88,95,0,0,3,0,0,0,102,104,0,0,3,0,0,0,98,111,0,3,0,3,0,0,179,185,0,8,5,6,3,0,641,670,0,0,11,92,66,10,61,239,14,135,75,219,49,23,56,566,167,496,232,500,52,22,152,1624,285,648,360,461,47,64,170,2030,312,628,413,480,55,88,184,2154,256,415,417,413,41,118,218,1886,184,515,486,249,54,132,591,2213,1207,2842,1988,2422,359,458,1436,10707,0,0,0,9,10,0,4,22,0,3,6,26,10,0,3,49,0,11,17,56,5,0,10,96,6,9,15,27,3,3,14,74,3,16,19,26,4,0,7,79,0,10,8,19,0,0,11,49,0,4,6,10,0,0,9,30,14,47,68,186,30,13,51,410,0,0,13,170,115,13,45,356,20,201,114,484,97,28,42,978,245,749,356,1329,93,46,117,2928
50403,0,0,0,3,0,0,435,447,0,4,0,3,0,0,360,369,0,0,0,6,0,0,327,339,0,0,0,4,0,0,233,241,0,3,7,5,0,3,304,318,9,8,10,21,4,8,1979,2035,0,5,24,335,190,49,226,831,84,573,372,985,200,76,296,2591,928,2648,1424,2384,251,182,801,8611,1052,2414,1552,1915,219,279,713,8144,608,1473,1318,1566,167,344,639,6112,381,819,954,1075,103,308,600,4239,224,616,632,553,76,221,1167,3494,3274,8558,6282,8809,1211,1457,4446,34034,0,0,0,35,17,3,24,81,3,11,6,97,23,0,23,167,11,34,50,266,28,3,35,430,8,25,34,133,6,3,21,236,12,28,40,80,6,9,22,199,5,14,23,53,3,6,33,145,0,12,18,20,0,3,16,68,39,122,173,685,91,33,178,1331,0,9,44,645,383,74,164,1312,105,928,577,1912,414,128,250,4316,1393,4041,2313,5651,430,297,630,14749
50501,0,3,4,0,0,0,233,237,0,8,0,0,0,0,214,223,3,3,0,8,0,0,212,225,6,0,3,3,0,0,216,229,0,4,7,7,0,0,420,437,8,23,18,21,0,5,1452,1526,3,3,43,358,169,34,132,739,93,918,343,626,132,59,171,2339,984,2910,956,1271,91,109,429,6753,1654,3820,1457,1486,140,234,498,9285,1425,2986,1856,1542,119,418,554,8904,992,1930,1798,1324,160,439,627,7271,579,1588,1546,889,175,554,1664,6991,5735,14145,7991,7496,990,1853,4063,42283,0,0,0,4,3,0,6,22,0,3,3,27,4,0,4,44,10,17,18,56,4,4,11,114,10,21,18,38,10,0,10,111,13,17,19,30,0,7,9,96,5,7,8,18,0,7,0,53,7,12,7,15,0,0,6,40,44,78,69,201,31,14,48,479,3,3,80,722,368,46,119,1344,142,1626,597,1503,286,103,164,4420,1571,4708,1562,3805,182,188,379,12396
