SA3_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
50503,12527,2044,162,34,0,5,7,46,7,14786,763,548,11,3,3,0,3,6,0,1327,687,113,4,7,0,0,0,13,10,823,63860,4911,296,114,19,29,11,175,39,69283,13756,1010,53,71,8,26,5,110,4,14924,36992,1229,77,0,0,5,3,10,17,38320,8228,930,125,0,0,0,0,0,0,9284,696,646,8,0,0,0,0,0,0,1353,3678,346,25,12,0,0,4,16,0,4066,134,150,0,0,0,0,0,0,0,286,417,65,3,24,0,5,0,30,3,520,59,16,0,0,0,0,0,0,0,75,13211,2152,167,31,0,5,3,47,7,15586,777,548,11,3,3,0,3,6,0,1343,713,121,4,7,0,0,0,13,10,859,65445,5051,302,117,19,29,15,183,41,71023
50601,4915,1520,128,35,11,0,6,54,10,6618,211,125,24,0,8,0,0,8,4,369,312,59,8,5,6,0,4,11,4,395,28235,2669,214,81,130,0,12,227,29,31370,6407,443,16,41,108,0,7,151,8,7031,16928,542,35,3,7,0,0,10,13,17523,3294,910,54,0,0,0,3,0,8,4264,281,297,32,0,0,0,0,0,0,611,1577,238,17,0,0,0,0,4,6,1842,25,116,25,0,0,0,0,0,0,166,161,55,3,36,15,0,0,50,0,266,23,17,0,0,0,0,0,0,0,41,5367,1628,134,38,11,0,6,55,11,7189,218,129,24,0,8,0,0,8,4,381,344,70,12,3,6,0,4,9,4,436,29258,2807,219,81,130,0,13,231,31,32549
50602,5831,3858,3427,0,0,0,6,11,15,13147,231,79,55,0,0,0,0,0,0,364,202,93,85,6,0,0,0,6,10,402,18132,6675,5196,10,3,0,10,30,43,30074,5239,1017,579,4,0,0,3,4,3,6850,6816,1658,1070,0,0,0,4,4,10,9554,3664,2346,2731,0,0,0,0,0,9,8755,657,714,150,0,0,0,0,0,5,1527,1562,720,549,0,0,0,0,0,3,2836,86,134,17,0,0,0,0,0,0,235,158,81,47,0,0,0,0,6,4,293,49,21,13,0,0,0,0,0,0,87,6178,4020,3513,0,0,0,6,11,15,13735,241,78,57,0,0,0,0,0,0,372,216,102,92,6,0,0,0,6,10,430,18681,6877,5308,10,3,0,10,30,44,30940
50603,6527,3108,898,6,0,0,13,20,31,10576,426,294,217,0,0,0,0,0,3,943,272,104,26,0,0,0,0,0,13,419,26702,5602,1692,18,0,0,15,35,61,34094,9343,895,239,8,0,0,0,6,11,10493,10305,1225,317,0,0,0,3,7,4,11855,4168,1813,552,0,0,0,14,14,18,6567,393,443,60,0,0,0,0,0,0,896,1841,661,135,0,0,0,0,0,11,2651,101,138,94,0,0,0,0,0,0,337,273,114,48,6,0,0,0,8,3,448,34,28,19,0,0,0,0,0,0,84,6812,3208,910,4,0,0,13,17,31,10989,426,298,217,0,0,0,0,0,3,945,277,107,26,4,0,0,0,4,13,426,27167,5735,1716,16,0,0,15,38,61,34710
50604,7524,1766,532,51,0,0,26,80,16,9912,339,404,15,0,0,0,13,13,4,779,483,83,13,3,0,0,3,7,3,588,36737,3656,770,98,0,9,62,166,40,41369,10474,629,72,43,0,0,14,58,8,11247,18473,795,140,0,0,0,13,15,8,19426,4545,1023,350,3,0,0,11,17,9,5942,546,309,58,0,0,0,0,0,0,918,2509,290,64,5,0,0,12,15,4,2879,71,127,63,0,0,0,0,0,0,266,369,62,16,53,0,0,5,54,4,517,53,21,4,0,0,0,0,0,0,82,8099,1830,555,63,0,0,26,84,16,10592,347,404,15,0,0,0,13,13,4,786,518,86,13,4,0,0,3,8,3,623,37916,3746,801,107,0,9,62,176,40,42675
50605,2805,420,41,6,11,0,4,17,4,3285,223,125,9,0,6,0,0,3,0,364,214,31,3,0,3,0,0,5,0,251,19374,1028,89,22,91,6,33,160,20,20662,7063,277,16,19,82,5,27,124,4,7484,9375,179,15,0,3,0,4,13,3,9588,1721,194,25,0,0,0,0,0,3,1942,139,96,0,0,0,0,0,0,0,242,1060,89,8,3,0,0,5,8,0,1167,16,42,3,0,0,0,0,0,0,62,83,8,0,0,9,0,0,12,0,107,19,5,0,0,0,0,0,0,0,18,3036,435,40,6,11,0,9,23,8,3538,230,126,9,0,6,0,0,3,0,372,229,32,3,0,3,4,0,3,0,266,19923,1048,86,23,95,11,36,165,20,21248
50606,1155,38,9,0,5,0,5,12,0,1209,118,0,0,0,5,0,0,9,4,130,110,0,3,0,5,0,0,3,0,118,9607,74,36,7,93,3,15,114,18,9852,2073,7,24,7,79,0,5,86,11,2198,6441,30,5,0,0,0,4,5,6,6488,705,18,0,0,0,0,0,0,0,724,9,0,0,0,0,0,0,0,0,4,470,8,3,0,0,0,4,4,0,492,3,10,0,0,0,0,0,0,0,12,40,5,6,0,5,0,3,9,0,49,10,0,0,0,0,0,0,0,0,12,1227,41,9,0,5,0,5,12,0,1288,121,0,0,0,5,0,0,9,4,133,119,0,3,0,5,0,0,3,0,120,9979,74,36,9,91,3,15,112,26,10232
50607,1817,2812,1603,0,0,0,0,0,11,6242,121,224,160,0,0,0,0,0,0,511,68,62,16,0,0,0,0,0,0,156,8565,6077,2762,0,0,0,0,0,23,17428,3465,1598,511,0,0,0,0,0,3,5577,3133,1395,482,0,0,0,0,0,7,5012,1043,1925,1104,0,0,0,0,0,3,4074,326,201,123,0,0,0,0,0,0,659,482,659,333,0,0,0,0,0,0,1474,11,56,36,0,0,0,0,0,0,100,37,37,28,0,0,0,0,0,0,100,9,13,5,0,0,0,0,0,0,32,1915,2886,1625,0,0,0,0,0,8,6433,121,224,166,0,0,0,0,0,0,511,77,66,20,0,0,0,0,0,3,165,8709,6163,2787,0,0,0,4,4,24,17690
50701,6363,2186,1716,0,35,0,0,34,13,10314,224,158,38,0,3,0,0,3,4,415,319,64,42,0,3,0,0,3,11,433,33838,4897,2758,5,200,0,5,205,38,41738,9480,1054,366,5,158,0,3,158,12,11071,17862,1458,614,0,5,0,0,3,9,19938,4268,1216,1294,0,0,0,0,3,5,6785,511,485,167,0,0,0,0,0,3,1165,1740,424,227,0,0,0,0,0,0,2396,46,87,58,0,0,0,0,0,0,190,175,44,18,0,29,0,0,29,0,267,18,17,8,0,0,0,0,0,0,49,6760,2273,1777,0,36,0,0,34,13,10851,231,161,38,0,3,0,0,3,4,428,324,72,36,0,3,0,0,3,11,451,34655,5012,2826,5,200,0,5,206,39,42742
50702,1716,1478,1389,6,40,0,17,61,9,4658,122,113,34,5,0,0,0,3,0,270,93,54,22,0,0,0,0,0,8,184,9666,3393,2525,11,129,0,34,167,39,15795,3889,958,546,3,83,0,12,98,13,5500,3938,806,550,0,0,0,0,3,3,5305,895,684,843,0,0,0,11,11,3,2439,181,458,230,0,0,0,0,0,0,872,627,309,279,0,5,0,9,16,3,1226,24,85,35,0,0,0,0,0,0,143,63,20,33,6,34,0,0,42,0,154,5,0,10,0,0,0,0,0,0,16,1800,1557,1425,6,41,0,17,65,13,4858,122,113,34,5,0,0,3,9,0,266,95,63,26,0,0,0,0,0,8,194,9837,3494,2570,11,132,0,37,178,43,16121
50703,3305,317,370,0,0,0,3,3,6,3993,75,33,0,0,0,0,0,3,0,117,204,8,12,0,0,0,0,0,0,225,13958,534,495,0,0,0,3,9,7,15009,2457,71,40,0,0,0,0,3,0,2571,8210,105,80,0,0,0,0,0,5,8400,2295,111,203,0,0,0,0,0,0,2611,239,141,106,0,0,0,0,0,0,483,861,36,40,0,0,0,0,0,0,932,62,44,31,0,0,0,0,0,3,141,114,0,11,0,0,0,0,0,0,132,20,7,0,0,0,0,0,0,0,23,3595,336,396,0,0,0,3,3,6,4324,84,33,0,0,0,0,0,3,0,126,220,10,16,0,0,0,0,0,0,242,14566,552,529,0,0,0,3,9,7,15666
50704,4511,2552,828,0,0,0,4,4,12,7901,432,304,332,0,0,0,0,0,0,1071,241,93,36,0,0,0,0,0,4,376,29793,7096,2048,0,0,0,4,4,44,38986,13350,2241,434,0,0,0,0,0,22,16046,11434,1928,429,0,0,0,0,0,7,13801,2918,1481,601,0,0,0,4,4,3,5011,319,415,20,0,0,0,0,0,0,757,1288,617,163,0,0,0,0,0,4,2076,43,51,21,0,0,0,0,0,0,119,77,40,23,0,0,0,0,0,0,141,15,17,6,0,0,0,0,0,0,41,4666,2621,841,0,0,0,4,4,12,8146,433,305,334,0,0,0,0,0,0,1072,250,96,36,0,0,0,0,0,4,389,30129,7200,2069,0,0,0,4,4,44,39453
50705,9056,1253,979,21,25,0,7,59,10,11354,294,249,15,0,3,0,4,7,0,567,485,84,35,5,4,0,0,4,15,625,42270,2687,1535,138,75,6,44,260,57,46804,10902,679,290,102,45,4,35,183,6,12070,22368,433,215,8,4,0,0,16,24,23053,6085,683,659,0,0,0,0,0,5,7440,410,239,154,0,0,0,0,0,0,801,2648,253,148,0,4,0,0,9,0,3057,51,69,39,0,0,0,0,0,0,155,459,37,22,20,20,0,7,44,5,572,33,9,5,0,0,0,0,0,0,48,9683,1294,1021,24,23,0,7,63,8,12073,306,255,15,0,3,0,4,7,0,581,515,82,40,5,4,0,0,4,15,654,43771,2745,1582,139,82,6,44,271,56,48428
50901,4245,839,52,32,33,7,0,72,18,5229,743,112,4,9,4,0,0,14,12,892,301,50,0,7,4,0,0,10,5,361,20410,1395,82,120,137,14,17,290,72,22245,8766,241,12,75,94,0,7,185,17,9217,6811,153,10,10,4,0,5,16,21,7006,1770,301,16,0,0,0,0,6,0,2089,666,233,7,0,0,0,0,0,3,907,1626,104,9,0,3,5,0,8,9,1755,172,187,21,0,0,0,0,0,3,381,406,51,3,26,27,0,0,62,10,534,28,15,0,0,0,0,0,0,0,47,4667,896,54,35,33,7,0,75,25,5712,762,112,4,9,4,0,0,14,12,906,343,57,0,5,4,0,0,12,5,419,21343,1462,83,132,137,14,17,292,76,23262
50902,2973,336,67,14,9,0,19,44,33,3457,823,11,0,3,11,4,3,15,11,855,357,20,0,15,14,5,0,37,13,425,18381,480,87,98,67,45,37,245,135,19335,8324,94,11,60,31,25,12,125,56,8604,6414,28,9,4,4,12,4,28,26,6502,880,64,23,0,0,0,4,10,4,975,461,187,7,0,0,0,3,3,9,673,1420,42,12,0,7,0,0,11,9,1497,109,64,15,3,3,0,4,12,0,197,475,34,7,14,4,0,0,16,15,549,30,5,4,0,0,0,0,0,0,36,3368,401,70,18,9,0,18,46,34,3921,847,11,0,3,11,4,3,17,11,889,402,25,0,15,14,6,0,35,10,480,19351,550,94,101,67,49,34,252,138,20393
50903,1256,188,5,0,6,0,0,9,3,1464,401,18,3,5,3,0,3,8,0,441,116,17,3,5,0,0,0,5,3,137,6499,255,16,24,5,0,11,53,27,6851,3119,28,0,18,0,0,4,25,19,3184,1778,5,0,0,0,0,0,4,6,1790,297,34,5,0,0,0,0,3,0,338,182,85,0,0,0,0,0,0,0,267,591,17,0,0,0,0,0,0,0,612,68,54,0,0,0,0,0,0,0,127,248,18,0,0,0,0,0,5,4,278,15,4,0,0,0,0,0,0,0,22,1410,210,5,0,6,0,0,9,3,1639,409,18,3,5,3,0,3,8,0,444,125,19,3,5,0,0,0,5,3,152,6830,279,16,28,5,0,13,54,35,7212
51001,1893,538,148,97,3,3,20,122,77,2782,305,51,0,30,0,5,12,46,26,434,97,14,3,63,3,7,3,81,28,222,4312,729,185,442,15,32,71,553,187,5971,931,59,13,233,0,16,22,281,46,1325,1619,94,23,23,0,4,11,40,18,1794,684,287,100,9,0,0,5,12,12,1089,1877,352,41,5,0,0,0,3,16,2294,495,71,28,13,0,7,14,30,28,649,859,61,14,3,3,0,5,13,7,955,652,122,23,80,0,4,10,89,35,922,39,8,0,0,0,0,0,0,3,53,4602,896,210,109,3,14,27,147,103,5958,384,52,0,44,0,11,18,66,36,542,234,50,11,69,3,8,3,88,47,427,7777,1147,253,477,16,48,84,627,242,10043
51002,2380,550,360,7,10,5,6,19,25,3340,346,45,27,3,0,0,0,8,8,435,66,11,5,0,5,0,0,4,3,101,3763,737,426,49,15,9,16,90,48,5068,345,52,21,39,0,3,4,50,11,480,819,84,11,9,0,0,9,13,3,929,717,263,206,0,0,0,0,4,7,1198,530,126,28,0,0,0,0,0,5,693,142,34,12,0,6,0,0,3,4,194,229,9,3,0,0,0,0,0,0,243,1639,301,163,6,4,0,0,15,14,2130,12,8,0,0,0,0,0,0,0,19,3271,732,419,6,8,5,6,24,28,4472,384,49,34,8,0,0,0,16,11,486,95,23,8,0,5,0,0,5,4,135,4910,942,486,58,19,7,23,103,61,6508
51003,3266,554,296,28,8,0,0,43,22,4182,398,47,34,10,5,0,7,11,17,509,73,16,3,11,0,0,0,11,12,113,5441,774,343,115,22,5,0,146,59,6761,445,39,5,62,10,0,0,73,10,564,1401,141,12,13,3,0,0,14,0,1563,847,248,184,3,0,0,0,4,3,1279,458,136,35,0,0,0,0,0,3,629,201,54,14,4,0,0,0,7,3,281,80,18,7,0,0,0,0,0,0,106,2338,255,68,27,10,0,0,40,20,2718,8,5,4,0,0,0,0,0,0,17,3929,715,311,31,8,0,0,47,26,5030,448,54,35,10,5,4,7,20,18,571,101,26,5,11,0,0,0,11,12,157,6325,972,362,126,22,10,0,154,70,7888
51101,1130,253,71,12,5,0,4,32,9,1485,328,14,6,0,0,0,4,7,18,367,72,14,8,0,0,0,0,0,4,87,4823,389,99,68,14,7,9,98,66,5482,1849,89,20,43,5,7,0,55,25,2046,1574,36,0,4,0,0,0,7,9,1623,400,111,22,0,0,0,0,0,0,531,136,72,7,0,0,0,0,0,0,218,520,58,11,7,0,0,4,8,6,607,16,16,26,0,0,0,0,0,0,56,163,15,5,14,4,0,0,16,3,195,15,9,3,0,0,0,0,0,0,21,1239,269,69,12,5,0,4,32,9,1622,339,14,6,0,0,0,4,7,21,380,82,15,8,0,0,0,0,0,5,107,5082,421,105,63,14,9,9,99,72,5777
51102,719,144,100,49,10,6,13,79,17,1055,97,5,0,16,4,4,5,27,9,134,50,10,4,12,0,0,0,11,4,80,2135,198,102,285,22,20,21,351,53,2841,677,32,0,185,9,7,3,205,20,932,713,17,0,28,5,3,4,40,3,770,215,46,21,6,0,0,0,4,0,289,245,70,12,0,0,0,0,0,0,330,212,48,5,11,0,0,10,24,8,282,56,22,49,5,0,0,0,5,0,132,194,21,9,35,12,0,0,51,12,294,3,3,6,5,0,0,0,0,0,10,923,208,106,61,12,6,13,87,17,1338,108,4,0,20,4,4,5,26,17,155,62,8,4,12,0,0,0,11,3,93,2480,271,112,304,25,20,22,372,60,3291
51103,2436,1126,118,24,58,0,5,93,28,3797,220,36,3,4,8,0,4,12,17,294,188,47,10,5,0,0,0,6,4,259,8908,1558,156,69,96,0,24,192,74,10891,2132,115,14,36,29,0,3,75,20,2358,4291,248,12,0,4,0,4,12,0,4561,1391,687,83,0,5,0,0,4,0,2170,555,246,12,0,0,0,0,0,6,820,718,110,10,3,3,0,7,9,8,856,121,65,12,0,0,0,0,0,10,197,373,113,12,22,61,0,0,84,17,598,20,20,0,0,0,0,0,3,0,42,3176,1240,131,30,62,0,11,102,37,4684,254,36,4,4,8,0,4,12,23,329,255,63,10,9,0,0,0,10,10,349,10107,1700,176,76,106,0,28,210,84,12275
51104,3267,863,166,28,11,7,8,49,27,4383,463,108,8,15,3,0,8,21,21,616,213,37,23,20,7,0,0,29,19,322,15282,1589,244,197,53,26,35,312,145,17576,6183,381,27,131,39,11,10,193,68,6851,5843,206,24,18,3,10,8,33,22,6127,1679,491,103,0,0,0,4,3,9,2288,471,227,58,6,0,0,0,6,7,769,1449,189,22,4,0,7,6,12,10,1686,118,60,9,0,0,0,0,0,0,189,354,66,3,27,10,0,0,33,13,469,28,13,0,0,0,0,0,0,0,39,4096,1041,208,34,10,7,9,58,36,5431,499,114,7,15,3,0,8,21,21,671,291,59,30,20,7,7,0,24,20,423,16914,1796,296,212,59,30,34,329,163,19497
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
