SA3_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
50101,20,15,34,435,462,894,0,5,3,455,479,936,71,77,154,2503,2282,4783,26,15,38,2605,2375,4979,74,61,126,1934,1878,3808,11,18,21,2012,1950,3968,3,0,3,77,44,118,0,0,0,73,43,120,0,6,8,38,110,145,0,0,0,42,114,149,5,4,12,192,97,286,0,0,0,196,100,295,3,8,13,179,377,557,0,0,3,185,381,568,0,0,0,5,8,5,0,0,0,3,8,5,11,19,30,485,628,1109,6,0,6,499,644,1147,0,6,9,56,122,172,0,0,0,53,132,184,0,3,3,48,151,202,0,0,0,48,156,205,0,0,0,16,42,58,0,0,0,16,42,58,0,9,9,92,346,447,0,0,0,92,357,454,0,0,0,0,4,4,0,0,0,0,4,4,0,17,17,213,668,882,0,3,3,215,684,897,12,39,47,694,1297,1990,6,3,8,715,1333,2048,5,11,17,144,245,397,0,0
50102,60,53,111,859,805,1664,5,6,6,918,867,1788,304,250,551,4449,4047,8489,17,18,33,4768,4308,9076,206,220,429,3655,3663,7319,19,21,43,3878,3908,7789,9,23,30,183,182,362,0,0,0,193,200,398,4,12,13,96,234,330,0,0,0,98,253,346,18,20,39,419,222,644,4,0,4,442,243,687,9,21,25,291,621,909,3,0,3,299,645,940,0,0,0,11,0,8,0,0,0,11,0,8,37,73,110,987,1267,2253,5,0,6,1029,1346,2379,0,4,7,127,329,457,0,0,0,132,333,469,0,9,15,88,270,365,0,0,0,89,287,379,0,3,3,46,99,143,0,0,0,46,98,149,7,13,20,217,537,750,0,0,0,224,553,770,0,0,0,0,4,4,0,0,0,0,4,4,7,40,43,489,1235,1719,0,3,5,491,1278,1774,44,112,159,1474,2509,3980,6,3,10,1525,2627,4155,20,23,45,292,424,711,3,4
50103,8,5,15,152,158,303,0,0,5,162,165,324,39,47,83,836,770,1608,12,8,20,889,822,1715,28,44,82,657,665,1322,5,3,12,695,719,1412,0,3,3,20,15,32,0,0,0,23,14,34,0,0,0,7,26,31,0,0,0,8,31,41,0,0,7,72,47,120,0,0,0,77,48,128,0,0,4,35,127,168,0,0,0,38,130,168,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,141,214,356,5,3,7,143,232,373,0,0,0,11,29,40,0,0,5,13,33,46,0,0,4,9,30,44,0,0,0,16,34,45,0,0,0,0,11,12,0,0,0,0,12,12,0,0,0,26,78,95,0,0,0,26,72,101,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,49,145,193,0,0,6,51,152,204,9,14,20,184,359,548,4,3,9,196,382,581,0,0,4,50,79,129,0,0
50201,49,41,88,740,737,1474,5,3,10,790,781,1571,254,268,524,3895,3923,7822,21,25,44,4177,4211,8391,192,222,414,3202,3107,6309,16,19,37,3410,3348,6758,7,19,20,182,205,393,0,0,0,189,225,414,7,0,7,80,247,325,0,0,0,84,251,335,12,10,22,356,215,572,5,0,6,375,229,603,9,10,19,275,585,857,0,3,3,277,598,872,0,0,0,5,0,9,0,0,0,5,0,10,35,40,69,898,1258,2148,9,6,14,934,1304,2235,7,16,24,355,712,1063,0,0,0,361,724,1085,4,6,13,111,342,443,0,0,0,110,353,461,0,3,3,73,133,203,0,0,0,73,140,213,4,15,14,214,473,687,0,0,0,215,485,700,0,0,0,5,5,5,0,0,0,5,5,5,17,37,59,744,1654,2405,0,0,0,761,1701,2465,49,83,133,1647,2916,4561,9,5,14,1699,3007,4706,14,17,32,297,488,784,0,4
50301,0,4,4,583,529,1114,0,3,3,587,535,1115,23,24,43,3005,2831,5835,7,7,8,3031,2856,5884,44,61,106,3269,3122,6393,12,9,21,3320,3191,6509,0,0,0,87,73,161,0,0,0,90,73,162,0,0,0,52,96,150,0,0,0,52,97,150,0,0,0,81,47,133,0,0,0,81,47,133,0,0,0,117,223,342,0,0,0,117,226,342,0,0,0,0,0,0,0,0,0,0,4,4,0,5,8,333,450,779,0,0,5,337,449,787,47,54,101,2293,2428,4723,4,0,6,2344,2485,4824,10,11,15,634,613,1242,0,0,0,641,617,1260,0,0,0,205,210,421,0,0,3,206,211,422,0,4,6,376,579,955,0,6,6,381,585,964,0,0,0,7,5,11,0,0,0,7,5,11,58,64,120,3507,3834,7346,9,7,11,3575,3906,7481,59,66,123,3846,4289,8135,8,5,14,3914,4356,8276,0,0,0,205,276,484,0,0
50302,9,4,17,854,700,1553,0,0,0,867,703,1570,37,32,67,3209,3162,6373,8,5,11,3250,3192,6450,27,44,65,2523,2437,4958,5,3,9,2552,2485,5037,0,5,5,267,291,559,0,0,0,267,294,556,6,0,7,413,582,996,0,0,0,418,587,1006,0,0,0,164,132,302,0,3,3,167,134,305,8,4,9,427,659,1086,0,0,0,433,664,1095,0,0,0,5,4,8,0,0,0,5,4,8,13,8,22,1274,1674,2949,0,3,4,1286,1686,2975,14,25,39,1587,2136,3729,0,0,0,1609,2162,3771,9,14,23,1084,1213,2293,0,0,0,1097,1222,2320,0,12,9,248,321,572,0,0,0,252,334,584,15,14,30,937,1236,2175,4,3,4,956,1247,2211,0,0,0,7,13,18,0,0,0,10,13,18,48,63,109,3868,4913,8780,5,0,11,3919,4980,8902,58,73,128,5141,6596,11738,8,8,21,5210,6671,11885,3,6,12,545,752,1299,0,3
50401,14,11,28,756,673,1428,0,0,0,769,686,1459,98,70,165,2826,2688,5514,3,9,9,2930,2762,5687,80,74,159,2300,2061,4360,14,3,23,2394,2143,4533,10,7,6,201,172,371,0,0,0,201,175,378,4,5,8,211,306,523,0,0,0,214,307,523,9,3,11,177,105,275,0,0,0,181,107,293,8,6,12,328,500,832,0,0,0,332,511,844,0,0,0,4,4,4,0,0,0,3,4,6,28,17,38,915,1093,2004,0,0,0,937,1107,2046,11,14,25,821,959,1786,0,0,0,830,979,1807,0,14,14,424,476,900,0,0,0,423,492,914,3,7,11,155,177,333,0,0,0,156,182,336,8,14,14,446,684,1134,0,0,0,454,701,1154,0,0,0,5,4,12,0,0,0,8,4,14,23,45,65,1852,2305,4157,3,0,4,1876,2354,4228,46,62,104,2772,3402,6175,0,0,8,2820,3463,6286,8,9,17,376,466,841,0,0
50402,28,19,38,316,283,601,3,5,4,343,300,646,93,95,195,1601,1464,3059,12,7,18,1699,1570,3273,74,53,124,1445,1368,2811,0,4,9,1524,1420,2939,8,3,8,68,70,142,0,0,0,76,77,154,0,4,4,37,73,111,0,0,0,37,83,119,7,3,11,163,84,246,0,0,0,172,85,255,5,3,4,122,213,339,0,0,0,122,216,342,0,0,0,0,4,3,0,0,0,0,4,3,16,17,28,398,450,840,0,0,0,414,463,873,0,15,15,213,332,553,0,3,3,217,352,569,3,6,9,66,136,206,0,0,0,67,146,211,0,4,4,47,60,109,0,0,0,47,71,115,4,7,5,127,264,387,0,0,0,131,272,400,0,0,0,0,0,0,0,0,0,0,0,0,5,30,34,456,797,1252,0,11,11,464,835,1299,24,48,67,854,1243,2099,0,12,9,875,1299,2173,10,6,13,123,219,335,0,0
50403,82,87,169,1508,1319,2821,4,0,7,1592,1403,2999,448,390,838,6911,6446,13357,23,21,45,7381,6857,14236,274,307,575,5263,4826,10088,23,19,41,5550,5154,10699,7,14,21,315,332,653,0,0,0,324,346,676,9,11,21,238,458,699,0,0,0,249,476,723,11,14,27,465,287,754,5,0,4,487,302,783,8,24,35,512,881,1395,0,10,10,519,909,1427,0,0,0,8,7,14,0,0,0,8,7,14,37,61,100,1544,1971,3511,4,9,16,1583,2038,3622,6,17,33,1046,1386,2435,5,0,3,1063,1407,2463,3,14,19,364,584,944,4,0,4,371,593,963,4,6,13,190,300,488,0,0,0,195,305,504,10,33,42,453,835,1289,0,0,0,466,862,1329,0,0,0,9,5,14,0,0,0,9,4,15,28,73,102,2068,3103,5169,3,3,5,2096,3181,5274,68,132,202,3615,5084,8699,8,15,21,3691,5231,8921,28,25,53,608,885,1492,0,0
50501,19,12,29,1363,1238,2603,0,3,0,1386,1258,2640,107,122,232,7115,6676,13790,27,16,35,7247,6813,14060,89,83,178,6283,5944,12233,17,21,38,6392,6053,12442,4,0,6,334,313,643,0,0,3,334,317,656,4,0,3,157,287,438,0,0,0,158,289,445,3,5,8,591,233,822,0,3,3,596,235,832,6,3,13,419,673,1090,6,5,5,426,681,1107,0,0,0,0,0,5,0,0,0,0,0,6,16,12,31,1496,1505,3000,8,9,13,1519,1523,3044,4,18,19,1802,2185,3988,9,4,12,1814,2210,4023,3,6,10,524,649,1174,0,4,4,530,654,1187,4,6,9,296,369,665,0,3,3,299,375,676,0,3,7,593,1109,1703,0,3,3,592,1117,1712,0,0,0,9,5,16,0,0,0,9,5,16,13,32,41,3226,4318,7544,9,13,20,3241,4365,7606,30,44,75,4724,5825,10549,10,22,33,4770,5896,10662,8,11,16,537,746,1281,3,0
