SA3_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
50502,37,29,67,1783,1661,3437,3,9,11,1822,1692,3519,151,128,282,7669,7351,15019,24,20,43,7842,7505,15342,119,100,220,6102,5851,11951,18,21,40,6244,5970,12212,3,8,10,454,408,855,0,0,0,457,416,874,4,8,8,526,784,1314,3,0,5,533,795,1327,9,5,15,400,263,664,0,5,3,409,273,680,8,6,16,756,1244,2006,5,3,4,773,1257,2030,0,0,0,10,8,19,0,0,0,10,8,19,25,30,55,2151,2709,4856,10,4,14,2180,2746,4923,10,22,39,2278,2872,5152,3,3,11,2298,2901,5201,10,20,26,979,1266,2245,3,0,4,988,1287,2275,6,8,9,395,450,847,0,0,0,398,458,856,6,25,29,1036,1519,2561,0,0,0,1051,1545,2593,0,0,0,14,15,30,0,0,0,14,15,30,26,72,102,4702,6129,10830,7,8,15,4745,6210,10952,50,98,153,6875,8857,15734,14,16,33,6946,8972,15918,4,14,19,861,1229,2090,7,6
50503,86,90,173,2022,1865,3886,4,8,10,2105,1958,4068,356,338,692,10337,9769,20107,23,26,49,10722,10131,20859,224,221,446,7948,7593,15537,36,29,65,8206,7842,16055,9,18,28,548,524,1065,3,0,5,561,541,1103,4,10,12,287,619,910,0,0,3,292,630,923,20,12,38,695,399,1096,0,0,0,715,416,1134,0,19,21,648,1204,1855,0,0,0,651,1224,1872,0,0,0,8,10,17,0,0,0,8,11,22,37,63,100,2185,2756,4944,5,5,9,2226,2818,5052,22,24,47,1592,2300,3889,0,0,6,1613,2327,3940,3,20,25,511,893,1406,0,0,0,520,914,1434,3,6,14,358,460,813,0,0,0,364,467,830,10,16,23,650,1259,1917,0,0,0,662,1280,1940,0,0,0,4,9,13,0,0,0,4,9,13,36,68,111,3114,4921,8041,5,3,11,3154,4997,8155,73,134,207,5315,7688,13005,9,6,13,5400,7826,13225,21,38,61,853,1267,2117,4,4
50601,43,47,95,1045,901,1945,3,3,6,1090,958,2049,241,253,493,4758,4481,9241,6,7,12,5001,4747,9750,149,152,305,3066,3041,6113,12,3,15,3225,3203,6426,9,11,15,197,198,398,0,0,5,208,209,411,0,7,3,164,270,429,0,0,0,161,277,440,7,10,18,277,209,484,0,0,0,285,216,505,7,17,31,332,558,897,0,0,0,344,576,923,0,0,0,0,8,7,0,0,0,0,8,9,26,39,68,970,1242,2216,4,0,9,1005,1288,2288,3,6,13,556,782,1339,0,0,0,562,791,1354,11,7,25,229,394,627,0,4,3,238,408,651,0,0,0,105,166,266,0,0,0,105,169,272,5,11,19,294,538,828,0,0,6,297,549,851,0,0,0,3,7,5,0,0,0,3,7,5,19,33,53,1185,1889,3072,3,4,8,1207,1924,3134,51,74,123,2156,3140,5294,8,3,16,2213,3218,5429,18,17,38,372,585,962,4,0
50602,24,16,39,549,517,1064,0,0,0,575,528,1106,81,92,175,2316,2210,4525,5,5,13,2404,2310,4714,82,76,160,1611,1509,3124,9,7,10,1697,1593,3295,7,6,9,241,212,448,0,0,0,246,215,454,5,4,12,265,394,658,0,0,0,271,401,672,8,5,12,175,99,277,0,0,0,187,106,294,0,9,8,327,547,877,0,0,0,331,556,893,0,0,0,12,4,12,0,0,0,12,4,12,25,21,44,1018,1256,2278,0,0,5,1048,1273,2322,4,25,28,853,1123,1974,0,0,0,857,1140,2003,3,16,20,593,676,1272,0,0,0,599,695,1293,0,3,4,152,194,353,0,0,0,163,199,356,10,13,17,450,646,1091,0,6,6,460,660,1115,0,0,0,10,5,9,0,0,0,10,5,9,24,55,73,2061,2640,4697,0,0,6,2083,2697,4779,44,74,121,3087,3905,6991,0,5,12,3135,3976,7115,10,6,19,423,480,901,4,0
50603,20,18,39,757,762,1513,0,0,6,780,781,1559,85,102,189,4090,3780,7869,6,9,19,4180,3893,8072,67,69,142,3538,3351,6884,10,4,22,3615,3431,7045,7,3,10,417,270,686,3,0,4,425,273,703,3,7,8,386,465,850,0,0,0,387,475,859,5,0,8,245,131,374,0,0,0,252,131,383,0,7,11,385,592,976,0,0,0,386,604,994,0,0,0,4,4,9,0,0,0,4,8,9,16,26,37,1438,1458,2899,3,3,5,1457,1488,2942,8,23,33,2088,2255,4346,8,0,3,2105,2278,4382,10,3,11,952,946,1898,0,0,0,960,950,1911,0,4,3,237,267,504,0,0,0,242,264,507,0,10,15,405,575,977,0,0,0,409,587,992,0,0,0,5,10,16,0,0,0,5,10,16,15,38,56,3689,4052,7740,3,0,5,3713,4099,7809,27,59,92,5148,5525,10670,6,3,14,5180,5593,10768,12,9,22,518,619,1141,0,0
50604,46,46,90,1108,1090,2197,6,0,6,1158,1138,2291,235,227,464,5754,5573,11324,21,17,36,6012,5816,11825,148,167,315,4401,4123,8524,14,12,24,4561,4306,8870,8,4,7,380,347,733,0,0,0,388,354,742,3,14,15,315,557,870,0,0,0,317,566,884,14,4,11,403,237,637,0,0,0,415,238,652,3,11,15,433,822,1252,3,0,6,437,829,1268,0,0,6,6,8,17,0,0,3,10,11,25,24,23,46,1540,1977,3514,12,7,12,1571,2007,3572,6,16,22,1261,1589,2847,5,3,3,1271,1604,2877,4,5,17,443,582,1023,0,0,0,448,587,1041,0,6,0,211,266,476,0,0,0,210,267,484,7,14,24,386,570,954,4,3,0,393,588,980,0,0,0,3,8,11,0,0,0,3,8,11,18,43,58,2304,3021,5318,6,6,10,2326,3061,5389,46,66,107,3850,5003,8849,12,12,23,3903,5076,8980,21,24,41,618,740,1363,3,0
50605,17,22,33,478,457,935,0,0,4,493,477,975,118,90,214,2541,2425,4964,8,6,17,2665,2528,5188,99,98,197,2099,2002,4103,10,7,13,2207,2107,4311,3,4,8,114,108,218,0,0,0,118,109,229,0,0,4,62,123,184,0,0,0,64,122,183,9,7,14,224,120,347,5,0,5,234,124,364,4,11,15,194,286,477,0,0,0,200,295,492,0,0,0,0,3,3,0,0,0,0,3,3,18,19,38,587,640,1227,5,5,10,609,662,1272,4,11,10,405,541,950,0,3,4,413,546,958,4,5,5,115,188,304,0,0,0,116,192,312,0,5,8,77,118,200,0,0,0,76,126,203,5,15,22,167,357,518,0,3,0,170,372,543,0,0,0,0,0,0,0,0,0,0,0,0,9,29,38,770,1204,1976,3,0,9,780,1235,2016,27,49,75,1359,1842,3203,6,5,16,1395,1898,3292,4,10,11,198,257,452,0,0
50606,19,21,34,362,340,701,0,0,0,372,359,733,83,89,165,1716,1638,3353,10,4,19,1807,1726,3532,62,55,109,1153,1101,2246,7,0,3,1217,1152,2369,0,3,7,52,60,112,0,0,0,52,64,113,0,0,0,29,72,97,0,0,0,25,72,100,0,3,0,136,72,207,0,0,0,139,75,210,3,4,8,108,203,316,0,0,0,113,208,321,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,321,411,732,5,0,5,327,420,749,5,5,3,113,221,328,0,0,3,111,226,340,0,4,6,46,112,158,0,0,0,45,113,160,0,0,0,33,46,81,0,0,0,36,46,85,4,3,0,73,157,231,0,0,0,71,157,238,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,268,535,800,0,0,0,273,550,820,10,18,28,589,946,1538,4,0,10,607,967,1571,3,5,9,111,166,276,0,0
50607,3,9,15,347,308,657,0,0,0,358,314,670,31,29,63,1361,1165,2529,3,6,12,1392,1203,2599,96,54,151,1439,1119,2561,3,7,10,1545,1178,2719,3,0,3,115,84,200,0,0,0,119,84,205,0,0,4,65,107,172,0,0,0,69,113,175,0,0,4,88,56,143,0,0,0,89,62,146,0,0,8,127,201,327,0,0,0,124,206,335,0,0,0,3,0,0,0,0,0,3,0,0,12,3,13,395,445,841,0,0,0,401,457,859,10,9,19,944,1048,1994,0,0,4,953,1065,2017,4,3,6,359,358,724,0,0,0,367,361,733,0,0,0,135,143,272,0,0,0,138,142,281,4,3,9,299,386,688,0,0,0,302,396,696,0,0,0,3,7,10,0,0,0,3,7,10,19,15,34,1739,1945,3686,5,3,10,1767,1967,3734,32,21,52,2137,2401,4540,5,8,11,2172,2427,4596,6,3,4,158,194,354,0,0
50701,32,22,54,1151,1015,2168,0,0,3,1182,1041,2225,180,154,333,4814,4818,9632,13,6,17,5003,4980,9982,131,118,255,3705,3501,7207,4,16,22,3845,3630,7479,6,5,16,207,212,420,0,0,0,220,222,435,4,14,18,188,287,474,0,0,0,186,299,490,10,8,15,388,205,594,3,0,4,401,213,615,12,9,19,391,679,1070,0,3,4,405,688,1092,0,0,0,5,0,5,0,0,0,5,0,5,33,36,68,1171,1381,2560,7,4,11,1210,1429,2634,7,25,26,972,1435,2403,0,6,6,974,1464,2440,4,12,7,376,646,1024,0,0,0,379,653,1034,4,4,6,198,293,493,0,0,3,205,300,501,11,15,23,508,925,1433,0,0,0,516,945,1461,0,0,0,6,4,6,0,0,0,6,4,6,22,52,73,2057,3303,5367,0,3,6,2086,3357,5442,54,90,143,3239,4696,7934,10,10,12,3297,4793,8089,8,19,29,413,551,970,0,0
50702,8,9,16,304,298,598,0,0,0,311,300,613,30,52,81,1170,1185,2352,6,0,5,1206,1232,2432,39,30,69,1069,1130,2201,8,0,10,1116,1159,2277,0,3,3,46,44,91,0,0,0,46,42,86,0,0,0,50,76,125,0,0,0,48,77,130,5,4,9,60,52,112,0,0,0,66,55,121,5,0,8,116,178,290,0,0,0,119,177,293,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,272,343,619,3,0,8,279,352,636,5,6,11,419,611,1030,4,0,4,430,619,1042,0,7,6,202,324,527,0,0,0,206,332,538,0,0,4,95,99,195,0,0,0,95,103,200,4,4,10,226,432,660,0,0,0,234,433,672,0,0,0,3,0,11,0,0,0,3,0,11,11,20,30,955,1473,2422,0,0,8,968,1491,2460,20,20,41,1229,1817,3044,8,0,8,1251,1843,3098,3,3,9,129,186,315,0,0
50703,24,28,49,464,483,949,0,0,0,484,507,997,134,115,250,2142,2001,4139,8,6,14,2281,2123,4405,101,73,170,1428,1295,2720,10,3,11,1537,1371,2908,6,0,13,104,108,207,0,0,0,107,109,218,3,0,3,95,166,262,0,0,0,100,168,271,3,8,11,152,108,266,0,0,0,160,121,275,3,9,10,160,318,478,0,0,0,164,322,486,0,0,0,0,4,9,0,0,0,0,4,9,15,24,36,513,709,1220,0,0,6,532,728,1260,0,7,8,245,369,608,0,0,0,247,369,620,0,5,9,117,215,337,0,0,0,119,226,343,0,4,6,64,57,119,0,0,0,64,65,129,4,11,15,156,259,413,0,0,0,162,270,426,0,0,0,0,4,5,0,0,0,0,4,5,11,29,44,578,900,1485,0,0,0,594,933,1526,29,51,76,1094,1614,2710,0,4,7,1126,1669,2791,14,19,31,204,276,476,0,0
50704,16,10,22,905,818,1725,0,0,4,920,831,1749,52,55,99,4258,4181,8437,13,4,22,4321,4235,8558,54,47,94,3924,3818,7741,6,9,13,3978,3874,7850,15,4,9,160,160,317,0,0,0,170,161,333,0,6,7,128,197,324,0,0,0,135,200,333,8,0,7,292,122,418,0,0,0,298,122,423,0,4,7,254,452,702,0,0,0,256,459,713,0,0,0,6,3,11,0,0,0,8,3,14,20,16,32,845,934,1776,0,0,0,861,952,1810,9,29,36,1722,2135,3859,3,9,14,1733,2172,3904,10,8,14,504,549,1053,0,0,0,509,557,1063,4,3,3,306,269,574,0,0,3,310,270,580,4,5,4,531,771,1308,0,0,0,534,779,1314,0,0,0,6,11,18,0,0,0,6,11,18,22,36,59,3061,3744,6806,8,8,18,3090,3787,6878,45,50,91,3913,4686,8601,8,11,20,3958,4750,8704,8,4,15,302,457,761,0,0
50705,69,56,123,1187,1076,2270,3,4,6,1257,1135,2396,347,317,665,6368,6069,12434,18,22,44,6738,6405,13144,199,212,412,4911,4849,9765,17,11,33,5132,5081,10210,9,19,30,298,286,588,0,0,6,313,312,619,0,13,17,125,348,472,0,0,0,132,364,496,8,23,27,535,320,857,0,0,0,549,337,889,10,18,35,438,836,1280,0,0,0,449,858,1308,0,0,0,10,8,11,0,0,0,10,8,11,32,69,101,1413,1800,3214,3,3,5,1453,1874,3326,12,14,25,622,967,1586,3,0,3,632,975,1615,11,16,30,211,513,722,0,0,0,224,528,757,0,5,6,120,235,353,0,0,0,120,238,360,8,25,31,381,771,1147,3,0,4,387,798,1184,0,0,0,0,6,7,0,0,0,0,6,7,34,58,89,1332,2486,3819,3,6,5,1369,2550,3918,63,133,195,2757,4296,7046,11,9,18,2829,4433,7257,25,27,54,498,707,1205,0,3
50901,40,29,70,447,419,863,0,5,6,493,444,938,142,169,315,2205,2103,4311,30,20,54,2380,2294,4676,130,133,262,1895,1871,3767,16,21,38,2042,2025,4064,11,4,13,114,96,208,6,0,0,124,99,222,4,10,12,44,107,150,0,0,0,47,115,164,3,4,9,228,108,337,0,0,0,234,110,345,3,13,17,161,413,572,0,0,0,159,426,589,0,0,0,3,6,7,0,0,0,3,6,7,22,32,47,551,724,1279,3,3,10,575,758,1331,3,6,8,58,113,169,0,0,0,59,119,177,0,5,5,51,115,157,0,0,0,51,114,166,0,0,0,27,59,86,0,0,0,27,64,84,0,9,6,115,343,459,0,0,4,116,354,465,0,0,0,0,6,3,0,0,0,0,6,3,3,21,27,245,626,873,0,3,9,253,649,904,27,49,76,795,1354,2152,4,7,11,827,1409,2235,10,10,23,170,231,402,0,0
50902,30,27,56,301,318,619,0,0,4,339,343,676,177,198,374,1852,1740,3593,35,29,62,2064,1972,4029,185,157,346,1309,1334,2644,23,20,41,1513,1515,3031,0,0,3,49,48,98,0,0,0,54,54,103,3,4,12,22,59,73,0,0,0,22,67,88,14,5,16,157,94,251,3,0,3,171,103,270,4,5,12,88,268,361,0,4,4,95,281,376,0,0,0,5,4,8,0,0,0,3,4,6,28,22,48,319,470,795,4,4,4,349,499,845,0,0,0,73,116,188,0,4,4,73,116,191,0,0,0,29,80,106,0,0,0,26,84,112,0,0,0,14,48,63,0,0,0,14,48,63,0,3,3,63,193,260,0,3,3,63,203,269,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,184,439,617,0,4,4,178,450,633,28,29,59,497,907,1410,3,7,16,530,947,1478,7,9,18,103,158,262,0,0
50903,9,12,17,129,120,239,0,4,7,135,126,259,58,54,118,704,699,1402,7,0,11,776,761,1531,38,56,95,418,419,841,9,5,14,466,481,944,0,4,4,14,21,39,0,0,0,14,18,37,0,0,3,9,18,23,0,0,0,6,16,24,4,3,4,49,27,73,0,0,0,49,31,78,0,0,0,35,92,125,0,0,0,35,95,127,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,104,153,257,0,0,0,104,169,273,0,0,0,16,52,64,0,0,0,16,52,64,0,0,0,10,28,33,0,0,0,10,28,37,0,0,0,7,15,22,0,0,0,7,15,22,0,0,0,17,74,91,0,0,0,17,74,97,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,45,167,213,0,0,0,45,172,218,0,16,17,148,321,472,0,0,0,152,335,490,3,4,7,24,56,80,0,0
51001,170,138,306,126,111,243,4,5,7,300,252,553,1037,952,1989,693,625,1320,18,10,29,1743,1588,3334,505,570,1079,392,414,803,5,11,22,899,1005,1899,28,34,52,16,14,21,0,0,0,35,38,78,4,3,7,14,19,34,0,0,0,19,24,39,17,14,31,38,42,76,0,0,0,48,50,107,24,35,58,79,170,247,3,0,3,100,204,310,0,0,0,0,0,0,0,0,0,0,0,0,67,86,149,139,241,380,3,0,3,206,321,531,7,16,29,16,35,58,0,0,0,27,55,85,5,17,30,26,64,91,0,0,0,33,86,116,0,3,3,4,34,39,0,0,0,4,37,45,11,24,32,72,197,271,0,0,5,77,225,311,0,0,0,0,0,0,0,0,0,0,0,0,22,63,84,125,335,457,0,0,5,145,407,550,82,150,240,268,579,841,3,0,7,353,730,1080,14,25,43,41,65,112,0,0
51002,64,48,110,135,145,279,0,0,0,202,194,389,331,318,647,764,770,1532,6,4,6,1098,1090,2188,204,194,399,420,383,799,6,5,4,629,573,1206,3,5,13,28,7,39,0,0,0,34,18,47,5,7,6,21,39,62,0,0,0,26,43,69,9,7,20,53,39,94,0,0,0,61,45,110,8,22,31,111,163,268,0,0,0,116,184,305,0,0,0,4,0,4,0,0,0,4,0,5,28,42,71,216,249,463,0,0,0,248,296,542,0,0,4,5,25,32,0,0,0,8,28,36,0,6,6,21,52,67,0,0,0,21,54,76,0,0,0,13,8,20,0,0,0,12,11,22,0,8,8,89,114,204,0,0,0,89,127,219,0,0,0,0,0,0,0,0,0,0,0,0,4,21,23,126,203,320,0,0,0,127,218,344,31,66,96,343,447,794,0,0,0,371,515,888,13,17,30,56,111,163,3,0
51003,49,38,87,290,269,554,0,0,5,341,307,645,236,215,452,1332,1205,2538,12,7,21,1585,1429,3007,131,141,280,731,665,1398,4,0,3,866,808,1681,3,0,11,22,18,37,0,0,0,25,22,49,0,6,3,26,25,56,0,0,0,28,31,59,10,11,19,76,50,122,0,0,0,81,56,146,11,14,25,125,227,351,0,0,0,132,241,379,0,0,0,5,0,5,0,0,0,4,0,4,28,30,61,247,325,571,0,0,0,275,358,630,0,3,7,10,26,34,0,0,0,13,26,40,6,10,8,12,42,52,0,0,0,16,43,68,0,0,4,6,18,19,0,0,0,7,17,24,5,16,19,90,177,265,0,0,0,94,191,284,0,0,0,0,0,0,0,0,0,0,0,0,7,22,30,115,260,381,0,0,0,129,283,415,38,53,90,364,588,950,4,3,5,406,640,1040,3,15,23,63,95,157,0,0
51101,12,15,26,115,122,235,0,0,0,132,134,266,40,41,79,597,596,1196,6,5,15,640,644,1288,51,41,87,445,439,887,8,8,11,498,486,985,0,3,3,23,16,36,0,0,0,24,19,36,0,0,0,7,0,9,0,0,0,7,4,11,0,0,3,44,37,85,0,0,0,49,38,89,0,0,6,35,112,144,0,0,0,36,114,148,0,0,0,0,3,3,0,0,0,0,3,3,3,8,11,108,172,275,0,0,0,116,175,290,0,0,0,11,32,44,0,0,0,7,33,47,0,0,0,13,23,35,0,0,0,13,23,35,0,0,0,6,7,16,0,0,0,6,8,19,0,0,0,24,59,81,0,0,0,24,59,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50,120,170,0,0,0,53,127,180,10,8,19,160,288,446,0,0,0,164,305,473,4,0,9,26,37,64,0,0
51102,10,13,25,53,59,117,0,0,3,74,76,141,78,83,161,272,233,504,10,10,12,353,323,680,34,32,65,151,133,288,0,9,10,187,169,363,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,3,7,9,0,0,0,3,7,8,4,0,4,23,15,32,0,0,0,19,15,39,4,5,6,28,54,79,0,0,0,31,60,89,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,58,78,129,0,0,0,60,80,142,0,0,0,3,8,15,0,0,0,4,8,17,0,3,3,8,16,21,0,0,0,8,14,17,0,0,0,5,14,15,0,0,0,5,14,15,0,0,4,16,59,67,0,0,0,15,56,72,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,25,88,114,0,0,0,27,99,122,12,10,15,80,165,244,0,0,0,87,173,265,3,3,8,18,21,40,0,0
