SA3_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
50101,531,1661,848,2041,107,144,198,5529,525,1376,958,1888,118,195,220,5284,411,1039,933,1648,86,205,257,4580,549,1317,1281,1737,100,278,870,6134,2297,6557,4637,9513,789,954,1859,26600,0,0,0,0,0,0,143,147,0,0,0,0,0,0,103,106,0,4,3,7,0,0,412,424,0,5,0,10,0,0,513,532,0,4,0,8,0,7,531,540,0,3,3,11,0,0,386,411,0,4,9,17,3,0,586,623,0,19,20,53,3,7,2671,2779,0,0,12,179,149,16,249,614,8,106,74,518,134,31,145,1021,278,1066,525,1583,114,79,588,4223,539,1675,865,2088,114,143,716,6142,534,1389,975,1918,118,200,758,5883,417,1047,940,1677,86,205,643,5021,552,1324,1295,1765,103,277,1466,6781,2317,6609,4690,9724,821,964,4559,29681
50102,685,2006,1279,4089,250,237,384,8922,681,1785,1375,3835,190,342,386,8592,601,1301,1430,3361,157,355,479,7687,502,1336,1489,3006,139,408,1580,8454,2946,8336,6664,20423,1863,1589,3334,45157,0,0,0,4,0,0,270,276,0,0,0,0,0,0,280,284,0,0,0,0,4,0,706,718,0,0,4,12,0,0,698,719,0,0,0,11,0,0,770,782,3,5,4,22,0,0,712,743,3,7,4,22,0,7,1006,1048,11,17,15,69,0,9,4446,4576,6,0,31,652,369,43,407,1503,39,269,178,1626,420,73,396,3004,451,1655,912,4132,415,148,1015,8722,695,2024,1305,4196,260,250,1105,9832,686,1809,1397,3921,204,350,1174,9551,606,1327,1447,3429,170,367,1213,8556,513,1350,1506,3049,144,417,2614,9591,2984,8438,6782,21007,1971,1645,7931,50756
50103,132,390,250,657,42,48,58,1576,147,373,275,731,40,70,75,1718,150,369,376,821,43,91,149,2002,197,496,497,835,44,129,469,2669,697,1949,1579,3950,389,385,861,9810,0,0,0,0,0,0,86,86,0,0,0,4,0,0,63,64,0,0,0,9,0,0,132,145,0,0,0,5,0,0,207,217,0,5,0,9,0,0,288,296,3,0,0,6,0,3,259,273,0,0,5,9,0,4,373,387,3,10,0,32,0,9,1410,1465,0,0,11,111,81,16,132,351,3,48,26,247,68,7,75,480,71,271,146,599,81,30,191,1385,134,393,257,687,47,48,275,1832,148,379,282,763,38,69,364,2047,153,372,385,848,48,93,413,2309,200,500,511,843,47,136,847,3082,703,1967,1609,4087,419,403,2296,11480
50201,568,1549,1299,3274,201,238,377,7510,623,1416,1485,3424,150,298,374,7764,562,1149,1621,3400,166,339,519,7753,613,1594,2129,4272,211,606,2583,12014,2744,7365,7743,19419,1606,1747,4394,45023,0,0,0,3,0,0,243,246,0,0,0,0,0,0,311,317,0,0,4,3,0,3,668,674,0,0,5,13,4,4,759,787,0,4,8,15,0,0,803,825,4,0,7,19,0,0,671,700,0,6,11,35,3,9,989,1057,10,23,33,87,8,17,4438,4597,6,0,42,499,310,54,390,1297,37,346,271,1307,340,69,443,2812,338,1336,932,3442,290,170,966,7478,573,1567,1318,3383,209,245,1146,8445,631,1432,1505,3504,153,299,1186,8709,577,1158,1654,3477,169,345,1201,8575,620,1614,2155,4345,211,615,3589,13148,2779,7454,7875,19957,1677,1794,8924,50461
50301,2250,3359,541,412,31,55,197,6855,2772,4203,855,465,32,135,226,8682,2222,3155,1009,479,44,139,224,7272,2378,4071,1807,701,62,357,974,10346,11471,19609,4806,2969,367,750,1896,41869,0,0,0,0,0,0,147,147,0,5,0,0,0,0,161,169,0,9,0,3,0,0,346,352,3,5,0,0,0,0,271,282,4,5,0,0,0,0,257,271,9,11,6,7,0,0,266,293,0,23,14,0,0,5,604,651,17,64,25,10,0,5,2052,2165,0,3,28,219,109,18,213,596,185,1735,203,277,62,19,247,2723,1676,3121,364,452,41,31,478,6158,2263,3367,541,425,31,55,473,7155,2788,4220,863,470,34,135,486,8984,2227,3174,1019,485,44,139,490,7574,2386,4103,1824,704,62,361,1574,11007,11519,19723,4844,3032,377,758,3958,44200
50302,4462,7094,1765,1491,101,170,403,15495,2895,4319,1427,1201,63,227,320,10461,1984,3116,1407,1185,69,253,364,8379,1791,2871,1645,1181,89,336,1243,9152,16411,29341,8901,8163,802,1218,3083,67918,0,0,0,0,0,0,126,131,0,8,0,0,0,0,519,526,0,9,0,0,0,0,1643,1661,0,5,3,7,0,0,996,1017,3,6,0,5,0,0,683,706,3,0,0,3,0,0,553,567,4,16,0,7,0,3,744,774,16,41,17,31,0,9,5275,5385,0,0,49,244,179,24,160,660,311,2221,704,864,168,60,691,5015,4993,9785,1932,2075,157,160,2193,21296,4478,7128,1786,1520,105,170,1409,16601,2913,4339,1445,1231,65,234,1013,11240,1997,3138,1417,1196,74,261,928,9004,1799,2900,1647,1194,91,334,2000,9960,16493,29510,8978,8328,836,1233,8393,73773
50401,1978,3804,1412,2010,120,190,336,9854,1218,2297,1308,1752,119,223,280,7182,808,1404,1098,1660,94,245,324,5633,624,1333,1249,1965,95,340,932,6536,6443,14037,6884,10610,943,1191,2378,42490,0,0,0,0,0,0,125,123,0,0,0,3,0,0,192,198,0,0,4,6,0,0,625,631,0,3,0,0,0,0,556,564,0,0,0,6,0,0,427,436,0,4,4,5,0,4,340,356,0,9,5,8,0,0,583,611,9,13,18,27,5,4,2848,2918,0,3,34,213,142,25,174,593,116,854,425,778,216,48,323,2768,1705,4386,1383,2351,183,127,974,11104,1996,3818,1426,2048,123,192,901,10513,1230,2306,1324,1785,115,226,709,7698,816,1418,1109,1687,94,250,673,6044,624,1346,1264,1981,93,352,1519,7181,6481,14134,6960,10839,979,1218,5276,45890
50402,432,1026,563,1258,72,93,138,3577,496,1020,707,1356,73,127,160,3937,458,712,707,1310,47,171,204,3619,392,890,905,1357,65,220,651,4476,2040,4603,3362,7268,553,702,1345,19876,0,0,0,0,0,0,88,88,0,4,0,0,0,0,76,82,0,0,0,6,0,0,238,248,0,0,0,0,0,0,260,264,0,6,3,7,0,0,266,278,0,0,5,8,0,0,269,277,0,6,0,8,0,0,321,346,6,14,9,26,3,0,1517,1586,0,0,13,179,124,13,129,468,21,205,117,509,103,34,123,1115,246,760,372,1392,102,49,363,3274,441,1036,570,1293,76,97,410,3919,500,1038,730,1389,73,127,434,4283,461,728,723,1337,45,176,480,3951,396,900,909,1380,63,220,978,4848,2062,4662,3439,7479,595,713,2915,21862
50403,1823,4015,2786,4929,333,409,674,14963,1033,2492,2228,4219,238,475,560,11248,672,1480,1692,3448,150,427,564,8433,487,1187,1227,2590,114,366,1334,7310,5519,14149,10867,23397,2063,2171,4173,62336,0,0,0,3,0,0,289,295,0,0,0,3,0,0,341,351,0,0,3,12,0,0,1031,1052,0,8,5,7,0,0,938,954,0,6,0,13,0,0,874,895,0,3,3,9,0,0,607,619,0,5,9,8,0,6,616,643,7,12,24,64,3,13,4689,4814,0,9,44,678,403,74,478,1693,109,942,586,2017,440,128,619,4831,1403,4083,2366,5929,459,301,1695,16234,1830,4042,2821,5069,341,411,1633,16153,1045,2522,2272,4316,246,488,1448,12341,683,1498,1722,3511,161,440,1196,9198,492,1196,1252,2625,117,373,1971,8024,5558,14285,11062,24148,2159,2221,9040,68477
50501,2728,6151,2644,4454,197,362,539,17089,2683,5297,3256,4405,164,592,639,17033,1977,3626,3171,4504,200,607,641,14715,1398,3193,3250,4543,236,828,1902,15362,10503,24605,14566,23940,1635,2723,4382,82354,0,0,0,4,0,0,172,176,0,0,0,7,0,0,226,233,0,5,4,3,0,0,572,579,4,14,3,10,0,0,643,674,6,10,3,14,0,0,661,695,0,6,3,10,0,0,575,609,4,8,13,18,0,3,790,840,15,37,29,69,0,6,3641,3801,3,3,80,735,376,46,298,1536,142,1629,596,1542,292,104,396,4699,1579,4721,1584,3873,193,191,955,13089,2742,6190,2672,4501,210,369,1191,17868,2703,5321,3277,4449,165,599,1314,17823,1989,3639,3182,4534,202,612,1218,15375,1413,3215,3272,4578,236,830,2693,16239,10565,24720,14662,24204,1670,2745,8073,86636
