SA4_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
501,922,4267,363,6,5558,450,3377,287,21,4130,991,7556,897,92,9529,1837,8273,895,42,11047,2294,8629,876,21,11813,2192,9004,772,13,11980,2431,7709,647,9,10800,1186,3780,412,10,5388,186,1165,216,0,1565,12475,53755,5366,215,71815,1114,3847,360,8,5326,532,2951,234,16,3727,1444,8184,646,47,10327,3215,8554,684,24,12476,3136,9079,686,14,12911,2941,9423,670,22,13059,2932,7455,584,12,10989,1235,4065,485,7,5793,196,1851,330,0,2377,16747,55411,4674,152,76983,2037,8120,723,13,10894,982,6322,518,37,7860,2434,15743,1541,142,19857,5047,16830,1575,63,23522,5431,17709,1560,34,24727,5133,18424,1441,38,25038,5361,15161,1236,29,21786,2420,7848,900,16,11184,380,3015,543,0,3940,29222,109168,10036,366,148794
502,413,2399,167,0,2984,216,2111,143,0,2464,382,4035,273,5,4696,628,4110,264,10,5010,662,4702,273,8,5641,637,5224,232,6,6097,930,5354,279,12,6569,590,3363,249,6,4208,100,1025,150,0,1269,4554,32322,2029,45,38956,497,2267,173,0,2934,350,2100,135,5,2594,661,4653,290,11,5611,1181,4667,309,6,6158,1087,5271,296,8,6662,1117,5807,250,10,7181,1295,5636,258,12,7195,648,3527,344,5,4524,106,1368,307,5,1783,6936,35293,2354,56,44640,912,4669,343,4,5921,570,4209,272,3,5056,1036,8689,563,19,10308,1809,8774,570,15,11171,1751,9972,569,12,12309,1756,11026,476,16,13280,2218,10990,540,21,13763,1237,6890,598,4,8737,206,2399,450,5,3055,11489,67624,4381,100,83597
503,1438,3495,193,16,5139,1378,4548,431,93,6449,2182,11784,1243,222,15430,2266,10018,951,141,13379,2757,8197,778,126,11860,2165,7398,650,94,10312,1787,5669,504,41,8000,920,3171,401,19,4506,177,1290,231,6,1713,15065,55569,5380,774,76787,1784,3267,239,25,5322,1922,4586,436,57,7005,2749,11859,991,180,15779,3214,9244,710,64,13229,3676,7756,507,62,12002,2528,7263,434,52,10271,2009,5855,482,51,8398,1063,3536,421,19,5040,213,2262,355,4,2841,19156,55638,4583,514,79883,3217,6765,429,44,10461,3299,9133,865,152,13449,4931,23648,2230,408,31210,5481,19258,1664,204,26609,6437,15953,1287,190,23863,4690,14663,1087,147,20586,3794,11524,991,95,16401,1981,6708,821,37,9550,390,3562,589,15,4547,34218,111206,9954,1288,156670
504,1211,6620,386,3,8223,905,6904,581,50,8440,1835,15905,1608,28,19378,2328,15725,1450,24,19527,2447,13412,1051,22,16924,1771,12519,740,37,15081,1558,8983,452,31,11022,756,4587,330,16,5693,99,1390,196,4,1684,12915,86042,6797,216,105966,1493,5725,359,9,7585,1264,6233,404,18,7916,2670,16860,1021,46,20596,3671,15480,908,24,20087,3267,14089,711,19,18081,2425,12972,532,71,16001,1906,9511,464,56,11939,850,5120,421,14,6406,114,2278,352,6,2745,17662,88261,5170,266,111352,2705,12352,741,11,15810,2169,13136,983,68,16354,4509,32759,2627,79,39978,6001,31201,2358,51,39609,5717,27501,1759,41,35012,4198,25492,1273,110,31075,3464,18491,922,90,22956,1607,9705,752,29,12098,215,3662,548,4,4427,30579,174302,11967,474,217319
505,2616,14433,655,8,17719,2105,14206,768,24,17097,3354,31258,1690,107,36407,5074,32260,1638,57,39021,5623,29074,1271,60,36032,3585,25552,906,74,30120,3361,19230,683,68,23348,1693,9937,618,24,12275,269,3482,376,4,4131,27680,179431,8604,426,216148,3221,12762,632,9,16618,2935,13072,644,45,16700,4848,33571,1747,86,40256,7879,33160,1562,64,42660,7296,30374,1177,63,38906,4668,27515,900,128,33209,4138,21314,879,79,26416,1868,12082,896,33,14886,304,5712,693,11,6721,37161,189567,9135,514,236379,5841,27193,1290,21,34337,5046,27276,1412,66,33797,8202,64829,3438,193,76665,12950,65417,3197,120,81683,12923,59448,2452,122,74939,8258,53069,1804,199,63333,7501,40547,1566,147,49767,3563,22019,1509,61,27157,573,9194,1066,15,10850,64846,368997,17740,942,452521
506,2610,12247,834,11,15691,2443,14669,1173,52,18333,3873,32033,2735,117,38760,4945,31446,2333,96,38818,4607,25212,1722,93,31636,3305,21982,1192,106,26584,3211,16648,862,114,20829,1483,8440,678,37,10639,231,2778,505,9,3526,26704,165460,12028,635,204822,3135,11037,716,16,14897,3319,12926,906,37,17188,5202,32529,2214,93,40040,7218,30659,1876,56,39809,6114,24654,1323,65,32156,4435,22678,1017,175,28303,3918,17866,878,160,22825,1766,9579,955,45,12347,298,4376,916,15,5606,35411,166289,10805,657,213164,5733,23281,1550,25,30592,5763,27593,2078,86,35523,9079,64564,4947,210,78799,12164,62108,4213,147,78625,10725,49868,3046,160,63794,7738,44661,2203,282,54888,7124,34506,1737,282,43648,3251,18019,1637,84,22986,532,7152,1421,24,9130,62117,331745,22836,1293,417991
507,2055,10702,619,22,13398,1620,10728,869,34,13248,2632,23239,2031,102,28006,3823,23669,1761,71,29330,4210,21609,1284,62,27160,2996,19507,933,85,23525,2750,14415,776,81,18024,1355,7782,724,29,9882,222,2722,507,6,3457,21655,134381,9507,490,166028,2803,9590,582,10,12982,2428,10135,614,30,13212,3926,24862,1476,79,30345,6232,24636,1261,42,32167,5764,22702,1048,59,29573,3970,20931,846,86,25830,3505,15793,831,87,20215,1577,8808,885,20,11292,238,4276,853,10,5383,30433,141743,8396,427,180997,4854,20294,1197,36,26379,4041,20858,1486,70,26456,6554,48104,3509,179,58347,10053,48302,3026,114,61499,9974,44306,2335,120,56736,6960,40437,1779,175,49352,6257,30215,1607,166,38238,2928,16595,1603,47,21175,463,7001,1360,11,8839,52091,276117,17902,915,347021
509,682,2705,421,0,3811,455,2308,405,35,3212,1154,5061,1078,81,7382,1868,4808,1075,41,7790,2094,5936,1106,5,9140,2340,7232,1064,9,10638,2218,6342,792,7,9359,1065,3146,475,4,4702,183,1012,185,0,1381,12061,38548,6609,188,57410,673,2374,373,0,3417,447,1933,261,11,2648,1509,4749,628,40,6918,2734,4328,697,19,7777,2601,5632,756,11,9010,2757,6778,766,11,10306,2480,5494,708,11,8694,1118,3046,529,3,4695,233,1349,286,0,1860,14548,35679,4994,107,55326,1346,5073,794,4,7228,904,4239,667,48,5859,2664,9819,1701,119,14303,4594,9138,1774,63,15569,4698,11563,1864,17,18149,5091,14012,1829,11,20945,4698,11832,1496,18,18054,2187,6188,1004,10,9394,412,2361,471,4,3246,26606,74231,11604,294,112735
510,234,1884,498,0,2618,267,2440,978,53,3737,1198,8739,4067,150,14157,1682,8847,4294,102,14929,1422,7743,3888,71,13128,1107,6641,2866,56,10665,948,3870,990,29,5838,264,977,262,3,1507,11,113,34,0,156,7141,41252,17877,463,66731,276,1640,414,4,2340,361,2210,680,77,3330,1433,6844,2053,156,10487,1799,5296,1441,23,8557,1287,4443,1344,8,7089,1239,4510,1169,29,6949,884,3041,666,27,4616,212,689,211,0,1116,11,104,36,0,150,7505,28792,8005,332,44636,514,3529,916,4,4964,632,4648,1654,131,7068,2626,15587,6118,306,24640,3485,14141,5736,125,23486,2714,12194,5235,80,20217,2346,11153,4026,83,17613,1831,6913,1655,60,10455,479,1666,470,5,2620,23,214,72,0,313,14647,70043,25882,796,111367
511,445,2599,494,5,3539,368,2907,915,38,4227,1023,7408,2824,119,11369,1472,6758,2601,49,10876,1553,7224,2510,29,11311,1561,7550,1986,37,11125,1525,5693,1104,11,8333,643,2403,466,4,3522,92,579,116,4,794,8683,43115,13012,288,65099,457,2293,424,0,3179,422,2584,568,24,3595,1282,6188,1288,74,8839,1955,5238,1191,6,8396,1806,5666,1058,13,8547,1730,6322,1048,18,9120,1673,4808,813,16,7317,668,2118,384,4,3171,98,771,168,4,1039,10101,35995,6940,165,53193,900,4893,916,7,6713,789,5490,1483,62,7827,2312,13595,4108,195,20213,3430,12000,3785,54,19275,3355,12886,3573,41,19859,3296,13871,3026,52,20247,3197,10504,1914,29,15647,1313,4521,851,4,6695,191,1351,284,8,1832,18786,79107,19954,453,118291
