SA4_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
501,14792,7166,6639,7621,7541,6502,4395,1630,346,56624,1897,1369,1452,1835,2250,2908,3323,1660,453,17145,99,151,240,329,568,988,1429,963,318,5075,3,15,37,80,192,483,806,695,263,2573,1998,1541,1729,2247,3008,4375,5557,3311,1034,24792,1653,956,1073,1140,1244,1088,835,443,184,8621,18442,9667,9437,11001,11796,11962,10786,5380,1565,90039,14306,6084,6702,8179,7761,6751,4389,1681,423,56266,1302,1776,2204,2487,2824,3299,3305,1898,752,19851,90,316,446,654,935,1313,1539,1007,482,6786,7,32,62,184,352,664,933,688,451,3368,1399,2123,2718,3324,4118,5278,5779,3591,1682,30008,1566,827,862,950,1027,1004,808,513,271,7828,17273,9032,10281,12456,12901,13034,10973,5787,2373,94101,29096,13248,13338,15797,15300,13253,8781,3315,766,112892,3202,3144,3661,4321,5074,6203,6633,3559,1200,36994,190,468,683,978,1502,2306,2967,1964,802,11863,7,47,101,266,547,1140,1742,1380,716,5942,3397,3659,4442,5570,7124,9649,11332,6905,2720,54804,3216,1790,1938,2089,2269,2093,1647,950,459,16449
502,7607,4060,3330,3460,3560,3239,2421,1095,235,29003,939,788,809,870,1174,1567,2067,1318,365,9886,49,107,132,194,312,570,1020,833,265,3482,0,13,20,56,110,317,654,676,239,2082,994,907,962,1117,1599,2448,3740,2822,870,15449,851,483,400,428,477,402,400,292,165,3897,9443,5450,4694,5006,5637,6089,6561,4207,1269,48355,7798,3768,3610,3921,3954,3610,2743,1188,279,30877,705,1048,1248,1331,1519,1838,2272,1460,522,11946,59,199,302,339,482,820,1101,859,361,4523,3,13,30,116,199,433,661,642,330,2427,765,1266,1581,1785,2195,3095,4030,2961,1212,18893,834,482,409,446,505,463,410,370,289,4214,9397,5520,5601,6151,6659,7170,7185,4520,1781,53982,15402,7825,6936,7382,7516,6851,5162,2283,515,59872,1644,1840,2055,2198,2692,3403,4341,2774,892,21839,105,311,440,536,794,1391,2121,1692,625,8001,3,26,52,175,306,746,1313,1315,572,4505,1754,2177,2549,2901,3792,5542,7770,5786,2080,34347,1679,970,806,867,982,870,812,669,451,8112
503,12479,8857,11399,9787,8252,6341,3722,1425,391,62650,920,1545,2076,1925,1901,2183,2334,1453,531,14869,41,152,279,312,392,586,862,698,314,3628,0,10,26,39,112,215,399,521,259,1581,956,1709,2376,2275,2404,2984,3595,2673,1102,20078,846,906,1437,1175,1078,890,645,390,208,7572,14284,11477,15208,13236,11731,10213,7961,4491,1705,90297,11935,8666,11181,9836,8385,6165,4016,1705,611,62501,724,2314,2699,2048,2151,2418,2360,1668,932,17308,34,336,478,340,505,683,936,765,546,4630,3,28,45,65,106,272,408,448,429,1806,757,2679,3222,2454,2767,3380,3705,2882,1904,23742,787,892,1190,880,788,680,628,439,321,6613,13483,12236,15595,13173,11937,10226,8350,5018,2832,92855,24415,17518,22580,19620,16643,12509,7732,3129,1001,125147,1644,3856,4769,3973,4049,4605,4697,3118,1457,32176,70,489,760,655,898,1272,1796,1464,854,8254,4,47,67,104,220,485,810,968,689,3386,1718,4385,5595,4724,5166,6363,7304,5555,3009,43817,1638,1802,2627,2056,1863,1567,1275,820,532,14181
504,23280,12682,14097,13785,11001,8264,4480,1696,377,89656,2328,2225,2915,3164,3300,3807,3501,1751,495,23493,133,252,371,549,798,1222,1456,1061,326,6173,4,28,47,108,262,570,865,816,330,3028,2467,2506,3340,3829,4369,5601,5817,3630,1149,32696,2020,1418,1915,1887,1543,1180,695,353,163,11164,27758,16607,19348,19499,16906,15037,10990,5678,1686,133519,22117,10881,14215,13818,11178,8460,4877,1734,494,87775,1709,2821,3969,3779,4015,4168,3654,2128,860,27106,121,540,842,953,1199,1556,1699,1201,572,8682,3,45,116,222,467,796,959,907,538,4053,1830,3413,4932,4950,5681,6522,6311,4233,1973,39840,1761,1190,1406,1289,1210,940,694,422,268,9183,25714,15480,20552,20065,18065,15926,11881,6392,2736,136799,45397,23564,28313,27605,22177,16722,9360,3437,870,177432,4031,5051,6882,6945,7320,7982,7157,3883,1357,50604,258,790,1215,1502,1996,2777,3147,2259,902,14851,9,73,168,329,732,1365,1823,1717,862,7083,4297,5911,8269,8780,10048,12128,12128,7858,3125,72538,3783,2608,3320,3174,2747,2119,1387,776,430,20343
505,48509,27443,28209,29442,25092,17759,10115,3757,902,191227,4735,4484,4975,5965,6705,7478,7188,3902,1340,46772,247,466,672,945,1459,2169,3095,2304,811,12170,11,34,82,160,413,942,1712,1609,736,5697,4995,4989,5734,7070,8570,10586,11996,7815,2882,64637,3697,2355,2362,2454,2305,1697,1170,675,337,17059,57200,34785,36302,38967,35973,30049,23279,12245,4126,272924,47053,24223,29092,30455,25709,18722,11385,4307,1311,192251,3410,5928,7035,7613,7955,8435,8121,5081,2230,55801,199,892,1407,1683,2134,2817,3547,2664,1419,16761,15,68,175,332,730,1302,1940,1854,1244,7658,3625,6890,8621,9629,10823,12551,13605,9602,4890,80224,3455,2151,2458,2516,2318,1811,1354,939,514,17519,54130,33264,40172,42602,38848,33084,26339,14845,6714,289989,95561,51672,57301,59896,50803,36479,21496,8061,2212,383475,8145,10409,12007,13572,14658,15911,15302,8989,3566,102569,449,1359,2081,2632,3596,4986,6640,4965,2235,28931,28,100,259,491,1143,2248,3650,3461,1974,13363,8619,11873,14350,16698,19391,23141,25599,17418,7771,144863,7151,4509,4823,4972,4627,3508,2524,1611,853,34580
506,45161,26616,29551,28994,21246,14848,8528,3100,717,178765,3961,4145,5051,5581,5985,6705,6512,3398,1009,42347,238,437,702,962,1372,2111,2861,1903,695,11278,14,34,70,192,450,945,1649,1480,632,5458,4209,4625,5822,6735,7805,9759,11015,6779,2330,59080,3677,2735,3266,3001,2488,1866,1166,729,462,19394,53051,33965,38642,38731,31540,26479,20713,10603,3518,257243,43490,23153,28940,28588,20519,15223,9533,3275,1018,173745,2879,5597,6610,6644,6726,7170,6901,4109,1681,48319,198,920,1451,1621,1977,2637,3043,2311,1103,15261,13,65,192,357,765,1404,1941,1603,995,7339,3096,6578,8252,8624,9472,11212,11891,8029,3777,70919,3555,2295,2762,2542,2105,1695,1232,997,795,17976,50143,32028,39948,39756,32096,28131,22657,12297,5589,262644,88656,49768,58489,57580,41765,30070,18066,6376,1740,352509,6837,9744,11662,12228,12711,13875,13413,7507,2688,90666,436,1361,2145,2579,3347,4746,5903,4217,1801,26540,30,97,264,550,1219,2346,3590,3085,1623,12794,7306,11199,14078,15355,17270,20974,22908,14806,6110,130003,7229,5031,6024,5540,4594,3565,2400,1724,1257,37374
507,37043,20301,20412,21175,18173,13293,7617,2895,748,141671,3984,3697,4297,4738,5234,5890,5527,3095,987,37444,221,367,590,778,1212,1803,2375,1765,665,9768,12,22,74,171,362,889,1340,1328,589,4781,4214,4082,4956,5684,6809,8577,9237,6189,2246,51998,3116,2205,2538,2401,2115,1563,1086,773,456,16245,44379,26586,27903,29255,27101,23439,17944,9857,3451,209914,36061,18258,20633,22278,18874,14193,8631,3219,996,143149,2952,5090,6158,6075,6245,6484,6068,3763,1658,44497,188,816,1311,1423,1829,2412,2670,1969,1088,13699,10,74,151,358,689,1143,1555,1423,904,6306,3143,5978,7617,7865,8762,10039,10295,7155,3649,64504,2956,1907,2013,1988,1880,1515,1205,890,727,15086,42167,26145,30263,32124,29516,25745,20135,11267,5370,222738,73105,38567,41043,43457,37048,27484,16249,6114,1745,284820,6937,8790,10451,10814,11480,12372,11598,6861,2645,81944,403,1181,1896,2203,3036,4210,5038,3740,1754,23473,22,92,228,524,1053,2036,2890,2747,1493,11083,7362,10058,12579,13540,15575,18622,19533,13343,5897,116498,6076,4110,4553,4386,3990,3077,2295,1664,1177,31333
509,9577,4882,4760,4965,5487,5433,3677,1315,340,40432,1146,1004,1082,1262,1684,2540,2708,1459,447,13324,64,134,174,222,481,889,1243,813,241,4272,3,8,30,58,141,434,737,593,210,2211,1210,1148,1284,1538,2309,3865,4685,2865,899,19808,1417,956,1251,1248,1338,1335,986,506,141,9185,12202,6982,7298,7748,9135,10634,9349,4693,1379,69422,9387,3945,4298,4802,5072,5052,3335,1326,370,37588,792,1143,1470,1577,1982,2618,2548,1497,570,14197,69,223,310,442,699,1019,1237,797,385,5175,0,20,46,103,291,597,713,561,305,2636,863,1385,1822,2117,2971,4237,4497,2859,1260,22012,1330,719,761,836,951,1008,859,512,228,7202,11578,6055,6886,7755,8995,10296,8683,4691,1864,66799,18959,8825,9059,9766,10562,10488,7008,2643,709,78018,1941,2153,2548,2834,3667,5162,5256,2957,1016,27521,128,354,485,668,1175,1912,2484,1610,622,9452,3,26,73,156,431,1030,1448,1154,518,4849,2070,2531,3105,3665,5274,8104,9180,5722,2162,41818,2748,1680,2013,2082,2292,2345,1841,1015,369,16384
510,8838,4234,8520,8684,7009,4916,2429,500,40,45151,621,480,1175,1452,1587,1970,1481,404,34,9212,16,43,124,183,318,525,566,205,26,2004,0,5,10,31,71,185,252,129,16,703,641,528,1309,1661,1977,2680,2297,731,82,11912,1981,1540,4177,4479,4073,3020,1080,271,43,20664,11454,6306,14005,14830,13060,10612,5804,1505,161,77727,8471,3770,6663,5469,3941,3502,1911,330,37,34093,457,608,1320,1205,1241,1440,1263,312,42,7880,19,83,202,247,317,483,445,166,15,1978,0,8,22,47,133,181,209,87,18,709,474,700,1550,1501,1688,2104,1913,558,82,10572,1850,1121,2113,1557,1448,1312,766,222,38,10431,10792,5592,10324,8528,7074,6923,4587,1112,150,55093,17304,8002,15189,14148,10948,8417,4337,831,71,79249,1073,1088,2492,2659,2827,3414,2746,711,74,17092,36,122,336,428,635,1007,1004,371,42,3980,3,17,33,79,203,368,458,213,36,1409,1113,1231,2859,3166,3666,4786,4211,1293,156,22478,3832,2665,6287,6037,5520,4336,1843,490,82,31092
511,9423,5202,6951,6376,6246,5368,3188,975,173,43911,1001,860,1131,1430,1717,2411,2276,1022,238,12084,57,87,147,212,412,692,1028,584,147,3358,5,9,33,48,152,372,616,434,142,1804,1059,950,1315,1691,2277,3480,3917,2041,516,17249,1783,1569,2985,2765,2761,2246,1212,497,99,15919,12264,7726,11258,10834,11281,11091,8315,3513,794,77077,9135,4354,5539,5141,4784,4528,2854,885,183,37407,668,1076,1414,1456,1672,2085,2067,987,271,11688,36,188,333,344,555,750,905,506,223,3854,3,15,46,104,237,477,544,375,201,2013,708,1278,1791,1909,2468,3315,3519,1866,701,17553,1720,1120,1430,1345,1273,1260,928,416,151,9637,11563,6753,8762,8390,8528,9106,7299,3167,1036,64595,18558,9560,12489,11520,11037,9895,6036,1866,357,81320,1668,1934,2546,2883,3392,4494,4342,2006,508,23772,95,267,482,559,966,1445,1936,1091,371,7215,3,25,81,150,390,853,1162,807,345,3817,1767,2232,3109,3593,4744,6790,7437,3911,1219,34800,3508,2689,4416,4105,4031,3498,2141,916,251,25556
