SA4_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
501,29,24,713,235,28,630,156,979,54,2839,106,125,1207,169,71,231,385,788,51,3135,665,785,2776,355,175,316,972,1396,145,7587,1276,1182,2860,385,259,270,1438,1169,215,9047,1651,1306,2614,403,338,339,1654,1076,179,9548,1447,1077,1905,375,353,312,1649,1012,153,8287,783,433,463,95,140,144,463,338,66,2917,225,41,19,10,25,23,35,56,24,463,30,0,0,0,0,0,0,0,11,54,6220,4970,12552,2024,1378,2268,6754,6815,896,43881,30,32,128,865,152,1180,49,492,53,2984,129,290,246,748,388,425,71,362,50,2706,630,1684,588,1313,1128,648,173,838,76,7071,1030,2407,602,1624,1670,800,178,916,122,9345,1135,2167,553,1810,2018,909,211,1055,109,9959,850,1564,374,1351,1663,779,180,896,73,7736,356,385,76,252,422,192,40,234,37,1988,86,19,3,18,42,8,3,39,18,241,7,0,0,0,0,0,0,0,3,12,4265,8553,2567,7976,7484,4933,904,4823,533,42044
502,17,18,305,122,24,293,97,485,19,1392,57,100,596,151,41,196,216,382,36,1782,274,295,1424,235,100,166,593,496,89,3673,464,436,1298,216,124,117,779,443,101,3983,652,482,1295,209,172,133,941,427,98,4405,556,497,1098,182,165,147,844,399,82,3974,214,175,228,55,59,80,226,133,30,1207,46,28,17,4,16,18,24,16,8,176,5,4,0,0,0,0,0,0,3,14,2285,2034,6263,1172,702,1165,3728,2775,471,20598,14,17,78,419,65,689,26,199,25,1530,87,184,159,552,208,376,61,147,22,1798,296,786,313,785,582,375,126,227,52,3543,418,933,309,930,765,386,119,305,31,4181,494,987,282,1006,918,482,160,378,49,4750,354,691,195,840,814,412,128,361,43,3846,82,148,32,123,225,86,22,85,13,828,6,7,9,3,17,5,0,10,15,68,0,0,0,0,0,0,0,0,4,5,1752,3752,1361,4659,3600,2816,651,1711,254,20553
503,27,115,166,485,88,429,133,614,23,2083,167,1016,579,888,314,552,250,526,76,4367,1358,5415,1590,1013,821,538,551,850,195,12332,2544,4947,1223,489,574,343,453,495,170,11229,2975,3960,849,325,498,337,336,305,142,9724,2144,2996,701,223,405,271,246,295,112,7404,802,1289,225,95,158,147,110,120,51,3000,162,256,22,9,37,41,15,28,22,600,12,18,0,0,4,6,0,3,8,58,10182,20020,5352,3531,2911,2671,2086,3248,794,50803,19,94,50,939,183,893,24,231,27,2456,206,1166,211,1619,782,805,39,248,52,5135,1191,5954,594,1741,1548,622,76,600,123,12442,1697,4876,376,893,1324,350,50,315,116,10010,1695,4133,276,705,1567,421,48,212,124,9191,944,2718,194,537,1321,375,41,172,79,6383,262,851,69,164,491,126,13,49,33,2059,46,96,3,20,83,22,0,16,20,302,3,3,0,0,7,0,0,0,4,19,6072,19895,1776,6613,7310,3619,292,1844,578,47995
504,35,64,682,347,79,814,301,1235,65,3628,215,527,1706,661,323,759,745,1091,148,6169,1390,2929,4578,1105,950,778,2029,1588,340,15683,2558,3234,4096,966,1036,575,2216,1238,317,16229,2411,2325,3367,793,955,572,1900,1137,275,13737,1680,1642,2479,660,856,493,1815,1033,188,10846,489,585,599,144,245,172,525,365,64,3191,86,95,45,8,21,16,40,57,18,389,6,3,7,0,3,0,0,7,3,28,8863,11404,17562,4691,4467,4179,9573,7761,1400,69893,49,62,137,962,193,1626,68,597,61,3758,296,806,427,1647,947,1136,146,449,109,5968,1351,4374,1060,2802,2875,1278,335,756,238,15073,1635,4162,875,2583,3221,1009,277,912,245,14916,1612,3133,705,2427,3267,1051,316,1004,187,13700,975,1963,491,1759,2627,876,207,914,122,9939,207,491,122,379,639,208,42,211,33,2342,29,46,8,22,50,16,4,28,5,203,3,0,0,0,0,4,0,0,4,11,6158,15042,3833,12585,13825,7195,1394,4885,1006,65917
505,79,141,1391,960,196,1872,552,2579,108,7881,458,1452,3334,1617,728,1717,1140,2231,254,12938,2978,6542,8865,2374,1737,1616,2980,3149,668,30906,6175,8146,8345,1881,1957,1291,3041,2641,635,34109,6626,6628,6918,1647,1893,1269,2922,2326,544,30784,4350,4367,5129,1181,1528,985,2583,2067,327,22514,1151,1450,1222,299,493,407,773,752,117,6664,138,197,105,22,84,65,64,102,43,830,8,14,8,0,11,4,0,4,11,57,21976,28951,35319,9990,8617,9244,14055,15848,2699,146687,97,170,272,2333,502,3881,98,1070,100,8523,552,2032,739,3834,2080,2680,199,793,169,13069,2886,10308,1933,5423,5489,2275,452,1437,524,30739,3932,10970,1686,4914,6716,1906,373,1556,472,32526,3534,8500,1459,4877,7340,2208,399,1922,390,30631,2032,5076,960,3432,5842,1837,296,1601,223,21295,390,1089,201,705,1618,475,65,451,69,5067,35,81,19,32,110,33,10,37,32,389,4,6,0,0,3,3,0,0,6,22,13467,38228,7267,25546,29714,15292,1898,8873,1984,142256
506,86,151,1165,623,160,1463,572,2147,113,6492,446,1401,3381,1549,696,1502,1591,2378,295,13236,2532,6691,8100,2105,1938,1566,4328,3429,735,31425,4851,7750,7693,1709,2200,1154,4274,2481,633,32735,4389,5094,5987,1353,1658,887,3727,2092,495,25687,3225,3254,4004,952,1375,681,3413,1744,362,19022,944,1198,1089,258,421,327,892,639,103,5871,153,178,94,26,43,45,54,97,43,712,10,9,0,0,7,3,4,3,16,51,16637,25720,31522,8572,8493,7641,18848,14997,2799,135227,102,171,232,1744,442,3001,140,935,112,6879,472,1880,834,3526,1894,2327,310,897,194,12334,2255,8861,1977,5220,5012,2085,629,1828,469,28330,2843,8891,1677,4763,5605,1679,601,1887,410,28356,2565,5951,1165,3992,5499,1604,561,2006,308,23656,1573,3634,786,2695,4589,1418,402,1505,208,16805,411,962,176,624,1197,379,100,389,73,4307,40,66,11,37,115,14,3,45,24,353,5,4,0,0,3,0,0,3,13,23,10262,30420,6859,22604,24350,12504,2742,9495,1811,121044
507,76,102,1108,673,100,1455,498,2028,105,6143,351,971,2804,1215,478,1145,979,1653,155,9752,2133,4886,6676,1731,1250,985,2426,2277,473,22834,4366,5966,6325,1342,1385,788,2536,1751,476,24930,4479,4708,5355,1156,1288,766,2704,1656,463,22577,3160,3321,3755,822,1112,650,2386,1473,280,16958,868,1211,821,221,348,290,608,457,103,4914,129,184,49,15,39,35,46,80,24,596,5,11,0,0,0,0,0,6,12,45,15578,21356,26888,7165,5993,6118,12180,11379,2093,108750,83,178,275,1763,368,2894,86,918,90,6653,459,1536,666,2967,1440,1856,196,651,132,9909,2075,7689,1591,3809,3944,1614,391,961,317,22389,2743,8138,1241,3800,4718,1446,364,1236,319,24003,2626,6295,1081,3750,5016,1680,379,1475,263,22567,1561,3964,674,2540,4109,1285,308,1199,195,15828,303,996,146,489,1005,348,62,319,51,3714,24,57,9,26,76,31,3,35,23,278,0,0,0,0,3,0,0,3,11,17,9868,28851,5678,19149,20671,11147,1789,6802,1394,105350
509,58,20,469,103,28,297,113,603,50,1743,180,106,787,104,31,153,268,605,37,2257,910,491,1643,227,109,199,705,1055,80,5413,1506,593,1438,267,144,187,788,819,108,5845,1879,691,1443,349,182,210,1173,817,122,6873,2024,710,1279,326,236,257,1381,884,132,7234,1176,272,371,79,93,118,439,364,62,2976,379,34,33,12,21,23,36,70,36,636,66,3,0,0,0,0,8,8,19,95,8180,2908,7469,1465,836,1450,4901,5232,642,33086,18,26,76,404,95,572,23,329,38,1584,92,237,140,443,272,265,66,253,31,1808,423,1140,296,774,823,352,126,553,63,4565,801,1266,316,930,1120,402,156,550,67,5613,1112,1245,359,1135,1251,539,180,680,86,6581,1101,1094,303,1001,1286,495,167,698,81,6229,540,315,76,243,389,131,55,195,45,1991,135,24,10,10,39,20,3,41,18,307,9,3,0,0,0,0,0,0,0,13,4241,5352,1578,4959,5282,2781,780,3298,435,28695
510,13,23,231,73,18,215,68,335,36,1006,61,198,730,126,45,77,290,466,38,2044,595,1380,3364,452,230,138,1419,1061,177,8830,1102,1264,3535,399,328,100,1847,777,222,9565,1084,970,2646,338,285,96,1990,636,207,8244,848,736,1590,272,242,116,1680,506,109,6102,302,215,275,86,49,53,350,127,34,1492,44,14,16,5,11,9,18,13,16,135,0,0,0,0,0,0,0,0,0,4,4046,4811,12387,1743,1221,795,7661,3912,834,37427,9,27,72,221,108,284,28,157,28,929,73,319,154,343,289,152,157,250,46,1779,524,1815,503,944,1043,343,460,609,102,6339,693,1380,381,848,1077,258,342,439,116,5535,620,919,253,646,895,298,395,400,58,4481,480,749,149,456,752,259,216,315,49,3423,146,212,29,89,179,53,29,79,16,828,7,6,0,7,15,5,0,9,9,64,0,0,0,0,0,0,0,0,0,0,2556,5427,1541,3551,4354,1646,1636,2261,429,23391
511,23,13,510,83,27,344,144,495,46,1687,100,185,1030,131,56,178,485,528,46,2732,596,1030,2639,351,169,231,1546,918,132,7616,1205,929,2271,308,181,183,1570,683,115,7443,1413,891,1996,334,229,200,1815,645,170,7690,1252,752,1610,299,254,179,1769,672,135,6921,540,236,351,75,79,53,470,205,54,2063,151,38,25,8,18,12,19,31,21,316,14,4,0,0,0,0,0,7,11,28,5283,4077,10437,1584,1007,1388,7821,4174,732,36498,17,28,110,424,108,611,41,260,28,1632,76,366,202,523,410,295,158,228,41,2296,422,1514,375,954,1072,419,322,457,68,5610,686,1365,302,921,1159,430,262,487,62,5670,807,1216,312,949,1311,477,318,594,100,6080,714,921,221,784,1124,464,227,607,80,5128,258,206,48,155,315,101,37,166,35,1325,58,19,5,7,24,12,3,18,13,159,3,0,0,0,0,0,0,0,6,8,3043,5634,1574,4715,5521,2804,1368,2824,428,27906
