SA4_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
501,980,2197,5887,7341,7643,5938,1425,173,14,31591,1652,726,1174,1113,1251,1705,1285,236,27,9170,143,135,335,426,502,532,167,31,0,2269,71,80,191,168,156,106,43,27,11,854,2839,3135,7587,9047,9548,8287,2917,463,54,43881,135,191,311,238,225,223,40,0,0,1372,213,87,80,60,67,96,45,8,0,654,345,282,392,297,292,319,85,8,0,2021,3186,3419,7976,9344,9842,8607,3009,463,54,45905,2079,454,802,992,1198,2671,7176,4523,1313,21206,292,235,659,669,752,685,605,388,198,4484,5552,4110,9437,11001,11796,11962,10786,5380,1565,71596,514,1308,3183,3549,4596,3068,445,56,0,16718,2262,1184,3223,5214,4877,4100,1393,160,6,22415,138,151,564,447,371,495,112,11,0,2283,74,65,103,135,113,77,41,12,6,630,2984,2706,7071,9345,9959,7736,1988,241,12,42044,98,84,153,122,142,135,13,0,0,750,276,87,154,205,182,167,23,3,0,1100,378,171,307,327,323,302,38,3,0,1852
502,418,1077,2758,3160,3519,2862,594,40,0,14434,880,585,585,504,551,762,510,117,7,4496,67,77,195,217,260,289,78,6,5,1188,25,45,130,105,77,61,29,8,4,482,1392,1782,3673,3983,4405,3974,1207,176,14,20598,103,175,266,204,201,169,41,0,0,1160,216,60,57,32,31,75,35,4,0,512,319,232,323,236,236,243,71,3,0,1670,1712,2015,3997,4221,4639,4217,1277,182,12,22267,1134,323,457,539,739,1645,5012,3784,1093,14728,135,122,233,242,259,227,272,249,166,1917,2980,2466,4694,5006,5637,6089,6561,4207,1269,38908,170,705,1473,1755,2335,1553,194,8,0,8202,1270,976,1711,2190,2162,2017,565,44,4,10941,49,86,286,189,188,232,50,3,0,1079,35,35,73,54,64,45,20,8,4,340,1530,1798,3543,4181,4750,3846,828,68,5,20553,65,99,118,122,139,114,9,4,0,663,198,72,147,127,131,133,26,0,0,837,260,172,261,253,268,238,37,4,0,1499
503,210,1744,9307,9311,8197,5613,1441,170,14,35999,1733,2413,2516,1511,1193,1518,1436,392,36,12756,110,148,326,279,256,226,97,21,5,1478,28,65,186,131,75,46,29,9,3,571,2083,4367,12332,11229,9724,7404,3000,600,58,50803,31,146,335,266,277,274,58,8,0,1381,356,221,176,59,56,71,59,4,0,1005,385,364,510,326,336,345,111,13,0,2395,2465,4734,12845,11557,10055,7747,3112,616,58,53193,2495,1236,1204,759,922,1832,4357,3499,1424,17714,161,383,1168,919,752,633,495,371,219,5102,5121,6356,15208,13236,11731,10213,7961,4491,1705,76014,134,1647,7702,5091,4919,3055,570,43,0,23153,2170,3199,3934,4305,3973,3001,1362,223,14,22183,124,196,640,520,221,277,103,19,0,2102,27,94,168,96,79,46,22,19,9,560,2456,5135,12442,10010,9191,6383,2059,302,19,47995,19,113,235,175,196,114,10,0,0,862,359,213,219,203,159,142,30,8,0,1325,375,321,452,375,362,257,37,4,0,2182
504,1002,3453,12214,13389,11335,8257,1741,117,4,51501,2453,2365,2543,2060,1768,1971,1270,248,18,14685,118,162,505,500,445,498,141,13,0,2383,47,191,420,285,190,126,42,15,4,1316,3628,6169,15683,16229,13737,10846,3191,389,28,69893,200,416,608,440,450,397,60,3,0,2573,562,220,154,96,92,138,79,6,0,1358,763,631,762,532,538,537,144,6,0,3927,4394,6806,16445,16765,14279,11386,3329,393,27,73819,3533,1233,2025,1906,1934,3102,7259,4962,1475,27430,290,347,885,822,697,554,397,319,182,4507,8218,8390,19348,19499,16906,15037,10990,5678,1686,105750,398,2517,7960,7154,7491,4837,746,34,0,31130,3168,3115,5765,6923,5631,4567,1447,147,4,30770,113,198,1093,681,416,442,126,12,0,3084,92,148,252,156,158,96,27,8,0,930,3758,5968,15073,14916,13700,9939,2342,203,11,65917,118,225,360,291,304,220,28,0,0,1552,562,225,373,379,298,226,37,0,0,2112,684,447,730,675,604,446,71,0,0,3660
505,1845,6862,23832,28499,25702,17006,3270,202,8,107225,5703,5433,5319,4050,3796,4371,2997,560,42,32284,214,323,1033,1003,902,884,320,45,3,4729,112,317,728,556,388,251,76,29,8,2458,7881,12938,30906,34109,30784,22514,6664,830,57,146687,369,760,1077,841,895,793,125,8,0,4884,1476,499,362,189,174,263,141,19,0,3127,1845,1262,1447,1029,1066,1059,269,31,0,8006,9725,14202,32355,35143,31855,23574,6929,859,65,154695,7470,2202,2434,2358,2946,5650,15689,10794,3695,53242,512,680,1513,1462,1174,820,656,589,368,7779,17707,17078,36302,38967,35973,30049,23279,12245,4126,215718,760,5051,16267,14598,15826,9531,1416,56,0,63506,7383,7392,11681,15986,13692,10572,3318,281,11,70323,262,404,2268,1550,800,975,274,31,0,6563,119,219,513,388,306,217,67,25,6,1866,8523,13069,30739,32526,30631,21295,5067,389,22,142256,237,360,597,581,556,345,36,0,0,2724,1401,491,686,841,594,523,107,3,3,4642,1633,846,1291,1419,1151,866,144,9,7,7365
506,1722,6791,23530,27102,21130,14429,2980,192,15,97894,4448,5789,6179,4197,3384,3526,2556,473,28,30569,213,280,877,900,749,798,265,23,4,4108,109,370,839,540,423,269,74,23,6,2649,6492,13236,31425,32735,25687,19022,5871,712,51,135227,359,714,1256,1022,933,737,148,6,0,5173,1051,626,441,207,217,244,148,12,0,2945,1414,1339,1701,1228,1145,981,289,19,0,8112,7901,14582,33121,33966,26837,19995,6161,728,52,143344,7119,2778,3502,2998,3333,5433,13760,9210,2965,51102,663,923,2014,1769,1379,1047,789,660,497,9742,15688,18281,38642,38731,31540,26479,20713,10603,3518,204194,725,4740,14970,13588,12782,8104,1377,49,4,56337,5814,6890,11041,13151,9894,7786,2657,261,14,57511,243,417,1802,1264,711,744,217,22,4,5424,98,284,519,350,273,175,58,23,4,1773,6879,12334,28330,28356,23656,16805,4307,353,23,121044,259,427,778,659,586,388,36,5,0,3128,1136,563,846,869,547,422,90,5,0,4484,1390,985,1622,1531,1134,811,124,6,0,7610
507,1636,5419,18012,20999,18932,12919,2457,170,8,80543,4222,3855,3471,2669,2545,3037,2140,382,23,22343,184,276,842,835,796,828,260,21,4,4053,106,201,517,423,301,182,62,17,9,1807,6143,9752,22834,24930,22577,16958,4914,596,45,108750,355,618,925,709,719,605,103,10,0,4042,1045,427,310,139,170,231,130,11,0,2463,1396,1041,1235,841,889,836,237,16,3,6506,7545,10795,24074,25769,23467,17795,5151,617,45,115256,5365,1778,2410,2189,2598,4805,12083,8600,2946,42773,471,638,1422,1301,1034,833,711,644,462,7508,13380,13212,27903,29255,27101,23439,17944,9857,3451,165539,680,3914,11576,10784,11732,7238,1063,25,0,47023,5684,5481,8711,11865,9933,7717,2393,224,10,52018,183,338,1745,1121,683,723,208,16,0,5013,104,170,348,234,217,154,43,13,7,1298,6653,9909,22389,24003,22567,15828,3714,278,17,105350,199,311,501,463,463,274,20,5,0,2238,1100,437,601,658,502,390,90,4,0,3783,1305,747,1097,1118,962,669,108,8,0,6016
509,785,1653,4333,4737,5549,5232,1661,257,30,24238,845,454,726,754,880,1461,1073,310,39,6554,64,76,208,233,320,430,167,26,12,1531,55,81,139,128,124,113,70,38,13,763,1743,2257,5413,5845,6873,7234,2976,636,95,33086,87,139,203,181,188,199,46,8,0,1052,116,40,62,35,58,75,47,6,0,438,198,180,271,218,249,270,94,4,0,1490,1941,2437,5687,6071,7120,7511,3071,643,98,34579,1545,388,845,881,1026,2118,5524,3587,1111,17024,315,345,766,798,989,1008,758,465,169,5620,3803,3175,7298,7748,9135,10634,9349,4693,1379,57226,330,990,2113,2319,3269,2704,635,80,5,12451,1136,681,1943,2987,2953,3101,1182,187,13,14176,66,93,396,234,264,367,113,18,0,1557,55,45,102,69,98,64,53,22,3,510,1584,1808,4565,5613,6581,6229,1991,307,13,28695,56,57,84,78,119,86,8,0,0,500,120,46,93,108,101,112,33,0,0,616,177,104,181,188,224,197,42,0,0,1115
510,421,1603,7316,7874,6755,4628,894,46,0,29544,524,263,749,729,642,616,303,45,7,3867,44,108,540,765,731,772,275,35,0,3279,21,61,221,189,113,96,31,6,0,735,1006,2044,8830,9565,8244,6102,1492,135,4,37427,79,140,193,153,124,112,16,0,0,814,77,36,49,52,48,38,19,0,0,314,158,173,244,199,168,153,32,6,0,1129,1167,2213,9077,9765,8414,6250,1531,141,4,38552,1015,587,1104,962,899,1583,3323,1113,118,10697,437,891,3824,4105,3744,2778,957,245,35,17021,2618,3684,14005,14830,13060,10612,5804,1505,161,66273,284,1179,3974,3172,2883,1936,345,19,0,13792,574,399,1566,1770,1071,769,279,32,0,6474,38,147,656,499,468,649,193,7,0,2654,35,56,136,92,62,71,14,6,0,467,929,1779,6339,5535,4481,3423,828,64,0,23391,53,68,121,108,77,50,6,0,0,483,68,49,106,92,60,40,8,0,0,429,122,107,229,202,133,93,15,0,3,912
511,757,2114,6177,6121,6214,5103,1182,132,9,27807,801,395,800,713,778,985,607,141,12,5240,64,136,443,460,541,702,241,27,6,2621,51,87,193,152,156,130,40,25,3,831,1687,2732,7616,7443,7690,6921,2063,316,28,36498,97,135,192,177,203,185,25,0,0,1015,134,42,55,53,55,79,46,6,0,465,231,176,249,237,260,261,71,6,0,1486,1920,2907,7867,7678,7942,7181,2137,321,32,37982,1192,450,776,717,933,1985,5096,2719,644,14519,423,833,2615,2434,2407,1926,1091,473,121,12308,3532,4191,11258,10834,11281,11091,8315,3513,794,64811,414,1324,2993,2824,3448,2461,481,39,0,13983,1119,760,2001,2381,2164,2049,683,85,3,11237,67,148,524,386,364,546,134,18,0,2187,32,62,99,78,99,79,29,20,6,495,1632,2296,5610,5670,6080,5128,1325,159,8,27906,60,77,89,92,105,70,15,0,0,511,98,57,103,108,85,108,14,0,0,565,158,128,191,199,187,178,30,0,0,1074
