SA4_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
501,64,52,837,1102,179,1808,204,1468,104,5822,237,416,1455,913,460,656,459,1154,97,5846,1300,2465,3360,1663,1311,963,1145,2233,221,14655,2305,3594,3463,2007,1930,1069,1612,2086,329,18392,2781,3472,3163,2211,2358,1243,1864,2129,290,19511,2295,2637,2283,1727,2020,1096,1829,1906,232,16026,1142,820,535,346,559,330,503,572,102,4905,312,64,27,27,62,32,45,89,46,695,39,0,0,0,0,3,0,0,11,62,10481,13524,15121,9998,8870,7205,7661,11644,1426,85928
502,29,35,384,539,94,983,129,678,51,2919,145,284,753,703,250,573,283,527,57,3581,578,1087,1733,1016,680,538,720,722,137,7214,881,1372,1604,1144,892,501,907,751,130,8166,1146,1467,1578,1217,1088,614,1100,798,146,9151,915,1190,1291,1020,982,562,969,764,131,7817,294,327,258,180,284,174,249,220,43,2040,50,28,20,9,31,27,29,30,17,241,5,3,0,0,0,0,0,0,12,21,4033,5788,7628,5832,4303,3978,4384,4492,724,41151
503,49,204,218,1421,275,1322,160,843,54,4534,377,2183,791,2508,1095,1359,291,783,131,9507,2546,11366,2181,2753,2372,1166,626,1448,315,24777,4235,9831,1594,1379,1901,695,502,813,288,21241,4669,8093,1128,1036,2069,752,386,518,263,18915,3087,5718,895,757,1730,653,285,464,189,13783,1066,2136,289,258,651,272,118,172,87,5059,200,353,25,29,124,68,11,47,41,903,14,26,0,0,13,8,0,9,12,80,16258,39911,7126,10152,10222,6291,2381,5097,1375,98798
504,85,126,822,1310,272,2434,368,1836,117,7387,511,1331,2132,2307,1266,1902,896,1541,250,12137,2739,7302,5637,3906,3822,2055,2362,2344,577,30758,4190,7397,4973,3546,4256,1585,2487,2155,561,31153,4024,5461,4071,3218,4224,1620,2212,2143,464,27438,2659,3608,2976,2419,3479,1366,2019,1952,308,20782,696,1078,724,526,891,377,569,572,97,5525,112,140,49,37,70,37,44,83,26,589,9,3,7,0,3,4,0,10,12,37,15025,26443,21392,17272,18288,11376,10966,12635,2410,135811
505,182,318,1660,3291,698,5751,644,3654,211,16402,1012,3483,4069,5450,2807,4399,1341,3019,420,26004,5865,16849,10797,7792,7228,3894,3429,4590,1188,61647,10107,19112,10034,6793,8675,3201,3417,4198,1108,66632,10162,15131,8376,6527,9236,3477,3324,4248,933,61409,6382,9441,6095,4608,7371,2821,2875,3670,550,43810,1541,2539,1423,1005,2113,880,843,1198,183,11730,172,280,127,55,189,102,72,141,76,1220,11,14,7,0,13,8,0,9,13,83,35440,67174,42588,35533,38332,24530,15950,24721,4682,288942
506,182,328,1398,2376,601,4464,715,3074,229,13373,917,3278,4216,5076,2586,3827,1896,3276,490,25570,4792,15556,10076,7322,6947,3651,4950,5254,1203,59753,7693,16635,9370,6465,7807,2828,4871,4363,1046,61084,6952,11046,7151,5348,7157,2492,4288,4095,805,49342,4796,6890,4790,3647,5962,2101,3815,3251,569,35826,1356,2158,1265,884,1620,710,993,1031,174,10182,193,244,104,62,151,63,58,141,65,1072,13,9,0,0,11,6,4,5,29,82,26900,56139,38384,31178,32846,20140,21588,24494,4607,256274
507,159,275,1382,2437,466,4349,582,2945,195,12800,814,2502,3466,4185,1915,3000,1178,2303,291,19658,4207,12571,8265,5542,5191,2602,2816,3239,794,45224,7108,14105,7572,5140,6103,2230,2898,2985,796,48931,7110,11003,6441,4906,6304,2444,3086,3133,720,45144,4717,7279,4430,3360,5218,1929,2700,2675,475,32783,1167,2205,963,707,1351,639,672,781,148,8627,153,247,54,43,114,64,46,114,49,876,6,11,0,0,10,0,0,9,23,60,25445,50203,32571,26315,26665,17269,13972,18182,3491,214103
509,84,44,540,505,122,872,140,929,94,3326,273,338,931,550,303,417,335,856,67,4071,1336,1636,1939,1001,929,554,828,1610,146,9974,2306,1855,1757,1201,1264,592,942,1371,180,11461,2996,1932,1799,1489,1432,748,1351,1500,213,13459,3131,1808,1584,1329,1525,748,1547,1581,211,13467,1721,590,446,325,482,252,493,556,103,4967,513,58,42,25,59,45,41,116,51,942,74,5,0,0,0,0,8,11,15,112,12421,8259,9039,6422,6120,4229,5670,8530,1079,61780
510,27,44,305,292,132,494,94,491,64,1940,132,521,884,471,334,230,451,708,83,3816,1123,3199,3868,1398,1278,482,1880,1670,276,15170,1794,2645,3919,1247,1404,359,2188,1211,334,15105,1699,1890,2896,982,1178,390,2387,1036,264,12722,1332,1489,1740,728,994,374,1901,819,158,9528,446,426,309,173,233,108,380,205,56,2331,55,26,14,9,17,16,17,23,24,202,4,0,0,0,0,0,0,0,0,5,6609,10233,13932,5298,5575,2449,9298,6170,1262,60812
511,43,41,622,508,135,950,191,751,72,3312,175,550,1228,654,457,476,643,758,91,5021,1018,2547,3018,1305,1244,651,1872,1381,199,13230,1891,2294,2570,1230,1338,615,1832,1165,176,13113,2214,2109,2308,1282,1544,678,2133,1238,263,13765,1964,1677,1827,1081,1370,648,1993,1275,214,12050,800,442,400,226,397,158,504,374,91,3392,205,52,28,19,40,22,24,49,38,478,15,4,0,0,0,0,0,7,14,36,8330,9708,12004,6299,6526,4191,9190,6993,1159,64403
597,0,0,0,0,0,0,0,3,0,10,0,10,21,12,0,0,0,31,0,71,11,60,106,20,4,0,19,80,0,297,19,93,212,16,11,0,58,116,10,516,29,100,183,6,23,0,63,77,10,486,27,57,93,12,9,0,32,32,4,267,8,10,10,0,0,0,4,7,0,40,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,96,324,627,58,45,6,172,344,23,1697
