SA4_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
501,536,455,950,1064,1124,1709,3354,2323,1016,12526,701,773,1351,1569,1581,1782,2551,1441,456,12206,478,1020,1587,1698,1787,1728,1787,896,257,11246,291,1259,2132,2093,2143,1994,1361,552,154,11978,133,964,2365,2470,2602,2368,1278,377,79,12620,34,531,1798,1905,2001,1776,658,177,42,8924,33,305,1448,1880,1945,1567,524,162,60,7915,13,169,1091,1476,1721,1308,316,75,16,6184,13,204,1732,2883,3075,2252,510,89,21,10779,4,30,324,647,757,519,138,30,12,2451,13,22,271,779,980,709,313,83,27,3190,772,541,1516,1609,1650,1578,1439,1059,709,10870,13,37,142,63,34,38,29,16,0,366,10894,7860,19857,23522,24727,25038,21786,11184,3940,148794
502,278,423,541,576,628,975,2281,1928,721,8358,304,564,823,793,780,964,1732,1117,371,7447,175,573,783,831,760,822,1111,705,205,5969,104,600,938,892,963,865,767,382,117,5633,59,459,1088,1024,1153,1174,641,265,57,5917,29,277,820,737,914,864,355,130,27,4154,17,183,682,764,836,778,257,97,43,3658,10,97,528,644,818,624,164,44,5,2936,9,157,994,1489,1734,1311,284,47,13,6039,0,10,218,387,398,314,66,17,3,1411,4,16,165,401,612,443,151,57,27,1873,344,306,598,604,633,544,722,733,601,5095,4,3,19,15,12,16,21,4,5,100,5921,5056,10308,11171,12309,13280,13763,8737,3055,83597
503,369,1130,977,596,632,867,1572,1353,863,8363,310,1392,1666,915,811,902,1424,1090,539,9047,178,1155,1803,985,740,846,1133,699,281,7818,117,1078,2452,1347,1060,1026,1196,666,264,9205,47,1157,3315,1881,1385,1354,1174,638,229,11187,35,743,3073,1681,1310,1240,911,371,133,9489,27,437,3149,1905,1499,1359,784,356,112,9641,4,207,2423,1785,1421,1177,589,229,73,7911,6,219,4161,4442,3723,2717,1122,411,143,16943,8,42,1017,1574,1485,1057,408,129,45,5765,15,35,1132,4654,5628,3645,1318,425,112,16975,448,874,2223,1631,1305,1168,1122,928,773,10481,44,152,408,204,190,147,95,37,15,1288,10461,13449,31210,26609,23863,20586,16401,9550,4547,156670
504,654,1194,1550,1366,1401,1712,3578,2710,1279,15447,689,1670,2299,2017,1893,1953,2509,1435,495,14974,452,1818,2698,2471,1978,1875,1672,872,264,14109,322,2024,4111,3269,2974,2440,1420,486,142,17200,178,1842,5382,4233,3767,3363,1325,320,77,20477,64,1040,4363,3902,3211,2560,797,169,36,16141,29,523,3620,3463,3053,2410,675,148,40,13961,15,231,2447,2803,2527,1682,427,58,11,10204,11,270,3565,5325,4646,3052,644,90,17,17622,0,33,695,1246,1066,646,160,24,0,3878,10,41,537,1426,1571,876,232,62,14,4770,832,1072,2687,2416,1914,1446,1114,997,768,13245,11,68,79,51,41,110,90,29,4,474,15810,16354,39978,39609,35012,31075,22956,12098,4427,217319
505,1418,2713,2951,2819,2721,3407,7271,5804,2740,31842,1386,3568,4323,4014,3768,3825,5710,3526,1257,31378,862,3656,5231,4693,4226,3956,3972,2268,793,29664,583,4154,7618,6116,5825,4863,3290,1371,448,34266,261,3535,10032,8235,7545,6405,3158,937,263,40379,111,2077,8703,7485,6520,5085,2053,513,126,32665,50,1128,7691,7404,6466,4805,1561,384,114,29600,16,457,5368,6034,5507,3663,962,168,45,22221,10,469,7681,12424,11100,7007,1469,256,64,40483,7,75,1365,3181,3000,1715,399,98,21,9852,8,52,1374,4796,5543,2884,713,188,52,15604,1385,1626,3680,3382,2865,2213,1999,1996,1797,20941,21,66,193,120,122,199,147,61,15,942,34337,33797,76665,81683,74939,63333,49767,27157,10850,452521
506,1232,2708,3179,2657,2463,2897,6521,4838,2226,28726,1267,3629,4897,3949,3210,3267,4685,2995,1075,28969,879,3785,5614,4594,3641,3172,3151,1633,548,27021,596,4242,8253,6327,5254,4252,2679,1046,371,33023,333,3548,10458,8763,6802,5500,2533,652,169,38745,105,2000,8402,7225,5669,4400,1616,359,81,29858,48,1084,6904,6995,5364,4069,1200,280,95,26055,20,474,4373,5429,4286,2940,881,140,32,18573,30,517,6449,10289,8373,5294,1244,185,49,32432,5,84,1188,2579,2130,1269,333,50,14,7649,18,69,1066,3276,3400,2118,576,189,53,10769,1641,2257,5002,4276,3282,2566,2160,2131,1969,25280,25,86,210,147,160,282,282,84,24,1293,30592,35523,78799,78625,63794,54888,43648,22986,9130,417991
507,1080,2002,2132,2066,2160,2789,5432,4436,2174,24270,1213,2680,3294,3023,2851,2902,4161,2553,1034,23719,737,2787,3800,3422,3053,2878,2971,1618,540,21799,501,2957,5226,4499,4001,3523,2466,1040,342,24547,271,2689,7080,5897,5508,4644,2322,743,208,29371,108,1751,6230,5304,4725,3698,1514,398,82,23805,55,941,5775,5373,4920,3703,1213,289,140,22402,27,410,4062,4522,4030,2867,788,156,60,16930,21,504,6170,9461,8763,5597,1314,217,77,32128,4,78,1250,2465,2248,1393,326,87,33,7877,12,63,1054,3656,4067,2604,700,219,55,12442,1254,1608,3649,3124,2538,2006,1961,1989,1804,19925,36,70,179,114,120,175,166,47,11,915,26379,26456,58347,61499,56736,49352,38238,21175,8839,347021
509,345,318,633,753,903,1425,2754,1924,691,9739,457,512,978,1020,1146,1409,1872,1058,387,8845,314,705,1044,1076,1166,1345,1288,679,206,7835,232,847,1363,1352,1546,1684,1087,436,153,8696,140,723,1755,1668,1850,2080,997,316,70,9594,40,393,1221,1269,1402,1482,597,160,38,6613,24,232,1117,1151,1428,1362,498,153,55,6020,8,120,717,937,1092,1016,327,99,22,4334,6,138,1033,1570,2021,1738,489,100,22,7116,3,19,203,361,416,396,126,27,13,1579,4,27,179,418,605,561,264,85,36,2183,770,685,1749,1785,1994,2011,1713,1182,649,12544,4,48,119,63,17,11,18,10,4,294,7228,5859,14303,15569,18149,20945,18054,9394,3246,112735
510,137,214,432,377,356,511,982,390,74,3462,193,252,565,565,391,538,928,289,26,3753,174,327,667,551,466,574,680,158,0,3604,156,492,1043,758,647,759,634,158,21,4670,154,636,1505,1108,973,1081,661,124,10,6252,84,583,1552,1142,1051,1000,450,60,8,5919,54,413,1776,1411,1191,1071,387,44,5,6346,35,290,1616,1443,1239,1007,294,22,0,5943,39,596,3878,4129,3593,2402,521,48,4,15208,4,116,1353,1601,1341,882,168,15,0,5481,8,79,1301,2339,1874,1202,274,76,5,7172,960,1674,6121,5732,5227,4085,1735,504,86,26123,4,131,306,125,80,83,60,5,0,796,4964,7068,24640,23486,20217,17613,10455,2620,313,111367
511,276,313,602,594,673,978,2123,1352,435,7337,412,568,823,804,792,1051,1561,760,192,6969,333,708,1026,843,909,1021,1095,489,103,6530,246,804,1302,1113,1193,1305,838,264,72,7133,134,718,1642,1368,1562,1689,884,201,38,8239,94,557,1386,1301,1325,1201,517,112,15,6517,55,483,1592,1314,1474,1285,395,105,32,6728,31,346,1346,1262,1286,1086,337,52,8,5763,31,489,2708,2989,3006,2338,521,83,14,12179,3,66,712,869,832,587,117,33,0,3219,10,51,499,926,1053,770,227,61,7,3602,955,1491,4111,3764,3633,3191,2068,1006,389,20605,7,62,195,54,41,52,29,4,8,453,6713,7827,20213,19275,19859,20247,15647,6695,1832,118291
