SA4_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
501,980,963,1948,1001,912,1914,1111,1004,2116,1072,1055,2122,1133,1072,2201,5293,5005,10292,1229,1163,2389,1284,1131,2417,1253,1144,2396,1276,1163,2432,1309,1257,2570,6349,5858,12205,1340,1162,2501,1397,1336,2725,1323,1273,2595,1337,1289,2627,1406,1354,2760,6798,6411,13211,1284,1248,2535,1271,1178,2450,1178,1159,2336,1001,930,1932,824,804,1625,5552,5321,10879,850,703,1548,816,721,1533,836,762,1595,782,730,1513,830,799,1622,4110,3715,7823,801,819,1618,873,911,1782,909,944,1859,896,971,1866,933,1025,1954,4410,4665,9079,975,1082,2051,972,1075,2043,1042,1147,2189,1003,1174,2183,1032,1134,2166,5027,5612,10639,1080,1216,2295,986,1295,2283,1096,1241,2340,1141,1296,2440,1113,1290,2403,5422,6338,11760,1146,1222,2371,1086,1286,2377,1134,1248,2385,1084,1181,2270,1122,1169,2295,5581,6117,11696,1103,1199,2300,1108,1277,2386,1151,1240,2389,1252,1253,2506,1236,1385,2622,5856,6347,12203,1272,1456,2725,1202,1322,2524,1152,1227,2386,1117,1292,2416,1187,1244,2434,5933,6552,12485,1184,1242
502,522,515,1039,555,524,1083,593,560,1159,583,605,1187,588,604,1192,2841,2812,5653,612,666,1277,662,603,1267,611,627,1237,630,627,1256,652,663,1314,3165,3188,6348,676,696,1372,679,698,1378,684,657,1342,661,674,1332,735,674,1411,3439,3400,6835,642,670,1311,591,624,1220,628,592,1222,584,545,1130,536,504,1044,2980,2940,5918,547,517,1066,500,591,1093,498,493,991,461,507,967,455,484,941,2466,2587,5051,450,490,940,458,530,988,487,519,1003,466,545,1002,454,544,999,2313,2627,4943,465,559,1023,445,563,1004,490,584,1072,462,645,1107,516,619,1138,2375,2974,5352,563,641,1205,518,653,1170,507,599,1105,528,672,1201,501,612,1115,2619,3180,5801,505,619,1119,495,574,1066,461,580,1047,449,613,1064,469,584,1053,2383,2968,5348,494,619,1114,538,615,1157,557,616,1173,555,651,1210,616,719,1334,2758,3216,5977,577,651,1233,606,721,1326,592,724,1319,539,692,1230,563,645,1207,2876,3438,6318,585,659
503,904,859,1764,833,760,1591,810,798,1609,878,776,1654,889,804,1697,4316,3996,8307,900,866,1766,939,818,1756,985,936,1928,978,905,1882,948,925,1873,4752,4454,9206,1005,926,1934,977,1027,2004,1119,1015,2136,1069,1045,2115,1048,1027,2067,5219,5038,10256,1032,1005,2034,949,987,1938,996,916,1909,1025,1156,2189,1117,1230,2346,5121,5297,10411,1212,1360,2572,1253,1314,2563,1221,1358,2573,1295,1401,2693,1385,1505,2890,6356,6943,13294,1482,1478,2960,1541,1499,3039,1513,1568,3082,1470,1597,3062,1513,1624,3139,7521,7763,15285,1537,1586,3117,1618,1624,3239,1513,1554,3070,1579,1601,3183,1453,1462,2911,7691,7833,15518,1514,1419,2936,1450,1420,2873,1389,1433,2821,1352,1473,2824,1336,1343,2687,7047,7088,14135,1333,1301,2636,1250,1213,2457,1261,1177,2438,1150,1216,2363,1199,1168,2367,6189,6077,12266,1154,1114,2269,1127,1187,2317,1143,1197,2341,1144,1211,2358,1277,1236,2511,5848,5954,11798,1234,1342,2578,1200,1216,2416,1188,1193,2381,1190,1160,2349,1072,1084,2151,5887,5989,11872,1069,1104
504,1765,1738,3504,1850,1712,3563,1873,1680,3556,1888,1761,3648,2014,1837,3855,9393,8723,18116,1965,1781,3740,1878,1737,3616,1869,1774,3643,1835,1737,3572,1814,1693,3506,9361,8726,18082,1838,1701,3539,1796,1664,3454,1761,1581,3342,1796,1708,3500,1824,1613,3441,9011,8265,17280,1728,1604,3337,1706,1514,3224,1616,1448,3065,1612,1543,3158,1556,1468,3018,8218,7581,15799,1696,1520,3210,1688,1555,3239,1655,1552,3208,1658,1555,3212,1694,1720,3415,8390,7896,16282,1744,1686,3430,1851,1849,3696,1763,1871,3630,1836,1957,3794,1873,2051,3924,9062,9419,18483,1985,2175,4160,2085,2187,4271,2036,2256,4292,2086,2241,4325,2091,2280,4372,10283,11137,21420,2149,2304,4447,2137,2225,4363,2160,2117,4274,2101,2091,4199,1988,2011,4001,10538,10750,21287,2057,1987,4048,1783,1880,3663,1796,1872,3668,1734,1786,3521,1597,1786,3379,8960,9309,18276,1714,1741,3454,1614,1768,3387,1635,1734,3371,1651,1867,3520,1798,2000,3800,8417,9115,17528,1860,1908,3770,1617,1758,3374,1696,1803,3508,1654,1759,3409,1661,1720,3381,8491,8949,17435,1620,1631
505,3544,3305,6850,3620,3493,7116,3646,3462,7112,3675,3569,7241,3785,3567,7351,18270,17395,35670,4068,3705,7773,3805,3651,7456,3858,3702,7561,3922,3640,7566,3885,3735,7624,19545,18440,37979,3859,3662,7521,3953,3638,7586,3854,3584,7441,3923,3715,7641,3798,3694,7494,19388,18297,37685,3780,3498,7273,3700,3351,7052,3617,3422,7040,3315,3208,6524,3297,3128,6423,17707,16608,34317,3407,3295,6698,3444,3341,6784,3468,3333,6802,3318,3309,6633,3445,3369,6813,17078,16654,33732,3273,3401,6678,3525,3571,7094,3421,3640,7055,3374,3840,7214,3513,3886,7397,17108,18329,35439,3637,4128,7769,3725,4254,7980,3753,4410,8159,3907,4357,8261,4174,4692,8861,19193,21843,41038,4000,4565,8566,4120,4619,8747,4215,4569,8782,4229,4464,8689,4061,4338,8395,20630,22561,43190,3837,4256,8089,3767,4070,7844,3590,4007,7598,3613,3940,7556,3529,3765,7293,18337,20040,38378,3650,3929,7574,3528,3935,7464,3625,3916,7536,3713,3914,7624,3731,4055,7789,18242,19746,37985,3895,4192,8094,3659,3910,7576,3593,3829,7420,3345,3589,6932,3241,3579,6815,17736,19102,36836,3198,3495
506,3305,3160,6469,3369,3259,6630,3479,3384,6865,3564,3298,6857,3630,3461,7086,17344,16563,33909,3778,3472,7246,3748,3451,7201,3554,3410,6964,3616,3469,7086,3507,3426,6935,18203,17226,35428,3528,3447,6973,3481,3267,6753,3484,3180,6664,3505,3315,6819,3507,3147,6649,17505,16350,33855,3336,3065,6396,3152,2973,6125,3071,2841,5908,3016,2920,5937,3116,3088,6202,15688,14879,30569,3460,3186,6646,3669,3459,7130,3847,3474,7320,3690,3474,7160,3617,3560,7176,18281,17149,35431,3899,3694,7590,3834,3748,7588,3820,3727,7544,3707,3794,7502,3714,3810,7517,18975,18767,37742,3796,4109,7904,3944,4168,8103,3951,4309,8265,4051,4250,8304,3928,4346,8274,19664,21184,40848,4118,4379,8502,4155,4382,8536,4071,4395,8467,4161,4299,8458,4108,4080,8193,20614,21539,42155,3967,3996,7974,3748,3795,7542,3495,3655,7149,3523,3401,6922,3371,3371,6744,18107,18213,36322,3238,3286,6525,3272,3295,6564,3126,3264,6393,3192,3195,6394,3307,3405,6709,16135,16440,32575,3349,3371,6716,3180,3212,6393,3145,3196,6340,2904,2977,5874,2830,2905,5736,15402,15656,31062,2802,2909
507,2715,2551,5268,2820,2642,5463,2862,2666,5524,2946,2747,5699,3090,2771,5859,14435,13376,27804,2992,2898,5891,2968,2845,5813,2914,2867,5783,3005,2969,5974,2921,2861,5780,14797,14442,29242,2992,2911,5898,3023,2861,5884,3018,2824,5840,3051,2887,5935,3056,2881,5940,15140,14353,29492,2814,2773,5583,2664,2555,5215,2676,2548,5225,2575,2590,5163,2651,2508,5157,13380,12970,26349,2694,2624,5318,2616,2711,5323,2650,2708,5358,2677,2603,5277,2577,2529,5101,13212,13175,26385,2653,2615,5265,2684,2710,5394,2735,2918,5651,2602,2872,5467,2776,2889,5663,13443,13994,27436,2802,3165,5965,2915,3142,6055,2870,3294,6163,2882,3398,6277,2995,3275,6267,14457,16267,30727,3042,3419,6458,3166,3398,6562,3013,3461,6470,3041,3361,6402,2965,3266,6234,15223,16904,32130,2945,3284,6233,2864,3075,5941,2808,3055,5857,2717,2816,5535,2697,2994,5693,14034,15225,29258,2724,2929,5655,2623,2946,5566,2677,2906,5582,2715,3029,5750,2947,3091,6044,13683,14906,28589,2900,3312,6212,2738,2905,5636,2660,2930,5592,2599,2746,5348,2522,2716,5235,13413,14614,28028,2442,2720
509,665,623,1287,730,704,1438,708,659,1365,737,739,1476,796,710,1511,3635,3432,7072,779,752,1532,800,789,1588,817,885,1700,923,824,1743,911,773,1676,4226,4013,8241,888,823,1709,846,892,1739,854,806,1663,885,764,1654,860,845,1704,4333,4133,8469,821,865,1689,820,736,1558,818,721,1537,703,580,1286,639,518,1159,3803,3416,7223,576,473,1048,611,493,1105,620,534,1155,691,552,1240,677,584,1261,3175,2635,5813,716,570,1281,720,647,1368,705,661,1372,757,725,1477,673,642,1315,3575,3233,6809,767,709,1474,762,769,1529,743,708,1447,688,698,1388,777,764,1538,3730,3646,7374,769,779,1552,827,765,1590,787,765,1551,794,775,1567,739,828,1569,3920,3908,7825,784,806,1587,767,734,1500,750,804,1552,776,725,1498,757,783,1537,3838,3845,7678,836,843,1672,796,812,1607,810,826,1638,900,852,1751,948,944,1897,4299,4273,8571,990,955,1942,943,929,1867,1024,1002,2028,957,940,1896,928,896,1824,4838,4718,9557,1048,973
510,675,639,1318,769,718,1488,765,687,1449,822,741,1567,808,722,1530,3848,3510,7354,869,785,1658,840,772,1610,865,827,1691,804,801,1606,794,768,1564,4174,3952,8126,822,768,1589,737,693,1439,652,676,1326,633,623,1253,594,575,1171,3432,3336,6768,540,528,1067,550,461,1009,513,432,947,474,428,901,539,488,1028,2618,2340,4955,575,488,1067,615,546,1157,712,664,1373,847,725,1577,939,824,1768,3684,3253,6936,1100,926,2032,1224,1002,2226,1265,1071,2336,1243,970,2214,1354,941,2296,6194,4905,11100,1528,1129,2651,1449,1092,2542,1594,1084,2681,1636,1050,2685,1606,1068,2675,7813,5421,13233,1695,1090,2785,1518,967,2489,1576,966,2545,1550,908,2464,1556,903,2459,7900,4837,12741,1575,849,2422,1378,733,2109,1348,753,2100,1313,680,1998,1314,673,1987,6929,3691,10621,1209,659,1863,1342,699,2035,1329,716,2040,1330,678,2002,1293,768,2061,6496,3517,10011,1507,775,2285,1316,670,1984,1303,733,2034,1200,734,1933,1234,656,1891,6561,3562,10122,1182,629
511,757,651,1400,784,777,1564,812,748,1555,803,708,1506,758,866,1627,3911,3743,7653,842,802,1646,833,831,1660,895,766,1657,843,796,1641,852,813,1670,4268,4003,8273,838,778,1617,864,803,1665,803,717,1519,804,797,1604,772,724,1498,4084,3816,7904,775,725,1507,675,652,1334,707,631,1344,677,593,1268,689,569,1259,3532,3177,6708,702,573,1270,773,650,1420,865,715,1581,878,809,1692,974,825,1794,4191,3573,7768,1130,825,1961,1078,832,1911,1093,851,1941,1064,893,1965,1189,862,2042,5556,4257,9815,1167,874,2044,1150,956,2108,1134,913,2049,1149,865,2010,1096,893,1986,5695,4501,10202,1195,890,2084,1149,916,2069,1147,884,2037,1131,897,2026,1107,794,1901,5731,4384,10114,1053,868,1914,1029,826,1857,1041,786,1829,1012,797,1811,961,730,1693,5100,4007,9106,1076,756,1835,1000,830,1830,998,821,1821,1138,796,1934,1257,886,2149,5479,4094,9570,1244,934,2177,1139,896,2033,1140,931,2066,1228,867,2098,1061,813,1871,5809,4436,10243,1043,910
