SA4_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
501,0,0,0,22,92,90,553,598,120,97,101,114,49,6,46,1888,14,17,13,10,63,13,18,23,0,0,0,0,0,0,7,180,4,11,22,34,33,24,63,26,4,3,5,7,4,0,6,234,6,8,43,112,230,269,1083,468,52,69,46,70,30,10,32,2529,0,4,3,3,9,12,33,38,10,10,3,13,0,8,0,142,0,0,0,0,6,4,30,81,19,16,49,68,24,0,3,296,0,0,3,12,22,33,120,74,19,11,22,25,14,0,10,365,293,749,3613,2443,1820,1011,2004,913,99,52,77,140,69,15,489,13792,3,7,53,121,71,51,138,71,18,15,10,20,10,6,15,602,0,0,0,12,21,30,59,61,14,10,9,16,10,3,15,259,66,94,359,336,417,336,947,540,91,126,117,187,94,35,208,3943,678,1730,4886,4151,4317,3002,7469,4756,666,669,727,1016,460,161,1293,35971
502,0,0,3,8,82,74,345,374,83,47,77,64,13,3,36,1222,6,0,4,0,22,11,12,6,0,5,0,0,0,0,3,88,5,5,20,22,23,12,29,20,0,0,4,3,0,0,4,162,3,11,23,62,79,162,761,348,53,14,59,21,14,5,20,1628,9,5,6,5,3,4,19,40,3,0,5,0,0,0,0,100,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,34,0,0,0,8,26,38,107,89,23,18,28,26,9,3,8,391,225,637,3068,2105,1446,808,2657,1453,108,92,68,81,39,21,345,13146,3,7,40,39,37,30,68,43,6,7,9,7,0,0,13,312,0,0,0,7,10,10,35,38,12,11,6,14,7,0,13,160,40,78,239,222,228,163,636,364,44,47,49,62,19,4,44,2247,438,1223,3911,3199,2893,2017,6307,4148,485,374,435,498,185,101,686,26904
503,5,0,3,25,110,90,228,264,51,58,63,114,44,13,30,1089,18,6,15,40,227,61,59,62,10,9,18,14,7,3,17,563,15,22,73,210,246,286,442,215,61,75,75,91,111,19,35,1976,3,20,68,185,448,468,1071,330,37,52,52,94,56,34,41,2972,11,8,20,59,110,60,116,82,11,24,32,80,25,4,3,653,0,0,0,8,75,50,65,154,24,19,22,44,10,0,18,484,0,3,0,26,45,57,208,127,38,37,43,49,24,8,17,683,194,550,2092,1910,2106,1803,3046,1537,192,249,233,353,233,107,324,14925,4,7,69,138,171,166,349,285,71,80,96,135,110,55,58,1789,0,0,3,246,388,121,126,150,36,52,63,84,31,11,36,1349,101,126,532,653,930,1173,1995,1833,589,681,941,1438,627,94,208,11904,713,1876,4240,5189,7680,6796,12699,9325,2131,2583,3212,4636,2487,713,1385,65657
504,0,0,9,72,339,358,1552,1857,266,175,200,225,86,16,74,5228,34,23,52,51,350,95,68,65,11,8,5,3,0,0,19,782,9,14,64,168,259,180,313,117,21,17,24,16,11,0,31,1244,3,9,39,128,430,484,1405,537,63,55,50,75,25,19,49,3372,6,14,40,72,132,85,220,189,32,30,20,71,41,0,24,981,0,0,0,0,8,14,71,130,14,11,18,44,12,0,16,344,0,5,7,26,110,115,376,232,41,37,40,40,24,7,37,1099,264,747,4625,3198,3021,1850,3517,1582,150,84,102,118,46,33,488,19821,3,4,63,93,109,121,207,134,16,28,26,22,11,8,25,861,0,0,4,365,1244,859,767,491,111,92,74,99,71,10,210,4403,112,208,965,1048,1463,2119,4845,2304,384,363,367,382,136,59,381,15129,854,2660,8224,7537,11425,9916,22946,14413,2139,1765,1841,2189,950,296,2249,89390
505,0,0,20,117,601,465,1467,1365,290,189,179,213,85,19,89,5104,71,30,51,145,893,261,210,205,27,15,19,15,9,0,31,1991,10,41,98,294,454,444,758,222,46,43,39,41,47,13,53,2604,4,13,101,482,1128,2125,6950,3125,448,367,422,423,226,135,146,16091,12,19,54,111,148,117,271,185,27,26,47,163,53,0,16,1233,0,0,0,5,62,69,131,242,34,38,39,66,5,0,12,708,3,0,12,43,183,218,669,483,136,75,90,101,53,19,47,2127,482,1581,7879,7492,10299,7504,20020,10066,1009,713,698,660,395,127,1156,70066,11,17,103,188,224,286,541,369,55,48,61,93,95,25,35,2154,0,0,11,664,2340,1372,1260,904,199,196,148,216,111,23,292,7733,257,381,1681,2039,3511,5000,10992,5751,1346,1219,1313,1602,661,115,620,36474,1708,5542,14561,16269,28497,25742,60782,36579,5559,4689,5055,6151,2869,780,3973,218750
506,0,0,6,102,568,480,3231,3542,573,432,384,516,186,43,164,10239,50,23,37,72,370,133,109,76,0,17,11,9,5,0,23,932,11,24,106,514,851,849,2024,803,152,161,177,176,105,9,96,6060,5,14,98,369,701,814,2905,1173,119,115,101,158,64,42,96,6775,8,24,39,97,239,368,1414,1294,151,157,168,319,159,11,43,4492,0,0,0,0,45,143,268,451,58,62,93,108,23,8,31,1289,0,0,11,61,236,275,942,489,119,122,94,96,47,16,70,2568,499,1494,9230,6927,6256,3239,5484,2421,234,223,229,252,162,49,944,37646,8,20,94,177,186,215,390,271,62,53,57,63,48,15,49,1714,0,0,0,220,452,269,433,415,118,113,102,126,69,16,106,2451,182,306,1601,1699,2641,3190,8700,5050,1210,1012,1134,1543,585,194,615,29664,1417,4407,14383,14376,21365,18695,56123,38277,6802,6054,6998,8599,3554,921,4274,206256
507,0,0,6,75,386,309,2221,2826,468,349,273,355,110,67,104,7558,22,6,12,57,360,95,97,87,12,12,9,13,8,0,18,792,15,34,79,242,523,525,987,396,61,92,61,89,45,10,36,3186,3,21,91,350,735,966,3008,1200,174,116,170,186,117,37,84,7258,8,12,17,34,199,179,311,194,34,22,17,35,23,4,24,1116,0,0,0,0,53,69,114,180,19,20,27,24,12,8,10,539,0,4,5,35,131,119,445,335,64,51,57,68,55,14,59,1437,499,1448,8551,6329,6118,3784,9480,5672,445,378,393,386,206,66,832,44594,8,26,88,143,255,255,427,290,75,58,64,71,56,38,51,1888,3,0,3,134,195,107,198,149,28,56,36,44,22,10,28,1004,156,285,1679,1755,2379,2476,4915,2807,439,453,401,477,276,73,411,18986,1250,4310,13810,12294,17941,14985,36169,24106,3129,2813,2806,3237,1734,593,2870,142050
509,0,0,0,17,66,67,493,479,121,74,102,136,61,17,51,1681,20,5,12,12,40,11,6,0,4,3,0,0,0,0,4,118,0,6,11,32,23,19,34,3,3,0,4,4,0,0,6,144,0,10,28,45,95,143,565,199,32,31,43,62,28,15,31,1336,4,12,4,7,5,8,19,6,5,0,10,4,5,0,22,103,0,0,0,0,0,0,17,16,4,0,23,38,13,0,9,117,0,0,0,4,14,22,122,81,37,12,20,15,6,0,9,349,253,664,2896,1834,1194,668,1150,425,46,34,48,50,22,7,409,9691,3,9,38,77,56,53,64,44,11,4,6,16,9,0,7,387,0,0,0,10,19,19,20,33,7,7,14,7,6,0,55,190,57,102,300,241,270,184,535,274,82,59,69,116,61,197,193,2738,544,1409,3918,3030,2894,1976,4246,2423,497,329,483,649,297,297,1344,24330
510,0,0,0,15,77,71,491,660,121,75,104,94,30,14,33,1797,0,3,0,3,41,9,17,9,3,0,0,4,6,0,3,87,0,0,19,23,46,32,45,15,3,0,6,7,0,0,3,206,0,0,12,41,86,150,553,185,11,23,18,46,28,6,13,1177,0,0,12,0,9,9,58,41,8,7,15,26,3,0,6,199,0,0,0,0,0,0,17,62,0,5,8,15,4,0,0,112,0,0,0,7,28,50,142,125,28,26,26,41,12,0,17,503,36,195,1030,784,824,519,1109,568,55,42,62,111,51,9,158,5564,0,0,14,29,21,44,53,48,4,12,20,30,4,5,5,285,0,0,0,9,30,5,25,43,4,18,9,13,0,3,5,168,10,46,170,184,273,305,971,597,107,117,146,351,153,67,93,3586,103,488,1549,1739,2513,2220,6140,4262,589,595,705,1235,493,193,622,23450
511,0,3,0,24,111,108,436,524,85,83,97,132,36,11,42,1687,3,9,3,5,28,6,12,12,3,0,4,0,0,0,5,84,0,0,9,27,22,17,39,14,0,5,0,5,0,0,3,150,0,0,19,46,78,147,780,347,20,43,50,61,52,20,23,1693,0,0,3,3,14,14,44,30,7,9,3,11,5,0,0,145,0,0,0,3,0,3,15,33,3,0,19,18,5,0,0,96,0,0,0,14,21,50,125,97,38,44,15,26,13,15,25,477,106,417,1703,1059,746,505,921,498,43,61,65,99,30,9,267,6536,0,4,24,42,42,41,62,61,3,11,17,21,20,9,10,374,0,0,0,18,85,53,49,58,10,12,4,12,21,5,12,342,28,70,255,176,292,265,896,533,101,111,181,243,128,56,85,3424,288,909,2476,2113,2524,2257,5695,3917,561,623,769,1039,469,220,774,24635
