SA4_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
501,8743,1710,1148,109,99,109,153,73,29,412,12596,899,968,971,152,175,179,235,96,33,103,3812,61,41,61,8,7,53,65,24,7,69,404,8,3,3,0,0,0,3,3,0,0,19,967,1013,1038,159,189,233,302,123,41,179,4239,20,0,0,0,3,0,5,0,0,111,142,9730,2725,2183,261,292,344,461,198,78,707,16979,9488,1843,1267,164,142,134,182,117,28,418,13791,1164,1097,1209,227,212,212,278,112,34,109,4653,89,63,85,11,31,34,90,30,6,16,468,9,0,0,0,0,0,0,0,5,0,22,1264,1165,1297,241,236,250,370,143,51,123,5144,13,0,0,0,3,0,3,0,0,41,60,10769,3006,2572,407,380,384,552,262,84,582,18994,18238,3555,2419,272,240,243,335,188,61,836,26385,2067,2060,2182,377,390,389,510,208,73,215,8462,152,105,143,20,37,89,156,59,21,86,874,21,7,6,0,0,0,3,4,5,0,48,2235,2172
502,6382,1723,1271,117,93,88,104,47,28,249,10091,499,583,560,73,54,91,86,22,15,41,2032,28,20,18,4,4,12,11,8,3,7,116,7,0,0,0,0,0,0,0,0,0,7,530,603,585,84,56,102,104,30,17,49,2153,10,0,0,0,0,0,0,0,0,16,26,6917,2331,1856,195,153,199,200,76,43,308,12275,7276,1916,1449,157,101,95,128,50,28,276,11475,701,751,793,121,107,126,134,47,18,62,2863,45,44,48,4,14,17,37,13,8,8,242,0,5,3,7,0,0,0,0,0,0,6,751,795,844,127,120,142,170,61,26,73,3113,10,4,0,0,0,0,0,0,0,31,47,8034,2712,2296,283,227,239,299,108,57,379,14632,13652,3643,2716,272,194,188,229,99,60,524,21567,1203,1331,1357,193,161,220,228,66,34,105,4890,72,64,63,16,20,32,47,19,8,10,357,7,4,3,7,0,0,0,0,0,0,17,1279,1399
503,11070,2476,2081,289,373,382,545,397,172,336,18111,3382,1770,2266,626,811,1035,1454,646,132,217,12336,351,81,126,47,65,66,170,92,32,50,1072,13,5,5,0,0,4,0,5,4,7,42,3743,1853,2394,673,872,1104,1620,741,171,276,13452,15,0,6,4,0,0,0,0,0,84,111,14823,4322,4480,966,1246,1485,2172,1137,342,692,31680,10621,2185,1959,342,384,409,622,430,177,336,17465,4195,2146,2636,753,874,1220,1592,767,137,233,14558,682,168,240,67,83,85,235,151,52,66,1829,12,5,3,4,0,0,9,4,3,11,44,4889,2318,2878,825,959,1314,1837,918,187,307,16431,20,4,4,4,0,0,4,0,0,46,80,15531,4504,4840,1169,1340,1724,2465,1353,370,692,33981,21687,4658,4043,631,753,794,1169,825,347,672,35578,7575,3910,4904,1382,1681,2256,3045,1410,267,455,26900,1032,251,362,113,150,157,405,241,79,111,2901,30,10,8,4,0,4,3,9,9,14,88,8629,4169
504,14926,3455,2593,244,218,204,227,104,52,454,22483,5942,5165,3642,590,454,550,646,245,54,307,17605,1064,384,346,83,64,89,153,66,23,70,2335,10,14,6,0,0,0,9,0,0,4,45,7015,5554,3994,678,515,639,805,309,77,387,19977,16,8,3,0,0,3,0,3,0,421,461,21962,9017,6588,918,741,842,1033,418,135,1258,42922,15428,3328,2591,284,245,222,249,108,65,462,22991,6431,4897,4591,803,657,626,663,277,65,295,19304,1751,702,622,129,117,143,227,141,30,135,3998,14,4,13,0,0,3,11,0,5,0,52,8200,5601,5220,929,774,767,900,415,99,435,23354,19,4,4,0,0,8,0,0,0,93,131,23644,8934,7818,1222,1025,999,1156,527,166,985,46468,30352,6786,5183,532,463,429,480,214,119,908,45472,12378,10059,8229,1393,1111,1172,1314,522,125,606,36906,2813,1078,965,212,179,230,379,207,50,207,6331,25,18,15,7,0,9,15,0,4,7,92,15219,11155
505,35577,13192,9550,991,738,788,782,499,188,1059,63381,13182,8351,7065,1367,1166,1332,1669,646,128,540,35443,2241,645,735,186,171,186,364,151,37,168,4869,44,17,10,0,7,4,7,5,3,20,123,15460,9010,7809,1555,1341,1526,2042,811,168,725,40438,53,22,9,5,4,3,4,6,0,100,202,51095,22221,17370,2553,2084,2317,2830,1309,353,1887,104019,38096,13039,9718,1078,904,874,957,509,191,1036,66398,15020,8993,8343,1636,1437,1557,1798,762,157,606,40316,3325,1165,1114,287,268,314,552,274,78,269,7649,34,20,13,3,0,0,12,4,0,50,134,18383,10178,9473,1926,1707,1869,2358,1041,238,925,48100,65,22,15,3,0,4,0,7,0,123,234,56545,23234,19204,3008,2608,2740,3323,1555,430,2080,114732,73676,26226,19273,2069,1638,1656,1742,1009,383,2098,129776,28201,17347,15410,3003,2605,2886,3464,1416,287,1150,75758,5569,1801,1850,475,431,504,917,424,116,436,12521,76,41,25,5,5,4,22,8,7,69,256,33844,19188
506,28201,6599,4804,570,504,535,647,304,147,950,43259,12068,14622,12179,2234,1985,2464,2958,1129,181,701,50537,1384,1338,1097,256,291,318,549,248,77,198,5753,27,29,27,7,7,11,15,9,3,34,169,13478,15987,13308,2505,2286,2795,3517,1393,266,932,56453,41,15,21,5,0,4,4,4,3,327,422,41712,22602,18128,3075,2796,3328,4173,1697,409,2212,100130,29226,6179,4679,607,551,611,611,329,138,927,43859,13121,13806,13738,2703,2327,2622,2975,1077,255,698,53319,2153,1849,1701,408,376,427,828,443,115,229,8526,41,29,21,0,0,10,9,7,4,34,149,15312,15675,15462,3116,2705,3058,3814,1527,372,954,61995,45,9,13,6,3,0,3,0,0,175,268,44589,21867,20153,3726,3262,3666,4433,1859,511,2056,106129,57431,12782,9488,1177,1059,1140,1260,635,284,1878,87122,25186,28423,25919,4940,4311,5085,5937,2208,440,1406,103854,3529,3186,2796,664,670,748,1375,697,191,422,14281,66,51,51,14,8,16,20,14,8,64,314,28786,31664
507,25398,7497,6038,568,523,547,523,321,160,813,42382,8090,5853,4789,733,663,649,773,341,90,287,22271,1046,347,262,51,48,54,138,81,19,79,2121,22,9,4,0,0,0,11,3,0,10,62,9156,6211,5052,785,711,703,917,430,110,381,24455,36,9,12,0,0,0,9,0,0,266,335,34592,13718,11101,1350,1233,1253,1445,750,272,1460,67175,26970,7286,6253,655,527,551,611,328,159,821,44164,9776,6255,6174,1015,952,903,932,487,133,390,27012,1534,555,553,101,99,99,246,158,29,132,3509,27,7,14,0,0,0,0,3,0,6,68,11336,6821,6739,1114,1054,1006,1181,653,163,532,30585,34,12,12,0,3,0,0,0,0,68,128,38339,14113,13003,1773,1583,1556,1797,982,321,1411,74872,52368,14779,12291,1223,1050,1096,1136,652,316,1634,86555,17870,12106,10963,1752,1611,1558,1703,824,223,675,49284,2575,895,814,154,151,153,389,242,46,209,5633,47,23,14,4,0,3,7,8,3,19,126,20491,13027
509,6384,855,552,85,52,66,93,33,42,351,8512,567,598,529,116,87,117,179,84,118,61,2455,45,60,66,25,6,28,28,19,30,16,322,0,0,0,0,0,0,3,0,13,4,24,614,661,598,141,93,146,210,104,156,78,2806,30,5,0,0,0,0,0,0,0,432,465,7029,1520,1151,230,137,209,306,134,202,862,11782,7002,923,619,105,56,93,89,53,16,371,9333,696,662,587,139,116,148,200,83,62,66,2761,56,90,59,28,11,33,43,23,11,14,370,4,0,3,0,0,0,0,0,0,3,22,757,753,649,166,128,184,249,104,78,89,3154,35,0,0,0,0,0,0,0,0,26,59,7792,1676,1273,273,183,273,343,157,98,479,12548,13387,1775,1173,189,106,157,187,91,62,717,17840,1266,1260,1116,254,200,261,383,167,181,129,5220,101,154,123,51,21,62,71,35,38,30,698,4,0,3,0,0,0,6,0,15,12,51,1368,1419
510,5003,1733,1307,110,112,139,217,76,55,256,9010,892,1335,1072,172,159,205,318,114,53,92,4405,41,29,28,5,5,15,18,14,0,7,152,13,13,11,0,0,0,0,3,3,0,38,939,1373,1102,176,167,214,338,130,57,102,4596,26,12,12,0,0,0,7,3,0,28,87,5968,3116,2421,283,282,350,568,212,112,382,13692,3251,994,887,103,111,114,226,91,27,157,5960,601,748,914,194,182,225,391,172,45,59,3526,41,29,31,10,22,21,47,17,4,5,214,6,0,4,3,0,0,6,0,0,0,17,644,771,945,201,202,246,441,186,47,68,3761,3,3,0,0,0,0,5,0,0,23,36,3899,1772,1839,303,314,351,671,277,79,245,9758,8253,2728,2200,212,221,250,436,169,90,408,14966,1490,2079,1987,360,343,426,712,285,100,151,7936,78,57,58,15,25,29,63,25,4,16,365,15,15,9,3,0,0,5,3,3,8,56,1580,2151
511,5374,1386,1014,93,122,160,206,84,48,315,8809,762,1059,921,144,173,186,279,127,55,70,3783,71,28,23,11,7,9,31,24,21,17,234,8,0,0,0,3,4,0,4,0,0,18,843,1087,940,152,183,195,313,154,77,87,4030,29,8,4,0,0,0,3,0,0,30,69,6243,2483,1958,244,309,353,523,235,122,431,12905,4640,1141,935,128,133,157,180,69,33,234,7656,757,833,961,168,172,230,291,135,39,55,3643,109,25,60,18,10,27,39,29,17,19,350,3,3,0,0,0,0,0,0,0,3,8,866,860,1020,186,184,260,338,159,61,74,4013,17,4,4,0,0,0,0,0,0,25,65,5526,2009,1965,316,321,415,517,228,93,345,11732,10011,2524,1955,225,255,314,383,155,82,549,16460,1520,1894,1879,310,343,413,573,260,96,130,7427,183,50,76,26,22,37,71,48,36,31,586,10,3,0,0,3,4,0,0,0,3,34,1707,1951
