SA4_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
501,..,276,221,91,54,42,25,12,0,732,..,324,466,161,228,295,197,66,15,1766,..,268,529,563,1100,2002,2414,1957,1010,9841,237,360,275,168,160,244,208,95,50,1805,10,15,14,8,5,17,11,6,4,90,16281,8419,9379,11624,12018,11890,10062,5241,1702,86612,..,251,5687,12079,13072,13591,12615,5995,1081,64376,..,1802,5089,3549,3046,2423,1172,325,29,17433,..,195,1053,2208,2217,925,465,318,204,7593,33160,..,..,..,..,..,..,..,..,33160,..,6426,..,..,..,..,..,..,..,6426,..,5471,1752,724,507,299,69,0,0,8815,..,665,403,176,210,442,436,264,146,2736,..,538,529,241,160,120,66,24,4,1678,..,697,1117,444,528,631,421,137,36,4011,..,600,1413,1576,2477,3699,4175,2850,1375,18165,523,680,580,405,361,432,373,174,70,3598,19,26,46,21,13,26,19,11,4,178,33697,17343,17673,21431,22578,22578,19806,10099,2952,168161
502,..,155,92,46,33,27,16,7,0,369,..,156,145,83,130,179,131,59,11,896,..,162,304,287,583,1148,1640,1504,757,6387,168,171,109,89,120,120,118,62,33,1000,5,5,8,5,6,7,3,3,0,36,8954,5263,5338,5884,6381,6885,6878,4229,1336,51143,..,146,3000,5525,6511,7565,8284,5043,964,37044,..,1088,2730,1834,1478,1225,764,280,47,9449,..,164,871,1282,1342,714,333,206,143,5058,17669,..,..,..,..,..,..,..,..,17669,..,4057,..,..,..,..,..,..,..,4057,..,3249,1240,538,338,195,50,0,0,5611,..,500,244,139,169,278,293,177,117,1922,..,294,238,113,89,69,34,8,3,854,..,311,414,198,287,333,281,115,29,1967,..,313,799,788,1280,2107,2831,2268,1092,11473,302,342,264,217,245,217,207,105,41,1942,6,7,9,14,8,17,12,0,0,86,17985,10478,9812,10654,11754,12721,13098,8212,2429,97135
503,..,199,298,75,20,21,8,0,0,622,..,1582,2133,334,140,150,94,61,13,4507,..,735,2278,1514,1150,1838,2260,1804,1141,12719,114,271,296,173,121,120,125,61,19,1306,12,25,46,18,27,28,36,4,3,200,12716,10156,14090,12152,11125,9498,7580,4298,1859,83477,..,191,6636,14004,13837,11252,8870,4592,1138,60513,..,1414,7314,3329,2133,1658,808,250,43,16956,..,35,249,1023,1748,1046,378,226,205,4908,25905,..,..,..,..,..,..,..,..,25905,..,9599,..,..,..,..,..,..,..,9599,..,2673,1933,477,345,232,53,0,0,5713,..,816,697,173,121,252,293,193,156,2691,..,375,677,158,46,45,21,6,3,1330,..,2902,4622,856,356,359,242,123,29,9494,..,1331,4637,3579,2695,3485,3765,2608,1490,23598,260,492,609,339,257,217,205,118,43,2534,25,45,77,38,60,61,59,19,10,397,26193,19864,27446,23973,21606,18598,14704,8124,3124,163627
504,..,380,361,118,98,71,37,12,3,1086,..,615,848,299,350,402,246,80,15,2852,..,446,1412,1127,1476,2383,2867,2050,1001,12766,351,465,379,231,195,232,183,127,61,2220,12,17,29,15,14,69,56,14,0,223,24830,14854,19674,19273,17414,15484,11492,5922,2030,130978,..,483,13205,22011,19532,17766,13214,6281,1200,93699,..,2406,9244,5574,3862,2493,1042,301,36,24960,..,260,1651,2922,3510,1990,909,542,353,12135,50860,..,..,..,..,..,..,..,..,50860,..,12799,..,..,..,..,..,..,..,12799,..,9256,4888,1510,903,476,108,6,0,17146,..,1541,1301,481,543,921,951,618,337,6695,..,794,959,369,277,172,119,37,9,2733,..,1343,2272,932,836,866,539,171,38,7005,..,845,3220,2972,3370,4584,4707,3048,1360,24104,694,863,804,576,463,429,328,198,83,4443,17,25,49,27,29,103,83,26,4,357,51573,30621,37595,37380,33319,29798,21987,11232,3427,256931
505,..,677,694,206,134,126,43,17,11,1901,..,1362,2274,593,481,584,399,150,29,5872,..,747,2887,2518,2780,4866,6343,5266,2675,28078,559,810,718,415,346,399,390,210,112,3953,28,42,64,47,42,109,73,29,9,440,52566,32238,38772,41312,37894,32359,25558,13807,4867,279366,..,886,24374,48836,46863,39681,31289,14833,3059,209833,..,4073,18990,10936,6905,4180,1746,484,88,47406,..,408,2773,5848,7343,4214,1849,1049,630,24117,106861,..,..,..,..,..,..,..,..,106861,..,31104,..,..,..,..,..,..,..,31104,..,19150,10341,2972,1802,904,164,7,0,35339,..,2777,2230,855,868,1487,1641,1016,613,11488,..,1401,1798,636,406,312,122,48,14,4745,..,2938,5452,1709,1229,1200,842,324,67,13761,..,1559,6148,6039,6488,8682,9670,7194,3539,49315,1160,1498,1530,1015,820,774,675,324,152,7963,62,69,125,84,86,157,129,50,12,764,108084,65867,73757,78935,72809,61592,48137,25331,8179,542697
506,..,914,999,273,163,126,50,16,6,2540,..,2322,2252,704,594,592,404,139,20,7025,..,1047,2756,2165,2484,4266,5383,4313,2199,24615,597,810,687,380,380,450,376,184,80,3940,25,32,66,36,50,157,150,34,13,569,48236,30455,38080,38143,30881,27239,21895,11249,3962,250146,..,1202,26628,47426,37525,31610,25745,11728,2379,184240,..,4616,15412,8482,5939,3789,1714,430,56,40441,..,526,2818,5203,5608,3454,1632,947,586,20782,98003,..,..,..,..,..,..,..,..,98003,..,25763,..,..,..,..,..,..,..,25763,..,15464,9299,2731,1641,827,145,3,0,30114,..,3845,3022,1034,989,1723,1855,1028,515,14019,..,2007,2667,941,561,332,159,58,7,6744,..,5323,6671,2146,1630,1471,918,318,49,18530,..,2080,6344,5736,5938,8190,8711,6227,2981,46214,1198,1536,1418,929,829,832,642,300,129,7813,64,68,128,93,101,239,257,70,16,1035,99264,62441,74406,74732,60751,52464,41784,21119,6729,493700
507,..,613,526,169,104,90,40,6,3,1550,..,1346,1573,478,436,480,364,125,38,4838,..,788,2188,1751,2205,3996,4893,3943,2148,21915,506,726,566,346,319,430,323,170,74,3461,33,26,46,26,36,60,65,21,6,325,40712,24791,28890,31000,28580,24912,19381,10295,3868,212427,..,546,17370,35278,33681,29206,22916,11189,2357,152543,..,4006,14905,8500,5893,3835,1704,461,72,39377,..,410,2535,4883,5530,3072,1279,807,568,19081,82546,..,..,..,..,..,..,..,..,82546,..,21855,..,..,..,..,..,..,..,21855,..,14178,7147,2119,1378,729,184,3,0,25739,..,2197,1575,577,629,1141,1165,723,446,8459,..,1175,1293,535,332,244,117,30,10,3732,..,2629,3768,1269,1047,1043,782,273,63,10863,..,1511,4876,4460,5149,7254,7649,5613,2963,39464,995,1323,1183,868,724,744,584,275,100,6788,63,38,95,70,75,113,124,33,9,631,83603,49862,54749,58565,54434,47372,36503,19396,6594,411082
509,..,160,100,35,37,36,13,7,4,407,..,196,214,72,138,230,146,73,8,1083,..,251,423,342,761,1514,1761,1492,748,7292,202,268,215,131,166,223,161,72,33,1477,0,3,10,4,3,5,5,4,0,36,10565,5206,6017,6940,8033,9130,7682,4100,1333,59007,..,240,3932,7329,8749,10627,9851,4789,954,46473,..,1323,3119,2200,2106,1866,936,247,28,11823,..,128,664,1188,1296,680,340,249,164,4707,21243,..,..,..,..,..,..,..,..,21243,..,3485,..,..,..,..,..,..,..,3485,..,3380,1368,593,435,235,49,0,0,6062,..,516,255,127,183,327,394,232,148,2169,..,296,270,127,117,101,58,17,7,998,..,424,534,243,310,480,332,148,11,2489,..,643,1084,959,1901,3302,3553,2414,1091,14948,442,510,427,327,368,404,324,128,54,2983,3,9,23,5,7,6,5,3,0,70,21686,10954,11680,13097,15487,18029,15842,8231,2457,117469
510,..,104,134,37,37,25,5,0,0,343,..,157,340,107,108,73,44,9,3,835,..,226,562,347,409,532,295,106,12,2482,174,214,254,179,171,325,314,102,14,1738,3,15,33,7,3,9,12,0,0,85,8659,3879,6414,5878,4266,3162,1473,428,75,34242,..,243,3393,5779,4178,2880,1070,240,13,17806,..,1140,3993,2618,1654,950,256,48,0,10662,..,186,674,910,707,364,193,67,26,3122,17492,..,..,..,..,..,..,..,..,17492,..,1784,..,..,..,..,..,..,..,1784,..,2156,660,286,109,36,5,0,0,3249,..,882,437,289,297,341,208,85,33,2571,..,207,279,108,82,62,20,4,0,763,..,292,692,284,251,214,119,19,0,1874,..,445,1264,1004,1146,1272,664,218,23,6042,355,394,482,357,329,555,651,222,31,3367,5,25,48,12,6,13,22,7,0,135,17856,7764,11920,11651,8754,6686,3207,915,140,68880
511,..,161,105,37,17,19,16,14,0,374,..,254,303,105,113,167,95,33,0,1072,..,325,532,342,702,1064,1140,819,381,5306,202,277,227,135,153,241,224,93,30,1590,3,0,19,3,6,5,12,4,0,65,9884,5361,6551,6501,6693,6429,4655,2346,696,49120,..,218,3785,6515,6915,7062,5280,2441,442,32649,..,1619,3796,2320,2022,1528,629,163,28,12113,..,187,760,1185,1116,625,313,218,98,4519,19897,..,..,..,..,..,..,..,..,19897,..,2951,..,..,..,..,..,..,..,2951,..,3157,1009,440,371,156,26,0,0,5152,..,725,344,216,249,343,313,191,75,2455,..,333,273,114,84,76,48,23,4,956,..,558,743,301,290,350,206,81,16,2550,..,668,1330,1120,1839,2567,2381,1400,565,11866,402,536,466,355,316,436,435,184,52,3179,13,14,33,6,8,19,17,7,4,125,20307,10975,12536,12569,13221,13168,9650,4703,1279,98400
