SA4_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
501,3,0,0,0,0,0,3,64,0,0,0,0,6,10,11,12,4,0,0,0,0,0,0,44,4,19,53,86,127,45,145,182,6,8,3,6,6,0,13,710,61,352,158,22,5,8,41,80,11,10,10,15,11,0,64,851,0,0,4,0,3,23,53,42,0,5,8,13,4,3,0,165,0,0,0,0,8,13,76,63,13,3,14,19,8,0,11,227,0,0,4,10,6,8,10,4,0,0,0,0,3,0,0,50,4,16,31,41,46,31,56,54,12,23,25,12,0,0,5,370,0,0,0,0,0,0,21,20,15,12,9,0,0,0,0,82,27,276,80,47,70,43,66,45,7,3,6,6,3,0,17,702,11,25,211,638,1014,700,1150,624,39,74,42,48,38,24,236,4877,6,15,3,0,5,0,0,0,0,0,0,0,0,0,0,36,0,0,3,8,0,0,20,58,6,10,17,16,5,13,0,157
502,0,0,0,5,0,9,0,70,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,10,44,42,79,24,116,147,7,3,0,0,0,0,9,478,18,102,55,9,11,3,15,12,3,0,0,0,0,0,7,245,0,0,0,0,5,13,22,12,0,0,0,6,0,4,3,62,0,0,0,0,9,3,20,31,0,0,0,4,0,0,0,74,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,22,30,31,20,56,39,4,8,15,4,0,0,3,253,0,0,0,0,0,0,18,12,4,6,4,8,4,0,0,53,26,243,49,32,38,15,37,22,0,4,0,4,0,6,12,484,7,15,144,450,612,480,875,641,38,35,39,74,24,29,114,3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,11,17,0,0,0,7,3,0,0,49
503,21,29,55,78,12,7,8,773,0,0,5,0,0,20,32,19,0,0,0,0,5,0,0,92,17,72,97,106,302,121,309,386,25,34,64,141,125,56,31,1884,98,524,322,104,44,29,109,242,56,33,41,59,41,7,77,1786,0,5,3,11,52,108,210,153,47,74,98,145,82,66,40,1102,0,0,0,16,45,46,237,201,47,55,55,72,21,9,9,805,0,0,6,9,19,8,5,7,0,4,4,3,0,0,0,79,21,38,167,433,656,308,577,374,79,93,113,105,109,21,61,3156,0,0,0,0,8,7,59,73,61,93,114,128,49,0,8,589,18,136,23,45,38,57,131,61,10,12,18,35,10,6,16,623,8,33,212,419,639,450,593,360,41,42,57,73,59,43,90,3111,9,21,37,47,22,22,12,3,0,0,0,0,0,0,0,176,0,0,4,3,17,21,51,72,29,32,27,45,30,0,9,347
504,32,13,24,14,17,13,8,660,0,0,6,0,5,249,242,160,23,30,23,17,0,7,22,788,4,12,119,128,295,114,394,458,37,9,13,23,16,0,29,1666,95,881,709,177,67,58,87,152,30,17,8,20,6,0,73,2378,0,0,0,6,30,82,170,55,4,4,12,8,9,6,7,404,0,0,0,9,39,30,150,95,28,12,15,23,0,0,3,399,0,0,10,9,35,23,27,9,0,0,0,0,0,0,5,125,4,22,127,222,700,262,507,282,72,55,68,57,22,4,60,2457,0,0,0,0,0,3,172,119,17,37,62,56,19,4,8,508,36,335,100,76,79,42,87,27,3,0,7,0,3,0,22,829,7,21,236,723,1456,1169,2054,1623,106,146,119,126,67,50,265,8167,3,10,71,80,66,78,63,26,8,0,0,0,3,0,14,434,0,0,10,15,32,27,151,194,36,52,45,69,35,3,17,693
505,81,62,46,75,14,3,21,2026,5,0,6,5,10,359,471,267,74,49,44,45,18,4,27,1377,11,58,221,310,1101,402,1701,2212,87,118,135,152,51,34,64,6667,248,1728,1409,424,176,139,323,605,72,44,55,59,34,5,210,5530,0,10,3,21,92,247,389,157,33,30,38,51,28,5,24,1131,0,0,0,21,85,63,340,192,19,23,17,33,13,8,11,815,0,3,22,42,80,22,52,28,7,3,3,0,8,4,9,282,14,61,239,441,1182,524,1085,560,168,188,221,180,95,6,115,5085,0,0,0,0,0,8,152,135,49,37,64,60,30,4,14,564,65,618,161,96,167,113,199,113,20,29,11,14,23,0,37,1679,16,30,367,1405,2864,2332,3620,2779,195,196,185,260,136,96,353,14820,23,111,407,500,522,398,258,111,30,20,19,26,8,6,70,2511,4,6,14,24,41,106,291,430,106,107,97,146,81,14,23,1492
506,53,31,66,90,27,13,26,1534,0,9,5,4,8,276,346,243,23,26,48,15,4,0,26,1041,9,45,252,251,483,169,538,658,41,32,29,47,24,13,43,2637,151,982,778,173,72,60,122,225,25,31,22,26,13,9,76,2767,0,8,10,22,58,164,342,136,29,31,48,46,21,9,23,936,0,0,3,48,98,227,1124,670,110,94,83,112,29,5,64,2669,0,8,26,90,112,72,73,47,19,6,4,12,3,5,17,492,11,38,268,796,2804,1354,4063,2402,525,495,487,477,251,30,249,14267,0,0,0,0,5,27,484,435,170,187,325,336,115,8,33,2116,76,858,181,139,233,95,151,79,9,15,19,20,8,0,56,1934,14,44,384,1196,2460,1971,3429,2753,234,172,247,245,109,124,411,13784,0,5,10,16,12,8,13,6,6,0,4,0,0,3,3,85,3,3,21,38,62,136,786,1315,249,286,311,417,249,35,51,3972
507,33,40,22,36,10,4,9,1107,0,0,4,0,7,34,70,77,6,5,0,4,0,0,0,216,6,32,197,194,441,205,556,721,31,22,43,34,35,14,41,2563,162,1234,1032,191,118,96,192,344,51,28,25,38,14,4,140,3679,4,5,3,12,68,150,268,98,17,12,20,27,10,0,16,705,0,0,3,31,78,95,522,294,26,47,26,38,16,3,38,1231,0,7,20,46,23,21,28,11,0,0,5,0,0,0,10,178,8,40,194,481,1497,711,1381,755,180,149,131,116,93,5,90,5826,0,0,0,0,0,10,130,89,22,28,31,37,18,0,3,372,53,519,151,94,132,71,191,82,6,10,14,23,7,3,36,1378,10,45,348,1034,2165,1851,3835,3085,231,189,223,257,122,119,411,13921,4,4,8,26,21,11,14,0,0,0,0,0,0,0,3,97,4,0,8,10,12,34,161,194,21,38,45,43,13,9,6,609
509,0,0,0,0,0,0,32,54,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,26,3,14,46,35,44,19,71,83,11,3,7,11,4,0,10,362,21,142,98,21,5,5,6,29,4,4,4,14,10,0,27,386,0,0,6,0,11,12,20,7,0,0,3,6,0,0,4,71,0,0,0,4,0,6,18,17,0,0,0,4,0,0,0,51,0,0,4,0,0,3,0,0,0,0,0,0,0,0,8,15,4,6,26,29,39,12,39,26,4,10,17,5,0,0,33,251,0,0,0,0,0,0,9,12,0,3,8,0,0,0,3,36,23,286,65,50,62,37,52,16,8,0,0,0,4,0,25,613,6,10,176,483,762,553,613,326,46,34,28,46,16,20,236,3347,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,16,0,0,3,0,0,3,12,15,3,0,5,0,5,0,8,62
510,0,0,0,5,0,0,0,60,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,19,0,10,22,38,72,45,186,224,4,3,17,50,22,0,12,702,8,40,35,14,3,6,19,47,12,10,13,22,14,0,12,253,0,3,0,0,0,3,27,12,0,0,9,4,0,0,0,68,0,0,0,4,4,5,29,12,3,0,5,7,0,0,3,77,0,0,0,0,0,5,0,3,0,0,4,3,0,0,0,18,0,10,19,31,47,32,100,38,3,9,6,7,5,0,10,315,0,0,0,0,0,0,15,9,17,8,8,11,5,0,0,73,5,104,24,27,29,15,37,16,8,0,8,8,13,0,6,297,0,9,101,416,738,681,1382,948,65,94,96,109,51,60,187,4931,0,0,7,9,19,12,8,0,0,0,0,0,0,0,0,58,0,5,0,0,0,7,22,47,4,9,9,3,0,5,0,103
511,5,12,10,5,3,0,0,87,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,24,4,13,21,31,54,28,89,121,7,3,10,30,6,0,3,430,23,89,67,15,3,4,16,47,4,3,8,14,5,0,15,318,0,0,0,0,5,16,7,8,0,0,7,7,3,3,0,59,0,0,0,0,8,3,17,17,8,3,0,10,8,0,0,79,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,16,30,38,20,51,28,7,27,25,15,6,0,6,274,0,0,0,0,0,0,13,17,7,10,8,4,10,0,0,62,16,161,43,20,24,25,28,15,0,0,4,10,0,0,13,354,10,14,151,490,768,767,1382,855,85,91,113,129,39,42,189,5137,6,8,0,6,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,6,0,3,32,43,8,3,3,8,5,4,4,113
