SA4_CODE_2021,Uses_Eng_on_M,Uses_Eng_on_F,Uses_Eng_on_P,Uses_othr_lang_Afrikaans_M,Uses_othr_lang_Afrikaans_F,Uses_othr_lang_Afrikaans_P,Uses_othr_lang_Arabic_M,Uses_othr_lang_Arabic_F,Uses_othr_lang_Arabic_P,Uses_othr_lang_Aus_Ind_lang_M,Uses_othr_lang_Aus_Ind_lang_F,Uses_othr_lang_Aus_Ind_lang_P,Uses_othr_lan_Chin_lan_Cant_M,Uses_othr_lan_Chin_lan_Cant_F,Uses_othr_lan_Chin_lan_Cant_P,Uses_othr_lan_Chin_lan_Mand_M,Uses_othr_lan_Chin_lan_Mand_F,Uses_othr_lan_Chin_lan_Mand_P,Uses_othr_lan_Chin_lan_othr_M,Uses_othr_lan_Chin_lan_othr_F,Uses_othr_lan_Chin_lan_othr_P,Uses_othr_lan_Chin_lan_Tot_M,Uses_othr_lan_Chin_lan_Tot_F,Uses_othr_lan_Chin_lan_Tot_P,Uses_othr_lang_Croatian_M,Uses_othr_lang_Croatian_F,Uses_othr_lang_Croatian_P,Uses_othr_lang_French_M,Uses_othr_lang_French_F,Uses_othr_lang_French_P,Uses_othr_lang_German_M,Uses_othr_lang_German_F,Uses_othr_lang_German_P,Uses_othr_lang_Greek_M,Uses_othr_lang_Greek_F,Uses_othr_lang_Greek_P,Us_oth_lan_Indo_Ary_lan_Ben_M,Us_oth_lan_Indo_Ary_lan_Ben_F,Us_oth_lan_Indo_Ary_lan_Ben_P,Us_oth_lan_Indo_Ary_lan_Guj_M,Us_oth_lan_Indo_Ary_lan_Guj_F,Us_oth_lan_Indo_Ary_lan_Guj_P,Us_oth_lan_Indo_Ary_lan_Hin_M,Us_oth_lan_Indo_Ary_lan_Hin_F,Us_oth_lan_Indo_Ary_lan_Hin_P,Us_oth_lan_Indo_Ary_lan_Nep_M,Us_oth_lan_Indo_Ary_lan_Nep_F,Us_oth_lan_Indo_Ary_lan_Nep_P,Us_oth_lan_Ind_Ary_lan_Punj_M,Us_oth_lan_Ind_Ary_lan_Punj_F,Us_oth_lan_Ind_Ary_lan_Punj_P,Us_oth_lan_Ind_Ary_lan_Sinh_M,Us_oth_lan_Ind_Ary_lan_Sinh_F,Us_oth_lan_Ind_Ary_lan_Sinh_P,Us_oth_lan_Indo_Ary_lan_Urd_M,Us_oth_lan_Indo_Ary_lan_Urd_F,Us_oth_lan_Indo_Ary_lan_Urd_P,Us_oth_lan_Indo_Ary_lan_oth_M,Us_oth_lan_Indo_Ary_lan_oth_F,Us_oth_lan_Indo_Ary_lan_oth_P,Us_oth_lan_Indo_Ary_lan_Tot_M,Us_oth_lan_Indo_Ary_lan_Tot_F,Us_oth_lan_Indo_Ary_lan_Tot_P,Uses_othr_lang_Italian_M,Uses_othr_lang_Italian_F,Uses_othr_lang_Italian_P,Uses_othr_lang_Japanese_M,Uses_othr_lang_Japanese_F,Uses_othr_lang_Japanese_P,Uses_othr_lang_Khmer_M,Uses_othr_lang_Khmer_F,Uses_othr_lang_Khmer_P,Uses_othr_lang_Korean_M,Uses_othr_lang_Korean_F,Uses_othr_lang_Korean_P,Uses_othr_lang_Macedonian_M,Uses_othr_lang_Macedonian_F,Uses_othr_lang_Macedonian_P,Uses_othr_lang_Malayalam_M,Uses_othr_lang_Malayalam_F,Uses_othr_lang_Malayalam_P,Us_oth_lan_Persian_ex_Dari_M,Us_oth_lan_Persian_ex_Dari_F,Us_oth_lan_Persian_ex_Dari_P,Uses_othr_lang_Polish_M,Uses_othr_lang_Polish_F,Uses_othr_lang_Polish_P,Uses_othr_lang_Portugese_M,Uses_othr_lang_Portugese_F,Uses_othr_lang_Portugese_P,Uses_othr_lang_Russian_M,Uses_othr_lang_Russian_F,Uses_othr_lang_Russian_P,Uses_othr_lang_Samoan_M,Uses_othr_lang_Samoan_F,Uses_othr_lang_Samoan_P,Uses_othr_lang_Serbian_M,Uses_othr_lang_Serbian_F,Uses_othr_lang_Serbian_P,Us_oth_la_SE_As_Au_la_Fili_M,Us_oth_la_SE_As_Au_la_Fili_F,Us_oth_la_SE_As_Au_la_Fili_P,Us_oth_la_SE_As_Au_la_Indo_M,Us_oth_la_SE_As_Au_la_Indo_F,Us_oth_la_SE_As_Au_la_Indo_P,Us_oth_la_SE_As_Au_la_Tag_M,Us_oth_la_SE_As_Au_la_Tag_F,Us_oth_la_SE_As_Au_la_Tag_P,Us_oth_la_SE_As_Au_la_oth_M,Us_oth_la_SE_As_Au_la_oth_F,Us_oth_la_SE_As_Au_la_oth_P,Us_oth_la_SE_As_Au_la_Tot_M,Us_oth_la_SE_As_Au_la_Tot_F,Us_oth_la_SE_As_Au_la_Tot_P,Uses_othr_lang_Spanish_M,Uses_othr_lang_Spanish_F,Uses_othr_lang_Spanish_P,Uses_othr_lang_Tamil_M,Uses_othr_lang_Tamil_F,Uses_othr_lang_Tamil_P,Uses_othr_lang_Thai_M,Uses_othr_lang_Thai_F,Uses_othr_lang_Thai_P,Uses_othr_lang_Turkish_M,Uses_othr_lang_Turkish_F,Uses_othr_lang_Turkish_P,Uses_othr_lang_Vietnamese_M,Uses_othr_lang_Vietnamese_F,Uses_othr_lang_Vietnamese_P,Uses_othr_lang_Other_M,Uses_othr_lang_Other_F,Uses_othr_lang_Other_P,Uses_othr_lang_Tot_M,Uses_othr_lang_Tot_F,Uses_othr_lang_Tot_P,Lang_used_home_ns_M,Lang_used_home_ns_F,Lang_used_home_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
501,78248,82169,160417,500,513,1015,108,101,209,109,134,244,93,96,195,348,520,864,14,28,38,453,638,1098,32,23,55,224,254,474,287,390,674,45,67,114,27,28,50,56,41,89,76,67,146,43,45,88,155,123,280,52,48,99,71,57,127,17,16,34,499,418,920,626,645,1273,79,129,206,27,8,39,126,115,240,42,41,89,134,122,257,33,23,63,79,104,181,95,99,192,50,82,133,11,3,14,16,13,29,312,361,672,95,146,237,311,416,722,171,202,377,887,1128,2016,179,199,387,39,45,86,66,238,298,10,5,14,117,170,283,1166,1169,2339,5951,6781,12731,5844,5152,10993,233,169,401,90270,94268,184540
502,43174,47610,90781,318,374,698,41,30,73,53,74,127,54,70,128,112,188,295,8,12,21,173,276,446,32,24,56,70,82,150,81,147,225,37,28,66,11,9,22,40,40,77,64,60,123,35,30,66,110,91,197,37,30,62,23,27,47,8,14,25,327,296,621,147,133,282,32,58,94,3,28,31,37,47,83,3,7,9,53,71,123,33,33,68,28,47,72,40,52,94,34,50,83,15,12,25,16,19,34,161,233,395,73,146,228,183,293,480,41,73,109,459,754,1206,84,96,176,20,25,46,81,233,320,4,3,10,60,107,166,617,709,1327,2851,3745,6593,2331,2622,4958,51,59,116,48406,54038,102451
503,67740,68171,135913,225,252,475,357,323,680,50,53,104,918,1154,2076,2735,3447,6180,184,281,469,3843,4883,8727,120,148,266,665,703,1367,404,458,855,370,425,793,150,140,297,261,242,506,462,433,902,318,323,643,164,142,303,181,185,370,233,174,404,140,114,251,1915,1760,3669,1183,1371,2554,562,644,1203,13,21,38,332,424,756,161,185,352,192,180,366,390,394,782,232,309,541,403,501,910,185,346,528,12,16,27,198,221,418,119,170,283,380,557,936,137,246,382,176,243,421,812,1217,2026,887,1005,1893,246,249,500,175,366,543,51,48,99,639,837,1477,2376,2608,4981,16956,19909,36868,5596,4779,10380,817,551,1368,91116,93409,184521
504,98636,100366,198998,505,573,1074,1274,1239,2513,177,225,396,1013,1191,2201,1534,1948,3482,179,191,368,2727,3329,6052,349,390,739,522,598,1121,352,410,768,306,295,613,125,113,240,863,787,1651,803,791,1596,291,294,587,1912,1746,3656,314,304,616,419,256,672,129,147,279,4853,4439,9293,1542,1789,3333,215,375,591,119,143,261,186,220,409,279,304,584,397,384,786,381,381,765,392,473,865,240,275,519,143,205,349,37,31,71,540,549,1090,769,934,1702,261,420,675,1141,1460,2598,390,555,940,2557,3356,5920,539,603,1137,444,413,859,225,614,841,87,76,163,2642,3092,5732,5502,6052,11556,27405,30657,58058,7482,5776,13256,229,280,505,133745,137075,270821
505,208296,217637,425927,2592,2840,5428,2627,2613,5245,164,206,371,1785,2187,3973,3409,4333,7744,291,404,696,5483,6928,12408,606,741,1349,1042,1192,2231,971,1184,2160,871,991,1860,192,192,380,2674,2576,5254,1239,1148,2383,356,328,686,1767,1569,3340,409,378,786,924,597,1514,225,218,443,7781,7002,14779,3733,4219,7955,613,912,1524,217,286,508,333,441,782,2193,2265,4460,501,470,967,1147,1174,2324,872,1172,2049,1179,1419,2600,445,705,1151,60,56,114,867,901,1769,635,908,1543,525,866,1388,955,1296,2248,648,895,1549,2760,3968,6727,1522,1870,3390,375,409,781,460,1101,1555,202,188,393,4883,5511,10396,10490,11545,22033,54857,62147,117005,9775,10205,19980,468,560,1028,273388,290554,563939
506,172010,173480,345489,940,976,1920,2943,2698,5637,284,320,602,3468,3929,7397,10528,12167,22695,726,809,1536,14725,16905,31630,182,196,379,862,968,1833,572,680,1251,242,246,491,1101,1081,2180,774,772,1548,2529,2234,4760,1227,1121,2355,5466,4735,10199,1668,1665,3335,2637,2001,4644,654,650,1305,16056,14265,30317,1695,1960,3656,501,763,1262,266,333,604,1486,1603,3088,82,70,148,2755,2685,5440,1098,1005,2100,402,513,915,428,519,950,277,418,691,180,143,324,227,256,480,1601,2006,3606,2401,2992,5394,2221,2704,4925,1592,1948,3542,7812,9655,17465,1103,1227,2330,2601,2539,5143,565,1319,1881,560,540,1102,1177,1540,2719,12209,12732,24947,71996,76817,148816,13235,12345,25579,689,695,1379,257934,263338,521268
507,166747,174855,341600,1019,1099,2119,652,639,1284,170,197,370,1512,1816,3328,4002,4935,8937,304,359,662,5810,7117,12923,961,1109,2074,792,903,1699,788,996,1780,168,190,357,265,256,524,349,344,693,758,744,1500,198,233,430,1173,1042,2219,376,411,780,398,313,715,138,150,291,3653,3497,7148,2443,2777,5221,398,602,1003,24,60,80,691,725,1420,61,77,139,618,633,1242,633,658,1292,329,439,767,1179,1371,2551,275,445,721,121,91,217,801,828,1629,1119,1334,2449,1233,1647,2886,1601,2062,3673,516,713,1224,4468,5758,10224,1215,1496,2713,530,529,1059,331,917,1254,86,85,168,462,669,1130,4184,4973,9156,32716,38708,71423,10456,9179,19634,527,471,998,210442,223210,433656
509,58364,57096,115457,340,367,706,32,25,60,115,111,228,47,55,107,147,217,368,8,6,13,199,285,483,19,13,33,118,97,214,155,265,425,35,33,62,9,13,23,10,19,30,35,19,50,23,22,39,56,35,92,17,14,28,21,14,38,3,7,5,174,135,310,210,202,411,18,42,61,9,10,18,16,24,37,14,15,25,69,85,156,12,17,29,53,71,125,25,30,55,21,24,39,11,6,17,16,21,42,295,332,630,68,90,163,333,359,688,196,209,403,893,991,1880,70,68,135,28,29,54,30,139,176,8,0,10,85,106,189,1133,1004,2140,3816,4108,7917,7238,5602,12841,194,106,301,69617,66909,136524
510,49342,37602,86946,248,178,420,110,43,152,3423,3624,7049,92,99,189,343,307,649,24,9,28,452,418,869,54,38,92,213,183,403,185,194,381,75,40,115,49,21,61,92,62,157,138,76,216,51,27,78,92,63,153,101,64,166,78,45,121,44,21,67,649,372,1021,227,151,380,31,53,82,23,16,34,47,36,81,47,26,75,80,46,129,38,21,58,45,45,99,78,56,140,37,23,52,26,16,40,41,25,69,348,278,623,154,139,293,505,376,879,230,217,449,1240,1004,2244,235,244,472,65,39,102,144,346,488,17,17,38,101,99,199,4655,4387,9046,9266,8240,17507,19119,9253,28369,475,335,814,78204,55435,133634
511,56902,50544,107450,474,382,858,87,46,132,946,1067,2009,49,43,90,286,255,538,17,9,29,350,316,660,51,49,99,138,133,271,178,218,396,51,32,80,22,21,43,59,44,101,105,91,193,37,27,66,94,75,169,71,37,105,77,52,131,23,19,43,491,364,860,185,201,387,29,42,71,9,20,31,38,37,75,22,15,32,127,106,232,67,33,96,46,37,80,103,106,210,45,40,82,44,40,87,25,14,38,279,301,576,97,126,227,345,345,694,217,260,476,943,1038,1977,185,161,343,68,32,104,96,307,402,15,9,19,215,244,458,2015,1987,3999,6148,6048,12194,14026,8006,22028,299,168,469,77371,64765,142138
