SA4_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
501,221,4948,388,6,5558,172,3651,294,21,4130,499,8026,918,92,9529,918,9161,927,42,11047,1288,9592,918,21,11813,1609,9556,795,13,11980,1194,8925,667,9,10800,586,4366,425,10,5388,150,1193,223,0,1565,6634,59413,5550,215,71815,273,4675,372,8,5326,208,3256,246,16,3727,918,8678,678,47,10327,1781,9957,710,24,12476,2374,9823,702,14,12911,2842,9507,687,22,13059,1770,8580,627,12,10989,704,4573,512,7,5793,119,1895,360,0,2377,10989,60953,4896,152,76983,494,9622,765,13,10894,382,6900,538,37,7860,1415,16708,1593,142,19857,2706,19118,1635,63,23522,3662,19412,1619,34,24727,4449,19065,1481,38,25038,2960,17509,1292,29,21786,1291,8940,938,16,11184,265,3084,589,0,3940,17622,120363,10448,366,148794
502,135,2668,177,0,2984,128,2192,143,0,2464,287,4122,287,5,4696,442,4255,300,10,5010,607,4741,289,8,5641,787,5066,240,6,6097,750,5500,307,12,6569,458,3476,274,6,4208,141,972,163,0,1269,3734,32987,2189,45,38956,143,2601,191,0,2934,194,2252,141,5,2594,557,4738,311,11,5611,923,4898,332,6,6158,1227,5114,313,8,6662,1577,5338,260,10,7181,1177,5718,293,12,7195,507,3648,366,5,4524,111,1349,322,5,1783,6403,35664,2512,56,44640,277,5272,370,4,5921,320,4445,292,3,5056,840,8853,601,19,10308,1368,9156,632,15,11171,1833,9861,598,12,12309,2361,10402,494,16,13280,1925,11220,602,21,13763,967,7122,638,4,8737,251,2320,480,5,3055,10139,68650,4702,100,83597
503,205,4714,202,16,5139,268,5647,440,93,6449,620,13308,1279,222,15430,870,11389,979,141,13379,1343,9595,793,126,11860,1649,7896,668,94,10312,1025,6415,520,41,8000,457,3617,413,19,4506,170,1300,238,6,1713,6609,63870,5533,774,76787,216,4829,246,25,5322,348,6144,447,57,7005,847,13744,1008,180,15779,1357,11091,725,64,13229,2320,9091,532,62,12002,2703,7071,447,52,10271,1553,6293,504,51,8398,659,3935,430,19,5040,166,2289,378,4,2841,10161,64489,4722,514,79883,421,9545,449,44,10461,616,11788,888,152,13449,1467,27053,2288,408,31210,2223,22478,1708,204,26609,3660,18691,1326,190,23863,4357,14969,1114,147,20586,2578,12704,1026,95,16401,1118,7554,845,37,9550,336,3592,613,15,4547,16770,128363,10249,1288,156670
504,355,7464,402,3,8223,401,7388,608,50,8440,1060,16602,1684,28,19378,1571,16398,1529,24,19527,1988,13815,1104,22,16924,1986,12273,776,37,15081,1284,9208,503,31,11022,654,4669,353,16,5693,167,1313,202,4,1684,9465,89133,7158,216,105966,422,6763,395,9,7585,501,6982,418,18,7916,1748,17722,1086,46,20596,2659,16437,964,24,20087,3362,13942,766,19,18081,3542,11837,548,71,16001,1991,9418,471,56,11939,727,5221,439,14,6406,110,2269,353,6,2745,15065,90583,5439,266,111352,781,14223,795,11,15810,894,14371,1019,68,16354,2804,34324,2767,79,39978,4232,32838,2496,51,39609,5347,27750,1871,41,35012,5531,24113,1325,110,31075,3279,18630,974,90,22956,1388,9887,794,29,12098,276,3587,556,4,4427,24529,179718,12594,474,217319
505,647,16360,693,8,17719,761,15493,824,24,17097,1728,32753,1821,107,36407,2897,34304,1768,57,39021,4001,30588,1386,60,36032,4102,24976,967,74,30120,2850,19676,751,68,23348,1343,10229,678,24,12275,442,3279,403,4,4131,18766,187661,9297,426,216148,721,15200,690,9,16618,958,15009,687,45,16700,2955,35384,1837,86,40256,5076,35857,1666,64,42660,6756,30828,1264,63,38906,7050,25105,928,128,33209,4444,20969,926,79,26416,1646,12236,965,33,14886,327,5669,716,11,6721,29924,196262,9679,514,236379,1373,31564,1384,21,34337,1717,30499,1511,66,33797,4680,68144,3653,193,76665,7969,70164,3435,120,81683,10755,61420,2642,122,74939,11156,50078,1894,199,63333,7287,40641,1683,147,49767,2986,22459,1642,61,27157,765,8947,1119,15,10850,48693,383919,18969,942,452521
506,647,14157,876,11,15691,760,16281,1238,52,18333,1991,33749,2901,117,38760,3155,33087,2490,96,38818,3478,26231,1831,93,31636,3429,21763,1277,106,26584,2518,17281,913,114,20829,1133,8763,707,37,10639,319,2696,503,9,3526,17428,174018,12744,635,204822,740,13365,779,16,14897,1028,15160,967,37,17188,3120,34492,2336,93,40040,4940,32849,1968,56,39809,5783,24903,1406,65,32156,5924,21106,1097,175,28303,3855,17852,948,160,22825,1416,9892,989,45,12347,244,4396,948,15,5606,27056,174018,11429,657,213164,1387,27525,1661,25,30592,1790,31445,2206,86,35523,5106,68247,5238,210,78799,8092,65935,4454,147,78625,9260,51131,3241,160,63794,9357,42872,2374,282,54888,6380,35136,1858,282,43648,2554,18658,1697,84,22986,561,7090,1452,24,9130,44487,348040,24177,1293,417991
507,531,12193,656,22,13398,600,11705,908,34,13248,1395,24414,2093,102,28006,2301,25083,1868,71,29330,3055,22697,1349,62,27160,3437,19013,982,85,23525,2299,14828,815,81,18024,1189,7918,750,29,9882,347,2585,521,6,3457,15149,140442,9945,490,166028,609,11745,618,10,12982,819,11717,634,30,13212,2387,26330,1552,79,30345,4138,26652,1328,42,32167,5585,22846,1084,59,29573,5931,18950,863,86,25830,3559,15698,875,87,20215,1267,9063,939,20,11292,255,4233,883,10,5383,24548,147246,8782,427,180997,1137,23942,1268,36,26379,1420,23420,1546,70,26456,3777,50741,3648,179,58347,6443,51742,3205,114,61499,8637,45541,2436,120,56736,9364,37965,1852,175,49352,5857,30527,1688,166,38238,2455,16979,1689,47,21175,599,6820,1399,11,8839,39694,287686,18723,915,347021
509,200,3175,430,0,3811,161,2596,419,35,3212,393,5815,1087,81,7382,649,6006,1098,41,7790,1009,7013,1113,5,9140,1372,8169,1090,9,10638,972,7557,819,7,9359,459,3736,500,4,4702,145,1045,192,0,1381,5365,45119,6740,188,57410,180,2856,379,0,3417,166,2201,269,11,2648,628,5603,644,40,6918,1145,5902,705,19,7777,1651,6572,767,11,9010,2092,7412,795,11,10306,1326,6623,735,11,8694,536,3594,556,3,4695,100,1468,296,0,1860,7835,42227,5154,107,55326,377,6038,811,4,7228,326,4797,687,48,5859,1023,11421,1736,119,14303,1795,11905,1802,63,15569,2659,13587,1884,17,18149,3464,15586,1881,11,20945,2299,14177,1553,18,18054,1003,7327,1053,10,9394,245,2511,484,4,3246,13192,87349,11901,294,112735
510,121,2010,491,0,2618,145,2555,981,53,3737,506,9419,4080,150,14157,742,9756,4331,102,14929,666,8498,3895,71,13128,515,7240,2854,56,10665,281,4532,996,29,5838,75,1172,254,3,1507,7,116,33,0,156,3054,45307,17913,463,66731,121,1786,430,4,2340,204,2369,677,77,3330,605,7666,2060,156,10487,732,6347,1449,23,8557,705,5018,1353,8,7089,648,5108,1163,29,6949,339,3578,670,27,4616,75,829,209,0,1116,5,113,39,0,150,3430,32819,8044,332,44636,241,3792,924,4,4964,347,4930,1660,131,7068,1106,17091,6134,306,24640,1478,16106,5776,125,23486,1368,13521,5253,80,20217,1159,12352,4015,83,17613,621,8107,1671,60,10455,151,2001,464,5,2620,9,226,70,0,313,6490,78128,25955,796,111367
511,143,2882,502,5,3539,138,3131,921,38,4227,405,8016,2828,119,11369,637,7567,2628,49,10876,820,7910,2552,29,11311,978,8098,2012,37,11125,645,6548,1130,11,8333,299,2733,484,4,3522,72,595,124,4,794,4145,47489,13178,288,65099,137,2604,436,0,3179,171,2830,573,24,3595,605,6852,1306,74,8839,971,6207,1207,6,8396,1178,6279,1071,13,8547,1380,6653,1067,18,9120,852,5623,821,16,7317,290,2470,413,4,3171,52,809,173,4,1039,5646,40328,7061,165,53193,282,5489,942,7,6713,307,5966,1492,62,7827,1014,14865,4135,195,20213,1615,13776,3833,54,19275,2003,14192,3618,41,19859,2360,14752,3078,52,20247,1497,12170,1949,29,15647,586,5200,891,4,6695,129,1403,294,8,1832,9790,87813,20237,453,118291
