SA4_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
501,2839,3135,7587,9047,9548,8287,2917,463,54,43881,57,106,261,260,292,310,247,67,3,1601,17,82,205,228,213,118,10,0,0,870,148,152,417,506,406,255,70,8,0,1960,0,24,57,63,71,46,8,0,0,281,27,63,246,317,299,245,50,4,0,1248,28,23,77,98,135,89,35,7,0,489,813,462,817,1038,1110,945,184,18,0,5393,1168,399,675,729,670,467,126,8,3,4248,22,42,96,133,211,200,65,10,0,773,30,24,41,37,35,21,5,0,0,196,3,28,135,177,166,118,25,0,0,655,22,52,131,151,152,126,56,0,0,683,21,70,260,460,378,259,103,9,0,1565,49,81,269,374,399,291,81,11,0,1549,28,84,330,494,585,388,70,8,0,1989,96,152,733,1409,1783,1297,248,18,0,5732,196,567,1598,2103,2277,2019,445,18,0,9222,81,52,118,122,105,84,23,0,0,590,89,158,375,345,391,248,56,6,0,1673
502,1392,1782,3673,3983,4405,3974,1207,176,14,20598,0,3,21,37,44,32,26,4,0,168,15,67,136,145,160,96,13,0,0,633,62,69,151,169,183,134,26,3,0,793,5,5,21,27,27,21,3,0,0,112,9,23,111,138,144,104,31,3,0,568,11,8,24,40,62,33,13,5,0,194,464,410,487,467,564,453,90,5,0,2934,613,258,265,241,231,169,30,0,0,1802,15,28,47,64,78,116,30,7,0,373,7,14,9,19,18,12,0,0,0,79,4,19,66,85,91,56,10,0,0,327,9,25,73,97,95,87,19,3,0,417,8,72,160,178,175,134,37,5,0,770,18,65,125,180,203,150,35,5,0,767,14,51,152,224,272,224,41,4,0,978,48,141,440,652,856,637,111,4,0,2892,91,359,851,1022,1159,1104,209,3,0,4797,37,44,72,66,59,50,19,3,0,349,63,85,216,186,174,127,34,3,0,888
503,2083,4367,12332,11229,9724,7404,3000,600,58,50803,6,10,48,25,37,34,28,6,6,201,8,97,590,689,446,159,21,0,0,2022,100,79,217,208,172,126,37,10,0,949,3,17,108,126,90,43,5,0,0,393,22,83,295,254,229,146,42,4,0,1076,14,49,128,143,143,78,17,3,0,572,669,807,740,478,482,367,123,20,0,3674,865,1036,1130,441,269,132,56,10,0,3939,14,38,123,131,130,95,22,0,0,555,8,51,148,103,105,64,23,3,0,496,16,90,385,401,345,210,49,13,0,1507,10,56,171,186,194,174,77,24,0,900,35,505,1808,1505,1164,651,239,36,0,5951,28,145,502,339,222,154,49,10,0,1454,20,151,631,678,652,483,106,9,0,2725,218,443,1131,1171,1501,1264,392,39,0,6157,135,890,3203,2335,2258,1736,590,55,0,11195,124,201,309,186,166,109,35,10,0,1129,107,228,369,302,240,196,72,11,0,1527
504,3628,6169,15683,16229,13737,10846,3191,389,28,69893,25,29,81,71,89,94,31,12,0,438,15,116,509,574,383,179,26,4,0,1797,101,163,423,510,547,367,82,9,0,2194,3,25,119,124,94,67,13,0,0,447,31,126,500,544,379,311,66,3,0,1965,32,108,308,353,279,219,51,7,0,1361,1155,1186,1585,1187,1199,972,229,10,4,7522,1470,805,871,628,525,352,73,9,0,4730,34,137,422,436,464,328,75,13,0,1899,18,39,108,108,72,68,19,0,0,434,13,96,465,501,391,204,49,4,0,1724,19,78,235,243,209,162,45,5,0,1005,35,290,1099,1113,776,450,134,15,0,3909,43,183,551,541,497,353,81,5,0,2256,34,191,931,1094,1179,847,171,10,0,4449,161,451,1573,1935,2174,1602,386,31,0,8305,211,1188,3593,3429,3171,2557,602,34,0,14778,125,178,320,246,188,131,40,10,0,1249,127,335,793,694,584,349,86,6,0,2973
505,7881,12938,30906,34109,30784,22514,6664,830,57,146687,25,52,192,180,195,141,51,8,0,840,14,204,1064,1140,709,307,48,3,0,3487,220,213,618,836,922,625,164,15,0,3609,13,54,241,320,239,123,23,0,0,1014,66,305,1185,1295,1080,673,155,11,0,4773,39,146,426,505,549,395,98,6,0,2171,2723,2717,2749,2334,2511,2062,462,35,4,15601,3205,1920,1695,1238,947,620,134,9,0,9767,40,166,510,537,549,385,90,9,0,2285,67,116,275,232,167,125,34,7,0,1018,45,228,1064,1363,1211,652,138,5,0,4712,19,166,525,550,528,393,126,16,0,2328,92,703,2521,2912,2111,1148,326,31,0,9857,103,433,1180,1216,1106,758,207,18,0,5017,57,375,1642,2163,2101,1493,294,10,0,8136,384,1053,3608,4829,5570,3858,804,49,4,20157,506,2734,7848,7651,7471,5871,1438,72,0,33590,352,375,521,504,418,252,67,0,0,2498,306,693,1744,1471,1222,778,203,26,0,6434
506,6492,13236,31425,32735,25687,19022,5871,712,51,135227,17,43,133,173,184,122,82,28,0,785,30,211,993,1016,663,306,36,6,0,3267,153,277,863,968,901,599,151,10,5,3931,5,35,176,258,163,84,25,0,0,754,57,243,976,909,650,479,115,18,0,3446,59,187,517,635,561,373,85,8,0,2427,1896,2340,2701,2142,1980,1583,397,22,0,13068,2735,1788,1928,1274,901,591,138,9,3,9364,56,291,780,884,841,566,152,8,0,3591,71,98,198,157,127,90,26,0,0,765,29,175,786,943,692,433,92,10,0,3159,19,139,431,427,403,291,125,13,0,1851,74,715,2302,2333,1386,833,252,19,4,7917,96,426,1162,1038,866,622,147,10,0,4373,74,401,1437,1865,1664,1274,266,18,0,7000,338,1025,2855,3736,3968,2844,700,45,0,15520,438,2513,7076,6880,5688,4291,1076,60,3,28006,271,384,554,487,312,224,93,16,0,2334,222,543,1245,1104,889,599,179,16,0,4795
507,6143,9752,22834,24930,22577,16958,4914,596,45,108750,10,41,91,133,155,99,43,9,0,579,20,195,734,840,579,294,43,4,0,2716,196,250,727,892,846,565,112,15,0,3597,14,40,161,220,193,98,11,0,0,736,31,184,730,762,690,454,109,6,0,2969,52,119,326,376,431,279,45,3,0,1631,1903,1880,2113,1849,1912,1521,367,19,0,11559,2598,1498,1231,865,665,386,112,0,0,7363,40,153,487,506,568,385,101,3,0,2242,54,79,146,124,109,59,16,4,0,590,20,116,644,833,600,344,65,6,0,2626,35,109,346,396,390,262,109,21,0,1671,65,517,1788,1986,1361,741,234,22,0,6714,77,269,706,816,713,538,136,11,0,3268,67,428,1336,1652,1562,1137,214,15,0,6419,323,873,2808,3748,4282,2987,701,37,0,15757,419,2103,5600,5787,5649,4472,972,50,0,25061,254,282,440,370,287,190,62,8,0,1901,256,433,1099,959,838,516,123,13,0,4236
509,1743,2257,5413,5845,6873,7234,2976,636,95,33086,93,135,480,578,658,754,484,130,9,3325,7,40,113,140,115,85,10,0,0,505,65,79,163,166,206,158,32,4,0,876,4,8,19,37,28,42,0,0,0,142,10,30,138,160,171,137,36,3,0,680,28,67,119,97,139,103,27,3,0,577,472,259,397,496,643,589,169,17,0,3041,481,210,340,351,362,357,113,18,0,2232,14,28,76,117,192,197,92,15,0,734,15,5,28,27,15,25,12,0,0,123,8,46,101,111,112,106,6,5,0,496,4,26,53,61,72,61,20,7,0,304,17,62,211,241,207,198,72,8,0,1029,15,33,111,130,192,189,55,4,0,729,33,75,282,405,483,387,95,7,0,1761,49,164,603,952,1133,946,232,21,0,4112,115,350,949,1122,1398,1468,382,23,0,5805,33,25,53,53,63,61,23,0,0,303,55,83,181,216,186,171,49,6,0,946
510,1006,2044,8830,9565,8244,6102,1492,135,4,37427,35,74,116,55,76,98,69,4,0,519,41,325,1137,823,602,288,23,0,0,3237,17,19,90,50,45,51,12,0,0,284,9,6,61,62,37,18,3,0,0,192,16,48,218,189,162,143,36,0,0,806,14,14,65,55,36,35,7,0,0,234,239,132,360,336,318,275,82,14,0,1752,219,201,608,305,284,236,73,0,0,1935,26,58,189,175,172,137,13,0,0,775,6,9,31,25,24,19,7,0,0,118,3,9,63,67,37,33,6,0,0,222,14,47,127,80,86,69,16,4,0,445,7,41,172,187,137,112,38,4,0,708,23,95,279,287,209,179,37,4,0,1112,33,72,402,449,348,250,51,5,0,1606,43,200,835,926,777,529,116,0,0,3438,99,283,1119,1022,781,734,165,8,0,4211,19,31,93,76,68,49,17,0,0,357,33,42,198,189,133,82,20,0,0,698
511,1687,2732,7616,7443,7690,6921,2063,316,28,36498,30,39,142,232,262,276,167,60,6,1212,52,251,677,496,462,243,25,3,0,2198,25,46,145,135,89,86,31,4,0,561,3,7,23,32,23,18,8,0,0,111,11,47,157,183,155,162,31,0,0,747,17,37,99,91,85,62,7,4,0,402,495,324,486,514,600,549,118,8,0,3111,517,341,501,410,403,365,92,10,0,2639,22,51,158,188,198,198,62,9,0,887,9,21,27,17,15,20,3,0,0,115,4,25,88,76,76,47,12,0,0,335,9,43,81,85,99,80,20,6,0,426,31,88,257,218,208,161,53,0,0,1015,23,77,188,195,235,185,37,0,0,952,19,101,314,360,459,338,62,5,0,1658,56,206,720,918,1048,852,172,13,0,3974,122,375,1108,1074,1205,1135,276,13,0,5310,26,24,60,71,66,58,12,0,0,330,81,97,225,180,199,150,39,5,0,983
