POW_SA3_CODE_2021,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_or_LR_15_24,F_M2_TrnTrm_or_LR_25_34,F_M2_TrnTrm_or_LR_35_44,F_M2_TrnTrm_or_LR_45_54,F_M2_TrnTrm_or_LR_55_64,F_M2_TrnTrm_or_LR_65_74,F_M2_TrnTrm_or_LR_75ov,F_M2_TrnTrm_or_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_or_LR_15_24,F_M2_BusTrm_or_LR_25_34,F_M2_BusTrm_or_LR_35_44,F_M2_BusTrm_or_LR_45_54,F_M2_BusTrm_or_LR_55_64,F_M2_BusTrm_or_LR_65_74,F_M2_BusTrm_or_LR_75ov,F_M2_BusTrm_or_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,14,6,10,0,0,55,6,8,4,5,0,0,0,22,0,0,0,0,0,0,0,6,101,141,86,57,41,10,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,0,0,4,0,28,28,11,8,3,4,0,0,53,3,5,6,0,0,0,0,14,41,22,17,8,10,0,3,102,32,42,32,14,19,6,0,141,179,201,127,86,67,20,0,686,50,31,19,15,11,3,0,134,4,3,3,6,0,0,0,19,54,61,35,13,6,0,0,176,109,97,58,32,22,7,0,327,96,610,1129,945,668,259,54,3758,1222,1121,939,677,730,269,15,4972,16,30,25,16,21,14,8,121,6137,8504,8693,8189,6164,1704,157,39555,83,118,101,81,42,14,0,453,293,257,134,104,58,25,4,862,0,0,4,0,0,0,0,3
50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,16,7,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,49,27,16,17,8,3,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,18,3,0,6,0,0,0,28,3,3,0,0,0,0,0,7,22,5,0,8,3,0,0,46,21,28,16,19,3,0,0,87,97,58,32,39,17,0,0,252,20,3,8,5,4,0,0,30,3,0,0,0,0,0,0,6,36,19,13,13,3,0,0,80,56,26,20,14,3,0,0,119,82,501,767,698,462,154,17,2677,878,634,535,442,387,91,9,2981,12,24,11,11,3,0,4,71,4557,4897,5470,5421,3452,762,62,24616,40,22,24,15,12,0,0,116,174,82,42,21,12,3,0,334,0,3,3,0,4,0,0,13
50601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,11,0,0,0,0,0,0,0,3,22,20,5,3,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,9,10,7,6,5,4,0,0,35,31,25,16,10,12,0,0,98,8,10,3,0,0,0,0,19,4,0,0,0,0,0,0,4,15,12,6,0,4,0,0,35,23,19,7,4,3,0,0,61,34,206,282,213,147,64,3,953,422,385,318,259,228,76,6,1686,5,11,7,7,0,3,0,43,2117,2649,2725,2373,1675,446,30,12008,23,30,13,19,12,0,0,92,50,18,21,11,16,0,0,120,0,0,0,0,0,0,0,0
50602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,5,8,0,0,37,10,7,6,0,0,0,0,26,0,0,0,0,0,0,0,8,117,99,49,30,35,10,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,3,0,0,0,15,27,13,3,8,0,0,0,47,8,13,4,0,0,0,0,26,40,31,6,9,0,0,0,89,19,44,26,14,8,4,0,119,172,173,83,54,42,11,0,537,28,34,14,10,14,0,0,98,7,6,4,7,0,0,0,20,43,60,30,19,10,0,0,157,79,100,39,30,24,3,0,278,63,316,491,342,210,100,17,1530,902,990,789,537,451,135,8,3815,31,29,19,20,12,4,3,112,4531,6936,6155,5199,3491,857,69,27233,138,110,77,57,35,10,0,427,313,350,223,147,93,13,0,1135,0,3,4,0,0,0,0,5
50603,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,4,3,3,5,0,0,28,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,91,89,54,44,32,3,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,0,4,0,0,24,26,18,3,5,5,0,0,59,8,9,6,3,0,3,0,21,43,25,17,13,4,4,0,109,42,33,21,31,10,5,0,139,181,149,94,82,46,14,3,563,38,35,18,17,6,3,0,111,5,0,3,5,3,0,0,15,46,52,26,19,13,0,0,154,89,88,50,38,17,3,0,283,47,309,517,462,342,116,22,1815,870,776,606,432,478,165,12,3339,17,33,26,16,19,5,4,124,4708,6227,6372,5889,4408,1054,95,28747,74,80,55,55,26,10,0,306,386,296,162,133,85,28,0,1095,0,0,0,0,0,0,0,9
50604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,11,8,8,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,13,4,8,3,0,0,0,25,0,0,0,5,0,0,0,11,15,3,10,7,0,0,0,35,13,9,9,9,9,0,0,49,59,35,32,24,14,0,0,172,19,5,0,0,4,0,0,31,0,0,0,0,0,0,0,3,20,14,8,7,7,0,0,49,33,15,15,10,7,0,0,86,34,182,333,244,192,73,9,1071,387,399,324,274,248,85,7,1716,7,14,10,3,3,4,4,41,2076,2683,3060,2875,2067,557,53,13368,36,34,10,18,7,0,0,112,75,37,29,13,15,8,0,185,0,0,0,0,0,0,0,3
50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,6,7,9,9,0,0,0,27,17,12,7,11,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,0,0,0,20,6,13,9,0,0,0,0,27,13,121,237,206,203,91,18,895,241,194,162,167,138,50,3,953,8,11,0,4,7,3,0,32,1167,1389,1575,1626,1274,367,39,7436,0,0,3,0,0,0,0,6,24,23,11,12,6,0,0,75,0,4,0,0,0,0,0,3
50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,6,8,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,3,3,0,0,0,0,0,14,12,107,133,135,107,44,11,553,120,108,81,52,46,16,0,425,0,3,4,0,3,0,0,14,661,743,719,630,472,114,11,3352,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
50607,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,6,0,0,0,0,3,0,0,3,31,29,10,12,6,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,22,0,4,0,0,0,0,0,6,13,11,3,0,0,0,0,33,4,3,7,7,6,3,0,28,51,41,20,14,16,4,0,147,5,15,9,5,3,0,0,34,0,4,0,0,0,0,0,3,11,14,8,3,3,0,0,37,16,33,12,6,6,0,0,71,12,113,186,236,173,101,19,845,243,230,220,144,168,54,9,1083,5,4,0,0,3,3,0,21,1239,1805,1748,1752,1381,431,49,8401,16,12,11,9,5,0,0,52,93,82,33,37,13,5,0,258,0,0,3,3,0,0,0,12
50701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,0,0,0,27,0,3,0,0,0,0,0,10,0,0,4,0,0,0,0,6,59,47,30,25,9,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,8,19,5,9,4,0,0,0,32,0,9,0,0,0,0,0,13,24,9,15,4,4,0,0,52,26,36,16,15,12,0,0,100,109,91,53,44,21,0,0,313,18,19,10,4,7,0,0,53,3,0,0,6,0,0,0,12,24,22,9,5,5,0,0,66,48,38,16,17,10,0,0,132,41,316,581,409,318,86,13,1771,715,595,484,333,274,72,9,2473,17,26,15,7,11,8,6,88,3632,4354,4621,4109,2674,574,54,20022,73,44,32,32,19,0,0,202,134,73,60,44,29,9,0,356,0,0,0,0,0,0,0,4
50702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,7,7,0,0,40,3,3,4,4,0,0,0,10,0,0,5,5,0,0,0,12,49,55,32,37,20,11,0,214,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,5,4,4,0,0,30,18,5,4,4,4,0,0,31,3,4,4,0,3,0,0,10,27,18,8,5,8,0,0,70,8,20,23,16,16,3,0,88,81,97,64,61,48,12,0,373,10,13,10,6,5,4,0,48,0,0,0,0,0,0,0,6,17,14,8,6,5,0,0,51,31,30,18,13,15,4,0,101,29,158,298,366,275,116,18,1263,567,455,429,303,291,114,14,2170,10,12,12,4,5,3,3,49,2435,3201,3212,3192,2510,700,67,15316,67,116,90,58,51,5,0,391,222,162,106,93,102,21,0,705,14,16,17,9,6,4,0,59
50703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,13,7,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,8,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,8,4,5,3,0,0,0,19,4,3,7,3,5,0,0,18,28,20,14,10,5,0,0,74,8,5,6,4,0,0,0,20,0,0,0,0,0,0,0,6,4,11,4,0,0,0,0,19,6,9,6,7,3,0,0,40,11,85,142,119,51,25,0,434,150,193,167,140,74,27,0,758,4,7,3,0,3,0,0,27,856,1353,1559,1424,809,175,10,6193,10,5,4,5,6,0,0,32,49,36,25,19,5,0,0,137,0,0,0,0,0,0,0,4
50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,12,23,21,0,0,93,6,6,7,4,5,4,0,30,0,4,0,0,0,0,0,4,105,128,100,91,59,14,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,8,10,9,3,0,68,21,8,10,10,3,0,0,41,5,3,0,3,0,0,0,10,33,38,14,18,13,5,0,123,26,26,15,26,19,8,0,126,164,194,130,140,92,20,0,743,22,41,28,25,20,3,0,139,4,4,0,3,0,0,0,14,28,26,18,8,3,3,0,85,50,71,48,33,30,4,0,238,64,248,537,554,412,207,30,2059,932,994,843,585,611,173,11,4152,14,15,15,14,14,4,7,83,4301,5810,5869,5617,4429,1117,101,27236,47,151,120,103,99,18,0,529,214,187,129,82,72,14,6,704,0,6,0,0,0,0,0,3
50705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,60,28,27,16,12,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11,23,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,24,4,0,4,4,0,0,36,30,10,10,11,10,4,0,77,110,47,41,27,21,8,0,249,23,10,11,9,5,0,0,51,4,3,0,0,0,0,0,6,17,9,7,6,3,0,0,39,42,15,24,18,8,0,0,100,27,309,452,379,270,69,8,1505,718,686,529,461,397,87,8,2895,12,14,3,3,9,4,5,50,3699,4149,4373,4201,2904,563,34,19922,26,21,19,5,5,0,0,91,180,58,50,37,26,6,0,367,3,0,0,0,0,0,0,6
50901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,9,13,14,14,12,7,3,0,59,15,18,13,12,10,3,0,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,7,12,0,0,0,24,8,9,7,7,0,0,0,26,26,130,293,319,312,207,54,1329,277,319,285,286,358,124,20,1657,10,9,11,14,23,18,3,84,1671,2016,2564,3015,2681,861,115,12930,0,0,0,0,0,0,0,0,18,26,21,10,13,3,0,87,0,0,0,0,0,0,0,3
50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,9,9,15,4,12,4,0,0,44,12,13,10,14,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,0,0,16,0,5,3,3,9,0,0,16,13,134,258,295,394,204,74,1368,175,217,213,230,286,88,10,1209,16,19,11,8,14,9,7,92,1136,1685,1934,2272,2280,744,136,10184,3,4,0,3,3,0,0,14,40,89,78,96,80,12,0,398,0,0,0,0,3,0,0,3
50903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,5,5,0,0,21,3,4,10,5,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,121,127,172,102,28,599,84,119,112,117,121,41,3,604,9,7,3,12,4,5,4,43,449,724,879,984,953,353,65,4408,0,0,0,0,0,0,0,0,19,61,64,61,50,11,0,268,0,0,0,0,0,0,0,0
51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,7,7,14,7,3,0,0,42,9,13,20,9,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,17,0,6,3,3,4,0,0,17,20,87,111,104,89,36,5,452,90,219,168,107,124,28,0,736,15,28,17,13,18,7,4,106,919,2017,1734,1459,1196,308,34,7662,0,6,5,0,0,0,0,9,41,83,49,54,31,9,0,261,0,4,5,0,0,0,0,10
51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,3,0,0,22,4,6,0,0,0,0,0,8,7,11,9,4,9,0,0,37,10,27,16,3,10,0,0,76,16,30,26,21,8,3,0,91,22,55,34,27,22,3,0,170,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,17,12,14,14,10,5,0,0,57,12,26,22,17,9,3,0,80,12,101,82,52,29,5,0,282,189,438,290,234,146,15,0,1316,17,22,8,9,15,5,0,72,988,2427,1806,1352,850,139,8,7567,0,4,5,7,5,0,0,23,206,835,810,840,547,71,4,3306,0,0,3,0,0,0,0,3
51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,15,0,6,0,4,0,0,0,8,5,14,6,13,8,0,0,38,13,22,9,16,8,0,0,58,13,36,24,15,7,0,0,91,26,56,30,29,16,3,0,156,0,0,0,0,0,0,0,0,4,12,6,11,3,0,0,31,8,16,9,0,4,0,0,39,12,26,20,12,6,0,0,79,13,85,117,57,27,8,0,316,164,387,310,228,162,23,0,1278,10,13,13,17,12,0,4,58,990,2249,2090,1652,917,153,9,8056,4,3,7,7,4,0,0,23,212,759,896,936,596,80,0,3481,0,0,9,3,0,0,0,8
51101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,11,4,0,10,6,3,0,0,25,12,3,11,9,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,0,3,5,0,0,0,0,6,3,58,100,93,79,40,6,379,73,100,64,89,79,27,3,441,4,6,3,6,6,3,0,25,485,657,694,788,640,172,29,3464,0,0,0,0,4,0,0,4,37,88,50,68,61,11,5,320,0,0,0,0,0,0,0,0
51102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,8,0,0,0,20,6,6,4,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,67,37,43,20,0,198,43,57,41,33,52,12,0,244,0,4,4,5,8,0,0,28,319,540,461,451,406,111,11,2294,0,0,0,0,0,0,0,0,7,19,16,28,15,3,0,90,0,0,0,0,0,0,0,3
51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,19,4,3,0,0,0,0,0,3,7,11,3,4,6,0,0,26,9,22,4,12,6,0,0,47,35,38,10,14,14,0,0,114,44,61,17,29,17,0,0,164,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,13,28,35,14,10,13,0,0,93,31,36,13,15,14,0,0,109,13,75,97,90,73,26,3,375,174,370,221,218,169,35,3,1187,8,10,11,12,12,5,0,54,1410,2290,1990,1937,1451,291,24,9385,0,0,0,0,0,0,0,4,170,430,435,388,271,46,0,1738,0,0,4,5,0,0,0,14
51104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,6,0,0,0,0,0,11,9,3,3,0,3,0,0,14,15,17,18,9,11,5,0,82,25,28,20,16,14,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,4,0,3,0,0,33,7,12,4,0,3,4,0,34,16,81,177,208,201,109,36,831,319,361,265,251,268,79,4,1546,15,6,9,10,15,9,6,73,1723,2106,2352,2729,2267,628,90,11901,0,0,0,0,0,0,0,0,76,198,161,164,117,29,0,751,0,0,3,0,0,0,0,3
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,9,5,10,0,0,0,29,0,0,0,0,0,0,0,4,26,45,22,34,10,4,0,144,0,0,0,0,0,0,0,4,0,4,0,9,4,0,0,29,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,8,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,33,30,24,11,13,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,0,0,23,7,0,0,0,0,0,0,8,0,6,0,0,0,0,0,12,16,9,10,4,3,0,0,36,15,23,14,27,16,4,0,105,59,65,47,40,33,9,0,262,13,18,7,0,3,0,0,44,0,3,5,0,0,0,0,11,15,15,8,8,8,0,0,60,28,41,15,17,8,0,0,114,90,424,580,443,332,160,60,2077,460,713,612,602,602,211,32,3244,19,17,27,18,18,17,12,136,2252,3648,3809,3994,3183,927,156,17965,48,77,52,35,34,6,0,255,143,292,221,188,149,44,4,1038,0,0,0,5,3,0,0,8
