POW_SA3_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
50101,129,279,467,483,700,474,120,186,43,2889,158,219,375,347,822,772,201,307,33,3226,96,105,183,196,492,578,198,313,21,2182,80,92,128,149,325,449,154,296,19,1682,62,50,68,82,196,332,129,261,11,1193,66,78,91,89,162,405,212,433,10,1547,18,19,29,25,24,82,30,99,7,327,29,28,48,37,41,101,34,180,10,503,9,39,21,11,25,22,8,31,56,225,1165,4337,3423,2312,3457,3738,1204,2432,343,22399
50102,200,444,767,744,1469,944,245,323,72,5205,244,336,544,586,1621,1391,453,650,75,5894,200,160,314,358,1081,1147,443,827,50,4589,175,136,191,280,852,1136,462,977,41,4248,168,59,105,157,613,1011,437,967,48,3579,338,118,155,159,899,1781,860,1971,57,6331,65,26,26,36,141,314,141,466,20,1237,72,46,53,46,120,311,136,618,20,1429,13,46,32,22,33,72,22,76,136,440,2273,6881,5483,3729,8072,8968,3407,7405,790,47015
50103,35,98,160,174,294,260,77,153,14,1258,58,66,99,111,250,303,104,217,26,1233,36,28,52,65,145,217,72,209,22,848,50,37,47,44,99,191,47,206,8,737,27,25,26,21,65,131,52,194,9,544,44,25,23,33,71,195,67,332,9,800,5,3,0,10,10,25,9,78,0,146,11,23,15,7,9,25,18,98,5,218,9,17,5,3,5,9,4,27,23,108,471,1529,1115,816,1251,1682,526,1875,205,9475
50201,112,335,589,569,984,491,101,194,39,3416,149,211,454,458,1108,822,186,292,38,3723,93,111,181,217,720,602,196,304,30,2443,89,84,132,172,575,507,199,394,23,2161,72,47,62,104,367,424,165,339,12,1589,156,50,104,118,701,721,358,661,33,2912,17,12,30,16,107,128,74,150,8,539,30,28,41,38,78,171,71,248,11,707,6,36,34,13,35,23,4,22,120,298,1292,6397,4717,2847,5652,4466,1470,2881,520,30240
50301,159,568,944,657,827,504,97,146,42,3946,217,455,921,784,1568,1106,227,271,62,5605,251,282,621,709,1550,1122,246,346,32,5160,279,243,405,631,1424,1159,286,420,22,4862,210,157,261,351,1075,985,271,415,31,3747,272,245,319,363,1464,1748,668,1187,40,6306,41,92,91,69,145,354,150,406,9,1347,58,230,242,218,243,670,283,1110,24,3076,3,24,28,16,44,46,7,37,116,331,2075,8584,6715,4709,8988,8100,2317,4521,558,46564
50302,523,1534,3053,2015,4068,2317,427,592,211,14749,808,1206,2635,2219,7204,5300,1046,1266,221,21900,859,722,1738,1843,7457,6037,1383,1746,184,21969,1014,647,1238,1638,6732,6444,1451,2353,156,21678,894,409,768,1104,5042,5647,1418,2369,139,17791,1965,798,1213,1772,9362,14246,4094,7285,211,40936,547,263,316,428,1781,4455,1571,3033,52,12445,1036,480,638,721,2478,8410,3743,9885,103,27499,41,90,86,49,168,246,54,154,663,1551,9436,20257,21309,14589,46880,54647,15487,29368,2725,214707
50401,80,267,463,464,1090,684,123,200,58,3421,106,209,317,353,1153,954,274,383,45,3783,78,119,168,200,830,814,272,413,36,2940,61,74,101,138,511,703,249,435,17,2284,51,44,71,63,292,474,197,384,12,1588,93,64,79,113,324,657,370,756,16,2471,12,17,25,20,42,100,77,188,4,474,20,32,34,39,43,106,75,256,12,616,10,24,18,16,28,40,9,19,108,271,816,4721,3600,2208,5187,5097,1772,3314,443,27166
50402,35,112,181,156,269,186,47,78,9,1077,28,84,143,121,321,320,97,131,10,1249,40,46,69,74,238,272,75,152,4,960,45,37,44,61,187,284,105,194,10,963,32,19,28,35,115,195,100,188,5,721,38,16,42,42,148,243,112,297,13,948,9,3,3,9,22,32,22,69,4,174,6,17,10,19,14,44,16,88,0,220,0,19,11,10,14,8,3,15,41,123,372,1916,1323,812,1548,1774,622,1334,145,9849
50403,215,509,941,929,2391,1438,317,418,103,7267,289,355,725,735,2795,2496,617,917,138,9072,228,195,397,412,1815,2027,687,1026,80,6862,181,179,253,313,1430,1803,614,1215,60,6049,177,87,138,187,918,1291,495,1168,38,4497,318,146,176,188,1102,1967,922,2220,50,7075,49,35,37,43,131,339,159,543,12,1350,59,59,60,80,154,388,174,749,11,1744,9,62,48,28,65,83,24,56,264,632,2224,9321,7512,4649,12515,12978,4271,8920,1052,63447
50501,169,607,1075,856,1396,729,134,181,65,5220,193,408,871,817,1761,1246,275,357,58,5987,152,232,518,508,1209,1025,283,421,45,4388,171,168,343,404,1118,1024,292,470,27,4022,128,112,201,241,756,833,256,422,19,2971,201,182,203,262,1061,1423,449,999,34,4809,25,49,61,52,120,211,84,259,4,867,40,55,85,83,149,366,101,472,7,1368,12,69,54,39,54,52,16,41,177,512,1832,11607,8350,4849,8759,7588,2040,3955,650,49633
