POW_SA3_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
50502,278,792,1415,1225,2673,1571,310,409,117,8792,319,600,1011,1099,3414,2749,587,758,113,10648,265,331,595,646,2629,2464,611,934,89,8565,219,241,361,489,2021,2230,677,1043,76,7361,176,155,242,312,1204,1559,548,960,40,5189,328,248,283,337,1678,2547,1015,2298,57,8783,39,69,66,73,200,503,227,619,17,1812,72,148,133,158,248,676,321,1218,21,2994,11,49,53,25,96,88,20,60,299,704,2668,12729,10140,6325,16020,15575,4572,8775,1180,77993
50503,173,472,912,825,2030,1370,269,392,89,6528,213,346,594,610,2141,1890,481,734,87,7099,163,170,319,323,1351,1603,459,766,40,5192,162,149,188,254,934,1374,486,935,39,4523,108,84,96,134,541,1026,374,876,23,3262,174,88,112,168,612,1208,564,1481,47,4452,24,24,42,30,109,182,78,378,3,872,29,53,54,51,112,273,112,505,11,1206,19,63,45,35,64,68,24,44,234,591,1721,9003,7062,4092,9600,10157,3089,6664,833,52222
50601,95,236,395,387,745,420,96,143,33,2551,79,132,274,330,852,657,154,243,40,2767,83,69,166,214,592,542,194,269,19,2145,83,47,105,155,405,523,184,356,24,1883,60,29,47,81,271,430,143,304,10,1373,91,44,51,70,314,531,246,524,23,1902,10,9,6,20,35,70,31,109,5,300,5,15,27,29,42,121,32,165,0,441,3,25,12,10,27,29,4,9,79,203,844,3885,2983,2045,3869,3736,1162,2303,365,21189
50602,243,543,1084,982,2079,1296,271,346,114,6953,322,416,757,827,3046,2531,590,733,124,9348,295,235,366,485,2170,2352,704,931,63,7601,267,176,212,298,1578,2023,715,1140,58,6477,223,108,122,148,940,1447,557,1065,39,4641,464,208,236,245,1410,2633,1040,2675,86,8997,135,70,42,69,275,681,287,858,19,2430,188,120,123,99,305,852,405,1529,30,3642,21,42,25,21,48,84,18,65,275,606,2901,8375,7203,4524,13137,14804,4760,9711,1102,66512
50603,200,583,1038,927,2782,1794,385,397,139,8249,277,463,747,758,3374,3077,751,919,120,10496,238,231,407,471,2325,2471,770,1054,79,8036,227,194,275,333,1785,2171,773,1291,73,7133,174,107,124,183,1135,1483,559,1200,50,5016,319,164,194,253,1554,2350,1057,2678,56,8630,67,40,42,43,212,459,211,656,15,1752,70,72,81,65,208,552,277,1060,19,2409,13,48,30,28,60,96,25,65,256,624,2180,9311,7660,4623,15213,15639,5077,9765,1132,70598
50604,102,247,513,482,1017,599,141,209,49,3361,115,192,343,365,1218,981,226,393,45,3871,89,101,177,180,787,846,272,419,31,2918,114,95,123,139,544,829,280,469,29,2611,78,42,60,68,315,494,205,422,20,1709,81,39,74,87,385,672,304,769,19,2437,15,14,17,7,49,105,45,174,4,429,23,31,32,33,50,142,52,184,3,554,0,30,18,6,31,32,10,27,113,266,972,4551,3747,2202,5379,5303,1661,3354,484,27649
50605,35,183,242,266,513,371,78,104,18,1820,57,123,188,200,609,634,185,242,39,2280,54,73,103,121,434,515,200,277,24,1802,40,53,59,74,310,401,212,342,13,1505,35,45,44,39,196,312,142,363,6,1184,74,52,49,68,205,439,235,623,14,1757,20,16,14,19,33,72,37,156,0,362,15,17,17,18,32,98,64,189,3,456,6,15,15,9,23,20,4,17,56,168,531,2703,1951,1249,2776,3181,1242,2475,274,16384
50606,25,58,104,108,208,142,23,53,14,737,33,42,67,89,190,211,72,104,14,822,22,11,38,37,103,177,67,101,5,567,15,17,27,25,89,157,70,137,12,546,15,12,8,18,56,101,45,108,7,374,22,13,18,12,58,123,70,170,4,492,3,9,5,5,9,20,4,43,5,91,7,6,4,4,11,23,11,53,0,129,0,4,5,9,9,10,4,5,28,79,264,1220,851,573,956,1115,404,872,139,6396
50607,48,209,335,273,345,207,46,80,16,1554,55,109,243,210,499,374,81,112,18,1700,49,76,129,130,384,314,100,132,6,1330,54,69,107,116,362,340,90,142,12,1289,50,39,51,76,296,284,79,153,0,1040,87,66,79,74,411,476,193,434,8,1825,15,19,19,24,65,116,58,126,0,437,17,43,58,42,47,175,57,277,5,717,0,3,3,5,7,10,0,3,47,91,545,2713,2213,1296,2688,2473,748,1554,195,14419
50701,151,369,721,693,1561,1130,234,300,69,5219,196,303,478,528,2005,1955,488,707,63,6724,146,174,260,335,1329,1746,523,823,45,5365,145,117,183,227,1024,1508,566,1018,43,4836,127,101,104,146,670,1160,483,931,38,3755,229,124,132,154,982,2095,740,1941,41,6439,49,30,33,31,151,389,173,566,8,1427,44,59,57,49,137,425,178,796,8,1750,3,40,30,12,53,73,14,71,196,496,1630,6830,5308,3310,9167,11423,3593,7552,736,49546
50702,101,365,542,474,801,505,97,154,38,3080,130,255,417,427,1075,918,232,274,38,3763,136,142,238,288,909,868,226,387,20,3218,123,132,201,223,775,779,263,411,16,2917,107,51,94,137,528,629,217,409,20,2194,206,102,147,190,851,1132,434,867,17,3935,33,35,39,36,116,200,89,219,3,771,35,59,79,65,99,262,115,402,12,1132,6,27,16,6,30,35,14,17,96,249,1256,5013,4063,2632,5820,5787,1797,3354,399,30124
50703,67,116,182,171,423,284,69,97,27,1441,64,85,135,136,520,507,176,242,23,1895,70,48,71,93,422,550,208,322,28,1810,83,29,56,71,366,603,245,405,21,1881,81,26,53,35,260,457,220,446,14,1601,156,44,59,67,543,908,488,1047,20,3317,41,12,20,16,149,231,115,271,8,849,29,11,16,13,137,223,152,390,3,971,7,16,9,7,25,23,6,20,59,163,757,1743,1443,980,3163,4049,1737,3361,293,17533
50704,174,492,877,713,1209,662,130,169,53,4474,238,373,804,745,1614,1267,240,360,66,5693,207,229,496,537,1312,1121,278,390,48,4616,208,194,348,437,1145,1152,295,507,33,4313,152,96,172,242,715,857,285,435,29,2980,243,157,255,240,1078,1518,562,1181,34,5258,51,62,57,58,119,340,123,364,12,1180,77,98,141,137,158,642,256,904,16,2420,9,46,30,15,41,32,9,29,139,351,1934,8571,6491,4233,8272,8164,2292,4586,608,45144
50705,166,289,625,623,1136,622,122,196,31,3807,151,236,410,473,1263,982,257,380,53,4204,144,115,211,239,866,922,243,466,33,3238,130,105,141,192,702,865,280,558,41,3018,109,69,93,135,471,685,211,483,28,2276,167,61,95,144,585,1065,404,1102,40,3670,22,8,22,25,76,189,60,230,12,645,19,14,29,29,100,231,76,275,15,790,7,36,29,15,28,43,11,26,130,333,1514,6508,4940,3054,6219,6193,1798,4023,576,34820
50901,125,286,487,451,798,564,165,295,74,3247,167,208,349,380,894,928,310,503,63,3802,130,121,184,206,554,663,248,426,26,2558,108,90,127,167,404,556,259,491,26,2235,101,58,55,73,262,424,160,403,21,1545,112,82,84,96,291,544,272,637,10,2126,23,23,20,13,34,79,32,171,9,408,23,43,38,44,37,138,63,257,7,653,22,27,20,18,19,26,9,50,70,259,1304,4195,3283,2263,4060,4602,1737,3841,503,25781
50902,99,203,323,309,558,538,124,368,41,2561,124,176,207,234,574,720,256,605,49,2951,89,109,134,121,393,546,236,544,27,2207,100,85,100,90,255,474,220,638,30,1999,60,56,62,57,198,330,161,578,25,1533,151,79,86,72,253,518,296,1230,40,2724,38,29,23,20,33,84,69,345,11,639,27,40,38,28,46,88,73,386,9,736,14,26,24,16,35,43,12,77,85,325,1070,2964,2396,1521,2917,3929,1612,5573,480,22475
50903,59,79,133,129,170,204,82,163,16,1032,59,67,100,107,207,324,117,307,18,1306,75,47,52,44,126,201,91,278,25,940,63,54,53,40,124,202,100,373,11,1017,57,38,41,29,75,190,99,408,14,959,183,56,55,43,214,290,164,954,16,1966,32,19,16,12,29,71,56,206,4,445,33,26,18,11,18,85,43,221,12,466,15,17,16,3,9,18,11,63,46,196,715,1151,1020,640,1182,1854,849,3388,232,11036
51001,59,93,163,163,410,255,82,212,32,1458,67,83,126,180,526,457,140,346,41,1966,79,65,71,114,503,422,148,411,11,1828,110,63,72,93,448,395,126,398,25,1724,82,29,24,69,296,339,123,374,19,1355,163,66,48,58,363,551,242,859,32,2381,34,7,11,16,42,87,35,251,0,484,45,20,20,23,57,82,60,340,15,672,9,19,26,23,31,28,12,42,104,292,792,1286,1127,1056,3059,2900,1024,3519,396,15170
51002,53,51,71,94,141,115,43,172,30,770,106,65,86,80,237,251,108,476,41,1453,165,74,65,61,262,272,111,839,55,1912,232,86,65,52,257,314,167,1189,43,2407,298,82,54,31,208,231,189,1587,49,2732,1029,205,215,77,439,540,660,5471,136,8777,442,83,90,19,137,172,361,2282,52,3642,457,70,66,28,115,213,403,2474,36,3857,25,8,5,11,17,21,12,104,131,324,2963,1342,1060,610,1987,2256,2088,14800,660,27768
51003,48,78,129,137,206,169,53,170,20,1009,98,53,96,121,334,316,115,431,31,1595,142,69,73,73,225,340,132,744,33,1826,210,63,70,73,228,358,185,1028,31,2251,242,52,59,64,210,339,177,1266,54,2462,944,208,203,91,424,719,674,4883,124,8276,396,78,72,22,112,256,352,2068,32,3383,604,98,78,36,165,386,412,2488,51,4319,23,16,13,3,9,20,16,90,101,286,2887,1643,1239,840,2077,3063,2163,13366,552,27827
51101,42,48,86,91,198,159,29,95,6,767,59,44,74,67,173,242,60,200,14,946,45,34,26,44,125,180,83,188,6,723,41,23,39,32,90,152,84,255,11,726,37,20,24,20,54,110,57,249,6,576,82,46,23,37,93,213,110,583,22,1202,10,8,8,13,21,40,20,153,13,286,24,16,20,10,11,49,19,147,11,306,5,16,7,12,7,10,3,36,33,130,471,956,737,506,972,1328,528,2110,177,7790
51102,21,33,53,66,155,140,24,93,21,615,24,24,42,51,160,170,50,140,8,679,18,23,18,20,110,116,43,97,10,467,21,8,12,14,90,98,39,122,4,405,22,9,4,11,64,74,28,90,4,305,21,12,20,9,64,133,63,203,11,539,9,3,0,0,7,22,15,50,0,112,14,10,5,6,3,27,10,96,4,167,0,8,5,3,5,8,0,17,28,75,226,486,459,332,820,927,309,1016,136,4703
51103,56,90,180,184,365,279,78,191,26,1456,101,88,114,129,482,527,198,447,45,2119,121,61,71,74,356,446,203,755,47,2133,171,72,68,68,321,454,265,1172,52,2633,226,68,55,52,234,378,239,1449,44,2740,629,183,174,57,389,704,773,4366,98,7363,155,50,45,15,69,149,275,1405,35,2200,138,71,43,19,59,146,239,1321,21,2051,15,14,20,9,14,20,9,91,135,325,1811,1851,1637,946,2664,3380,2329,11432,604,26655
51104,106,184,317,374,638,486,101,272,41,2523,146,152,232,290,724,727,210,518,40,3039,132,100,141,177,487,589,194,583,38,2435,144,76,115,136,437,487,241,840,33,2510,162,52,66,78,273,423,227,886,24,2188,376,143,128,80,402,648,436,2158,55,4423,78,29,37,18,59,115,103,679,11,1139,90,40,50,27,46,111,118,663,11,1157,22,23,28,13,11,38,4,61,87,280,1577,3283,2643,1873,3680,4114,1782,7168,502,26622
59797,3,0,0,0,3,3,0,10,0,18,3,0,0,4,9,3,3,22,0,54,3,0,0,0,0,3,0,19,6,33,6,0,0,0,0,4,3,41,3,65,8,0,0,0,4,11,3,49,0,89,55,5,11,4,7,10,8,221,3,321,33,5,0,0,3,5,5,146,3,198,113,8,3,5,6,22,9,371,5,525,0,0,0,0,4,0,0,9,3,18,235,39,21,17,40,63,31,905,27,1386
59999,327,820,1120,808,993,1068,262,548,113,6056,394,604,829,829,1268,1789,459,951,139,7263,335,335,449,504,964,1636,483,1155,91,5954,359,249,289,353,762,1431,490,1500,85,5518,320,148,192,188,454,951,363,1408,62,4081,756,241,227,238,534,1173,532,3273,102,7083,254,56,50,43,112,227,122,984,32,1875,332,112,99,73,111,275,127,1076,42,2245,57,68,41,30,57,91,28,135,274,776,4409,11147,7411,4605,6534,10124,3133,11844,1359,60566
