POW_SA3_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
50101,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,18,55,90,78,109,21,107,0,518,4,6,0,0,0,0,0,0,0,9,0,0,0,5,0,16,0,5,0,24,0,0,6,9,0,3,0,0,3,26,0,5,0,7,3,0,0,0,0,15,6,0,4,4,0,9,0,8,4,38,6,7,3,14,13,12,0,8,0,65,9,5,4,12,7,17,4,21,3,76,11,4,9,13,10,15,7,3,11,79,22,9,15,8,11,4,5,12,5,74,6,7,5,5,6,4,3,8,0,56,0,9,4,5,7,0,3,0,0,27,8,5,0,0,0,0,0,0,0,18,6,14,0,6,0,0,6,0,0,24,3,3,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,9
50102,4,4,3,0,10,0,17,9,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,84,36,151,181,212,191,109,240,13,1216,3,0,0,0,0,0,0,3,6,15,0,0,0,5,0,7,0,4,4,22,4,0,3,3,0,7,3,4,3,34,0,5,0,5,3,4,5,10,3,36,6,3,9,10,13,6,5,11,4,57,14,6,7,19,8,6,5,19,4,88,5,7,6,35,9,12,3,24,4,118,9,7,10,16,24,17,11,32,10,131,15,24,21,14,27,9,10,28,7,151,0,8,16,8,10,6,13,13,11,83,9,14,16,3,8,3,22,12,0,92,8,17,6,6,4,0,7,4,8,75,17,26,15,5,10,3,27,12,4,123,4,9,3,0,0,0,7,3,0,24,13,14,3,0,0,0,0,0,3,40
50103,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,12,26,33,41,37,15,61,0,246,5,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,20,8,0,0,0,0,0,0,0,5,10,4,0,6,0,0,7,0,4,0,16,9,0,0,6,4,0,0,3,0,29,0,0,5,4,3,4,3,12,4,36,9,4,0,0,5,5,4,13,4,33,6,7,4,6,5,0,6,3,0,34,5,0,3,5,0,0,8,5,0,25,7,5,0,0,0,0,5,0,0,18,5,0,0,0,0,0,4,7,0,11,7,3,0,0,0,6,4,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
50201,3,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,49,20,80,150,96,163,35,138,3,745,0,0,0,0,4,0,0,0,3,9,0,0,0,3,0,4,0,5,3,19,4,8,0,7,3,4,0,9,0,37,0,3,0,10,4,3,5,0,6,39,3,6,8,15,3,13,0,10,8,63,8,7,13,21,13,18,3,18,4,99,13,10,11,26,15,14,0,8,6,97,9,3,9,20,20,13,5,12,3,101,11,14,23,19,17,7,3,9,3,115,8,18,4,5,11,0,6,6,6,58,6,0,9,4,7,0,3,0,3,46,3,12,4,9,5,5,3,0,4,42,4,10,5,3,4,0,4,0,3,38,0,7,3,0,0,0,0,0,0,12,5,4,6,0,0,3,0,0,0,16
50301,3,0,4,3,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,11,41,98,103,57,12,45,0,402,0,4,0,0,0,0,0,0,0,12,0,0,0,10,0,3,0,0,5,21,0,4,0,7,5,0,0,3,0,23,0,0,5,9,4,0,0,3,3,28,4,3,3,9,9,0,0,6,0,32,3,11,0,11,13,8,0,15,3,65,8,12,5,24,20,6,0,7,0,88,8,11,18,24,24,13,5,8,4,115,8,31,21,30,26,9,3,11,4,150,12,39,16,15,16,3,5,5,5,119,14,41,8,8,16,4,0,0,3,103,6,33,3,4,6,3,0,0,6,54,18,53,6,10,0,3,0,0,8,97,5,13,0,0,6,0,0,0,0,19,10,44,0,0,0,7,0,0,4,64
50302,30,35,17,10,34,5,22,13,0,167,13,8,0,4,0,5,5,3,0,35,11,8,8,0,6,0,4,0,0,40,0,0,0,0,4,0,0,0,0,9,167,210,191,387,735,196,54,204,31,2172,0,10,0,0,6,0,0,0,13,30,0,6,3,14,7,5,0,0,8,45,4,14,3,18,5,8,0,11,13,74,3,11,13,26,12,9,0,20,9,101,9,18,4,31,16,15,0,33,10,143,8,25,8,49,43,16,5,40,27,222,9,41,14,56,62,20,7,35,25,275,27,57,38,63,90,20,11,39,36,372,39,92,54,85,163,25,15,39,35,541,31,117,37,41,140,23,13,15,27,445,50,146,43,26,102,13,7,16,20,426,47,152,32,25,54,9,13,5,35,382,148,328,51,27,55,16,26,8,41,694,56,92,13,3,18,3,6,0,12,202,133,208,21,0,31,14,9,0,18,430
50401,4,0,3,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,12,55,77,66,87,35,93,3,460,0,0,0,0,0,0,0,0,4,11,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,6,3,3,0,20,0,0,0,4,3,6,0,9,0,22,7,3,3,8,0,11,0,3,7,35,4,4,7,13,8,6,5,0,0,39,0,4,5,23,13,9,3,10,7,72,10,3,6,12,14,7,3,14,3,78,4,13,22,13,15,7,4,17,9,101,3,4,19,3,9,5,3,7,7,64,11,5,13,3,7,8,0,0,4,51,3,15,5,0,0,0,4,0,0,26,5,11,6,0,6,0,3,0,4,33,3,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,14
50402,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,6,21,30,29,36,10,40,0,194,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,16,0,0,0,5,0,7,0,4,0,14,0,3,4,5,6,0,0,0,0,22,4,0,0,0,7,0,0,0,3,17,6,6,0,7,0,0,3,5,4,25,7,10,9,6,13,0,0,0,0,40,5,5,0,3,0,0,0,0,0,20,0,3,4,6,0,5,5,4,3,31,0,5,0,7,0,0,0,0,0,14,5,0,0,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0
50403,15,4,9,8,13,0,11,6,0,64,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,85,37,140,182,227,201,115,243,14,1247,3,0,5,0,4,0,0,3,3,15,0,0,0,5,0,7,0,6,4,29,3,0,3,9,8,3,0,10,3,43,3,3,8,15,4,7,5,16,6,56,3,4,13,12,10,13,6,16,0,82,3,11,13,24,13,15,8,16,6,109,4,7,19,24,28,18,14,14,15,143,11,11,27,34,28,18,30,20,14,203,29,35,41,29,32,14,31,27,9,241,7,27,25,17,28,5,7,5,16,146,16,30,14,15,20,10,20,8,8,131,13,19,24,18,10,3,6,3,3,102,21,27,8,15,13,6,8,7,7,111,8,7,0,0,0,4,0,0,10,32,4,15,3,0,0,0,0,0,5,34
50501,5,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,66,34,51,231,133,222,23,115,8,876,0,0,3,4,0,0,0,0,7,15,0,0,0,11,0,13,0,6,0,25,0,0,0,8,0,19,0,8,8,45,0,5,3,14,8,8,7,3,0,54,4,0,6,9,5,17,0,13,3,65,11,7,15,26,11,23,3,9,4,106,8,10,15,31,20,11,4,11,0,117,12,16,11,41,25,14,3,5,9,142,23,23,16,33,25,9,8,5,9,147,11,10,16,12,11,10,3,5,4,75,9,25,11,3,11,3,3,0,7,72,11,22,3,5,4,0,0,0,7,58,11,35,4,14,11,0,0,0,0,77,4,5,0,0,0,5,0,0,0,20,11,13,3,0,0,0,0,0,4,27
