POW_SA3_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
50502,17,0,4,176,382,41,72,16,17,529,2625,290,333,43,32,3318,100,14,5,3,12,132,30565,4144,3167,333,225,38437,19618,944,1246,237,63,22111,45,4,4,0,0,54,26,0,0,0,0,26,131,6,15,0,0,154,466,63,46,22,5,599,69,3,6,3,0,80,37,3,4,0,0,47,12,0,0,5,0,12,148,11,26,5,0,188,42,3,6,0,0,47,120,0,18,5,0,144,1213,35,47,12,10,1313,221,6,10,0,0,242,132,8,8,0,0,152,37,5,0,0,0,47,428,20,15,4,3,477,220,25,25,8,0,276,131,0,21,0,0,155,119,7,13,0,0,141,21,0,0,0,0,23,462,24,34,5,0,525,131,3,0,0,0,135,69,0,7,0,0,75,1088,36,62,3,4,1193,55,3,3,0,0,63,732,10,20,8,4,772,119,9,23,0,0,148,238,17,14,4,0,268,1028,53,90,8
50503,11,0,0,79,344,72,117,18,11,566,1392,306,241,23,18,1985,75,12,15,0,13,118,20853,3177,3073,321,177,27603,10624,576,953,212,59,12422,31,0,0,0,0,39,16,0,0,0,0,17,48,0,4,0,0,55,162,21,24,9,0,221,21,0,7,0,0,26,41,5,4,0,0,40,14,0,0,0,0,16,81,9,11,10,0,106,5,0,0,3,0,8,39,5,4,0,0,50,483,48,36,8,3,585,98,6,14,0,0,122,59,0,9,0,0,69,23,0,7,0,0,27,237,21,26,5,0,286,60,12,9,0,0,75,40,0,0,0,0,43,42,3,3,0,0,53,5,0,0,0,0,10,204,7,26,5,3,248,34,0,0,0,0,35,30,8,9,0,0,48,829,37,79,16,8,963,22,6,0,0,0,23,378,5,27,10,3,425,65,9,10,0,0,85,110,5,14,3,0,134,955,76,135,17
50601,5,0,0,50,23,0,10,0,4,38,377,50,55,10,0,494,26,4,0,0,5,36,7106,928,990,106,53,9185,6497,239,446,77,19,7278,11,0,0,0,0,12,13,0,0,0,0,15,27,3,3,0,0,38,93,17,17,5,0,136,9,0,0,0,0,12,7,0,0,0,0,7,7,0,0,0,0,7,41,4,0,0,0,43,0,0,0,0,0,0,14,0,4,0,0,15,515,32,49,11,14,615,66,5,10,0,0,78,19,0,5,0,0,24,8,0,0,0,0,12,53,0,7,0,0,62,13,9,3,0,3,26,19,0,3,0,0,22,27,9,3,0,0,34,0,0,0,0,0,6,145,11,25,0,3,182,11,0,0,0,0,21,32,3,6,5,0,40,349,13,35,0,5,404,23,3,3,0,0,29,242,3,5,0,3,255,11,0,3,0,0,19,103,6,10,0,0,116,215,8,22,4
50602,8,0,0,177,282,28,31,4,0,350,2879,133,158,15,21,3207,93,11,13,4,16,126,35186,2097,1644,168,188,39282,13764,356,403,85,49,14656,49,0,0,0,0,52,54,0,0,0,0,53,71,3,6,0,0,82,581,48,40,14,5,690,24,0,0,0,0,24,16,0,3,0,0,20,27,0,0,0,0,29,118,0,5,0,0,119,11,0,0,0,0,12,147,5,11,0,0,165,918,20,24,8,7,972,356,7,18,5,0,390,79,0,3,0,0,86,26,0,0,0,0,26,191,4,7,0,0,200,106,3,9,0,0,117,137,0,3,0,0,139,162,11,16,4,0,191,10,0,5,0,0,13,636,20,22,5,0,684,151,3,0,0,0,155,35,0,0,0,0,42,1077,21,27,0,11,1135,62,0,6,0,0,67,849,7,20,6,4,877,88,3,3,0,0,91,277,15,12,0,0,312,478,20,12,7
50603,0,0,0,147,303,19,31,4,3,363,2691,159,151,19,14,3036,119,9,7,0,11,153,36873,2677,1850,255,199,41849,13920,440,473,120,34,14987,38,0,0,0,0,38,63,3,4,0,0,79,77,0,5,0,0,79,757,70,66,32,3,936,23,0,0,0,0,27,13,0,0,0,0,18,18,0,0,0,0,18,109,8,3,0,0,124,5,0,0,0,0,4,159,8,10,3,0,188,1286,46,54,17,9,1407,359,17,21,12,0,415,101,5,0,0,0,109,21,0,0,0,0,21,205,4,4,0,0,213,72,10,0,0,0,85,74,3,9,0,0,78,169,21,25,4,3,226,11,0,0,0,0,18,947,49,70,16,5,1080,124,0,0,4,3,129,48,0,0,0,0,53,979,18,31,3,9,1042,65,3,0,0,0,71,750,3,12,3,4,770,59,0,7,3,0,67,393,30,16,7,0,448,540,19,13,0
50604,3,0,0,43,46,8,14,7,0,76,725,92,105,13,8,940,43,6,7,0,3,58,11222,1391,1394,175,91,14282,6449,225,407,97,29,7206,51,0,3,9,0,71,37,7,8,0,0,46,32,0,0,0,0,34,210,24,33,12,0,283,6,0,0,0,0,13,17,0,3,0,0,21,7,0,0,0,0,7,26,7,4,0,0,35,0,0,0,0,0,0,37,5,3,0,0,45,643,40,67,10,8,768,138,13,27,0,0,180,30,4,5,4,0,44,23,0,3,0,0,29,63,6,0,3,0,69,29,0,0,0,0,29,18,0,6,0,0,24,34,5,17,6,0,65,11,0,0,0,0,9,319,19,43,0,0,383,41,0,0,0,0,41,30,6,0,0,0,38,399,13,22,0,0,435,53,5,12,0,4,73,407,8,15,6,0,437,13,0,4,0,0,17,139,14,15,0,0,172,265,6,21,6
50605,5,0,0,42,47,4,13,3,0,65,404,45,46,4,4,502,24,3,0,0,0,32,7108,850,813,123,49,8944,4053,242,415,103,13,4822,14,0,0,0,0,16,3,0,0,0,0,8,11,0,0,0,0,14,53,12,11,3,0,76,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,23,0,9,3,0,30,0,0,0,0,0,0,7,5,3,0,0,14,194,13,15,4,0,225,34,0,5,0,0,45,11,0,0,0,0,12,0,0,0,0,0,0,55,6,3,4,0,63,22,3,7,0,0,36,15,0,0,0,0,16,9,0,0,0,0,11,0,0,0,0,0,0,66,7,10,0,0,77,18,0,0,0,0,18,9,7,9,0,0,23,231,18,21,5,3,279,6,0,0,0,0,4,148,3,4,4,0,158,14,4,0,0,0,18,41,0,0,0,0,46,111,12,8,5
50606,0,0,0,12,10,0,3,3,0,14,95,9,16,5,0,125,15,3,0,0,0,22,2130,346,457,86,26,3045,1787,143,262,83,18,2298,5,0,0,0,0,5,4,0,0,0,0,4,9,0,6,0,0,9,16,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,6,0,0,11,0,0,0,0,0,0,3,0,6,0,0,7,72,4,4,3,5,91,16,0,0,0,0,18,4,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,15,4,0,0,4,0,8,4,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,17,0,4,0,0,18,0,0,0,0,0,0,5,0,0,0,0,6,89,0,19,10,0,116,8,0,0,0,0,8,48,0,0,0,0,55,0,0,0,0,0,0,21,0,0,0,0,19,66,0,10,0
50607,0,0,0,26,12,6,10,3,0,39,349,36,38,3,0,434,22,3,0,0,3,25,4461,872,574,81,35,6019,4099,244,302,50,14,4703,6,0,0,0,0,6,6,0,0,0,0,6,38,0,3,0,0,36,146,27,17,10,0,200,7,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,23,0,4,0,0,35,0,0,0,0,0,0,32,4,3,0,0,33,260,14,3,0,0,279,109,10,8,5,0,130,38,4,6,0,0,51,10,0,0,0,0,10,65,4,5,0,0,75,32,3,0,0,0,37,37,0,6,0,0,45,42,5,8,0,4,63,0,0,0,0,0,0,193,20,14,0,0,226,88,0,0,0,0,84,25,0,0,0,0,23,167,9,17,0,0,195,10,0,0,0,0,10,175,4,7,0,0,181,26,3,8,0,0,32,78,4,10,0,0,87,154,13,15,0
50701,10,4,0,119,101,14,21,5,5,140,1425,147,113,9,18,1705,74,9,7,0,3,97,25146,2229,1775,237,140,29528,10411,464,733,144,33,11787,15,0,0,0,0,16,17,0,0,0,0,21,44,0,5,0,0,51,292,43,18,19,4,372,59,9,13,0,0,81,9,0,0,0,0,9,12,0,0,0,0,12,74,8,17,3,0,108,5,0,0,0,0,5,43,0,3,0,0,49,527,22,32,11,3,593,163,5,15,4,0,184,57,3,10,0,0,77,3,0,0,0,0,7,99,0,3,0,0,107,69,9,17,3,0,97,28,0,7,0,0,42,61,14,15,3,4,101,0,0,0,0,0,0,326,30,29,0,0,379,54,0,0,0,0,52,30,6,9,0,0,38,699,19,36,12,5,773,27,3,5,0,0,32,694,9,14,8,9,717,37,3,4,0,0,47,164,9,10,3,0,184,392,22,49,3
50702,14,0,0,88,50,5,6,5,0,70,738,91,65,13,3,914,40,4,0,0,6,50,11883,1530,1155,166,81,14812,8069,453,675,83,29,9311,3,0,0,0,0,8,12,0,0,0,0,12,68,5,10,3,0,79,158,18,11,6,0,188,37,0,3,0,0,47,13,0,0,0,0,13,9,0,0,0,0,8,112,10,16,0,0,137,6,0,0,3,0,4,43,4,8,5,0,58,344,7,9,0,0,361,97,5,3,0,0,113,25,0,3,0,0,28,8,0,0,0,0,8,111,8,6,0,0,122,117,10,18,6,0,149,65,3,9,3,0,78,39,6,4,0,0,48,3,0,0,0,0,9,209,5,9,0,0,222,55,0,0,0,0,55,33,8,4,0,0,43,390,16,26,3,0,438,14,0,0,0,0,15,310,3,7,4,0,325,22,0,5,0,0,27,104,4,6,0,0,115,225,10,6,0
50703,0,0,0,34,26,0,9,0,0,35,494,18,22,3,6,536,31,0,0,0,0,31,10368,398,473,47,49,11339,3326,74,189,47,12,3648,0,0,0,0,0,0,6,0,0,0,0,4,14,0,0,0,0,17,141,3,6,3,0,156,8,0,3,0,0,7,0,0,0,0,0,5,6,0,0,0,0,6,15,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,13,141,10,16,5,0,171,29,0,3,3,0,35,3,0,0,0,0,3,3,0,0,0,0,3,38,0,0,0,0,36,9,6,0,0,0,9,4,0,0,0,0,4,7,0,4,0,0,15,4,0,0,0,0,3,67,3,4,0,0,72,8,0,3,0,0,13,5,0,0,0,0,5,301,8,15,6,3,333,0,0,0,0,0,0,221,7,10,5,5,245,15,0,0,0,0,17,26,0,0,0,0,25,137,0,7,4
