POW_SA3_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
50101,11,5,0,63,14,5,11,0,0,31,284,34,44,5,3,371,46,9,13,10,4,90,6914,1154,1577,291,116,10057,7341,480,937,231,70,9055,6,0,0,0,0,8,0,0,0,0,0,0,75,10,10,0,0,90,28,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,104,4,19,3,0,130,0,0,0,0,0,0,7,0,0,0,0,17,39,3,3,4,0,51,42,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,56,6,5,0,0,67,42,0,8,0,0,52,30,0,4,0,4,43,35,0,0,0,0,36,0,0,0,0,0,0,23,3,0,0,0,31,9,0,0,0,0,9,25,4,7,0,0,38,311,23,48,13,6,393,9,0,0,0,0,9,108,0,0,0,0,109,6,0,5,0,0,7,23,0,0,0,0,25,162,8,26,3
50102,4,0,0,61,19,8,8,3,0,30,585,39,43,5,0,677,118,17,10,11,11,162,20486,1313,1512,297,166,23775,15800,530,910,277,91,17609,4,0,0,0,0,4,15,0,0,0,0,17,40,5,6,0,0,59,91,4,9,6,0,108,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,79,3,5,0,0,85,6,0,0,0,0,6,21,0,0,0,0,22,174,7,7,0,0,192,61,0,0,0,0,63,8,0,0,0,0,12,6,0,0,0,0,11,101,9,9,0,0,111,40,0,3,5,0,45,19,0,3,0,0,29,38,0,0,0,0,45,12,0,0,0,0,9,76,0,5,0,0,86,23,0,0,0,0,23,47,3,5,0,0,54,731,9,40,13,5,792,11,0,0,3,0,18,497,5,15,0,6,526,25,0,3,0,0,32,51,0,9,0,0,54,513,17,35,4
50103,0,0,0,18,3,0,0,0,0,9,109,7,20,10,0,155,39,8,11,10,10,76,3306,461,728,327,80,4909,2668,186,425,197,31,3509,4,0,0,0,0,4,0,0,0,0,0,0,13,3,0,0,0,15,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,3,5,0,0,29,0,0,0,0,0,6,6,0,0,0,0,7,13,0,0,3,0,18,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,11,0,0,3,0,12,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,15,0,3,0,0,17,0,0,0,0,0,0,11,0,4,0,0,17,114,6,12,3,0,138,0,0,0,0,0,0,44,0,0,5,0,53,4,0,0,0,0,7,5,0,3,0,0,7,29,5,5,4
50201,5,0,0,57,20,8,8,0,0,29,288,34,40,0,6,360,64,9,7,3,8,88,9573,1030,1295,202,101,12200,10474,400,736,183,68,11859,0,0,0,0,0,0,7,0,0,0,0,7,45,7,6,0,0,60,58,16,12,0,0,84,0,0,0,0,0,8,4,0,0,0,0,3,10,0,0,0,0,10,45,0,11,0,0,57,4,0,0,0,0,4,19,0,0,0,0,23,175,14,13,0,0,203,92,4,3,0,0,107,14,0,4,0,0,22,0,0,0,0,0,0,90,3,6,5,0,103,18,0,4,0,0,18,19,0,4,0,0,21,21,0,0,0,0,25,0,0,0,0,0,3,82,4,12,0,0,96,20,0,0,0,0,20,28,3,8,0,0,40,688,26,46,3,13,777,4,0,0,0,0,4,434,10,17,0,9,468,4,0,0,0,0,7,43,6,5,0,0,49,378,26,34,8
50301,6,0,0,143,91,9,13,3,5,113,1216,96,77,4,4,1401,50,5,5,3,3,72,13951,1796,1234,207,66,17256,15145,586,760,176,39,16710,16,0,0,0,0,20,30,0,0,0,0,26,161,4,17,0,0,183,354,23,22,16,7,425,36,0,6,0,0,41,21,0,0,0,0,21,9,0,0,0,0,13,169,3,9,0,0,180,14,0,0,0,0,12,120,6,10,0,0,140,819,18,9,3,5,848,218,7,8,6,0,239,93,3,9,5,0,109,25,0,0,0,0,25,336,7,6,0,0,357,133,4,8,3,0,152,146,8,4,0,0,152,77,0,0,0,0,85,5,0,0,0,0,11,534,25,30,7,0,592,101,0,0,0,0,102,62,4,6,5,0,76,645,20,29,0,3,696,35,0,3,0,0,35,460,5,6,0,0,469,102,4,13,0,0,114,330,7,11,4,0,347,671,35,45,9
50302,27,0,0,684,623,69,71,10,4,779,7227,397,247,36,22,7926,206,15,22,0,19,255,94593,6667,3745,409,326,105743,56705,1474,1572,244,125,60118,84,0,0,4,0,92,148,4,0,0,0,155,481,9,14,0,0,511,1973,107,71,24,11,2184,165,6,3,0,0,182,78,0,0,0,0,81,76,0,3,0,0,79,511,18,20,0,0,556,53,6,4,0,0,58,491,23,20,0,0,529,3727,60,38,15,13,3851,1032,26,11,5,4,1077,420,10,14,0,4,448,62,0,0,0,0,62,1311,26,26,9,5,1373,456,15,22,7,3,502,485,9,34,4,0,534,469,48,19,0,0,542,43,0,4,0,0,41,2520,76,66,22,8,2694,443,3,3,0,0,453,202,6,10,0,0,216,3022,63,54,6,12,3156,167,4,5,5,0,179,1893,9,17,5,0,1931,348,9,13,5,0,370,1220,31,23,7,9,1287,2617,68,74,11
50401,3,0,0,56,215,31,56,5,6,316,844,107,134,12,10,1106,40,4,5,0,7,52,11369,1512,1440,142,105,14564,6348,338,530,87,25,7329,16,0,0,5,0,16,24,0,0,0,0,24,38,0,7,0,0,45,208,28,25,5,0,269,15,0,3,0,0,25,7,0,0,0,0,6,8,0,0,0,0,8,36,5,4,0,0,43,6,0,3,0,0,10,55,6,3,4,0,63,379,16,13,4,4,425,68,0,11,0,0,80,39,3,4,0,0,52,8,4,0,0,0,16,87,4,11,0,0,92,85,3,15,5,4,103,36,3,3,0,0,43,62,0,11,3,0,71,4,0,0,0,0,4,164,7,10,7,0,191,61,0,3,0,0,63,10,0,4,0,0,14,311,13,26,0,4,358,12,3,4,0,0,16,308,3,6,0,0,318,60,5,11,0,0,76,72,3,3,0,0,80,161,12,15,4
50402,6,0,0,27,24,0,10,0,0,35,154,29,24,4,0,200,20,3,0,0,0,21,3515,566,636,82,39,4840,2777,196,407,81,12,3469,3,0,0,0,0,8,0,0,0,0,0,0,8,4,5,0,0,18,17,6,0,0,0,26,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,14,3,7,0,0,26,0,0,0,0,0,0,6,0,0,0,0,7,83,6,4,3,0,95,12,0,4,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,25,0,3,0,0,29,9,4,7,0,0,17,5,0,6,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,24,0,3,0,0,28,11,0,0,0,0,11,10,0,0,0,0,17,138,6,17,9,4,166,3,0,0,0,0,6,89,0,0,7,0,93,8,5,0,0,0,12,8,0,0,0,0,11,64,11,11,0
50403,10,0,0,135,398,42,103,21,8,570,1940,213,179,32,25,2390,112,16,3,5,22,156,28966,2807,2375,365,211,34728,15507,577,965,244,54,17338,27,0,0,0,0,28,21,0,0,0,0,25,79,3,4,0,0,85,252,21,22,3,0,305,42,0,8,3,0,54,18,3,3,0,0,20,15,0,0,0,0,16,106,5,13,0,0,126,13,0,3,0,0,17,70,3,7,0,0,86,939,51,65,21,10,1086,121,3,6,6,0,141,68,4,3,3,0,77,16,0,0,0,0,17,218,12,14,5,0,246,86,9,9,8,0,111,39,4,3,0,0,50,40,6,4,0,0,48,10,0,0,0,0,14,321,11,20,7,8,358,47,0,0,0,0,51,40,4,0,0,0,51,996,32,47,15,3,1096,51,0,7,0,0,54,648,7,19,14,3,692,63,3,4,0,0,71,158,5,8,0,0,171,559,23,31,13
50501,8,3,0,95,102,22,26,10,0,162,804,129,145,18,7,1104,39,4,7,0,5,55,13388,2219,2313,250,94,18260,15034,584,1087,196,57,16958,19,0,0,0,0,28,19,0,0,0,0,18,104,3,19,0,0,123,193,37,18,5,3,267,18,0,5,0,0,27,36,3,9,0,0,45,13,0,0,0,0,15,127,4,28,6,0,165,11,3,0,0,0,19,62,4,11,0,0,75,585,25,14,7,0,631,111,5,8,0,0,131,77,5,11,0,0,95,21,0,0,0,0,20,489,18,30,9,0,547,77,7,10,4,0,103,68,3,15,3,0,82,47,0,6,3,0,52,10,0,0,0,0,9,204,10,20,0,0,240,36,0,0,0,0,39,56,0,6,0,0,61,838,28,63,18,5,948,30,0,4,0,0,35,346,5,11,9,0,364,90,8,16,0,0,119,145,3,18,0,0,160,1061,61,139,12
