POW_SA3_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
50502,176,123,879,205,272,81,93,123,31,1979,191,142,797,119,186,67,73,87,28,1688,175,102,549,45,82,42,43,32,18,1092,371,127,643,46,98,66,49,55,23,1479,90,26,115,8,14,7,3,5,11,281,149,21,92,4,12,15,5,9,0,307,7,0,55,19,7,3,4,4,33,137,1601,890,5282,2300,1696,1020,613,1006,251,14646,0,0,0,0,0,0,0,3,0,12,0,0,3,7,3,22,9,8,0,51,0,0,3,13,0,32,0,21,0,79,0,5,7,11,9,22,5,6,0,63,3,0,6,14,5,22,0,7,4,66,3,0,26,27,18,28,7,24,0,139,8,3,21,30,27,26,16,15,3,156,11,7,37,30,39,25,16,25,0,187,15,10,16,26,59,24,6,24,0,171,18,13,15,7,42,9,3,9,0,115,3,7,8,10,16,12,7,3,0,65,10,0,4,3,6,4,0,0,0,32
50503,136,60,822,113,153,54,136,137,15,1617,153,47,724,69,112,39,109,97,16,1373,132,26,486,45,52,26,92,52,13,931,269,67,543,38,55,37,88,73,25,1203,63,10,111,0,9,3,18,6,4,233,95,6,63,0,8,11,16,11,5,217,8,3,66,17,8,5,8,15,26,155,1293,423,5154,1953,1154,745,943,1183,174,13010,0,0,0,0,0,0,0,0,0,12,4,0,8,10,0,18,6,22,0,71,0,0,3,11,14,34,3,15,0,82,0,4,3,14,12,30,8,20,0,90,6,4,13,15,13,19,7,21,0,86,3,0,10,24,12,39,10,28,0,130,6,3,16,22,21,18,9,22,0,112,12,0,16,17,26,16,14,29,4,146,8,0,11,8,26,12,17,16,4,110,4,4,5,9,8,7,12,8,0,49,4,4,6,3,7,0,9,6,0,43,5,0,0,10,4,0,0,8,0,32
50601,56,15,247,70,69,8,41,38,3,552,59,11,232,47,43,9,24,19,5,438,53,11,143,24,21,7,15,13,0,285,57,16,170,28,17,5,40,12,13,352,20,0,38,0,0,0,4,0,0,69,18,9,20,0,0,0,4,4,0,55,3,0,15,8,0,3,0,0,7,42,413,166,1650,1014,524,307,275,383,55,4786,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,12,0,30,0,0,0,9,0,23,3,10,0,49,0,0,4,6,0,18,7,14,0,40,4,0,7,4,0,20,0,5,0,43,0,0,13,5,8,20,0,11,0,56,3,0,4,12,6,14,0,4,0,55,9,0,10,11,16,18,4,9,0,69,7,0,0,11,12,11,5,7,0,59,5,0,5,4,8,0,3,5,0,32,3,0,3,5,0,5,4,3,0,24,5,0,0,0,0,0,3,0,0,9
50602,143,122,540,214,274,88,177,95,29,1677,141,125,618,147,197,45,160,80,23,1545,165,116,494,90,113,33,142,60,21,1235,354,223,1041,59,138,52,269,72,29,2238,104,65,308,6,21,6,63,15,8,591,181,57,258,8,12,16,38,13,8,595,13,0,36,7,6,4,15,6,21,100,1343,927,4461,2028,1521,744,1511,895,217,13656,0,0,0,0,0,9,0,0,0,4,0,0,0,13,9,12,0,5,0,37,0,0,0,24,6,18,0,20,0,73,0,3,3,23,0,10,6,16,0,56,4,0,6,16,0,15,8,9,0,64,0,6,12,33,17,24,6,22,6,122,6,0,12,28,14,25,15,23,0,133,11,0,24,40,38,15,30,21,0,173,10,13,13,42,37,23,39,25,0,199,8,3,9,24,28,11,17,6,0,115,13,8,7,15,14,0,12,10,0,82,3,8,4,6,7,4,9,6,0,56
50603,152,91,931,112,266,91,233,107,19,2013,235,113,889,87,162,92,160,80,30,1847,190,93,642,49,102,47,162,58,22,1376,478,136,1037,44,112,50,193,86,23,2165,124,42,210,0,17,11,31,10,3,460,191,27,128,0,8,10,22,11,7,404,18,8,53,10,11,10,9,6,32,150,1738,729,5689,1366,1612,866,1793,1052,219,15070,0,0,0,0,0,0,0,0,0,8,0,0,0,7,5,16,0,23,0,56,0,7,0,14,0,27,5,23,0,80,0,0,8,4,3,14,8,17,0,60,0,0,10,8,9,27,8,22,0,81,0,0,23,22,19,30,13,29,0,137,9,0,28,11,25,15,20,30,0,139,9,5,24,16,37,25,46,23,5,188,12,9,28,14,48,19,46,42,0,224,6,3,16,7,16,8,26,14,0,103,12,4,12,5,18,5,17,16,0,82,8,5,5,0,4,7,4,7,0,47
50604,65,29,324,118,81,32,76,62,16,795,88,38,304,168,48,26,48,33,8,760,63,42,190,91,20,11,24,14,11,466,131,45,230,78,19,22,36,21,11,580,33,5,55,4,3,5,6,0,0,117,52,9,29,3,5,3,10,5,0,106,0,3,29,3,4,9,5,12,8,65,615,285,2143,1462,555,393,466,484,84,6497,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,10,0,24,0,0,0,9,3,20,4,11,0,46,0,0,3,13,4,12,0,8,0,34,0,0,6,9,8,18,5,7,0,50,0,3,7,9,19,21,9,21,0,91,4,4,11,10,14,16,11,9,0,75,3,0,9,13,11,10,10,8,0,73,6,0,9,7,23,9,13,11,0,79,3,0,0,3,7,3,5,4,0,28,4,0,9,9,5,0,3,0,0,28,0,0,0,0,0,0,0,0,0,13
50605,38,16,207,37,73,21,83,37,11,519,31,19,214,16,41,8,63,27,8,425,36,19,178,10,25,8,40,13,0,331,89,19,273,17,23,17,51,21,5,506,23,5,42,6,4,0,11,6,0,103,32,4,32,0,3,3,7,0,0,99,7,0,17,4,4,0,5,0,4,42,361,134,1505,519,405,181,483,310,53,3953,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,4,0,14,0,0,3,10,0,7,3,8,0,36,0,4,0,4,0,6,0,3,0,23,0,0,0,3,0,6,0,9,0,25,0,0,7,3,6,3,3,3,0,33,0,4,7,3,8,7,3,5,0,42,0,0,3,9,11,5,5,13,0,44,3,0,6,4,12,0,9,4,0,45,5,0,7,0,5,0,7,4,0,30,0,0,6,0,0,0,8,0,0,20,0,0,0,0,0,0,0,5,0,3
50606,16,10,73,12,11,0,9,16,0,157,14,10,80,23,10,0,12,7,0,169,6,8,26,21,7,0,8,12,3,91,18,3,52,12,5,0,9,0,4,107,0,0,9,0,0,3,4,4,4,21,5,0,14,0,4,0,0,0,0,20,0,0,8,0,0,0,0,0,0,17,140,65,548,320,149,72,91,194,29,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,13,0,0,0,0,0,7,0,6,0,9,0,0,0,0,0,0,4,0,0,9,0,0,0,3,9,0,0,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,3,4,0,7,3,5,0,29,3,0,3,3,5,0,0,3,0,17,0,0,4,4,7,0,0,4,0,20,0,0,0,0,5,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
50607,15,11,101,32,18,14,4,8,0,206,23,19,60,20,22,3,7,7,0,150,9,11,36,15,18,0,0,7,0,97,29,13,52,6,8,5,14,6,0,129,0,3,11,0,0,6,0,4,0,32,13,0,15,0,0,4,0,3,0,37,0,0,4,0,0,0,0,0,3,15,140,110,535,514,218,114,41,141,37,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,7,0,0,0,4,0,3,0,3,0,17,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,3,4,3,0,0,5,0,19,0,0,9,18,5,4,0,0,0,35,3,0,4,8,12,4,0,4,0,25,3,0,7,5,10,0,0,0,0,20,0,3,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
50701,118,63,887,77,190,43,163,93,16,1663,129,77,885,79,144,37,133,82,25,1593,149,66,723,40,84,19,89,55,24,1243,349,135,1154,34,124,27,146,90,47,2106,109,23,183,5,18,3,23,14,5,378,138,20,113,3,22,13,17,5,3,342,8,5,54,15,9,10,6,6,19,123,1301,572,5743,1344,1295,591,1087,913,193,13039,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,14,0,14,0,41,3,3,0,13,3,23,4,20,0,63,0,4,6,17,5,20,4,13,0,63,3,3,8,9,8,21,3,14,0,72,8,0,21,21,13,20,9,20,0,112,4,4,26,20,15,16,11,22,4,124,10,0,24,13,15,17,22,21,0,132,15,7,22,9,24,10,28,18,0,141,4,8,15,4,17,3,17,7,0,73,3,4,11,0,11,3,11,6,0,45,3,9,6,0,10,4,5,0,0,33
50702,68,41,258,59,111,27,52,44,8,667,78,50,226,44,63,16,42,35,14,573,78,24,144,28,31,18,30,31,6,389,119,73,193,29,35,19,55,93,0,619,35,12,36,0,9,0,3,21,0,108,46,10,26,0,3,5,3,0,4,97,4,0,13,3,0,3,0,3,6,38,610,320,1664,837,583,298,316,521,66,5214,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,7,4,21,0,0,0,11,0,6,0,12,0,36,0,0,8,8,0,4,0,6,0,31,0,0,3,11,8,4,0,13,0,42,3,0,10,21,3,11,3,5,0,51,0,3,9,12,6,4,6,10,0,59,6,0,7,11,15,5,11,8,0,59,9,3,5,3,16,7,3,9,0,62,4,3,7,10,8,5,0,0,0,36,3,7,3,5,15,4,0,0,0,42,0,0,3,0,0,0,0,0,0,15
50703,34,26,225,46,50,9,71,48,13,528,33,28,326,76,38,4,89,53,7,654,45,24,283,65,31,0,96,50,5,608,100,43,706,52,51,3,224,69,25,1286,46,10,208,3,13,0,45,9,10,349,69,6,156,0,11,6,18,9,3,270,3,0,22,10,0,0,7,10,11,52,404,184,2394,654,384,125,713,446,116,5424,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,15,0,0,0,5,0,4,0,11,0,25,0,0,0,5,0,7,0,7,0,26,0,0,0,5,5,7,4,0,0,14,0,0,4,6,0,5,0,5,0,26,0,0,8,4,0,3,3,7,0,27,0,0,11,4,3,5,11,7,0,43,3,3,7,4,9,5,14,10,0,55,0,0,4,5,11,0,5,6,0,32,0,0,6,9,4,0,6,7,0,23,0,3,0,6,5,0,4,4,0,23
50704,68,37,314,95,113,35,39,35,6,737,84,34,260,43,75,21,38,27,5,595,45,37,161,31,35,15,25,14,6,355,111,43,251,47,34,14,32,19,11,560,22,9,47,0,5,3,13,6,6,119,52,11,50,9,4,5,5,0,4,142,8,3,11,9,3,4,7,3,6,45,592,303,2034,1282,823,486,295,462,92,6364,0,0,0,0,0,5,0,0,0,5,0,8,0,3,0,12,0,5,0,34,0,6,0,10,5,23,0,8,0,57,0,0,3,11,0,17,0,16,0,53,0,0,4,9,3,17,4,7,0,51,7,5,7,16,9,15,0,15,0,75,6,4,10,18,5,8,5,11,0,70,0,6,11,14,15,14,3,17,0,80,11,0,3,19,32,3,13,9,0,92,4,0,10,8,10,5,4,3,0,54,0,0,4,0,6,5,0,0,0,22,0,0,3,5,0,0,0,0,0,18
50705,87,36,427,185,83,22,52,41,12,954,97,43,430,101,55,21,50,41,13,847,77,26,277,55,22,11,26,11,5,521,129,55,375,95,26,21,65,19,13,800,32,8,74,11,10,6,6,3,5,139,37,5,39,3,7,8,8,0,0,103,6,4,28,9,3,3,5,4,16,85,762,363,2894,2118,748,700,404,632,120,8735,0,0,0,5,0,0,0,0,0,8,0,0,0,13,4,17,0,15,0,49,3,0,9,11,5,31,3,28,0,89,0,0,4,13,0,27,5,27,0,81,4,0,12,18,6,27,0,19,0,85,5,0,14,29,11,31,4,24,0,126,9,4,11,22,18,34,9,12,0,113,8,0,17,23,23,11,8,13,0,93,10,4,12,16,21,9,8,13,0,85,18,3,18,17,14,4,0,4,0,71,4,3,9,10,3,0,0,0,0,24,0,0,0,5,0,0,0,3,0,16
50901,101,44,278,78,67,24,73,57,14,732,105,28,238,86,43,17,61,37,5,622,70,23,135,48,19,8,39,27,0,359,116,21,172,39,26,15,34,16,5,450,32,3,26,0,3,8,0,0,0,78,37,0,27,0,5,7,8,8,0,86,11,0,8,6,3,0,5,0,0,42,889,262,1885,1055,583,422,438,715,77,6322,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,15,0,8,0,45,0,0,0,9,4,7,0,12,0,42,3,5,3,3,4,4,0,8,0,40,6,0,5,10,7,12,5,6,0,41,0,0,14,13,10,15,9,14,0,79,3,3,17,22,13,23,5,20,0,106,5,5,11,25,19,11,4,24,0,106,15,8,3,8,26,13,10,15,5,93,8,7,0,0,12,3,10,3,0,49,4,0,0,6,0,0,7,5,0,27,8,0,0,0,3,0,3,0,0,21
50902,90,20,181,46,64,10,62,77,6,569,100,24,216,39,35,15,60,52,6,543,85,16,153,19,26,12,67,27,6,401,138,35,333,27,17,3,159,33,12,760,33,6,121,0,4,0,24,9,0,202,42,8,78,0,9,8,13,6,7,162,21,3,16,9,0,5,4,0,3,67,914,191,1741,559,487,223,580,561,72,5327,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,11,0,0,0,8,0,3,0,11,0,18,3,3,0,0,9,3,0,10,0,25,0,0,4,4,7,3,0,9,0,28,0,3,8,9,12,4,6,10,0,45,4,3,12,10,10,10,3,13,0,63,9,0,4,14,15,8,10,25,0,83,19,5,7,8,19,3,3,14,0,74,5,0,0,9,9,0,7,12,0,44,5,0,0,5,4,0,11,4,0,27,5,0,3,4,5,0,4,0,0,22
50903,54,11,69,20,28,11,41,27,6,260,46,11,86,13,12,8,56,32,0,271,40,13,96,0,10,3,66,18,0,244,47,30,405,18,24,6,189,27,5,750,21,10,102,0,3,0,30,3,0,173,24,4,69,0,7,0,4,0,6,110,12,0,13,3,5,0,3,0,5,39,456,102,1091,236,213,83,491,272,47,2988,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10,0,0,4,0,4,0,0,0,0,4,3,0,0,0,3,0,0,0,0,12,0,0,0,4,3,0,0,0,0,17,8,0,7,5,4,9,4,3,0,42,0,0,4,9,6,6,0,8,0,33,8,3,4,0,6,4,0,6,0,35,0,0,0,0,4,0,0,0,0,13,3,0,3,0,4,0,0,5,0,18,3,0,0,0,0,0,0,0,0,10
51001,75,43,122,81,83,19,26,53,4,501,67,54,154,50,54,7,33,28,10,455,55,24,112,36,20,7,34,24,8,314,87,32,220,64,20,6,63,39,6,540,28,10,74,0,4,0,12,5,5,133,33,9,97,6,10,0,10,14,0,170,9,3,11,4,3,0,7,0,11,55,449,277,1109,521,369,133,258,374,72,3565,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,4,4,5,8,0,0,0,14,0,3,0,0,0,0,0,3,0,14,0,4,0,8,0,0,0,0,0,18,0,0,0,15,8,11,0,4,0,36,0,0,5,7,8,8,0,5,0,42,4,6,0,13,5,3,3,6,0,46,5,6,0,6,18,0,0,8,0,47,8,12,0,15,10,0,3,7,0,52,0,3,0,4,12,3,0,0,0,29,0,0,0,3,4,0,0,3,0,13
51002,32,20,173,37,60,9,106,90,13,531,22,16,339,33,68,6,198,80,13,790,37,25,499,31,54,8,289,77,10,1022,113,140,2259,67,88,7,981,208,48,3916,74,91,1339,9,34,4,307,58,31,1944,184,88,1160,5,43,5,220,42,35,1782,7,3,52,3,0,4,26,14,25,127,502,422,6058,313,455,88,2220,732,199,10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,7,0,0,0,3,0,15,3,0,0,3,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,11,0,0,5,6,7,3,0,0,0,22,0,0,9,5,0,3,0,7,0,22,0,0,8,0,4,6,0,6,0,18,0,0,5,4,6,4,3,12,0,46,7,0,11,3,16,0,6,19,5,65,0,3,15,0,13,4,22,10,0,70,4,0,8,3,4,0,31,10,0,57
51003,24,23,176,37,79,18,82,83,12,527,47,23,317,35,65,6,155,87,23,758,47,37,454,28,68,9,179,83,9,909,133,115,2027,58,112,7,856,228,81,3608,70,64,1174,14,44,3,266,60,41,1742,193,91,1519,3,45,5,184,59,51,2141,5,0,57,0,7,0,19,3,13,100,584,398,5988,375,572,125,1828,746,254,10865,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,7,0,13,0,0,0,7,0,5,0,5,0,16,0,0,0,3,0,9,0,3,0,12,0,0,0,0,0,5,0,6,0,9,0,0,0,3,3,3,0,4,0,15,0,0,7,0,3,0,0,3,0,27,0,0,12,0,5,4,3,0,0,28,0,5,3,9,20,0,10,15,0,60,4,0,7,7,14,0,5,21,0,65,0,0,7,3,9,0,7,14,0,44,0,5,5,4,8,0,12,6,0,40
51101,25,11,71,8,26,8,38,26,11,221,27,10,91,8,16,9,35,17,0,212,30,14,72,5,9,0,38,17,0,180,41,17,213,6,15,4,89,25,7,406,11,0,81,0,3,4,15,3,0,114,20,4,45,0,4,0,6,4,4,83,4,0,15,0,0,0,0,3,6,27,282,86,817,208,195,81,271,211,50,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,4,0,0,0,0,4,3,0,10,0,15,7,0,4,0,0,0,0,0,0,15,0,0,3,6,8,0,4,3,5,21,0,0,0,9,0,7,0,3,0,22,5,0,0,0,8,0,3,4,0,23,5,3,8,0,6,0,0,8,0,33,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,3,3,0,10
51102,19,0,52,17,23,3,5,10,0,130,17,8,47,21,12,5,13,11,0,146,19,3,39,10,0,0,14,0,0,81,23,8,95,8,5,0,30,16,4,187,0,0,29,0,0,0,5,0,0,39,11,3,28,0,3,0,4,0,0,55,6,0,3,0,0,0,0,4,5,20,173,70,401,144,121,55,100,142,25,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,10,0,0,0,4,4,3,0,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,4,0,0,0,15,0,0,6,0,3,0,0,4,0,13,0,0,3,6,5,3,0,0,0,16,5,0,4,4,3,0,0,0,0,15,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
51103,42,20,207,39,73,18,102,57,12,581,48,34,310,51,75,5,167,53,6,743,33,32,383,26,45,0,279,63,8,872,128,101,1697,42,51,9,823,101,33,2981,71,34,713,0,14,0,161,31,10,1034,108,20,448,0,8,5,111,11,10,729,3,0,41,4,4,0,18,4,17,88,518,307,4149,461,500,161,1757,497,127,8481,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,12,0,0,0,8,0,0,0,3,0,17,3,0,0,4,3,3,0,4,0,20,3,0,0,0,0,5,0,0,0,18,0,4,4,6,8,3,0,11,0,37,0,0,11,8,10,11,3,7,6,55,0,0,3,12,9,12,4,7,0,51,8,3,7,11,18,3,11,11,0,68,0,3,11,9,17,0,7,9,0,57,3,0,11,9,8,0,13,10,0,61,3,0,13,6,7,0,28,8,0,63
51104,86,31,290,72,99,27,70,51,9,732,91,52,312,73,61,13,119,64,11,797,63,22,242,44,40,8,159,37,8,624,136,49,906,47,43,8,321,68,21,1597,31,17,285,3,11,9,92,11,8,468,63,10,166,3,10,3,50,11,10,328,6,3,32,6,5,0,11,7,7,73,712,316,3009,902,679,334,1000,653,112,7716,0,0,0,0,0,0,0,0,0,8,0,0,4,10,0,6,3,5,0,21,0,0,3,5,0,13,0,4,0,34,5,0,0,9,9,10,7,12,0,39,3,0,9,7,9,12,0,9,0,47,8,0,15,19,11,21,6,15,0,91,0,0,3,14,26,15,8,11,0,77,3,5,5,20,23,17,3,19,0,101,6,5,3,12,20,14,8,23,4,95,8,3,11,3,10,3,9,13,0,58,3,5,4,3,12,0,12,3,0,42,3,0,8,7,3,0,10,3,0,29
59797,0,0,5,0,0,0,0,0,0,15,0,0,9,0,0,0,3,6,0,24,0,4,13,0,0,0,3,4,0,30,0,8,53,3,5,0,14,31,0,115,0,9,61,0,0,0,18,13,3,102,7,8,175,3,6,0,28,10,9,247,0,0,0,0,0,0,0,3,4,9,17,33,344,13,13,0,72,79,15,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
59999,94,65,1596,148,45,40,139,303,20,2449,125,49,1579,73,33,24,167,251,23,2324,76,48,1113,54,30,16,174,188,30,1725,146,100,1937,52,50,8,519,260,43,3123,39,38,548,11,15,3,134,57,17,850,89,28,552,3,16,4,96,46,16,857,9,4,110,3,0,3,27,30,26,207,894,615,11415,1997,477,324,1803,2717,291,20538,0,0,3,0,0,0,0,3,0,11,0,6,4,17,0,5,0,10,0,42,0,8,3,19,0,5,4,23,0,55,0,4,5,21,0,6,9,23,0,67,0,5,19,15,5,7,5,21,0,75,0,3,35,22,13,3,5,32,0,124,0,6,33,28,7,6,7,37,0,120,4,0,20,21,5,7,13,25,0,100,9,3,18,18,6,10,7,26,0,90,5,0,13,17,6,5,10,17,0,63,4,0,12,5,9,0,9,12,0,61,6,0,6,4,4,0,12,16,0,48
