POW_SA3_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
50502,25,32,36,30,164,179,55,119,0,642,0,12,16,8,8,24,17,32,0,117,5,29,12,10,13,34,12,37,5,152,0,3,5,3,8,12,4,5,18,54,410,1590,1655,996,2921,1994,423,571,72,10619,11,32,6,3,4,0,4,7,8,69,55,813,27,0,0,0,0,4,12,908,25,699,127,12,7,3,0,0,4,884,22,447,144,25,14,10,0,5,4,662,26,310,286,34,15,6,0,5,5,694,28,248,442,81,58,23,5,5,10,901,19,123,304,201,168,71,11,23,13,930,22,62,118,154,321,143,25,29,9,883,27,38,60,70,260,201,58,63,5,777,16,18,36,26,131,165,56,57,3,498,11,15,11,23,87,126,42,59,0,370,11,6,17,12,46,74,21,42,0,233,6,10,12,18,59,95,35,111,0,352,0,3,3,0,9,18,11,36,0,80,0,7,7,15,8,30,8,79,0,157
50503,11,8,11,13,43,65,28,56,0,239,3,7,7,0,7,7,5,14,0,42,0,13,7,6,0,11,0,18,0,60,3,5,10,3,8,9,0,5,8,45,166,1037,1020,557,1327,1070,236,313,50,5770,4,23,0,3,0,0,0,0,3,36,41,705,19,0,0,0,0,0,3,763,17,491,99,8,0,0,0,0,7,623,11,287,132,23,6,3,0,0,9,467,17,177,168,22,6,7,4,4,0,413,21,137,296,84,33,13,0,4,7,604,18,66,158,113,125,43,3,19,0,550,11,37,74,58,195,81,22,13,9,507,6,10,27,25,130,115,34,41,4,397,3,9,18,18,60,103,29,37,0,271,6,8,5,12,34,69,26,41,0,202,3,4,0,5,23,30,11,34,0,114,5,0,3,7,18,38,14,84,0,172,0,0,0,0,3,12,4,13,0,38,0,5,8,0,7,21,5,31,0,62
50601,3,14,6,0,12,22,5,13,0,77,0,0,0,7,0,0,0,3,0,16,0,3,3,0,4,3,0,3,0,24,0,0,5,0,4,3,0,0,7,13,97,425,384,234,566,341,94,95,25,2258,4,13,4,0,0,0,0,0,0,18,14,324,12,0,0,0,0,0,4,360,15,244,46,4,3,0,0,0,0,315,8,133,52,3,4,0,0,0,0,213,11,76,91,17,3,4,0,4,0,216,10,64,141,46,17,4,0,4,3,291,10,38,71,48,70,12,0,3,3,260,11,16,27,42,101,31,6,8,0,241,4,5,8,15,65,32,8,10,0,147,5,5,0,8,29,30,14,12,0,100,0,0,8,5,7,18,8,4,0,51,0,4,0,3,8,7,0,5,0,27,3,6,0,0,9,10,5,9,0,36,0,0,0,0,0,3,4,0,0,6,0,0,3,6,0,0,4,8,0,14
50602,22,14,12,19,117,207,81,176,0,659,4,5,3,3,20,45,20,37,0,143,3,4,7,4,12,30,19,57,0,148,0,0,0,5,6,6,0,3,12,40,338,868,1044,609,2296,2264,647,797,67,8927,12,15,0,0,0,0,0,6,0,31,36,434,8,6,0,0,0,0,6,489,17,346,54,3,0,0,0,0,3,424,12,225,84,3,0,0,4,4,5,337,14,178,150,15,8,7,3,0,4,386,18,145,221,55,36,15,3,3,10,508,18,74,172,114,91,40,10,8,7,541,27,41,89,76,181,76,21,16,0,525,23,30,46,52,199,171,29,27,0,588,16,12,19,30,122,148,32,47,0,428,11,6,13,21,81,93,30,43,0,287,3,7,0,5,29,63,25,44,0,169,8,5,8,4,39,82,26,65,5,236,0,0,0,0,3,19,0,20,0,47,0,8,4,0,9,13,9,46,4,82
50603,23,17,16,28,127,171,50,132,10,572,3,11,4,6,11,30,10,20,0,92,0,8,13,5,13,27,10,34,0,112,0,3,4,9,10,11,3,3,5,48,295,1062,1205,735,2617,2106,523,756,79,9382,6,29,3,0,3,0,0,3,0,49,34,509,31,0,0,0,0,3,4,583,20,502,61,3,5,3,0,0,4,603,14,298,126,19,3,10,3,0,5,485,17,236,223,35,15,13,0,8,6,550,12,166,275,95,38,13,10,6,3,632,19,73,180,114,129,42,3,13,8,585,21,36,71,79,248,128,23,34,8,644,21,33,33,40,209,200,41,40,4,627,5,14,8,14,142,177,51,40,0,467,8,12,11,8,91,125,41,59,0,362,5,4,0,0,48,67,29,61,0,218,3,4,3,10,54,86,52,110,5,323,0,0,0,4,15,16,11,30,0,73,9,0,6,3,9,14,0,46,0,80
50604,4,8,12,5,25,41,8,29,0,127,0,3,3,0,0,9,0,9,0,23,0,4,0,0,5,9,0,5,0,28,0,7,4,0,7,3,0,4,0,23,94,506,485,253,706,540,117,170,12,2883,5,12,4,0,0,0,0,0,4,33,14,308,6,0,0,0,0,0,3,340,14,214,44,9,0,0,0,4,4,284,10,159,59,6,3,5,3,5,6,249,6,98,123,11,9,7,3,0,0,262,16,77,166,52,31,13,4,5,3,358,11,37,87,57,83,19,4,8,3,302,19,17,41,49,102,53,10,8,5,294,12,12,22,16,91,69,16,15,3,246,4,0,6,5,49,50,18,19,0,158,5,7,4,5,13,39,7,20,0,108,0,0,0,5,9,21,3,19,0,54,0,0,4,3,8,22,7,27,0,75,0,0,0,0,6,7,0,10,0,21,0,4,0,4,3,0,3,7,0,15
50605,3,4,8,7,14,31,5,27,0,97,0,0,0,0,5,13,0,4,0,23,0,0,0,0,3,7,0,8,0,25,0,4,0,5,0,4,0,0,8,16,53,354,289,194,451,450,122,155,15,2083,0,0,0,0,0,0,0,5,0,10,14,155,6,0,0,0,0,0,0,174,6,115,20,0,0,3,0,0,3,144,0,59,27,0,0,0,0,0,0,93,3,47,62,9,5,0,0,0,0,120,7,24,60,18,7,4,6,8,0,132,7,11,40,39,17,12,0,3,0,137,0,17,12,10,41,10,0,3,4,100,4,5,4,7,33,30,5,3,0,98,5,0,3,4,19,25,12,4,0,76,0,0,0,0,9,17,10,3,0,41,0,0,0,0,11,14,10,8,0,48,0,0,0,0,10,18,8,21,0,56,0,0,0,0,0,0,5,6,0,10,0,0,0,0,3,7,5,15,0,30
50606,0,0,5,0,9,6,3,3,0,23,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,29,175,132,55,75,90,15,37,7,615,0,5,0,0,0,0,0,0,0,4,4,91,3,0,0,0,0,0,0,99,8,46,15,0,0,0,0,0,0,67,0,27,16,0,0,0,0,0,0,39,3,16,17,10,0,3,0,0,0,43,0,9,22,11,4,0,0,0,0,53,0,10,16,17,11,6,4,0,0,53,4,0,10,8,18,11,0,0,0,56,0,0,3,4,10,10,0,0,0,30,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,5
50607,3,11,9,11,26,33,6,12,0,121,0,5,3,0,4,8,0,9,0,34,0,8,9,3,0,6,0,4,0,35,0,0,0,0,3,0,0,0,0,4,70,345,348,194,438,281,48,66,16,1805,0,3,0,0,0,0,0,0,0,8,10,137,5,0,0,0,0,0,0,154,3,74,10,0,0,0,0,0,0,95,0,58,17,0,0,0,0,0,0,84,0,27,21,0,3,3,0,0,0,61,4,22,37,7,4,0,0,5,0,79,7,13,35,17,10,3,0,4,0,83,4,5,20,15,22,16,3,3,0,89,5,5,0,6,29,30,6,6,0,95,3,4,4,9,20,23,9,11,0,75,4,4,6,5,4,11,6,7,0,46,0,6,0,0,3,0,8,8,0,28,0,3,0,5,3,18,5,17,0,47,0,0,0,0,0,7,5,5,0,19,0,6,0,4,0,8,0,18,0,30
50701,19,13,13,13,99,180,54,100,0,487,3,9,3,0,19,22,9,31,0,103,4,9,7,8,11,31,14,34,0,113,0,7,0,0,5,9,0,3,4,35,189,809,861,474,1442,1471,355,424,42,6062,6,16,4,4,4,0,0,0,0,32,13,489,11,0,3,0,0,0,0,529,12,339,64,8,0,0,0,3,13,436,9,213,91,12,4,3,0,0,3,337,11,134,175,16,9,6,0,5,3,363,25,101,195,52,40,17,5,5,8,437,16,51,108,79,96,31,4,13,3,409,5,32,43,52,132,74,13,16,3,366,8,18,30,35,112,114,27,28,3,371,5,11,3,13,61,73,20,16,0,207,8,0,10,12,29,52,19,30,0,163,0,3,0,5,15,45,7,13,0,99,3,5,7,4,20,52,17,39,0,141,0,0,0,6,3,12,3,12,0,29,0,0,4,0,0,16,3,21,0,45
50702,17,12,14,4,94,90,23,51,0,303,0,8,4,0,9,11,4,7,0,50,0,3,6,3,0,8,5,14,0,36,0,0,4,0,4,0,0,0,5,16,171,562,578,352,1103,682,158,211,19,3835,0,8,0,0,0,0,0,3,0,15,19,245,3,0,0,0,0,0,0,272,9,164,13,0,0,0,0,0,0,199,10,110,45,8,0,0,0,0,0,166,6,74,71,10,8,3,0,4,0,189,10,84,109,27,11,8,5,3,7,263,10,28,65,55,55,18,3,7,0,246,6,26,33,39,67,26,0,12,0,217,0,21,20,22,58,45,11,15,0,200,6,5,5,9,44,59,14,10,0,144,4,4,4,4,41,28,10,11,0,107,5,0,7,3,12,31,7,15,3,77,0,5,3,3,16,23,13,17,0,68,0,6,0,0,6,3,4,8,0,21,0,3,3,8,3,9,3,31,0,58
50703,0,0,5,5,32,71,25,48,0,182,0,0,0,0,6,17,6,15,0,42,0,0,3,0,4,18,9,14,0,40,0,3,0,0,0,0,0,0,0,10,57,156,196,132,362,445,100,169,15,1616,0,7,0,0,0,0,0,0,0,8,8,126,7,0,0,0,0,0,0,142,3,90,12,3,6,0,0,0,0,110,5,47,23,4,0,0,0,0,0,77,4,14,32,7,7,0,0,0,0,69,6,26,51,23,4,0,0,0,0,118,9,8,30,24,35,5,0,0,0,111,7,6,5,5,52,21,0,0,0,97,5,8,5,0,23,11,6,3,0,58,0,0,0,5,14,13,0,3,0,31,0,0,0,0,11,12,6,3,0,28,0,0,0,0,0,4,0,0,0,10,0,0,0,0,7,9,0,3,0,16,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,6,0,6
50704,8,14,21,14,78,74,37,43,0,291,4,14,6,0,6,18,4,13,0,62,3,5,0,5,11,21,3,26,0,83,0,8,5,0,7,4,4,7,3,30,199,1045,933,568,1221,888,202,252,34,5344,4,13,0,0,0,0,0,0,0,24,39,608,11,3,0,0,0,0,0,665,16,513,64,7,5,0,0,0,3,607,15,314,84,23,3,3,0,0,5,448,18,204,165,24,13,4,0,3,4,430,17,159,220,55,28,10,4,0,0,498,14,80,125,94,98,29,7,12,6,466,11,39,63,61,163,43,6,14,0,404,8,24,32,33,108,76,20,34,0,333,4,10,12,6,54,76,18,29,0,223,4,7,7,7,27,41,14,25,0,137,5,6,0,11,16,31,7,20,0,88,0,4,9,10,14,36,15,37,0,115,0,3,3,0,4,14,3,13,0,39,0,5,0,5,4,22,11,33,0,85
50705,0,7,12,7,40,36,14,27,0,139,0,0,0,0,4,10,0,12,0,33,0,0,0,0,4,8,0,13,0,36,0,0,6,3,4,4,0,4,4,23,140,567,597,345,861,502,114,182,22,3323,6,34,0,0,0,0,0,0,4,44,31,633,21,0,0,3,0,0,3,687,15,444,71,9,0,3,0,0,7,546,13,245,109,14,4,0,0,0,3,388,19,166,189,28,11,3,0,3,6,415,30,120,264,76,44,20,0,5,7,561,19,64,147,118,134,38,7,9,4,533,10,31,54,85,178,53,8,7,0,424,13,11,27,25,107,68,24,28,4,292,3,10,7,3,36,36,14,23,0,139,0,4,4,4,18,28,7,27,0,101,3,0,5,0,9,15,0,9,0,40,0,0,0,0,11,14,3,35,0,63,0,3,0,0,4,5,3,5,0,23,0,5,3,0,0,5,5,15,0,29
50901,0,15,4,7,20,26,10,19,0,105,0,5,0,0,0,9,0,3,0,28,4,11,0,9,0,0,7,0,0,28,3,3,4,0,3,0,0,0,4,21,150,533,457,298,588,396,89,133,32,2680,0,8,0,0,0,0,0,0,0,10,16,228,10,0,0,0,0,0,3,258,3,138,24,0,3,0,0,0,0,171,9,81,37,5,0,4,0,0,0,135,7,52,65,11,5,7,0,0,0,150,12,62,126,32,26,9,6,4,3,279,13,25,63,66,75,23,7,9,6,280,13,17,23,28,120,61,4,7,3,292,11,6,16,14,70,67,33,17,3,238,10,7,8,0,23,28,19,11,0,109,3,0,0,0,17,33,7,16,0,72,0,0,0,3,5,6,3,13,0,31,0,4,3,5,5,17,10,21,0,59,0,0,0,0,0,5,3,3,0,7,3,0,0,4,3,12,5,15,0,41
50902,5,12,6,6,18,19,11,21,0,92,0,4,3,0,3,6,0,12,0,24,6,3,3,3,0,0,0,8,0,24,0,0,4,4,3,3,0,4,4,23,102,460,370,217,458,365,79,157,26,2240,0,9,0,0,0,0,0,3,0,16,12,129,0,0,0,0,0,3,0,146,7,61,12,0,0,0,0,0,3,85,0,43,21,4,0,0,0,4,0,76,8,47,40,9,5,3,0,4,0,110,5,23,71,22,16,7,0,6,0,154,4,17,36,30,49,19,8,3,3,165,9,15,25,38,70,37,8,8,0,207,4,10,7,13,24,46,17,18,0,144,0,0,3,4,5,24,6,6,0,56,0,0,5,0,8,12,4,12,0,43,0,0,3,0,4,9,5,14,0,38,0,0,0,0,5,11,0,17,0,37,0,0,0,0,0,0,3,3,0,18,0,4,0,0,0,0,0,11,0,20
50903,5,6,5,3,11,13,4,19,0,69,0,9,0,0,3,0,0,4,0,14,0,3,0,0,0,0,4,0,0,10,4,5,0,0,3,0,0,0,0,11,60,170,133,85,153,143,38,91,6,878,0,0,0,0,0,5,0,0,0,4,5,22,0,0,0,0,0,0,0,28,3,24,5,0,0,0,0,0,0,27,0,11,0,0,0,0,0,0,0,20,0,16,11,4,0,0,0,0,0,36,0,10,16,5,6,3,3,0,0,47,0,7,14,17,22,3,0,5,0,71,7,6,12,7,15,18,3,0,0,64,3,4,3,0,11,18,6,8,0,51,0,0,0,0,7,9,0,5,0,28,0,0,0,0,0,10,3,7,0,23,0,0,0,0,0,3,0,4,0,12,0,0,0,0,4,7,4,7,0,24,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,11
51001,3,4,4,9,33,24,14,37,0,135,0,0,0,0,4,3,0,7,0,22,0,5,7,0,0,7,0,6,0,26,0,4,4,5,0,5,0,5,4,23,82,154,164,160,562,323,97,188,23,1738,0,5,0,0,0,3,0,3,0,8,3,91,0,0,0,0,0,0,0,94,0,34,7,0,3,0,0,0,0,51,0,20,12,3,4,0,3,0,0,47,0,18,12,5,0,5,0,0,0,32,3,13,25,12,12,10,0,3,0,76,5,12,23,18,31,12,3,12,0,110,3,5,8,9,46,22,8,7,0,108,6,4,10,13,42,36,10,22,5,141,0,3,0,3,17,22,11,10,0,67,0,0,3,0,10,14,6,17,0,47,0,0,0,0,5,7,5,8,0,26,0,3,0,0,0,6,7,13,0,30,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,3,0,8
51002,16,8,7,3,50,46,34,172,3,342,4,5,0,5,4,3,9,58,5,95,17,0,0,4,0,4,21,73,3,124,0,0,0,0,0,0,0,3,3,7,123,108,120,65,300,265,151,587,22,1731,0,0,0,0,0,0,0,0,0,6,10,46,0,0,0,0,0,0,0,56,3,28,4,0,0,0,0,0,0,38,0,11,8,0,0,0,0,0,0,28,4,8,9,0,3,0,0,0,0,23,0,15,30,11,6,4,0,6,6,70,0,5,13,14,11,4,0,0,0,61,3,6,3,16,33,10,3,13,0,79,0,8,4,3,25,22,15,19,0,91,3,0,7,4,11,10,0,14,5,50,0,0,0,0,11,8,4,12,0,41,0,0,0,0,7,3,8,5,5,23,3,0,0,0,7,3,6,21,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,7
51003,38,8,11,4,35,48,58,169,0,380,14,0,3,0,6,17,18,61,0,120,15,0,0,0,5,12,15,53,6,108,0,0,0,0,4,0,7,0,3,15,141,141,176,112,321,386,190,519,27,2009,0,4,4,0,0,0,0,0,0,10,10,104,7,3,0,0,0,0,3,119,3,57,15,0,0,0,0,0,0,73,0,17,10,0,3,0,0,0,4,40,4,16,15,5,4,3,0,0,0,43,4,15,30,12,0,0,0,0,0,64,8,4,12,25,15,3,0,0,0,69,3,3,9,15,30,18,3,4,0,90,0,3,0,4,26,23,18,13,0,85,0,0,0,4,16,21,7,15,0,62,0,0,0,0,9,9,0,13,0,33,0,0,0,0,0,9,0,11,0,29,0,0,0,0,4,5,3,18,0,31,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,4,0,12
51101,3,6,0,0,10,5,5,16,0,52,0,0,0,3,4,4,0,4,0,10,0,0,0,0,0,0,0,3,0,8,0,8,0,0,5,0,0,4,0,6,44,166,134,80,135,122,38,79,4,800,0,6,0,0,0,0,0,0,0,9,6,59,0,0,0,0,0,0,4,68,4,34,9,0,0,0,0,0,0,42,0,19,6,0,0,0,0,0,0,36,0,12,13,0,0,0,3,0,0,34,0,8,24,9,7,0,0,0,0,52,6,10,19,15,29,6,0,0,0,79,5,3,4,11,31,12,0,3,0,67,6,0,3,0,18,15,0,9,4,55,0,0,0,0,0,13,3,8,0,25,0,0,0,0,0,14,9,3,0,26,3,0,0,0,0,4,0,4,0,17,0,0,0,0,0,7,3,3,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,11
51102,0,4,0,0,0,3,7,3,0,27,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,7,0,0,0,5,0,0,0,0,0,8,27,70,61,44,151,85,28,50,3,521,0,0,0,0,0,0,0,0,0,0,0,24,6,3,0,0,0,0,0,30,0,19,0,0,0,0,0,0,0,22,0,11,4,3,4,0,0,0,0,20,0,0,9,0,0,0,0,0,0,15,0,12,23,3,3,4,0,3,0,56,7,10,4,9,13,8,0,0,0,49,3,4,0,5,23,11,7,5,4,65,0,4,0,3,9,14,3,6,0,41,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,4,0,4,0,9,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
51103,9,5,3,3,21,31,21,100,0,196,0,0,3,5,3,9,9,17,0,45,7,3,0,0,0,4,6,19,0,34,0,0,6,0,5,0,0,0,3,14,116,197,231,166,498,467,181,387,22,2251,0,5,0,0,0,0,0,0,0,9,8,131,8,0,0,0,0,0,0,145,0,61,9,0,0,0,0,0,0,70,3,26,25,6,5,0,0,0,0,67,0,34,26,8,5,8,0,0,0,78,4,22,55,17,13,4,3,0,0,119,4,8,41,30,45,11,3,7,4,150,5,7,14,26,57,26,4,11,9,152,3,3,7,10,38,27,4,11,0,105,0,0,3,3,18,22,5,15,0,73,5,0,0,0,6,10,4,10,0,34,0,0,0,0,4,12,5,0,0,23,0,0,0,0,3,13,3,14,0,39,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,3,0,11,0,25
51104,7,20,14,8,27,30,27,65,0,186,3,5,4,3,0,5,3,12,0,29,0,8,0,0,4,5,0,12,0,32,0,7,0,0,3,0,0,0,8,14,121,394,359,278,661,449,128,272,20,2680,0,14,0,0,0,3,0,0,0,15,9,232,5,0,0,0,0,0,0,250,8,140,26,0,0,0,0,0,0,177,0,63,22,10,9,0,0,0,0,113,8,63,63,11,6,0,0,0,0,146,12,45,103,32,28,8,0,10,0,236,7,23,61,77,69,26,0,8,0,275,9,19,24,32,93,40,14,9,5,239,9,5,12,9,70,57,12,19,0,188,0,0,8,4,19,26,15,18,0,95,4,0,0,0,10,15,9,13,0,55,0,0,0,0,7,11,5,11,0,46,0,0,0,0,4,14,10,8,0,41,0,0,0,0,0,9,4,7,0,18,0,0,4,3,0,3,5,12,0,28
59797,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,3,0,27,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,17,19,6,6,20,40,14,62,0,184,10,8,6,0,0,13,0,19,0,55,8,10,0,0,0,11,4,18,0,55,0,8,4,9,6,3,0,0,17,42,218,624,395,194,310,360,98,321,61,2582,5,5,0,5,0,0,0,4,0,23,17,96,3,4,0,0,0,0,3,125,7,129,22,4,0,0,0,3,0,166,17,94,30,11,3,3,0,5,5,161,12,101,45,9,5,7,0,7,0,182,14,64,95,20,13,12,0,0,8,217,19,51,59,36,27,18,4,3,0,224,13,27,45,40,34,31,4,12,0,206,10,26,26,25,66,54,10,16,3,236,7,9,11,15,66,57,10,16,0,188,6,7,12,6,34,48,9,18,0,144,0,6,3,4,20,26,4,24,0,90,5,5,7,4,14,26,8,25,0,92,0,4,0,0,0,11,3,6,0,21,3,0,3,0,10,8,0,14,0,42
