POW_SA3_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
50703,23,6,5,5,0,41,129,0,8,5,0,138,105,5,11,4,0,125,100,4,19,3,0,128,111,5,27,3,0,148,246,4,40,4,0,294,303,19,44,9,7,377,580,33,50,3,4,665,986,48,76,0,12,1121,1030,41,62,6,9,1140,1285,45,36,6,5,1371,1165,42,26,0,4,1231,2659,72,39,6,4,2786,732,20,11,0,0,771,814,50,28,0,3,892,99,0,6,0,9,115,10368,398,473,47,49,11339,23,4,3,14,0,46,185,4,25,15,4,226,207,5,42,13,0,269,240,3,30,15,0,285,284,12,27,6,9,332,465,8,51,5,5,536,610,15,45,0,4,678,712,10,42,8,6,775,725,13,22,6,4,775,612,14,33,4,0,664,475,17,6,0,3,507,358,7,6,0,0,361,506,10,11,0,0,529,71,3,0,0,0,80,62,9,6,0,0,84,40,3,4,0,0,48,5590,132
50704,38,8,10,35,4,97,645,11,24,13,5,688,502,24,33,11,3,569,426,13,48,14,8,508,419,31,64,12,0,533,646,43,101,18,4,818,711,75,115,20,8,932,1148,119,142,8,8,1425,1691,168,168,11,8,2054,1406,153,162,14,8,1743,1342,200,151,19,7,1724,1110,136,95,8,3,1350,2280,315,137,10,12,2753,606,102,47,8,5,766,1159,406,183,17,14,1772,122,17,18,0,17,168,14256,1826,1506,222,98,17903,76,8,19,53,0,154,959,12,66,26,0,1060,1099,17,119,19,0,1253,1040,27,113,10,8,1202,1236,27,113,18,12,1402,1872,58,155,32,4,2116,2291,80,123,22,9,2527,2782,87,150,15,10,3048,3341,108,172,13,10,3640,2675,83,102,10,0,2877,2355,120,92,13,3,2590,1498,64,53,6,7,1628,2264,149,84,3,0,2507,306,55,44,9,0,416,437,112,84,8,0,648,154,6,7,4,8,181,24382,1025
50705,38,10,10,23,0,85,574,0,17,5,0,600,439,7,31,4,3,480,347,15,56,10,9,430,353,14,56,10,4,440,556,42,86,11,3,694,680,50,110,11,3,858,1041,86,149,10,10,1290,1442,123,197,8,8,1780,1347,109,128,7,7,1602,1321,120,129,8,10,1587,1113,108,89,7,10,1318,2141,142,122,6,9,2428,416,55,31,6,0,507,434,109,63,6,0,614,129,17,18,0,18,182,12367,1018,1289,132,86,14901,105,3,22,59,0,188,924,15,86,28,0,1051,974,13,131,20,8,1141,900,25,119,18,4,1068,1141,27,120,24,3,1317,1841,42,170,19,16,2091,2160,54,159,21,8,2394,2298,65,143,13,3,2511,2208,64,135,15,6,2422,1503,44,78,9,4,1637,1293,67,56,7,8,1426,879,33,34,13,3,959,1101,79,56,0,0,1245,104,21,10,0,0,140,108,40,24,4,0,175,126,5,11,0,11,149,17671,586
50901,33,7,16,83,4,142,269,3,23,16,7,318,201,13,48,39,7,303,195,19,65,38,10,326,292,19,82,33,16,443,543,52,132,36,23,783,742,64,159,42,21,1028,1136,82,209,55,19,1504,1585,134,252,47,21,2041,1098,108,192,29,19,1446,967,120,168,26,20,1300,694,107,144,17,10,975,994,170,163,18,9,1348,147,58,66,9,4,290,141,152,136,17,4,459,81,16,25,12,23,148,9104,1126,1876,537,210,12850,39,0,14,94,0,152,420,8,45,41,0,510,437,11,63,52,4,565,471,22,73,38,9,615,643,19,92,54,17,815,1142,30,138,41,10,1365,1365,41,126,34,12,1585,1510,40,137,37,19,1743,1503,61,137,34,13,1756,927,51,103,27,6,1113,750,64,84,20,14,938,461,41,40,20,4,571,600,78,82,20,0,780,52,22,30,10,0,118,61,48,58,28,4,198,64,6,18,14,11,113,10461,541
50902,28,12,39,97,4,175,135,4,19,31,4,195,117,9,42,50,6,226,136,28,71,45,4,286,188,30,61,50,12,343,349,81,146,61,18,650,448,78,121,50,6,704,804,100,164,77,22,1164,1149,180,197,46,30,1603,930,169,154,43,18,1311,889,176,160,36,17,1274,728,132,132,26,14,1030,1633,180,145,39,16,2006,376,80,57,17,9,533,293,165,88,15,9,577,92,28,25,24,19,190,8299,1454,1622,699,208,12285,37,8,15,103,7,167,270,12,34,30,8,353,294,12,46,60,8,420,362,19,73,41,12,507,483,20,62,38,7,615,810,40,106,54,5,1020,954,44,91,46,6,1143,1190,61,86,50,10,1397,1145,54,88,45,16,1343,748,68,48,32,8,892,568,72,60,24,7,721,388,42,38,24,0,496,539,58,77,40,3,712,55,32,15,9,3,108,68,43,37,10,4,160,68,13,14,21,16,133,7971,585
50903,10,9,15,46,5,74,46,0,11,22,0,78,36,3,16,12,3,77,52,17,12,22,0,102,67,18,34,19,0,143,130,31,51,35,5,257,193,33,65,25,3,326,320,63,83,29,10,505,495,82,116,32,8,729,372,65,82,27,13,556,461,86,88,35,13,681,510,69,82,22,10,688,1365,89,80,17,4,1555,297,33,33,8,4,371,253,58,47,10,4,378,53,16,25,13,12,123,4657,667,834,366,96,6625,10,0,0,49,0,69,80,5,12,19,3,116,108,0,20,29,0,155,130,14,15,20,0,169,189,12,22,16,4,246,325,26,50,29,0,425,383,21,46,18,4,479,439,25,44,26,3,531,452,32,44,37,6,574,295,32,32,23,0,383,252,32,33,19,4,338,212,17,33,10,0,274,319,32,35,17,7,409,47,14,14,6,0,77,35,22,25,10,0,89,31,6,17,14,6,75,3306,287
51001,21,0,0,9,0,38,97,5,3,4,0,101,129,3,6,6,0,150,121,9,13,3,0,150,130,6,12,10,0,161,226,14,23,3,9,270,294,13,28,4,3,347,529,31,25,5,4,605,746,47,52,0,12,858,726,51,40,8,8,833,709,78,33,9,7,835,595,57,32,0,7,694,1291,85,50,0,4,1434,320,35,9,3,0,368,406,61,24,7,3,506,140,7,4,0,18,163,6494,500,356,70,77,7502,30,4,0,16,0,47,143,0,4,3,3,160,154,0,10,10,0,178,148,10,17,3,3,186,180,3,25,0,4,215,389,9,19,9,9,433,523,8,24,5,5,566,790,25,33,5,11,853,1026,20,47,5,5,1109,940,24,24,3,5,996,820,37,20,9,8,894,625,18,14,0,3,662,877,30,33,3,5,946,89,17,8,4,0,122,124,31,11,0,3,171,108,6,6,4,3,128,6979,247
51002,43,3,4,13,0,61,81,0,3,0,0,80,112,0,9,0,0,118,57,3,6,0,0,68,55,3,0,3,0,67,109,6,5,0,0,120,148,15,7,5,0,177,248,17,15,3,0,279,629,25,16,0,0,680,890,40,16,5,5,950,1420,32,23,0,9,1477,1888,30,22,0,4,1950,7041,65,24,4,18,7150,3211,34,15,0,8,3268,3324,111,55,0,9,3502,218,9,7,0,12,249,19466,394,215,39,80,20198,22,0,0,5,0,33,83,0,8,0,0,100,131,0,13,0,0,146,101,3,14,0,4,124,128,0,8,4,0,142,271,0,19,4,4,294,335,8,15,0,0,359,467,6,10,4,5,488,741,13,14,0,4,774,922,15,14,0,11,961,900,13,7,3,8,929,768,6,7,0,3,786,1594,21,7,0,7,1631,364,3,0,0,0,373,334,10,0,0,4,354,65,0,0,4,0,74,7238,108
51003,42,4,0,4,0,54,147,0,0,0,0,151,88,0,3,0,0,100,48,0,0,0,0,51,55,7,3,3,3,69,98,5,4,6,0,113,158,11,13,3,0,181,317,18,9,4,4,349,620,29,21,0,6,677,857,25,14,5,3,900,1292,42,18,0,0,1358,1628,36,21,0,0,1685,6624,95,45,0,10,6785,3014,45,16,0,11,3088,3850,106,47,0,4,4004,184,3,3,0,10,205,19022,420,218,41,68,19775,43,3,0,14,4,66,190,0,12,0,0,204,162,0,25,3,0,193,176,0,12,3,0,199,171,4,7,0,5,191,324,9,26,3,4,360,450,11,20,0,0,478,602,18,23,7,10,659,875,19,23,3,7,923,893,8,18,6,0,929,855,24,13,3,0,895,736,17,17,0,4,775,1455,13,17,3,3,1495,287,11,0,0,0,302,295,15,7,0,0,318,76,6,5,0,7,89,7579,157
51101,6,0,11,28,0,51,66,0,4,0,0,76,37,0,16,6,5,61,38,4,11,10,7,67,41,7,28,7,4,91,106,9,20,9,4,142,152,14,33,6,0,212,233,25,52,5,0,316,366,43,72,11,6,499,340,50,30,10,0,434,374,50,51,3,13,487,335,31,26,5,5,397,802,56,54,10,8,934,192,25,18,6,0,245,142,56,28,4,4,237,57,10,6,10,0,78,3282,373,473,143,60,4328,11,6,8,18,0,43,104,0,7,11,0,116,115,0,17,13,8,150,146,8,17,7,8,188,164,3,22,5,0,204,275,15,20,13,8,325,343,16,27,11,8,403,387,13,40,3,4,449,361,28,40,15,5,447,240,16,16,10,0,290,188,20,26,0,4,242,141,20,9,6,4,180,213,16,30,13,0,267,22,8,3,4,0,40,9,25,19,13,0,77,25,5,8,8,9,48,2744,203
51102,5,0,0,12,0,16,34,0,0,4,0,42,28,0,4,4,0,39,39,0,8,3,0,56,39,3,9,8,0,62,90,12,29,4,5,129,137,11,15,6,3,170,215,20,24,3,6,265,229,41,32,8,6,318,175,37,29,0,3,244,188,23,16,0,4,234,143,22,18,0,0,186,319,39,32,0,7,394,75,10,4,0,0,85,87,27,19,0,0,132,23,10,3,3,3,42,1825,237,245,63,38,2411,3,0,0,5,0,13,45,0,8,0,0,51,56,3,3,5,5,72,57,0,13,4,7,88,76,9,14,5,0,101,187,10,17,3,4,217,260,8,16,0,3,292,294,14,26,0,3,345,314,19,25,8,0,369,184,21,18,0,3,227,140,16,5,3,0,173,97,10,8,4,0,120,112,20,15,0,0,143,20,0,0,0,0,24,23,8,3,0,4,32,18,6,0,11,0,33,1899,147
51103,33,0,0,9,0,52,140,0,3,3,4,149,98,5,12,5,3,113,93,5,4,6,4,108,117,3,11,0,0,136,201,16,12,9,5,237,267,18,17,5,7,314,449,20,41,3,5,513,779,37,39,4,11,873,963,47,30,0,8,1043,1420,73,34,3,6,1537,1834,72,31,0,7,1944,5968,114,52,10,13,6148,1891,79,12,0,4,1988,1711,130,32,0,5,1883,209,9,6,3,8,232,16172,625,326,63,74,17267,42,0,6,29,0,76,208,0,16,5,3,234,208,3,20,7,3,242,226,9,17,3,0,254,278,10,23,9,3,320,560,9,21,12,4,600,744,24,19,0,4,793,883,18,28,3,0,943,1161,32,40,8,8,1244,1042,25,18,5,6,1089,1019,44,24,8,5,1097,756,22,19,0,4,795,1154,32,20,3,0,1212,184,20,7,3,0,209,125,29,18,4,0,171,76,4,3,0,9,100,8660,282
51104,37,10,14,59,0,120,226,5,4,9,0,244,171,10,28,22,4,235,146,21,36,24,9,234,220,12,63,21,3,320,381,26,73,30,10,516,547,38,85,27,10,710,836,72,131,25,14,1068,1154,129,148,26,7,1456,1015,106,120,26,4,1272,1258,140,103,14,7,1527,1253,100,78,19,8,1463,3138,170,90,22,3,3427,871,74,32,7,4,985,739,142,80,18,3,983,115,13,15,13,12,166,12102,1058,1094,370,105,14723,42,8,12,51,5,111,401,0,14,20,0,445,382,10,37,28,0,456,400,14,50,25,3,497,539,14,64,16,4,639,967,29,82,30,9,1115,1139,35,84,28,14,1304,1280,44,83,29,14,1457,1412,56,80,31,4,1578,1029,55,53,19,3,1160,868,57,46,19,6,986,644,34,27,18,0,728,847,61,62,22,0,994,103,24,14,9,0,149,94,40,29,9,0,178,83,6,7,7,7,112,10224,485
59797,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,8,0,0,0,0,8,3,0,0,0,0,6,11,0,3,0,0,8,16,0,0,0,0,16,39,0,3,0,0,44,22,3,0,0,0,24,48,4,0,0,0,54,67,0,3,0,0,75,275,3,0,0,0,277,190,0,0,0,0,194,503,7,0,0,0,513,13,0,0,0,0,12,1206,16,17,4,4,1240,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,4,11,0,0,0,0,13,9,0,0,0,0,13,12,0,0,0,0,16,16,0,0,0,0,16,40,0,0,0,0,40,10,0,0,0,0,10,13,0,0,0,0,13,4,0,0,0,0,7,131,0
59999,124,35,74,101,3,337,447,23,148,20,12,649,460,32,341,20,14,869,549,78,434,47,29,1130,753,107,627,39,38,1565,1181,162,995,42,41,2424,1406,259,1204,39,64,2981,2014,372,1541,57,87,4075,2753,605,1949,36,61,5396,2462,561,1621,30,47,4729,2439,680,1353,36,35,4542,2072,440,875,29,32,3456,4511,679,958,30,35,6213,1308,195,179,7,0,1695,1412,294,265,23,16,2008,305,46,119,12,61,550,24198,4565,12709,566,574,42601,102,8,42,96,4,247,520,11,289,32,6,860,727,30,486,42,20,1307,821,52,509,31,19,1436,995,45,508,46,23,1613,1434,47,635,39,22,2179,1442,77,529,45,19,2115,1329,84,510,32,23,1982,1342,92,400,20,7,1868,889,73,246,15,9,1231,722,67,158,19,6,981,457,51,111,9,4,629,696,60,101,12,4,873,110,34,35,10,0,187,118,44,54,17,3,242,163,11,27,14,20,231,11872,783
