POW_SA3_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
50704,0,597,132,3,15,3,0,150,62,4,3,0,0,67,158,5,9,4,0,172,2134,79,151,13,10,2379,90,6,4,0,0,101,147,10,20,5,0,173,1630,79,93,15,3,1813,60,3,4,0,4,66,24382,1025,1487,272,74,27236,21749,1553,1682,251,79,25321,49,9,7,0,5,70,70,0,7,0,0,73,138,14,18,0,0,171,678,87,59,28,3,857,85,9,14,0,0,109,23,3,0,0,0,34,31,0,0,0,0,30,163,13,21,5,4,203,12,0,0,3,0,11,184,22,21,6,0,243,1686,94,51,17,12,1854,392,55,52,17,0,516,161,26,10,11,0,214,33,3,6,0,0,44,381,25,23,4,0,435,175,21,17,14,3,227,130,7,11,0,0,154,239,36,28,9,0,320,17,4,0,0,0,22,1073,108,124,22,0,1328,168,4,3,0,0,172,82,5,12,3,0,113,1001,66,71,10,8,1151
50705,0,499,23,0,4,0,0,26,30,6,0,0,0,37,121,4,19,3,0,146,2807,98,261,45,14,3220,47,6,14,0,0,70,52,13,18,3,3,86,643,21,71,14,3,757,51,3,0,0,0,56,17671,586,1352,237,72,19922,19186,882,1466,187,79,21806,8,0,5,0,0,18,26,3,0,0,0,30,72,0,10,0,0,80,138,26,22,14,3,201,25,0,0,0,0,32,15,0,4,0,0,15,27,0,0,0,0,28,106,8,22,3,0,139,9,0,0,0,0,5,43,4,4,3,0,52,598,48,40,6,7,696,135,0,7,0,0,153,28,9,9,0,0,49,6,0,0,0,0,16,192,15,18,0,4,230,44,6,16,3,4,71,36,4,5,0,0,42,47,9,10,0,0,61,16,0,4,0,0,16,202,27,11,6,0,246,40,3,6,0,0,43,57,8,20,0,0,85,1388,70,135,27,14,1638
50901,0,223,5,0,0,0,0,6,17,0,0,0,0,19,54,0,7,5,0,72,797,45,115,38,12,1005,49,0,8,4,0,70,20,0,0,3,3,29,274,18,38,5,10,340,109,7,7,5,6,142,10461,541,1244,552,129,12930,14941,1336,2515,898,251,19931,75,0,4,3,0,83,5,0,0,0,0,4,67,5,13,3,0,87,64,5,10,6,0,86,10,0,0,0,0,10,0,0,0,0,0,6,30,0,0,0,0,23,119,12,25,5,0,160,0,0,0,0,0,6,13,0,0,0,0,13,104,14,8,5,0,126,52,0,7,0,0,58,11,0,0,0,0,7,5,0,0,0,0,3,43,4,3,0,0,50,37,12,12,6,0,66,13,3,0,5,0,19,10,3,0,0,0,16,0,0,0,0,0,0,71,0,0,0,0,70,8,0,0,0,0,8,67,7,11,4,7,96,534,48,65,21,11,669
50902,0,131,9,0,0,0,0,10,55,0,0,0,0,62,31,0,4,0,0,37,562,43,88,43,8,748,26,4,5,3,0,37,18,4,8,4,0,37,271,9,25,11,3,319,90,9,15,10,11,138,7971,585,884,629,113,10184,11891,1732,2042,1127,242,17033,6,0,0,0,0,3,12,0,0,0,0,12,29,3,3,5,0,39,68,9,8,0,0,82,0,4,0,0,0,3,9,0,3,0,0,14,11,0,0,0,0,15,64,0,10,3,3,88,5,0,0,0,0,5,28,0,4,0,0,28,168,6,8,0,4,192,36,0,8,0,0,45,7,0,0,0,0,13,4,0,0,0,0,6,89,6,11,4,0,107,36,6,11,11,0,60,15,0,0,0,0,15,22,0,6,0,0,29,0,0,0,0,0,0,94,7,10,0,0,101,22,0,0,0,0,24,48,7,9,0,0,68,670,54,55,30,8,819
50903,0,62,8,0,0,0,0,8,9,0,0,0,0,9,10,0,0,0,0,10,211,11,25,18,0,265,7,0,0,0,0,12,4,0,0,0,0,6,86,6,4,4,0,101,48,0,5,11,0,68,3306,287,430,337,46,4408,6114,855,1112,617,111,8821,0,0,0,0,0,0,5,0,0,0,0,5,12,0,3,0,0,21,19,0,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,3,0,0,38,0,0,0,0,0,0,3,0,0,0,0,4,54,5,3,0,0,61,25,4,3,0,0,35,7,0,0,0,0,7,0,0,0,0,0,0,48,0,4,5,0,52,7,0,0,0,0,18,0,0,0,0,0,6,8,0,0,0,0,6,0,4,0,0,0,4,21,0,0,0,0,23,4,0,0,0,0,4,5,0,0,6,0,18,429,16,34,14,4,490
51001,0,78,16,0,0,0,0,16,28,0,3,0,0,33,57,0,5,0,3,65,387,18,26,4,3,435,42,0,0,0,0,48,23,5,0,0,0,31,345,12,13,4,3,382,81,4,4,0,0,89,6979,247,295,85,68,7662,9921,596,479,125,100,11215,0,0,0,0,0,0,7,0,0,0,0,7,26,0,6,0,0,29,107,0,3,0,0,109,4,0,0,0,0,8,5,0,0,0,0,8,38,0,0,0,0,38,100,6,10,3,0,119,0,0,0,0,0,0,21,3,0,0,0,24,124,9,0,0,0,131,35,0,3,0,0,43,8,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,95,60,0,3,0,0,60,20,0,0,0,4,22,18,4,0,0,0,18,0,0,0,0,0,0,50,0,3,0,0,56,10,0,0,0,0,12,53,0,0,0,0,53,498,23,27,6,9,563
51002,0,137,12,0,0,0,0,16,10,0,0,0,0,10,101,5,7,0,0,111,360,13,6,0,0,377,31,0,0,0,0,31,18,0,6,0,0,19,367,9,4,0,0,380,42,0,0,0,0,43,7238,108,139,33,52,7567,17713,329,232,50,97,18418,15,0,0,0,0,15,10,0,0,0,0,10,65,0,0,0,0,65,126,4,3,0,0,142,34,0,0,0,0,31,12,0,0,0,0,17,61,0,0,0,0,61,85,0,4,0,0,87,12,0,0,0,0,13,17,4,0,0,0,25,380,13,8,0,0,406,133,0,5,0,0,133,39,0,0,0,0,41,5,0,0,0,0,6,283,15,0,0,0,301,48,0,4,0,0,48,15,0,0,0,0,14,41,0,0,0,0,40,11,0,0,0,0,10,139,3,0,4,0,148,23,0,0,0,0,23,43,0,0,0,0,43,2384,33,17,5,12,2453
51003,0,135,22,0,3,0,0,20,25,0,0,0,0,25,110,5,10,0,0,126,411,12,13,0,0,436,21,0,0,0,0,25,27,0,0,0,0,29,351,5,8,4,0,371,57,0,0,0,6,67,7579,157,230,47,45,8056,17982,384,288,69,67,18802,20,0,0,0,0,18,13,0,0,0,0,13,69,5,5,0,0,76,247,6,5,0,0,259,20,0,0,0,0,25,8,0,0,0,0,8,37,0,0,0,0,39,69,0,3,0,0,80,5,5,0,0,0,7,20,0,0,0,0,20,332,6,5,4,0,344,116,0,0,0,0,120,37,0,0,0,0,37,6,0,0,0,0,6,323,14,12,0,0,355,52,0,0,0,0,55,22,0,0,0,0,19,31,0,0,0,0,35,5,0,0,0,0,5,121,10,0,0,0,128,35,0,0,0,0,38,59,0,0,0,0,59,2069,39,32,3,14,2157
51101,0,72,11,0,0,0,0,11,3,0,0,0,0,3,16,0,0,0,0,18,142,12,19,0,0,176,15,0,0,0,0,15,7,0,0,0,0,9,69,4,8,3,0,82,48,5,6,0,6,58,2744,203,308,160,48,3464,4628,499,645,258,93,6120,0,0,0,0,0,0,4,0,0,0,0,4,15,0,6,0,0,23,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,9,6,0,39,0,0,0,0,0,0,3,4,0,0,0,10,35,0,0,0,0,39,8,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,0,53,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,3,0,0,0,0,3,12,0,4,0,0,15,306,8,21,6,7,344
51102,0,10,0,0,0,0,0,0,13,0,0,0,0,16,13,0,0,0,0,14,112,4,11,3,4,131,17,3,0,0,0,27,13,7,12,4,4,42,128,6,21,9,0,158,24,0,0,0,0,33,1899,147,170,44,37,2294,2636,300,288,70,45,3331,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,26,19,0,0,0,0,21,12,0,3,3,0,18,0,0,0,0,0,0,6,0,0,0,0,6,39,3,7,0,0,46,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,26,12,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,21,0,3,0,0,27,12,0,0,0,0,15,13,0,0,0,0,14,0,0,0,0,0,0,45,0,0,0,0,42,4,0,0,0,0,4,17,4,0,0,0,21,125,12,7,4,3,151
51103,5,237,9,0,0,0,0,11,9,0,0,0,0,9,113,0,8,4,0,123,346,11,17,0,0,379,21,0,0,0,0,21,24,0,6,0,0,29,489,11,15,0,7,525,62,0,0,0,4,67,8660,282,295,91,53,9385,16399,684,445,117,72,17723,20,4,6,0,0,31,7,0,0,0,0,7,59,0,0,0,0,62,159,11,8,0,0,177,8,3,0,0,0,20,3,0,0,0,0,8,76,5,0,0,3,82,74,0,8,0,0,85,6,0,0,0,0,9,9,0,0,0,0,11,336,13,6,5,8,359,90,0,0,0,0,93,47,0,0,0,0,53,13,0,0,0,0,13,168,15,0,0,0,185,43,0,0,0,4,49,7,0,0,0,0,7,34,0,0,0,4,34,0,0,0,0,0,7,75,0,3,0,0,81,31,0,0,0,0,29,27,0,5,0,0,34,2484,60,27,4,16,2596
51104,0,201,12,0,0,0,0,16,13,0,0,0,0,19,70,0,12,5,0,84,558,27,44,17,4,654,43,0,0,6,0,47,25,13,7,7,0,50,252,9,25,3,0,297,71,4,8,5,3,87,10224,485,745,371,72,11901,17243,1280,1502,636,144,20801,0,0,0,0,0,0,10,0,0,0,0,13,45,0,4,5,0,54,75,4,7,4,0,94,6,0,0,0,0,12,3,0,0,0,0,7,30,4,0,0,0,30,88,4,19,6,0,112,5,0,3,0,0,8,15,0,0,0,0,13,225,10,5,0,3,243,60,0,7,5,0,72,15,0,0,0,0,14,9,0,0,0,0,9,115,11,3,0,0,132,31,3,10,8,0,46,11,0,0,0,0,14,17,0,0,0,0,11,6,0,0,0,0,6,72,3,3,4,0,83,18,0,0,0,0,18,36,8,4,4,0,51,914,34,36,13,6,1003
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,131,0,8,0,4,144,853,17,17,3,6,899,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,98,0,0,0,0,104
59999,3,381,46,3,15,0,0,58,28,6,3,4,0,38,75,8,49,6,0,137,1217,94,631,49,20,2018,53,9,34,5,3,98,72,14,23,0,4,107,776,52,350,20,11,1213,100,8,41,8,12,171,11872,783,4638,479,197,17965,22853,3178,10134,702,430,37296,100,23,62,0,5,200,21,6,18,0,0,45,77,13,52,3,0,140,267,65,202,28,11,566,54,17,36,4,0,110,16,0,14,0,0,35,28,5,3,0,0,37,152,25,113,9,5,298,13,5,14,0,0,33,96,7,45,0,0,152,723,173,423,14,19,1347,154,20,83,4,0,263,80,4,60,0,6,154,35,11,34,0,6,87,411,126,165,6,4,717,154,44,138,10,7,353,51,5,28,0,0,80,87,43,50,4,4,190,15,3,15,0,0,33,375,53,192,7,7,632,56,3,13,0,0,73,74,22,66,5,8,177,2337,220,650,27,42,3270
