POW_SA3_CODE_2021,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000_3499_Mng,FTS_3000_3499_Pro,FTS_3000_3499_TecTW,FTS_3000_3499_CoPSW,FTS_3000_3499_ClAW,FTS_3000_3499_SWks,FTS_3000_3499_MaOpDv,FTS_3000_3499_Lab,FTS_3000_3499_IDNS,FTS_3000_3499_Tot,FTS_3500mo_Mng,FTS_3500mo_Pro,FTS_3500mo_TecTW,FTS_3500mo_CoPSW,FTS_3500mo_ClAW,FTS_3500mo_SWks,FTS_3500mo_MaOpDv,FTS_3500mo_Lab,FTS_3500mo_IDNS,FTS_3500mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot
50101,0,0,0,7,0,13,0,10,0,28,5,8,10,227,3,329,5,171,10,764,3,0,0,62,3,93,5,59,0,234,0,0,3,13,0,14,0,9,5,50,0,3,3,5,0,6,0,8,0,34,0,0,6,11,3,7,0,5,0,32,0,6,14,12,0,5,0,4,0,39,0,0,14,6,3,0,0,0,0,25,0,0,3,4,0,0,0,4,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,5,13,11,18,60,358,27,476,11,267,17,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,6,7,0,0,0,3,0,12
50102,0,0,0,6,0,11,3,10,4,37,6,14,17,184,25,520,21,355,10,1154,0,0,4,78,7,186,10,117,6,412,4,6,5,36,3,42,6,22,0,118,0,0,10,29,0,27,5,20,0,90,3,0,16,28,5,13,5,16,3,85,0,3,17,19,5,8,0,9,0,58,0,6,26,12,0,5,0,4,0,54,0,6,6,7,3,0,0,0,0,32,0,3,4,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,4,20,18,41,105,401,65,822,56,550,26,2085,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,0,8,0,28,0,0,0,3,3,13,7,6,0,32
50103,0,0,0,0,0,0,0,5,0,7,0,5,3,30,4,70,0,64,6,185,0,0,0,14,0,25,4,16,0,61,0,0,0,4,0,6,0,0,0,3,0,0,0,3,0,3,0,4,0,14,0,0,3,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,58,6,103,6,88,6,294,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,9
50201,0,0,3,7,0,18,0,9,0,39,0,7,19,215,19,484,26,273,8,1058,3,13,10,114,8,267,28,123,5,566,10,6,6,57,10,98,7,32,0,236,4,0,0,52,7,67,6,23,0,164,4,3,7,45,4,49,4,13,3,133,6,4,18,28,9,25,0,8,0,100,0,5,9,26,6,10,0,4,0,52,3,6,5,0,0,0,0,0,0,22,0,0,0,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,18,32,45,84,550,72,1013,83,497,17,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,0,7,0,32,0,4,9,13,0,37,0,8,0,70
50301,0,3,0,15,4,11,0,9,4,46,18,64,29,449,33,326,24,172,12,1123,8,81,23,397,69,208,22,87,11,897,13,52,15,199,43,133,13,65,3,539,15,32,25,173,39,84,8,37,0,412,11,42,26,168,46,87,3,31,0,413,12,21,18,97,32,29,0,19,3,237,7,11,15,53,17,25,3,10,0,143,4,12,3,20,15,3,4,5,0,61,3,6,5,5,6,0,0,0,0,29,0,0,0,3,0,0,0,0,0,13,0,3,0,0,0,6,0,0,0,9,0,0,0,6,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,12,0,0,0,11,5,0,0,0,3,20,84,338,167,1606,305,917,81,427,38,3958,0,0,0,0,0,0,0,0,0,0,0,4,0,10,5,4,0,0,0,23,0,11,0,31,8,20,4,13,0,83
50302,0,6,4,21,0,11,0,20,13,79,13,99,26,480,105,554,26,368,42,1702,18,124,35,502,176,433,37,245,23,1598,15,109,45,396,153,276,14,153,15,1175,18,97,50,356,177,185,16,127,20,1035,27,100,61,342,163,174,11,105,14,1004,18,76,48,216,121,88,10,59,8,651,16,62,26,129,80,40,8,41,0,408,10,57,16,59,60,6,7,17,0,241,4,30,3,17,26,4,0,6,3,90,0,23,8,18,10,3,0,3,0,65,0,9,0,3,7,4,0,0,0,20,4,3,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,5,0,3,0,4,0,0,0,9,0,3,3,10,8,10,0,7,22,66,139,818,321,2561,1091,1792,129,1153,158,8166,0,0,0,0,5,0,0,3,0,7,0,5,0,17,8,17,0,13,0,65,0,12,9,56,19,45,4,23,0,176
50401,0,0,0,6,0,8,0,7,6,32,4,13,8,150,15,314,20,160,3,686,7,22,10,103,14,191,8,105,7,463,5,15,9,67,18,98,12,39,0,264,4,3,12,64,12,53,8,33,4,189,8,5,22,42,11,64,3,30,0,185,6,3,24,29,6,30,5,13,0,114,7,4,16,8,3,9,3,11,0,69,6,3,6,9,7,0,0,0,0,34,0,4,0,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,16,34,72,111,485,83,776,60,418,29,2069,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,0,4,0,22,0,0,5,5,3,19,0,8,0,43
50402,0,0,0,0,0,6,0,3,0,12,0,4,4,57,6,144,6,118,0,340,4,4,0,34,11,71,6,54,0,187,0,0,0,16,5,27,4,9,0,62,7,0,4,13,5,19,4,8,0,54,0,0,0,14,5,11,0,0,0,34,0,0,9,14,0,5,0,4,0,22,5,0,0,0,0,3,0,3,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,7,11,20,156,25,289,25,205,6,751,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,5,0,0,0,0,0,0,0,11
50403,0,4,0,11,4,34,6,22,0,78,8,40,15,279,41,639,34,410,20,1491,7,26,18,198,30,381,57,217,8,945,8,24,21,120,31,188,31,82,0,512,9,11,31,81,23,119,20,74,0,382,10,5,40,90,22,105,23,33,3,332,14,7,39,64,15,56,21,14,0,231,6,6,25,29,7,16,16,10,3,117,4,7,11,17,8,3,8,0,0,57,0,3,4,5,0,3,0,0,0,21,0,0,4,3,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,9,4,0,16,41,67,136,212,901,189,1562,217,876,60,4217,0,0,0,0,0,0,0,3,0,4,0,5,0,8,3,19,0,12,3,53,0,0,4,26,6,39,0,16,0,97
50501,0,6,0,13,5,25,3,17,0,71,10,33,26,503,41,975,56,566,8,2214,15,35,8,304,50,592,49,281,12,1347,13,12,15,175,47,261,11,102,3,646,9,15,16,138,28,188,7,59,0,461,19,15,24,116,22,150,16,47,5,411,10,4,21,70,21,60,3,26,3,219,13,0,10,34,8,38,9,5,0,116,9,8,6,31,4,5,0,0,7,71,0,5,3,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,13,0,9,3,47,94,134,130,1415,227,2311,154,1123,39,5634,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,24,6,11,0,51,4,7,5,35,7,39,0,17,0,116
