POW_SA3_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
50101,11,15,19,28,36,29,9,18,0,151,5,0,10,8,20,22,8,8,0,88,0,8,6,6,8,20,3,7,0,57,3,4,10,0,7,25,7,20,0,74,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,8,31,197,867,641,421,399,277,63,128,36,3025,3,13,4,0,0,0,0,0,0,19,0,22,0,0,0,0,0,0,0,22,4,49,3,0,0,0,0,0,0,58,11,57,13,3,4,3,0,0,0,86,12,69,43,4,8,0,0,0,0,128,15,92,108,18,13,9,4,3,0,251,12,66,113,52,39,12,4,10,0,300,21,41,75,82,84,45,13,10,7,365,17,39,58,48,146,90,24,12,0,429,10,23,26,26,98,51,21,9,4,268,6,26,20,20,42,36,8,14,4,175,4,12,6,4,17,21,0,13,0,79
50102,17,14,49,56,105,73,16,55,0,391,12,4,24,18,65,100,27,36,7,301,13,3,5,5,27,84,24,41,4,203,15,3,8,3,21,93,36,52,0,231,0,0,0,0,0,7,3,11,0,20,0,0,0,0,9,3,0,5,0,17,0,6,7,10,0,5,0,7,20,49,288,1227,1193,784,855,633,167,348,87,5579,7,3,6,0,0,4,0,0,0,29,12,58,6,0,0,0,0,3,0,83,7,93,11,0,4,0,0,0,0,118,5,113,25,8,6,5,0,3,0,160,22,147,70,10,9,11,0,6,3,273,25,128,163,31,50,22,0,7,3,429,30,84,192,88,92,59,13,9,9,573,37,73,160,138,250,129,16,17,4,838,40,61,95,122,370,229,31,54,7,1007,36,18,43,63,283,168,41,61,6,722,21,24,24,30,136,132,28,44,0,434,8,8,9,15,51,63,14,50,4,233
50103,0,0,7,8,11,8,0,0,3,45,0,0,0,0,5,11,0,5,0,19,0,0,0,0,7,3,0,7,0,18,0,0,4,0,3,11,3,3,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,55,241,175,147,110,91,24,42,18,901,0,3,0,0,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,13,0,23,5,0,0,0,0,3,0,33,0,31,11,0,0,0,0,4,0,51,0,22,16,5,3,0,0,0,0,49,9,34,33,7,3,4,0,0,0,88,0,20,30,22,24,8,0,3,0,115,4,10,32,15,30,24,9,3,0,131,11,6,17,22,51,46,4,7,0,171,0,9,7,8,22,33,8,9,3,96,0,9,0,5,17,10,0,3,0,52,4,0,4,0,0,6,4,8,0,29
50201,11,21,33,24,83,47,19,37,5,287,5,7,18,16,60,37,16,40,0,203,6,0,3,12,18,45,16,24,0,133,6,5,7,3,14,59,21,22,0,138,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,6,0,4,3,15,0,7,11,5,6,0,0,0,14,49,226,1494,1239,656,805,443,124,253,73,5304,0,24,5,0,3,4,0,6,0,42,5,55,8,3,0,0,0,0,0,67,8,70,11,6,6,0,0,0,3,93,9,93,28,9,0,0,0,0,4,155,7,98,57,10,5,3,0,0,4,193,14,88,132,30,18,8,0,9,0,304,18,75,136,81,47,22,3,5,8,397,13,39,94,79,153,75,7,14,0,467,27,30,62,80,213,95,22,27,0,553,11,14,22,31,143,74,10,25,3,341,9,17,8,9,78,38,15,19,0,198,7,8,4,3,27,25,13,13,0,105
50301,19,19,43,49,130,127,25,50,7,474,10,4,25,28,67,49,28,53,0,275,9,8,12,10,30,40,22,40,0,180,22,14,17,8,35,76,37,70,5,280,4,5,3,0,0,6,3,12,0,43,3,16,6,8,4,10,0,8,0,46,0,5,7,0,3,3,0,0,8,39,287,2124,1249,679,871,673,188,342,64,6481,5,11,0,4,0,0,0,0,3,21,3,56,3,0,0,0,0,0,0,68,3,117,13,3,0,0,0,0,0,144,9,119,22,3,3,4,0,0,0,161,0,130,49,9,7,0,0,0,3,206,22,163,167,29,15,6,0,0,0,410,22,134,198,72,52,16,6,11,3,511,18,77,169,118,154,65,14,13,5,635,44,62,113,155,397,186,34,37,13,1037,33,38,61,95,399,180,31,51,3,897,26,30,45,51,250,146,38,47,3,633,6,18,30,22,97,75,18,16,0,277
50302,50,49,118,146,455,354,155,218,19,1556,61,41,56,98,249,312,117,204,14,1152,75,23,36,32,170,366,100,172,11,983,108,39,35,35,122,638,192,351,6,1527,13,6,6,3,8,44,8,61,0,157,4,6,14,8,7,28,4,40,0,125,3,17,10,5,10,13,0,3,55,122,887,4245,3525,1871,2847,2785,842,1455,297,18750,20,27,17,3,7,9,3,5,0,92,32,158,15,8,7,4,3,0,4,231,33,379,63,17,5,7,0,0,3,512,37,390,106,23,29,10,4,0,5,599,37,498,238,34,25,16,0,10,13,873,78,556,703,120,102,48,4,13,9,1635,133,409,1015,319,407,175,17,24,22,2525,153,367,914,615,1315,590,87,74,29,4146,269,275,688,739,2751,1522,223,175,38,6674,269,189,342,495,2980,1660,307,280,25,6543,242,120,194,316,1997,1481,272,303,15,4945,152,77,101,169,959,918,228,239,10,2844
50401,6,15,27,30,77,41,10,56,0,248,3,7,12,14,39,42,11,34,0,154,8,4,4,3,11,45,12,11,4,103,21,3,7,5,15,108,34,27,0,218,4,0,0,0,3,5,5,3,0,27,3,0,0,0,0,0,0,0,0,13,0,3,0,3,0,3,0,4,4,19,137,947,811,435,598,444,116,230,50,3769,0,9,0,0,0,0,0,0,4,12,3,30,3,0,0,0,0,0,0,33,3,54,7,0,0,0,0,0,0,68,8,68,24,5,0,0,0,0,0,111,0,75,45,3,4,7,0,0,0,145,4,71,108,19,15,12,0,4,0,237,4,58,101,59,52,20,4,13,0,304,12,37,81,72,160,75,11,12,3,460,22,34,53,52,200,129,34,34,4,557,8,14,19,29,150,114,40,29,4,412,6,14,12,12,72,77,21,20,0,236,9,0,8,9,30,37,18,13,0,132
50402,12,3,4,9,35,20,6,15,0,111,17,3,5,5,36,84,29,21,0,202,10,4,0,5,22,59,18,26,0,144,3,0,0,0,13,39,14,22,3,89,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,10,72,350,277,137,256,261,82,123,17,1558,0,8,0,0,0,0,0,0,0,13,0,17,7,3,0,0,0,0,0,23,0,29,3,0,0,0,0,0,0,38,0,34,4,6,0,0,0,0,0,48,0,40,14,0,0,0,0,0,0,62,12,44,40,7,10,0,0,0,0,111,0,29,35,19,13,10,0,3,0,106,4,18,28,29,22,18,7,3,0,129,0,13,19,23,53,54,10,9,0,201,0,4,14,16,47,29,10,7,0,124,3,4,3,8,19,30,11,10,3,87,0,0,5,4,6,7,7,4,0,44
50403,25,21,62,62,137,137,31,68,9,549,17,11,25,41,105,141,43,69,0,444,40,7,7,18,52,137,54,62,3,375,53,14,11,12,53,216,104,95,5,556,0,0,0,0,0,10,10,12,0,35,0,0,0,5,5,7,5,7,0,32,0,0,8,0,8,4,0,4,22,61,367,1750,1393,878,1260,1024,343,506,124,7646,6,25,10,5,5,3,5,4,5,54,3,79,0,0,0,0,0,0,0,95,5,113,23,4,0,0,0,0,0,148,3,157,46,11,7,5,0,4,0,232,14,135,79,14,15,7,0,4,0,257,22,146,258,53,40,20,0,7,3,546,19,122,271,106,110,60,12,9,8,719,32,88,187,149,333,204,45,31,10,1089,48,56,115,147,641,430,69,69,8,1586,45,32,49,75,431,346,95,85,7,1167,29,32,43,36,218,229,55,91,3,738,9,8,22,11,89,119,24,78,3,363
50501,19,16,67,79,158,101,27,39,4,517,16,8,26,16,77,91,27,43,0,316,14,3,11,16,37,124,23,29,3,269,26,18,12,10,15,183,26,48,5,343,0,0,0,0,6,0,0,5,0,16,0,0,0,0,0,5,0,5,0,14,0,19,9,10,4,3,0,4,18,71,345,2620,1888,1028,1302,1044,190,344,112,8869,5,26,10,6,4,0,0,0,0,54,4,91,7,0,0,0,0,0,0,108,11,156,18,8,0,0,0,0,0,196,10,187,41,4,0,0,0,0,3,246,9,187,83,15,6,5,0,0,0,297,23,207,232,41,21,14,0,7,5,547,28,137,278,102,94,36,3,3,3,682,30,107,192,166,208,102,8,12,5,831,30,64,126,165,370,166,26,41,3,980,27,39,58,85,317,157,34,34,5,764,19,37,29,40,206,119,33,30,0,508,10,20,11,24,70,57,20,21,0,226
