POW_SA3_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
50502,460,3,0,0,0,460,1820,24,37,0,6,1887,2603,89,96,6,7,2803,3033,279,208,12,7,3537,3067,463,267,16,15,3826,2624,454,206,13,7,3303,2525,488,237,21,18,3281,2237,464,226,17,16,2960,1882,403,211,14,6,2522,1265,290,165,15,10,1742,450,146,81,9,6,687,82,100,37,9,0,227,19,32,17,6,0,66,22075,3229,1784,126,95,27305,1544,3,15,7,5,1579,1549,15,49,5,8,1632,808,28,99,9,3,945,609,54,86,5,4,756,436,53,89,10,3,588,353,45,93,15,7,520,303,68,88,24,4,478,298,81,143,10,7,544,308,79,159,11,9,563,362,111,143,21,7,644,299,107,154,21,8,586,188,91,95,30,0,399,107,72,48,18,3,243,7156,797,1263,189,65,9468,850,66,70,7,11,1001,479,52,52,17,56,654,30565,4144,3167,333,225,38437,183,0,0,0,0,181,1401,4,23,0,5,1431,2297,29
50503,608,0,6,0,0,614,1678,16,47,4,3,1745,1922,115,113,5,0,2159,1950,264,216,9,8,2450,1944,362,228,11,5,2558,1641,366,234,9,13,2267,1533,365,229,22,12,2167,1400,414,251,21,13,2098,1219,349,261,17,15,1853,843,208,179,18,6,1251,275,89,80,7,4,454,63,33,34,0,0,142,13,20,5,0,0,37,15089,2609,1879,139,92,19804,1493,6,17,10,3,1525,1046,8,48,3,4,1105,456,15,54,4,0,532,299,22,99,12,4,435,273,58,97,13,4,438,211,50,105,12,3,383,186,36,110,4,5,342,182,63,136,12,6,396,195,53,128,16,3,388,202,58,112,23,0,399,157,70,98,13,0,340,78,29,42,21,0,175,36,19,22,19,0,95,4815,492,1064,156,32,6555,626,44,73,14,7,759,324,36,60,12,44,483,20853,3177,3073,321,177,27603,180,0,4,0,0,189,859,0,21,0,0,888,1105,10
50601,183,0,0,0,0,183,488,10,14,3,0,515,599,39,37,0,4,682,711,77,65,4,4,856,641,104,78,5,0,828,576,105,80,5,0,770,444,104,66,0,0,617,454,94,81,6,3,640,390,72,76,5,0,541,278,57,49,8,3,390,102,22,25,4,5,165,24,13,13,4,0,61,7,7,6,0,4,27,4897,709,601,44,22,6278,588,0,0,5,4,594,337,5,15,0,0,360,185,12,22,0,0,218,111,17,28,3,0,172,102,12,27,4,0,151,77,19,27,3,0,120,78,19,35,4,0,146,85,17,39,0,0,144,68,17,44,3,0,142,86,18,45,3,3,156,82,23,29,6,0,133,38,12,22,5,0,80,16,6,17,6,4,50,1854,184,360,51,19,2468,223,21,19,4,0,260,130,15,15,4,17,176,7106,928,990,106,53,9185,99,0,0,0,0,99,400,0,10,0,0,411,666,9
50602,365,0,0,0,0,365,1669,8,21,5,0,1701,2774,67,76,0,3,2927,3728,195,107,9,7,4043,4057,251,129,8,13,4456,3333,240,110,13,3,3696,3061,207,107,4,9,3392,2760,237,107,4,14,3118,2282,212,114,7,11,2628,1522,154,109,9,5,1798,554,87,61,0,4,711,111,28,28,0,0,177,18,18,14,5,0,53,26250,1694,978,66,77,29066,964,8,9,11,4,989,1530,4,36,9,6,1576,966,19,54,0,3,1048,698,25,55,0,5,780,605,43,51,4,9,700,436,31,43,5,6,524,343,31,38,8,3,423,342,30,54,6,5,439,339,44,60,9,6,461,355,35,74,4,6,469,240,37,60,5,0,342,118,26,45,8,4,194,47,14,26,10,0,101,6971,340,596,80,52,8045,1444,28,25,11,12,1513,521,34,36,15,52,661,35186,2097,1644,168,188,39282,140,0,0,0,0,140,1147,4,11,0,0,1167,1861,20
50603,652,0,4,0,3,661,2263,11,23,0,3,2310,3173,60,65,0,5,3315,3606,230,114,10,16,3972,3868,295,144,10,10,4320,3369,291,120,16,12,3799,3245,281,135,11,9,3686,3055,312,134,14,8,3522,2652,304,158,21,12,3152,1817,199,119,3,11,2154,607,131,54,10,4,807,131,48,24,10,0,211,24,24,7,4,0,57,28471,2180,1102,108,99,31957,1179,0,8,12,0,1205,1621,12,59,5,3,1700,844,18,62,0,3,934,601,32,60,3,6,709,461,33,58,4,0,563,371,29,57,4,6,465,326,34,33,6,5,402,325,39,56,5,0,437,315,51,73,8,0,443,366,56,74,5,0,504,256,60,81,10,0,411,150,24,42,16,3,237,69,27,23,21,5,137,6878,423,685,121,42,8147,979,39,29,9,7,1062,546,32,35,16,58,686,36873,2677,1850,255,199,41849,168,0,0,0,0,169,1083,3,0,4,0,1094,1667,17
50604,289,0,0,0,0,296,784,15,7,0,0,805,992,52,59,0,4,1106,1012,104,62,11,9,1195,1000,188,119,11,6,1332,880,169,100,4,5,1163,839,141,100,7,3,1092,787,124,110,9,5,1035,749,106,102,9,5,975,512,91,79,3,4,688,195,67,44,5,0,303,45,28,7,5,0,93,6,3,4,0,0,17,8090,1082,802,74,36,10083,613,0,9,9,0,633,534,4,21,4,0,560,282,7,31,8,0,323,188,20,42,5,3,257,174,24,64,14,0,276,125,36,64,12,5,236,115,34,60,5,0,223,88,24,45,4,3,166,127,21,57,8,4,214,133,35,62,13,0,243,91,30,61,11,0,193,41,17,31,8,7,107,32,11,11,6,0,67,2551,268,554,94,26,3488,369,21,23,5,9,420,220,25,20,5,18,291,11222,1391,1394,175,91,14282,105,0,3,0,0,107,436,3,4,0,0,445,603,7
50605,137,0,3,0,0,143,441,8,8,0,0,457,575,21,28,0,0,622,685,67,34,0,6,802,670,83,71,8,5,834,597,102,52,9,0,757,601,71,76,5,4,760,624,84,59,5,4,772,513,84,66,9,0,672,368,66,52,8,0,488,141,37,24,5,0,208,38,26,8,5,0,70,4,8,9,5,0,27,5402,646,482,54,15,6605,352,3,7,4,0,365,267,0,11,3,0,289,147,0,19,0,0,167,99,7,17,6,0,128,94,17,25,3,0,134,60,9,17,6,0,95,65,12,33,0,0,109,51,17,29,5,0,100,58,20,45,5,0,121,84,38,37,0,4,161,68,23,30,6,0,135,33,17,28,8,0,91,20,7,11,7,3,49,1392,169,306,57,15,1944,196,18,15,9,6,236,120,13,13,3,14,158,7108,850,813,123,49,8944,54,0,0,0,0,56,224,0,5,0,0,232,315,6
50606,86,0,0,0,0,83,158,0,6,0,0,163,188,17,21,0,0,227,193,33,47,0,0,275,162,35,36,4,6,234,145,30,32,5,0,212,129,28,30,10,0,194,140,39,44,4,0,231,132,38,28,5,0,198,103,28,23,5,0,162,29,13,18,0,0,66,7,4,5,4,0,23,4,6,0,0,0,15,1473,260,305,43,7,2092,179,0,0,0,0,180,102,0,9,5,0,110,33,0,5,0,0,48,34,3,11,0,0,46,25,7,12,0,0,40,31,4,5,0,0,39,23,6,9,0,0,36,17,8,13,3,0,40,26,11,18,5,7,64,21,10,15,3,0,45,19,10,15,3,0,46,7,7,6,3,0,26,6,3,8,10,0,28,520,70,126,37,8,761,83,5,15,5,4,110,57,7,11,5,8,85,2130,346,457,86,26,3045,48,0,0,0,0,48,139,0,4,0,0,140,132,4
50607,32,0,0,0,0,32,201,5,11,0,0,212,344,20,22,4,4,393,385,37,29,0,0,458,430,92,37,3,0,567,370,90,19,0,3,481,336,93,34,0,0,463,315,98,37,5,0,460,248,92,32,7,0,375,191,74,40,5,0,315,74,28,21,0,0,123,16,21,13,5,0,57,5,11,3,0,0,21,2949,655,303,27,14,3947,283,0,6,0,3,296,319,3,11,0,0,345,127,3,18,0,4,151,118,3,14,0,0,137,84,8,15,7,0,112,54,22,20,0,0,96,52,13,11,0,0,81,53,18,18,8,0,95,44,16,30,4,0,86,48,31,35,3,0,116,51,28,40,13,3,136,39,26,32,7,0,111,17,15,12,8,0,51,1293,191,254,49,12,1801,143,8,15,3,0,168,73,7,4,4,10,100,4461,872,574,81,35,6019,32,0,0,0,0,32,240,0,6,0,0,251,423,10
50701,586,0,0,0,0,588,1773,5,27,3,8,1813,2243,61,70,0,7,2386,2461,176,118,6,6,2765,2709,250,131,12,17,3114,2320,276,129,13,4,2741,2228,277,147,8,10,2678,2040,242,175,19,5,2486,1767,254,155,11,11,2204,1140,172,108,17,5,1444,397,77,34,6,4,525,72,39,16,14,0,141,22,17,10,5,0,56,19762,1866,1118,111,76,22934,1013,0,6,4,4,1028,943,3,26,5,0,980,465,13,34,0,0,515,305,24,46,3,0,384,259,25,50,4,0,343,246,33,53,4,3,347,196,25,47,8,5,283,167,37,54,7,5,270,169,33,79,15,0,302,215,49,79,18,7,353,192,36,55,11,0,298,63,33,29,18,0,144,34,23,17,12,3,82,4273,329,590,110,30,5332,736,21,30,8,5,802,374,15,39,7,28,459,25146,2229,1775,237,140,29528,154,0,5,0,0,161,774,0,16,0,0,796,1088,12
50702,155,0,0,0,0,150,594,9,9,0,0,612,902,19,36,3,0,959,1108,103,60,3,3,1275,1078,126,72,8,0,1291,902,168,77,0,3,1145,918,176,89,8,0,1186,927,186,96,10,5,1224,751,182,90,11,3,1037,534,123,71,6,5,742,181,69,41,3,3,293,50,24,17,0,0,91,11,14,6,4,0,38,8089,1195,666,64,30,10055,590,5,14,4,0,609,765,3,22,7,0,791,376,9,25,4,3,411,236,17,32,0,0,286,208,12,39,11,0,261,167,30,29,0,0,227,131,33,37,4,0,214,113,41,36,6,0,191,141,27,56,7,3,236,152,34,50,14,0,254,132,45,57,8,0,247,72,33,35,8,7,163,25,18,27,16,0,89,3109,304,454,86,19,3968,504,25,24,6,6,562,177,12,14,8,18,228,11883,1530,1155,166,81,14812,98,0,0,0,0,98,488,0,8,0,0,501,799,7
50703,197,0,0,0,0,194,502,0,6,0,0,507,802,13,29,0,4,845,996,33,41,0,3,1076,1051,51,40,0,0,1142,1047,39,38,11,6,1141,1076,48,34,4,0,1159,1072,47,27,7,3,1155,966,47,37,0,7,1051,664,40,29,0,4,744,227,15,7,0,0,252,29,8,0,5,0,45,4,3,4,0,0,8,8630,340,301,21,28,9315,250,0,3,0,3,256,182,0,7,0,0,191,120,0,13,0,0,130,85,0,17,0,0,110,79,9,11,0,0,104,79,5,11,3,0,100,71,4,12,4,0,94,79,6,12,0,0,96,75,5,23,0,0,106,62,5,14,3,0,85,53,4,17,0,0,74,30,6,6,5,0,38,10,5,0,5,0,20,1167,49,150,21,10,1404,411,4,15,0,3,427,155,4,13,6,14,184,10368,398,473,47,49,11339,48,0,0,0,0,48,225,0,0,0,0,230,320,0
50704,163,0,3,0,0,162,688,12,15,0,0,712,1131,34,54,0,5,1225,1376,89,66,5,3,1538,1356,152,83,8,4,1599,1228,193,104,3,0,1534,1073,223,110,11,3,1424,1020,231,105,19,7,1375,743,188,95,7,5,1040,570,141,83,8,10,814,205,76,52,8,0,339,50,30,18,0,0,106,6,14,3,4,0,32,9609,1377,791,73,43,11896,1007,0,15,8,0,1027,925,8,24,3,0,963,416,6,25,4,0,456,277,15,39,6,3,348,203,37,44,4,0,289,167,21,51,6,0,246,161,47,48,8,0,266,152,28,68,10,0,253,160,36,66,11,3,274,177,70,92,12,0,351,169,59,92,18,0,338,79,45,66,30,0,218,37,35,40,19,0,136,3940,407,660,128,14,5158,468,21,25,9,6,526,241,25,22,8,30,322,14256,1826,1506,222,98,17903,111,0,0,0,0,112,897,0,11,0,0,917,1534,11
50705,275,0,0,0,0,281,1015,9,18,0,3,1040,1234,30,48,0,5,1320,1139,80,77,0,5,1303,1083,100,85,10,9,1281,889,120,86,6,4,1102,820,115,106,3,3,1047,781,135,137,11,3,1073,764,112,96,10,0,976,445,69,75,5,4,593,155,32,25,3,0,218,22,9,13,4,0,47,11,0,5,3,0,19,8630,809,774,55,40,10305,1058,0,15,0,0,1077,596,0,20,5,0,622,276,5,37,0,0,318,151,14,21,0,0,191,138,19,49,4,0,221,126,13,27,4,0,176,119,16,49,6,0,188,102,19,57,4,3,185,143,35,53,4,3,234,145,16,75,8,0,248,90,20,44,8,3,172,54,9,15,4,3,92,32,5,8,7,0,56,3039,174,472,66,21,3766,447,24,29,8,5,513,253,12,16,0,27,311,12367,1018,1289,132,86,14901,187,0,0,0,0,187,750,0,8,0,0,762,953,8
50901,329,0,0,0,0,331,628,0,14,3,7,649,664,17,53,9,8,751,675,69,104,18,7,878,640,106,103,23,9,875,621,117,143,21,10,914,692,110,153,38,8,1004,731,126,156,37,16,1055,642,138,180,41,17,1018,501,95,161,51,14,824,164,66,117,32,7,387,47,29,56,40,10,179,12,11,40,17,6,86,6346,900,1281,326,113,8969,492,0,5,10,6,513,204,0,10,3,4,221,154,5,5,0,0,170,139,0,18,4,3,160,125,12,46,0,5,179,129,16,25,3,6,184,107,12,35,6,0,161,153,19,45,9,3,232,198,18,57,10,4,289,220,24,79,22,10,350,126,36,66,30,3,264,71,21,57,36,10,185,36,14,50,41,3,144,2148,175,487,164,46,3031,410,37,76,33,18,572,203,10,32,15,22,289,9104,1126,1876,537,210,12850,146,0,0,0,0,146,432,0,3,3,3,441,441,3
50902,256,0,5,9,3,271,594,20,15,5,6,640,719,50,42,13,6,823,701,100,74,13,4,894,665,113,91,24,8,904,631,157,94,29,10,932,680,147,118,36,16,998,671,186,156,44,16,1068,659,160,180,55,20,1084,567,155,161,57,5,951,200,69,124,52,14,453,58,51,65,39,4,225,11,18,45,42,4,132,6415,1238,1170,421,116,9364,220,0,0,21,0,250,139,0,3,0,0,150,129,0,7,3,4,145,108,0,12,0,0,118,76,0,10,7,4,101,69,16,18,9,0,117,72,9,15,0,7,107,82,18,38,15,0,149,106,16,46,10,4,188,158,27,54,25,9,270,106,30,57,36,0,235,54,22,40,40,9,159,31,24,40,49,6,147,1355,165,360,214,39,2129,364,33,67,32,18,510,171,20,23,31,34,280,8299,1454,1622,699,208,12285,117,0,0,3,0,124,376,0,0,3,0,383,435,8
50903,119,0,0,0,0,123,282,3,4,11,5,303,376,18,24,5,6,426,419,21,34,9,4,494,434,74,63,15,7,590,379,79,61,10,10,539,394,77,78,24,5,576,446,81,84,37,7,650,373,71,84,20,12,561,285,63,90,40,7,482,112,41,60,32,10,247,16,21,42,25,0,107,8,18,26,23,4,79,3641,567,663,253,60,5189,60,0,0,5,0,70,49,0,0,7,0,47,65,0,0,0,0,65,33,0,3,0,0,39,52,4,11,0,0,70,30,0,8,5,0,37,44,5,10,3,0,61,50,6,9,3,0,69,62,10,16,3,5,94,57,8,20,5,0,91,41,14,13,16,0,82,25,13,16,15,0,69,12,10,19,26,4,65,569,72,126,91,16,868,340,26,37,14,8,424,104,6,7,14,14,147,4657,667,834,366,96,6625,35,0,0,0,0,37,148,0,0,0,0,148,205,3
51001,100,0,0,0,0,97,379,0,4,0,5,392,622,12,10,0,0,643,726,31,18,0,3,775,629,61,22,3,4,713,518,60,26,5,9,615,485,52,38,7,4,585,576,60,34,0,5,679,430,57,39,3,6,533,310,45,29,9,0,388,162,21,20,0,5,199,34,9,6,7,0,64,8,3,0,3,0,24,4971,413,238,40,37,5689,157,0,0,0,0,156,95,0,0,0,4,101,104,0,3,0,0,103,105,3,7,0,0,115,74,7,4,0,0,86,87,3,7,0,3,96,66,6,6,6,0,79,73,10,11,0,0,103,76,9,13,0,0,106,64,9,18,4,0,97,77,10,9,3,0,104,19,4,8,0,5,39,4,5,4,5,0,16,995,64,101,27,4,1198,360,11,12,3,7,392,170,14,12,4,29,225,6494,500,356,70,77,7502,119,0,0,0,0,124,348,0,0,0,0,351,650,3
51002,167,0,0,0,0,167,748,4,5,0,0,756,1668,8,3,0,3,1688,2272,34,19,3,8,2332,2371,42,22,5,4,2440,1960,44,18,0,11,2041,1861,38,25,6,0,1929,1706,50,15,4,5,1785,1450,42,18,3,0,1519,920,24,13,0,5,964,296,12,8,0,0,318,58,8,0,0,0,65,12,4,0,0,0,18,15490,305,155,19,38,16014,157,3,3,3,0,161,97,0,0,0,0,103,126,0,3,0,0,132,189,8,4,0,4,196,150,7,5,0,0,159,146,3,4,0,0,156,135,5,3,0,0,150,128,3,4,5,0,133,98,0,6,0,0,113,84,3,4,0,0,88,34,3,0,0,0,36,8,0,3,0,0,13,4,0,0,0,0,4,1344,42,37,11,9,1445,2211,33,25,4,10,2281,421,4,6,0,24,460,19466,394,215,39,80,20198,88,0,0,0,0,88,495,0,3,0,10,504,868,0
51003,182,3,0,0,0,185,736,4,10,0,0,748,1487,12,3,0,4,1507,2039,46,19,0,5,2109,2268,62,30,7,4,2368,1994,49,19,0,3,2075,1983,52,19,0,5,2061,1723,41,19,7,3,1790,1418,43,24,0,4,1497,891,25,9,0,5,936,288,11,11,4,0,312,48,3,3,3,0,58,9,0,0,0,0,6,15070,363,159,23,39,15659,225,0,0,3,0,230,109,0,0,0,0,113,119,0,0,0,0,120,176,0,5,0,0,183,181,0,7,0,0,192,144,3,0,0,0,155,133,0,6,0,0,147,124,4,5,0,0,131,102,3,6,3,0,111,82,8,3,0,0,99,20,0,0,0,0,20,7,0,0,0,0,11,5,0,0,0,0,10,1435,25,41,16,10,1519,2153,23,14,0,9,2200,360,4,4,3,16,392,19022,420,218,41,68,19775,92,0,0,0,0,92,473,0,0,0,0,475,681,0
51101,120,0,3,0,0,121,256,0,3,0,5,264,316,8,12,0,4,341,268,30,29,4,8,338,291,39,31,8,0,370,252,36,33,4,4,327,279,46,45,9,6,384,292,59,58,13,8,430,239,41,53,10,0,352,208,28,31,15,0,291,61,15,20,9,0,110,13,3,13,0,0,26,0,7,12,13,0,32,2599,319,348,94,36,3394,94,0,0,0,0,96,29,0,0,0,0,29,36,0,4,0,0,46,36,0,0,3,0,39,27,7,8,0,0,37,27,0,5,0,0,32,32,0,12,5,0,44,29,9,7,0,0,45,31,6,11,0,5,50,43,0,11,3,0,63,25,8,10,4,0,47,11,7,16,3,0,38,4,5,7,3,0,25,419,30,94,39,12,588,179,18,22,4,4,233,83,13,8,3,7,112,3282,373,473,143,60,4328,61,0,0,0,0,62,144,0,0,0,0,144,159,0
51102,44,0,0,0,0,44,103,0,0,0,0,106,186,4,7,0,0,199,165,9,7,0,0,183,162,22,17,6,0,205,147,20,26,5,0,198,135,37,26,5,10,209,139,46,24,0,3,211,129,19,24,3,4,176,99,21,28,8,0,164,33,8,17,4,3,63,4,3,11,0,0,21,3,0,9,0,0,9,1344,193,191,36,21,1789,52,0,0,0,0,52,28,0,0,0,0,30,30,0,5,0,0,36,32,0,4,0,0,38,19,0,9,4,0,30,18,4,0,0,0,18,21,3,0,0,0,34,29,7,4,0,3,50,35,7,5,0,0,41,25,5,12,0,0,41,16,7,4,7,0,29,15,0,3,0,0,21,0,0,4,4,0,8,322,35,41,23,6,431,93,5,10,5,0,106,60,10,0,0,7,79,1825,237,245,63,38,2411,29,0,0,0,0,29,111,0,3,0,0,118,160,0
51103,299,0,0,0,0,297,1075,4,3,0,5,1082,1630,19,15,0,0,1671,1736,39,22,0,3,1802,1756,72,22,0,0,1853,1468,68,17,4,0,1559,1408,83,29,4,4,1529,1341,89,30,5,5,1475,1179,86,35,0,5,1303,871,54,37,0,7,968,321,23,16,0,3,366,64,6,15,0,0,83,10,6,5,6,0,26,13159,552,241,29,34,14008,231,0,0,3,0,236,124,0,4,0,0,130,154,4,0,0,0,153,151,0,0,0,0,153,144,7,5,4,0,151,115,5,9,6,3,130,113,4,6,0,0,122,109,3,7,0,4,121,96,9,17,4,0,124,84,6,14,4,0,114,57,5,8,0,0,72,28,5,3,7,0,42,11,9,0,3,0,20,1411,56,72,27,6,1564,1225,7,13,5,19,1269,381,12,8,8,19,423,16172,625,326,63,74,17267,173,0,0,0,0,172,627,0,3,0,0,637,760,3
51104,300,0,0,4,5,306,766,11,14,3,3,797,1072,20,29,6,8,1136,1151,62,35,5,5,1253,1077,98,71,14,7,1267,970,92,71,12,3,1150,986,119,83,17,8,1218,983,128,121,25,4,1257,898,136,113,19,4,1175,683,100,118,40,5,938,238,71,71,24,4,420,51,32,31,16,7,137,10,15,19,19,3,69,9193,871,778,217,54,11111,415,0,0,11,0,425,215,0,7,0,0,221,171,0,3,0,3,182,125,9,12,4,0,150,126,9,8,5,0,151,115,5,11,6,0,132,124,14,20,0,0,156,124,23,36,6,0,189,140,9,35,12,0,195,150,23,52,15,5,244,86,14,41,14,4,162,50,16,18,19,3,113,25,10,19,27,3,85,1852,135,271,116,24,2397,817,35,36,19,13,914,239,17,12,17,22,295,12102,1058,1094,370,105,14723,146,0,0,5,0,151,470,0,11,0,0,488,547,11
59797,5,0,0,0,0,5,28,0,0,0,0,28,55,0,0,0,0,57,104,0,4,0,0,104,151,5,0,0,0,152,136,0,0,0,0,136,143,0,3,0,0,141,150,0,0,0,0,154,101,5,4,0,0,106,46,3,0,0,0,45,8,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,928,17,8,0,5,956,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,9,0,0,0,0,9,4,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,3,0,0,54,212,0,0,0,0,214,18,0,0,0,0,22,1206,16,17,4,4,1240,3,0,0,0,0,3,14,0,0,0,0,14,13,0
