POW_SA3_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
50101,205,0,0,0,0,205,406,0,13,5,0,430,447,11,35,0,0,494,535,68,73,4,6,677,530,87,103,9,7,732,545,131,133,8,5,831,526,153,148,15,10,846,468,140,126,17,0,748,383,123,125,6,7,656,268,95,93,13,6,479,109,40,62,12,3,227,21,26,17,25,3,95,7,12,15,12,0,42,4441,881,947,126,56,6453,579,0,6,5,0,588,203,0,3,5,0,205,147,0,16,0,0,168,145,11,32,0,0,190,109,26,40,0,0,179,107,17,42,9,6,172,107,13,58,4,7,192,112,27,71,6,7,219,144,30,63,14,3,254,160,54,94,13,3,324,144,27,61,35,6,265,66,31,42,18,3,151,20,5,22,23,4,71,2045,235,535,131,36,2981,304,32,70,18,5,434,126,10,18,13,14,184,6914,1154,1577,291,116,10057,136,0,0,0,0,139,268,0,4,0,0,271,385,7
50102,571,0,0,0,0,575,1352,6,14,0,3,1372,1513,34,55,0,4,1603,1699,70,86,3,7,1862,1812,126,89,10,6,2048,1835,131,113,13,0,2090,1847,149,127,17,14,2157,1844,182,141,22,12,2203,1654,154,132,18,7,1972,1173,138,122,13,8,1460,371,65,66,18,12,523,64,28,37,7,5,141,13,10,20,16,0,63,15759,1083,992,146,87,18072,865,0,6,7,0,885,416,5,9,3,0,433,305,3,10,7,0,321,274,0,18,0,0,288,215,7,28,4,4,254,183,20,31,3,9,247,191,4,36,6,7,241,199,14,38,3,6,257,198,18,51,9,5,276,260,35,79,13,3,382,206,27,79,14,7,331,74,21,54,28,0,176,35,20,17,28,6,108,3427,174,448,129,34,4216,936,42,54,11,5,1046,358,13,26,10,37,442,20486,1313,1512,297,166,23775,298,0,3,0,0,301,875,0,12,0,6,895,1007,9
50103,123,0,0,0,0,123,227,0,7,3,0,240,235,14,16,8,3,267,233,24,28,4,5,287,252,40,33,9,0,334,235,32,41,14,9,336,251,61,53,22,7,388,255,61,72,17,12,412,262,53,76,23,10,425,221,46,54,24,5,345,89,24,62,22,3,208,15,17,38,24,0,88,4,3,27,21,4,65,2404,375,502,182,52,3524,135,0,3,3,0,143,40,0,5,3,0,47,47,0,5,0,0,53,39,0,5,3,0,50,30,0,7,0,0,45,38,0,8,0,0,50,55,6,15,0,0,73,48,3,16,0,5,69,54,4,23,10,0,95,75,13,26,9,0,129,53,8,38,21,3,124,34,13,31,20,9,97,16,9,11,27,0,68,670,57,187,111,16,1044,170,13,21,18,3,225,70,6,17,14,9,115,3306,461,728,327,80,4909,55,0,0,0,0,55,107,0,5,0,0,113,101,0
50201,284,0,0,0,0,284,591,3,18,0,0,612,662,29,41,4,5,738,657,55,72,5,4,795,694,96,88,10,7,893,639,91,89,5,5,829,681,125,94,7,6,918,664,114,112,3,6,905,644,123,125,9,4,903,418,79,83,10,3,603,143,43,32,5,0,221,36,22,12,12,3,83,5,8,4,4,0,24,6130,786,760,79,40,7805,904,0,9,6,4,914,502,0,13,4,0,525,254,0,25,0,0,282,169,6,26,4,0,203,137,9,42,4,0,195,134,13,27,0,0,185,109,23,47,7,0,185,109,26,47,10,0,190,142,29,49,8,3,240,176,33,73,14,0,297,115,40,60,17,3,239,76,21,39,8,0,142,31,14,19,17,0,88,2862,219,473,99,24,3677,369,15,35,13,3,443,205,5,18,10,34,273,9573,1030,1295,202,101,12200,153,0,0,0,0,154,504,0,14,0,0,523,633,23
50301,85,0,0,0,0,87,528,5,17,0,0,548,1137,26,30,6,0,1201,1264,84,55,6,0,1413,1325,128,45,9,0,1498,1110,143,72,6,0,1330,1009,190,66,12,4,1275,907,234,95,11,0,1253,794,180,97,9,0,1085,605,140,69,10,0,831,216,79,42,0,0,337,50,44,21,3,5,127,18,30,14,6,0,69,9043,1269,633,69,24,11045,810,0,11,4,5,831,1083,5,32,0,4,1112,515,6,31,0,3,555,336,13,30,4,0,387,271,23,30,4,5,331,189,33,25,3,4,256,161,24,39,4,0,234,171,53,40,5,0,268,171,53,61,17,4,305,201,73,83,19,3,368,184,89,88,17,0,378,110,63,51,11,0,232,71,55,38,38,3,200,4259,482,559,118,29,5457,440,20,18,7,3,488,209,18,16,14,16,271,13951,1796,1234,207,66,17256,78,0,0,0,0,81,958,0,7,0,0,965,1914,7
50302,368,3,3,0,0,380,3843,19,38,4,4,3913,8313,126,101,3,17,8560,10429,409,169,17,12,11030,12405,745,262,15,10,13443,10959,849,299,30,16,12153,9683,900,342,18,22,10965,8479,819,361,29,14,9711,6214,691,337,16,7,7266,3790,486,260,19,11,4575,1378,289,151,4,12,1838,349,104,63,5,5,527,68,55,37,8,7,172,76284,5502,2426,174,143,84522,1516,0,6,11,0,1535,2973,11,56,12,4,3054,1801,23,85,3,7,1924,1235,60,73,7,7,1378,1096,78,114,14,3,1299,897,91,99,13,4,1114,767,87,93,11,6,968,716,110,96,18,4,948,734,103,138,14,3,991,763,137,152,15,10,1079,639,148,128,27,4,943,359,100,90,24,3,584,137,65,51,24,7,277,13639,1017,1186,197,57,16098,3468,72,57,14,20,3632,1210,78,80,34,104,1490,94593,6667,3745,409,326,105743,384,0,0,0,0,387,4565,10,30,7,5,4619,9026,51
50401,258,0,0,0,5,262,773,9,13,3,3,802,935,40,55,0,5,1040,1018,92,66,3,3,1181,1014,153,106,4,9,1292,969,159,76,10,7,1213,807,172,100,10,8,1094,861,190,113,10,3,1178,759,146,125,9,6,1042,499,115,111,0,3,727,197,68,46,6,4,320,47,27,21,4,0,101,7,10,13,5,0,31,8151,1183,835,64,60,10287,596,7,9,3,0,608,597,0,28,6,0,628,322,11,35,3,3,375,184,16,39,4,0,241,178,24,56,0,0,268,135,30,46,4,0,213,133,33,44,6,0,217,122,28,59,4,0,206,135,23,66,10,3,237,138,32,81,8,0,257,99,42,60,6,0,209,64,27,43,11,0,148,21,17,13,10,3,73,2722,288,575,71,25,3686,285,25,16,6,8,332,206,14,13,4,23,265,11369,1512,1440,142,105,14564,80,0,0,0,0,81,437,4,7,0,0,448,581,17
50402,90,0,0,0,0,95,202,0,10,0,0,213,274,6,14,0,0,292,282,31,19,0,7,340,304,36,32,4,0,376,255,52,35,0,0,345,250,63,57,0,0,370,273,78,55,3,0,406,254,77,57,9,0,397,181,40,36,4,0,273,80,25,20,4,0,136,16,12,10,3,0,41,4,3,9,4,0,18,2456,430,347,40,19,3298,291,0,5,0,0,298,168,4,8,0,0,178,71,0,10,0,0,89,43,6,11,3,0,59,34,11,17,0,0,64,35,6,12,0,0,59,33,10,17,0,0,68,45,7,22,5,0,86,41,13,34,0,0,88,44,27,32,3,0,105,33,22,43,10,0,111,19,9,16,4,0,60,7,7,17,6,3,41,870,118,264,34,10,1295,133,8,19,3,0,165,56,0,4,4,11,79,3515,566,636,82,39,4840,35,0,0,0,0,35,125,0,3,0,0,127,180,5
50403,631,0,6,0,3,638,1824,10,29,3,6,1866,2594,86,92,5,5,2784,2766,209,176,8,6,3177,2712,299,170,15,10,3202,2562,278,178,17,7,3040,2340,297,179,24,13,2854,2379,360,194,21,25,2982,1981,327,197,22,16,2542,1293,225,158,18,15,1705,471,127,86,13,9,696,100,41,37,13,0,184,20,29,21,15,0,83,21657,2292,1519,178,118,25766,1454,4,6,10,3,1478,1155,7,33,8,0,1209,619,10,45,8,4,685,459,28,57,8,4,554,387,43,65,13,5,516,275,34,63,6,0,378,283,41,61,13,7,404,266,41,96,11,3,413,288,52,87,8,0,435,319,48,100,18,4,485,236,62,84,24,3,408,137,43,46,17,10,240,70,28,27,27,5,151,5950,438,769,172,46,7368,874,41,42,7,11,977,492,31,41,13,46,621,28966,2807,2375,365,211,34728,244,0,5,0,0,249,1067,3,15,0,0,1086,1529,20
50501,211,0,0,0,0,214,737,4,36,0,0,781,1026,39,82,3,0,1149,999,137,95,10,3,1246,1008,231,129,3,5,1370,856,205,151,13,0,1229,796,268,172,8,4,1248,793,267,205,18,7,1281,649,220,201,11,5,1082,501,193,128,13,7,831,160,81,70,5,0,323,34,27,27,0,0,89,12,3,4,0,0,23,7778,1674,1298,79,37,10871,1706,5,16,11,5,1742,1228,6,35,9,3,1283,493,3,46,5,0,549,286,28,40,0,3,361,181,34,74,3,0,291,147,35,74,5,0,261,148,45,83,10,0,282,134,56,88,15,0,290,159,62,102,8,3,331,181,72,135,15,0,412,179,67,130,24,6,400,94,46,80,28,3,259,44,29,27,13,0,108,4982,481,931,145,29,6575,384,34,59,10,5,497,230,28,29,11,23,320,13388,2219,2313,250,94,18260,202,0,4,0,3,205,926,0,15,0,0,939,1310,9
