POW_SA3_CODE_2021,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
50502,0,0,0,0,3,275,186,15,35,506,649,3584,168,48,4450,3318,3830,237,134,7515,5204,2372,285,197,8052,5656,2622,458,189,8928,5835,2832,297,144,9107,5264,2592,181,97,8131,5432,2375,170,93,8063,5054,2310,179,100,7636,4231,2136,241,83,6698,2811,2095,243,37,5191,1092,1353,141,21,2609,313,732,44,16,1109,93,362,17,27,501,44945,29195,2668,1180,77993
50503,3,0,0,0,4,196,119,13,37,364,806,3422,122,57,4401,2633,2473,157,101,5370,3308,1488,203,124,5124,3517,1742,280,114,5649,3620,2030,191,100,5945,3414,1815,103,73,5413,3465,1772,130,72,5439,3319,1654,143,55,5176,2782,1389,164,62,4394,1809,1196,124,36,3163,625,730,64,18,1430,170,301,25,8,501,45,142,5,12,202,29515,20153,1721,833,52222
50601,0,0,0,0,0,76,47,3,18,144,283,1416,53,24,1780,925,1020,62,48,2055,1367,689,115,56,2224,1425,856,127,43,2452,1381,914,92,42,2432,1306,843,56,36,2246,1191,748,51,33,2027,1201,669,71,30,1972,939,636,76,27,1685,664,561,71,11,1299,279,333,45,5,665,75,154,11,0,244,33,68,4,3,103,11076,8914,844,365,21189
50602,0,3,0,0,0,262,143,18,44,471,503,2175,112,60,2843,2867,3335,220,165,6589,4838,2244,340,167,7588,5949,2103,478,163,8696,6101,2110,445,125,8780,5196,1707,260,96,7263,4962,1467,212,93,6738,4540,1336,244,77,6192,3749,1286,259,73,5362,2476,1126,195,46,3847,927,728,85,17,1755,229,345,35,13,615,67,140,19,13,242,42410,20104,2901,1102,66512
50603,0,0,0,4,7,283,136,9,37,460,824,2682,110,58,3683,3400,3422,174,154,7150,5021,2058,237,187,7499,5616,1973,362,160,8107,5924,2116,283,132,8458,5375,1782,156,111,7422,5324,1629,154,96,7207,5219,1530,188,79,7020,4537,1502,201,61,6302,3012,1393,186,50,4633,1110,879,92,18,2094,269,408,29,13,714,68,208,18,24,318,45697,21589,2180,1132,70598
50604,0,0,0,0,0,96,58,4,12,164,400,1370,57,21,1849,1249,1239,62,65,2619,1736,873,105,70,2782,1808,906,165,83,2961,1964,1115,123,55,3259,1799,1042,60,39,2937,1789,934,59,41,2818,1768,797,83,35,2680,1559,772,98,35,2466,1034,700,86,26,1841,445,440,52,12,952,116,202,19,5,343,23,109,4,9,145,15700,10497,972,484,27649
50605,0,0,0,0,0,56,36,0,9,103,191,822,42,11,1070,692,646,36,40,1407,952,442,49,34,1474,1152,454,78,34,1710,1182,548,44,29,1802,1102,498,45,23,1657,1153,498,41,31,1716,1158,490,56,20,1722,987,486,58,16,1545,701,480,51,17,1252,289,303,30,17,638,85,167,5,7,265,32,77,0,7,118,9680,5900,531,274,16384
50606,0,0,0,0,0,18,19,0,3,44,128,460,24,7,616,307,281,13,16,613,374,218,29,20,637,427,256,39,13,733,375,266,28,20,688,350,216,20,13,597,354,180,19,10,559,364,215,15,10,600,316,201,28,7,554,227,173,29,9,438,87,96,20,6,203,28,54,6,0,91,13,38,0,0,55,3350,2640,264,139,6396
50607,0,5,0,0,5,46,49,0,5,100,58,678,23,10,776,455,854,42,37,1395,830,496,56,26,1409,942,531,80,28,1591,932,576,89,17,1620,832,556,37,12,1438,887,504,32,13,1440,890,513,33,12,1448,756,448,53,8,1264,548,444,42,5,1045,216,339,21,4,588,81,195,16,7,295,23,85,4,7,124,7465,6219,545,195,14419
50701,0,0,0,0,0,177,83,4,20,291,753,2383,91,55,3279,2608,2127,126,101,4962,3525,1265,186,108,5083,3838,1433,256,94,5616,4172,1527,207,90,5995,3780,1466,119,75,5448,3767,1248,118,67,5201,3520,1122,157,53,4850,2979,1041,154,41,4216,1903,914,122,24,2964,671,572,62,15,1321,166,236,18,7,423,57,120,6,6,193,31735,15447,1630,736,49546
50702,0,0,0,0,0,98,70,7,11,180,249,1365,64,26,1707,1111,1754,96,57,3013,1781,1023,119,53,2975,2104,982,177,51,3308,1999,1082,161,53,3300,1866,1011,94,32,2995,1999,940,88,24,3052,2050,876,127,39,3090,1793,810,133,24,2755,1184,850,130,21,2189,447,577,60,18,1096,123,300,19,5,452,43,141,5,4,199,16756,11706,1256,399,30124
50703,0,0,0,0,0,81,24,4,3,120,246,572,18,13,852,737,394,53,27,1215,1169,360,76,48,1658,1399,425,111,41,1975,1524,464,76,28,2091,1531,438,57,34,2067,1583,400,69,26,2078,1518,354,84,30,1983,1324,293,84,15,1714,900,229,81,14,1220,315,142,32,9,495,58,62,9,4,133,12,26,3,6,43,12314,4172,757,293,17533
50704,0,3,0,0,3,140,119,12,19,285,279,2529,106,32,2936,1625,2522,153,86,4387,2811,1453,212,85,4557,2940,1644,334,81,4994,2801,1839,272,80,4991,2773,1758,129,50,4708,2796,1624,118,41,4574,2804,1484,141,56,4486,2178,1554,206,39,3978,1523,1376,150,27,3078,594,861,84,14,1554,155,447,23,11,624,41,207,13,10,274,23306,19295,1934,608,45144
50705,0,0,0,0,0,105,78,9,17,201,473,2620,80,47,3221,1798,1654,117,82,3650,2308,1168,246,80,3805,2157,1216,229,74,3681,2204,1423,143,58,3828,2007,1311,103,48,3463,2065,1263,95,49,3477,2030,1132,134,47,3339,1771,1104,162,44,3075,991,888,133,19,2034,330,453,54,12,858,66,191,14,0,268,19,84,5,8,118,18233,14505,1514,576,34820
50901,0,4,0,0,3,86,78,5,11,184,484,1150,57,38,1732,1091,553,66,54,1764,1219,553,140,53,1963,1262,710,142,41,2145,1335,867,84,39,2330,1496,899,77,34,2501,1699,857,88,38,2677,1798,936,156,51,2933,1680,973,173,40,2871,1258,1047,159,44,2501,569,632,94,29,1322,243,344,44,18,656,111,211,38,26,378,14236,9739,1304,503,25781
50902,6,0,0,0,11,104,49,12,28,194,391,589,53,31,1066,1024,351,59,36,1471,1285,441,85,51,1864,1299,479,118,41,1935,1310,624,87,29,2064,1348,579,56,47,2032,1549,563,63,33,2215,1680,673,124,43,2518,1652,740,117,36,2542,1405,803,140,29,2381,636,514,97,26,1286,285,300,33,30,644,161,233,22,38,450,14034,6889,1070,480,22475
50903,0,0,0,4,5,41,23,4,11,80,160,176,21,26,382,452,163,37,14,674,646,160,57,18,883,648,205,73,36,959,774,294,74,26,1171,752,230,54,12,1048,828,252,56,20,1159,927,277,84,16,1297,815,306,95,9,1233,692,286,92,13,1083,336,210,46,9,603,145,138,22,9,312,98,110,9,13,233,7277,2811,715,232,11036
51001,0,0,0,0,0,93,33,12,26,158,218,373,28,29,648,738,266,44,32,1084,1309,326,74,72,1769,1407,417,142,50,2010,1297,390,94,32,1812,1078,370,74,37,1565,1091,268,63,38,1461,1178,282,76,29,1565,997,255,78,30,1355,731,247,74,28,1073,331,189,37,9,566,96,71,9,8,181,32,35,5,3,72,10505,3470,792,396,15170
51002,0,0,0,0,0,151,19,20,35,225,254,321,25,33,629,1260,210,141,63,1678,2561,311,261,86,3221,3141,469,436,101,4149,3081,427,416,100,4026,2568,339,316,82,3300,2445,259,342,51,3100,2257,244,370,49,2915,1896,180,305,46,2429,1177,161,234,35,1606,393,65,96,12,568,74,29,6,3,122,20,0,5,3,31,21136,3004,2963,660,27768
51003,0,0,0,0,0,146,24,16,19,210,279,459,43,35,810,1221,221,102,48,1588,2201,324,269,79,2873,2805,542,427,91,3859,3036,605,392,81,4112,2636,426,332,44,3434,2624,382,320,48,3377,2352,277,343,52,3025,1879,216,334,46,2477,1168,179,224,21,1587,388,59,81,8,534,78,22,14,0,113,12,13,3,4,36,20666,3724,2887,552,27827
51101,0,0,0,0,0,30,20,0,3,50,181,230,23,18,454,412,130,26,20,583,505,145,46,16,719,453,235,57,18,759,498,228,34,20,788,490,198,43,10,742,592,204,36,19,853,637,203,52,9,902,527,220,63,14,821,402,186,55,12,655,162,117,24,4,311,44,54,6,3,109,44,41,7,3,97,4938,2198,471,177,7790
51102,0,0,0,0,0,21,14,7,5,47,76,121,12,13,219,219,101,21,18,357,364,117,20,17,519,343,129,30,10,515,305,143,32,17,501,331,99,8,7,442,342,118,14,14,497,359,110,27,12,503,322,120,20,7,466,243,115,25,7,391,114,49,11,3,181,37,32,3,3,78,12,10,0,7,30,3069,1275,226,136,4703
51103,3,0,0,3,4,134,37,12,20,213,467,543,45,22,1074,1718,313,144,89,2262,2443,392,228,87,3148,2472,535,250,71,3333,2467,517,197,70,3256,2153,424,165,63,2803,2201,369,197,47,2820,2113,371,196,48,2735,1860,367,185,51,2471,1297,313,133,38,1779,477,181,45,7,719,104,71,7,3,189,34,32,8,4,75,19807,4431,1811,604,26655
51104,0,6,0,0,3,98,52,9,15,177,459,1029,64,32,1579,1286,593,105,46,2027,1704,530,167,53,2457,1743,629,200,52,2616,1765,696,151,41,2649,1792,644,129,47,2617,1940,705,146,43,2834,2014,741,156,62,2977,1823,734,189,40,2797,1364,734,163,24,2275,583,425,82,19,1105,187,207,14,7,418,91,134,14,27,263,16744,7803,1577,502,26622
59797,0,0,0,0,0,6,0,0,0,9,3,3,0,0,13,45,7,0,7,55,76,5,9,0,91,121,11,26,9,165,165,10,47,3,221,144,3,36,0,189,151,11,34,0,196,160,12,43,4,223,115,6,27,3,149,51,5,8,5,61,8,0,9,0,25,0,0,0,0,8,0,0,0,0,0,1046,77,235,27,1386
59999,0,0,7,6,11,201,151,36,31,423,840,1191,116,66,2207,2433,2215,287,166,5104,3520,1889,384,172,5967,4287,2077,566,212,7141,4082,2231,466,156,6932,3538,2094,372,102,6109,3453,2234,402,117,6199,3498,2336,440,124,6396,2920,2347,489,86,5847,2013,2176,444,64,4703,758,1403,247,31,2433,213,657,119,27,1015,81,326,76,36,516,31634,23168,4409,1359,60566
