POW_SA3_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
50101,0,28,0,0,28,5,14,0,0,15,0,10,0,0,18,3,11,0,0,16,10,10,0,0,23,3,12,4,0,16,5,10,0,0,11,3,6,0,0,10,4,20,0,0,23,5,6,0,4,11,3,8,0,0,11,0,7,0,0,6,0,11,0,0,13,43,157,7,4,211,342,1264,119,35,1756,700,514,53,26,1300,893,531,68,28,1518,1077,733,111,31,1955,1161,1020,119,31,2328,1348,1048,105,42,2542,1450,1010,86,36,2586,1355,929,105,27,2419,1128,896,129,24,2179,770,948,145,16,1882,304,571,61,7,945,117,271,23,11,429,52,106,14,11,188,10705,9841,1147,331,22018,0,16,0,0,13,0,3,0,0,6,10,8,3,0,19,4,0,0,0,8,6,13,0,5,27,16,10,0,0,29,6,8,0,3,20,11,10,0,0,17,13,0,0,0,16,3,4,0,0,8,5,3,0,0,11,0,0,0,0,0
50102,9,32,0,0,43,10,41,4,0,53,10,27,4,0,45,6,26,5,0,34,7,20,3,0,39,18,15,8,0,39,15,26,6,0,40,17,25,0,0,45,11,23,6,0,40,10,22,5,0,30,4,18,5,0,26,0,9,0,0,10,0,13,0,0,14,121,284,50,11,465,861,2148,155,60,3228,2237,1096,137,87,3551,2625,1040,192,80,3936,2751,1357,251,89,4440,2996,1656,215,85,4941,3160,1533,145,76,4918,3436,1508,169,82,5191,3510,1459,227,60,5257,2997,1343,281,50,4671,2070,1273,289,36,3667,678,764,107,20,1567,174,346,33,13,563,79,163,24,25,279,27563,15678,2205,760,46213,8,16,3,0,27,20,14,0,0,30,13,12,0,0,24,10,9,3,0,17,12,13,0,4,25,16,11,0,0,35,27,14,0,3,51,31,13,0,0,52,20,8,3,0,35,7,5,6,0,23,9,5,0,0,11,0,6,0,0,6
50103,0,8,0,0,9,0,0,0,0,4,6,3,0,0,13,0,3,0,0,3,0,3,0,0,6,0,6,0,0,6,10,10,0,0,16,0,3,0,0,4,6,5,4,0,17,4,5,0,0,5,0,8,0,0,8,0,6,0,0,7,0,3,0,0,8,29,66,9,4,112,181,343,12,20,558,354,143,29,19,546,375,164,30,25,592,416,228,38,5,688,481,261,33,8,785,528,249,27,15,823,632,316,33,11,987,641,338,46,21,1047,664,371,71,18,1111,524,406,68,15,1013,270,282,44,16,605,120,164,16,12,311,89,100,7,13,209,5256,3372,454,196,9286,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,4,0,0,7,0,0,0,0,10,12,4,0,0,10,5,4,0,0,10,8,0,0,0,8,4,7,0,0,10,0,3,3,0,3,0,0,0,0,0
50201,3,28,0,0,31,4,32,0,0,32,3,18,4,0,21,5,20,0,0,32,10,27,0,0,43,11,15,0,0,26,0,23,11,0,31,10,17,3,0,33,12,16,9,0,32,8,20,3,0,37,0,8,0,0,13,3,5,0,0,7,0,11,0,3,9,73,244,26,10,354,429,2202,91,45,2775,1119,1502,89,61,2776,1411,944,116,66,2538,1346,1109,156,57,2662,1564,1244,129,42,2977,1575,1130,94,38,2843,1852,1139,94,50,3137,1857,1182,112,31,3178,1626,1160,157,43,2986,1023,1053,145,27,2250,342,559,65,11,979,108,256,13,10,386,29,124,7,14,174,14304,13613,1256,501,29668,0,19,0,4,24,10,10,0,0,16,10,11,0,0,17,9,0,0,0,13,8,5,0,0,11,9,8,0,0,18,11,7,0,4,27,20,8,0,0,25,14,11,0,0,27,10,9,0,3,19,0,6,0,0,8,0,0,0,0,0
50301,0,11,0,0,10,0,21,0,0,20,0,17,0,4,21,8,30,5,0,37,7,10,0,0,21,5,29,3,0,39,13,9,4,0,30,19,15,3,0,35,11,22,0,0,34,10,20,0,4,39,6,11,0,0,15,0,10,0,0,13,7,29,0,0,32,95,234,18,7,351,161,1935,88,27,2212,1500,2946,155,81,4679,3134,1617,241,76,5078,3103,1711,399,74,5289,2885,1958,309,60,5202,2613,1660,141,47,4457,2716,1567,108,40,4429,2700,1592,128,43,4468,2346,1526,167,27,4065,1600,1376,169,23,3165,646,980,83,12,1721,214,479,42,12,752,81,312,21,17,430,23709,19664,2042,533,45954,0,17,0,0,18,4,13,0,0,26,11,0,0,3,19,6,12,0,4,19,6,9,6,4,18,12,11,0,0,23,23,12,4,4,35,14,8,0,0,29,21,8,0,0,27,16,9,0,0,22,11,3,0,0,11,0,3,0,0,3
50302,3,46,5,4,58,18,91,4,0,120,56,85,9,0,157,54,57,13,3,127,49,59,12,3,129,66,44,9,0,125,81,57,8,0,150,59,67,18,0,148,60,60,13,0,128,37,51,12,0,99,16,29,5,0,53,5,22,0,5,33,6,16,0,9,35,521,691,121,31,1362,753,3666,159,129,4707,8470,7370,487,312,16634,17617,5275,949,395,24236,20077,6059,1899,427,28461,21471,7049,1709,314,30544,19400,5893,826,246,26369,17903,4817,629,239,23583,16087,4164,730,185,21174,12147,3714,798,120,16781,7407,3438,649,102,11591,2845,2202,300,56,5409,703,1097,102,29,1929,212,424,33,44,716,145096,55165,9272,2594,212129,8,13,0,8,27,44,36,4,10,91,71,27,0,16,113,86,30,0,16,134,113,35,10,14,168,86,27,5,10,124,111,25,6,3,142,84,30,4,4,117,84,28,3,7,119,64,27,9,7,98,16,15,4,0,40,8,7,3,0,14
50401,6,19,0,0,22,8,26,0,0,30,7,17,0,3,25,9,15,0,0,18,5,9,0,0,18,9,16,3,0,20,0,10,4,0,22,13,16,7,0,32,3,11,0,0,23,13,13,0,0,21,4,8,5,0,13,0,9,0,0,11,0,6,0,0,8,65,165,20,7,261,333,1418,50,28,1833,1236,1399,69,71,2777,1652,885,80,68,2675,1766,818,110,64,2755,1831,993,85,55,2968,1749,859,62,36,2702,1700,803,52,22,2581,1805,796,68,25,2691,1522,801,76,25,2421,1035,708,73,17,1832,417,468,42,13,941,140,241,18,4,401,30,113,7,0,153,15210,10306,791,435,26739,0,11,0,0,11,11,3,0,3,14,3,0,0,0,8,8,0,0,0,5,8,5,0,0,19,15,9,0,0,20,12,6,0,3,14,9,5,0,0,13,9,3,0,0,18,7,3,0,0,9,4,8,0,0,10,0,7,0,0,6
50402,0,8,0,0,16,0,6,0,0,11,0,6,0,0,6,4,5,4,0,6,0,3,0,0,3,5,9,0,0,14,3,4,0,0,10,3,4,0,0,9,0,3,0,0,8,3,5,0,0,6,0,3,0,0,8,0,3,0,0,3,0,0,0,0,5,22,63,6,0,99,126,670,20,9,826,332,381,15,17,748,481,232,27,14,756,509,240,50,13,816,559,313,23,13,913,564,297,27,11,902,631,327,20,14,997,685,371,31,13,1097,654,384,41,12,1094,425,324,53,11,814,183,239,34,3,451,54,113,3,3,171,24,65,11,0,91,5231,3964,359,136,9679,0,5,0,0,3,0,0,0,0,5,0,5,0,0,8,0,0,0,0,3,3,0,0,0,0,6,0,0,3,7,0,7,3,0,7,5,6,0,0,9,4,4,0,0,11,4,0,0,0,6,0,4,0,0,7,0,0,0,0,0
50403,5,51,5,4,57,15,52,5,0,65,17,42,5,0,66,18,40,3,0,67,19,37,3,0,63,18,30,0,0,50,21,33,6,0,60,17,32,3,0,54,26,46,5,0,70,12,31,5,0,53,7,13,3,0,23,0,7,0,0,7,0,18,3,0,21,171,418,53,9,650,875,3284,127,64,4344,2928,2641,174,162,5894,4346,1721,266,144,6471,4677,1956,343,139,7116,4594,2013,235,119,6964,4426,1762,150,98,6442,4452,1661,168,80,6362,4526,1587,195,73,6380,3754,1501,211,63,5527,2463,1378,168,43,4051,910,845,91,12,1858,232,389,27,8,649,97,200,16,6,324,38279,20938,2162,1012,62389,0,18,0,0,24,19,17,5,8,44,21,6,0,5,30,25,14,0,4,45,29,7,0,6,47,24,10,4,6,42,19,11,0,4,32,33,10,0,0,41,27,13,0,0,45,27,4,0,0,32,5,10,0,0,22,3,8,0,0,7
50501,0,34,3,0,41,5,31,0,0,40,10,12,0,0,20,3,27,0,0,34,8,21,4,0,28,6,21,3,0,27,13,9,3,0,29,9,22,8,0,30,19,22,0,0,41,8,17,0,0,28,3,11,0,0,16,0,3,0,0,10,0,12,0,0,9,83,243,24,4,352,420,4256,116,42,4834,1702,3212,119,95,5128,2509,1642,182,74,4404,2418,1758,280,91,4541,2454,2065,249,73,4842,2399,2049,127,48,4628,2751,2086,98,46,4988,2871,2055,163,57,5142,2330,1931,172,41,4477,1546,1743,175,31,3501,541,979,81,21,1616,146,476,32,5,650,30,167,13,4,219,22112,24424,1803,629,48966,3,17,0,6,22,14,20,0,3,35,14,8,0,0,19,12,6,0,0,22,7,10,0,0,20,13,13,0,0,28,23,15,0,4,39,26,15,0,3,47,17,11,0,0,38,12,10,3,0,25,8,8,0,0,12,0,0,0,0,6
