POW_SA3_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
50101,17,191,9,0,0,0,0,0,9,223,14,127,23,8,5,3,0,0,4,184,7,121,46,11,9,8,0,3,7,215,8,139,81,19,5,10,0,0,6,269,17,112,148,50,30,5,0,9,3,377,15,69,99,96,94,53,6,8,8,435,8,28,57,57,127,83,30,27,8,426,13,17,29,33,93,129,20,33,4,378,5,10,10,12,44,39,18,35,3,174,3,4,9,10,13,24,10,9,5,89,3,0,4,0,7,8,10,17,0,54,0,5,4,3,0,7,0,18,5,40,0,0,0,0,0,0,0,3,0,9,0,0,4,0,0,4,0,3,3,17,0,3,7,0,3,5,0,7,3,26,126,845,532,301,429,380,99,168,63,2945,3,0,0,0,0,0,0,0,8,12,0,11,0,0,0,0,0,0,5,12,5,0,0,0,0,0,0,0,9,7,0,5,3,0,0,0,0,0,0,18
50102,47,378,15,0,0,0,0,6,3,442,13,248,26,8,3,0,0,0,6,310,16,200,58,17,7,4,0,0,5,321,14,192,117,13,14,7,0,0,13,380,33,153,215,74,46,33,7,15,12,603,37,114,145,148,164,81,16,14,12,719,30,71,81,110,312,249,70,65,19,998,28,50,43,52,248,214,93,103,0,842,15,14,20,15,73,132,66,104,8,451,11,15,10,17,24,66,43,139,5,329,6,5,3,3,21,55,29,112,3,248,9,8,13,6,37,45,34,148,4,299,5,3,0,0,5,4,0,23,0,37,0,0,6,0,0,0,0,12,0,20,0,8,5,4,5,5,4,10,18,60,287,1479,767,476,967,905,365,753,119,6106,3,3,0,0,5,0,0,3,13,30,0,15,0,0,0,0,0,0,7,23,0,9,0,0,6,0,0,0,11,24,0,10,3,0,0,0,0,0,16,23
50103,3,87,0,3,0,4,0,0,5,105,0,78,14,4,0,0,0,3,3,108,6,66,11,9,4,0,0,5,0,99,9,41,25,12,9,3,0,0,4,103,17,53,44,22,24,16,0,11,0,187,5,22,29,37,63,35,0,13,3,217,9,14,20,36,92,79,31,31,3,318,4,9,16,15,36,42,16,30,8,174,3,0,5,5,13,25,8,22,0,85,3,3,3,0,8,12,0,19,0,56,0,4,0,0,3,3,10,19,0,39,0,5,0,3,4,0,0,27,0,43,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,0,3,12,78,391,177,150,263,245,78,179,25,1580,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,7,15,0,4,4,0,0,3,0,0,0,16
50201,21,320,12,3,0,0,0,0,0,357,11,240,35,4,0,0,0,0,7,296,7,150,56,12,10,3,0,0,4,240,15,158,94,16,15,14,4,0,9,309,22,134,184,58,28,12,3,13,4,446,13,79,104,84,73,44,10,9,6,427,13,43,45,48,109,69,15,28,0,361,7,16,20,35,83,94,17,23,6,307,3,16,12,16,22,43,17,25,5,151,3,0,7,9,27,25,7,24,0,96,5,6,0,8,15,14,7,17,0,70,5,0,0,0,21,19,15,18,0,91,0,0,0,0,0,3,0,5,0,14,4,0,0,0,0,4,3,0,0,17,0,4,0,0,0,0,0,0,4,18,132,1179,560,280,400,352,101,179,55,3234,4,8,0,0,0,0,0,0,3,14,0,4,0,0,0,0,0,0,0,14,4,5,0,0,0,0,0,0,9,14,0,4,3,0,0,0,0,0,8,13
50301,13,176,3,0,0,0,0,0,0,202,5,155,15,4,0,0,0,0,0,180,4,108,43,4,3,0,0,0,6,172,9,109,73,10,3,6,0,0,3,204,8,87,141,42,14,8,0,4,9,303,6,64,95,63,43,20,0,0,3,306,5,29,59,62,89,78,10,16,12,348,0,22,29,32,92,92,17,20,5,303,8,12,6,18,37,50,0,13,0,135,4,0,8,0,12,14,4,11,4,58,0,0,0,0,8,5,0,3,0,21,0,6,0,0,0,8,0,5,4,22,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,0,0,0,11,0,0,0,0,0,5,0,0,5,12,77,772,478,236,304,271,38,74,49,2296,3,0,0,0,0,6,0,0,3,13,0,3,0,0,0,0,0,0,11,20,3,13,0,0,0,0,0,0,5,27,0,5,3,0,0,0,0,0,8,21
50302,38,420,25,3,0,0,0,0,9,493,35,454,59,7,3,4,0,5,11,575,27,385,142,19,12,4,5,0,13,607,31,331,329,42,22,14,3,11,10,786,22,259,512,115,66,37,9,16,19,1059,37,165,309,184,185,79,9,17,36,1024,32,118,194,132,265,161,29,52,27,1015,32,65,106,76,270,243,47,116,10,965,27,16,37,45,92,99,41,121,6,481,37,17,16,11,64,81,28,124,8,384,22,6,5,9,21,41,27,92,11,231,90,9,15,4,33,54,31,189,14,440,16,4,0,0,0,12,4,35,0,80,18,3,0,0,7,11,3,36,5,87,4,12,5,0,9,9,0,9,30,81,476,2283,1770,666,1049,845,239,845,209,8375,11,12,3,5,4,3,0,3,38,76,5,40,3,0,4,0,0,0,25,72,5,32,5,3,3,0,0,3,31,81,3,24,10,0,6,3,0,0,37,88
50401,11,200,21,0,0,0,0,0,0,228,11,193,20,5,4,0,0,3,3,240,4,135,38,11,4,0,0,0,3,200,4,105,76,14,5,9,0,4,7,222,10,87,135,40,28,17,4,12,0,328,8,57,84,53,95,37,10,16,3,359,5,30,41,46,174,105,22,26,6,461,7,19,13,20,115,87,29,37,11,342,9,8,7,12,57,63,28,30,0,210,4,6,5,0,16,25,20,33,0,108,6,0,4,0,12,7,7,31,0,69,0,0,0,3,4,11,3,29,5,48,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,7,0,8,0,6,0,0,0,0,0,0,13,25,82,860,433,210,513,362,127,232,55,2878,0,0,0,0,0,0,0,0,13,20,0,3,0,0,0,0,0,0,0,11,0,3,4,0,0,0,0,0,4,13,3,5,0,0,0,0,0,0,0,12
50402,5,116,5,0,0,0,0,3,4,132,3,85,10,5,0,0,0,0,0,109,0,54,12,6,0,0,0,0,0,77,4,31,20,10,0,0,0,0,0,62,4,22,36,16,11,6,0,0,0,94,4,18,23,19,24,10,3,6,0,110,3,8,16,10,50,37,4,9,0,148,3,14,9,6,36,53,19,11,0,151,3,0,4,11,10,26,4,16,0,68,3,0,0,4,4,10,3,16,4,45,7,0,0,0,0,0,5,11,0,19,0,0,4,0,9,3,0,13,0,26,0,0,0,0,0,0,0,7,0,6,0,3,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,12,39,369,145,81,138,154,44,99,15,1064,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,4,0,0,0,0,0,0,0,3
50403,30,476,22,4,3,0,0,0,0,531,24,387,70,10,3,3,0,5,9,509,11,256,100,14,9,8,6,3,9,413,10,249,177,31,24,14,4,3,13,528,24,196,248,103,93,34,6,14,8,730,20,90,174,183,187,84,13,21,7,770,35,50,85,119,363,225,48,59,13,992,30,39,42,54,238,273,62,104,20,860,12,14,24,13,108,125,59,94,9,453,10,12,10,17,38,67,28,89,4,268,8,13,0,4,17,26,16,80,3,171,10,0,8,5,17,37,14,68,3,155,4,3,0,0,0,4,0,14,0,18,0,9,0,0,3,3,5,13,0,31,4,12,5,0,3,10,3,3,20,56,236,1830,963,556,1101,918,265,571,118,6555,0,10,0,0,0,3,0,0,11,24,0,28,0,0,0,0,0,0,7,35,0,14,0,0,0,0,0,0,8,27,3,12,8,0,0,4,0,0,10,38
50501,24,589,14,0,5,0,0,0,0,638,10,415,53,3,0,3,0,3,0,491,16,240,70,17,0,0,0,0,0,347,5,181,121,24,4,3,0,3,6,350,14,129,165,65,24,15,3,0,4,432,14,90,114,100,66,35,5,18,5,445,8,49,81,68,92,64,10,22,11,402,10,27,36,47,126,86,24,22,5,373,4,9,14,14,35,36,11,26,0,156,6,8,0,6,25,25,13,25,0,111,5,5,0,3,10,10,0,16,0,50,10,4,0,0,3,22,3,30,0,76,0,0,0,0,3,5,0,0,0,7,3,3,4,0,0,0,0,3,0,17,0,11,8,3,4,5,0,0,8,35,128,1788,683,366,408,312,74,163,51,3967,0,13,0,0,0,0,0,0,12,25,3,6,0,0,0,0,0,0,4,22,0,13,3,0,0,0,0,0,3,25,0,16,5,0,0,0,0,0,0,24
