POW_SA3_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
50502,25,75,132,95,236,197,55,60,10,885,32,52,120,135,458,361,91,91,14,1355,40,52,96,127,636,636,152,163,16,1924,51,19,33,72,461,635,144,212,22,1654,31,16,29,51,311,585,172,237,16,1451,30,16,16,28,147,323,135,209,10,912,43,10,23,25,130,314,145,404,10,1120,6,4,3,0,21,57,18,75,3,183,7,4,4,8,9,39,24,87,5,185,0,8,4,0,22,23,5,19,42,117,347,756,778,632,2652,3393,974,1629,167,11322,10,32,14,0,4,0,0,0,5,59,31,438,14,3,0,0,0,0,6,489,24,416,65,11,4,5,0,3,3,530,22,356,133,24,9,0,0,6,3,557,16,371,238,39,19,12,4,5,7,708,52,335,527,132,63,31,7,11,15,1174,51,212,465,266,179,76,21,29,10,1306,66,142,347,291,401,139,34,64,21,1497,53,84,176,240,453,210,52,90,16,1368
50503,15,70,118,86,187,215,38,75,12,815,34,45,100,110,412,372,69,100,11,1252,51,70,64,99,537,556,133,178,21,1715,48,30,40,51,321,476,123,218,14,1317,41,25,30,43,191,436,108,237,5,1106,13,19,6,17,100,244,87,220,10,713,36,14,5,17,92,199,87,319,9,787,11,0,5,3,24,21,7,82,3,157,3,0,4,3,10,14,4,65,0,108,0,4,3,6,14,25,3,11,36,108,311,726,654,550,2135,2805,714,1591,147,9628,13,16,3,8,0,9,0,4,0,49,19,360,20,0,0,0,0,0,6,407,16,294,54,10,5,4,0,0,3,394,23,277,116,13,3,3,0,6,3,432,14,238,169,36,15,9,0,11,7,502,35,225,410,120,53,36,4,11,8,896,45,135,401,207,151,55,13,20,8,1049,39,92,251,261,354,118,25,44,7,1197,33,47,122,145,274,100,14,52,8,801
50601,3,19,56,36,69,64,12,21,4,285,11,17,33,35,140,101,28,38,3,411,12,15,23,29,145,154,52,55,4,490,14,11,10,22,92,114,44,56,8,370,8,4,4,13,69,125,43,88,6,350,6,0,8,5,35,67,19,64,4,204,5,0,4,3,22,53,35,90,6,227,0,0,0,0,0,11,7,23,0,41,0,0,0,0,0,3,3,17,0,30,3,3,0,3,5,5,0,4,11,28,74,256,264,183,639,755,270,494,52,2990,6,5,0,0,0,0,0,0,0,21,5,121,8,0,0,0,0,0,3,140,7,136,22,7,3,0,0,0,0,178,5,110,34,3,0,0,0,3,0,173,15,114,83,21,6,4,3,3,0,248,17,107,149,51,11,21,0,8,8,371,24,54,170,107,81,21,4,7,3,479,20,60,108,119,148,52,11,19,0,539,17,16,39,113,149,76,9,35,9,464
50602,13,41,95,50,135,117,26,31,12,530,21,40,73,81,248,228,60,50,22,829,23,46,41,54,433,385,97,122,16,1221,47,32,24,42,302,380,119,169,7,1127,44,19,18,33,242,378,124,216,8,1076,38,10,19,14,134,272,80,246,8,825,104,28,28,30,197,390,169,650,7,1603,44,18,6,8,31,88,50,205,5,458,47,10,8,8,25,45,53,217,0,405,0,4,7,0,8,26,4,10,25,83,418,495,519,380,1863,2441,807,1952,133,9013,14,14,3,0,0,0,0,0,4,40,22,277,8,4,4,0,0,0,0,323,32,373,56,4,0,0,0,3,5,479,21,344,107,21,11,4,0,3,8,516,32,313,197,36,25,6,3,4,3,622,42,326,367,109,53,27,4,3,4,948,66,214,379,203,143,55,10,28,11,1108,78,138,282,280,384,163,32,55,22,1437,84,92,198,257,434,245,71,95,23,1505
50603,23,51,140,73,196,197,65,60,12,817,19,53,94,85,415,343,85,97,25,1223,41,49,57,75,590,632,144,193,23,1804,37,49,46,65,434,571,188,245,6,1635,43,25,25,35,328,528,180,262,13,1439,33,13,12,14,158,292,135,310,12,975,65,14,13,21,185,328,220,667,8,1527,18,3,6,0,30,59,32,150,3,301,9,3,0,5,11,22,19,114,0,194,4,0,0,0,10,17,6,18,32,98,336,625,622,448,2536,3182,1138,2173,153,11199,5,19,5,0,0,0,0,0,3,36,8,281,19,0,0,0,5,4,0,317,12,308,50,11,4,0,0,0,3,390,16,218,107,11,12,11,0,7,7,384,19,190,153,27,15,7,0,4,3,420,18,221,292,89,38,19,4,8,14,704,31,92,260,145,109,49,7,18,8,717,29,90,181,207,211,96,20,36,11,877,18,54,105,157,278,148,34,58,11,861
50604,10,34,59,44,124,104,27,29,4,439,11,32,46,62,200,174,50,48,7,625,19,26,39,42,220,212,52,93,10,712,16,17,17,20,171,196,66,86,5,589,14,11,9,10,87,163,69,113,5,484,7,3,5,9,39,89,43,105,0,301,12,9,9,9,39,75,52,172,0,364,4,0,0,0,5,11,6,40,0,70,4,0,0,5,0,5,7,25,0,48,0,0,0,3,8,8,0,10,11,46,104,352,336,246,1024,1142,391,759,70,4431,4,11,0,0,0,0,0,0,0,21,5,110,4,0,0,0,0,0,0,126,7,150,22,0,8,0,0,4,0,190,8,144,50,7,3,6,0,0,5,220,11,134,105,19,12,13,0,0,4,305,19,131,190,64,31,14,3,13,10,478,28,86,216,111,118,28,5,20,0,615,30,44,163,155,205,44,12,34,6,695,25,40,78,114,234,98,10,39,8,642
50605,4,16,30,26,53,49,9,18,6,215,7,23,36,41,80,87,12,24,4,310,7,7,22,19,123,120,33,48,9,375,5,11,11,11,76,104,35,70,0,329,5,9,10,3,63,90,52,89,3,329,7,6,10,3,44,74,37,86,0,264,12,10,8,11,44,89,43,161,0,383,12,0,0,6,3,10,6,33,0,59,7,4,0,0,6,3,3,26,0,42,0,3,0,0,4,9,0,0,11,29,78,210,195,144,537,677,261,581,40,2717,0,6,0,0,0,0,0,0,0,8,11,125,0,0,0,0,0,0,0,135,7,109,19,4,0,0,0,3,3,148,3,72,27,5,0,0,0,0,0,111,4,62,36,13,0,3,3,0,4,125,13,67,103,23,27,5,0,5,8,246,12,36,87,64,58,21,9,9,4,287,5,27,48,73,90,24,9,9,0,282,8,14,39,36,75,39,10,10,4,246
50606,9,7,7,9,26,16,5,7,0,82,0,9,10,13,29,34,9,13,4,123,3,3,7,12,34,42,27,29,4,157,4,0,3,6,25,36,15,20,0,114,0,4,4,5,20,39,14,41,4,130,0,0,0,3,4,14,5,24,0,50,0,0,0,0,11,17,20,26,3,79,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,18,0,25,0,0,0,5,3,8,0,0,3,19,29,102,77,78,180,234,108,190,18,1033,0,0,0,0,0,0,0,0,0,6,7,49,0,0,0,0,0,0,0,56,4,47,7,0,0,0,0,0,0,61,0,45,17,0,0,0,0,0,0,61,0,31,24,3,0,0,0,0,5,67,3,29,40,26,15,0,0,3,5,119,8,13,46,38,34,9,0,0,4,149,7,9,30,25,40,10,0,7,0,132,4,0,16,28,36,23,5,3,0,116
50607,3,17,36,11,38,18,9,11,0,141,4,24,36,21,51,36,10,10,9,207,8,11,15,17,86,79,24,19,4,261,16,8,11,9,67,76,24,31,0,233,10,9,3,7,55,37,14,25,4,163,3,0,0,5,31,23,8,19,0,85,6,0,4,4,9,20,12,38,0,90,5,0,0,0,0,4,0,7,0,23,4,0,3,0,0,0,0,13,0,25,0,0,0,0,5,0,0,0,0,5,69,158,164,104,360,319,97,180,21,1466,0,8,0,0,0,6,0,0,0,18,5,127,7,0,0,0,0,0,0,149,10,160,21,4,4,0,0,4,3,198,13,110,33,4,0,0,0,0,7,158,9,95,62,19,3,0,0,0,4,193,4,99,133,31,12,4,0,5,3,299,11,70,143,65,53,23,5,8,0,386,19,44,93,106,102,45,10,18,5,443,12,13,39,50,122,69,7,21,5,345
50701,15,45,90,76,169,188,46,56,8,692,19,49,82,97,269,291,62,92,9,966,41,56,37,84,411,534,130,207,11,1505,41,30,33,52,326,516,153,269,15,1431,31,24,18,46,267,486,175,332,15,1393,33,22,21,29,148,382,154,315,16,1106,61,20,17,30,215,498,205,629,14,1690,12,3,3,4,37,64,33,140,4,293,15,8,4,3,5,38,17,101,0,190,0,5,5,0,14,24,4,18,23,94,304,590,485,494,2001,3184,1021,2225,133,10444,3,3,5,0,3,0,0,7,3,25,12,270,11,0,0,0,0,0,3,296,22,257,34,9,0,0,3,0,0,324,23,211,79,11,0,3,6,3,5,338,7,167,135,24,8,7,0,8,7,354,22,162,244,75,40,26,3,5,3,601,25,101,236,126,105,36,17,25,15,683,32,65,158,162,218,68,15,29,8,758,29,36,93,94,218,89,21,51,3,632
50702,9,30,79,50,67,54,12,19,7,317,16,32,61,44,155,121,39,33,6,500,17,18,31,48,191,217,72,69,10,673,13,15,12,28,95,175,64,64,3,483,14,12,6,8,87,125,37,89,0,381,9,0,6,3,36,88,43,53,0,232,16,0,16,14,50,87,48,98,0,322,6,0,0,0,4,13,5,19,0,51,0,0,4,0,7,6,3,13,0,42,0,0,3,0,4,4,0,3,9,28,126,286,358,248,756,959,343,482,50,3611,4,9,0,0,0,0,0,0,0,24,21,233,5,0,0,0,0,0,0,269,8,235,31,5,0,0,0,0,4,283,13,208,59,4,10,3,0,0,5,309,7,167,91,19,17,10,0,7,5,327,18,182,232,71,25,12,3,9,6,558,21,100,208,118,98,32,10,16,5,606,18,61,117,136,150,77,13,18,6,583,19,43,60,86,130,86,17,30,7,475
50703,5,12,16,20,37,42,13,12,0,160,7,16,22,14,58,83,15,34,3,260,13,17,13,16,92,115,54,64,4,392,3,8,7,15,99,138,57,65,4,401,15,4,8,18,93,152,65,121,4,470,15,3,10,6,54,115,59,133,0,399,56,10,18,22,173,263,167,348,4,1061,14,9,10,5,56,73,49,90,4,296,8,7,6,0,62,38,43,90,0,252,0,0,0,0,6,6,4,6,5,31,159,162,158,126,769,1062,531,987,40,4004,0,0,0,0,0,0,0,0,0,3,9,49,0,0,0,0,0,0,0,56,3,48,17,0,0,0,0,0,0,68,6,49,11,3,0,3,0,0,0,78,3,51,36,9,3,3,0,0,3,108,11,54,76,24,16,8,0,0,3,190,10,33,51,46,34,13,0,3,8,203,21,22,40,45,76,24,6,10,0,241,5,13,29,26,69,29,15,13,6,206
50704,8,59,94,53,85,62,12,19,7,403,21,45,72,72,198,115,39,29,6,599,25,25,51,72,264,233,46,43,9,761,19,15,30,42,211,208,49,68,8,650,9,16,13,22,145,187,39,75,5,515,11,7,14,7,63,97,37,61,0,279,15,12,15,6,64,113,48,166,0,444,10,4,9,0,4,11,8,46,0,94,9,0,4,0,8,6,5,55,0,87,5,0,0,0,6,7,0,0,13,30,150,500,478,347,1133,1137,301,592,61,4689,4,9,5,0,0,0,0,0,0,21,21,302,5,5,0,0,0,0,4,333,20,313,42,8,0,0,0,0,0,385,18,231,82,11,3,3,0,3,3,354,21,201,130,29,18,4,0,6,9,416,36,212,273,77,40,21,4,4,11,676,32,123,287,160,102,50,0,18,5,780,37,60,182,194,218,70,9,34,7,813,43,41,122,154,243,150,26,54,8,839
50705,16,42,88,71,100,74,20,24,4,439,20,19,58,68,191,134,30,47,8,564,21,24,34,43,214,216,54,79,11,690,16,12,6,18,170,245,55,113,5,653,25,14,18,17,113,219,68,145,11,625,14,17,9,15,64,138,45,123,10,430,28,5,7,18,80,183,52,243,4,623,3,0,0,0,5,24,12,50,4,106,0,0,0,0,4,8,11,24,7,61,0,3,0,0,8,12,0,7,19,52,192,425,395,318,1062,1347,368,903,90,5097,9,28,0,3,0,0,0,3,0,42,13,244,16,3,0,0,0,3,5,283,19,231,48,7,0,0,0,3,4,316,19,188,86,15,6,4,0,8,3,335,14,171,133,28,22,10,3,7,0,398,36,186,298,91,42,20,5,17,12,713,43,123,297,160,133,51,10,21,16,866,42,66,196,232,239,108,18,36,3,937,30,50,91,146,244,159,20,67,10,813
50901,13,27,56,43,75,89,30,21,0,348,10,24,37,63,164,100,34,38,9,484,20,20,21,32,151,198,58,77,7,584,25,7,11,10,101,138,52,63,3,412,10,8,12,11,54,93,55,85,4,329,9,8,5,6,16,50,33,57,0,185,6,0,8,9,22,51,33,75,6,209,0,0,0,0,7,4,0,22,0,37,5,0,0,0,0,4,3,18,0,28,7,0,0,0,4,4,0,3,11,20,135,253,262,227,687,863,349,502,49,3316,6,3,0,0,0,0,0,6,0,19,8,118,3,0,0,0,0,0,0,137,7,116,18,0,0,4,0,0,3,148,7,77,29,10,0,4,0,6,0,137,12,100,56,20,8,11,4,0,6,216,20,109,145,47,16,14,7,9,12,369,21,81,154,98,52,27,4,17,5,459,11,44,132,108,114,46,8,16,4,487,20,25,61,82,121,69,15,36,8,441
50902,10,14,31,40,44,50,16,34,4,242,11,16,24,35,86,75,20,37,7,310,14,17,25,13,91,120,55,68,4,412,3,13,9,10,67,108,41,68,6,330,17,7,12,5,39,85,42,107,8,319,8,13,6,4,24,55,33,91,3,232,21,11,10,6,36,76,56,225,3,442,13,0,3,0,16,13,12,97,9,166,3,4,5,0,6,8,9,67,0,109,0,4,0,0,4,3,4,11,4,35,127,250,210,148,491,676,308,858,63,3137,3,4,3,0,0,0,0,3,0,11,6,50,0,0,0,5,0,5,0,69,3,61,5,4,0,0,0,0,0,82,7,46,19,8,0,4,3,3,7,96,7,58,32,11,5,5,0,0,0,121,19,62,75,20,15,7,5,3,4,215,18,39,81,46,41,21,5,5,0,262,20,24,59,69,68,35,9,18,5,309,11,21,27,44,70,58,20,20,4,281
50903,3,9,13,8,23,27,10,5,6,101,7,4,12,16,23,30,7,16,0,121,7,4,5,11,34,55,23,28,3,175,3,5,3,3,15,25,15,34,7,118,7,4,7,11,11,26,13,57,0,135,8,10,0,3,14,29,15,62,4,147,59,6,3,9,55,69,37,259,6,508,15,0,4,0,15,14,22,67,3,131,8,5,4,0,8,7,14,54,4,98,0,0,0,0,0,3,0,11,7,21,126,89,98,72,207,323,159,611,38,1714,0,4,0,0,0,0,0,0,0,6,0,21,0,0,0,0,0,0,4,29,0,29,5,0,0,0,0,0,0,37,4,13,5,0,3,0,0,0,0,20,7,16,20,0,0,0,0,0,0,44,7,29,43,15,7,0,0,3,6,108,8,23,41,21,22,7,3,3,0,128,8,14,22,36,28,15,5,8,0,141,0,13,16,23,28,26,0,18,0,116
51001,0,17,9,13,17,22,5,22,0,104,3,6,11,12,46,40,18,18,9,169,8,11,5,8,63,79,17,50,9,255,10,6,10,6,45,60,35,50,0,216,14,10,8,5,39,52,25,63,6,213,11,0,7,0,23,37,11,66,0,154,28,4,0,5,23,59,26,144,7,295,9,3,0,4,6,8,5,65,0,102,13,6,0,4,7,7,7,90,3,127,0,0,0,0,4,0,3,5,5,27,97,124,95,90,285,379,152,599,41,1871,5,0,0,3,0,0,0,0,0,5,8,42,5,0,4,0,0,3,3,57,3,35,14,0,3,0,0,4,0,65,0,24,9,9,4,3,0,0,0,51,5,28,18,3,6,4,0,0,0,70,8,36,41,30,29,17,6,6,9,179,9,16,50,33,41,19,5,13,3,196,16,20,38,53,100,49,13,38,4,332,14,12,23,54,127,83,17,47,7,383
51002,12,3,8,12,11,16,3,22,0,87,7,8,8,14,20,20,7,40,3,118,12,4,12,13,27,38,20,99,3,227,27,20,6,8,28,46,27,202,8,372,51,11,12,14,39,62,35,334,9,566,67,30,17,5,33,55,50,455,16,723,349,74,87,21,138,145,247,1915,38,3021,200,41,52,9,67,79,172,1074,20,1701,182,25,30,13,51,61,140,1060,12,1580,9,0,0,0,3,9,3,30,17,73,933,246,247,117,438,537,706,5256,129,8610,0,6,4,0,0,0,0,0,0,11,3,20,0,0,0,0,0,0,0,28,0,34,15,5,0,0,0,0,0,61,0,24,4,0,0,5,0,4,0,34,0,19,6,0,0,0,0,0,0,31,3,17,28,5,3,4,3,3,3,69,0,9,26,13,14,8,0,5,3,87,8,5,8,29,29,29,6,9,0,120,18,10,11,21,34,28,10,32,4,167
51003,3,5,16,12,8,19,3,22,3,94,12,13,13,12,20,28,15,50,7,169,22,3,9,9,50,65,29,91,0,282,22,18,8,7,24,59,38,150,8,329,51,20,13,5,41,74,28,274,4,505,76,19,12,14,39,65,45,367,13,635,295,72,70,29,111,213,199,1672,41,2701,197,42,31,10,46,109,148,918,15,1525,370,46,32,18,75,131,134,1276,19,2104,12,3,5,0,0,7,5,36,20,85,1071,284,231,126,425,798,655,4890,136,8604,0,5,0,0,0,0,0,0,0,5,4,54,0,0,0,0,0,0,6,61,11,38,12,0,0,0,0,0,0,57,3,38,17,0,0,0,0,0,0,62,5,29,16,3,0,0,0,4,4,63,7,27,32,14,7,3,3,0,4,102,6,18,30,24,18,11,4,5,4,114,10,18,24,45,55,21,4,11,0,183,9,17,17,25,70,30,11,28,8,211
51101,8,4,9,11,19,18,8,12,0,85,4,5,3,11,34,30,10,12,0,112,6,6,10,9,38,49,14,30,0,162,0,4,0,6,19,38,15,19,3,111,0,3,4,5,12,32,16,51,3,119,8,0,0,3,3,15,15,54,3,101,24,8,5,6,11,36,24,162,4,281,4,0,4,3,6,9,7,66,6,96,4,0,0,0,3,8,3,35,0,51,0,3,0,3,0,0,0,14,8,28,65,61,55,66,170,266,122,474,19,1297,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,22,4,18,6,0,0,0,0,0,0,28,0,21,7,0,0,0,0,0,3,34,5,19,10,4,0,0,0,0,0,42,4,15,20,18,6,3,0,0,3,75,15,11,29,14,26,4,0,3,0,108,5,10,23,18,35,18,0,7,0,116,4,5,4,8,34,14,4,9,0,82
51102,0,0,3,0,13,7,0,0,0,28,3,3,6,8,15,26,3,10,0,66,0,4,6,0,15,27,8,16,0,77,3,4,0,0,25,29,11,17,0,91,3,0,0,0,17,22,9,24,0,75,3,0,0,0,9,16,9,15,3,58,5,0,4,4,10,36,10,50,5,121,0,0,0,0,5,5,5,15,0,37,5,3,0,0,3,5,7,24,0,45,0,0,0,0,0,0,0,0,0,4,35,36,34,18,116,188,57,179,14,684,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,16,0,8,7,4,0,0,0,3,0,14,0,7,10,4,6,0,0,0,0,28,10,6,19,4,4,6,6,0,0,49,10,8,17,21,11,13,8,8,0,94,4,4,8,21,28,16,9,9,5,110,4,0,9,17,19,30,6,10,0,102
51103,10,13,26,6,37,39,4,25,3,158,8,5,12,24,50,57,22,60,3,246,11,9,13,17,59,101,41,112,8,372,22,8,7,3,53,85,48,187,15,422,24,12,11,6,46,80,57,305,12,545,42,12,12,9,34,67,53,349,15,606,180,40,39,15,98,172,249,1380,27,2199,68,29,18,4,20,31,86,607,9,879,38,16,5,3,13,16,43,459,9,614,7,4,0,0,4,3,0,24,24,64,434,216,193,107,442,697,611,3549,119,6371,4,5,0,0,0,0,0,0,0,7,0,54,3,0,0,0,0,0,0,67,0,37,9,0,0,0,0,0,0,52,0,28,21,0,0,0,0,0,0,54,7,22,29,7,7,4,0,3,3,76,9,39,52,17,18,3,0,0,6,143,15,26,55,40,50,24,0,5,4,226,9,16,37,50,62,35,13,22,0,247,10,15,13,22,75,63,15,33,6,246
51104,7,18,47,32,50,68,14,38,9,268,12,17,24,30,103,106,19,47,0,367,20,20,19,22,92,149,44,86,5,464,16,14,16,22,64,138,51,105,7,422,35,9,13,5,58,104,47,189,0,463,24,8,10,0,22,67,43,183,5,360,108,31,29,11,69,118,117,630,16,1142,44,12,6,5,14,15,27,253,5,371,23,0,0,4,3,8,18,162,4,227,5,0,0,3,0,4,0,12,11,40,322,258,253,173,580,850,400,1751,68,4663,6,8,6,0,0,0,0,0,0,19,3,119,6,3,0,0,0,3,4,138,3,81,20,4,0,0,0,0,0,117,8,63,27,12,5,4,0,5,3,121,3,83,49,12,10,5,0,5,0,165,23,81,124,44,26,13,3,9,3,325,23,51,117,85,53,19,6,20,6,387,24,23,89,107,113,53,10,18,5,434,15,16,57,69,108,85,22,30,8,416
59797,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,7,0,16,0,0,0,0,0,0,0,11,0,16,5,0,0,0,0,3,0,11,0,15,7,0,0,0,0,0,0,18,0,27,11,0,4,0,0,3,6,58,0,86,12,0,0,0,0,0,0,64,0,80,69,4,3,0,4,8,4,185,0,278,0,0,0,0,0,0,0,0,0,0,113,8,4,6,10,24,14,354,3,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3
59999,61,147,229,163,220,275,45,94,21,1257,91,174,242,195,356,469,97,181,31,1839,127,132,212,266,491,809,175,312,43,2566,98,92,138,206,378,865,230,388,26,2424,120,64,83,153,324,732,249,553,21,2292,74,27,47,67,154,487,155,519,13,1547,219,58,48,71,190,478,259,1211,32,2569,105,10,16,7,35,69,42,418,10,715,127,20,24,16,37,54,33,414,11,736,13,7,11,7,18,49,13,40,53,206,1207,1578,1510,1386,2492,4670,1363,4253,304,18753,17,17,7,3,5,4,0,3,0,47,39,389,4,0,0,5,0,0,5,446,34,379,50,6,0,3,0,0,3,477,34,357,72,3,3,4,0,4,12,488,36,342,154,27,10,5,0,7,6,594,64,378,294,67,32,19,6,8,12,881,58,288,343,132,59,39,12,20,9,962,47,145,271,180,92,74,21,31,13,868,43,99,152,162,129,103,33,60,3,788
