POW_SA3_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
50502,1001,4337,3035,2097,7880,9931,3058,6431,654,38437,5,25,20,13,32,31,4,7,0,127,11,27,23,16,38,59,20,38,0,230,39,193,194,136,411,291,62,64,19,1409,29,20,35,33,140,61,13,12,0,338,51,259,297,184,365,595,107,142,10,2021,31,111,110,82,186,162,44,46,7,772,234,1866,1215,540,921,517,141,178,55,5666,98,954,490,216,312,261,68,159,22,2580,22,73,57,15,57,53,14,18,0,321,31,92,85,51,128,96,23,40,4,558,30,110,143,106,159,139,53,57,0,805,20,104,103,60,167,155,41,62,7,711,71,427,387,249,472,483,100,152,9,2352,53,338,238,131,269,188,44,101,10,1372,116,208,247,189,736,347,86,75,14,2029,234,1126,947,604,928,772,340,532,35,5515,472,1583,1832,1235,2173,931,248,488,76,9030,29,189,94,67,104,70,17,34,8,592,53,415,327,174,299,209,65,81,6,1631
50503,759,2999,2096,1455,5220,7050,2300,5235,483,27603,7,82,59,55,63,71,13,47,10,417,4,24,25,21,46,37,3,24,4,193,28,209,172,92,277,164,33,60,8,1040,4,11,17,4,18,9,5,8,0,78,30,274,262,124,307,254,50,67,15,1389,20,70,106,42,184,107,15,34,6,587,139,1195,802,329,539,292,108,81,33,3515,64,1030,484,183,174,138,29,84,29,2205,14,74,81,37,46,52,9,14,4,343,4,14,15,11,18,12,5,7,0,78,5,50,64,23,82,72,12,25,0,340,10,45,45,27,54,57,12,27,5,267,39,196,180,83,178,161,40,57,9,937,21,233,143,52,114,53,15,37,9,681,44,81,95,72,226,121,16,33,4,697,233,847,925,574,866,799,276,513,26,5068,184,755,988,643,831,403,80,181,30,4102,10,161,68,41,31,22,5,13,0,355,59,403,265,125,178,149,32,55,14,1281
50601,260,1154,758,555,1694,2193,767,1624,176,9185,0,37,27,15,23,8,7,9,0,121,4,5,7,9,0,19,6,10,0,60,9,79,44,25,60,53,18,12,0,297,0,0,4,7,9,0,0,5,0,23,10,66,67,19,52,57,7,15,4,291,3,25,20,10,22,25,5,6,0,114,96,548,349,173,246,115,23,41,15,1603,34,439,161,87,79,48,17,25,17,905,10,54,42,18,34,29,3,16,3,207,0,22,8,5,4,13,0,5,0,54,4,9,26,9,21,22,3,0,0,91,8,15,23,10,27,16,5,11,0,111,5,83,77,37,60,55,8,20,0,344,15,86,61,36,67,25,4,4,0,307,27,72,60,32,173,108,18,24,0,525,104,414,415,344,467,375,150,279,22,2561,220,495,646,545,693,471,94,161,18,3351,4,55,33,16,14,14,3,4,0,142,18,151,121,53,68,46,14,20,3,487
50602,1513,3420,2692,1933,7550,10125,3509,7881,661,39282,0,4,4,3,9,9,0,4,0,38,110,43,69,37,190,336,95,277,19,1176,24,91,95,47,182,170,42,39,10,703,3,5,8,9,37,32,5,7,0,107,41,96,121,76,169,418,71,131,3,1128,21,66,79,60,207,181,47,46,0,716,106,783,555,254,518,383,100,95,28,2824,76,795,549,213,299,208,67,86,29,2331,225,296,421,290,639,553,118,160,27,2729,6,33,28,20,40,29,7,8,0,166,20,54,61,40,115,117,29,32,0,472,31,53,87,34,152,126,30,47,7,579,50,178,190,113,270,282,76,105,9,1267,46,302,290,111,273,204,63,97,18,1408,71,117,159,107,283,249,81,74,6,1136,60,343,314,207,362,250,93,126,18,1770,267,719,813,525,1140,507,212,280,39,4511,154,632,363,259,340,318,65,93,12,2238,25,186,155,92,166,132,23,63,7,858
50603,1062,3639,2773,1743,8916,11056,3961,8021,686,41849,5,19,17,12,16,17,10,5,0,101,45,37,40,34,99,165,39,120,9,583,62,230,250,175,489,470,92,101,8,1875,11,13,24,32,79,67,20,27,0,272,19,111,129,73,200,245,42,81,11,908,50,147,187,114,464,365,85,99,6,1514,135,1150,828,371,695,357,78,114,35,3774,36,772,343,123,155,108,38,60,15,1648,50,134,185,91,270,239,71,107,13,1162,9,48,32,9,22,22,7,6,0,156,17,22,46,27,59,60,18,10,0,266,12,59,59,39,89,104,15,50,7,441,40,177,173,101,265,208,60,59,0,1097,18,146,134,58,181,104,18,32,15,701,68,139,127,74,378,229,37,49,6,1111,228,994,799,588,1092,737,287,451,26,5209,244,809,1002,672,1164,638,104,234,52,4903,16,139,84,37,54,30,5,15,0,384,30,261,219,115,244,165,49,52,11,1140
50604,420,1571,1147,771,2777,3523,1215,2565,291,14282,0,12,5,7,10,6,0,7,3,45,0,8,15,0,10,36,11,16,0,102,11,74,85,40,79,73,18,25,0,412,0,6,5,0,6,8,0,0,0,16,14,84,78,34,87,94,8,38,8,444,0,35,22,17,41,47,7,12,0,184,72,545,429,176,291,145,41,58,10,1782,28,455,199,58,87,54,19,36,9,936,9,48,46,21,50,52,8,24,3,263,0,8,4,3,0,6,0,0,0,29,10,28,31,17,22,25,3,5,0,133,5,27,24,17,44,31,9,13,0,158,9,87,80,45,133,96,24,34,0,506,8,95,77,31,42,40,4,8,5,318,82,105,93,50,245,195,51,53,0,876,122,483,521,366,521,389,151,234,18,2810,128,530,679,430,708,322,59,171,31,3057,9,42,22,9,19,14,3,9,0,120,16,200,111,73,125,89,18,27,12,676
50605,236,906,588,450,1498,2170,914,2013,158,8944,8,24,20,19,12,11,5,4,6,100,0,8,4,11,21,21,4,11,0,82,9,46,42,8,59,60,28,22,6,273,4,9,8,3,15,16,0,3,0,61,12,82,52,17,29,41,11,8,0,261,3,26,32,21,64,45,8,10,0,208,41,277,204,86,127,68,21,35,12,872,26,300,131,39,60,38,13,25,3,636,18,43,47,35,84,140,45,47,5,461,4,12,5,0,3,7,0,0,0,32,5,13,14,7,22,14,0,5,0,69,4,20,21,11,43,26,8,15,0,152,9,86,55,33,33,44,13,24,3,303,15,57,45,14,42,22,0,4,3,202,20,23,27,16,59,24,7,8,3,192,71,318,258,202,244,201,105,147,6,1564,42,263,268,192,237,129,29,52,17,1227,7,55,16,8,12,4,3,6,0,106,8,99,70,43,68,37,9,14,9,361
50606,110,363,216,182,437,725,300,630,85,3045,10,33,32,24,42,43,8,31,5,216,3,9,3,0,0,3,0,9,0,22,0,26,25,5,17,15,0,8,0,93,0,4,0,0,0,0,0,0,0,4,7,45,25,15,13,16,0,14,0,138,3,11,7,3,11,9,0,0,0,46,19,129,87,44,49,25,8,9,4,373,16,163,61,31,35,19,3,5,8,341,0,20,17,7,3,4,0,3,0,62,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,3,3,7,0,26,0,8,6,8,8,8,0,6,0,45,4,27,36,22,18,11,7,18,0,139,0,37,16,8,7,4,0,9,0,81,16,13,17,5,38,45,11,3,0,150,39,111,134,110,152,106,51,89,9,796,20,88,97,69,69,32,9,14,5,411,0,32,9,8,13,8,0,5,0,85,3,68,40,20,19,16,3,11,5,182
50607,168,882,560,354,1144,1341,445,1020,100,6019,0,7,5,6,6,9,0,6,0,40,15,11,14,17,23,33,14,22,0,159,0,13,19,0,11,7,0,6,0,59,0,0,0,0,4,0,0,0,0,7,4,23,21,15,13,31,9,4,0,115,3,10,5,5,6,10,0,7,0,42,27,188,98,33,50,42,15,20,5,483,17,322,184,80,82,80,24,18,10,817,0,15,3,6,6,11,0,0,0,45,0,7,13,7,15,11,0,0,0,48,8,40,58,21,52,53,4,18,3,260,0,37,32,18,62,58,15,26,0,261,31,119,122,66,162,133,22,47,4,700,7,65,41,26,25,38,4,4,0,213,53,66,89,65,217,105,28,21,0,638,71,299,293,165,248,180,92,160,10,1513,101,428,508,359,457,218,46,103,15,2224,16,46,42,19,20,31,7,26,0,217,8,83,60,26,56,40,5,22,4,312
50701,802,2378,1654,1295,5333,8365,2824,6412,459,29528,6,27,13,9,21,29,6,4,3,120,11,16,29,14,50,90,19,39,0,257,53,167,202,131,364,369,75,104,5,1481,18,21,36,24,139,115,21,14,4,382,22,129,144,67,149,256,62,84,4,923,25,71,74,49,170,146,37,37,3,614,122,887,633,261,447,252,66,78,16,2757,39,652,262,101,121,91,12,46,10,1341,19,86,107,52,126,122,30,46,6,586,0,18,8,0,11,8,0,0,0,50,21,34,54,26,55,72,13,17,0,293,10,55,32,30,65,63,10,26,5,292,34,182,152,105,144,209,34,62,5,939,12,162,110,52,100,71,17,23,6,561,51,93,110,58,244,162,58,55,0,836,126,576,540,324,483,330,151,208,14,2753,181,660,745,472,777,411,90,191,32,3565,13,180,64,25,40,35,12,23,0,397,32,259,180,127,134,70,15,33,10,867
50702,562,1746,1315,905,2867,3523,1212,2454,228,14812,3,16,18,6,12,13,6,6,0,82,4,3,18,0,15,13,8,9,0,78,19,93,104,48,133,112,22,27,5,569,0,5,5,0,5,11,3,0,0,25,7,46,41,30,41,42,14,16,5,238,8,33,38,29,60,40,20,12,0,240,68,452,304,153,196,135,43,58,10,1419,67,607,401,197,235,181,46,80,20,1838,39,42,59,37,125,137,34,50,4,522,0,24,24,12,20,25,9,14,0,133,11,25,25,17,23,34,8,17,0,166,3,53,37,28,70,67,13,34,0,301,31,195,159,101,136,177,52,72,10,926,8,96,75,22,76,33,12,19,3,331,47,82,91,59,260,136,45,45,4,775,92,373,349,231,345,268,113,175,12,1951,239,670,731,563,992,601,116,176,27,4111,13,146,63,45,39,47,9,28,4,390,22,155,103,68,93,88,13,30,4,574
