POW_SA3_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
50502,0,0,6,20,20,9,4,4,58,8,0,3,4,6,6,3,0,31,12,9,9,22,12,9,8,0,82,3,11,14,32,18,11,12,0,100,6,14,25,19,15,18,8,0,110,6,22,41,37,37,36,15,4,188,6,39,67,77,67,57,26,5,335,3,82,176,137,116,87,40,13,650,7,80,313,221,198,153,50,8,1037,0,38,284,278,203,137,37,4,991,0,12,253,290,283,232,53,0,1124,0,5,150,289,250,154,36,3,886,0,10,293,745,768,462,99,10,2377,0,0,59,217,253,138,25,3,695,0,0,57,361,501,315,90,16,1341,0,3,8,13,18,19,5,0,63,39,324,1772,2771,2745,1844,513,73,10065,5,4,21,15,14,8,0,0,68,36,44,13,28,16,8,9,0,151,30,54,42,42,31,25,18,9,250,13,49,59,59,38,28,24,4,271,4,43,64,75,40,48,28,6,313,7,61
50503,0,0,7,21,19,15,9,0,73,12,0,9,14,8,7,3,0,53,11,0,8,14,19,13,8,5,74,4,4,21,23,26,28,9,0,106,4,3,13,25,21,20,12,0,111,9,30,34,58,38,40,28,4,230,10,29,61,73,67,63,25,0,330,9,46,123,104,95,93,20,0,489,3,46,194,173,139,99,36,9,697,0,19,176,185,159,108,26,0,678,0,8,130,199,178,112,38,3,664,0,9,99,164,166,108,30,9,581,0,0,148,347,357,258,30,0,1146,0,0,31,111,109,78,18,0,342,0,0,36,121,208,136,29,8,539,0,0,6,9,14,13,5,0,54,58,200,1099,1642,1630,1185,313,37,6162,5,5,4,13,3,3,0,0,34,34,12,17,29,8,6,4,3,110,11,24,27,33,29,14,7,3,142,0,30,34,38,18,13,4,0,148,0,19,26,37,17,15,17,3,136,4,30
50601,0,0,0,3,8,0,3,0,16,0,0,5,7,0,0,0,0,11,0,0,7,9,11,8,8,0,39,0,0,3,11,3,4,9,0,38,8,3,9,10,15,5,4,0,55,0,6,13,18,9,9,3,3,70,3,21,16,31,16,23,8,3,122,4,17,41,41,27,20,11,0,161,0,20,66,56,52,36,18,0,243,0,10,74,63,45,35,11,0,240,0,4,49,63,66,46,15,0,240,0,0,29,47,44,32,3,0,159,0,0,56,103,112,72,15,5,357,0,0,6,22,29,31,5,0,101,0,0,9,30,34,26,12,0,108,0,0,3,3,0,3,0,0,11,25,84,379,507,468,351,120,22,1962,0,0,3,8,3,8,0,0,20,3,3,16,4,6,0,0,0,47,5,4,17,11,6,9,0,0,56,0,7,5,19,10,10,5,0,65,0,9,20,23,13,7,12,0,84,0,11
50602,0,3,14,6,10,8,0,0,41,4,3,3,4,5,0,0,0,29,8,8,7,9,8,0,7,0,49,8,4,11,11,13,6,7,0,58,3,17,13,16,16,5,8,3,80,5,22,36,32,23,20,4,3,151,0,30,58,65,42,28,14,0,241,8,56,154,102,68,50,16,4,457,0,69,260,195,112,72,26,3,732,0,38,261,217,142,99,27,0,792,0,19,201,249,176,124,33,3,810,0,0,147,216,236,136,25,0,769,0,6,286,686,623,372,73,3,2047,0,0,72,257,269,141,32,0,774,0,0,74,480,627,368,63,10,1620,0,4,3,13,13,9,3,7,46,34,276,1595,2554,2382,1452,342,45,8693,0,0,4,11,4,0,0,0,23,29,14,15,7,9,3,3,0,91,10,28,22,26,11,9,0,0,105,3,18,24,18,13,20,8,0,111,0,21,36,28,20,30,5,0,143,3,32
50603,0,3,3,9,12,10,6,3,43,11,5,6,9,5,0,4,0,37,12,9,13,18,0,5,0,0,53,4,12,14,20,11,22,6,0,85,7,16,17,23,12,14,11,3,97,7,19,32,37,29,30,14,3,170,3,34,46,60,45,31,12,5,240,0,60,123,110,96,55,21,4,469,3,81,244,199,144,95,32,0,805,5,28,201,203,171,141,44,4,789,5,14,214,294,266,202,38,6,1034,0,7,138,300,221,165,37,0,871,0,9,280,638,683,497,97,8,2207,0,0,57,176,230,141,27,3,640,0,0,65,307,444,322,64,9,1218,0,3,10,8,7,16,6,0,56,57,300,1449,2411,2375,1753,428,42,8807,6,0,3,7,12,5,4,0,31,40,28,24,11,9,8,0,0,119,14,55,39,22,16,17,5,3,177,8,26,37,39,25,25,16,0,173,0,29,50,44,21,31,16,12,199,5,53
50604,3,0,4,10,9,7,0,0,28,0,0,3,0,0,0,0,0,24,0,3,3,7,0,4,4,0,20,6,0,10,6,10,13,3,3,54,0,3,8,18,12,12,6,0,62,0,13,22,20,22,19,8,0,105,0,9,34,36,19,19,16,0,138,0,14,45,70,51,31,16,3,229,0,22,82,89,62,46,21,0,325,5,7,62,75,57,60,19,5,289,0,3,67,96,73,77,18,0,337,0,0,35,70,62,49,14,0,229,0,0,58,165,200,127,25,0,578,0,0,8,43,54,39,4,0,159,0,0,12,56,74,56,23,0,221,0,0,5,4,3,3,0,0,13,24,83,449,770,713,566,171,17,2799,0,0,5,3,0,0,0,0,16,20,14,17,7,3,7,5,6,77,7,9,9,20,5,9,3,0,70,4,7,16,20,5,10,9,0,72,0,14,19,18,15,13,10,4,100,3,11
50605,0,0,0,3,0,10,4,0,16,3,0,0,4,0,4,0,0,19,0,0,3,0,5,6,5,3,24,0,0,3,15,4,7,8,0,42,0,0,5,8,10,13,11,0,51,0,4,9,14,11,7,3,0,60,0,7,17,17,27,9,18,5,100,0,8,20,26,25,23,13,3,115,0,10,44,45,48,27,17,0,193,0,3,38,46,34,39,16,0,166,0,0,40,41,37,38,11,0,170,0,0,28,37,40,33,8,0,147,0,0,45,139,140,83,24,0,427,0,0,13,40,37,40,8,0,134,0,0,8,42,76,58,21,4,210,0,0,0,3,4,6,0,0,17,11,36,270,476,500,404,169,19,1890,0,0,0,4,0,0,0,0,9,7,0,3,10,6,10,8,0,52,3,3,12,10,11,11,9,0,53,4,5,9,6,5,6,10,0,42,0,5,12,12,15,9,10,0,57,0,5
50606,0,0,5,0,0,9,0,0,20,4,0,0,0,5,9,0,0,13,3,0,0,0,0,6,0,0,19,0,0,0,0,3,7,0,0,22,0,3,0,6,3,6,0,5,23,0,8,6,9,0,9,5,0,41,4,6,9,7,11,5,6,0,50,0,3,17,14,23,13,6,4,79,0,17,22,20,24,19,15,4,118,0,0,11,20,16,10,0,0,61,0,0,19,21,28,13,8,0,83,0,0,4,15,16,4,0,0,42,0,0,14,37,27,20,8,0,106,0,0,0,12,6,12,4,0,34,0,0,5,6,19,14,3,0,41,0,0,0,0,0,0,0,0,8,10,33,121,173,196,153,55,22,765,0,0,0,0,0,0,0,0,4,5,5,0,6,0,0,0,0,17,0,0,6,4,0,0,0,0,21,0,5,4,8,4,0,0,0,21,0,4,7,5,5,0,3,0,18,3,10
50607,0,0,0,0,0,4,4,0,14,3,0,0,0,0,4,0,0,9,0,3,0,4,0,0,8,0,20,6,6,3,3,4,0,0,0,24,0,6,3,5,10,8,4,0,31,0,10,13,16,8,4,4,0,47,0,12,15,14,12,5,0,0,58,0,8,29,30,13,17,6,3,99,0,8,39,27,34,17,10,0,137,0,3,31,45,26,26,7,0,140,0,0,37,50,51,33,6,0,170,0,0,24,38,43,29,6,7,147,0,0,45,107,117,88,26,4,389,0,0,0,31,58,33,6,0,135,0,0,15,63,88,65,25,5,264,0,0,0,0,0,0,0,0,5,11,56,254,430,464,334,114,20,1681,3,0,7,9,0,4,4,0,24,12,16,5,5,3,4,4,0,55,4,8,8,16,7,11,7,0,61,5,13,9,14,12,13,7,3,71,3,9,16,23,9,11,8,3,83,0,12
50701,0,0,9,14,11,7,0,0,42,7,0,3,5,5,3,0,0,25,10,6,9,11,3,10,0,0,54,4,7,10,12,8,12,9,0,60,6,11,8,20,16,16,9,3,87,7,15,24,34,17,24,13,5,139,5,21,30,45,31,41,12,0,184,3,43,80,69,72,53,17,0,339,0,42,156,126,112,73,24,0,536,4,16,162,145,132,76,17,3,559,0,7,107,178,155,112,26,4,595,0,7,104,179,161,107,19,8,589,0,3,202,464,498,291,46,7,1518,0,0,43,166,195,118,7,0,539,0,0,36,234,304,212,40,3,839,0,0,4,12,8,8,0,0,35,43,169,1004,1721,1745,1167,246,34,6138,0,0,6,15,8,3,0,0,32,30,7,12,16,9,8,0,0,90,7,19,20,21,21,9,8,0,106,6,10,21,26,18,9,6,0,100,3,16,27,25,12,16,11,0,116,5,27
