POW_SA3_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
50101,0,0,5,8,16,9,7,0,48,5,0,3,6,9,8,12,0,36,3,0,12,17,4,13,6,7,57,0,3,4,15,17,8,15,7,71,0,0,15,13,19,23,15,7,102,3,8,17,33,45,44,44,4,199,0,6,28,48,41,45,29,3,202,0,26,75,73,75,63,38,10,367,0,19,110,125,110,100,55,11,528,0,10,64,116,103,82,27,5,410,0,0,41,93,104,58,21,3,324,0,0,27,69,81,55,28,9,266,0,0,35,112,126,93,25,5,393,0,0,8,34,41,24,10,3,115,0,0,8,24,59,55,24,0,166,0,0,5,3,5,17,6,6,45,19,76,456,798,856,695,348,82,3330,0,0,0,3,0,3,0,0,11,8,0,4,14,8,4,0,0,36,0,0,5,19,11,8,5,0,49,3,4,7,22,19,17,7,0,76,0,3,11,31,10,19,10,0,101,3,5
50102,0,3,6,10,16,13,11,0,62,6,0,0,8,3,8,17,3,48,3,0,3,11,9,3,17,6,68,5,0,7,13,14,7,21,14,85,0,6,6,21,11,27,18,9,97,3,14,13,34,40,37,26,16,191,3,17,36,48,56,44,26,8,237,0,30,81,60,63,67,31,13,351,5,35,119,115,111,78,38,9,516,0,6,97,92,101,101,32,4,434,0,6,56,109,142,99,27,13,450,0,0,52,89,131,105,16,9,410,0,0,71,259,312,211,48,10,905,0,0,15,58,101,91,24,6,283,0,0,24,98,175,111,39,12,452,3,0,0,5,9,12,8,13,41,33,123,591,1035,1301,1019,397,123,4627,0,0,7,13,3,0,0,0,36,15,0,12,9,12,11,5,0,64,6,3,15,26,12,12,12,0,91,3,5,19,33,15,15,12,0,111,3,3,36,31,19,29,20,0,139,5,11
50103,0,0,3,9,30,28,21,0,94,4,0,5,3,3,3,10,5,40,0,4,6,8,13,20,24,12,84,0,4,6,12,8,29,16,6,88,3,4,6,5,23,21,26,14,103,0,0,12,22,30,31,39,19,155,5,5,10,22,34,44,44,15,178,0,3,26,39,45,52,45,14,214,0,0,34,50,60,61,41,7,264,0,10,17,42,42,50,21,7,185,0,5,22,40,57,34,14,9,176,0,0,14,14,53,37,13,4,133,0,0,7,48,75,51,26,8,219,0,0,3,9,17,13,3,5,49,0,0,9,18,25,27,24,7,109,0,0,0,0,9,11,13,4,37,9,34,187,346,514,506,391,141,2131,0,0,0,0,5,0,0,0,4,0,0,3,5,5,3,0,0,14,0,0,6,5,6,3,3,0,23,0,0,3,8,8,7,4,0,27,0,0,0,3,11,10,8,0,38,0,0
50201,0,0,3,9,4,11,7,3,41,6,0,6,3,4,0,0,0,20,6,0,8,7,9,10,5,0,45,7,13,11,14,12,16,7,3,84,0,4,8,20,16,6,8,0,68,4,9,12,27,25,30,19,4,130,3,21,30,37,31,29,30,4,185,3,38,77,50,71,38,19,4,300,0,27,94,102,105,56,14,3,405,0,9,73,70,72,68,15,0,315,0,9,44,68,81,62,15,3,281,0,0,45,48,73,40,7,0,221,0,0,57,106,155,121,20,4,455,0,0,16,32,50,25,8,0,130,0,0,14,57,61,67,17,3,218,0,0,0,4,9,7,3,0,21,28,130,486,658,778,587,197,38,2908,0,0,5,5,0,0,5,0,18,13,0,11,12,5,9,0,0,48,5,9,14,17,10,13,7,0,79,0,6,20,18,16,14,11,0,79,0,0,25,30,19,31,15,0,120,6,13
50301,0,0,3,7,6,10,4,3,33,6,4,0,6,4,0,0,0,23,3,10,5,9,9,6,3,4,47,0,7,9,10,9,6,10,4,57,0,10,8,11,12,8,16,0,76,0,18,23,30,21,27,5,0,128,0,19,40,30,30,31,15,3,173,0,33,83,59,47,43,23,9,290,0,37,175,90,84,74,37,9,496,0,22,149,104,93,59,27,0,454,0,7,99,135,119,81,34,5,480,0,5,85,121,115,78,31,3,429,0,3,126,346,367,232,56,15,1145,0,0,17,101,118,100,24,3,370,0,0,25,116,308,215,76,25,767,0,0,5,3,10,7,3,0,33,23,184,848,1168,1353,982,358,75,4997,0,0,10,14,12,6,4,0,48,31,42,22,12,18,10,4,3,139,38,68,39,29,27,22,13,5,230,13,64,60,57,34,29,17,9,278,11,39,58,53,33,24,22,10,255,0,66
50302,0,0,18,21,34,13,6,0,90,7,4,13,18,13,6,3,0,67,7,19,24,19,13,15,4,0,105,3,22,27,28,26,28,12,0,142,3,28,47,36,30,32,16,9,202,11,55,87,92,58,53,29,7,380,14,53,133,147,86,63,40,0,543,3,138,353,252,147,118,53,10,1066,10,152,658,451,264,155,65,11,1762,0,101,709,532,342,206,69,9,1965,0,42,690,734,500,334,86,14,2407,0,10,545,768,564,334,75,6,2309,0,21,1273,2828,2454,1354,238,12,8180,0,0,323,1113,1162,577,104,3,3291,0,0,472,3227,4024,2004,352,36,10117,0,6,16,30,34,22,8,0,117,69,642,5367,10302,9756,5313,1166,122,32740,3,6,32,42,23,20,12,4,138,51,63,30,32,28,29,14,0,248,33,126,58,66,55,36,32,5,414,27,133,124,97,64,50,51,9,553,14,121,142,135,78,81,49,15,635,14,197
50401,0,0,5,7,6,9,3,0,19,4,0,6,0,0,3,0,0,11,4,3,4,6,7,5,7,0,35,0,5,15,9,7,7,5,0,49,0,0,15,7,24,6,5,0,59,5,7,16,26,10,10,10,3,85,4,16,35,40,29,25,21,4,171,0,22,74,65,43,43,12,0,268,0,33,87,87,77,70,21,0,381,0,9,86,96,87,57,15,0,349,0,6,43,103,83,78,15,3,327,0,0,34,67,64,68,16,5,254,0,0,62,184,195,130,40,5,613,0,0,18,52,65,43,3,6,190,0,0,8,65,120,58,15,8,271,0,3,4,3,7,0,4,0,21,19,116,493,821,831,615,184,26,3113,0,0,6,9,4,4,0,0,16,12,11,10,8,4,4,0,0,59,6,21,15,21,9,9,4,0,77,6,22,16,17,12,20,11,4,103,0,12,27,22,17,15,7,3,100,0,13
50402,0,0,3,5,5,3,0,0,23,0,0,0,5,3,3,0,0,14,0,0,0,0,0,0,5,0,16,0,0,4,0,9,10,6,0,29,0,7,0,7,8,5,5,0,31,0,0,0,4,10,14,3,0,36,0,3,15,10,10,6,3,0,52,0,12,11,14,16,12,12,0,79,0,7,11,36,25,21,15,0,128,0,0,22,24,30,34,12,0,115,0,0,19,25,30,25,8,4,117,0,0,15,19,34,31,7,0,99,0,0,21,61,76,53,16,9,236,0,0,0,13,21,19,0,0,52,0,0,0,12,25,29,4,0,74,0,0,0,6,0,3,0,0,13,7,36,129,233,303,279,97,22,1109,0,0,4,4,3,4,0,0,12,0,5,5,4,3,3,0,0,22,0,4,8,7,11,11,10,0,53,4,0,0,12,4,13,3,0,34,0,7,7,9,7,9,11,6,60,0,5
50403,0,0,5,12,20,26,10,0,72,8,0,3,7,10,5,5,0,45,5,6,15,9,14,21,3,4,76,10,6,16,18,18,16,15,6,98,0,9,19,22,18,22,15,7,107,3,22,37,32,45,29,22,7,206,9,37,63,68,56,45,24,9,316,12,54,143,110,108,74,27,4,530,0,66,225,193,155,131,51,9,843,0,22,193,189,174,133,35,3,751,0,7,163,191,233,173,42,7,816,0,3,104,176,183,145,22,3,635,0,5,174,452,510,369,58,7,1579,0,0,39,129,172,116,27,3,485,0,0,44,192,270,159,53,13,738,0,0,10,6,13,13,3,6,46,53,241,1255,1809,2000,1480,426,88,7347,0,8,5,4,3,6,4,0,36,28,18,20,22,4,9,3,6,106,13,14,23,25,14,18,12,0,125,0,30,43,39,13,14,14,4,147,4,18,46,40,22,23,11,6,166,6,21
50501,0,6,9,8,12,15,3,0,46,10,4,4,11,11,3,4,0,39,13,9,10,10,9,13,3,0,55,8,10,6,26,14,11,11,0,84,10,12,15,18,17,9,12,0,95,8,30,39,40,40,24,24,4,209,3,37,53,56,49,43,19,8,266,3,66,114,93,64,44,20,6,404,0,50,198,153,114,84,28,0,637,0,22,124,142,123,84,26,0,510,0,9,92,120,140,98,18,3,480,0,3,34,107,113,77,23,0,357,0,0,88,252,291,204,36,3,882,0,0,16,54,93,87,23,3,270,0,0,12,58,115,104,27,0,315,0,3,4,7,8,8,0,0,33,56,262,807,1150,1213,903,265,30,4695,0,0,8,5,6,16,0,0,42,27,14,13,18,22,14,0,0,116,19,29,26,38,20,24,7,0,168,5,21,40,51,40,30,22,5,224,7,22,45,54,41,49,23,5,239,4,21
