POW_SA3_CODE_2021,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_or_LR_Mng,M1_Tram_or_LR_Pro,M1_Tram_or_LR_TecTW,M1_Tram_or_LR_CoPSW,M1_Tram_or_LR_ClAW,M1_Tram_or_LR_SWks,M1_Tram_or_LR_MaOpDv,M1_Tram_or_LR_Lab,M1_Tram_or_LR_IDNS,M1_Tram_or_LR_Tot,M1_Taxi_or_RSS_Mng,M1_Taxi_or_RSS_Pro,M1_Taxi_or_RSS_TecTW,M1_Taxi_or_RSS_CoPSW,M1_Taxi_or_RSS_ClAW,M1_Taxi_or_RSS_SWks,M1_Taxi_or_RSS_MaOpDv,M1_Taxi_or_RSS_Lab,M1_Taxi_or_RSS_IDNS,M1_Taxi_or_RSS_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_or_LR_Mng,M2_TrnTrm_or_LR_Pro,M2_TrnTrm_or_LR_TecTW,M2_TrnTrm_or_LR_CoPSW,M2_TrnTrm_or_LR_ClAW,M2_TrnTrm_or_LR_SWks,M2_TrnTrm_or_LR_MaOpDv,M2_TrnTrm_or_LR_Lab,M2_TrnTrm_or_LR_IDNS,M2_TrnTrm_or_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
50605,0,0,0,0,3,0,0,0,0,6,0,7,16,14,0,12,6,17,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,12,8,0,34,1359,1755,2119,1285,1436,790,1622,1115,157,11638,37,39,89,98,48,127,71,173,13,694,25,0,47,0,9,0,94,24,5,202,6,0,8,4,3,0,19,4,0,48,0,4,10,0,0,0,6,6,0,36,5,4,21,10,7,0,26,7,0,89,54,33,25,42,23,39,9,38,0,261,1503,1840,2333,1454,1538,976,1864,1394,182,13087,0,0,6,5,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,3,3,5,0,25
50606,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,8,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,6,6,0,22,433,659,701,700,305,265,338,602,59,4063,21,9,52,49,13,73,29,123,4,377,9,0,14,0,9,0,50,19,0,103,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,4,0,9,4,0,0,7,0,0,10,0,0,33,55,12,18,16,10,11,7,31,0,163,526,696,797,779,336,359,442,790,69,4797,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,14
50607,7,9,3,20,9,0,0,10,4,52,8,48,25,66,16,31,0,45,6,258,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,5,5,4,5,3,3,15,3,8,3,6,0,42,1158,3028,1017,1652,1192,545,128,544,116,9386,37,101,41,145,67,81,4,89,7,565,0,0,10,0,0,0,10,3,0,28,0,14,7,3,5,0,0,0,0,29,17,28,17,12,4,3,0,0,0,81,11,21,15,11,0,6,8,13,0,82,29,75,12,84,21,41,5,32,4,312,1276,3340,1161,2005,1316,706,162,742,151,10853,11,17,5,18,19,17,0,17,3,103,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,11,14,27,12,22,16,17,0,17,3,136
50701,13,31,30,29,35,25,17,24,0,202,9,28,60,49,16,63,29,91,8,356,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,8,16,3,17,18,33,0,107,4964,5523,8563,3409,4542,2469,3673,3291,618,37046,131,167,390,235,148,407,199,582,38,2293,17,6,78,0,8,6,96,34,3,252,11,21,31,7,10,6,28,12,0,127,20,32,22,15,4,14,11,18,0,137,16,24,87,15,12,7,53,41,7,258,39,41,42,90,21,64,19,66,5,386,5221,5895,9314,3872,4797,3067,4130,4183,688,41168,16,32,25,32,18,50,11,49,5,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,8,8,9,3,0,0,0,62,4,3,3,6,0,0,0,5,0,26,0,3,5,0,4,0,0,0,0,8,25,52,47,42,35,57,17,59,4,339
50702,33,141,28,53,58,30,3,33,4,391,53,131,67,131,93,85,21,112,9,705,6,6,12,12,0,0,0,13,3,59,0,3,0,3,0,0,0,0,0,5,6,18,6,22,7,16,3,8,0,86,2851,4566,2638,2524,2561,1257,1172,1568,236,19367,97,172,113,221,130,164,41,193,13,1139,9,7,23,0,0,0,29,12,0,76,21,50,17,12,4,5,0,10,3,124,64,149,46,62,25,24,6,45,0,429,14,29,25,9,8,0,12,19,8,121,109,176,69,186,75,68,11,82,15,789,3261,5440,3036,3235,2971,1658,1294,2090,296,23289,11,64,32,40,35,19,7,35,0,253,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,22,21,4,10,17,0,0,3,0,83,0,7,0,3,6,0,0,0,0,19,0,8,0,6,0,0,0,0,0,16,37,101,39,61,62,19,7,44,0,376
50703,3,9,5,0,4,5,0,9,4,32,8,9,12,21,0,28,14,44,4,137,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,9,3,9,5,4,0,37,1494,1924,3260,1326,1250,488,1855,1538,265,13399,35,38,114,76,35,138,68,189,5,704,3,0,23,0,0,0,37,16,0,79,0,9,21,10,0,0,11,5,0,51,0,0,3,0,0,0,4,12,0,22,0,8,23,6,8,3,18,14,0,85,14,4,6,18,10,27,8,26,0,126,1564,2002,3471,1459,1308,695,2033,1857,290,14674,0,5,7,13,3,4,0,6,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,15,14,6,4,4,11,0,66
50704,41,214,51,51,101,16,6,35,7,529,32,159,59,113,70,139,31,98,4,704,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,20,9,18,11,19,8,12,0,97,3165,9944,3380,3693,3394,2667,1025,2141,306,29715,99,341,161,249,151,414,45,380,16,1861,13,0,34,0,0,0,27,24,9,104,10,27,17,6,3,6,8,4,0,88,15,122,11,26,11,14,0,16,6,226,17,36,65,25,16,5,36,19,6,230,37,100,40,87,51,100,14,72,3,504,3434,10971,3825,4271,3818,3372,1198,2798,357,34054,39,186,46,91,72,60,6,63,8,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,61,15,10,24,4,0,4,0,139,6,18,0,10,4,3,4,3,0,40,0,4,4,0,0,0,0,0,0,10,50,271,64,109,104,68,13,74,8,760
50705,7,20,7,8,8,17,5,20,3,91,14,18,44,59,6,108,23,82,12,367,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,9,10,10,0,48,2559,4852,3736,4384,2213,2458,1277,2050,316,23845,70,137,190,307,83,507,46,470,32,1840,8,0,45,0,12,0,38,31,0,140,12,3,14,11,13,4,10,9,0,83,9,14,23,25,0,27,3,21,0,127,64,22,122,89,12,3,16,23,6,360,58,44,93,164,18,82,9,94,3,566,2795,5116,4285,5065,2364,3218,1437,2809,379,27462,3,27,17,35,16,44,5,32,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,0,0,0,0,0,20,0,0,0,0,0,5,0,8,0,20,0,4,0,0,0,0,0,0,0,10,7,39,17,49,18,50,7,44,6,238
50901,0,0,0,0,0,0,0,0,0,0,0,7,16,4,6,8,9,38,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,8,4,4,8,6,7,0,38,2438,3013,2539,2258,1863,1444,1163,2317,217,17253,81,93,152,160,72,229,54,422,23,1281,31,0,53,0,5,0,51,27,3,182,10,7,11,8,3,3,8,12,0,60,15,26,18,17,9,10,3,20,3,125,58,3,18,12,14,5,6,17,5,141,360,115,95,102,62,56,49,163,17,1016,3003,3265,2913,2562,2033,1769,1350,3025,259,20174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
50902,0,5,3,3,0,0,0,5,0,14,7,24,76,4,8,7,183,94,8,398,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,16,2564,1813,2059,1379,1408,840,1306,1871,170,13403,100,59,151,88,58,140,91,377,18,1084,58,0,69,0,4,0,79,37,3,252,17,4,3,0,6,3,10,12,0,52,11,17,8,9,9,10,14,21,3,98,122,16,51,11,10,0,66,41,5,322,519,119,143,114,75,86,110,238,21,1429,3396,2049,2581,1604,1577,1089,1853,2706,229,17074,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,18
50903,0,0,0,0,0,0,0,0,0,0,11,21,78,4,0,0,128,29,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1155,855,1038,547,550,303,909,767,88,6209,31,17,88,28,21,29,78,98,12,412,25,0,20,0,3,0,39,19,3,107,10,0,0,4,0,0,3,4,0,27,4,5,9,3,0,4,5,8,0,46,60,11,34,4,6,4,36,23,8,174,314,70,52,69,46,37,45,88,10,738,1606,979,1332,663,628,381,1245,1030,123,7986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
51001,0,0,0,0,0,0,0,0,0,9,3,15,51,36,3,5,77,60,4,261,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,6,0,33,1211,1970,998,1220,1053,444,378,608,134,8020,71,188,113,174,106,120,72,205,15,1059,0,0,27,8,0,4,39,10,7,94,5,33,18,24,12,20,13,27,5,154,26,80,31,49,25,33,12,46,14,313,47,63,92,34,15,4,74,93,8,425,306,457,265,439,202,130,54,316,26,2192,1685,2811,1592,1991,1427,756,718,1369,220,12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
51002,5,6,7,0,0,0,3,0,0,23,49,237,1201,11,63,18,1386,312,38,3306,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,13,30,3,4,8,36,16,9,127,986,1359,2710,654,907,355,1442,725,192,9329,102,266,491,70,97,81,391,257,33,1795,6,13,72,3,6,0,92,26,3,221,4,12,25,7,3,0,21,5,0,78,8,10,32,9,8,8,17,13,6,108,151,313,1046,66,118,12,1057,341,65,3167,119,167,241,148,107,47,144,281,22,1273,1438,2391,5850,969,1316,526,4585,1977,372,19429,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,3,0,0,23
51003,0,11,3,0,0,0,0,0,3,23,56,191,1281,15,92,7,1393,388,62,3481,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,6,34,4,6,5,26,17,0,101,1267,1701,2788,835,1146,389,1135,862,234,10358,92,259,521,100,120,107,288,312,41,1835,10,7,57,0,5,0,67,47,3,202,5,7,16,7,0,0,22,7,6,75,16,30,23,26,9,10,9,27,0,150,111,274,836,60,84,12,704,330,66,2477,134,146,246,157,94,72,102,258,28,1236,1702,2619,5816,1201,1545,612,3759,2251,444,19953,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,5,6,0,0,0,3,0,0,20
51101,0,0,0,0,0,0,0,0,4,4,7,22,130,3,3,5,104,43,6,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,11,713,641,788,434,526,356,611,576,88,4738,24,32,62,27,21,44,20,81,5,315,8,0,27,0,0,0,29,13,0,77,7,0,8,4,3,5,5,8,0,33,3,14,9,9,6,10,4,6,6,71,45,9,52,3,4,3,29,21,4,166,104,49,31,47,22,28,13,50,5,353,902,769,1097,531,584,456,816,803,126,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51102,0,0,0,0,0,0,0,0,0,0,0,7,22,0,3,0,43,11,0,90,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,327,350,374,306,307,189,122,299,48,2326,17,27,29,32,14,33,27,74,3,252,6,0,11,0,0,0,8,9,3,39,3,3,0,5,4,4,0,7,3,28,17,21,19,31,15,17,0,29,0,157,4,19,10,10,9,0,17,19,6,100,137,68,85,130,56,46,9,131,7,675,523,497,564,511,415,299,233,575,70,3680,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
51103,0,0,0,0,0,0,0,0,0,4,34,163,442,15,47,10,928,87,13,1738,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,12,39,16,5,25,25,15,0,147,1386,2033,3091,1130,1490,633,2111,991,203,13070,98,298,513,118,128,170,415,318,35,2094,10,9,69,4,3,0,71,31,0,205,4,5,25,10,3,4,10,8,0,77,11,19,20,13,5,13,12,23,5,122,105,242,534,32,64,6,722,193,50,1943,164,204,161,160,69,92,65,180,15,1118,1818,2983,4892,1495,1811,961,4361,1860,337,20523,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,12
51104,0,0,0,0,0,0,0,0,0,0,8,47,208,3,20,15,398,51,7,751,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,12,3,0,7,20,6,0,59,2088,2765,2593,2055,1833,1209,1305,1571,196,15609,91,175,267,166,98,238,160,317,14,1526,30,7,76,0,7,0,73,31,0,219,13,4,27,9,4,13,17,14,3,107,15,54,26,22,18,19,16,37,3,213,96,164,345,23,46,4,392,144,31,1234,271,138,115,119,89,92,67,204,16,1113,2604,3355,3670,2412,2116,1593,2442,2377,275,20842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,12
59797,0,0,0,0,0,0,0,4,0,4,0,0,17,0,0,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,12,14,4,0,0,13,9,0,59,0,0,7,0,0,0,0,6,0,17,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,12,19,131,235,16,26,0,62,125,22,635,11,32,98,9,9,0,15,39,6,213,38,183,370,34,34,3,104,184,27,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,18,45,58,27,14,10,10,47,17,255,18,81,295,65,15,16,356,183,12,1038,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,9,15,34,16,0,6,107,30,4,216,1955,3206,12745,4747,1128,1382,3743,6803,668,36366,63,161,998,135,54,80,269,969,60,2785,125,12,603,11,41,18,564,396,26,1791,7,7,19,9,7,0,21,11,5,81,5,16,24,14,3,0,40,36,4,144,117,205,730,75,70,15,566,405,74,2253,53,71,113,57,29,19,89,155,21,606,2363,3820,15627,5148,1369,1544,5762,9033,882,45557,5,27,45,31,10,15,7,58,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,16,16,4,7,0,6,0,77,0,10,4,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,6,9,55,71,49,17,20,7,72,7,292
