POW_SA3_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
50101,401,305,448,121,196,104,121,164,21,1875,297,298,291,69,151,92,83,86,13,1376,237,283,173,40,76,44,40,46,10,936,343,413,174,42,66,56,56,40,15,1207,97,100,28,3,21,25,4,9,3,289,153,210,26,4,13,37,10,15,7,473,43,19,27,25,11,18,3,28,4,182,3140,2721,3150,2602,1990,2413,887,2804,172,19883,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,3,8,11,0,0,0,4,0,0,0,4,7,9,0,0,0,0,0,0,0,3,11,19,0,3,0,0,0,0,0,4,7,16,0,3,0,7,0,5,0,3,9,23,0,0,3,4,0,0,0,0,18,27,0,0,0,0,3,0,0,7,12,18,0,0,6,0,0,0,0,0,13,19,0,3,3,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0
50102,397,569,779,281,453,149,563,417,41,3658,391,612,758,161,305,115,623,312,29,3307,347,473,734,65,170,75,608,239,41,2755,658,1057,1678,69,233,82,1007,294,65,5156,238,272,387,11,48,26,87,36,23,1130,425,408,266,10,63,44,66,20,21,1308,37,22,63,32,19,24,26,54,39,316,4068,5055,7737,4103,4081,3879,4473,5710,457,39564,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,3,0,5,6,14,4,0,0,3,0,0,0,3,17,25,3,0,0,0,0,5,0,5,17,29,0,0,0,3,0,5,0,7,21,33,3,0,3,0,0,0,0,3,18,36,0,3,4,9,0,3,0,3,13,40,0,3,4,0,0,0,0,4,20,40,0,0,9,0,3,0,0,8,13,32,0,0,0,0,3,0,3,4,13,32,0,0,4,0,0,3,0,0,9,16,6,0,0,0,0,0,0,0,14,22
50103,180,68,119,25,65,25,118,78,0,684,155,61,117,6,37,18,119,49,7,579,118,63,63,8,24,15,103,29,7,426,164,139,128,11,20,15,93,39,6,618,42,23,34,0,7,0,4,12,0,123,105,44,22,0,7,5,5,10,8,205,31,0,21,3,3,4,10,15,0,86,1975,654,1103,662,711,634,778,1432,76,8025,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,3,10,11,0,0,0,0,0,0,0,0,6,12,4,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,5,4,5,13,0,0,0,0,0,0,3,4,3,13,0,0,0,0,0,0,3,0,6,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6
50201,287,397,414,254,235,130,168,143,18,2048,255,484,344,149,141,72,177,89,11,1718,189,357,244,68,77,48,142,62,13,1201,354,678,573,51,105,61,368,89,38,2308,112,143,123,0,15,21,37,14,16,481,198,256,72,11,32,49,19,13,10,671,16,22,27,36,26,33,8,15,15,194,2657,3699,4146,4492,2604,3942,1723,3006,233,26502,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,11,18,0,0,4,0,0,3,5,4,7,22,0,0,4,0,0,0,0,4,12,22,0,6,4,4,0,0,0,0,18,31,0,0,0,6,0,0,4,3,6,28,0,3,12,0,0,0,8,0,13,36,0,0,3,4,0,0,0,5,12,25,0,0,3,0,0,0,4,0,9,25,0,0,3,5,0,0,3,0,8,25,0,0,0,0,0,0,0,0,5,14
50301,386,1271,430,353,505,144,66,104,28,3288,367,1368,294,179,323,92,20,45,23,2717,307,1075,168,90,156,67,26,20,19,1926,691,1898,186,101,177,115,22,20,33,3243,246,392,31,16,39,36,9,3,10,784,640,1164,37,37,84,128,9,11,63,2169,33,50,20,27,23,18,0,3,22,201,3857,10244,2926,5289,3602,2838,478,1916,358,31496,0,0,0,0,3,0,0,0,6,14,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,11,17,0,0,3,0,0,0,0,3,12,20,0,4,5,5,0,0,0,3,9,21,3,0,3,3,3,0,0,6,8,24,0,0,8,6,5,0,0,0,12,34,3,3,0,0,0,0,0,0,13,29,0,3,4,0,9,3,8,5,14,34,0,4,4,0,0,0,0,0,14,25,4,3,5,0,0,0,0,4,15,24,0,6,3,0,0,0,0,0,7,14
50302,1723,6192,1545,1138,3971,604,277,407,171,16035,1947,6922,1377,728,2941,483,274,333,152,15156,1734,5878,1098,350,1709,344,358,196,110,11776,5518,15567,2644,370,2550,612,1095,399,268,29029,2560,5599,1029,63,674,204,288,78,101,10592,9344,12199,1374,83,1328,414,264,83,252,25336,96,259,111,90,113,40,35,60,135,946,27010,63826,14955,14409,26658,8837,3683,7467,1867,168713,0,9,8,0,6,0,0,3,46,67,0,3,4,3,0,4,0,10,31,61,0,3,4,5,0,5,0,4,44,72,0,5,3,10,3,0,0,9,46,83,0,8,5,18,5,9,0,12,49,113,0,7,12,18,0,4,7,11,70,133,0,9,13,18,3,3,13,18,54,140,0,16,18,23,12,0,8,27,74,181,6,27,28,10,10,0,11,9,74,182,12,29,17,15,12,0,4,0,65,148,11,21,7,7,5,0,12,0,52,110,4,18,9,4,7,6,5,3,47,97
50401,328,447,671,216,316,170,226,199,30,2611,296,410,531,112,199,116,158,106,21,1945,243,306,379,54,108,55,94,63,21,1315,537,516,459,36,131,88,109,46,23,1947,179,126,67,7,18,14,10,12,4,423,253,185,46,6,27,28,13,8,7,583,18,18,36,17,15,25,19,19,8,179,2922,3311,4783,2990,2564,2913,1811,2702,234,24223,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,0,0,0,3,8,0,0,0,0,4,0,0,3,10,15,0,0,0,3,0,0,0,8,11,27,0,0,0,0,0,0,0,0,7,21,0,0,3,3,3,4,0,3,18,38,0,0,4,3,3,0,3,6,13,37,0,0,9,5,4,0,0,4,13,35,0,0,3,0,0,0,0,0,15,17,0,0,3,0,0,0,0,0,8,14,0,4,0,0,0,0,0,0,0,9
50402,102,109,181,76,99,51,107,65,9,792,100,130,143,135,81,31,76,41,3,739,84,137,94,87,39,17,53,19,6,540,191,174,104,45,44,32,66,27,0,683,44,48,16,3,11,6,14,6,0,147,61,87,11,3,14,7,3,4,8,195,13,9,15,4,5,16,3,12,3,80,964,1196,1354,1131,923,955,654,974,87,8231,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,15,0,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0
50403,711,903,1332,374,888,327,851,434,68,5875,756,1018,1185,221,555,264,620,255,49,4917,588,859,805,109,274,153,473,165,39,3465,1340,1593,1206,98,336,195,585,148,69,5563,454,276,222,15,56,39,109,18,22,1204,704,484,181,20,66,54,59,30,13,1610,42,42,90,42,35,39,41,48,42,425,6800,7504,10030,5647,6300,6139,6134,6173,597,55324,0,0,0,0,0,0,6,0,13,17,0,3,0,0,0,0,0,4,18,31,0,0,0,7,0,0,0,8,14,28,0,3,7,6,3,0,0,4,17,40,0,0,0,0,0,0,0,5,11,24,0,4,4,12,3,0,3,3,31,54,0,0,6,6,9,6,5,5,33,64,4,4,10,7,3,0,9,7,28,69,0,8,13,10,3,0,5,10,35,94,0,4,8,7,4,0,8,3,34,69,0,0,3,0,5,0,3,0,10,32,0,0,3,0,0,0,0,0,15,27
50501,463,977,554,383,467,207,111,137,29,3323,392,1095,455,196,299,142,102,99,27,2809,281,940,220,109,143,72,28,40,23,1860,542,1518,282,91,154,110,43,73,21,2831,191,291,66,10,52,39,5,6,9,672,247,709,60,12,38,76,8,19,22,1181,31,54,49,60,34,50,11,30,29,344,3907,8492,4599,7085,4501,6635,1032,3619,356,40230,0,0,0,3,3,0,0,3,10,18,0,0,0,0,0,3,0,0,10,18,0,0,0,3,0,0,0,3,8,20,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,3,8,18,3,0,0,4,0,0,0,5,8,20,0,0,6,0,0,0,0,0,13,29,0,0,5,5,4,6,4,3,24,42,0,4,0,8,6,0,12,7,24,51,0,5,3,0,8,0,0,0,13,35,0,5,10,3,0,0,0,0,13,32,0,0,0,0,0,0,0,0,6,14
