POW_SA3_CODE_2021,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000_3499_Mng,NG_3000_3499_Pro,NG_3000_3499_TecTW,NG_3000_3499_CoPSW,NG_3000_3499_ClAW,NG_3000_3499_SWks,NG_3000_3499_MaOpDv,NG_3000_3499_Lab,NG_3000_3499_IDNS,NG_3000_3499_Tot,NG_3500mo_Mng,NG_3500mo_Pro,NG_3500mo_TecTW,NG_3500mo_CoPSW,NG_3500mo_ClAW,NG_3500mo_SWks,NG_3500mo_MaOpDv,NG_3500mo_Lab,NG_3500mo_IDNS,NG_3500mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot
50502,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,18,0,0,0,5,9,0,0,0,0,13,0,0,0,0,14,0,0,0,3,18,0,8,0,9,17,4,0,0,0,41,0,10,0,5,37,7,0,0,0,67,0,14,0,7,73,10,0,0,3,119,0,25,6,13,156,4,3,0,4,219,16,45,13,9,196,0,0,0,4,285,29,54,11,5,110,4,0,0,11,226,44,48,3,3,51,0,0,0,8,158,149,87,7,0,58,6,0,0,10,315,22,10,0,0,4,0,0,0,0,39,18,6,0,0,3,0,0,0,0,26,0,0,0,0,5,0,0,0,0,7,284,320,49,66,741,33,3,4,52,1552,0,7,0,5,3,0,0,0,0,15,0,9,0,10,3,4,0,6,0,27,5,13,0,14,9,0,0,11,0,48
50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,4,0,8,4,0,0,0,0,12,0,3,0,6,9,0,0,0,0,18,0,0,0,5,5,0,0,5,0,20,0,3,0,8,14,6,0,7,0,36,0,0,4,6,27,5,0,0,0,50,0,6,0,5,37,0,0,0,0,52,3,4,3,0,8,0,0,0,0,17,0,8,0,0,0,0,0,0,0,15,3,5,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,38,11,49,111,10,4,11,3,257,0,0,0,8,0,0,0,0,0,10,0,0,7,5,3,0,0,3,0,23,0,14,5,27,3,0,0,10,0,56
50601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,10,0,0,0,0,8,0,0,0,0,13,3,0,4,4,16,5,0,0,0,28,0,10,0,4,40,0,0,0,0,54,0,5,0,5,34,0,0,0,0,44,0,10,0,0,12,0,0,0,0,22,3,9,0,3,11,0,0,0,0,28,4,20,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,4,26,136,10,0,0,6,249,0,3,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,10,0,5,4,18,5,0,0,7,0,41
50602,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,8,0,0,0,4,3,0,3,0,0,17,0,3,0,0,8,0,0,0,0,16,0,4,0,5,21,6,3,0,0,38,0,4,0,4,42,7,5,0,0,61,0,10,0,7,102,8,7,0,6,136,4,3,5,8,156,9,26,0,3,226,8,13,6,12,145,4,23,0,0,209,8,15,14,9,110,0,8,0,3,169,21,22,9,42,64,4,3,0,5,167,39,28,30,46,54,0,0,0,6,199,8,13,0,4,5,0,0,0,0,30,10,46,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,108,162,73,151,715,37,77,9,22,1349,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,13,0,8,3,16,3,0,0,4,0,31
50603,0,9,0,0,0,0,0,0,0,8,4,18,0,6,7,0,0,4,4,49,0,43,11,11,12,0,0,0,0,81,0,40,5,7,16,0,0,3,0,74,0,57,8,10,15,0,0,0,0,92,0,139,6,16,59,4,3,11,0,233,0,113,13,18,58,0,3,4,0,209,7,125,21,16,92,3,10,9,0,280,14,216,20,35,177,3,21,5,4,501,16,228,48,33,199,9,0,4,0,544,46,336,48,30,173,0,3,0,0,638,60,336,20,19,88,0,4,0,8,526,142,805,21,9,64,4,0,0,4,1060,22,136,0,0,12,0,0,0,0,177,73,173,0,0,6,0,0,0,0,250,4,4,0,0,0,0,0,0,0,7,399,2772,222,203,971,35,44,36,28,4715,0,4,0,4,0,0,0,0,0,11,0,4,0,10,0,0,0,6,0,23,0,15,0,21,9,0,0,10,0,51
50604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,5,9,3,0,0,0,11,0,4,0,6,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,11,0,6,0,0,9,0,0,0,0,15,0,7,0,0,7,0,0,0,0,22,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,3,25,34,9,0,0,0,113,0,0,0,8,0,0,0,0,0,9,0,5,0,9,0,0,0,5,0,17,0,7,0,14,0,0,0,0,0,23
50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,17,0,0,0,0,19,0,3,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,5,29,4,3,0,0,64,0,0,0,3,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,12,0,3,0,3,0,0,0,5,0,18
50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,11
50607,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,4,0,0,0,3,5,0,0,0,0,13,0,5,4,0,0,0,0,0,0,9,5,0,6,6,5,0,0,0,0,24,3,10,4,0,5,0,0,0,0,24,0,25,3,0,11,0,0,0,0,38,4,50,11,5,10,0,0,0,0,81,31,107,6,0,4,0,0,0,0,140,4,21,0,0,0,0,0,0,0,22,5,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,59,227,32,22,53,0,0,0,0,393,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,10,3,9,0,0,0,0,6,19
50701,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,9,0,0,0,3,7,4,0,0,0,11,0,0,3,0,6,0,0,0,3,21,0,4,0,4,20,0,8,0,0,42,3,4,8,0,36,0,3,0,0,66,3,4,19,8,41,0,0,3,0,85,8,19,36,10,29,0,8,3,0,112,21,20,28,11,20,0,6,0,4,105,34,47,109,7,12,0,0,5,3,222,23,10,14,0,0,0,0,0,0,60,14,12,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,112,134,226,49,187,6,29,19,21,784,0,0,0,4,0,0,0,0,0,6,0,5,0,5,0,0,0,4,0,12,0,5,3,13,5,0,0,4,0,36
50702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,11,3,7,0,0,6,0,0,0,0,22,3,3,4,5,17,0,0,0,0,30,0,6,3,10,22,0,0,0,0,46,6,16,10,4,44,0,0,0,5,82,10,31,9,11,44,3,0,0,0,102,10,22,0,6,15,0,0,0,0,59,34,34,5,8,15,0,0,0,0,94,8,11,0,0,0,0,0,0,0,24,10,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,91,152,31,39,171,10,0,9,14,520,0,5,0,0,3,0,0,0,0,12,0,8,0,3,0,0,0,0,0,14,0,8,0,3,4,0,0,4,0,19
50703,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,8,0,4,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,8,6,4,0,0,0,43,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9
