POW_SA3_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
50101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,14,95,16,21,28,37,46,79,6,56,375,9,0,4,0,0,8,0,0,0,28,118,22,36,46,95,113,107,0,10,531,15,0,0,0,12,8,0,0,0,35,112,26,29,39,45,38,20,0,5,307,28,0,14,6,3,4,6,0,0,65,195,30,32,57,92,92,35,0,10,550,182,36,55,83,185,259,229,0,26,1049,68,7,14,8,10,7,10,0,4,123,13,0,0,0,5,6,6,0,0,26,23,5,4,8,8,4,0,0,0,48,35,7,6,12,7,15,3,0,0,88,98,15,28,33,46,27,18,0,0,260,63,8,19,9,32,39,30,0,7,208,71,7,17,23,30,12,8,0,0,165,189,30,41,51,75,39,14,0,3,438
50102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,5,3,0,0,21,82,15,11,24,39,32,102,16,42,374,139,21,25,43,106,60,23,0,10,429,297,44,70,118,280,323,322,6,18,1474,82,10,13,24,74,38,10,0,3,257,317,44,90,111,218,168,62,0,14,1019,50,6,8,17,35,30,15,0,0,160,261,23,39,79,187,167,98,0,10,863,82,14,34,56,184,204,140,0,5,715,138,10,21,34,93,64,30,0,8,397,16,0,3,5,16,13,3,0,0,56,42,0,8,7,18,19,7,0,0,100,39,4,5,9,12,13,10,0,0,101,115,21,9,35,90,62,27,0,7,371,84,14,19,17,56,40,38,0,4,273,212,23,57,59,102,82,16,0,11,552,360,35,80,98,169,123,41,0,18,916
50103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,145,8,22,28,31,42,79,6,28,394,55,5,7,9,17,11,6,0,0,115,45,8,4,8,10,15,6,0,6,99,10,0,0,0,4,3,0,0,3,21,53,6,3,9,11,8,7,0,5,100,11,3,0,3,6,0,0,0,0,26,60,5,5,10,22,16,9,0,9,136,67,3,11,17,43,17,35,3,4,209,33,0,0,4,7,4,0,0,0,42,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,17,5,0,0,0,0,0,0,0,17,36,4,0,5,10,0,0,0,0,60,23,0,0,3,10,3,28,5,6,80,52,3,10,8,20,16,0,0,6,105,83,8,0,9,15,11,0,0,3,133
50201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,22,0,3,6,16,9,26,0,4,82,35,15,11,20,30,27,5,0,0,152,249,28,34,70,156,94,51,0,9,681,17,3,8,7,27,20,3,0,6,83,172,20,30,68,142,121,27,0,15,591,24,0,3,10,15,9,0,0,0,70,298,49,60,140,325,281,96,6,20,1264,100,19,33,99,312,319,184,0,12,1073,118,6,14,20,64,44,26,0,0,302,8,0,0,0,11,4,3,0,0,30,32,6,9,8,19,8,7,0,0,82,63,5,9,15,29,28,6,0,3,165,91,13,29,27,74,52,23,0,0,304,80,5,13,38,72,57,59,0,4,332,132,19,23,33,106,72,15,0,9,403,333,46,61,119,247,201,54,0,10,1081
50301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,5,0,7,0,3,17,10,4,0,0,7,7,0,0,0,25,45,13,13,5,8,11,5,0,0,104,51,8,23,25,32,30,32,0,0,198,16,0,3,9,18,7,10,0,0,64,157,33,45,48,104,112,38,0,12,551,15,9,9,17,9,14,11,0,0,82,223,49,90,141,185,190,217,5,10,1103,118,32,77,166,262,334,450,5,19,1458,27,4,14,5,34,28,27,0,0,141,20,4,8,8,0,6,7,0,0,60,94,15,15,26,39,32,18,0,0,238,107,15,21,42,20,26,18,3,5,259,415,103,146,156,234,222,144,0,13,1437,84,7,16,22,51,69,125,4,0,368,158,34,56,63,105,51,18,0,3,500,881,223,304,447,571,514,439,15,25,3425
50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,13,0,5,9,17,20,11,0,4,82,37,12,19,19,28,21,19,0,3,155,2059,572,844,1340,2472,1777,904,47,83,10097,322,76,114,170,297,258,179,7,7,1434,383,125,150,250,402,291,191,5,12,1806,790,218,314,479,891,891,367,3,41,3999,206,38,65,95,184,184,119,7,10,902,650,170,256,383,732,681,688,10,39,3616,653,245,330,635,1353,1707,2390,13,84,7420,579,128,162,244,495,345,229,0,29,2208,345,78,103,114,198,239,161,6,10,1233,1744,411,573,867,1310,1156,524,13,46,6645,391,78,137,173,224,242,92,4,9,1350,3933,1079,1713,2449,4168,3556,2403,77,123,19499,551,131,221,372,733,828,1194,16,27,4075,3131,623,766,1004,1558,1034,551,10,93,8766,938,197,271,323,585,532,362,8,30,3245
50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,4,3,10,5,0,0,35,34,11,22,28,57,43,23,0,4,214,366,89,82,166,317,282,142,8,9,1467,33,3,7,15,19,14,4,0,0,87,222,53,71,81,210,206,84,3,5,939,96,19,24,27,79,81,31,0,3,359,317,70,90,126,249,212,176,0,11,1249,133,47,55,80,235,235,250,0,19,1048,121,30,38,39,86,72,65,0,6,455,16,6,3,10,13,14,6,0,0,76,42,9,15,7,18,24,7,0,0,129,60,10,15,12,25,26,5,0,0,151,158,33,60,55,82,74,52,0,4,518,93,19,17,29,47,75,59,0,5,333,170,24,22,29,72,66,19,0,5,411,300,53,64,76,124,87,43,0,7,762
50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,5,5,0,4,0,0,0,22,24,6,12,9,18,17,5,0,0,92,62,16,16,15,58,49,25,0,0,249,16,0,0,0,3,0,0,0,0,25,88,8,14,18,31,33,4,0,0,198,34,3,4,10,16,16,6,0,0,89,77,9,7,19,48,26,36,0,0,234,37,8,9,14,55,41,21,0,3,191,65,11,7,12,43,25,10,0,0,173,6,0,0,0,0,0,0,0,0,8,7,4,3,0,4,3,0,0,0,16,25,0,3,0,5,5,0,0,0,41,79,10,18,22,28,17,10,0,0,185,28,10,7,6,5,6,7,0,0,66,148,21,30,52,74,41,18,0,5,397,175,31,30,34,56,26,15,0,7,377
50403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,5,0,0,3,10,10,5,0,3,40,104,14,14,24,54,44,106,0,15,367,145,37,39,76,183,131,63,4,6,679,576,161,155,197,547,441,212,4,29,2320,66,19,23,26,81,61,25,0,4,303,519,126,169,207,550,453,205,9,27,2267,360,86,111,169,296,255,112,0,10,1403,539,114,154,229,540,424,287,3,25,2316,214,78,71,149,493,403,304,3,26,1734,447,79,133,162,487,366,235,3,20,1932,47,20,16,29,53,37,30,0,3,235,63,7,11,28,42,27,8,0,3,184,95,10,14,31,49,59,22,0,0,279,258,50,99,113,196,188,94,8,12,1008,185,35,49,59,137,126,115,0,3,717,507,86,130,179,280,187,84,6,18,1476,525,96,134,160,295,235,93,0,9,1554
50501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,4,0,0,0,3,18,8,0,3,3,8,0,4,0,0,36,49,8,9,6,13,12,7,0,4,112,86,21,30,49,66,57,27,0,6,340,13,5,0,5,29,16,10,0,0,84,361,94,96,135,274,191,65,3,11,1230,36,10,16,22,30,16,3,0,0,139,528,130,171,397,757,517,267,4,36,2809,189,63,89,274,638,521,401,0,33,2207,122,17,33,54,120,59,40,0,5,451,23,11,8,15,29,13,9,0,0,111,129,34,32,45,90,58,17,0,0,410,110,27,21,33,48,51,16,0,0,313,305,55,116,152,188,134,82,0,5,1043,162,35,46,76,114,109,136,4,0,684,397,72,96,142,260,163,80,0,6,1226,1038,222,320,454,689,453,225,0,25,3423
