POW_SA3_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
50502,0,10,18,18,16,0,0,9,0,67,9,14,9,8,24,3,6,11,0,81,5,16,27,26,47,4,30,52,3,213,3,32,50,16,51,0,33,28,5,216,27,58,30,14,50,0,15,14,3,208,8,57,22,7,18,0,5,3,4,124,35,54,14,6,14,0,3,4,0,129,0,0,0,0,0,0,0,0,0,9,13,3,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,3,123,253,173,130,254,19,93,127,24,1196,54,63,41,62,48,66,18,51,10,412,31,146,72,470,109,901,56,543,18,2348,76,232,145,498,214,872,82,458,26,2598,95,255,229,514,285,658,100,372,14,2522,106,273,346,651,385,692,168,511,27,3153,178,434,648,1050,615,882,209,705,42,4763,329,569,855,1145,848,915,362,759,43,5816,637,872,1307,1280,1326,872,581,995,83,7937,1000,1412,1830,1127,1694,767,606,787,90,9304
50503,3,4,5,9,14,3,0,0,0,31,5,13,11,9,9,0,0,9,0,61,4,10,21,7,44,3,25,30,0,144,6,28,18,4,60,0,20,12,4,152,10,60,24,4,33,0,11,6,5,165,11,44,13,5,17,0,0,0,5,96,21,22,7,5,11,0,0,4,0,74,10,0,0,0,0,0,0,0,0,12,10,3,0,0,0,0,0,0,0,13,4,0,0,0,3,0,0,0,0,11,88,196,110,62,208,13,60,61,12,823,73,36,48,43,55,36,19,46,17,366,53,106,96,390,78,766,92,593,14,2180,74,130,136,360,175,620,95,476,16,2082,100,129,228,399,222,470,122,426,19,2109,108,106,389,451,273,410,126,433,18,2305,223,215,614,792,478,597,215,655,30,3825,324,302,797,895,565,546,365,694,41,4527,474,358,1218,993,825,496,666,916,59,6011,689,560,1657,647,970,388,763,706,64,6439
50601,0,0,0,3,17,0,0,0,0,24,0,0,3,4,7,0,0,6,0,26,4,5,9,5,12,0,3,9,0,62,9,7,13,5,37,0,6,8,0,87,7,28,13,6,22,0,3,9,4,88,7,31,7,3,10,0,4,0,0,66,17,22,4,0,0,0,0,4,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,52,99,64,57,120,0,19,40,11,461,16,20,7,21,17,18,6,23,9,129,11,40,22,126,27,359,27,236,4,853,37,46,57,152,70,315,49,203,6,946,38,49,87,146,83,209,36,168,11,825,55,58,128,204,87,215,47,163,6,966,63,99,222,300,177,292,63,251,9,1473,117,94,272,357,209,252,97,224,18,1650,154,199,384,416,263,240,180,281,26,2137,237,257,456,322,284,143,241,202,12,2160
50602,0,10,0,6,14,0,0,0,0,30,0,9,7,9,11,0,3,4,0,43,3,8,12,3,27,0,0,3,0,63,13,28,12,5,42,0,0,4,0,100,3,33,7,4,26,0,0,0,0,85,13,24,3,6,5,0,0,0,0,58,19,16,3,0,4,0,0,0,0,42,3,4,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,3,81,135,53,54,142,3,13,15,4,504,36,26,26,40,26,31,25,28,11,243,25,88,46,315,102,487,51,323,12,1448,51,97,67,460,128,426,89,327,21,1653,56,106,129,492,140,337,117,329,24,1733,78,124,184,584,192,380,167,389,14,2116,152,226,360,896,409,496,314,601,50,3502,238,297,513,1026,579,531,458,622,40,4299,444,491,793,1331,1029,514,1014,797,62,6485,714,977,1160,1406,1621,578,1414,734,98,8706
50603,0,3,0,9,10,4,4,0,0,37,5,10,6,10,8,0,3,8,0,55,0,5,24,15,19,0,13,22,0,100,12,12,20,18,30,0,19,9,3,123,14,28,10,11,23,0,6,10,0,100,16,29,8,0,8,0,3,0,0,65,23,43,0,4,12,0,0,0,0,86,13,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,92,147,82,149,138,11,53,73,6,747,37,26,22,30,32,48,16,49,7,280,28,88,53,291,85,581,64,442,11,1656,55,112,116,338,155,596,119,406,23,1912,87,116,160,336,194,477,150,364,26,1906,93,119,268,364,287,542,213,479,19,2389,162,227,497,567,498,620,359,667,38,3648,233,286,785,583,686,574,626,811,56,4640,451,493,1153,707,1145,634,1645,1130,85,7444,771,814,1709,668,1631,621,1971,915,112,9211
50604,0,4,4,3,17,0,0,0,0,35,0,11,6,6,13,0,0,0,0,40,0,14,15,6,11,0,12,11,0,72,5,9,20,9,28,0,20,13,0,98,4,25,22,8,20,0,4,6,0,93,14,18,18,0,4,0,0,0,0,56,16,34,6,3,10,0,0,0,4,67,6,7,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,115,95,57,130,9,36,39,9,536,28,16,21,16,17,34,11,35,11,176,24,72,30,118,41,337,45,260,13,930,24,70,70,165,84,284,64,209,11,982,54,60,117,182,124,247,59,199,11,1049,62,76,180,250,113,258,69,195,3,1209,100,125,307,393,239,351,124,281,15,1937,136,199,419,488,302,302,196,338,14,2394,220,245,592,530,355,287,359,348,24,2961,320,367,672,486,447,236,466,302,35,3338
50605,0,0,0,0,5,0,0,0,0,11,3,4,0,0,9,0,0,0,0,11,0,0,10,5,13,0,5,3,0,28,3,14,3,8,19,0,0,0,0,52,3,11,5,0,17,0,0,0,0,42,0,13,3,0,6,0,0,0,0,22,6,7,4,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,63,22,19,65,0,6,10,0,216,16,6,13,7,24,10,12,20,0,104,19,43,23,129,30,174,22,136,4,587,24,46,37,131,57,141,35,141,6,617,40,36,49,96,59,93,19,89,4,487,44,43,93,103,71,117,28,109,0,611,57,71,153,205,135,127,75,171,8,1004,99,77,211,236,182,135,105,171,10,1228,112,108,303,223,277,100,303,212,11,1638,191,156,353,192,341,98,469,195,25,2022
50606,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,5,0,12,0,0,5,5,8,0,0,3,0,26,5,11,3,3,11,0,3,8,0,43,5,7,6,0,6,0,0,4,0,32,0,5,0,0,0,0,0,0,0,8,4,9,0,0,4,0,0,0,0,22,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,43,22,9,36,0,5,17,4,167,19,4,9,6,9,5,4,12,4,74,13,13,17,56,19,99,17,89,5,329,19,16,19,57,28,67,12,59,3,284,22,17,35,62,30,39,14,64,3,294,21,15,52,60,46,43,7,66,4,308,41,36,92,108,68,51,13,80,8,486,51,40,81,125,81,53,28,133,5,591,76,40,114,104,58,56,69,140,3,655,114,64,146,86,71,30,82,110,11,713
50607,0,4,0,0,4,0,0,0,0,11,0,4,0,0,5,0,0,4,0,23,0,5,10,3,7,0,3,8,0,33,0,10,18,8,15,0,3,5,0,48,8,19,7,0,4,0,0,0,0,41,7,20,6,0,9,0,0,0,0,32,12,21,0,0,3,0,0,0,0,43,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,75,44,10,53,4,4,18,7,243,14,21,3,11,16,5,3,8,0,84,6,52,9,135,20,154,5,82,3,467,20,49,13,189,59,95,11,101,3,531,24,59,37,153,49,84,4,67,6,491,27,73,57,182,68,60,7,76,12,557,42,109,83,282,125,79,14,127,9,867,54,150,133,358,174,81,22,114,12,1097,95,248,167,391,221,91,22,115,19,1356,131,369,221,294,236,94,22,78,11,1449
50701,3,4,6,4,11,0,0,4,0,34,5,8,12,4,12,0,0,9,0,49,5,14,21,4,19,0,10,11,0,82,4,15,11,0,23,0,16,7,0,82,5,34,19,11,18,0,5,6,0,104,17,36,6,6,7,0,6,0,0,74,21,20,3,0,5,0,0,0,5,56,5,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,67,144,83,80,115,4,38,48,10,587,45,34,27,20,38,32,3,42,9,252,25,87,57,280,59,529,55,337,4,1432,51,97,92,302,120,436,74,285,11,1464,60,81,152,297,168,334,94,258,11,1466,85,92,247,322,215,359,110,311,11,1759,135,215,476,513,390,436,185,472,23,2845,177,242,665,584,461,402,305,574,41,3447,331,365,942,633,703,363,743,705,43,4831,524,649,1446,538,983,363,955,663,70,6199
