POW_SA3_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
50101,4,8,0,0,5,3,0,4,0,32,5,12,0,6,10,0,0,3,0,38,0,7,21,0,30,0,18,16,0,88,9,21,23,3,30,0,10,6,0,98,12,32,12,5,11,0,4,0,0,73,9,16,3,0,0,0,7,0,0,37,15,13,0,0,3,0,0,0,0,36,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,68,109,61,21,121,3,35,37,8,468,48,9,23,17,20,20,0,27,7,166,30,33,37,262,17,353,19,219,6,972,55,44,49,149,57,186,28,178,3,752,70,67,75,157,81,132,25,202,6,817,99,85,168,207,118,189,43,263,7,1176,194,133,267,302,228,302,74,355,13,1872,193,177,319,439,267,371,99,408,17,2297,351,232,447,427,323,284,134,414,26,2635,516,325,598,334,351,220,158,346,8,2860
50102,5,7,7,5,11,0,0,6,0,45,5,10,10,9,26,0,9,21,0,82,4,19,27,8,48,0,18,31,3,156,11,23,28,6,43,0,14,22,3,150,20,33,18,6,35,0,4,3,4,118,16,20,8,4,9,0,0,0,0,60,33,11,7,0,7,0,0,0,0,61,3,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,115,141,113,66,193,7,45,90,17,779,62,28,22,20,21,28,15,45,11,257,44,51,72,247,67,572,39,438,13,1540,65,72,81,211,111,359,46,289,13,1245,80,80,146,225,139,296,64,295,7,1344,91,100,228,326,241,324,75,345,16,1748,179,158,430,579,368,481,129,551,25,2893,228,242,512,682,468,530,190,651,24,3530,339,371,669,656,670,465,385,932,38,4526,489,536,900,527,701,325,551,780,48,4864
50103,0,0,0,4,4,0,0,5,0,17,0,4,0,9,0,0,5,4,0,23,6,5,10,4,21,0,17,14,0,74,5,4,11,0,16,0,6,4,0,37,9,7,6,5,0,0,0,0,0,30,8,8,0,7,3,0,3,0,0,21,16,0,4,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,32,31,28,58,0,29,36,6,274,93,4,10,4,5,7,5,14,0,137,43,11,11,46,9,79,3,103,0,305,85,14,26,38,30,63,10,93,5,365,86,16,35,36,48,29,6,92,7,352,98,20,57,67,40,50,13,85,3,441,154,34,87,105,70,91,38,168,4,752,178,44,91,122,101,88,39,192,4,851,208,52,118,102,122,96,99,304,10,1112,253,65,163,84,123,51,109,150,7,996
50201,4,9,7,10,11,0,0,0,0,44,3,6,18,9,19,0,3,15,0,68,8,12,36,5,47,0,9,23,0,134,12,17,24,3,48,0,5,4,0,115,7,33,22,5,25,0,4,5,0,109,13,25,7,8,8,0,0,0,0,65,26,21,9,6,8,0,3,0,0,67,9,0,0,0,3,0,0,0,0,8,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,89,134,121,87,188,9,18,56,4,707,47,18,34,28,39,27,6,33,10,232,20,41,53,294,62,570,46,350,7,1448,45,70,88,309,81,474,54,286,0,1406,81,68,130,302,147,380,63,226,4,1398,64,103,201,380,173,407,55,294,4,1678,127,131,363,610,271,524,105,416,24,2585,177,196,410,731,348,471,137,396,25,2891,294,299,452,696,413,389,149,330,23,3042,392,443,637,571,421,289,172,258,21,3196
50301,0,4,0,0,5,0,0,4,0,25,3,10,12,3,22,0,0,5,0,56,9,12,13,3,25,0,0,8,4,81,13,20,16,3,41,0,0,3,6,99,24,31,12,6,20,0,0,0,0,97,10,27,6,0,6,0,0,0,0,53,30,17,0,0,0,0,0,0,0,51,7,5,0,0,0,0,0,0,0,13,13,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,114,139,69,41,158,0,5,29,5,571,26,34,13,29,25,17,0,10,8,158,25,100,39,491,49,348,33,195,7,1296,38,168,63,523,119,304,31,158,19,1420,51,184,77,384,129,248,28,152,12,1269,60,169,132,405,160,239,29,184,11,1394,119,331,206,612,306,307,39,259,12,2191,157,413,285,625,385,263,40,256,23,2448,259,577,402,689,452,293,60,272,32,3034,448,1054,546,706,675,211,69,216,41,3967
50302,9,14,15,9,31,3,4,3,0,91,8,14,20,3,41,0,0,3,0,99,6,26,23,12,83,4,0,20,5,190,13,58,27,12,115,6,4,20,4,257,24,94,34,14,71,8,5,5,10,259,21,66,9,9,34,0,4,5,6,157,74,115,10,4,34,3,0,3,3,257,17,12,0,4,9,0,0,0,0,41,47,11,0,3,4,0,0,0,0,69,0,0,4,0,0,0,0,0,0,9,228,419,153,106,469,24,21,57,35,1519,89,106,54,79,63,56,11,57,29,535,67,222,55,644,205,631,35,475,43,2373,98,358,172,962,435,671,71,546,31,3342,142,450,242,1021,499,644,63,568,36,3667,189,522,369,1151,740,605,72,729,43,4420,370,984,679,1757,1334,896,118,979,69,7180,502,1305,879,1916,2028,896,140,918,90,8673,1005,2444,1378,2079,3256,879,260,867,136,12306,1636,4827,1945,1983,4806,860,310,763,200,17327
50401,3,3,8,6,7,0,0,0,0,33,0,5,11,13,23,0,0,12,0,56,0,4,16,14,22,0,5,13,0,84,8,21,23,11,25,0,3,8,0,95,3,31,14,6,28,0,3,3,5,86,9,19,3,0,5,0,0,0,0,38,16,10,4,3,0,0,0,0,0,37,6,3,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,50,103,77,75,111,7,14,41,7,494,19,17,32,17,12,17,8,18,6,151,11,52,26,178,32,348,31,228,9,916,31,66,55,208,61,328,47,227,7,1029,46,93,128,203,104,265,49,183,5,1067,57,80,185,228,140,246,73,205,9,1225,87,163,303,377,229,364,102,304,13,1935,169,214,457,410,283,322,169,327,8,2362,265,242,594,478,406,306,365,430,38,3115,377,374,825,442,479,215,346,315,33,3402
50402,0,0,4,0,0,0,0,5,0,6,3,8,7,4,7,0,4,3,0,30,0,3,10,0,14,0,7,3,0,34,0,16,11,5,11,0,5,0,0,48,10,14,4,3,3,0,3,3,4,38,7,8,5,0,0,0,0,0,0,19,4,5,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,36,50,36,12,50,0,19,21,3,236,20,12,8,4,7,7,0,8,0,76,14,20,20,77,25,156,11,134,3,454,16,45,24,82,33,115,15,103,3,427,19,30,47,59,45,65,15,66,0,359,31,46,58,70,57,76,23,59,3,417,38,61,99,116,95,112,37,83,7,638,50,73,136,119,96,93,37,91,5,703,69,93,185,137,116,106,81,126,6,916,121,113,211,112,161,74,120,141,14,1061
50403,0,6,8,8,11,0,0,0,0,38,0,7,6,9,24,0,0,11,3,53,3,16,38,5,36,0,15,31,0,146,9,21,22,0,38,0,15,4,0,116,16,40,18,9,25,0,7,3,5,120,14,49,18,3,13,0,9,0,4,104,31,45,5,7,7,0,4,0,0,99,3,7,0,0,0,0,0,0,3,10,8,5,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,78,189,115,88,160,9,52,58,16,771,72,24,54,37,49,59,19,62,11,385,50,94,51,357,87,725,64,520,16,1967,70,119,126,410,131,648,121,474,14,2118,95,122,227,356,222,517,139,387,19,2089,107,139,333,431,253,509,146,502,17,2437,201,238,562,687,498,709,250,685,32,3859,294,325,788,850,639,677,426,713,36,4746,511,471,1178,854,949,666,981,944,59,6618,814,780,1701,798,1275,552,1257,783,93,8050
50501,3,7,17,3,11,0,0,0,0,46,4,9,3,11,12,0,7,11,0,58,3,9,14,5,22,0,11,38,6,105,9,22,23,3,43,3,3,12,4,118,10,48,9,6,29,0,3,4,0,123,13,31,5,3,14,0,0,4,3,69,19,36,5,0,7,0,0,0,0,75,10,5,0,0,0,0,0,0,0,12,13,3,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,74,167,97,72,163,5,24,70,12,692,46,35,33,35,46,48,11,33,15,300,40,95,60,623,103,1093,68,631,5,2722,47,142,107,610,175,922,68,481,11,2568,81,184,172,539,231,647,49,328,16,2248,87,192,243,673,271,673,43,316,22,2520,198,288,439,913,482,848,72,392,24,3654,255,442,516,929,587,695,100,388,30,3932,389,539,579,1058,702,618,155,351,34,4421,609,994,769,860,716,405,158,296,30,4846
