POW_SA3_CODE_2021,OIDNS_400_499_H_0,OIDNS_400_499_H_1_19,OIDNS_400_499_H_20_29,OIDNS_400_499_H_30_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40_44,OIDNS_400_499_H_45_49,OIDNS_400_499_H_50ov,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_19,OIDNS_500_649_H_20_29,OIDNS_500_649_H_30_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40_44,OIDNS_500_649_H_45_49,OIDNS_500_649_H_50ov,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_19,OIDNS_650_799_H_20_29,OIDNS_650_799_H_30_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40_44,OIDNS_650_799_H_45_49,OIDNS_650_799_H_50ov,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_19,OIDNS_800_999_H_20_29,OIDNS_800_999_H_30_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40_44,OIDNS_800_999_H_45_49,OIDNS_800_999_H_50ov,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_19,OIDNS_1000_1249_H_20_29,OIDNS_1000_1249_H_30_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40_44,OIDNS_1000_1249_H_45_49,OIDNS_1000_1249_H_50ov,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_19,OIDNS_1250_1499_H_20_29,OIDNS_1250_1499_H_30_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40_44,OIDNS_1250_1499_H_45_49,OIDNS_1250_1499_H_50ov,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_19,OIDNS_1500_1749_H_20_29,OIDNS_1500_1749_H_30_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40_44,OIDNS_1500_1749_H_45_49,OIDNS_1500_1749_H_50ov,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_19,OIDNS_1750_1999_H_20_29,OIDNS_1750_1999_H_30_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40_44,OIDNS_1750_1999_H_45_49,OIDNS_1750_1999_H_50ov,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot,OIDNS_2000_2999_H_0,OIDNS_2000_2999_H_1_19,OIDNS_2000_2999_H_20_29,OIDNS_2000_2999_H_30_34,OIDNS_2000_2999_H_35_39,OIDNS_2000_2999_H_40_44,OIDNS_2000_2999_H_45_49,OIDNS_2000_2999_H_50ov,OIDNS_2000_2999_H_NS,OIDNS_2000_2999_H_Tot,OIDNS_3000_3499_H_0,OIDNS_3000_3499_H_1_19,OIDNS_3000_3499_H_20_29,OIDNS_3000_3499_H_30_34,OIDNS_3000_3499_H_35_39,OIDNS_3000_3499_H_40_44,OIDNS_3000_3499_H_45_49,OIDNS_3000_3499_H_50ov,OIDNS_3000_3499_H_NS,OIDNS_3000_3499_H_Tot,OIDNS_3500mo_H_0,OIDNS_3500mo_H_1_19,OIDNS_3500mo_H_20_29,OIDNS_3500mo_H_30_34,OIDNS_3500mo_H_35_39,OIDNS_3500mo_H_40_44,OIDNS_3500mo_H_45_49,OIDNS_3500mo_H_50ov,OIDNS_3500mo_H_NS,OIDNS_3500mo_H_Tot,OIDNS_PINS_H_0,OIDNS_PINS_H_1_19,OIDNS_PINS_H_20_29,OIDNS_PINS_H_30_34,OIDNS_PINS_H_35_39,OIDNS_PINS_H_40_44,OIDNS_PINS_H_45_49,OIDNS_PINS_H_50ov,OIDNS_PINS_H_NS,OIDNS_PINS_H_Tot,OIDNS_Tot_H_0,OIDNS_Tot_H_1_19,OIDNS_Tot_H_20_29,OIDNS_Tot_H_30_34,OIDNS_Tot_H_35_39,OIDNS_Tot_H_40_44,OIDNS_Tot_H_45_49,OIDNS_Tot_H_50ov,OIDNS_Tot_H_NS,OIDNS_Tot_H_Tot,Tot_NNI_H_0,Tot_NNI_H_1_19,Tot_NNI_H_20_29,Tot_NNI_H_30_34,Tot_NNI_H_35_39,Tot_NNI_H_40_44,Tot_NNI_H_45_49,Tot_NNI_H_50ov,Tot_NNI_H_NS,Tot_NNI_H_Tot,Tot_1_149_H_0,Tot_1_149_H_1_19,Tot_1_149_H_20_29,Tot_1_149_H_30_34,Tot_1_149_H_35_39,Tot_1_149_H_40_44,Tot_1_149_H_45_49,Tot_1_149_H_50ov,Tot_1_149_H_NS,Tot_1_149_H_Tot,Tot_150_299_H_0,Tot_150_299_H_1_19,Tot_150_299_H_20_29,Tot_150_299_H_30_34,Tot_150_299_H_35_39,Tot_150_299_H_40_44,Tot_150_299_H_45_49,Tot_150_299_H_50ov,Tot_150_299_H_NS,Tot_150_299_H_Tot,Tot_300_399_H_0,Tot_300_399_H_1_19,Tot_300_399_H_20_29,Tot_300_399_H_30_34,Tot_300_399_H_35_39,Tot_300_399_H_40_44,Tot_300_399_H_45_49,Tot_300_399_H_50ov,Tot_300_399_H_NS,Tot_300_399_H_Tot,Tot_400_499_H_0,Tot_400_499_H_1_19,Tot_400_499_H_20_29,Tot_400_499_H_30_34,Tot_400_499_H_35_39,Tot_400_499_H_40_44,Tot_400_499_H_45_49,Tot_400_499_H_50ov,Tot_400_499_H_NS,Tot_400_499_H_Tot,Tot_500_649_H_0,Tot_500_649_H_1_19,Tot_500_649_H_20_29,Tot_500_649_H_30_34,Tot_500_649_H_35_39,Tot_500_649_H_40_44,Tot_500_649_H_45_49,Tot_500_649_H_50ov,Tot_500_649_H_NS,Tot_500_649_H_Tot,Tot_650_799_H_0,Tot_650_799_H_1_19,Tot_650_799_H_20_29,Tot_650_799_H_30_34,Tot_650_799_H_35_39,Tot_650_799_H_40_44,Tot_650_799_H_45_49,Tot_650_799_H_50ov,Tot_650_799_H_NS,Tot_650_799_H_Tot
50101,3,7,0,6,0,4,0,4,0,24,0,0,0,0,0,0,0,0,7,23,0,8,0,6,0,6,0,0,5,24,3,0,3,5,9,5,0,0,13,47,0,5,0,3,3,7,0,0,8,26,4,0,4,4,4,9,3,8,4,31,0,3,0,0,3,8,0,3,0,24,0,5,5,0,0,3,0,0,3,9,0,0,3,0,0,7,0,3,0,18,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,0,0,3,20,29,20,50,25,20,28,44,10,33,84,316,18,61,19,3,3,19,3,28,15,185,94,846,25,9,3,6,0,7,18,1005,48,553,93,30,20,9,8,22,19,791,41,484,174,47,33,25,10,30,19,871,65,525,355,81,64,72,22,50,22,1251,108,516,714,249,159,129,41,82,20,2015,134,436,649,474,385,253,45,102,30,2512
50102,3,3,3,4,0,0,0,4,8,32,0,4,9,3,3,7,0,0,13,43,0,4,7,0,9,0,0,0,8,39,0,0,3,6,15,14,3,6,13,68,0,6,3,4,19,18,5,6,12,72,7,6,4,4,5,20,5,10,6,66,0,0,0,0,21,12,3,12,9,62,5,0,0,0,11,15,9,12,11,62,9,3,0,0,10,29,13,22,4,87,0,0,0,0,4,9,0,17,3,31,0,0,5,0,4,5,0,7,9,24,4,6,0,3,8,9,4,5,57,104,44,71,53,30,104,138,40,101,213,792,51,82,24,16,21,17,13,54,22,299,139,1332,56,12,7,9,0,26,30,1606,81,971,167,31,25,19,4,29,36,1352,63,861,297,87,50,42,9,42,35,1488,114,838,580,115,106,99,18,68,35,1967,158,836,1150,357,293,239,53,138,48,3275,200,599,1025,730,729,448,100,180,68,4079
50103,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,4,11,0,0,5,3,0,0,0,0,0,12,0,0,0,0,5,4,0,4,5,17,0,0,0,0,3,8,0,0,0,15,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,5,0,3,3,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,12,16,24,8,9,16,20,3,17,48,156,18,24,14,12,4,23,5,52,12,152,18,244,18,4,3,9,5,17,12,332,25,222,57,17,9,23,8,36,13,401,18,198,67,15,9,19,7,40,9,398,30,181,113,42,27,38,8,54,9,500,57,201,234,101,74,76,16,71,18,846,42,140,191,158,175,132,25,88,15,958
50201,0,6,6,0,0,0,0,0,11,19,5,9,12,4,0,0,0,3,12,37,4,5,12,3,0,6,0,3,4,39,0,4,5,3,4,5,0,5,7,34,0,0,5,0,10,11,0,0,13,40,3,0,0,4,0,13,0,6,5,28,0,0,0,0,5,3,4,5,6,19,0,0,0,0,4,4,6,8,6,26,5,0,0,0,10,14,3,13,7,44,0,0,0,0,8,5,3,0,0,17,0,3,0,0,3,0,0,6,0,10,3,3,0,0,3,0,0,0,62,72,24,49,40,11,53,59,17,44,153,443,31,95,21,15,17,20,4,31,10,244,82,1287,59,16,5,10,0,9,13,1479,63,1146,166,29,8,11,5,3,24,1471,56,882,323,69,49,36,12,26,28,1489,74,794,552,112,109,69,16,48,31,1797,124,775,1059,318,227,150,31,78,41,2811,140,503,894,584,553,276,44,98,53,3160
50301,4,7,4,0,0,0,0,0,3,24,5,3,4,0,0,3,0,0,7,26,0,7,8,9,3,0,0,0,9,47,4,8,10,10,10,11,0,0,8,54,3,3,5,6,22,11,0,3,7,65,6,0,3,5,17,19,7,3,7,64,0,4,0,4,5,9,3,0,6,45,4,5,4,3,7,12,0,6,8,40,0,11,4,0,7,9,8,10,8,60,0,0,3,0,0,0,0,4,8,14,5,19,11,5,4,7,4,10,4,72,0,3,0,0,6,8,0,6,60,84,44,108,69,45,86,87,14,49,162,677,31,76,22,9,18,14,3,14,17,202,93,1237,35,7,11,10,0,3,12,1411,72,1297,135,30,19,17,3,7,17,1593,65,986,271,54,23,26,5,21,31,1483,63,886,481,77,54,44,5,22,25,1650,123,1029,941,261,145,115,19,48,38,2728,148,769,999,481,389,181,46,74,39,3122
50302,7,29,19,3,5,0,0,0,38,102,11,28,32,19,9,10,0,5,47,157,5,14,35,20,26,12,0,6,44,172,11,12,19,28,64,46,6,15,54,252,20,20,32,27,110,59,16,22,50,357,12,10,13,17,112,77,15,18,41,329,14,6,12,15,117,91,17,28,34,332,18,7,5,9,71,63,20,37,34,263,25,12,9,14,118,152,37,69,39,477,7,6,0,4,16,41,8,31,14,131,17,14,8,9,30,73,25,90,16,277,5,11,7,6,31,51,7,32,342,490,180,267,231,184,721,682,155,364,886,3656,135,174,64,38,34,64,19,67,81,670,180,2046,118,27,27,31,9,19,56,2511,212,2713,410,86,49,46,7,23,83,3625,211,2516,844,134,111,70,18,50,103,4067,211,2346,1584,245,171,152,31,91,110,4939,328,2487,3247,770,524,380,78,186,168,8162,462,1818,3361,1514,1665,795,137,253,197,10204
50401,0,0,9,0,0,0,0,0,5,19,0,6,11,0,3,0,0,0,9,25,0,0,4,0,10,0,0,0,8,28,0,6,4,0,16,3,0,7,12,44,5,6,0,0,17,10,4,6,3,54,3,4,4,0,9,12,6,7,5,45,0,0,0,0,8,10,3,7,6,30,0,0,0,0,4,6,4,3,0,21,0,0,7,0,0,7,3,11,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,0,60,71,18,39,39,11,69,64,16,47,128,423,18,59,15,14,16,14,4,12,23,167,50,801,52,9,0,6,0,6,7,936,42,816,137,17,17,18,0,13,15,1078,47,702,229,52,32,35,0,25,20,1137,35,547,429,81,69,68,24,39,25,1326,64,550,782,232,193,147,34,63,32,2096,60,402,682,398,547,275,64,119,29,2574
50402,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,3,3,17,0,3,0,0,3,5,0,0,8,24,0,0,0,0,8,3,0,3,0,16,0,0,0,0,0,0,0,3,4,12,0,0,0,3,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,23,34,11,22,8,9,22,25,6,25,60,181,3,30,10,4,4,6,5,11,7,86,22,403,17,9,4,0,0,6,4,470,12,339,43,17,9,7,3,14,7,453,11,236,74,20,8,13,0,5,6,393,14,216,145,28,24,19,7,17,5,472,29,215,258,80,51,51,16,24,7,738,28,142,228,141,120,84,22,36,8,809
50403,0,5,4,3,0,0,0,0,9,23,3,7,9,6,3,9,0,5,16,60,0,5,5,6,15,6,0,0,24,71,0,10,9,10,23,6,3,10,24,94,8,17,4,4,28,32,10,14,24,141,8,3,4,3,28,33,3,18,17,116,4,0,4,8,23,16,5,11,9,80,4,0,0,4,9,18,4,20,8,70,3,0,0,6,6,26,9,34,8,93,0,0,5,0,3,3,3,10,3,26,5,0,0,0,0,3,0,11,3,28,4,7,8,4,5,13,0,10,123,167,36,122,53,48,155,172,47,146,298,1080,50,149,39,21,33,34,15,61,27,435,106,1758,81,18,12,16,5,20,27,2043,91,1657,307,49,30,33,4,33,28,2232,77,1295,510,101,60,79,13,43,38,2218,86,1083,821,169,145,120,35,68,50,2567,140,1025,1557,509,411,265,63,172,62,4190,145,733,1419,865,1021,600,126,219,75,5210
50501,0,13,3,5,0,5,0,0,11,35,0,0,12,5,8,0,0,0,6,32,0,3,16,5,6,8,0,3,6,45,3,10,8,3,13,10,0,0,13,64,3,4,5,8,13,6,4,6,12,66,0,0,0,0,19,15,10,0,12,51,0,6,6,4,12,17,0,9,7,57,0,5,0,0,9,14,0,7,5,44,0,0,0,0,9,7,0,8,10,39,0,4,0,0,0,5,0,3,0,10,0,0,0,0,4,13,0,9,0,24,0,4,5,3,8,7,0,6,83,110,22,92,52,38,88,104,28,56,193,673,29,136,44,23,18,37,8,28,19,334,121,2516,83,16,13,7,0,13,19,2793,68,2135,349,48,25,27,3,11,26,2694,85,1512,543,99,49,38,11,37,25,2397,92,1301,896,153,116,72,12,35,32,2719,171,1232,1572,455,289,167,39,82,54,4060,171,889,1460,789,625,327,64,133,35,4491
