POW_SA3_CODE_2021,M_15_19_E,M_15_19_OM_IE,M_15_19_OM_UIE,M_15_19_CFW,M_15_19_SE_NS,M_15_19_Total,M_20_24_E,M_20_24_OM_IE,M_20_24_OM_UIE,M_20_24_CFW,M_20_24_ES_NS,M_20_24_Total,M_25_29_E,M_25_29_OM_IE,M_25_29_OM_UIE,M_25_29_CFW,M_25_29_ES_NS,M_25_29_Total,M_30_34_E,M_30_34_OM_IE,M_30_34_OM_UIE,M_30_34_CFW,M_30_34_ES_NS,M_30_34_Total,M_35_39_E,M_35_39_OM_IE,M_35_39_OM_UIE,M_35_39_CFW,M_35_39_ES_NS,M_35_39_Total,M_40_44_E,M_40_44_OM_IE,M_40_44_OM_UIE,M_40_44_CFW,M_40_44_ES_NS,M_40_44_Total,M_45_49_E,M_45_49_OM_IE,M_45_49_OM_UIE,M_45_49_CFW,M_45_49_ES_NS,M_45_49_Total,M_50_54_E,M_50_54_OM_IE,M_50_54_OM_UIE,M_50_54_CFW,M_50_54_ES_NS,M_50_54_Total,M_55_59_E,M_55_59_OM_IE,M_55_59_OM_UIE,M_55_59_CFW,M_55_59_ES_NS,M_55_59_Total,M_60_64_E,M_60_64_OM_IE,M_60_64_OM_UIE,M_60_64_CFW,M_60_64_ES_NS,M_60_64_Total,M_65_69_E,M_65_69_OM_IE,M_65_69_OM_UIE,M_65_69_CFW,M_65_69_ES_NS,M_65_69_Total,M_70_74_E,M_70_74_OM_IE,M_70_74_OM_UIE,M_70_74_CFW,M_70_74_ES_NS,M_70_74_Total,M_75ov_E,M_75ov_OM_IE,M_75ov_OM_UIE,M_75ov_CFW,M_75ov_ES_NS,M_75ov_Total,M_Total_E,M_Total_OM_IE,M_Total_OM_UIE,M_Total_CFW,M_Total_ES_NS,M_Total_Total,F_15_19_E,F_15_19_OM_IE,F_15_19_OM_UIE,F_15_19_CFW,F_15_19_ES_NS,F_15_19_Total,F_20_24_E,F_20_24_OM_IE,F_20_24_OM_UIE,F_20_24_CFW,F_20_24_ES_NS,F_20_24_Total,F_25_29_E,F_25_29_OM_IE,F_25_29_OM_UIE,F_25_29_CFW,F_25_29_ES_NS,F_25_29_Total,F_30_34_E,F_30_34_OM_IE,F_30_34_OM_UIE,F_30_34_CFW,F_30_34_ES_NS,F_30_34_Total,F_35_39_E,F_35_39_OM_IE,F_35_39_OM_UIE,F_35_39_CFW,F_35_39_ES_NS,F_35_39_Total,F_40_44_E,F_40_44_OM_IE,F_40_44_OM_UIE,F_40_44_CFW,F_40_44_ES_NS,F_40_44_Total,F_45_49_E,F_45_49_OM_IE,F_45_49_OM_UIE,F_45_49_CFW,F_45_49_ES_NS,F_45_49_Total,F_50_54_E,F_50_54_OM_IE,F_50_54_OM_UIE,F_50_54_CFW,F_50_54_ES_NS,F_50_54_Total,F_55_59_E,F_55_59_OM_IE,F_55_59_OM_UIE,F_55_59_CFW,F_55_59_ES_NS,F_55_59_Total,F_60_64_E,F_60_64_OM_IE,F_60_64_OM_UIE,F_60_64_CFW,F_60_64_ES_NS,F_60_64_Total,F_65_69_E,F_65_69_OM_IE,F_65_69_OM_UIE,F_65_69_CFW,F_65_69_ES_NS,F_65_69_Total,F_70_74_E,F_70_74_OM_IE,F_70_74_OM_UIE,F_70_74_CFW,F_70_74_ES_NS,F_70_74_Total,F_75ov_E,F_75ov_OM_IE,F_75ov_OM_UIE,F_75ov_CFW,F_75ov_ES_NS,F_75ov_Total,F_Total_E,F_Total_OM_IE,F_Total_OM_UIE,F_Total_CFW,F_Total_ES_NS,F_Total_Total,P_15_19_E,P_15_19_OM_IE,P_15_19_OM_UIE,P_15_19_CFW,P_15_19_ES_NS,P_15_19_Total,P_20_24_E,P_20_24_OM_IE,P_20_24_OM_UIE,P_20_24_CFW,P_20_24_ES_NS,P_20_24_Total,P_25_29_E,P_25_29_OM_IE,P_25_29_OM_UIE,P_25_29_CFW,P_25_29_ES_NS,P_25_29_Total,P_30_34_E,P_30_34_OM_IE,P_30_34_OM_UIE,P_30_34_CFW,P_30_34_ES_NS,P_30_34_Total,P_35_39_E,P_35_39_OM_IE,P_35_39_OM_UIE,P_35_39_CFW,P_35_39_ES_NS,P_35_39_Total,P_40_44_E,P_40_44_OM_IE
50502,2105,3,22,11,5,2144,3527,42,89,9,22,3684,3592,124,207,8,18,3953,3835,351,310,18,19,4531,3640,530,358,32,22,4590,3077,510,318,26,19,3951,2924,567,331,39,26,3896,2639,546,377,23,29,3615,2303,495,381,28,24,3219,1703,414,323,44,14,2496,806,257,248,31,20,1357,288,197,135,38,5,661,132,104,75,25,8,346,30565,4144,3167,333,225,38437,2267,0,16,9,10,2310,3721,15,85,3,9,3834,3871,53,158,14,9,4107,3957,133,256,32,20,4401,3906,193,341,61,19,4517,3582,248,284,42,23,4178,3533,274,287,55,21,4167,3479,213,273,43,16,4024,3010,187,226,32,9,3473,2289,148,194,50,16,2695,987,104,130,24,7,1256,306,54,55,30,7,452,73,38,21,19,7,157,34990,1661,2329,410,163,39555,4374,9,37,22,7,4450,7245,54,170,18,27,7515,7462,176,361,19,30,8052,7796,481,566,49,39,8928,7549,726,704,91,40,9107,6660,754
50503,2173,3,21,12,5,2218,2857,21,99,13,8,2996,2518,132,184,10,12,2850,2367,300,334,23,13,3027,2314,440,345,28,20,3137,1927,425,346,23,24,2748,1792,409,353,29,26,2601,1647,493,396,40,20,2597,1495,417,400,33,18,2368,1101,274,308,47,9,1746,470,161,180,24,8,847,147,66,82,30,9,329,58,37,27,20,0,146,20853,3177,3073,321,177,27603,2140,4,17,10,10,2182,2260,6,95,5,8,2375,2073,33,140,22,10,2272,2173,93,282,57,15,2620,2219,191,325,60,15,2805,2141,179,279,56,15,2662,2264,202,300,57,17,2836,2024,208,297,42,16,2585,1615,160,201,50,13,2032,1112,98,161,40,8,1424,419,55,79,31,8,589,103,24,27,20,0,177,26,3,13,10,4,62,20569,1255,2212,453,132,24616,4316,10,45,19,9,4401,5120,28,186,14,17,5370,4594,163,321,28,18,5124,4536,388,614,74,33,5649,4528,625,666,90,29,5945,4067,604
50601,799,0,0,4,4,812,854,13,33,10,0,905,829,49,74,0,5,960,860,100,93,16,0,1068,775,132,108,10,6,1028,679,122,111,8,3,925,557,130,102,13,5,808,573,120,120,7,8,822,491,95,132,10,0,732,386,78,93,12,11,575,197,53,60,7,5,322,63,28,37,9,0,143,25,16,29,6,3,78,7106,928,990,106,53,9185,953,0,10,9,0,969,1112,3,31,0,3,1145,1175,19,58,9,3,1264,1194,45,123,15,9,1386,1185,73,122,17,6,1407,1120,68,107,21,3,1322,1032,62,100,20,3,1220,978,53,103,11,3,1146,803,41,82,14,5,953,619,25,62,13,9,725,274,27,37,8,0,345,70,8,14,4,3,107,8,7,3,7,5,30,10518,442,844,146,61,12008,1752,0,6,8,3,1780,1967,16,59,5,3,2055,2014,65,128,8,14,2224,2053,145,218,27,8,2452,1962,201,231,24,11,2432,1797,185
50602,1417,8,9,5,4,1444,3364,15,58,5,8,3452,4000,92,133,4,18,4244,4683,223,169,12,20,5108,4941,299,180,14,28,5463,3954,277,161,20,15,4428,3571,234,156,16,20,3997,3260,263,165,12,23,3735,2782,274,182,15,25,3277,2029,198,184,16,15,2443,853,122,123,12,5,1113,251,60,74,13,4,402,81,32,41,17,6,178,35186,2097,1644,168,188,39282,1385,0,5,3,5,1398,3079,3,35,4,5,3131,3234,24,72,5,6,3348,3366,76,105,25,16,3587,3072,99,111,27,8,3317,2602,110,105,20,9,2837,2506,98,117,13,13,2739,2221,102,106,20,16,2454,1888,100,70,23,12,2087,1252,60,59,20,6,1402,568,20,46,11,0,647,174,13,29,7,0,214,35,4,6,16,6,69,25384,699,861,182,103,27233,2803,8,15,13,4,2843,6447,20,94,13,18,6589,7236,117,206,10,19,7588,8052,301,273,37,40,8696,8006,402,286,44,40,8780,6549,380
50603,1909,0,15,15,0,1948,4050,24,87,6,15,4180,4216,81,138,7,20,4468,4411,270,179,20,24,4910,4504,333,210,23,14,5080,3877,322,183,15,22,4424,3697,329,168,17,21,4229,3513,357,197,28,19,4114,3101,361,234,26,13,3744,2282,270,210,12,13,2782,922,191,138,20,5,1282,293,74,72,29,3,475,93,55,34,29,8,220,36873,2677,1850,255,199,41849,1712,7,9,4,6,1736,2907,12,32,8,8,2970,2916,29,69,9,6,3027,2978,78,106,29,5,3194,3059,129,140,35,15,3376,2705,127,125,29,4,2998,2675,125,131,33,15,2979,2572,153,145,29,8,2907,2260,122,128,36,17,2559,1632,87,103,22,4,1853,674,46,65,24,3,811,169,25,24,19,3,238,66,5,8,14,7,95,26325,956,1082,286,98,28747,3627,5,23,18,9,3683,6956,34,115,15,24,7150,7138,112,200,13,30,7499,7390,350,288,47,37,8107,7567,465,350,51,28,8458,6580,453
50604,946,0,8,9,4,963,1370,13,29,3,0,1428,1338,63,90,12,6,1503,1286,130,111,11,9,1554,1238,220,194,29,18,1690,1045,206,162,17,11,1443,995,178,164,15,7,1354,923,157,167,14,12,1267,935,134,161,15,9,1261,686,125,142,21,4,977,314,90,107,12,0,530,98,48,43,16,5,207,41,18,15,12,0,91,11222,1391,1394,175,91,14282,866,0,12,6,4,885,1149,8,33,0,4,1189,1192,16,53,7,3,1279,1238,52,93,16,11,1409,1308,69,157,22,11,1564,1252,83,142,17,4,1495,1236,76,119,24,3,1465,1214,80,97,20,4,1412,1021,67,86,24,7,1206,727,46,71,11,3,862,337,25,36,17,8,420,93,15,13,9,5,133,30,4,13,5,7,53,11656,535,926,189,60,13368,1810,0,22,14,7,1849,2523,24,57,7,6,2619,2526,76,145,17,11,2782,2524,176,208,31,19,2961,2547,287,343,55,27,3259,2298,283
50605,511,7,6,4,0,526,754,11,24,3,0,786,757,22,45,0,5,827,821,78,52,13,6,968,794,97,99,14,3,1005,684,112,75,9,7,885,690,90,112,8,5,907,693,108,86,10,4,909,604,110,106,14,0,834,473,105,93,7,9,690,219,66,63,17,4,363,71,37,40,15,3,163,30,18,22,14,4,82,7108,850,813,123,49,8944,525,0,6,5,0,542,596,3,19,0,3,624,599,14,34,6,0,644,636,32,65,10,0,744,651,52,79,11,3,799,616,54,84,18,5,776,668,50,71,15,8,813,639,46,107,16,6,812,536,65,79,24,6,711,437,37,68,15,0,565,182,29,45,16,0,271,44,16,20,18,0,96,18,4,6,7,0,39,6152,403,681,165,40,7436,1039,4,20,9,4,1070,1351,10,40,5,4,1407,1355,35,75,6,6,1474,1452,112,118,24,11,1710,1441,147,174,30,7,1802,1301,166
50606,276,0,3,3,0,281,272,3,11,3,0,292,248,20,32,3,3,302,234,32,64,4,0,337,197,43,45,6,4,301,183,38,37,5,6,273,154,33,46,10,3,243,165,52,57,9,4,282,168,50,58,4,9,291,135,33,45,14,0,230,63,21,37,4,0,122,16,11,14,9,0,54,9,8,6,20,0,42,2130,346,457,86,26,3045,328,0,6,0,0,335,308,0,14,0,0,325,291,11,33,12,0,342,305,20,50,16,3,396,293,19,66,19,0,393,258,22,36,7,3,328,231,30,40,11,0,312,218,35,50,16,0,317,178,23,42,10,6,263,136,27,21,18,0,211,40,8,21,10,0,79,15,7,7,5,0,38,0,0,6,4,0,11,2605,205,393,125,25,3352,608,0,8,3,0,616,580,3,28,3,0,613,534,24,67,15,3,637,541,57,109,16,3,733,490,62,108,22,3,688,439,62
50607,329,0,6,0,3,338,556,13,20,0,0,589,496,28,37,5,9,568,531,45,49,3,3,621,537,99,55,6,4,713,439,119,43,0,4,595,407,110,45,0,0,562,384,118,62,9,0,570,307,107,61,8,0,480,256,109,72,11,0,451,136,61,59,10,3,272,61,49,46,14,3,179,26,21,19,11,4,75,4461,872,574,81,35,6019,427,0,3,0,0,434,786,0,13,0,3,802,802,10,22,6,4,842,883,29,38,6,0,960,788,57,55,14,7,910,712,50,71,12,0,841,739,58,68,10,0,874,730,59,77,7,0,874,640,56,76,7,4,783,475,55,56,12,4,596,232,35,38,6,0,314,78,23,18,5,0,116,22,4,9,9,0,49,7310,435,537,95,31,8401,758,0,11,4,4,776,1340,11,35,4,5,1395,1289,39,61,4,12,1409,1417,72,83,9,7,1591,1325,152,109,22,6,1620,1142,170
50701,1672,4,6,7,3,1695,2836,15,53,6,7,2916,2831,77,117,7,11,3039,2911,204,169,5,13,3300,3093,278,194,15,22,3608,2672,312,191,21,14,3211,2522,311,199,23,24,3075,2298,289,239,26,14,2859,2038,294,244,32,19,2616,1429,226,192,32,13,1886,632,111,101,23,8,872,149,76,50,26,0,301,56,39,28,12,3,141,25146,2229,1775,237,140,29528,1561,9,11,0,4,1584,1989,4,50,0,0,2049,1925,25,90,8,4,2041,2042,81,152,24,7,2312,2017,104,218,34,13,2387,1858,140,187,46,3,2236,1795,104,181,33,7,2124,1679,115,149,31,7,1986,1283,130,147,29,9,1597,869,71,92,35,7,1078,342,38,37,26,0,452,76,17,25,3,0,125,24,10,11,11,9,54,17452,853,1356,282,79,20022,3238,6,16,10,4,3279,4820,11,106,8,9,4962,4752,97,202,12,16,5083,4952,291,323,28,20,5616,5114,384,413,55,34,5995,4528,452
50702,781,5,15,4,0,804,1429,11,25,7,0,1481,1339,29,61,0,11,1443,1414,122,98,0,3,1638,1355,151,111,14,4,1642,1118,193,110,4,11,1435,1104,206,128,14,0,1456,1108,229,134,18,4,1495,960,213,156,26,8,1358,761,161,131,19,13,1078,328,115,105,13,6,570,141,62,56,13,7,274,38,34,34,28,0,135,11883,1530,1155,166,81,14812,893,0,6,5,0,900,1482,4,40,4,0,1535,1463,11,48,3,5,1536,1501,56,101,12,0,1669,1442,76,110,22,5,1652,1328,99,112,12,4,1557,1318,116,151,15,0,1596,1320,115,139,15,4,1599,1160,95,119,17,7,1395,915,58,110,20,5,1113,393,38,72,20,0,521,106,24,36,9,5,176,32,8,17,7,4,67,13345,697,1061,154,53,15316,1670,4,21,6,4,1707,2916,14,65,11,6,3013,2797,41,113,3,14,2975,2912,176,200,12,9,3308,2798,226,223,31,13,3300,2451,296
