POW_SA3_CODE_2021,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_or_LR_15_24,M_M1_Tram_or_LR_25_34,M_M1_Tram_or_LR_35_44,M_M1_Tram_or_LR_45_54,M_M1_Tram_or_LR_55_64,M_M1_Tram_or_LR_65_74,M_M1_Tram_or_LR_75ov,M_M1_Tram_or_LR_Tot,M_M1_Taxi_or_RSS_15_24,M_M1_Taxi_or_RSS_25_34,M_M1_Taxi_or_RSS_35_44,M_M1_Taxi_or_RSS_45_54,M_M1_Taxi_or_RSS_55_64,M_M1_Taxi_or_RSS_65_74,M_M1_Taxi_or_RSS_75ov,M_M1_Taxi_or_RSS_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_or_LR_15_24,M_M2_TrnTrm_or_LR_25_34,M_M2_TrnTrm_or_LR_35_44,M_M2_TrnTrm_or_LR_45_54,M_M2_TrnTrm_or_LR_55_64,M_M2_TrnTrm_or_LR_65_74,M_M2_TrnTrm_or_LR_75ov,M_M2_TrnTrm_or_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_or_LR_15_24,M_M2_BusTrm_or_LR_25_34,M_M2_BusTrm_or_LR_35_44,M_M2_BusTrm_or_LR_45_54,M_M2_BusTrm_or_LR_55_64,M_M2_BusTrm_or_LR_65_74,M_M2_BusTrm_or_LR_75ov,M_M2_BusTrm_or_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
50502,46,57,54,44,21,11,0,227,124,103,61,41,30,12,0,368,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,38,35,26,20,14,10,0,135,3657,6580,6676,5847,4255,1331,180,28514,593,232,134,103,69,30,9,1162,14,43,67,64,64,20,4,265,14,34,28,47,37,5,0,164,33,40,60,54,48,12,0,247,28,76,76,63,64,13,0,332,98,81,54,53,54,18,4,367,4639,7283,7228,6328,4653,1470,197,31787,79,79,67,45,38,11,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,15,19,14,0,0,79,8,5,3,0,0,0,0,15,5,6,4,4,0,3,0,21,101,116,90,67,53,19,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,3,0,0,22,20,3,0,3,0,0,0,27,3,3,0,0,0,0,0,11
50503,21,11,15,12,12,0,0,71,85,43,25,10,3,0,0,167,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,4,31,22,19,11,9,0,0,94,3133,4752,4780,4170,3237,812,83,20958,837,239,128,84,52,16,5,1353,14,62,95,116,106,30,8,440,19,22,21,17,22,7,0,106,25,14,20,27,11,0,0,97,32,43,53,53,29,19,0,222,130,31,29,40,30,22,3,285,4330,5246,5178,4543,3513,904,96,23804,38,19,19,12,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,3,0,0,25,9,0,0,0,0,0,0,12,4,3,0,0,0,0,0,8,54,29,22,20,8,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,19,5,6,0,0,0,0,0,9
50601,13,11,8,11,3,0,0,45,23,3,9,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,5,4,0,0,0,31,965,1611,1546,1266,968,313,34,6711,266,82,46,21,31,6,4,456,7,16,28,36,35,7,3,139,6,6,13,11,4,0,0,35,12,6,4,9,4,0,0,38,6,13,12,8,12,6,0,60,37,18,20,17,15,14,4,134,1341,1781,1697,1387,1071,350,47,7688,8,4,3,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,13,10,6,6,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
50602,66,51,38,28,13,0,0,202,129,190,136,87,53,9,0,606,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,66,60,33,20,4,3,223,3007,6915,7510,6003,4381,1099,104,29017,448,256,177,119,68,13,5,1098,12,65,77,70,70,25,3,322,16,37,45,36,27,6,0,165,28,52,70,51,30,9,0,236,54,212,182,108,73,14,3,648,73,74,58,41,44,17,0,307,3864,7922,8352,6582,4780,1205,119,32823,63,35,29,23,15,10,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,8,7,4,0,42,9,0,0,0,0,0,0,9,4,3,0,0,0,0,0,11,82,51,44,33,23,14,4,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,9,0,0,0,35,12,4,3,0,0,0,0,27,5,11,6,9,0,0,0,31
50603,50,50,41,30,10,3,0,185,164,142,86,77,53,12,0,538,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,32,53,35,16,17,8,0,166,3977,7498,7836,6882,5301,1287,122,32904,716,308,190,142,112,42,0,1511,24,59,73,83,88,28,5,355,13,39,33,40,48,3,0,178,45,50,62,57,48,10,0,277,43,127,104,68,48,15,3,407,60,54,34,32,23,8,0,216,5114,8374,8493,7442,5750,1420,138,36737,73,56,54,44,34,10,3,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,11,10,5,0,0,39,3,5,3,0,0,0,0,12,0,7,4,5,0,0,0,15,88,68,70,61,38,10,5,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,0,0,0,22,17,3,3,0,0,0,0,26,3,13,9,8,0,0,0,31
50604,21,21,7,8,7,0,0,60,33,14,18,6,7,8,0,73,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,17,8,6,5,0,0,54,1483,2426,2558,2095,1744,517,59,10879,336,121,57,63,28,19,0,620,9,32,47,40,59,16,0,201,10,5,5,17,14,0,0,48,23,9,11,9,11,0,0,70,12,27,22,23,21,7,0,122,34,21,16,16,23,16,5,127,1966,2699,2748,2283,1911,581,61,12248,15,16,12,4,9,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,8,0,0,0,0,0,0,10,5,6,0,0,3,0,0,11,24,25,15,11,10,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
50605,0,0,0,0,0,0,0,0,12,16,3,9,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,0,3,0,0,20,830,1439,1528,1425,1132,339,40,6731,171,66,31,25,25,3,0,321,6,20,50,48,51,16,0,198,6,13,7,3,12,0,0,47,5,3,5,6,8,3,0,28,5,18,23,13,3,7,0,70,32,17,8,29,24,17,9,132,1072,1593,1656,1560,1260,387,49,7588,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
50606,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,303,499,427,372,330,89,18,2034,117,32,16,9,8,0,0,187,0,21,13,23,29,9,0,99,0,0,0,0,0,0,0,4,3,0,4,0,5,0,0,8,4,0,3,7,0,4,0,16,24,6,8,19,21,11,0,86,469,553,487,428,395,115,22,2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50607,4,8,7,4,0,0,0,26,48,27,14,14,3,0,0,106,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,10,0,3,0,0,22,492,863,942,806,612,229,31,3981,85,21,12,14,7,7,0,148,0,5,8,6,5,5,0,28,3,9,4,0,7,0,0,23,8,7,25,20,8,3,0,69,0,16,11,12,8,5,0,54,45,23,18,21,17,7,3,137,688,982,1056,908,671,253,37,4590,11,4,7,0,6,0,0,28,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,4,8,0,0,47,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
50701,38,29,18,22,8,0,0,117,71,34,34,23,20,4,0,186,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,19,11,3,6,0,0,59,3058,5197,5635,4963,3655,862,88,23459,579,244,156,89,59,22,5,1160,10,35,59,59,58,16,9,238,6,25,28,33,22,3,0,121,18,16,36,25,17,5,0,111,7,46,75,49,36,5,0,221,50,31,26,18,31,11,0,164,3864,5677,6078,5289,3915,932,97,25854,50,30,17,11,6,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,8,7,0,0,33,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,61,43,34,21,19,3,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,3,0,0,15,23,0,0,0,0,0,0,26,3,0,0,0,0,0,0,9
50702,35,50,42,30,25,7,0,186,90,58,51,36,49,8,0,291,5,4,8,5,3,0,0,31,3,0,0,4,0,0,0,7,11,11,8,6,6,0,0,43,1230,2154,2233,2130,1643,525,62,9972,212,98,51,32,28,11,0,431,0,12,19,9,20,7,0,67,3,17,9,33,19,7,0,99,39,64,54,71,40,7,0,280,7,21,13,24,17,0,0,93,81,100,61,61,49,22,6,381,1725,2582,2544,2446,1910,599,80,11878,32,27,24,11,5,0,0,102,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,8,15,3,0,43,0,0,0,3,0,0,0,4,0,3,0,0,3,0,0,6,38,39,36,20,21,6,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,6,3,0,14,13,3,5,0,0,0,0,24,6,4,4,0,0,0,0,10
50703,4,3,6,4,3,0,0,19,23,14,7,12,5,0,0,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,22,777,1857,2171,2166,1719,339,24,9053,185,70,41,37,32,3,0,366,7,17,14,16,21,0,0,74,0,10,14,15,11,4,0,54,6,5,0,7,0,0,0,16,3,20,15,15,15,4,0,68,27,13,6,9,7,7,0,57,1037,2013,2276,2284,1809,352,24,9800,6,3,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,6,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0
50704,18,58,52,38,25,6,0,195,88,61,48,35,22,6,6,259,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,7,6,4,0,0,0,29,1678,2787,2847,2453,1753,600,72,12189,343,99,64,41,28,15,4,602,3,11,14,34,17,11,3,100,7,16,8,22,25,5,0,77,18,20,42,38,27,7,0,162,16,41,42,26,31,4,0,167,100,40,27,29,28,7,0,231,2282,3154,3149,2714,1974,660,83,14017,48,51,37,33,27,5,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,16,9,3,0,44,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,7,53,63,52,55,37,7,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,9,0,5,0,28,9,0,0,3,3,0,0,19,4,5,5,0,0,0,0,9
50705,15,10,9,3,5,0,0,49,74,29,20,20,8,3,0,155,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,5,3,0,5,3,0,24,1675,2530,2218,1980,1630,368,36,10446,494,109,87,52,26,8,0,770,3,14,26,42,38,9,0,131,18,10,19,11,15,3,0,80,31,18,15,10,16,0,0,100,61,92,62,35,15,3,0,267,129,55,24,29,32,6,4,283,2513,2883,2481,2182,1785,410,46,12306,20,19,8,7,3,6,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,8,7,0,0,0,0,0,0,10,0,0,4,0,0,0,0,7,35,21,18,8,7,3,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4
50901,0,0,0,0,0,0,0,0,9,18,15,4,3,3,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,4,4,3,0,22,1087,1600,1689,1925,1803,615,87,8807,320,109,64,45,47,8,0,588,11,18,37,31,45,17,3,172,6,6,5,9,11,4,0,52,18,21,11,22,14,5,0,91,7,7,15,16,17,17,4,88,65,56,78,101,134,71,29,530,1537,1848,1916,2151,2083,741,129,10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50902,0,0,0,0,0,0,0,3,23,65,63,77,70,8,0,298,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,781,1394,1436,1545,1531,579,94,7362,193,119,62,65,55,13,5,504,7,37,30,47,72,34,9,241,6,5,9,11,11,3,4,46,20,7,11,14,8,5,0,65,21,36,47,51,61,32,6,257,95,124,118,150,193,126,27,832,1150,1784,1785,1958,2000,791,153,9622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,17,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5
50903,0,0,0,0,0,0,0,0,17,48,54,51,44,8,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,688,795,851,734,242,53,3695,72,61,45,37,27,5,5,244,3,17,21,21,30,13,6,105,0,5,4,12,7,4,0,27,11,5,4,6,3,3,0,32,11,13,29,33,37,23,0,136,47,44,62,56,99,58,25,394,482,880,1006,1061,979,363,84,4848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,4,5,0,38,0,4,0,0,0,0,0,5,0,0,5,3,0,0,0,4
51001,0,0,5,0,0,0,0,4,23,62,32,34,18,7,0,178,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,14,311,917,938,849,644,230,21,3912,153,115,76,77,45,13,3,482,6,13,22,15,23,6,0,87,18,27,16,20,25,0,0,107,31,40,35,34,30,12,0,181,36,81,70,69,42,11,0,315,111,250,186,168,172,63,8,963,689,1512,1384,1286,991,352,29,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8
51002,0,0,7,7,5,0,0,18,125,651,704,715,473,60,4,2737,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,10,21,17,18,13,0,0,91,408,1496,1729,1326,900,164,9,6038,181,287,350,242,173,19,0,1258,9,50,54,50,35,9,0,205,7,12,20,17,16,0,0,63,18,13,21,14,22,0,0,84,138,668,720,598,345,51,3,2517,99,166,147,140,123,28,4,708,984,3378,3780,3125,2100,335,15,13728,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,7,7,5,0,46,3,5,11,3,3,0,0,22,15,76,49,41,22,0,0,205
51003,4,5,5,7,4,0,0,17,148,627,767,797,514,69,0,2926,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,5,15,36,30,3,0,0,89,511,1470,1845,1434,932,152,12,6350,188,323,327,299,148,25,0,1311,7,42,53,29,43,3,0,183,5,12,14,21,12,0,0,66,25,16,17,13,8,0,0,84,111,518,587,502,315,52,0,2077,64,148,143,123,137,14,0,635,1072,3167,3791,3262,2121,325,12,13741,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,15,9,4,0,55,3,3,8,3,0,0,0,24,9,32,59,32,17,0,0,160
51101,0,0,0,0,0,0,0,0,22,71,46,61,56,7,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,320,509,549,593,505,131,17,2623,74,34,15,24,19,3,0,167,4,16,4,14,18,8,0,77,14,3,0,0,5,0,0,27,10,5,3,11,10,0,0,40,18,26,27,31,19,11,4,131,32,23,26,25,39,11,10,173,484,689,691,765,668,168,38,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,12,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,8
51102,0,0,0,0,0,0,0,0,3,19,12,26,15,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,257,229,267,232,61,4,1173,41,21,26,25,8,0,0,118,0,4,8,10,9,3,0,33,0,5,7,3,4,0,0,19,12,22,16,10,11,6,0,68,4,13,26,20,17,0,0,80,26,77,51,57,57,22,6,291,220,417,377,400,352,88,12,1871,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
51103,0,0,0,0,0,0,0,5,120,360,367,325,236,38,0,1448,0,0,9,5,0,0,0,13,0,0,0,0,0,0,0,0,13,23,31,9,11,3,0,88,817,1722,1725,1636,1333,331,25,7589,305,382,262,214,144,27,4,1336,10,56,44,37,38,9,3,183,21,5,13,6,14,0,0,66,29,6,19,19,21,4,0,97,136,471,404,331,213,37,0,1590,85,112,113,81,121,26,4,539,1531,3140,2979,2663,2128,474,29,12942,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,15,20,13,0,0,68,4,5,5,5,0,0,0,18,7,38,27,14,9,0,0,98
51104,0,0,0,0,0,0,0,0,61,170,134,145,105,26,0,636,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,9,10,8,9,4,0,35,937,1533,1577,1740,1588,475,72,7936,318,177,138,108,93,8,4,840,12,27,41,50,61,17,4,212,20,16,9,16,23,3,0,92,18,32,24,36,28,6,0,145,80,293,261,191,144,39,0,1011,74,105,88,107,134,55,17,584,1527,2371,2281,2407,2179,640,101,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,16,0,3,3,3,0,0,0,12,5,11,5,12,7,0,0,42
59797,0,0,0,0,0,0,0,4,0,0,0,9,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,14,7,9,9,5,0,50,0,7,8,3,4,3,0,17,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,79,192,191,88,9,0,577,4,35,63,51,29,6,0,182,33,143,277,267,137,17,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
