POW_SA3_CODE_2021,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000_3499_A_15_19,Tot_3000_3499_A_20_24,Tot_3000_3499_A_25_34,Tot_3000_3499_A_35_44,Tot_3000_3499_A_45_54,Tot_3000_3499_A_55_64,Tot_3000_3499_A_65_74,Tot_3000_3499_A_75ov,Tot_3000_3499_Tot,Tot_3500mo_A_15_19,Tot_3500mo_A_20_24,Tot_3500mo_A_25_34,Tot_3500mo_A_35_44,Tot_3500mo_A_45_54,Tot_3500mo_A_55_64,Tot_3500mo_A_65_74,Tot_3500mo_A_75ov,Tot_3500mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
50502,212,100,26,2713,435,614,421,439,300,293,151,28,2681,339,748,595,521,449,458,210,29,3349,382,951,985,889,774,771,338,65,5154,220,1037,1498,1193,1043,934,394,62,6374,143,1250,2286,1710,1647,1259,439,63,8792,60,997,2988,2297,2058,1718,494,38,10648,25,527,2490,2070,1767,1324,341,16,8565,10,244,1957,1933,1678,1217,288,32,7361,3,83,1238,1482,1304,851,203,21,5189,0,77,1467,2650,2545,1648,364,35,8783,6,13,205,582,569,349,84,15,1812,0,5,240,846,1023,621,213,47,2994,32,88,156,135,150,97,29,9,704,4450,7515,16981,17239,15698,11879,3724,501,77993
50503,152,66,8,2166,453,434,305,387,314,224,89,11,2224,366,444,419,402,358,310,129,22,2449,375,758,707,713,733,557,227,26,4093,266,889,989,954,906,703,189,22,4926,160,947,1648,1331,1286,919,225,20,6528,59,632,1894,1572,1522,1132,274,21,7099,23,333,1335,1348,1113,868,160,10,5192,8,198,1169,1201,1064,700,168,12,4523,0,78,767,895,874,531,108,6,3262,3,64,756,1369,1298,832,108,11,4452,0,8,129,280,257,160,43,5,872,0,8,134,326,402,262,62,13,1206,48,70,100,113,131,100,30,3,591,4401,5370,10771,11361,10615,7561,1935,202,52222
50601,79,36,0,1007,170,176,143,156,110,99,34,7,900,133,176,192,196,163,130,72,8,1064,154,260,344,300,266,258,99,13,1693,96,294,400,427,326,278,99,12,1949,58,345,636,559,487,335,115,9,2551,28,281,694,658,572,426,101,14,2767,8,148,646,496,454,296,85,8,2145,3,71,553,499,395,275,70,7,1883,0,37,358,390,322,210,59,0,1373,0,23,391,563,492,361,66,0,1902,0,0,63,86,76,53,9,3,300,0,4,41,122,134,104,27,9,441,13,29,36,35,42,34,7,8,203,1780,2055,4675,4680,3998,2982,913,103,21189
50602,98,59,11,1726,242,500,328,263,200,182,99,15,1819,252,514,464,322,267,260,124,22,2230,260,791,867,629,474,446,194,26,3682,207,860,1183,918,651,540,212,18,4600,140,1112,2028,1369,1121,903,252,28,6953,83,913,2851,2233,1616,1302,315,25,9348,20,490,2365,1860,1489,1128,235,13,7601,16,279,1761,1788,1388,1009,226,10,6477,7,114,1156,1383,1127,707,142,13,4641,5,131,1943,2953,2294,1402,260,9,8997,0,33,423,827,703,370,72,3,2430,0,25,401,1098,1273,689,129,26,3642,38,98,127,100,121,86,26,9,606,2843,6589,16287,16043,12932,9210,2369,242,66512
50603,152,57,13,2098,370,520,362,304,227,201,92,29,2105,329,626,498,393,306,300,139,38,2630,376,899,896,656,536,543,215,36,4153,267,993,1193,946,828,698,248,30,5205,194,1234,2202,1679,1448,1126,329,33,8249,108,981,2902,2445,2034,1612,377,22,10496,38,478,2179,2045,1666,1301,312,14,8036,16,223,1787,1835,1704,1272,273,18,7133,6,123,1076,1445,1275,891,196,8,5016,6,148,1519,2561,2435,1645,299,22,8630,0,22,233,507,551,351,75,10,1752,6,9,203,598,811,628,135,27,2409,32,80,139,112,122,103,24,12,624,3683,7150,15603,15875,14227,10937,2811,318,70598
50604,74,42,7,1038,181,204,185,184,152,162,65,13,1143,153,211,227,258,210,193,74,15,1338,185,343,380,427,344,304,130,29,2140,116,420,551,593,507,360,128,23,2694,77,415,840,722,682,478,135,10,3361,36,319,1025,923,800,583,169,7,3871,16,176,735,736,605,510,129,7,2918,7,85,638,678,587,495,115,4,2611,4,40,382,455,411,328,90,4,1709,0,43,403,665,703,509,112,5,2437,0,9,56,131,127,78,22,0,429,0,3,55,153,169,119,45,3,554,9,41,52,51,57,48,11,0,266,1849,2619,5743,6197,5500,4306,1297,145,27649
50605,71,27,13,657,82,91,75,86,77,77,46,6,536,78,121,101,111,96,93,58,12,672,81,171,206,173,197,167,93,12,1104,65,220,273,255,269,191,72,9,1351,39,243,401,328,371,323,100,14,1820,20,186,562,505,487,412,103,12,2280,0,105,453,430,376,330,92,6,1802,0,55,364,366,330,306,77,5,1505,0,32,249,308,316,218,54,10,1184,0,23,281,515,517,326,83,10,1757,0,4,56,99,107,80,18,4,362,0,0,44,102,140,109,38,11,456,10,20,24,25,43,36,12,3,168,1070,1407,3184,3457,3442,2798,896,118,16384
50606,23,10,0,296,49,50,50,57,41,39,15,5,301,36,43,52,53,63,52,29,3,333,52,84,107,103,76,71,31,6,531,39,111,140,131,112,105,27,5,665,32,103,173,131,130,121,30,4,737,10,88,202,152,174,132,47,9,822,4,34,163,139,111,84,23,0,567,3,16,157,136,109,114,19,0,546,0,7,110,89,77,70,22,0,374,0,10,87,153,124,101,12,0,492,0,4,15,26,24,17,7,0,91,0,5,24,27,34,24,4,0,129,4,8,18,15,12,15,3,0,79,616,613,1375,1286,1159,991,297,55,6396
50607,38,29,5,563,82,132,82,67,56,58,31,9,518,60,140,121,91,72,62,36,12,596,40,184,196,169,126,143,77,13,953,32,216,282,230,192,183,70,15,1217,21,174,401,351,283,228,93,12,1554,4,152,474,352,354,252,109,9,1700,0,75,365,282,278,244,79,3,1330,0,37,308,319,305,242,71,6,1289,0,12,275,283,241,175,47,7,1040,4,19,290,508,511,367,111,17,1825,0,5,40,110,136,107,38,6,437,0,3,51,169,248,181,70,9,717,9,18,12,14,17,16,3,0,91,776,1395,3000,3059,2885,2308,881,124,14419
50701,99,50,9,1542,337,317,214,247,189,172,68,14,1556,272,399,324,305,238,222,91,27,1876,330,587,559,548,481,393,155,25,3067,206,780,793,692,613,489,152,10,3739,176,832,1366,1032,900,718,187,10,5219,89,746,1836,1478,1343,1000,217,20,6724,29,362,1480,1327,1136,820,193,17,5365,16,234,1249,1297,1125,757,146,12,4836,0,94,897,1115,932,586,113,16,3755,5,81,1255,1996,1803,1090,202,17,6439,3,7,219,463,420,274,38,3,1427,0,17,150,540,564,378,89,12,1750,41,59,89,98,97,89,23,0,496,3279,4962,10705,11438,10049,7179,1748,193,49546
50702,72,39,3,942,184,289,170,135,99,124,66,7,1076,155,318,228,157,172,158,75,11,1278,149,448,437,294,303,259,129,13,2040,90,456,548,459,375,329,160,26,2446,67,425,844,628,488,450,164,18,3080,25,341,1071,834,684,628,157,15,3763,6,174,853,758,689,583,131,15,3218,11,84,738,729,669,531,142,15,2917,0,36,456,560,594,425,108,14,2194,0,40,591,1095,1196,813,188,13,3935,0,0,70,184,270,206,40,7,771,0,4,75,268,399,259,97,25,1132,14,39,47,37,55,39,13,0,249,1707,3013,6284,6291,6144,4943,1549,199,30124
50703,24,4,0,394,65,75,75,81,52,37,27,6,416,70,69,90,97,77,53,17,0,481,99,126,149,147,162,94,42,7,831,67,146,243,233,192,129,37,0,1049,48,203,350,307,278,193,53,0,1441,29,175,456,416,403,325,81,7,1895,10,130,455,442,405,298,63,8,1810,0,88,443,485,439,348,74,4,1881,0,41,366,400,435,309,43,5,1601,3,52,658,920,903,681,98,0,3317,0,4,144,235,272,169,27,0,849,0,5,86,277,339,232,37,3,971,15,14,38,20,37,28,8,0,163,852,1215,3637,4160,4065,2940,625,43,17533
50704,151,73,15,1821,292,463,250,205,190,197,104,12,1711,202,433,305,296,270,273,118,29,1931,194,559,538,475,476,442,208,42,2934,106,518,781,657,599,558,217,25,3454,63,586,1069,947,822,722,233,31,4474,31,511,1491,1269,1127,965,268,29,5693,8,347,1257,1100,951,711,229,21,4616,3,145,1231,1065,968,702,186,10,4313,4,52,801,780,737,487,113,4,2980,3,40,1090,1501,1455,943,200,18,5258,0,8,212,353,329,227,49,7,1180,0,11,181,722,838,521,120,30,2420,20,61,65,72,54,58,15,3,351,2936,4387,9551,9696,9061,7054,2179,274,45144
50705,116,45,7,1628,313,280,214,245,193,169,69,12,1502,244,310,286,286,264,280,76,6,1753,236,475,521,513,513,394,114,16,2788,149,518,688,647,624,483,134,14,3253,81,489,942,799,753,582,144,12,3807,51,424,1025,919,934,699,132,15,4204,26,401,905,712,651,453,85,4,3238,10,233,923,663,633,469,79,4,3018,10,75,618,619,514,379,61,4,2276,4,83,771,1092,985,635,93,0,3670,0,10,115,192,171,125,22,0,645,0,14,81,219,264,178,30,0,790,26,43,71,46,72,58,16,3,333,3221,3650,7489,7289,6815,5109,1122,118,34820
50901,128,92,25,870,123,64,131,145,149,203,101,27,941,178,96,158,208,201,256,140,18,1260,222,194,314,337,394,384,233,57,2144,149,319,439,457,490,524,193,41,2614,98,383,576,596,670,649,242,43,3247,54,309,772,749,792,837,255,28,3802,12,161,497,521,638,538,167,25,2558,7,76,417,506,596,510,121,13,2235,0,30,261,342,442,351,104,22,1545,0,20,239,515,667,553,120,18,2126,0,8,50,88,110,110,27,4,408,0,3,63,126,185,183,76,19,653,17,19,31,30,58,61,26,21,259,1732,1764,4110,4828,5617,5374,1977,378,25781
50902,126,96,22,647,83,49,76,128,118,176,123,38,789,91,56,119,141,168,211,123,49,961,146,120,242,279,286,344,197,58,1668,105,216,304,294,333,374,178,41,1846,75,285,493,430,526,510,214,34,2561,48,247,597,512,600,698,213,35,2951,24,173,443,433,438,502,156,34,2207,12,101,439,372,465,453,137,19,1999,3,40,258,351,375,357,118,21,1533,0,66,478,595,751,647,160,27,2724,0,12,81,164,172,155,37,9,639,5,11,67,167,228,171,73,18,736,21,25,48,39,61,78,32,28,325,1066,1471,3799,4097,4737,4921,1929,450,22475
50903,38,19,7,232,25,17,31,37,46,59,40,15,273,35,26,39,49,82,92,41,25,387,37,71,97,110,121,135,91,21,683,49,96,126,135,147,150,80,21,799,33,102,178,169,208,211,101,28,1032,26,98,243,260,253,295,103,26,1306,14,68,191,182,166,207,93,18,940,8,65,217,188,232,216,73,12,1017,4,35,191,222,241,204,48,11,959,3,47,366,507,542,395,98,14,1966,0,5,60,133,121,99,23,0,445,3,3,28,113,161,109,43,8,466,10,8,14,34,41,49,27,18,196,382,674,1839,2221,2452,2312,915,233,11036
51001,32,19,4,326,29,43,64,55,63,52,29,4,337,43,39,69,60,60,65,41,3,369,67,74,142,145,104,109,54,8,705,69,108,242,173,141,122,48,4,913,57,193,452,266,225,185,76,8,1458,41,216,562,383,351,318,88,10,1966,15,169,529,395,352,291,71,6,1828,10,70,503,431,337,291,79,3,1724,5,50,353,350,298,236,63,0,1355,0,51,525,650,616,427,97,0,2381,0,10,82,131,150,93,20,0,484,0,4,85,192,217,132,30,9,672,6,23,79,67,55,47,17,5,292,648,1084,3785,3374,3023,2430,749,72,15170
51002,17,0,0,267,28,19,37,47,34,21,10,0,187,40,18,48,50,23,19,5,0,214,49,49,97,91,62,45,14,0,412,48,70,140,118,78,57,21,0,533,45,109,217,151,115,104,23,3,770,54,180,413,287,258,196,49,4,1453,48,255,556,395,331,262,63,0,1912,20,224,736,526,478,359,58,0,2407,20,209,801,651,583,406,64,0,2732,18,399,2412,2403,2057,1283,196,3,8777,0,64,962,1138,844,555,77,0,3642,4,35,780,1309,1015,640,79,5,3857,12,26,73,72,81,48,11,4,324,629,1678,7372,7324,6009,4033,689,31,27768
51003,16,7,5,291,44,21,53,72,40,18,7,5,247,31,33,49,72,36,23,14,0,257,63,36,101,129,84,48,17,0,477,43,88,151,155,124,79,22,4,658,61,139,247,246,177,115,24,0,1009,61,212,431,369,276,202,47,3,1595,39,227,489,385,370,259,56,5,1826,23,175,642,526,478,352,44,0,2251,13,139,656,651,548,372,80,0,2462,25,339,2100,2298,2027,1320,169,4,8276,5,85,801,1023,892,508,74,0,3383,3,45,826,1455,1238,677,74,0,4319,15,25,65,52,62,57,10,3,286,810,1588,6732,7553,6400,4062,652,36,27827
51101,28,17,7,211,38,10,46,39,31,50,27,11,256,27,25,46,45,51,65,22,0,293,68,63,73,76,72,80,34,11,469,44,99,104,103,123,100,34,13,611,17,105,167,135,144,133,42,11,767,15,67,198,185,209,197,65,9,946,10,65,154,162,157,128,44,7,723,6,42,165,150,187,145,25,6,726,4,28,127,122,154,109,26,4,576,6,37,229,313,330,235,41,13,1202,0,4,62,58,92,54,8,0,286,3,10,35,66,99,73,22,8,306,11,7,18,13,30,40,6,0,130,454,583,1480,1525,1753,1478,424,97,7790
51102,20,4,3,117,12,11,20,28,23,30,13,3,144,15,21,23,33,29,35,11,4,159,31,41,55,54,61,70,28,3,349,33,63,133,62,65,76,19,0,458,21,75,183,119,106,79,27,3,615,7,61,187,118,142,115,43,4,679,6,33,116,106,114,73,20,5,467,0,20,101,98,95,82,19,0,405,0,7,59,67,85,70,21,0,305,0,8,89,145,146,111,31,0,539,0,0,14,31,36,27,5,0,112,0,0,15,52,47,44,13,0,167,3,5,8,7,23,13,4,4,75,219,357,1034,944,995,865,256,30,4703
51103,55,24,3,356,61,45,73,70,51,41,26,4,364,76,35,81,73,75,80,20,4,452,93,109,177,148,128,113,60,4,837,97,179,233,208,177,151,50,7,1103,108,224,315,260,259,232,54,9,1456,74,290,464,370,427,384,99,4,2119,60,287,530,431,422,330,76,6,2133,46,302,734,512,513,441,85,8,2633,16,262,746,632,575,425,85,4,2740,21,391,2004,1904,1648,1196,202,5,7363,0,44,552,675,535,352,44,0,2200,7,20,385,636,602,352,53,3,2051,15,31,80,50,63,72,19,4,325,1074,2262,6479,6056,5553,4253,901,75,26655
51104,95,47,11,688,96,71,96,98,124,158,75,19,736,123,98,135,143,167,169,95,20,959,183,219,239,250,285,286,139,30,1630,137,285,346,335,370,365,133,34,2016,92,316,475,428,523,512,156,18,2523,44,285,644,558,664,642,176,25,3039,24,186,537,523,530,486,133,17,2435,12,173,590,529,621,474,101,13,2510,14,90,484,514,521,444,103,17,2188,15,163,996,1037,1197,817,187,14,4423,0,26,214,327,302,237,27,7,1139,0,15,145,328,330,245,77,14,1157,17,18,43,46,48,65,23,11,280,1579,2027,5073,5274,5810,5076,1524,263,26622
59797,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,4,3,4,0,0,0,11,0,0,0,0,0,3,0,0,10,0,6,6,5,0,3,0,0,14,0,4,7,3,3,0,0,0,18,7,10,17,14,10,5,0,0,54,0,4,15,3,7,5,0,0,33,0,5,9,16,17,9,4,0,65,0,11,19,24,20,13,0,0,89,0,9,67,96,99,41,7,0,321,0,5,38,69,58,33,3,0,198,0,3,73,169,188,89,5,0,525,0,3,3,0,5,0,0,0,18,13,55,252,411,418,212,28,0,1386
